gene	mean_high	mean_low	delta_high_minus_low	welch_t	welch_p	n_high	n_low	fdr_bh	cohort
ZNHIT2	0.721386046511628	-0.5361813953488371	1.257567441860465	7.200517785492645	2.7099700524310377e-10	43	43	2.5410858362769593e-08	OncoSG_LUAD
METTL26	0.7067883720930233	-0.5673930232558141	1.2741813953488372	7.196371516141954	2.6458865139652417e-10	43	43	2.5140199925384586e-08	OncoSG_LUAD
CLCF1	0.5492976744186046	-0.6960186046511628	1.2453162790697674	7.190095952918686	4.3294945246363485e-10	43	43	3.714992212153765e-08	OncoSG_LUAD
GLRX2	0.7476488372093024	-0.5705767441860468	1.3182255813953492	7.148104501198648	3.543810483330514e-10	43	43	3.160071397169872e-08	OncoSG_LUAD
TRPT1	0.7513395348837207	-0.48303953488372087	1.2343790697674417	7.140422076733376	3.1275155814374503e-10	43	43	2.8733654516125583e-08	OncoSG_LUAD
ATP6V0B	0.7056023255813954	-0.5962813953488372	1.3018837209302325	7.137620039730599	3.4153096702529307e-10	43	43	3.0909402095308986e-08	OncoSG_LUAD
HES4	0.6870441860465116	-0.6297720930232558	1.3168162790697675	7.13023474056264	4.039471756591938e-10	43	43	3.5158866375198056e-08	OncoSG_LUAD
RCC1	0.6438069767441861	-0.730593023255814	1.3744	7.118320535750125	3.5124965348898004e-10	43	43	3.1475775599103625e-08	OncoSG_LUAD
MCRIP2	0.7265	-0.5346418604651163	1.2611418604651163	7.1123300537891	3.870708224457636e-10	43	43	3.401548469135693e-08	OncoSG_LUAD
PPP4C	0.6847116279069769	-0.6215069767441862	1.3062186046511632	7.091049840902445	4.400464653140344e-10	43	43	3.7581620894495773e-08	OncoSG_LUAD
P2RX7	-0.7743232558139536	0.6396674418604654	-1.413990697674419	-7.219357454866573	2.161541585533647e-10	43	43	2.184477943469032e-08	OncoSG_LUAD
DNAJC13	-0.6492348837209303	0.6358418604651163	-1.2850767441860467	-7.225865971766748	2.1552164328313068e-10	43	43	2.184477943469032e-08	OncoSG_LUAD
PI4KA	-0.7591813953488373	0.5707162790697676	-1.3298976744186048	-7.229736682753778	2.2139016824751355e-10	43	43	2.2250323483925518e-08	OncoSG_LUAD
CNOT6L	-0.6840558139534884	0.6293441860465117	-1.3134000000000001	-7.232157295109934	2.0432851314975588e-10	43	43	2.1168841429055525e-08	OncoSG_LUAD
NCR1	-0.689253488372093	0.5220162790697676	-1.2112697674418604	-7.237368746947015	2.1606666570081762e-10	43	43	2.184477943469032e-08	OncoSG_LUAD
GIMAP1	-0.7893418604651163	0.6273813953488372	-1.4167232558139535	-7.238520065832377	2.048109555007296e-10	43	43	2.1168841429055525e-08	OncoSG_LUAD
ADGRA2	-0.755106976744186	0.6018534883720931	-1.3569604651162792	-7.243417800266632	2.0940518670688925e-10	43	43	2.1521411024774135e-08	OncoSG_LUAD
NAIP	-0.7852511627906976	0.6260813953488373	-1.4113325581395348	-7.253496625573235	1.9387221271197597e-10	43	43	2.0268559893353764e-08	OncoSG_LUAD
PLCL2	-0.8081883720930234	0.7262232558139533	-1.5344116279069766	-7.278407136653916	4.039070120729703e-10	43	43	3.5158866375198056e-08	OncoSG_LUAD
TLR6	-0.7916441860465118	0.6138023255813955	-1.4054465116279071	-7.296837462759944	1.6269826284203058e-10	43	43	1.751268697845786e-08	OncoSG_LUAD
KLHL6	-0.8255465116279068	0.661053488372093	-1.4865999999999997	-7.2977716640997405	1.783640751745527e-10	43	43	1.8864074950583072e-08	OncoSG_LUAD
RIC1	-0.6814046511627907	0.538467441860465	-1.2198720930232558	-7.318914601719732	1.9192256025022043e-10	43	43	2.0180712679258727e-08	OncoSG_LUAD
APLNR	-0.6708604651162791	0.5680302325581396	-1.2388906976744187	-7.320580059501548	1.382432035557374e-10	43	43	1.5756561524431525e-08	OncoSG_LUAD
HUWE1	-0.7888744186046511	0.4209674418604651	-1.2098418604651162	-7.327063660054811	1.332338157686199e-10	43	43	1.5339597105360537e-08	OncoSG_LUAD
ACER3	-0.6729558139534885	0.46711860465116284	-1.1400744186046512	-7.349727853595073	1.1942166743039642e-10	43	43	1.3836939823097716e-08	OncoSG_LUAD
VASH1	-0.8291325581395349	0.5850651162790699	-1.4141976744186047	-7.358869333187075	1.3945392806516825e-10	43	43	1.5756561524431525e-08	OncoSG_LUAD
SRL	-0.6684744186046512	0.6574046511627909	-1.325879069767442	-7.373837147027143	1.481639101511406e-10	43	43	1.6637343762712338e-08	OncoSG_LUAD
IL17RA	-0.797153488372093	0.6589372093023257	-1.4560906976744188	-7.387479475706135	1.0055324602943896e-10	43	43	1.2071084675046353e-08	OncoSG_LUAD
ZNF37A	-0.7156813953488371	0.582906976744186	-1.2985883720930231	-7.404615081282992	1.1895963291501193e-10	43	43	1.3836939823097716e-08	OncoSG_LUAD
CSF2RB	-0.8485418604651163	0.6096139534883722	-1.4581558139534885	-7.414623366083503	1.3944881956242772e-10	43	43	1.5756561524431525e-08	OncoSG_LUAD
ETS1	-0.7496930232558139	0.5964302325581398	-1.3461232558139535	-7.423267072362098	8.692758177707298e-11	43	43	1.1105882481542604e-08	OncoSG_LUAD
XPO4	-0.6630000000000001	0.6682046511627905	-1.3312046511627906	-7.423825312108596	8.718452049741483e-11	43	43	1.1105882481542604e-08	OncoSG_LUAD
PREX1	-0.8135348837209301	0.6586418604651164	-1.4721767441860465	-7.426246632915582	9.331560113771679e-11	43	43	1.1512254883930841e-08	OncoSG_LUAD
ITGA4	-0.810706976744186	0.5607976744186046	-1.3715046511627906	-7.431026345672834	8.719332166683013e-11	43	43	1.1105882481542604e-08	OncoSG_LUAD
PTEN	-0.6381581395348838	0.7217116279069766	-1.3598697674418605	-7.448520516664813	3.314110571427314e-10	43	43	3.014349270241713e-08	OncoSG_LUAD
ZNF407	-0.7578860465116278	0.6189395348837209	-1.3768255813953487	-7.450520736297145	9.742310084552468e-11	43	43	1.1814824183206262e-08	OncoSG_LUAD
FBXO10	-0.8369069767441859	0.6270511627906977	-1.4639581395348835	-7.454553339156414	7.425615858910211e-11	43	43	1.0156344217250801e-08	OncoSG_LUAD
DOCK2	-0.8459604651162791	0.6721883720930234	-1.5181488372093024	-7.457470596795874	8.995072785469295e-11	43	43	1.1363150627810552e-08	OncoSG_LUAD
GIMAP4	-0.7956255813953489	0.6508953488372092	-1.4465209302325581	-7.458970190830883	1.0086333190077762e-10	43	43	1.2071084675046353e-08	OncoSG_LUAD
NCOA1	-0.6474790697674417	0.681553488372093	-1.3290325581395348	-7.473430488512976	6.947185048518178e-11	43	43	9.741234248695657e-09	OncoSG_LUAD
TGFBRAP1	-0.7375186046511629	0.6797511627906977	-1.4172697674418606	-7.4838221350474825	6.504216017795859e-11	43	43	9.390332823787657e-09	OncoSG_LUAD
LAX1	-0.8959581395348835	0.5909279069767442	-1.4868860465116276	-7.487698131648099	8.291189765772294e-11	43	43	1.0929350219504623e-08	OncoSG_LUAD
ZEB2	-0.7520372093023258	0.6351441860465118	-1.3871813953488377	-7.492839374107598	6.354080525566626e-11	43	43	9.321538616176009e-09	OncoSG_LUAD
WASHC2C	-0.7751348837209303	0.603832558139535	-1.3789674418604654	-7.494581110318273	6.961466947009154e-11	43	43	9.741234248695657e-09	OncoSG_LUAD
GID4	-0.708113953488372	0.6615046511627908	-1.369618604651163	-7.514792849912495	6.625173823698673e-11	43	43	9.455955763553e-09	OncoSG_LUAD
STK10	-0.8243837209302325	0.6888837209302328	-1.5132674418604652	-7.539605782481669	5.389681265188372e-11	43	43	8.379802726071938e-09	OncoSG_LUAD
FRMD4A	-0.8178441860465121	0.6685441860465116	-1.4863883720930238	-7.555198643672596	4.797030429175168e-11	43	43	7.820059488808252e-09	OncoSG_LUAD
HIC2	-0.8182139534883721	0.5490976744186048	-1.367311627906977	-7.559531142635289	4.887070192047213e-11	43	43	7.86731804102043e-09	OncoSG_LUAD
GPRIN3	-0.7967116279069768	0.648820930232558	-1.4455325581395349	-7.56439426507166	9.65530992033393e-11	43	43	1.178790219871104e-08	OncoSG_LUAD
GRB2	-0.7990488372093023	0.6270488372093025	-1.426097674418605	-7.57627818178668	5.111120645634058e-11	43	43	8.084903970846013e-09	OncoSG_LUAD
TMOD2	-0.6783465116279068	0.6016186046511628	-1.2799651162790697	-7.590580656080543	4.811017716820802e-11	43	43	7.820059488808252e-09	OncoSG_LUAD
ATRX	-0.7007209302325581	0.5561139534883719	-1.25683488372093	-7.590663847440872	4.069844194562106e-11	43	43	6.855049605859192e-09	OncoSG_LUAD
TRANK1	-0.7795186046511626	0.6147348837209303	-1.394253488372093	-7.595639515239066	7.935305936887574e-11	43	43	1.0672242527621573e-08	OncoSG_LUAD
ZNF592	-0.7110186046511627	0.6779976744186048	-1.3890162790697675	-7.5973433144762055	3.8572306925327165e-11	43	43	6.5576526661553874e-09	OncoSG_LUAD
WDR7	-0.7002906976744185	0.6197976744186048	-1.3200883720930232	-7.603112779933513	3.774028175395613e-11	43	43	6.538413956059199e-09	OncoSG_LUAD
RNF125	-0.6855813953488373	0.6764255813953489	-1.3620069767441862	-7.6274136519934475	3.465898607100472e-11	43	43	6.18119230997693e-09	OncoSG_LUAD
GPR55	-0.7461232558139533	0.6542302325581396	-1.400353488372093	-7.647522790875363	3.0822544517415385e-11	43	43	5.6989047562754865e-09	OncoSG_LUAD
TNRC6C	-0.7024441860465115	0.6834162790697677	-1.3858604651162791	-7.648171325470308	3.101487388660729e-11	43	43	5.6989047562754865e-09	OncoSG_LUAD
GIT2	-0.729306976744186	0.7078511627906976	-1.4371581395348836	-7.661449064649209	2.878282444652786e-11	43	43	5.3978181392452406e-09	OncoSG_LUAD
CHD3	-0.9172837209302324	0.48392093023255817	-1.4012046511627905	-7.677381436849503	3.42955408236272e-11	43	43	6.1769325061643795e-09	OncoSG_LUAD
AKT3	-0.7567186046511627	0.6760255813953489	-1.4327441860465115	-7.686058774763872	2.6041309393408554e-11	43	43	5.045149210288972e-09	OncoSG_LUAD
CRTC3	-0.7553209302325581	0.678839534883721	-1.4341604651162791	-7.689272497582712	2.735572368244584e-11	43	43	5.238189152709183e-09	OncoSG_LUAD
PDE3B	-0.8229023255813955	0.660151162790698	-1.4830534883720934	-7.6931821597724515	2.6070255937945323e-11	43	43	5.045149210288972e-09	OncoSG_LUAD
ZNF641	-0.9156162790697672	0.48264883720930213	-1.3982651162790694	-7.697952337853553	2.4655598915380617e-11	43	43	4.875108694235748e-09	OncoSG_LUAD
TBC1D2B	-0.8369558139534885	0.6313116279069768	-1.4682674418604653	-7.704779751505604	3.639847608565257e-11	43	43	6.366583446866404e-09	OncoSG_LUAD
SLC8A1	-0.8479744186046513	0.5984906976744185	-1.4464651162790698	-7.710638788845561	2.3388625506990795e-11	43	43	4.675411940633731e-09	OncoSG_LUAD
STAT5B	-0.6911488372093022	0.7255255813953488	-1.416674418604651	-7.718188996207095	2.2283375181401596e-11	43	43	4.553296454601714e-09	OncoSG_LUAD
UBXN7	-0.7589837209302324	0.5530116279069769	-1.3119953488372094	-7.748533209685043	1.9370844913379074e-11	43	43	4.231691062435801e-09	OncoSG_LUAD
POLR2A	-0.8452627906976741	0.5517116279069769	-1.396974418604651	-7.767550858029915	1.9921028347319545e-11	43	43	4.231691062435801e-09	OncoSG_LUAD
XYLT1	-0.763467441860465	0.667332558139535	-1.4308	-7.773784389756141	1.7207139717211216e-11	43	43	4.021543042914589e-09	OncoSG_LUAD
CCR5	-0.8998023255813956	0.6395930232558139	-1.5393953488372096	-7.818190848002643	1.5569902697538275e-11	43	43	3.77642799961225e-09	OncoSG_LUAD
KLF12	-0.7377465116279072	0.6915023255813952	-1.4292488372093024	-7.841998039716264	1.4764894926634806e-11	43	43	3.6295703190596455e-09	OncoSG_LUAD
AOAH	-0.8655046511627907	0.6981511627906976	-1.5636558139534884	-7.864245557822545	1.2516122820242806e-11	43	43	3.2997215974353174e-09	OncoSG_LUAD
CMKLR1	-0.798493023255814	0.758941860465116	-1.55743488372093	-7.900793156730362	9.872431856161144e-12	43	43	2.6804389238123485e-09	OncoSG_LUAD
EIF4B	-0.7212000000000002	0.7287906976744185	-1.4499906976744188	-7.934973106523478	2.0238421330983164e-11	43	43	4.231691062435801e-09	OncoSG_LUAD
GPR34	-0.7521302325581394	0.6857581395348837	-1.4378883720930231	-7.956169751722309	8.298472289067815e-12	43	43	2.322423221698963e-09	OncoSG_LUAD
SOS1	-0.7424139534883721	0.6236581395348837	-1.3660720930232557	-7.95926323824171	7.602880812706818e-12	43	43	2.1953016645071384e-09	OncoSG_LUAD
SH2B3	-0.8174000000000002	0.6809023255813954	-1.4983023255813956	-7.973742212364664	7.437464620797729e-12	43	43	2.182176111563411e-09	OncoSG_LUAD
CHST11	-0.8467348837209299	0.7210325581395349	-1.5677674418604648	-7.998510012456231	1.822026951307279e-11	43	43	4.1430615339038396e-09	OncoSG_LUAD
HERC1	-0.7400651162790697	0.6984674418604648	-1.4385325581395345	-8.061095409203311	1.998267906884968e-11	43	43	4.231691062435801e-09	OncoSG_LUAD
STK4	-0.7447813953488374	0.7102372093023256	-1.4550186046511628	-8.074165950723454	4.371989937680523e-12	43	43	1.4201940885061857e-09	OncoSG_LUAD
NIN	-0.7737255813953491	0.7067186046511629	-1.4804441860465118	-8.086669965115052	4.457229107904824e-12	43	43	1.4224816614367833e-09	OncoSG_LUAD
ARHGAP19	-0.76136511627907	0.6288418604651161	-1.390206976744186	-8.108894891597972	4.0525326398409246e-12	43	43	1.3403567500244774e-09	OncoSG_LUAD
