target	interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	n_patients_scored	n_patients_detected	n_cohorts	cohorts	median_prob_high	median_prob_low	median_delta	mean_delta	n_delta_pos	n_delta_neg	n_delta_zero	frac_delta_pos	wilcoxon_p	n_wilcoxon	fdr_bh
CXCL13T	IGFL3_IGFLR1	IGF	Secreted Signaling	IGFL3	IGFLR1	IGFL3	IGFLR1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IHH_PTCH1	HH	Secreted Signaling	IHH	PTCH1_SMO	IHH	PTCH1|SMO	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IHH_PTCH2	HH	Secreted Signaling	IHH	PTCH2_SMO	IHH	PTCH2|SMO	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL10_IL10RA_IL10RB	IL10	Secreted Signaling	IL10	IL10RA_IL10RB	IL10	IL10RA|IL10RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL11_IL11RA_IL6ST	IL6	Secreted Signaling	IL11	IL11R complex	IL11	IL11RA|IL6ST	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL12B_IL12RB1_IL12RB2	IL12	Secreted Signaling	IL12AB	IL12RB1_IL12RB2	IL12B|IL12A	IL12RB1|IL12RB2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL13_IL13RA1	IL4	Secreted Signaling	IL13	IL13RA1	IL13	IL13RA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL13_IL13RA2	IL4	Secreted Signaling	IL13	IL13RA2	IL13	IL13RA2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL13_IL4R_IL13RA1	IL4	Secreted Signaling	IL13	IL4R_IL13RA1	IL13	IL13RA1|IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL13_IL4R_IL13RA2	IL4	Secreted Signaling	IL13	IL4R_IL13RA2	IL13	IL13RA2|IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL15_IL15RA_IL2RB	IL2	Secreted Signaling	IL15	IL15RA_IL2RB	IL15	IL15RA|IL2RB|IL2RG	recruit	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL16_CD4	IL16	Secreted Signaling	IL16	CD4	IL16	CD4	other	34	8	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0017110461658288185	5	3	26	0.14705882352941177	0.25	8	0.45149253731343286
CXCL13T	IL17AF_IL17RA_IL17RC	IL17	Secreted Signaling	IL17AF	IL17RA_IL17RC	IL17A|IL17F	IL17RA|IL17RC	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL17A_IL17RA_IL17RC	IL17	Secreted Signaling	IL17A	IL17RA_IL17RC	IL17A	IL17RA|IL17RC	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL17B_IL17RB	IL17	Secreted Signaling	IL17B	IL17RB	IL17B	IL17RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL17C_IL17RA_IL17RE	IL17	Secreted Signaling	IL17C	IL17RA_IL17RE	IL17C	IL17RA|IL17RE	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL17F_IL17RA_IL17RC	IL17	Secreted Signaling	IL17F	IL17RA_IL17RC	IL17F	IL17RA|IL17RC	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL18_IL18R1_IL18RAP	IL1	Secreted Signaling	IL18	IL18R1_IL18RAP	IL18	IL18RAP|IL18R1	recruit	34	2	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.000589037457419402	2	0	32	0.058823529411764705		2	
CXCL13T	IL19_IL20RA_IL20RB	IL10	Secreted Signaling	IL19	IL20RA_IL20RB	IL19	IL20RA|IL20RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1A_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1A	IL1R1_IL1RAP	IL1A	IL1RAP|IL1R1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1A_IL1R2	IL1	Secreted Signaling	IL1A	IL1R2	IL1A	IL1R2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1B_IL1R1_IL1RAP	IL1	Secreted Signaling	IL1B	IL1R1_IL1RAP	IL1B	IL1RAP|IL1R1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1B_IL1R2	IL1	Secreted Signaling	IL1B	IL1R2	IL1B	IL1R2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1F10_IL1RL2_IL1RAP	IL1	Secreted Signaling	IL1F10	IL1RL2_IL1RAP	IL1F10	IL1RAP|IL1RL2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1F6_IL1RL2_IL1RAP	IL1	Secreted Signaling	IL36A	IL1RL2_IL1RAP	IL36A	IL1RAP|IL1RL2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1F8_IL1RL2_IL1RAP	IL1	Secreted Signaling	IL36B	IL1RL2_IL1RAP	IL36B	IL1RAP|IL1RL2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL1F9_IL1RL2_IL1RAP	IL1	Secreted Signaling	IL36G	IL1RL2_IL1RAP	IL36G	IL1RAP|IL1RL2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL20_IL20RA_IL20RB	IL10	Secreted Signaling	IL20	IL20RA_IL20RB	IL20	IL20RA|IL20RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL20_IL22RA1_IL20RB	IL10	Secreted Signaling	IL20	IL22RA1_IL20RB	IL20	IL20RB|IL22RA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL21_IL21R_IL2RG	IL2	Secreted Signaling	IL21	IL21R_IL2RG	IL21	IL2RG|IL21R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL22_IL22RA1_IL10RB	IL10	Secreted Signaling	IL22	IL22RA1_IL10RB	IL22	IL10RB|IL22RA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL23A_IL23R_IL12RB1	IL12	Secreted Signaling	IL23 complex	IL23R_IL12RB1	IL12B|IL23A	IL12RB1|IL23R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL24_IL20RA_IL20RB	IL10	Secreted Signaling	IL24	IL20RA_IL20RB	IL24	IL20RA|IL20RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL24_IL22RA1_IL20RB	IL10	Secreted Signaling	IL24	IL22RA1_IL20RB	IL24	IL20RB|IL22RA1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL25_IL17RA_IL17RB	IL17	Secreted Signaling	IL25	IL17RA_IL17RB	IL25	IL17RA|IL17RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL26_IL20RA_IL10RB	IL10	Secreted Signaling	IL26	IL20RA_IL10RB	IL26	IL10RB|IL20RA	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL2_IL2RA_IL2RB	IL2	Secreted Signaling	IL2	IL2RA_IL2RB	IL2	IL2RA|IL2RB|IL2RG	recruit	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL2_IL2RB_IL2RG	IL2	Secreted Signaling	IL2	IL2RB_IL2RG	IL2	IL2RB|IL2RG	recruit	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL31_IL31RA_OSMR	IL6	Secreted Signaling	IL31	IL31RA_OSMR	IL31	IL31RA|OSMR	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL33_IL1RL1_IL1RAP	IL1	Secreted Signaling	IL33	IL1RL1_IL1RAP	IL33	IL1RAP|IL1RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL34_CSF1R	CSF	Secreted Signaling	IL34	CSF1R	IL34	CSF1R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL37_IL18R1_IL18RAP	IL1	Secreted Signaling	IL37	IL18R1_IL18RAP	IL37	IL18RAP|IL18R1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL3_IL3RA_CSF2RB	IL4	Secreted Signaling	IL3	IL3RA_CSF2RB	IL3	IL3RA|CSF2RB	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL4_IL4R	IL4	Secreted Signaling	IL4	IL4R	IL4	IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL4_IL4R_IL13RA1	IL4	Secreted Signaling	IL4	IL4R_IL13RA1	IL4	IL13RA1|IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL4_IL4R_IL13RA2	IL4	Secreted Signaling	IL4	IL4R_IL13RA2	IL4	IL13RA2|IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL4_IL4R_IL2RG	IL2	Secreted Signaling	IL4	IL4R_IL2RG	IL4	IL2RG|IL4R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL5_IL5RA_CSF2RB	IL4	Secreted Signaling	IL5	IL5RA_CSF2RB	IL5	CSF2RB|IL5RA	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	IL6_IL6R_IL6ST	IL6	Secreted Signaling	IL6	IL6R_IL6ST	IL6	IL6ST|IL6R	other	34	3	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.008908810268635017	3	0	31	0.08823529411764706		3	
CXCL13T	IL7_IL7R_IL2RG	IL2	Secreted Signaling	IL7	IL7R_IL2RG	IL7	IL2RG|IL7R	other	34	15	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.008473864851596511	9	6	19	0.2647058823529412	0.803955078125	15	0.9177223061615567
CXCL13T	INHABA_ACVR2A	ACTIVIN	Secreted Signaling	Inhibin A	ACVR2A	INHBA|INHA	ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHABB_ACVR2B	ACTIVIN	Secreted Signaling	Inhibin B	ACVR2B	INHA|INHBB	ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBABB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2A	INHBA|INHBB	ACVR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBABB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2B	INHBA|INHBB	ACVR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBABB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2A	INHBA|INHBB	ACVR1C|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBA_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2A	INHBA	ACVR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBA_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2B	INHBA	ACVR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2A	INHBB	ACVR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2B	INHBB	ACVR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2A	INHBB	ACVR1C|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2B	INHBB	ACVR1C|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBC_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBC	ACVR1B_ACVR2A	INHBC	ACVR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBC_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBC	ACVR1B_ACVR2B	INHBC	ACVR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBC_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	INHBC	ACVR1C_ACVR2A	INHBC	ACVR1C|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBC_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	INHBC	ACVR1C_ACVR2B	INHBC	ACVR1C|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBE_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBE	ACVR1B_ACVR2A	INHBE	ACVR1B|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBE_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBE	ACVR1B_ACVR2B	INHBE	ACVR1B|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBE_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	INHBE	ACVR1C_ACVR2A	INHBE	ACVR1C|ACVR2A	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHBE_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	INHBE	ACVR1C_ACVR2B	INHBE	ACVR1C|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INHB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2B	INHBA|INHBB	ACVR1C|ACVR2B	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL3_RXFP1	RLN	Secreted Signaling	INSL3	RXFP1	INSL3	RXFP1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL3_RXFP2	RLN	Secreted Signaling	INSL3	RXFP2	INSL3	RXFP2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL3_RXFP4	RLN	Secreted Signaling	INSL3	RXFP4	INSL3	RXFP4	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL5_RXFP1	RLN	Secreted Signaling	INSL5	RXFP1	INSL5	RXFP1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL5_RXFP2	RLN	Secreted Signaling	INSL5	RXFP2	INSL5	RXFP2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	INSL5_RXFP4	RLN	Secreted Signaling	INSL5	RXFP4	INSL5	RXFP4	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGA4_ITGB1_VCAM1	VCAM	Cell-Cell Contact	ITGA4_ITGB1	VCAM1	ITGA4|ITGB1	VCAM1	other	34	2	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0009264550982896913	1	1	32	0.029411764705882353		2	
CXCL13T	ITGA4_ITGB7_VCAM1	VCAM	Cell-Cell Contact	ITGA4_ITGB7	VCAM1	ITGA4|ITGB7	VCAM1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGA9_ITGB1_VCAM1	VCAM	Cell-Cell Contact	ITGA9_ITGB1	VCAM1	ITGA9|ITGB1	VCAM1	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.00013818836130922	1	0	33	0.029411764705882353		1	
CXCL13T	ITGAV_ITGB1_ADGRE2	ADGRE	Cell-Cell Contact	ITGAV_ITGB1	ADGRE2	ITGAV|ITGB1	ADGRE2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGAV_ITGB3_ADGRA2	ADGRA	Cell-Cell Contact	ITGAV_ITGB3	ADGRA2	ITGAV|ITGB3	ADGRA2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGAV_ITGB3_ADGRE2	ADGRE	Cell-Cell Contact	ITGAV_ITGB3	ADGRE2	ITGAV|ITGB3	ADGRE2	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGAV_ITGB3_ADGRE5	ADGRE	Cell-Cell Contact	ITGAV_ITGB3	ADGRE5	ITGAV|ITGB3	ADGRE5	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	ITGAV_ITGB5_ADGRB1	ADGRB	Cell-Cell Contact	ITGAV_ITGB5	ADGRB1	ITGAV|ITGB5	ADGRB1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAG1_NOTCH1	NOTCH	Cell-Cell Contact	JAG1	NOTCH1	JAG1	NOTCH1	other	34	7	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0015582933870631251	4	3	27	0.11764705882352941	0.578125	7	0.7687156593406593
CXCL13T	JAG1_NOTCH2	NOTCH	Cell-Cell Contact	JAG1	NOTCH2	JAG1	NOTCH2	other	34	4	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-0.0003184296906144035	2	2	30	0.058823529411764705		4	
CXCL13T	JAG1_NOTCH3	NOTCH	Cell-Cell Contact	JAG1	NOTCH3	JAG1	NOTCH3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAG1_NOTCH4	NOTCH	Cell-Cell Contact	JAG1	NOTCH4	JAG1	NOTCH4	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAG2_NOTCH1	NOTCH	Cell-Cell Contact	JAG2	NOTCH1	JAG2	NOTCH1	other	34	6	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	4.240771455060498e-06	4	2	28	0.11764705882352941	0.84375	6	0.922229879725296
CXCL13T	JAG2_NOTCH2	NOTCH	Cell-Cell Contact	JAG2	NOTCH2	JAG2	NOTCH2	other	34	2	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.000427652073236203	1	1	32	0.029411764705882353		2	
CXCL13T	JAG2_NOTCH3	NOTCH	Cell-Cell Contact	JAG2	NOTCH3	JAG2	NOTCH3	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAG2_NOTCH4	NOTCH	Cell-Cell Contact	JAG2	NOTCH4	JAG2	NOTCH4	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM2_F11R	JAM	Cell-Cell Contact	JAM2	F11R	JAM2	F11R	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM2_ITGA3_ITGB1	JAM	Cell-Cell Contact	JAM2	ITGA3_ITGB1	JAM2	ITGA3|ITGB1	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM2_ITGAV_ITGB1	JAM	Cell-Cell Contact	JAM2	ITGAV_ITGB1	JAM2	ITGAV|ITGB1	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM2_JAM2	JAM	Cell-Cell Contact	JAM2	JAM2	JAM2	JAM2	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM2_JAM3	JAM	Cell-Cell Contact	JAM2	JAM3	JAM2	JAM3	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM3_F11R	JAM	Cell-Cell Contact	JAM3	F11R	JAM3	F11R	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM3_ITGAM_ITGB2	JAM	Cell-Cell Contact	JAM3	ITGAM_ITGB2	JAM3	ITGAM|ITGB2	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	JAM3_JAM3	JAM	Cell-Cell Contact	JAM3	JAM3	JAM3	JAM3	barrier	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KISS1_KISS1R	KISS1	Secreted Signaling	KISS1	KISS1R	KISS1	KISS1R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KITL_KIT	KIT	Secreted Signaling	KITLG	KIT	KITLG	KIT	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK14_F2R	KLK	Secreted Signaling	KLK14	F2R	KLK14	F2R	other	34	1	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	-0.00020005008068566687	0	1	33	0.0		1	
CXCL13T	KLK14_F2RL1	KLK	Secreted Signaling	KLK14	F2RL1	KLK14	F2RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK1_F2R	KLK	Secreted Signaling	KLK1	F2R	KLK1	F2R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK2_F2R	KLK	Secreted Signaling	KLK2	F2R	KLK2	F2R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK2_F2RL1	KLK	Secreted Signaling	KLK2	F2RL1	KLK2	F2RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK4_F2R	KLK	Secreted Signaling	KLK4	F2R	KLK4	F2R	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK4_F2RL1	KLK	Secreted Signaling	KLK4	F2RL1	KLK4	F2RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK5_F2RL1	KLK	Secreted Signaling	KLK5	F2RL1	KLK5	F2RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
CXCL13T	KLK6_F2R	KLK	Secreted Signaling	KLK6	F2R	KLK6	F2R	other	34	4	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.004446758416611186	4	0	30	0.11764705882352941		4	
CXCL13T	KLK6_F2RL1	KLK	Secreted Signaling	KLK6	F2RL1	KLK6	F2RL1	other	34	0	3	GSE148071+GSE207422+GSE253013	0.0	0.0	0.0	0.0	0	0	34	0.0		0	
