accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX012323	PRJCA048256	Clinical trial of human HER2 gene mutation detection kit (fluorescence PCR method)	Homo sapiens	Open	2025-10-16	https://ngdc.cncb.ac.cn/omix/release/OMIX012323	False	False	False	True	False	mpr_keyword	True	The research data is used for the registration of new product launches.	Chemical Biomarkers	Open-access	Amoy diagnostics co. ltd	1	OMIX012323-01.xlsx	OMIX012323;PRJCA048256	OMIX012323-01	False	False	False	True	False	0
OMIX012329	PRJCA048275	Integrating High- and Low-dose Radiotherapy Potentiates PD-1 Blockade via APC-like Neutrophil Activation	Mus musculus	Open	2026-03-13	https://ngdc.cncb.ac.cn/omix/release/OMIX012329	False	True	False	False	False	ici	True	Processed data for single-cell RNA sequencing and bulk RNA sequencing generated in this study.	Expression Profiling	Open-access	West China Hospital of Sichuan University	2	OMIX012329-01.zip;OMIX012329-02.zip	OMIX012328;OMIX012329;PRJCA048275	OMIX012329-01 | OMIX012329-02 | Low-dose radiotherapy synergizes with PD-1 blockade to achieve durable survival in advanced NSCLC through antitumor neutrophil programming	False	True	False	False	False	0
OMIX012333	PRJCA048289	Real-world Prevalence of PD-L1 Expression And First-line Treatment Pattern  by PD-L1 Status In Advanced Gastric Cancer/Gastroesophageal Junctional  Cancer In China: REPRESENT Study	Homo sapiens	Open	2026-02-28	https://ngdc.cncb.ac.cn/omix/release/OMIX012333	False	True	False	False	False	ici	True	This is a retrospective, observational database study, which will be conducted using structured data from database.To understand the real-world prevalence of PD-L1 expression (including CPS, TPS and TAP at different cutoffs) and describe the real-world 1L treatment pattern by PD-L1 status in R/M GC/GEJC in China.	Other Type of Genomic Data	Open-access	Sun Yat-sen University Cancer Center	0		OMIX012333;PRJCA048289	OMIX012333-03	False	True	False	False	False	0
OMIX012563	PRJCA048738	Proteomic Profiling of Extracellular Vesicles Derived from P63+ Lung Progenitor Cells	Mus musculus	Open	2026-03-07	https://ngdc.cncb.ac.cn/omix/release/OMIX012563	True	False	False	False	False	lung	True	Chronic obstructive pulmonary disease (COPD) is a progressive respiratory disorder characterized by inflammation of the airways, alveoli, and microvasculature, leading to emphysema and chronic bronchitis. As the third leading cause of death worldwide, current therapies remain largely palliative, with limited effect on disease progression or mortality. Regenerative strategies involving lung-resident stem/progenitor cells offer promising therapeutic potential. In this study, we investigated the role of P63+ lung progenitor cells in COPD repair. Extracellular vesicles (EVs) derived from these cells, delivered via nebulization, promoted angiogenesis, epithelial regeneration, and improved lung function.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Tongji University	2	OMIX012563-01.zip;OMIX012563-02.zip	OMIX012563;PRJCA048738	OMIX012563-01 | OMIX012563-02 | Airway basal stem cell derived extracellular vesicles promote lung repair in chronic obstructive pulmonary disease	True	False	False	False	False	0
OMIX012657	PRJCA049806	RNAseq for KRAS mutated LUAD Cell Lines	Homo sapiens	Open	2025-10-31	https://ngdc.cncb.ac.cn/omix/release/OMIX012657	True	False	False	False	False	lung	True	SW1573 vs. NCI-H358; NCI-H23 vs. NCI-H358; Treatment vs. Control.	Expression Profiling	Open-access	Zhejiang Cancer Hospital	0		OMIX012657;PRJCA049806	OMIX012657-01 | OMIX012657-02 | OMIX012657-03	True	False	False	False	False	0
OMIX012669	PRJCA049840	Epigenome-wide association study of leukocyte telomere length and their effects on smoking-induced lung tumorigenesis: insights from the Dongfeng-Tongji cohort study	Homo sapiens	Open	2025-12-30	https://ngdc.cncb.ac.cn/omix/release/OMIX012669	True	False	False	False	False	lung	True	For participants in the DFTJ sub-cohort, the methylation levels of genomic DNA were determined at > 860,000 CpGs with utilization of Illumina Human MethylationEPIC BeadChip array (EPIC array). To avoid the latent selection bias of pre-disease status on methylation profiles, the EWAS of TL were performed in the 1357 subcohort participants by using multiple linear regression model, with adjustment for age, gender, BMI, smoking status (never/ever), drinking status (never/ever), blood cell compositions (i.e., neutrophil, lymphocyte, monocyte, eosinophil, basophil, and platelet), and the top 10 principal components.	Methylation profiling by Array	Open-access	Tongji Medical College, Huazhong University of Science & Technology	1	OMIX012669-01.csv	OMIX012669;PRJCA049840	OMIX012669-01 | Epigenome-wide association study of leukocyte telomere length and their effects on smoking-induced lung tumorigenesis: insights from the Dongfeng-Tongji cohort study	True	False	False	False	False	0
OMIX012737	PRJCA049869	Exploring the Role of KDM4A in BCAA-Mediated Pulmonary Fibrosis	Mus musculus	Open	2026-01-31	https://ngdc.cncb.ac.cn/omix/release/OMIX012737	True	False	False	False	False	lung	True	H3K36me3 CUTTag assay was performed using CUTTag High Sensitivity Kit Novoprotein, N259 YH01 according to the manufacturer recommendation.	Genome Binding/Occupancy Profiling	Open-access	Guangzhou National Laboratory	6	OMIX012737-02.bw;OMIX012737-03.bw;OMIX012737-01.bw;OMIX012737-05.bw;OMIX012737-04.bw;OMIX012737-06.bw	OMIX012737;PRJCA049869	OMIX012737-01 | OMIX012737-02 | OMIX012737-03 | OMIX012737-04 | OMIX012737-05 | OMIX012737-06	True	False	False	False	False	0
OMIX012886	PRJCA032543	T-cell gene regulatory network responding to anti-PD1 immunotherapy in breast cancer	Homo sapiens	Open	2025-11-11	https://ngdc.cncb.ac.cn/omix/release/OMIX012886	False	True	False	False	False	ici	True	This proposal aims to unravel the T-cell gene regulatory networks involved in responses to anti-PD1 immunotherapy in breast cancer. By integrating advanced transcriptomics and computational approaches, it seeks to identify key regulatory mechanisms, and biomarkers of therapeutic response, providing insights to optimize treatment strategies.	Expression Profiling	Open-access	Shandong University	0		OMIX012886;PRJCA032543	OMIX012886-01	False	True	False	False	False	0
OMIX013162	PRJCA051573	Distinct metabolic profiles in lung adenocarcinomas presenting as solid or ground-glass opacities (16S rRNA sequencing)	Bacteria	Open	2025-11-21	https://ngdc.cncb.ac.cn/omix/release/OMIX013162	True	False	False	False	False	lung	True	In this study, we collected tissue samples from patients with lung adenocarcinoma and conducted untargeted metabolomic and transcriptomic profiling to delineate the dysregulated metabolic landscape using an integrated gene-enzyme-reaction-metabolite network. In addition, a 16S rRNA sequencing dataset was generated, comprising raw data from 30 lung adenocarcinoma samples. These samples included pure ground-glass opacities (G1-G16), solid nodules (S1-S8), and paired ground-glass components (mG1-mG3) and solid components (mS1-mS3) derived from mixed ground-glass opacities.	Other Type of Genomic Data	Open-access	Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College	1	OMIX013162-01.xls	OMIX013162;PRJCA051573	OMIX013162-01	True	False	False	False	False	0
OMIX013294	PRJCA052132	Multi-omics reveals cholesterol-driven macrophage metabolic reprogramming and inflammation in chronic obstructive pulmonary disease	Homo sapiens	Open	2025-11-26	https://ngdc.cncb.ac.cn/omix/release/OMIX013294	True	False	False	False	False	lung	True	Metabolomic analysis was performed using liquid chromatography-mass spectrometry (LC-MS) following established protocols; quality control samples (pooled equal volumes of each AH sample) were prepared to evaluate the stability and reproducibility of the untargeted analysis. The LC-MS system consisted of an ACQUITY UPLC I-Class system (Waters) coupled with a VION IMS QTOF Mass spectrometer (Waters), operating in both ESI positive and negative ion modes. Mass spectrometric parameters included: capillary voltage 2.5 kV, DP 40 V, CE 4 eV, ion source temperature 115 °C, desolvation temperature 450 m (gas flow 900 L/h), scan range 50-1000 amu, scan time 0.2 s, and interscan delay 0.02 s. Raw data were processed via MS-DIAL and Progenesis QI V2.3 (missing values filled with half the minimum value), and metabolites were identified using HMDB, Metlin, PMDB, and self-built databases.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Guangzhou National Laboratory	1	OMIX013294-01.zip	OMIX013294;PRJCA052132	OMIX013294-01	True	False	False	False	False	0
OMIX013473	PRJCA052774	Processed single-cell transcriptomic profiles of pulmonary immune cells	Mus musculus	Open	2026-02-23	https://ngdc.cncb.ac.cn/omix/release/OMIX013473	True	False	False	False	False	lung	True	Gene expression matrix of immune cells computationally filtered from whole-lung single-cell sequencing data. The dataset was generated using the 10x Genomics Chromium platform and includes immune populations subset from a total of 8 samples: 3 replicates from the CLP model at Day 1, 3 replicates from the CLP model at Day 7, and 2 healthy controls.	Expression Profiling	Open-access	Daping Hospital	3	OMIX013473-02.gz;OMIX013473-03.gz;OMIX013473-01.gz	OMIX013472;OMIX013473;PRJCA052774	OMIX013473-01 | OMIX013473-02 | OMIX013473-03 | HDAC1 modulates sepsis-induced immunosuppression by driving the exhaustion of CD8+ T cells	True	False	False	False	False	0
OMIX013717	PRJCA053654	After knocking down LINC00467 in lung adenocarcinoma cell lines, transcriptome sequencing was performed to obtain the processed counts table.	Homo sapiens	Open	2025-12-16	https://ngdc.cncb.ac.cn/omix/release/OMIX013717	True	False	False	False	False	lung	True	This study further explores the relationship between inflammatory responses and lung adenocarcinoma, which will help develop new strategies to combat lung adenocarcinoma and improve the efficacy of immunotherapy, chemotherapy, or radiotherapy.	Expression Profiling by Array	Open-access	Southern Medical University	0		OMIX013717;PRJCA053654	OMIX013717-01	True	True	False	False	False	1
OMIX013795	PRJCA053856	Pulmonary-microbiota-dysbiosis	Mus	Open	2025-12-19	https://ngdc.cncb.ac.cn/omix/release/OMIX013795	True	False	False	False	False	lung	True	Pulmonary-microbiota-dysbiosis	Metabolome Data by Mass Spectrometry (MS)	Open-access	Northeast Institute of Geography Agroecology, Chinese Academy of Sciences	36	OMIX013795-20.raw;OMIX013795-13.raw;OMIX013795-12.raw;OMIX013795-15.raw;OMIX013795-26.raw;OMIX013795-06.raw;OMIX013795-18.raw;OMIX013795-01.raw;OMIX013795-22.raw;OMIX013795-04.raw;OMIX013795-24.raw;OMIX013795-33.raw;OMIX013795-28.raw;OMIX013795-35.raw;OMIX013795-09.raw;OMIX013795-17.raw;OMIX013795-29.raw;OMIX013795-30.raw;OMIX013795-27.raw;OMIX013795-03.raw;OMIX013795-25.raw;OMIX013795-32.raw;OMIX013795-19.raw;OMIX013795-02.raw;OMIX013795-36.raw;OMIX013795-34.raw;OMIX013795-07.raw;OMIX013795-08.raw;OMIX013795-23.raw;OMIX013795-16.raw;OMIX013795-05.raw;OMIX013795-31.raw;OMIX013795-14.raw;OMIX013795-11.raw;OMIX013795-10.raw;OMIX013795-21.raw	OMIX013795;PRJCA053856	OMIX013795-01 | OMIX013795-02 | OMIX013795-03 | OMIX013795-04 | OMIX013795-05 | OMIX013795-06 | OMIX013795-07 | OMIX013795-08	True	False	False	False	False	0
OMIX013900	PRJCA054228	Unleashing the potential of bimetallic nanobomb-mediated STING pathway to enhance BiTE against colorectal cancer photo-immunotherapy	Mus musculus	Open	2026-04-07	https://ngdc.cncb.ac.cn/omix/release/OMIX013900	False	True	False	False	False	ici	True	Transcriptome sequencing of 12 subcutaneous colorectal tumor samples derived from a mouse model of colorectal cancer. Tumors were harvested following drug treatment to investigate alterations in signaling pathways associated with therapeutic response. Sequencing was performed on the Illumina NovaSeq 6000 platform.	Expression Profiling	Open-access	West China Hospital of Sichuan University	2	OMIX013900-02.txt;OMIX013900-01.txt	OMIX013900;PRJCA054228	OMIX013900-01 | OMIX013900-02 | Unleashing the potential of bimetallic nanobomb-mediated STING pathway to enhance bispecific T-cell engager against colorectal cancer photo-immunotherapy	False	True	False	False	False	0
OMIX013953	PRJCA054576	13C-labeled glucose metabolic flux analysis in GPRASP1-knockout and control human pulmonary artery endothelial cells	Homo sapiens	Open	2026-04-20	https://ngdc.cncb.ac.cn/omix/release/OMIX013953	True	False	False	False	False	lung	True	To assess the impact of GPRASP1 on endothelial metabolism and TCA cycle flux, we performed [U-13C6] glucose tracing. GPRASP1-knockout and control human pulmonary artery endothelial cells (HPAECs) were incubated for 6 h in medium containing 2 g/L [U-13C6] glucose. After incubation, cells were washed with PBS and rapidly quenched with 50% methanol (v/v in water). Cells were then collected by scraping, snap-frozen in liquid nitrogen, and processed for GC-MS analysis.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College	12	OMIX013953-05.CDF;OMIX013953-12.CDF;OMIX013953-03.CDF;OMIX013953-02.CDF;OMIX013953-11.CDF;OMIX013953-01.CDF;OMIX013953-04.CDF;OMIX013953-06.CDF;OMIX013953-07.CDF;OMIX013953-10.CDF;OMIX013953-09.CDF;OMIX013953-08.CDF	OMIX013953;OMIX013955;OMIX013968;OMIX014028;PRJCA054576	OMIX013953-01 | OMIX013953-02 | OMIX013953-03 | OMIX013953-04 | OMIX013953-05 | OMIX013953-06 | OMIX013953-07 | OMIX013953-08	True	False	False	False	False	0
OMIX013955	PRJCA054576	Untargeted metabolomics of GPRASP1-knockout and control human pulmonary artery endothelial cells	Homo sapiens	Open	2026-04-20	https://ngdc.cncb.ac.cn/omix/release/OMIX013955	True	False	False	False	False	lung	True	To assess the impact of GPRASP1 on endothelial metabolism, we performed untargeted metabolomics in six GPRASP1-knockout and six control human pulmonary artery endothelial cell (HPAEC) samples. Cells were cultured under identical conditions. At ~80% confluence, cells were washed twice with ice-cold PBS, rapidly quenched in liquid nitrogen, and extracted with 80% methanol pre-cooled to -80 °C. Extracts were vortexed and centrifuged at 14,000 x g for 15 min at 4 °C. Supernatants were collected and reconstituted in 50% methanol for LC-MS analysis.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College	24	OMIX013955-09.raw;OMIX013955-21.raw;OMIX013955-17.raw;OMIX013955-07.raw;OMIX013955-03.raw;OMIX013955-11.raw;OMIX013955-23.raw;OMIX013955-19.raw;OMIX013955-08.raw;OMIX013955-20.raw;OMIX013955-15.raw;OMIX013955-14.raw;OMIX013955-13.raw;OMIX013955-24.raw;OMIX013955-16.raw;OMIX013955-12.raw;OMIX013955-22.raw;OMIX013955-18.raw;OMIX013955-01.raw;OMIX013955-10.raw;OMIX013955-02.raw;OMIX013955-06.raw;OMIX013955-05.raw;OMIX013955-04.raw	OMIX013953;OMIX013955;OMIX013968;OMIX014028;PRJCA054576	OMIX013955-01 | OMIX013955-02 | OMIX013955-03 | OMIX013955-04 | OMIX013955-05 | OMIX013955-06 | OMIX013955-07 | OMIX013955-08	True	False	False	False	False	0
OMIX013968	PRJCA054576	Proteomics of cell lysates and culture supernatants from GPRASP1-knockout and control human pulmonary artery endothelial cells.	Homo sapiens	Open	2026-04-20	https://ngdc.cncb.ac.cn/omix/release/OMIX013968	True	False	False	False	False	lung	True	Label-free proteomics was performed to compare GPRASP1-knockout and control human pulmonary artery endothelial cells (HPAECs) using both cell lysates and culture supernatants (3 biologically independent samples per group). Protein concentrations were determined by BCA. Equal amounts of protein were reduced (10 mM DTT, 56 °C, 30 min), alkylated (20 mM iodoacetamide, 30 min, dark), and digested overnight with trypsin (1:50, 37 °C). Peptides were desalted on C18 cartridges and analyzed by nanoLC-MS/MS on a Bruker timsTOF instrument operated in PASEF-DDA mode with an ~90-min gradient.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Fuwai Hospital, National Center for Cardiovascular Diseases, Chinese Academy of Medical Sciences and Peking Union Medical College	12	OMIX013968-05.d.zip;OMIX013968-10.d.zip;OMIX013968-09.d.zip;OMIX013968-03.d.zip;OMIX013968-11.d.zip;OMIX013968-01.d.zip;OMIX013968-04.d.zip;OMIX013968-12.d.zip;OMIX013968-08.d.zip;OMIX013968-06.d.zip;OMIX013968-02.d.zip;OMIX013968-07.d.zip	OMIX013953;OMIX013955;OMIX013968;OMIX014028;PRJCA054576	OMIX013968-01 | OMIX013968-02 | OMIX013968-03 | OMIX013968-04 | OMIX013968-05 | OMIX013968-06 | OMIX013968-07 | OMIX013968-08	True	False	False	False	False	0
