sample_id,CLDN4,ELF3,EPCAM,KRT5,KRT8,NKX2-1,TACSTD2
C3N-01414,12.7317,12.8817,13.5417,6.0224,14.0817,12.0517,11.9317
C3N-01415,13.5915,12.2215,13.5315,6.2462,14.4515,11.5116,12.3615
C3N-01416,12.8015,12.6215,11.7415,6.4469,12.7815,12.0815,12.4915
C3N-01488,12.5516,11.2816,12.6916,4.1167,12.9416,11.3916,12.3316
C3N-01489,12.6217,11.7617,13.1717,4.2173,13.8016,11.4417,11.7917
C3N-01799,12.9516,12.7516,12.2417,5.0551,13.4216,12.3217,12.1817
C3N-01823,11.7616,12.6715,13.0515,4.9419,14.7615,12.0316,10.6917
C3N-01842,12.6017,13.5517,13.4217,7.7917,14.8817,11.2117,12.0617
C3N-02000,13.0416,12.6816,13.1216,6.6232,14.4316,12.7616,12.8116
C3N-02002,13.6515,11.9416,12.9615,3.3996,14.1015,12.6416,11.9116
C3N-02003,12.3816,11.5717,12.0116,5.4056,15.5316,11.0417,11.2117
C3N-02067,13.4114,12.4615,13.3814,7.2147,14.4814,12.7614,12.6415
C3N-02087,12.7816,11.9116,12.9915,6.6544,14.6215,10.9217,13.0315
C3N-02089,11.4441,10.7442,13.654,4.2882,14.584,5.799,10.8442
C3N-02145,13.6315,12.3015,13.5615,9.7119,14.3214,12.2815,12.7715
C3N-02149,13.4216,13.0016,13.4816,8.1022,14.8316,11.8316,11.7616
C3N-02155,12.5215,13.1115,13.5615,2.5574,14.1214,11.8615,10.8117
C3N-02158,12.4215,12.5315,13.6015,4.4581,15.1915,14.0415,11.5416
C3N-02379,13.8014,11.7115,13.0614,10.6317,14.7214,11.6015,12.0515
C3N-02380,13.4816,12.3116,12.9216,11.0717,14.1716,12.8816,12.2216
C3N-02421,13.2116,13.1717,12.7617,6.3229,13.8516,12.3217,12.2917
C3N-02422,13.5318,13.1418,12.2717,6.861,13.7518,11.0517,14.0318
C3N-02423,13.1316,13.5216,12.9816,4.2833,12.7716,10.9417,12.5616
C3N-02424,12.4817,10.4117,12.9517,4.7113,14.5717,10.3017,11.8217
C3N-02433,13.0515,11.9916,11.9216,4.9029,13.5215,12.7915,12.1316
C3N-02529,13.7115,12.3215,12.9415,6.9143,14.0915,11.6116,10.9717
C3N-02572,13.2416,12.3616,12.7316,4.8981,13.5716,11.7016,13.0816
C3N-02582,13.7315,12.1916,13.4615,5.3097,13.9615,12.0516,12.6915
C3N-02586,13.0116,12.9016,12.3116,4.9872,14.0716,12.0416,11.9716
C3N-02587,12.4216,12.1516,13.1216,4.9086,14.3016,11.6716,11.9016
C3N-02588,13.1714,13.4114,13.3614,6.8355,12.9415,11.2816,12.1115
C3N-02729,12.7615,11.5716,12.8415,4.0038,12.3515,12.7315,12.5115
