spec,density,scale_um,source,response,weight,stat,p_two,n_neg,n_finite,Lung5_Rep1,Lung5_Rep2,Lung5_Rep3,Lung6,Lung9_Rep1,Lung9_Rep2,Lung12,Lung13
gauss_15_cyto_nw,gauss,15,cyto,nw,n,-0.15767757061571835,0.002,4,8,0.01833225649616763,0.08193764584895441,0.1162446565863431,0.0016425875636608975,-0.1843136444127548,-0.37120750014948295,-0.32183542162048134,-0.08635848910472155
gauss_15_cyto_nw,gauss,15,cyto,nw,patient,-0.12242807515976784,0.002,4,8,0.01833225649616763,0.08193764584895441,0.1162446565863431,0.0016425875636608975,-0.1843136444127548,-0.37120750014948295,-0.32183542162048134,-0.08635848910472155
gauss_20_cd8_own,gauss,20,cd8,own,equal,-0.05336774247176415,0.002,5,8,-0.006809124611191931,0.007239917792239895,0.03727335023613868,0.013030207582651842,-0.08837936870569335,-0.17957388724747927,-0.15176696162752235,-0.0579560731932567
gauss_20_cd8_own,gauss,20,cd8,own,n,-0.07867646263737658,0.002,5,8,-0.006809124611191931,0.007239917792239895,0.03727335023613868,0.013030207582651842,-0.08837936870569335,-0.17957388724747927,-0.15176696162752235,-0.0579560731932567
gauss_20_cd8_own,gauss,20,cd8,own,patient,-0.06362028148179692,0.002,5,8,-0.006809124611191931,0.007239917792239895,0.03727335023613868,0.013030207582651842,-0.08837936870569335,-0.17957388724747927,-0.15176696162752235,-0.0579560731932567
gauss_20_cd8_nw,gauss,20,cd8,nw,equal,-0.08998674411762353,0.002,5,8,0.005864766720543876,0.03644407649866539,0.0832525798307959,-0.004591984839332434,-0.14097561742988915,-0.34051993163103655,-0.27448693821376186,-0.08488090387697335
gauss_20_cd8_nw,gauss,20,cd8,nw,n,-0.1459532370624394,0.002,5,8,0.005864766720543876,0.03644407649866539,0.0832525798307959,-0.004591984839332434,-0.14097561742988915,-0.34051993163103655,-0.27448693821376186,-0.08488090387697335
gauss_20_cd8_nw,gauss,20,cd8,nw,patient,-0.1125707587554391,0.002,5,8,0.005864766720543876,0.03644407649866539,0.0832525798307959,-0.004591984839332434,-0.14097561742988915,-0.34051993163103655,-0.27448693821376186,-0.08488090387697335
gauss_20_cyto_own,gauss,20,cyto,own,equal,-0.06028161725118731,0.002,4,8,0.0011592305573004788,0.021532344831413613,0.06873165274206887,0.011746386340974543,-0.11341941675961979,-0.21244340220793576,-0.19700828356649058,-0.0625514499472098
gauss_20_cyto_own,gauss,20,cyto,own,n,-0.09288904218563775,0.002,4,8,0.0011592305573004788,0.021532344831413613,0.06873165274206887,0.011746386340974543,-0.11341941675961979,-0.21244340220793576,-0.19700828356649058,-0.0625514499472098
gauss_20_cyto_own,gauss,20,cyto,own,patient,-0.07605406945591518,0.002,4,8,0.0011592305573004788,0.021532344831413613,0.06873165274206887,0.011746386340974543,-0.11341941675961979,-0.21244340220793576,-0.19700828356649058,-0.0625514499472098
gauss_20_cyto_nw,gauss,20,cyto,nw,equal,-0.0927907917738113,0.002,5,8,0.023973417278454933,0.10694473841641573,0.14698791445658038,-0.0026784827796701755,-0.17150609375985063,-0.40388127528878365,-0.3522741492010525,-0.08989240331258466
gauss_20_cyto_nw,gauss,20,cyto,nw,n,-0.16610046418388513,0.002,5,8,0.023973417278454933,0.10694473841641573,0.14698791445658038,-0.0026784827796701755,-0.17150609375985063,-0.40388127528878365,-0.3522741492010525,-0.08989240331258466
gauss_20_cyto_nw,gauss,20,cyto,nw,patient,-0.12798067262009483,0.002,5,8,0.023973417278454933,0.10694473841641573,0.14698791445658038,-0.0026784827796701755,-0.17150609375985063,-0.40388127528878365,-0.3522741492010525,-0.08989240331258466
gauss_25_cd8_own,gauss,25,cd8,own,equal,-0.0488754731763439,0.002,5,8,-0.007834519139609301,0.017114755802886173,0.05312624999012568,0.01345346562341629,-0.08386707190463949,-0.1807126937756531,-0.14879039814404485,-0.053493573863232606
gauss_25_cd8_own,gauss,25,cd8,own,n,-0.07637582418421145,0.002,5,8,-0.007834519139609301,0.017114755802886173,0.05312624999012568,0.01345346562341629,-0.08386707190463949,-0.1807126937756531,-0.14879039814404485,-0.053493573863232606
gauss_25_cd8_own,gauss,25,cd8,own,patient,-0.06006364540124133,0.002,5,8,-0.007834519139609301,0.017114755802886173,0.05312624999012568,0.01345346562341629,-0.08386707190463949,-0.1807126937756531,-0.14879039814404485,-0.053493573863232606
gauss_25_cd8_nw,gauss,25,cd8,nw,equal,-0.085872678354427,0.002,5,8,0.004280033771415325,0.06411766966755127,0.10918124259129133,-0.005761623167605231,-0.13463010415252263,-0.35872280865803635,-0.280333452698372,-0.08511238418913772
gauss_25_cd8_nw,gauss,25,cd8,nw,n,-0.14858669236162939,0.002,5,8,0.004280033771415325,0.06411766966755127,0.10918124259129133,-0.005761623167605231,-0.13463010415252263,-0.35872280865803635,-0.280333452698372,-0.08511238418913772
gauss_25_cd8_nw,gauss,25,cd8,nw,patient,-0.1117381868900617,0.002,5,8,0.004280033771415325,0.06411766966755127,0.10918124259129133,-0.005761623167605231,-0.13463010415252263,-0.35872280865803635,-0.280333452698372,-0.08511238418913772
gauss_25_cyto_own,gauss,25,cyto,own,equal,-0.05844972164031491,0.002,5,8,-0.0007349930576044013,0.025884261238521226,0.07805274361878588,0.011882981905235896,-0.10755594938163722,-0.21542314944993995,-0.20139655169299148,-0.058307116302889324
gauss_25_cyto_own,gauss,25,cyto,own,n,-0.0923029170221231,0.002,5,8,-0.0007349930576044013,0.025884261238521226,0.07805274361878588,0.011882981905235896,-0.10755594938163722,-0.21542314944993995,-0.20139655169299148,-0.058307116302889324
gauss_25_cyto_own,gauss,25,cyto,own,patient,-0.07498191298130652,0.002,5,8,-0.0007349930576044013,0.025884261238521226,0.07805274361878588,0.011882981905235896,-0.10755594938163722,-0.21542314944993995,-0.20139655169299148,-0.058307116302889324
gauss_25_cyto_nw,gauss,25,cyto,nw,equal,-0.09058249347089238,0.002,5,8,0.03291136194965736,0.12277895778320837,0.17387124935217507,-0.0014550290882720405,-0.16365322166964433,-0.4264390772711188,-0.37221413602606224,-0.09046005279708247
gauss_25_cyto_nw,gauss,25,cyto,nw,n,-0.1703771334187717,0.002,5,8,0.03291136194965736,0.12277895778320837,0.17387124935217507,-0.0014550290882720405,-0.16365322166964433,-0.4264390772711188,-0.37221413602606224,-0.09046005279708247
gauss_25_cyto_nw,gauss,25,cyto,nw,patient,-0.12986430220402362,0.002,5,8,0.03291136194965736,0.12277895778320837,0.17387124935217507,-0.0014550290882720405,-0.16365322166964433,-0.4264390772711188,-0.37221413602606224,-0.09046005279708247
gauss_35_cd8_own,gauss,35,cd8,own,equal,-0.044429443774482005,0.002,4,8,0.002208310363199693,0.022094067214466565,0.05969146383721146,0.011663522649114138,-0.07638289296109159,-0.18631706867633716,-0.14339915771013073,-0.044993794912288415
gauss_35_cd8_own,gauss,35,cd8,own,n,-0.0752019868582863,0.002,4,8,0.002208310363199693,0.022094067214466565,0.05969146383721146,0.011663522649114138,-0.07638289296109159,-0.18631706867633716,-0.14339915771013073,-0.044993794912288415
gauss_35_cd8_own,gauss,35,cd8,own,patient,-0.05601629273074536,0.002,4,8,0.002208310363199693,0.022094067214466565,0.05969146383721146,0.011663522649114138,-0.07638289296109159,-0.18631706867633716,-0.14339915771013073,-0.044993794912288415
gauss_35_cd8_nw,gauss,35,cd8,nw,equal,-0.07610403453887335,0.002,5,8,0.031007046227436087,0.09206613010135088,0.14513721966355336,-0.009492515281954937,-0.1178547052223392,-0.38316570579994913,-0.27980056668976255,-0.08672917930932122
gauss_35_cd8_nw,gauss,35,cd8,nw,n,-0.1497771084913006,0.002,5,8,0.031007046227436087,0.09206613010135088,0.14513721966355336,-0.009492515281954937,-0.1178547052223392,-0.38316570579994913,-0.27980056668976255,-0.08672917930932122
gauss_35_cd8_nw,gauss,35,cd8,nw,patient,-0.10742580029228055,0.002,5,8,0.031007046227436087,0.09206613010135088,0.14513721966355336,-0.009492515281954937,-0.1178547052223392,-0.38316570579994913,-0.27980056668976255,-0.08672917930932122
gauss_35_cyto_own,gauss,35,cyto,own,equal,-0.055212185543457235,0.002,4,8,0.008495897693892031,0.03179861130622256,0.08433746220655983,0.009491756799701318,-0.10298145060378361,-0.22249919402107182,-0.19988598357723414,-0.05045458415194404
gauss_35_cyto_own,gauss,35,cyto,own,n,-0.09242191004793862,0.002,4,8,0.008495897693892031,0.03179861130622256,0.08433746220655983,0.009491756799701318,-0.10298145060378361,-0.22249919402107182,-0.19988598357723414,-0.05045458415194404
gauss_35_cyto_own,gauss,35,cyto,own,patient,-0.07240902856793595,0.002,4,8,0.008495897693892031,0.03179861130622256,0.08433746220655983,0.009491756799701318,-0.10298145060378361,-0.22249919402107182,-0.19988598357723414,-0.05045458415194404
gauss_35_cyto_nw,gauss,35,cyto,nw,equal,-0.08201909712434577,0.002,5,8,0.06965719921941893,0.1474781647575707,0.21565141938612906,-0.0022927840304464812,-0.15012584623343805,-0.4606106524117308,-0.38403798812634254,-0.09187228955592691
gauss_35_cyto_nw,gauss,35,cyto,nw,n,-0.17450802517927577,0.002,5,8,0.06965719921941893,0.1474781647575707,0.21565141938612906,-0.0022927840304464812,-0.15012584623343805,-0.4606106524117308,-0.38403798812634254,-0.09187228955592691
gauss_35_cyto_nw,gauss,35,cyto,nw,patient,-0.12786180998285218,0.002,5,8,0.06965719921941893,0.1474781647575707,0.21565141938612906,-0.0022927840304464812,-0.15012584623343805,-0.4606106524117308,-0.38403798812634254,-0.09187228955592691
gauss_50_cd8_own,gauss,50,cd8,own,equal,-0.04062563701569185,0.002,4,8,0.007581027040076274,0.019981505731952794,0.062395100396527146,0.007940915562456418,-0.06979230106902391,-0.1928272122670397,-0.13701473625589125,-0.023269395264592596
gauss_50_cd8_own,gauss,50,cd8,own,n,-0.07465118840815863,0.002,4,8,0.007581027040076274,0.019981505731952794,0.062395100396527146,0.007940915562456418,-0.06979230106902391,-0.1928272122670397,-0.13701473625589125,-0.023269395264592596
gauss_50_cd8_own,gauss,50,cd8,own,patient,-0.05073341898064143,0.002,4,8,0.007581027040076274,0.019981505731952794,0.062395100396527146,0.007940915562456418,-0.06979230106902391,-0.1928272122670397,-0.13701473625589125,-0.023269395264592596
gauss_50_cd8_nw,gauss,50,cd8,nw,equal,-0.06870286084649156,0.002,5,8,0.044522876240356744,0.10131464622450613,0.17162539564132703,-0.009572489941260542,-0.10318814005774789,-0.41463170925089005,-0.25490287563255604,-0.08479058999566795
gauss_50_cd8_nw,gauss,50,cd8,nw,n,-0.15343519091895796,0.002,5,8,0.044522876240356744,0.10131464622450613,0.17162539564132703,-0.009572489941260542,-0.10318814005774789,-0.41463170925089005,-0.25490287563255604,-0.08479058999566795
gauss_50_cd8_nw,gauss,50,cd8,nw,patient,-0.10047098150434804,0.002,5,8,0.044522876240356744,0.10131464622450613,0.17162539564132703,-0.009572489941260542,-0.10318814005774789,-0.41463170925089005,-0.25490287563255604,-0.08479058999566795
gauss_50_cyto_own,gauss,50,cyto,own,equal,-0.046060685962766953,0.002,4,8,0.02290402411743211,0.04488419995292376,0.10374924793517581,0.007625167107639715,-0.09953542089054371,-0.22699959910195147,-0.191535377146993,-0.02957772967581881
gauss_50_cyto_own,gauss,50,cyto,own,n,-0.08878136853937221,0.002,4,8,0.02290402411743211,0.04488419995292376,0.10374924793517581,0.007625167107639715,-0.09953542089054371,-0.22699959910195147,-0.191535377146993,-0.02957772967581881
gauss_50_cyto_own,gauss,50,cyto,own,patient,-0.0639152584752485,0.002,4,8,0.02290402411743211,0.04488419995292376,0.10374924793517581,0.007625167107639715,-0.09953542089054371,-0.22699959910195147,-0.191535377146993,-0.02957772967581881
gauss_50_cyto_nw,gauss,50,cyto,nw,equal,-0.05929067440842305,0.002,4,8,0.11995324529551438,0.20209538874278446,0.2791629834664888,0.010168432321919668,-0.13795693215760918,-0.4970747980847308,-0.36168159805954614,-0.08899211679220544
gauss_50_cyto_nw,gauss,50,cyto,nw,n,-0.17032464263439662,0.002,4,8,0.11995324529551438,0.20209538874278446,0.2791629834664888,0.010168432321919668,-0.13795693215760918,-0.4970747980847308,-0.36168159805954614,-0.08899211679220544
gauss_50_cyto_nw,gauss,50,cyto,nw,patient,-0.11152345502988122,0.002,4,8,0.11995324529551438,0.20209538874278446,0.2791629834664888,0.010168432321919668,-0.13795693215760918,-0.4970747980847308,-0.36168159805954614,-0.08899211679220544
disk_20_cd8_own,disk,20,cd8,own,equal,-0.04994453644543355,0.002,7,8,-0.02968738194875459,-0.022096298261903603,-0.012942342368532454,0.002907507943648984,-0.08521235450963656,-0.09717038167327244,-0.08579804167902093,-0.06955699906599679
disk_20_cd8_own,disk,20,cd8,own,n,-0.056937767623640584,0.002,7,8,-0.02968738194875459,-0.022096298261903603,-0.012942342368532454,0.002907507943648984,-0.08521235450963656,-0.09717038167327244,-0.08579804167902093,-0.06955699906599679
disk_20_cd8_own,disk,20,cd8,own,patient,-0.053042848350510687,0.002,7,8,-0.02968738194875459,-0.022096298261903603,-0.012942342368532454,0.002907507943648984,-0.08521235450963656,-0.09717038167327244,-0.08579804167902093,-0.06955699906599679
disk_20_cd8_nw,disk,20,cd8,nw,equal,-0.051489970234214574,0.002,8,8,-0.029217782422201844,-0.00652724114345787,-0.0010610236712737078,-0.002827443470746596,-0.07927879058868524,-0.13043267412965512,-0.08683443629166951,-0.0757403701560267
disk_20_cd8_nw,disk,20,cd8,nw,n,-0.06707879805950688,0.002,8,8,-0.029217782422201844,-0.00652724114345787,-0.0010610236712737078,-0.002827443470746596,-0.07927879058868524,-0.13043267412965512,-0.08683443629166951,-0.0757403701560267
disk_20_cd8_nw,disk,20,cd8,nw,patient,-0.05650533293798482,0.002,8,8,-0.029217782422201844,-0.00652724114345787,-0.0010610236712737078,-0.002827443470746596,-0.07927879058868524,-0.13043267412965512,-0.08683443629166951,-0.0757403701560267
disk_20_cyto_own,disk,20,cyto,own,equal,-0.06374198498192825,0.002,7,8,-0.03821155371623001,-0.02902896803016168,-0.014102096514691414,0.0024594850437396377,-0.11381447229187446,-0.1340359955956136,-0.10948081621926313,-0.07372146253133136
disk_20_cyto_own,disk,20,cyto,own,n,-0.07545989537220865,0.002,7,8,-0.03821155371623001,-0.02902896803016168,-0.014102096514691414,0.0024594850437396377,-0.11381447229187446,-0.1340359955956136,-0.10948081621926313,-0.07372146253133136
disk_20_cyto_own,disk,20,cyto,own,patient,-0.06635644674752532,0.002,7,8,-0.03821155371623001,-0.02902896803016168,-0.014102096514691414,0.0024594850437396377,-0.11381447229187446,-0.1340359955956136,-0.10948081621926313,-0.07372146253133136
disk_20_cyto_nw,disk,20,cyto,nw,equal,-0.07085266479856757,0.002,8,8,-0.04128519882635294,-0.015858205834301607,-0.006424125767112403,-0.0037192908735599146,-0.11313652095116944,-0.1821291615047222,-0.12461366287695459,-0.0796551517543674
disk_20_cyto_nw,disk,20,cyto,nw,n,-0.09259474964659772,0.002,8,8,-0.04128519882635294,-0.015858205834301607,-0.006424125767112403,-0.0037192908735599146,-0.11313652095116944,-0.1821291615047222,-0.12461366287695459,-0.0796551517543674
disk_20_cyto_nw,disk,20,cyto,nw,patient,-0.07536202470841667,0.002,8,8,-0.04128519882635294,-0.015858205834301607,-0.006424125767112403,-0.0037192908735599146,-0.11313652095116944,-0.1821291615047222,-0.12461366287695459,-0.0796551517543674
disk_40_cd8_own,disk,40,cd8,own,equal,-0.06076009178240579,0.002,7,8,-0.017637460224662362,-0.022486016355392244,-0.02109401447234809,0.007578617085873346,-0.10261244111469259,-0.1485753689818003,-0.13261014808283983,-0.048643902113384256
disk_40_cd8_own,disk,40,cd8,own,n,-0.07551161090690381,0.002,7,8,-0.017637460224662362,-0.022486016355392244,-0.02109401447234809,0.007578617085873346,-0.10261244111469259,-0.1485753689818003,-0.13261014808283983,-0.048643902113384256
disk_40_cd8_own,disk,40,cd8,own,patient,-0.06393503370187961,0.002,7,8,-0.017637460224662362,-0.022486016355392244,-0.02109401447234809,0.007578617085873346,-0.10261244111469259,-0.1485753689818003,-0.13261014808283983,-0.048643902113384256
disk_40_cd8_nw,disk,40,cd8,nw,equal,-0.08776778466072714,0.002,6,8,-0.018315744875298783,0.0036013885941258315,-0.00786536602747437,0.0008364007375004928,-0.14206058099601562,-0.2496358931586334,-0.21540214299838514,-0.0733003385616362
disk_40_cd8_nw,disk,40,cd8,nw,n,-0.1195970125257497,0.002,6,8,-0.018315744875298783,0.0036013885941258315,-0.00786536602747437,0.0008364007375004928,-0.14206058099601562,-0.2496358931586334,-0.21540214299838514,-0.0733003385616362
disk_40_cd8_nw,disk,40,cd8,nw,patient,-0.09824817840054556,0.002,6,8,-0.018315744875298783,0.0036013885941258315,-0.00786536602747437,0.0008364007375004928,-0.14206058099601562,-0.2496358931586334,-0.21540214299838514,-0.0733003385616362
disk_40_cyto_own,disk,40,cyto,own,equal,-0.0724660357392402,0.002,6,8,-0.01782916113055033,-0.02481263137515463,0.006854809772892514,0.008094950166726867,-0.1344133894651397,-0.192365411429312,-0.17140063351004486,-0.05385681894333951
disk_40_cyto_own,disk,40,cyto,own,n,-0.09512833799565218,0.002,6,8,-0.01782916113055033,-0.02481263137515463,0.006854809772892514,0.008094950166726867,-0.1344133894651397,-0.192365411429312,-0.17140063351004486,-0.05385681894333951
disk_40_cyto_own,disk,40,cyto,own,patient,-0.07849617939563083,0.002,6,8,-0.01782916113055033,-0.02481263137515463,0.006854809772892514,0.008094950166726867,-0.1344133894651397,-0.192365411429312,-0.17140063351004486,-0.05385681894333951
disk_40_cyto_nw,disk,40,cyto,nw,equal,-0.10239819429161899,0.002,5,8,-0.006347371245385838,0.023203798805633048,0.03748752953460909,0.0031201370466494736,-0.18671961068145773,-0.3297637412211262,-0.28165105344894126,-0.07851524312293248
disk_40_cyto_nw,disk,40,cyto,nw,n,-0.15082479596884,0.002,5,8,-0.006347371245385838,0.023203798805633048,0.03748752953460909,0.0031201370466494736,-0.18671961068145773,-0.3297637412211262,-0.28165105344894126,-0.07851524312293248
disk_40_cyto_nw,disk,40,cyto,nw,patient,-0.11943463662231284,0.002,5,8,-0.006347371245385838,0.023203798805633048,0.03748752953460909,0.0031201370466494736,-0.18671961068145773,-0.3297637412211262,-0.28165105344894126,-0.07851524312293248
