cohort_id	source	organism	material	n_nominated	n_runs_lung_rnaseq	single_cell_frac	median_spots	study_title	url	selected_runs
SRP106381	sra	mouse	tissue	48	48	0.0	44403413	Mouse lung transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/81/SRP106381/sra.gene_sums.SRP106381.M023.gz	SRR5506389,SRR5506390,SRR5506391,SRR5506392,SRR5506393,SRR5506394,SRR5506395,SRR5506396,SRR5506397,SRR5506398,SRR5506399,SRR5506400,SRR5506401,SRR5506402,SRR5506403,SRR5506404,SRR5506405,SRR5506406,SRR5506407,SRR5506408,SRR5506409,SRR5506410,SRR5506411,SRR5506412,SRR5506413,SRR5506414,SRR5506415,SRR5506416,SRR5506417,SRR5506418,SRR5506419,SRR5506420,SRR5506421,SRR5506422,SRR5506423,SRR5506424,SRR5506425,SRR5506426,SRR5506427,SRR5506428,SRR5506429,SRR5506430,SRR5506431,SRR5506432,SRR5506433,SRR5506434,SRR5506435,SRR5506436
SRP106751	sra	mouse	tissue	52	52	0.0	3792785	Metformin reduces air pollution-induced thrombosis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/51/SRP106751/sra.gene_sums.SRP106751.M023.gz	SRR5520284,SRR5520285,SRR5520286,SRR5520287,SRR5520288,SRR5520289,SRR5520290,SRR5520291,SRR5520292,SRR5520293,SRR5520294,SRR5520295,SRR5520296,SRR5520297,SRR5520298,SRR5520299,SRR5520300,SRR5520301,SRR5520302,SRR5520303,SRR5520304,SRR5520305,SRR5520306,SRR5520307,SRR5520308,SRR5520309,SRR5520310,SRR5520311,SRR5520312,SRR5520313,SRR5520314,SRR5520315,SRR5520316,SRR5520317,SRR5520318,SRR5520319,SRR5520320,SRR5520321,SRR5520322,SRR5520323,SRR5520324,SRR5520325,SRR5520326,SRR5520327,SRR5520328,SRR5520329,SRR5520330,SRR5520331,SRR5520332,SRR5520333,SRR5520334,SRR5520335
SRP107056	sra	mouse	tissue	19	19	0.0	2482850	Influenza A virus (A/WSN/1933(H1N1)) Raw sequence reads	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/56/SRP107056/sra.gene_sums.SRP107056.M023.gz	SRR5557809,SRR5557810,SRR5557811,SRR5557812,SRR5557813,SRR5557814,SRR5557815,SRR5557816,SRR5557817,SRR5557818,SRR5557819,SRR5557820,SRR5557825,SRR5557826,SRR5557808,SRR5557821,SRR5557822,SRR5557823,SRR5557824
SRP112747	sra	mouse	tissue	32	32	0.0	9951767	Characterizing the innate and adaptive responses of immunized mice to Bordetella pertussis infection using in vivo imaging and transcriptomics analyses	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/47/SRP112747/sra.gene_sums.SRP112747.M023.gz	SRR5839651,SRR5839652,SRR5839653,SRR5839654,SRR5839655,SRR5839656,SRR5839657,SRR5839658,SRR5839659,SRR5839660,SRR5839661,SRR5839662,SRR5839663,SRR5839664,SRR5839665,SRR5839666,SRR5839667,SRR5839668,SRR5839669,SRR5839670,SRR5839671,SRR5839672,SRR5839673,SRR5839674,SRR5839675,SRR5839676,SRR5839677,SRR5839678,SRR5839679,SRR5839680,SRR5839681,SRR5839682
SRP113049	sra	mouse	tissue	30	30	0.0	50159813	Antibody treatment to improve survival of mice with secondary pneumococcal pneumonia	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/49/SRP113049/sra.gene_sums.SRP113049.M023.gz	SRR5851500,SRR5851501,SRR5851502,SRR5851503,SRR5851507,SRR5851508,SRR5851509,SRR5851518,SRR5851519,SRR5851520,SRR5851521,SRR5851522,SRR5851523,SRR5851524,SRR5851525,SRR5851526,SRR5851527,SRR5851528,SRR5851529,SRR5851504,SRR5851505,SRR5851506,SRR5851510,SRR5851511,SRR5851512,SRR5851513,SRR5851514,SRR5851515,SRR5851516,SRR5851517
SRP114764	sra	mouse	tissue	12	12	0.0	54097046	Transcriptional changes in mouse lungs induced by house dust mite	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/64/SRP114764/sra.gene_sums.SRP114764.M023.gz	SRR5892535,SRR5892536,SRR5892537,SRR5892538,SRR5892539,SRR5892540,SRR5892541,SRR5892542,SRR5892543,SRR5892544,SRR5892545,SRR5892546
SRP120127	sra	mouse	tissue	12	12	0.0	29472809	Genetic models reveal cis and trans immune-regulatory activities for lincRNA-Cox2 in vivo (lungs)	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/27/SRP120127/sra.gene_sums.SRP120127.M023.gz	SRR6180295,SRR6180296,SRR6180297,SRR6180298,SRR6180299,SRR6180300,SRR6180301,SRR6180302,SRR6180303,SRR6180304,SRR6180305,SRR6180306
SRP120407	sra	mouse	tissue	23	23	0.0	52095957	Alveolar Epithelial Cell Fate	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/07/SRP120407/sra.gene_sums.SRP120407.M023.gz	SRR6189133,SRR6189134,SRR6189135,SRR6189136,SRR6189137,SRR6189138,SRR6189139,SRR6189140,SRR6189141,SRR6189142,SRR6188986,SRR6188987,SRR6188988,SRR6188989,SRR6188991,SRR6188992,SRR6188993,SRR6188994,SRR6188995,SRR6188996,SRR6188997,SRR6188998,SRR6188999
SRP125477	sra	mouse	tissue	12	12	0.0	36586987	Mus musculus strain:Murid herpesvirus 4 Transcriptome or Gene expression	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/77/SRP125477/sra.gene_sums.SRP125477.M023.gz	SRR6316076,SRR6316077,SRR6316078,SRR6316079,SRR6316080,SRR6316081,SRR6316082,SRR6316083,SRR6316084,SRR6316085,SRR6316086,SRR6316087
SRP126565	sra	mouse	tissue	15	15	0.0	12834538	Mus musculus breed:129S Transcriptome or Gene expression	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/65/SRP126565/sra.gene_sums.SRP126565.M023.gz	SRR6369109,SRR6369110,SRR6369111,SRR6369120,SRR6369121,SRR6369134,SRR6369135,SRR6369288,SRR6369289,SRR6369345,SRR6369346,SRR6369347,SRR6369348,SRR6369349,SRR6369350
SRP128649	sra	mouse	tissue	23	23	0.0	40377084	Tissue- and strain-specific effects of a genotoxic carcinogen1,3-butadiene on chromatin and transcription	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/49/SRP128649/sra.gene_sums.SRP128649.M023.gz	SRR6456598,SRR6456597,SRR6456599,SRR6456600,SRR6456601,SRR6456602,SRR6456603,SRR6456604,SRR6456605,SRR6456606,SRR6456607,SRR6456608,SRR6456609,SRR6456610,SRR6456611,SRR6456612,SRR6456613,SRR6456614,SRR6456615,SRR6456616,SRR6456617,SRR6456618,SRR6456619
SRP131861	sra	mouse	tissue	12	12	0.0	22524709	Gene expression profiling on alveolar epithelial cells from mice intratracheally instilled with or without bleomycin or LPS.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/61/SRP131861/sra.gene_sums.SRP131861.M023.gz	SRR6656589,SRR6656590,SRR6656591,SRR6656592,SRR6656593,SRR6656594,SRR6656595,SRR6656596,SRR6656597,SRR6656598,SRR6656599,SRR6656600
SRP132184	sra	mouse	tissue	18	18	0.0	34463596	Lung transcriptomes of wild type, ß-arrestin 1 -/-, and  ß-arrestin 2 -/- mice exposed to normoxia or chronic hypoxia	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/84/SRP132184/sra.gene_sums.SRP132184.M023.gz	SRR6671461,SRR6671462,SRR6671463,SRR6671464,SRR6671465,SRR6671466,SRR6671467,SRR6671468,SRR6671469,SRR6671470,SRR6671471,SRR6671472,SRR6671473,SRR6671474,SRR6671475,SRR6671476,SRR6671477,SRR6671478
SRP132586	sra	mouse	tissue	19	19	0.0	2889570	Characterization of host responses during Pseudomonas aeruginosa acute lung infection in the lungs and blood and after treatment with the synthetic immunomodulatory peptide IDR-1002	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/86/SRP132586/sra.gene_sums.SRP132586.M023.gz	SRR6703707,SRR6703720,SRR6703702,SRR6703703,SRR6703704,SRR6703705,SRR6703706,SRR6703708,SRR6703709,SRR6703710,SRR6703711,SRR6703712,SRR6703713,SRR6703714,SRR6703715,SRR6703716,SRR6703717,SRR6703718,SRR6703719
SRP133447	sra	mouse	tissue	15	15	0.0	29639398	Establishing a preclinical model of squamous lung cancer to investigate of novel chemopreventive approaches in high risk individuals with bronchial premalignant lesion	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/47/SRP133447/sra.gene_sums.SRP133447.M023.gz	SRR6781383,SRR6781384,SRR6781385,SRR6781386,SRR6781387,SRR6781388,SRR6781389,SRR6781390,SRR6781391,SRR6781392,SRR6781395,SRR6781396,SRR6781397,SRR6781398,SRR6781399
SRP142524	sra	mouse	tissue	45	45	0.0	39996475	Viral coinfection of mouse respiratory system	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/24/SRP142524/sra.gene_sums.SRP142524.M023.gz	SRR7060122,SRR7060116,SRR7060117,SRR7060118,SRR7060119,SRR7060121,SRR7060123,SRR7060124,SRR7060125,SRR7060126,SRR7060127,SRR7060128,SRR7060129,SRR7060130,SRR7060131,SRR7060132,SRR7060133,SRR7060134,SRR7060135,SRR7060136,SRR7060137,SRR7060138,SRR7060139,SRR7060140,SRR7060141,SRR7060142,SRR7060143,SRR7060144,SRR7060145,SRR7060146,SRR7060147,SRR7060148,SRR7060149,SRR7060150,SRR7060151,SRR7060152,SRR7060153,SRR7060154,SRR7060155,SRR7060156,SRR7060157,SRR7060159,SRR7060160,SRR7060161,SRR7060162
SRP145067	sra	mouse	tissue	36	36	0.0	14249958	Next Generation Sequencing Facilitates Quantitative Analysis of Transcriptomesof Wild Type , RIG-I-/-, MAVS -/- mice during influenza infection	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/67/SRP145067/sra.gene_sums.SRP145067.M023.gz	SRR7138170,SRR7138171,SRR7138172,SRR7138173,SRR7138174,SRR7138175,SRR7138176,SRR7138177,SRR7138178,SRR7138179,SRR7138180,SRR7138181,SRR7138182,SRR7138183,SRR7138184,SRR7138185,SRR7138186,SRR7138187,SRR7138188,SRR7138189,SRR7138190,SRR7138191,SRR7138192,SRR7138193,SRR7138194,SRR7138195,SRR7138196,SRR7138197,SRR7138198,SRR7138199,SRR7138200,SRR7138201,SRR7138202,SRR7138204,SRR7138203,SRR7138205
SRP145318	sra	mouse	tissue	15	15	0.0	22111113	Murine models of Pneumocystis infection recapitulate human primary immune disorders	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/18/SRP145318/sra.gene_sums.SRP145318.M023.gz	SRR7145135,SRR7145136,SRR7145137,SRR7145138,SRR7145139,SRR7145140,SRR7145141,SRR7145142,SRR7145143,SRR7145144,SRR7145145,SRR7145146,SRR7145147,SRR7145148,SRR7145149
SRP150362	sra	mouse	tissue	13	15	0.0	43884227	Histone deacetylase inhibitors in alveolar rhabdomyosarcoma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/62/SRP150362/sra.gene_sums.SRP150362.M023.gz	SRR8137300,SRR8137301,SRR8137302,SRR8137303,SRR8137304,SRR8137305,SRR8137306,SRR8137307,SRR8137316,SRR8137317,SRR8137318,SRR8137319,SRR7297809,SRR7297810,SRR7297811
SRP150770	sra	mouse	tissue	16	16	0.0	14602040	Non-lytic clearance of influenza B virus from infected cells [RNA-seq]	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/70/SRP150770/sra.gene_sums.SRP150770.M023.gz	SRR7357968,SRR7357969,SRR7357970,SRR7357971,SRR7357972,SRR7357973,SRR7357974,SRR7357975,SRR7357978,SRR7357979,SRR7357964,SRR7357965,SRR7357966,SRR7357967,SRR7357976,SRR7357977
SRP151414	sra	mouse	tissue	12	12	0.0	31141640	Effect of chronic hypoxia and selective knock out of smooth muscle NFATc3 on gene expression in pulmonary arteries	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/14/SRP151414/sra.gene_sums.SRP151414.M023.gz	SRR7440177,SRR7440178,SRR7440179,SRR7440180,SRR7440181,SRR7440182,SRR7440183,SRR7440184,SRR7440185,SRR7440186,SRR7440187,SRR7440188
SRP151481	sra	mouse	tissue	15	15	0.0	42146554	Genetic models reveal cis and trans immune-regulatory activities for lincRNA-Cox2 in vivo (lungs and spleens)	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/81/SRP151481/sra.gene_sums.SRP151481.M023.gz	SRR7443803,SRR7443804,SRR7443805,SRR7443806,SRR7443807,SRR7443808,SRR7443809,SRR7443810,SRR7443811,SRR7443812,SRR7443813,SRR7443814,SRR7443815,SRR7443816,SRR7443817
SRP152955	sra	mouse	tissue	12	12	0.0	59486405	RNA-seq data from infected lungs during an in vivo murine model of Mucormycosis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/55/SRP152955/sra.gene_sums.SRP152955.M023.gz	SRR7511293,SRR7518303,SRR7518325,SRR7505538,SRR7511595,SRR7511596,SRR7511612,SRR7511613,SRR7511614,SRR7511810,SRR7515981,SRR7515982
SRP153147	sra	mouse	tissue	26	26	0.0	29828917	Inter-tumoral heterogeneity in SCLC is influenced by the cell-type of origin	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/47/SRP153147/sra.gene_sums.SRP153147.M023.gz	SRR7513622,SRR7513623,SRR7513624,SRR7513628,SRR7513629,SRR7513630,SRR7513634,SRR7513635,SRR7513636,SRR7513637,SRR7513638,SRR7513640,SRR7513641,SRR7513644,SRR7513646,SRR7513647,SRR7513648,SRR7513649,SRR7513652,SRR7513655,SRR7513656,SRR7513661,SRR7513616,SRR7513617,SRR7513618,SRR7513660
SRP153200	sra	mouse	tissue	25	25	0.0	42397484	Circadian regulation of lung inflammation	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/00/SRP153200/sra.gene_sums.SRP153200.M023.gz	SRR7516002,SRR7516004,SRR7515983,SRR7515984,SRR7515985,SRR7515990,SRR7515991,SRR7515992,SRR7516000,SRR7516001,SRR7516003,SRR7516005,SRR7516006,SRR7516007,SRR7515986,SRR7515987,SRR7515988,SRR7515989,SRR7515993,SRR7515994,SRR7515995,SRR7515996,SRR7515997,SRR7515998,SRR7515999
SRP154935	sra	mouse	tissue	14	14	0.0	19840301	Crebbp loss drives small cell lung cancer and increases sensitivity to HDAC inhibition [SCLC]	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/35/SRP154935/sra.gene_sums.SRP154935.M023.gz	SRR7583923,SRR7583924,SRR7583925,SRR7583926,SRR7583927,SRR7583928,SRR7583929,SRR7583930,SRR7583931,SRR7583932,SRR7583933,SRR7583934,SRR7583935,SRR7583936
SRP156577	sra	mouse	tissue	34	34	0.0	36539698	RNA sequencing of genetically engineered mouse model lung tumors and normal mouse lung.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/77/SRP156577/sra.gene_sums.SRP156577.M023.gz	SRR7656007,SRR7656008,SRR7656009,SRR7656010,SRR7656011,SRR7656012,SRR7656013,SRR7656014,SRR7656015,SRR7656016,SRR7656017,SRR7656018,SRR7656019,SRR7656020,SRR7656023,SRR7656024,SRR7656026,SRR7656027,SRR7656028,SRR7656029,SRR7655996,SRR7655997,SRR7655998,SRR7656000,SRR7656001,SRR7656002,SRR7656003,SRR7656004,SRR7656005,SRR7656006,SRR7656021,SRR7656022,SRR7656025,SRR7655999
SRP158999	sra	mouse	tissue	15	15	0.0	26945184	Transcriptome analysis of influenza infected GFP+ AEC compared to bystander GFP- AEC	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/99/SRP158999/sra.gene_sums.SRP158999.M023.gz	SRR7761174,SRR7761175,SRR7761176,SRR7761177,SRR7761178,SRR7761179,SRR7761180,SRR7761181,SRR7761182,SRR7761183,SRR7761184,SRR7761185,SRR7761186,SRR7761187,SRR7761188
SRP161564	sra	mouse	tissue	110	110	0.0	58781151	Global transcriptional profiling unveils the interferon network in blood and tissues across different diseases [RNA-seq_Lung_6_module_generation]	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/64/SRP161564/sra.gene_sums.SRP161564.M023.gz	SRR7821791,SRR7821792,SRR7821793,SRR7821794,SRR7821795,SRR7821796,SRR7821797,SRR7821798,SRR7821799,SRR7821800,SRR7821801,SRR7821802,SRR7821803,SRR7821804,SRR7821805,SRR7821806,SRR7821807,SRR7821808,SRR7821809,SRR7821810,SRR7821811,SRR7821812,SRR7821813,SRR7821814,SRR7821815,SRR7821816,SRR7821817,SRR7821818,SRR7821819,SRR7821820,SRR7821821,SRR7821822,SRR7821823,SRR7821824,SRR7821825,SRR7821826,SRR7821827,SRR7821828,SRR7821829,SRR7821830,SRR7821831,SRR7821832,SRR7821833,SRR7821834,SRR7821835,SRR7821836,SRR7821837,SRR7821838,SRR7821839,SRR7821840,SRR7821841,SRR7821842,SRR7821843,SRR7821844,SRR7821845,SRR7821846,SRR7821847,SRR7821848,SRR7821849,SRR7821850,SRR7821851,SRR7821852,SRR7821853,SRR7821859,SRR7821860,SRR7821862,SRR7821863,SRR7821864,SRR7821865,SRR7821866,SRR7821867,SRR7821868,SRR7821869,SRR7821870,SRR7821871,SRR7821872,SRR7821873,SRR7821874,SRR7821875,SRR7821876,SRR7821877,SRR7821878,SRR7821879,SRR7821880,SRR7821881,SRR7821882,SRR7821883,SRR7821884,SRR7821885,SRR7821886,SRR7821887,SRR7821888,SRR7821889,SRR7821890,SRR7821891,SRR7821892,SRR7821893,SRR7821894,SRR7821895,SRR7821896,SRR7821897,SRR7821898,SRR7821900,SRR7821854,SRR7821855,SRR7821856,SRR7821857,SRR7821858,SRR7821861,SRR7821899
SRP165919	sra	mouse	tissue	12	12	0.0	11481642	Sphingosine kinase 2 signaling modulates altered expression profile of host genome in a murine model of Pseudomonas aeruginosa pneumonia.	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/19/SRP165919/sra.gene_sums.SRP165919.M023.gz	SRR8066573,SRR8066574,SRR8066575,SRR8066576,SRR8066577,SRR8066578,SRR8066579,SRR8066580,SRR8066581,SRR8066582,SRR8066583,SRR8066584
SRP167701	sra	mouse	tissue	32	57	0.0	13573701	ImmGen ULI: OpenSource Mononuclear Phagocytes Project	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/01/SRP167701/sra.gene_sums.SRP167701.M023.gz	SRR8147142,SRR8147143,SRR8147144,SRR8147147,SRR8147148,SRR8147172,SRR8147173,SRR8147227,SRR8147228,SRR8147229,SRR8147230,SRR8147231,SRR8147232,SRR8147233,SRR8147234,SRR8147235,SRR8147236,SRR8147237,SRR8147238,SRR8147239,SRR8147240,SRR8147241,SRR8147242,SRR8147243,SRR8147244,SRR8147245,SRR8147246,SRR8147249,SRR8147250,SRR8147251,SRR8147252,SRR8147253,SRR8147254,SRR8147255,SRR8147256,SRR8147257,SRR8147258,SRR8147259,SRR8147260,SRR8147312,SRR8147313,SRR8147314,SRR8147315,SRR8147317,SRR8147332,SRR8147333,SRR8147339,SRR8147350,SRR8147351,SRR8147357,SRR8147358,SRR8147316,SRR8147352,SRR8147356,SRR8147411,SRR8147412,SRR8147413
SRP170074	sra	mouse	tissue	36	36	0.0	15660485	Nrf2 activation promotes lung cancer metastasis by blocking degradation of Bach1	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/74/SRP170074/sra.gene_sums.SRP170074.M023.gz	SRR8236180,SRR8236181,SRR8236182,SRR8236183,SRR8236185,SRR8236186,SRR8236187,SRR8236188,SRR8236189,SRR8236190,SRR8236191,SRR8236192,SRR8236193,SRR8236194,SRR8236195,SRR8236196,SRR8236197,SRR8236198,SRR8236199,SRR8236200,SRR8236201,SRR8236202,SRR8236203,SRR8236204,SRR8236205,SRR8236206,SRR8236207,SRR8236208,SRR8236209,SRR8236210,SRR8236211,SRR8236212,SRR8236213,SRR8236214,SRR8236215,SRR8236184
SRP170677	sra	mouse	tissue	34	34	0.0	19150686	Lin28 expression affect embryonic lung development	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/77/SRP170677/sra.gene_sums.SRP170677.M023.gz	SRR8242109,SRR8242110,SRR8242111,SRR8242112,SRR8242113,SRR8242114,SRR8242115,SRR8242116,SRR8242117,SRR8242118,SRR8242119,SRR8242120,SRR8242121,SRR8242122,SRR8242123,SRR8242124,SRR8242125,SRR8242126,SRR8242127,SRR8242128,SRR8242129,SRR8242130,SRR8242131,SRR8242132,SRR8242133,SRR8242134,SRR8242135,SRR8242136,SRR8242137,SRR8242138,SRR8242139,SRR8242140,SRR8242141,SRR8242142
SRP171158	sra	mouse	tissue	23	23	0.0	42463905	Mutationally-activated PI3'-kinase-a promotes de-differentiation of lung tumors initiated by the BRAFV600E oncoprotein kinase	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/58/SRP171158/sra.gene_sums.SRP171158.M023.gz	SRR8262815,SRR8262816,SRR8262817,SRR8262818,SRR8262819,SRR8262820,SRR8262821,SRR8262822,SRR8262823,SRR8262824,SRR8262825,SRR8262826,SRR8262827,SRR8262828,SRR8262829,SRR8262830,SRR8262831,SRR8262832,SRR8262833,SRR8262834,SRR8262835,SRR8262836,SRR8262837
SRP173609	sra	mouse	tissue	12	12	0.0	29643335	Impact of Diet Induced Obesity on Hyperoxic Lung Injury	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/09/SRP173609/sra.gene_sums.SRP173609.M023.gz	SRR8329295,SRR8329296,SRR8329297,SRR8329298,SRR8329299,SRR8329300,SRR8329301,SRR8329302,SRR8329303,SRR8329304,SRR8329305,SRR8329306
SRP173744	sra	mouse	tissue	30	30	0.0	9417894	Next-generation sequencing analysis of Abcg2-expressing vascular endothelial stem cells and mature endothelial cells	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/44/SRP173744/sra.gene_sums.SRP173744.M023.gz	SRR8334797,SRR8334798,SRR8334799,SRR8334800,SRR8334801,SRR8334802,SRR8334803,SRR8334804,SRR8334805,SRR8334806,SRR8334807,SRR8334808,SRR8334809,SRR8334810,SRR8334811,SRR8334813,SRR8334814,SRR8334815,SRR8334816,SRR8334817,SRR8334818,SRR8334819,SRR8334820,SRR8334821,SRR8334822,SRR8334824,SRR8334825,SRR8334826,SRR8334812,SRR8334823
SRP184756	sra	mouse	tissue	12	12	0.0	27677730	Microtubule Motor KIF3A Regulates Pulmonary Innate Defenses to Aspergillus and Influenza A Virus	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/56/SRP184756/sra.gene_sums.SRP184756.M023.gz	SRR8551811,SRR8551812,SRR8551813,SRR8551814,SRR8551815,SRR8551816,SRR8551817,SRR8551818,SRR8551819,SRR8551820,SRR8551821,SRR8551822
SRP185713	sra	mouse	tissue	52	52	0.0	4000000	The Secondary Crest Myofibroblast PDGFRa Controls Elastogenesis Pathway via a Secondary Tier of Signaling Networks During Alveogenesis	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/13/SRP185713/sra.gene_sums.SRP185713.M023.gz	SRR8568000,SRR8568001,SRR8568002,SRR8568003,SRR8568004,SRR8567953,SRR8567954,SRR8567955,SRR8567956,SRR8567957,SRR8567958,SRR8567959,SRR8567960,SRR8567961,SRR8567962,SRR8567963,SRR8567964,SRR8567965,SRR8567966,SRR8567967,SRR8567968,SRR8567969,SRR8567970,SRR8567971,SRR8567972,SRR8567973,SRR8567974,SRR8567975,SRR8567976,SRR8567977,SRR8567978,SRR8567979,SRR8567980,SRR8567981,SRR8567982,SRR8567983,SRR8567984,SRR8567985,SRR8567986,SRR8567987,SRR8567988,SRR8567989,SRR8567990,SRR8567991,SRR8567992,SRR8567993,SRR8567994,SRR8567995,SRR8567996,SRR8567997,SRR8567998,SRR8567999
SRP185984	sra	mouse	tissue	30	30	0.0	24376846	MiR-145 antagonist effect in house dust mite model of asthma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/84/SRP185984/sra.gene_sums.SRP185984.M023.gz	SRR8581503,SRR8581504,SRR8581505,SRR8581506,SRR8581507,SRR8581508,SRR8581509,SRR8581510,SRR8581511,SRR8581512,SRR8581513,SRR8581514,SRR8581515,SRR8581516,SRR8581517,SRR8581518,SRR8581519,SRR8581520,SRR8581521,SRR8581522,SRR8581523,SRR8581524,SRR8581525,SRR8581526,SRR8581527,SRR8581528,SRR8581529,SRR8581530,SRR8581531,SRR8581532
SRP186214	sra	mouse	tissue	16	16	0.0	31792811	Mus musculus Transcriptome of K-RAS-mutated lung adenocarcinoma	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/14/SRP186214/sra.gene_sums.SRP186214.M023.gz	SRR8589047,SRR8589048,SRR8589049,SRR8589050,SRR8589051,SRR8589052,SRR8589053,SRR8589054,SRR8589055,SRR8589056,SRR8589041,SRR8589042,SRR8589043,SRR8589044,SRR8589045,SRR8589046
SRP187189	sra	mouse	tissue	14	14	0.0	12705362	In vivo Firre and Dxz4 deletion elucidates roles for autosomal gene regulation	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/89/SRP187189/sra.gene_sums.SRP187189.M023.gz	SRR8649577,SRR8649578,SRR8649579,SRR8649580,SRR8649581,SRR8649582,SRR8649583,SRR8649584,SRR8649585,SRR8649586,SRR8649587,SRR8649588,SRR8649589,SRR8649590
SRP187979	sra	mouse	tissue	12	12	0.0	24628341	A comparison of the transcriptional profiles of invariant NKT cells derived from Wild type  and Eomes conditional knockout mice	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/79/SRP187979/sra.gene_sums.SRP187979.M023.gz	SRR8703000,SRR8703001,SRR8703002,SRR8703003,SRR8703004,SRR8703005,SRR8703006,SRR8703007,SRR8703008,SRR8703009,SRR8702998,SRR8702999
SRP188673	sra	mouse	tissue	29	29	0.0	18586122	A time course study by mRNA Sequencing to identify transcriptional changes in mice lung development	https://recount-opendata.s3.amazonaws.com/recount3/release/mouse/data_sources/sra/gene_sums/73/SRP188673/sra.gene_sums.SRP188673.M023.gz	SRR8741863,SRR8741864,SRR8741865,SRR8741866,SRR8741867,SRR8741868,SRR8741869,SRR8741870,SRR8741871,SRR8741872,SRR8741873,SRR8741874,SRR8741875,SRR8741876,SRR8741877,SRR8741878,SRR8741879,SRR8741880,SRR8741881,SRR8741882,SRR8741883,SRR8741884,SRR8741885,SRR8741886,SRR8741887,SRR8741888,SRR8741889,SRR8741890,SRR8741891
