project	organism	n_runs_total	n_runs_lung_selected	n_runs_lung_rnaseq	selection_basis	lung_run_frac	study_level_lung	n_tissue	n_cell_line	n_culture_organoid	n_sorted_or_fluid	single_cell_frac	median_spots	study_title	selected_runs
SRP028180	human	24	24	24	study_level	0.0	True	24	0	0	0	0.0	100645559	Profiling premalignant lesions in lung squamous cell carcinomas identifies mechanisms involved in stepwise carcinogenesis	SRR942541,SRR942542,SRR942543,SRR942544,SRR942545,SRR942546,SRR942547,SRR942548,SRR942549,SRR942550,SRR942551,SRR942552,SRR942553,SRR942554,SRR942555,SRR942556,SRR942557,SRR942558,SRR942559,SRR942560,SRR942561,SRR942562,SRR942563,SRR942564
SRP028344	human	7	7	7	run_level	1.0	False	0	7	0	0	0.0	23895387	EWS/ERG function in Ewing sarcoma	SRR946061,SRR946062,SRR946063,SRR946064,SRR946065,SRR946066,SRR946067
SRP028346	human	7	7	7	run_level	1.0	False	0	7	0	0	0.0	22727570	LSD1 inhibitor HCI-2509 and gene expression in Ewing sarcoma (TTC-466)	SRR946050,SRR946052,SRR946053,SRR946054,SRR946055,SRR946056,SRR946057
SRP029888	human	7	2	2	run_level	0.286	False	0	0	2	0	0.0	6581931	Primate iPS cells as tools for evolutionary analyses	SRR976188,SRR976189
SRP032833	human	18	12	12	run_level	0.667	True	12	0	0	0	0.0	108394312	Identification of mRNAs and lincRNAs associated with lung cancer progression using next-generation RNA sequencing from laser micro-dissected archival FFPE tissue specimens	SRR1027984,SRR1027985,SRR1027987,SRR1027988,SRR1027990,SRR1027991,SRR1027993,SRR1027994,SRR1027996,SRR1027997,SRR1027999,SRR1028000
SRP033095	human	15	15	15	run_level	1.0	True	15	0	0	0	0.0	26054686	Transcriptome analysis reveals differential splicing events in IPF lung tissue	SRR1297303,SRR1297304,SRR1297305,SRR1297306,SRR1297307,SRR1297308,SRR1297309,SRR1297310,SRR1297311,SRR1297312,SRR1297313,SRR1297314,SRR1297315,SRR1297316,SRR1297317
SRP033335	human	6	6	6	study_level	0.0	True	6	0	0	0	0.0	20124129	Genome-wide expression profiling of B Lymphocytes reveals IL4R increase in allergic asthma	SRR1038580,SRR1038581,SRR1038582,SRR1038583,SRR1038584,SRR1038585
SRP033351	human	16	16	16	run_level	1.0	True	0	16	0	0	0.0	30441200	Human Airway Smooth Muscle Transcriptome Changes in Response to Asthma Medications	SRR1039508,SRR1039509,SRR1039510,SRR1039511,SRR1039512,SRR1039513,SRR1039514,SRR1039515,SRR1039516,SRR1039517,SRR1039518,SRR1039519,SRR1039520,SRR1039521,SRR1039522,SRR1039523
SRP034634	human	11	11	11	run_level	1.0	True	11	0	0	0	0.0	92774804	Multiple waves of transcriptome changes during extended hypoxic induction in human pulmonary microvascular endothelial cells	SRR1055500,SRR1055501,SRR1055502,SRR1055503,SRR1055504,SRR1055505,SRR1055506,SRR1055507,SRR1055508,SRR1055509,SRR1055510
SRP035934	human	7	7	7	study_level	0.0	True	0	7	0	0	0.0	32017993	Gene expression analysis of human primary lung fibroblast cell line IMR-90 infected by adenovirus type 2	SRR1146075,SRR1146257,SRR1146258,SRR1146259,SRR1146260,SRR1146261,SRR1146262
SRP036769	human	8	5	5	run_level	0.625	True	5	0	0	0	0.0	21737094	Transcriptome profiling of a mouse model of alveolar soft part sarcoma	SRR1163054,SRR1163055,SRR1163056,SRR1163057,SRR1163058
SRP037550	human	6	6	6	run_level	1.0	True	0	6	0	0	0.0	18035250	RNA-seq from control and macroH2A1-depleted IMR90 primary human lung fibroblasts	SRR1166798,SRR1166799,SRR1166800,SRR1166801,SRR1166802,SRR1166803
SRP039077	human	61	61	61	run_level	1.0	True	0	0	61	0	0.0	4000000	Gene expression analysis of airway epithelial cells exposed to flagellin via RNA-seq	SRR1179081,SRR1179082,SRR1179083,SRR1179084,SRR1179085,SRR1179086,SRR1179087,SRR1179088,SRR1179089,SRR1179090,SRR1179091,SRR1179092,SRR1179093,SRR1179094,SRR1179095,SRR1179096,SRR1179097,SRR1179098,SRR1179099,SRR1179100,SRR1179101,SRR1179102,SRR1179103,SRR1179104,SRR1179105,SRR1179106,SRR1179107,SRR1179108,SRR1179109,SRR1179110,SRR1179111,SRR1179112,SRR1179113,SRR1179114,SRR1179115,SRR1179116,SRR1179117,SRR1179118,SRR1179119,SRR1179120,SRR1179121,SRR1179122,SRR1179123,SRR1179124,SRR1179125,SRR1179126,SRR1179127,SRR1179128,SRR1179129,SRR1179130,SRR1179131,SRR1179132,SRR1179133,SRR1179134,SRR1179135,SRR1179136,SRR1179137,SRR1179138,SRR1179139,SRR1179140,SRR1179141
SRP039090	human	35	5	5	run_level	0.143	False	5	0	0	0	0.0	13493268	A Quantitative Mammalian Atlas of A-to-I RNA Editing	SRR1182060,SRR1182072,SRR1182099,SRR1182144,SRR1182145
SRP040110	human	6	3	3	run_level	0.5	False	0	3	0	0	0.0	5644166	Comparison of Varicella-Zoster Virus RNA sequences in human neurons and fibroblasts	SRR2099740,SRR2099741,SRR2099742
SRP040454	human	9	3	3	run_level	0.333	False	0	3	0	0	0.0	122595013	Rhabdomyosarcoma transcriptome sequencing	SRR1201246,SRR1201247,SRR1201248
SRP040998	human	35	1	1	run_level	0.029	False	1	0	0	0	0.0	51630049	mRNA profiling  of Hepatocellular carcinoma (HCC)	SRR1220156
SRP041538	human	170	170	170	run_level	1.0	True	170	0	0	0	0.0	21553336	Characterizing gene expression in lung tissue of COPD subjects using RNA-seq	SRR1265495,SRR1265496,SRR1265497,SRR1265498,SRR1265499,SRR1265501,SRR1265502,SRR1265504,SRR1265505,SRR1265506,SRR1265507,SRR1265508,SRR1265509,SRR1265510,SRR1265511,SRR1265512,SRR1265513,SRR1265514,SRR1265515,SRR1265516,SRR1265517,SRR1265518,SRR1265519,SRR1265520,SRR1265521,SRR1265522,SRR1265523,SRR1265524,SRR1265525,SRR1265526,SRR1265527,SRR1265528,SRR1265529,SRR1265530,SRR1265531,SRR1265532,SRR1265534,SRR1265535,SRR1265537,SRR1265538,SRR1265539,SRR1265540,SRR1265542,SRR1265543,SRR1265544,SRR1265545,SRR1265546,SRR1265547,SRR1265548,SRR1265549,SRR1265550,SRR1265551,SRR1265552,SRR1265553,SRR1265554,SRR1265555,SRR1265556,SRR1265557,SRR1265558,SRR1265559,SRR1265560,SRR1265561,SRR1265562,SRR1265563,SRR1265564,SRR1265566,SRR1265567,SRR1265569,SRR1265570,SRR1265571,SRR1265572,SRR1265573,SRR1265574,SRR1265575,SRR1265577,SRR1265578,SRR1265579,SRR1265580,SRR1265582,SRR1265583,SRR1265584,SRR1265585,SRR1265586,SRR1265587,SRR1265590,SRR1265592,SRR1265593,SRR1265594,SRR1265595,SRR1265596,SRR1265597,SRR1265598,SRR1265599,SRR1265600,SRR1265601,SRR1265603,SRR1265604,SRR1265605,SRR1265606,SRR1265607,SRR1265608,SRR1265609,SRR1265610,SRR1265611,SRR1265612,SRR1265613,SRR1265614,SRR1265615,SRR1265616,SRR1265617,SRR1265618,SRR1265619,SRR1265620,SRR1265621,SRR1265622,SRR1265623,SRR1265624,SRR1265625,SRR1265626,SRR1265627,SRR1265628,SRR1265629,SRR1265632,SRR1265633,SRR1265634,SRR1265635,SRR1265636,SRR1265637,SRR1265638,SRR1265639,SRR1265640,SRR1265641,SRR1265642,SRR1265643,SRR1265644,SRR1265646,SRR1265647,SRR1265648,SRR1265649,SRR1265650,SRR1265651,SRR1265652,SRR1265653,SRR1265654,SRR1265655,SRR1265656,SRR1265657,SRR1265658,SRR1265659,SRR1265660,SRR1265661,SRR1265665,SRR1265666,SRR1265667,SRR1265668,SRR1265669,SRR1265670,SRR1265671,SRR1265672,SRR1265673,SRR1265674,SRR1265675,SRR1265676,SRR1265677,SRR1265678,SRR1265679,SRR1265680,SRR1265681,SRR1265682,SRR1265683
SRP041993	human	11	11	11	run_level	1.0	True	0	11	0	0	0.0	412179	mature piRNAs expression profile in human bronchial epithelial (HBE) and non-small cell lung cancer (NSCLC) cells	SRR1287034,SRR1287035,SRR1287036,SRR1287037,SRR1287038,SRR1287039,SRR1287040,SRR1287041,SRR1287042,SRR1287043,SRR1287044
SRP043162	human	53	53	53	run_level	1.0	True	53	0	0	0	0.0	43913555	Fatal Asthma vs. Control Human Airway Smooth Muscle Transcriptome Changes in Response to Vitamin D or Albuterol	SRR1383358,SRR1383359,SRR1383360,SRR1383361,SRR1383362,SRR1383363,SRR1383364,SRR1383365,SRR1383366,SRR1383367,SRR1383368,SRR1383369,SRR1383370,SRR1383371,SRR1383372,SRR1383373,SRR1383374,SRR1383375,SRR1383376,SRR1383377,SRR1383378,SRR1383379,SRR1383380,SRR1383381,SRR1383382,SRR1383383,SRR1383384,SRR1383385,SRR1383386,SRR1383387,SRR1383388,SRR1383389,SRR1383390,SRR1383391,SRR1383392,SRR1383393,SRR1383394,SRR1383395,SRR1383396,SRR1383397,SRR1383398,SRR1383399,SRR1383400,SRR1383401,SRR1383402,SRR1383403,SRR1383404,SRR1383405,SRR1383406,SRR1383407,SRR1383408,SRR1383409,SRR1383410
SRP044763	human	11	11	11	run_level	1.0	False	0	11	0	0	0.0	32909164	Adenovirus Small E1A Employs the Lysine Acetylases p300/CBP and Tumor Suppressor Rb to Repress Select Host Genes and Promote Productive Virus Infection [RNA-seq]	SRR1523602,SRR1523603,SRR1523604,SRR1523605,SRR1523606,SRR1523607,SRR1523608,SRR1523609,SRR1523610,SRR1523611,SRR1523612
SRP045118	human	16	16	16	run_level	1.0	True	0	16	0	0	0.0	36726073	RNAseq and ChIPseq analysis of NKX2-1 dependent NSCLC cell lines	SRR1533006,SRR1533007,SRR1533008,SRR1533009,SRR1533010,SRR1533011,SRR1533012,SRR1533013,SRR1533015,SRR1533016,SRR1533017,SRR1533018,SRR1533019,SRR1533020,SRR1533021,SRR1533022
SRP045225	human	86	79	79	run_level	0.919	True	79	0	0	0	0.0	47448636	The RNAseq of 79 small cell lung cancer (sclc) and 7 normal control	SRR1797225,SRR1797226,SRR1797227,SRR1797228,SRR1797229,SRR1797230,SRR1797231,SRR1797232,SRR1797233,SRR1797234,SRR1797235,SRR1797236,SRR1797237,SRR1797238,SRR1797239,SRR1797240,SRR1797241,SRR1797242,SRR1797243,SRR1797244,SRR1797245,SRR1797246,SRR1797247,SRR1797248,SRR1797249,SRR1797250,SRR1797251,SRR1797252,SRR1797253,SRR1797254,SRR1797255,SRR1797256,SRR1797257,SRR1797258,SRR1797259,SRR1797260,SRR1797261,SRR1797262,SRR1797263,SRR1797264,SRR1797265,SRR1797266,SRR1797267,SRR1797268,SRR1797269,SRR1797270,SRR1797271,SRR1797272,SRR1797273,SRR1797274,SRR1797275,SRR1797276,SRR1797277,SRR1797278,SRR1797279,SRR1797280,SRR1797281,SRR1797282,SRR1797283,SRR1797284,SRR1797285,SRR1797286,SRR1797287,SRR1797288,SRR1797289,SRR1797290,SRR1797291,SRR1797292,SRR1797293,SRR1797294,SRR1797295,SRR1797296,SRR1797297,SRR1797298,SRR1797299,SRR1797300,SRR1797301,SRR1797302,SRR1797303
SRP045985	human	9	9	9	study_level	0.0	True	0	9	0	0	0.0	68398846	POU2AF1 Functions in the Human Airway Epithelium to Regulate Expression of Host Defense Genes [RNA-Seq]	SRR1562569,SRR1562570,SRR1562571,SRR1562572,SRR1562573,SRR1562574,SRR1562575,SRR1562576,SRR1562577
SRP046226	human	24	24	24	run_level	1.0	True	0	0	24	0	0.0	6659508	Phenotypic responses of differentiated asthmatic human airway epithelial cultures to rhinovirus	SRR1565926,SRR1565927,SRR1565928,SRR1565929,SRR1565930,SRR1565931,SRR1565932,SRR1565933,SRR1565934,SRR1565935,SRR1565936,SRR1565937,SRR1565938,SRR1565939,SRR1565940,SRR1565941,SRR1565942,SRR1565943,SRR1565944,SRR1565945,SRR1565946,SRR1565947,SRR1565948,SRR1565949
SRP046376	human	18	18	18	run_level	1.0	True	0	18	0	0	0.0	62179593	Analysis Of The TGFb-Induced Program In Primary Airway Epithelial Cells Shows Essential Role Of NF-kB/RelA Signaling Network In Type II Epithelial Mesenchymal Transition	SRR1569876,SRR1569877,SRR1569878,SRR1569879,SRR1569880,SRR1569881,SRR1569882,SRR1569883,SRR1569884,SRR1569885,SRR1569886,SRR1569887,SRR1569888,SRR1569889,SRR1569890,SRR1569891,SRR1569892,SRR1569893
SRP047192	human	60	3	3	run_level	0.05	False	3	0	0	0	0.0	20886397	Quantitative profiling of long noncoding RNAs with targeted RNA sequencing.	SRR1576148,SRR1576149,SRR1576174
SRP047252	human	9	9	9	run_level	1.0	True	0	9	0	0	0.0	33498680	Strand-specific Dual RNA-seq of Bronchial Epithelial cells Infected with Influenza A/H3N2 Viruses Reveals Splicing of Gene Segment 6 and Novel Host-Virus Interactions	SRR1577734,SRR1577735,SRR1577736,SRR1577737,SRR1577738,SRR1577739,SRR1577740,SRR1577741,SRR1577742
SRP047358	human	9	9	9	run_level	1.0	True	9	0	0	0	0.0	20239900	Homo sapiens Transcriptome or Gene expression	SRR1582513,SRR1582518,SRR1582519,SRR1582520,SRR1582521,SRR1582522,SRR1582523,SRR1582524,SRR1582525
SRP047399	human	9	9	9	run_level	1.0	True	9	0	0	0	0.0	20239900	Homo sapiens Transcriptome or Gene expression	SRR1583592,SRR1583594,SRR1583595,SRR1583597,SRR1583598,SRR1583599,SRR1583600,SRR1583602,SRR1583603
SRP048484	human	20	20	20	run_level	1.0	True	0	20	0	0	0.0	62707278	Lung cancer RNASeq transcriptome	SRR2050905,SRR2050906,SRR2050907,SRR2050908,SRR2050909,SRR2050910,SRR2050913,SRR2050914,SRR2050915,SRR2050916,SRR2050917,SRR2050918,SRR2050919,SRR2050920,SRR2050921,SRR2050922,SRR2050923,SRR2050924,SRR2050925,SRR2050927
SRP048565	human	18	18	18	run_level	1.0	True	0	0	18	0	0.0	34179200	Host transcriptome analysis of Aspergillus fumigatus infection in Airway Epithelial Cells	SRR1594040,SRR1594041,SRR1594042,SRR1594043,SRR1594044,SRR1594045,SRR1594046,SRR1594047,SRR1594048,SRR1594049,SRR1594050,SRR1594051,SRR1594052,SRR1594053,SRR1594054,SRR1594055,SRR1594056,SRR1594057
SRP048685	human	10	10	10	run_level	1.0	False	0	10	0	0	0.0	24289944	WI-38 histone variant H2AJ function	SRR1604811,SRR1604812,SRR1604814,SRR1604815,SRR1604816,SRR1604817,SRR1604818,SRR1604819,SRR1604820,SRR1604863
SRP048700	human	6	6	6	run_level	1.0	True	0	6	0	0	0.0	32620520	Charaterization of genetic alterations and gene expression signatures found in erlotinib-resistant and erlotinib/crizotinib dual-resistant HCC827 subpopulations	SRR1604987,SRR1604988,SRR1604989,SRR1604990,SRR1604991,SRR1604992
SRP049097	human	54	2	2	run_level	0.037	False	2	0	0	0	0.0	58818432	Profiling of three leiomyosarcoma molecular subtypes with RNA-sequencing	SRR1617450,SRR1617451
SRP049514	human	6	6	6	study_level	0.0	True	6	0	0	0	0.0	41790748	RNA sequencing (RNA-SEQ) of EPAS1 knockdown by siRNA in endothelial cells	SRR1640082,SRR1640083,SRR1640084,SRR1640085,SRR1640086,SRR1640087
SRP049523	human	7	7	7	run_level	1.0	False	7	0	0	0	0.0	20463200	Peroxisome Proliferator-activated Receptor gamma- Deficiency in Endothelial Cells Impairs Angiogenic Capacity by Loss-of E2F1 Mediated Wnt Effector Genes	SRR1640232,SRR1640233,SRR1640234,SRR1640235,SRR1640236,SRR1640237,SRR1640238
SRP049650	human	19	6	6	run_level	0.316	True	6	0	0	0	0.0	80571296	Large-scale epigenetic reprogramming is punctuated late during the evolution of pancreatic cancer progression [RNA-Seq]	SRR3426649,SRR3426650,SRR3426651,SRR3426652,SRR3426657,SRR3426658
SRP049988	human	56	56	56	run_level	1.0	True	0	56	0	0	0.0	18821408	Ets homologous factor regulates pathways controlling response to injury in Calu-3 airway epithelial cells [RNA-seq]	SRR1655002,SRR1655003,SRR1655004,SRR1655005,SRR1655006,SRR1655007,SRR1655008,SRR1655009,SRR1655010,SRR1655011,SRR1655012,SRR1655013,SRR1655014,SRR1655015,SRR1655016,SRR1655017,SRR1655018,SRR1655019,SRR1655020,SRR1655021,SRR1655022,SRR1655023,SRR1655024,SRR1655025,SRR1655026,SRR1655027,SRR1655028,SRR1655029,SRR1655030,SRR1655031,SRR1655032,SRR1655033,SRR1655034,SRR1655035,SRR1655036,SRR1655037,SRR1655038,SRR1655039,SRR1655040,SRR1655041,SRR1655042,SRR1655043,SRR1655044,SRR1655045,SRR1655046,SRR1655047,SRR1655048,SRR1655049,SRR1655050,SRR1655051,SRR1655052,SRR1655053,SRR1655054,SRR1655055,SRR1655056,SRR1655057
SRP050390	human	14	14	14	run_level	1.0	True	14	0	0	0	0.0	23147310	Large-scale profiling of intracellular signalling pathway activation reveals major distinctions between airway smooth muscle cells of asthmatics and non-asthmatics.	SRR1686768,SRR1686769,SRR1686770,SRR1686771,SRR1686772,SRR1686773,SRR1686774,SRR1686775,SRR1686776,SRR1686777,SRR1686778,SRR1686779,SRR1686780,SRR1686781
SRP051083	human	160	160	160	run_level	1.0	True	0	160	0	0	0.0	11053856	Transcriptome profiling of human lung cancer cell lines.	SRR1706767,SRR1706768,SRR1706769,SRR1706770,SRR1706771,SRR1706772,SRR1706773,SRR1706774,SRR1706775,SRR1706776,SRR1706777,SRR1706778,SRR1706779,SRR1706780,SRR1706781,SRR1706782,SRR1706783,SRR1706784,SRR1706785,SRR1706786,SRR1706787,SRR1706788,SRR1706789,SRR1706790,SRR1706791,SRR1706792,SRR1706793,SRR1706794,SRR1706795,SRR1706796,SRR1706797,SRR1706798,SRR1706799,SRR1706800,SRR1706801,SRR1706802,SRR1706803,SRR1706804,SRR1706805,SRR1706806,SRR1706807,SRR1706808,SRR1706809,SRR1706810,SRR1706811,SRR1706812,SRR1706813,SRR1706814,SRR1706815,SRR1706816,SRR1706817,SRR1706818,SRR1706819,SRR1706820,SRR1706821,SRR1706822,SRR1706823,SRR1706824,SRR1706825,SRR1706826,SRR1706827,SRR1706828,SRR1706829,SRR1706830,SRR1706831,SRR1706832,SRR1706833,SRR1706834,SRR1706835,SRR1706836,SRR1706837,SRR1706838,SRR1706839,SRR1706840,SRR1706841,SRR1706842,SRR1706843,SRR1706844,SRR1706845,SRR1706846,SRR1706847,SRR1706848,SRR1706849,SRR1706850,SRR1706851,SRR1706852,SRR1706853,SRR1706854,SRR1706855,SRR1706856,SRR1706857,SRR1706858,SRR1706859,SRR1706860,SRR1706861,SRR1706862,SRR1706863,SRR1706864,SRR1706865,SRR1706866,SRR1706867,SRR1706868,SRR1706869,SRR1706870,SRR1706871,SRR1706872,SRR1706873,SRR1706874,SRR1706875,SRR1706876,SRR1706877,SRR1706878,SRR1706879,SRR1706880,SRR1706881,SRR1706882,SRR1706883,SRR1706884,SRR1706885,SRR1706886,SRR1706887,SRR1706888,SRR1706889,SRR1706890,SRR1706891,SRR1706892,SRR1706893,SRR1706894,SRR1706895,SRR1706896,SRR1706897,SRR1706898,SRR1706899,SRR1706900,SRR1706901,SRR1706902,SRR1706903,SRR1706904,SRR1706905,SRR1706906,SRR1706907,SRR1706908,SRR1706909,SRR1706910,SRR1706911,SRR1706912,SRR1706913,SRR1706914,SRR1706915,SRR1706916,SRR1706917,SRR1706918,SRR1706919,SRR1706920,SRR1706921,SRR1706922,SRR1706923,SRR1706924,SRR1706925,SRR1706926
SRP051182	human	21	21	21	run_level	1.0	True	0	0	21	0	0.0	52049262	Dual RNA-sequencing of nontypeable Haemophilus influenzae and host cell transcriptomes reveals new aspects of host-pathogen interface	SRR1714481,SRR1714482,SRR1714483,SRR1714484,SRR1714485,SRR1714486,SRR1714487,SRR1714488,SRR1714489,SRR1714490,SRR1714491,SRR1714492,SRR1714493,SRR1714494,SRR1714495,SRR1714496,SRR1714497,SRR1714498,SRR1714499,SRR1714500,SRR1714501
SRP051249	human	35	6	6	run_level	0.171	False	6	0	0	0	0.0	27228765	Tissue-specific circular RNA induction during human fetal development	SRR1721301,SRR1721302,SRR1721303,SRR1721304,SRR1721305,SRR1721306
SRP051359	human	18	18	18	run_level	1.0	False	18	0	0	0	0.0	60047362	Homo sapiens Transcriptome or Gene expression	SRR1725613,SRR1725614,SRR1725616,SRR1726088,SRR1726090,SRR1726198,SRR1745811,SRR1745813,SRR1745814,SRR1745815,SRR1745816,SRR1745817,SRR1745818,SRR1745819,SRR1745820,SRR1745821,SRR1745822,SRR1745824
SRP051544	human	6	6	6	run_level	1.0	True	0	6	0	0	0.0	10868010	FOXD3 is a novel tumor suppressor in lung cancer	SRR1734826,SRR1734827,SRR1734828,SRR1734829,SRR1734830,SRR1734831
SRP051595	human	18	18	18	run_level	1.0	True	0	18	0	0	0.0	10662681	shRNA knockdown of YAP1 in HCC364 cells, various drug conditions	SRR1736258,SRR1736259,SRR1736260,SRR1736261,SRR1736262,SRR1736263,SRR1736264,SRR1736265,SRR1736266,SRR1736267,SRR1736268,SRR1736269,SRR1736270,SRR1736271,SRR1736272,SRR1736273,SRR1736274,SRR1736275
SRP051765	human	41	4	4	run_level	0.098	True	0	4	0	0	0.0	40444387	Therapy induced tumour secretomes promote resistance and tumour progression	SRR1744438,SRR1744439,SRR1744440,SRR1744441
SRP052896	human	35	17	17	run_level	0.486	False	17	0	0	0	0.0	66070049	SMARCA4-Deficient Thoracic Sarcoma Study	SRR1777846,SRR1777862,SRR1777864,SRR1777866,SRR1777869,SRR2046295,SRR2046423,SRR2046425,SRR2046426,SRR2046430,SRR2046431,SRR2046433,SRR2046435,SRR2046437,SRR2046443,SRR2046451,SRR2046452
SRP052950	human	32	32	32	run_level	1.0	True	0	32	0	0	0.0	33290209	Genetic and drug perturbation of components in the NFkB signaling pathway in 11-18 cells	SRR1778285,SRR1778286,SRR1778287,SRR1778288,SRR1778289,SRR1778290,SRR1778291,SRR1778292,SRR1778293,SRR1778294,SRR1778295,SRR1778296,SRR1778297,SRR1778298,SRR1778299,SRR1778300,SRR1778301,SRR1778302,SRR1778303,SRR1778304,SRR1778305,SRR1778306,SRR1778307,SRR1778308,SRR1778309,SRR1778310,SRR1778311,SRR1778312,SRR1778313,SRR1778314,SRR1778315,SRR1778316
SRP055513	human	111	6	6	run_level	0.054	False	6	0	0	0	0.0	14440763	A human fetal transcriptional atlas	SRR1818494,SRR1818502,SRR1818533,SRR1818539,SRR1818595,SRR1818598
SRP055860	human	14	14	14	run_level	1.0	False	0	14	0	0	0.0	29903846	Identification of differentially spliced genes by wild type or S34F mutation of U2AF1	SRR1836490,SRR1836491,SRR1836492,SRR1836493,SRR1836494,SRR1836495,SRR1836496,SRR1836497,SRR1836498,SRR1836499,SRR1836500,SRR1836501,SRR1836502,SRR1836503
SRP055863	human	6	6	6	run_level	1.0	True	0	6	0	0	0.0	19432769	Mitochondrial phosphoenolpyruvate carboxykinase (PCK2) regulates metabolic adaptation and glucose-independent tumor cell growth	SRR1836825,SRR1836826,SRR1836827,SRR1836828,SRR1836829,SRR1836830
SRP055938	human	12	12	12	run_level	1.0	True	0	0	12	0	0.0	50157743	Transcriptome Profiling of Pneumolysin Intoxication of Airway Epithelial Cells	SRR1910436,SRR1931654,SRR1931655,SRR1931656,SRR1931661,SRR1931665,SRR1931667,SRR1931669,SRR1931670,SRR1931671,SRR1931673,SRR1931674
SRP056498	human	40	7	7	run_level	0.175	False	0	7	0	0	0.0	29310046	Study the effect of SUZ12 on the responsiveness of IFNg target genes in multiple cancer and non cancer cell lines	SRR1928008,SRR1928010,SRR1928011,SRR1928020,SRR1928021,SRR1928022,SRR1928023
SRP056612	human	20	20	20	run_level	1.0	False	0	20	0	0	0.0	43358284	Homo sapiens Transcriptome or Gene expression	SRR1942929,SRR1942934,SRR1942938,SRR1942939,SRR1942946,SRR1942948,SRR1942952,SRR1942954,SRR1942956,SRR1942957,SRR1942960,SRR1942961,SRR1942962,SRR1942963,SRR1942983,SRR1942984,SRR1942985,SRR1942987,SRR1942989,SRR1942990
SRP056969	human	20	1	1	run_level	0.05	False	1	0	0	0	0.0	33057506	RNA sequencing of total RNA from 20 human tissues	SRR1957195
SRP057350	human	68	68	68	run_level	1.0	True	0	0	0	68	0.0	24581651	Persistent activation of interlinked Th2-airway epithelial gene networks in sputum-derived cells from aeroallergen-sensitized symptomatic atopic asthmatics	SRR5086181,SRR5086182,SRR5086183,SRR5086184,SRR5086185,SRR5086186,SRR5086187,SRR5086188,SRR5086189,SRR5086190,SRR5086191,SRR5086192,SRR5086193,SRR5086194,SRR5086195,SRR5086196,SRR5086197,SRR5086198,SRR5086199,SRR5086200,SRR5086201,SRR5086202,SRR5086203,SRR5086204,SRR5086205,SRR5086206,SRR5086207,SRR5086208,SRR5086209,SRR5086210,SRR5086211,SRR5086212,SRR5086213,SRR5086214,SRR5086215,SRR5086216,SRR5086217,SRR5086218,SRR5086219,SRR5086220,SRR5086221,SRR5086222,SRR5086223,SRR5086224,SRR5086225,SRR5086226,SRR5086227,SRR5086228,SRR5086229,SRR5086230,SRR5086231,SRR5086232,SRR5086233,SRR5086234,SRR5086235,SRR5086236,SRR5086237,SRR5086238,SRR5086239,SRR5086240,SRR5086241,SRR5086242,SRR5086243,SRR5086244,SRR5086245,SRR5086246,SRR5086247,SRR5086248
