project	organism	n_runs_total	n_runs_lung_selected	n_runs_lung_rnaseq	selection_basis	lung_run_frac	study_level_lung	n_tissue	n_cell_line	n_culture_organoid	n_sorted_or_fluid	single_cell_frac	median_spots	study_title	selected_runs
ERP020504	mouse	47	47	47	run_level	1.0	True	47	0	0	0	0.0	17572136	RNA-seq of whole lungs from Irgm1-/- and wildtype littermates mice that were either uninfected or infected with influenza for 3, 6, or 10 days	ERR1753606,ERR1753607,ERR1753610,ERR1753612,ERR1753614,ERR1753615,ERR1753616,ERR1753618,ERR1753620,ERR1753622,ERR1753623,ERR1753624,ERR1753625,ERR1753626,ERR1753627,ERR1753628,ERR1753629,ERR1753630,ERR1753631,ERR1753633,ERR1753634,ERR1753635,ERR1753636,ERR1753637,ERR1753638,ERR1753639,ERR1753640,ERR1753642,ERR1753643,ERR1753644,ERR1753645,ERR1753646,ERR1753647,ERR1753648,ERR1753649,ERR1753650,ERR1753651,ERR1753604,ERR1753605,ERR1753608,ERR1753609,ERR1753611,ERR1753613,ERR1753617,ERR1753619,ERR1753621,ERR1753632
ERP020735	mouse	16	16	16	run_level	1.0	True	16	0	0	0	0.0	11523603	RNA-seq of Lewis lung carcinoma tumors in mice with or without exercise	ERR1773715,ERR1773716,ERR1773717,ERR1773718,ERR1773719,ERR1773720,ERR1773721,ERR1773722,ERR1773723,ERR1773724,ERR1773725,ERR1773726,ERR1773727,ERR1773728,ERR1773729,ERR1773730
ERP021240	mouse	14	3	3	run_level	0.214	False	0	0	0	3	0.0	21325633	Differential analysis of GM-CSF-induced inflammatory monocyte-derived cells (MCs) isolated from various organs	ERR1813641,ERR1813642,ERR1813643
ERP021444	mouse	15	15	15	run_level	1.0	True	15	0	0	0	0.0	31228821	RNA sequencing of CD45-negative cells isolated from CNS and lung of  GM-CSFind x CD4-CreERT2 and control mice	ERR1829923,ERR1829924,ERR1829925,ERR1829926,ERR1829927,ERR1829928,ERR1829929,ERR1829930,ERR1829931,ERR1829932,ERR1829933,ERR1829934,ERR1829935,ERR1829936,ERR1829937
ERP023567	mouse	36	36	36	run_level	1.0	True	0	0	0	36	0.0	52198784	RNA-Seq of murine lung tissue and blood treated with S. pneumoniae TIGR4 or S. aureus USA300 against PBS controls	ERR2009485,ERR2009486,ERR2009487,ERR2009488,ERR2009489,ERR2009490,ERR2009491,ERR2009492,ERR2009493,ERR2009494,ERR2009495,ERR2009496,ERR2009498,ERR2009499,ERR2009500,ERR2009501,ERR2009502,ERR2009503,ERR2009504,ERR2009505,ERR2009506,ERR2009507,ERR2009508,ERR2009509,ERR2009510,ERR2009511,ERR2009512,ERR2009513,ERR2009514,ERR2009515,ERR2009516,ERR2009517,ERR2009518,ERR2009519,ERR2009520,ERR2009497
ERP024489	mouse	24	24	24	run_level	1.0	True	24	0	0	0	0.0	14872588	RNA-seq of muscle in mice with Lewis lung carcinoma with or without access to physical activity	ERR2094841,ERR2094843,ERR2094844,ERR2094845,ERR2094846,ERR2094847,ERR2094848,ERR2094849,ERR2094850,ERR2094851,ERR2094852,ERR2094853,ERR2094854,ERR2094855,ERR2094856,ERR2094857,ERR2094858,ERR2094859,ERR2094860,ERR2094861,ERR2094862,ERR2094863,ERR2094864,ERR2094842
ERP024581	mouse	12	12	12	run_level	1.0	True	0	12	0	0	0.0	15758994	RNA-Seq of murine lung endothelial cells stimulated with IFN-gamma and dexamethasone	ERR2099675,ERR2099676,ERR2099677,ERR2099678,ERR2099679,ERR2099680,ERR2099681,ERR2099682,ERR2099683,ERR2099684,ERR2099685,ERR2099686
ERP104046	mouse	8	8	8	run_level	1.0	True	0	0	0	8	0.0	46179103	RNA-seq of mouse alveolar macrophages sorted from CD11cCre/+ Tgfbr2fl/fl and control Tgfbr2fl/fl neonatal mice	ERR2111928,ERR2111929,ERR2111930,ERR2111931,ERR2111932,ERR2111933,ERR2111934,ERR2111935
ERP104799	mouse	80	80	80	run_level	1.0	True	0	0	0	80	1.0	3253093	Bulk RNA-seq evaluation of in vitro cultured Sox9+ mouse lung progenitors isolated from E12.5 embryonic lung progenitors	ERR2174636,ERR2174637,ERR2174638,ERR2174639,ERR2174640,ERR2174641,ERR2174642,ERR2174643,ERR2174644,ERR2174645,ERR2174646,ERR2174647,ERR2174648,ERR2174649,ERR2174665,ERR2174666,ERR2174667,ERR2174668,ERR2174669,ERR2174673,ERR2174674,ERR2174675,ERR2174676,ERR2174677,ERR2174678,ERR2174679,ERR2174680,ERR2174681,ERR2174682,ERR2174683,ERR2174684,ERR2174685,ERR2174686,ERR2174687,ERR2174635,ERR2174650,ERR2174651,ERR2174652,ERR2174653,ERR2174654,ERR2174655,ERR2174656,ERR2174657,ERR2174658,ERR2174659,ERR2174660,ERR2174661,ERR2174662,ERR2174663,ERR2174664,ERR2174670,ERR2174671,ERR2174672,ERR2174688,ERR2174689,ERR2174690,ERR2174691,ERR2174692,ERR2174693,ERR2174694,ERR2174695,ERR2174696,ERR2174697,ERR2174698,ERR2174699,ERR2174700,ERR2174701,ERR2174702,ERR2174703,ERR2174704,ERR2174705,ERR2174706,ERR2174707,ERR2174708,ERR2174709,ERR2174710,ERR2174711,ERR2174712,ERR2174713,ERR2174714
ERP104926	mouse	33	5	5	run_level	0.152	False	0	0	0	5	0.0	25562632	RNA-Seq Analysis of mouse endothelial cells from multiple organs	ERR2181571,ERR2181572,ERR2181573,ERR2181574,ERR2181570
ERP105045	mouse	1421	1421	1421	run_level	1.0	False	1421	0	0	0	1.0	717069	Single-cell transcriptional regulations and accessible chromatin landscape of cell fate decisions in early heart development	ERR2201157,ERR2201159,ERR2201160,ERR2201161,ERR2201162,ERR2201163,ERR2201164,ERR2201165,ERR2201166,ERR2201167,ERR2201168,ERR2201169,ERR2201171,ERR2201172,ERR2201173,ERR2201174,ERR2201175,ERR2201176,ERR2201177,ERR2201178,ERR2201179,ERR2201180,ERR2201181,ERR2201182,ERR2201183,ERR2201184,ERR2201185,ERR2201187,ERR2201188,ERR2201189,ERR2201190,ERR2201191,ERR2201192,ERR2201193,ERR2201194,ERR2201197,ERR2201198,ERR2201199,ERR2201200,ERR2201213,ERR2201214,ERR2201215,ERR2201224,ERR2201225,ERR2201227,ERR2201228,ERR2201229,ERR2201230,ERR2201231,ERR2201232,ERR2201233,ERR2201234,ERR2201235,ERR2201236,ERR2201237,ERR2201238,ERR2201240,ERR2201241,ERR2201242,ERR2201243,ERR2201248,ERR2201249,ERR2201250,ERR2201251,ERR2201252,ERR2201253,ERR2201255,ERR2201256,ERR2201257,ERR2201258,ERR2201259,ERR2201261,ERR2201263,ERR2201264,ERR2201265,ERR2201266,ERR2201269,ERR2201270,ERR2201271,ERR2201272,ERR2201273,ERR2201274,ERR2201275,ERR2201276,ERR2201277,ERR2201278,ERR2201279,ERR2201280,ERR2201281,ERR2201282,ERR2201283,ERR2201285,ERR2201286,ERR2201287,ERR2201288,ERR2201289,ERR2201290,ERR2201291,ERR2201293,ERR2201294,ERR2201296,ERR2201297,ERR2201298,ERR2201299,ERR2201300,ERR2201301,ERR2201302,ERR2201303,ERR2201304,ERR2201305,ERR2201306,ERR2201307,ERR2201308,ERR2201309,ERR2201311,ERR2201312,ERR2201313,ERR2201314,ERR2201316,ERR2201317,ERR2201318,ERR2201319,ERR2201320,ERR2201321,ERR2201322,ERR2201323,ERR2201324,ERR2201325,ERR2201351,ERR2201352,ERR2201353,ERR2201354,ERR2201355,ERR2201356,ERR2201357,ERR2201358,ERR2201359,ERR2201360,ERR2201361,ERR2201362,ERR2201364,ERR2201380,ERR2201382,ERR2201383,ERR2201384,ERR2201385,ERR2201386,ERR2201387,ERR2201388,ERR2201389,ERR2201390,ERR2201391,ERR2201392,ERR2201393,ERR2201394,ERR2201395,ERR2201396,ERR2201405,ERR2201406,ERR2201407,ERR2201408,ERR2201429,ERR2201430,ERR2201431,ERR2201432,ERR2201433,ERR2201434,ERR2201435,ERR2201436,ERR2201437,ERR2201438,ERR2201439,ERR2201440,ERR2201441,ERR2201442,ERR2200799,ERR2200800,ERR2200801,ERR2200802,ERR2200803,ERR2200804,ERR2200805,ERR2200806,ERR2200807,ERR2200808,ERR2200809,ERR2200811,ERR2200812,ERR2200813,ERR2200814,ERR2200815,ERR2200816,ERR2200817,ERR2200818,ERR2200819,ERR2200820,ERR2200821,ERR2200822,ERR2200823,ERR2200824,ERR2201001,ERR2201002,ERR2201003,ERR2201004,ERR2201006,ERR2201007,ERR2201008,ERR2201009,ERR2201010,ERR2201019,ERR2201020,ERR2201022,ERR2201023,ERR2201024,ERR2201025,ERR2201026,ERR2201027,ERR2201028,ERR2201029,ERR2201030,ERR2201041,ERR2201042,ERR2201043,ERR2201044,ERR2201045,ERR2201046,ERR2201048,ERR2201049,ERR2201050,ERR2201051,ERR2201052,ERR2201053,ERR2201054,ERR2201055,ERR2201056,ERR2201057,ERR2201058,ERR2201059,ERR2201060,ERR2201061,ERR2201062,ERR2201063,ERR2201064,ERR2201065,ERR2201067,ERR2201068,ERR2201069,ERR2201070,ERR2201071,ERR2201072,ERR2201078,ERR2201079,ERR2201080,ERR2201081,ERR2203081,ERR2201082,ERR2201083,ERR2201084,ERR2201085,ERR2201086,ERR2201087,ERR2201088,ERR2201089,ERR2201090,ERR2201092,ERR2201100,ERR2201102,ERR2201103,ERR2201106,ERR2201107,ERR2201108,ERR2201109,ERR2201110,ERR2201111,ERR2201112,ERR2201113,ERR2201114,ERR2201115,ERR2201136,ERR2201137,ERR2201138,ERR2201139,ERR2201140,ERR2201141,ERR2201143,ERR2201144,ERR2201145,ERR2203145,ERR2201146,ERR2203146,ERR2201147,ERR2201148,ERR2203148,ERR2201149,ERR2201150,ERR2203150,ERR2201151,ERR2203151,ERR2201152,ERR2203152,ERR2201153,ERR2203153,ERR2201154,ERR2203154,ERR2201155,ERR2203155,ERR2201156,ERR2203156,ERR2203157,ERR2241157,ERR2201158,ERR2203158,ERR2203159,ERR2241159,ERR2203160,ERR2241160,ERR2203161,ERR2241161,ERR2203162,ERR2241162,ERR2203163,ERR2241163,ERR2203164,ERR2241164,ERR2203165,ERR2241165,ERR2203166,ERR2241166,ERR2203167,ERR2241167,ERR2203168,ERR2241168,ERR2203169,ERR2241169,ERR2201170,ERR2203170,ERR2203171,ERR2241171,ERR2203172,ERR2241172,ERR2203173,ERR2241173,ERR2203174,ERR2241174,ERR2203175,ERR2241175,ERR2203176,ERR2241176,ERR2203177,ERR2241177,ERR2203178,ERR2241178,ERR2203179,ERR2241179,ERR2203180,ERR2241180,ERR2203181,ERR2241181,ERR2203182,ERR2241182,ERR2203183,ERR2241183,ERR2203184,ERR2241184,ERR2203185,ERR2241185,ERR2201186,ERR2203186,ERR2203187,ERR2241187,ERR2203188,ERR2241188,ERR2203189,ERR2241189,ERR2203190,ERR2241190,ERR2203191,ERR2241191,ERR2203192,ERR2241192,ERR2203193,ERR2241193,ERR2203194,ERR2241194,ERR2201195,ERR2203195,ERR2201196,ERR2203196,ERR2203197,ERR2241197,ERR2203198,ERR2241198,ERR2203199,ERR2241199,ERR2203200,ERR2241200,ERR2201201,ERR2203201,ERR2201202,ERR2203202,ERR2201203,ERR2203203,ERR2201204,ERR2203204,ERR2201205,ERR2201206,ERR2203206,ERR2201207,ERR2203207,ERR2201208,ERR2203208,ERR2201209,ERR2203209,ERR2201210,ERR2203210,ERR2201211,ERR2203211,ERR2201212,ERR2203213,ERR2241213,ERR2203214,ERR2241214,ERR2203215,ERR2241215,ERR2201216,ERR2203216,ERR2201217,ERR2203217,ERR2201218,ERR2203218,ERR2201219,ERR2203219,ERR2201220,ERR2203220,ERR2201221,ERR2203221,ERR2201222,ERR2203222,ERR2201223,ERR2203224,ERR2241224,ERR2203225,ERR2241225,ERR2201226,ERR2203226,ERR2203227,ERR2241227,ERR2203228,ERR2241228,ERR2203229,ERR2241229,ERR2203230,ERR2241230,ERR2203231,ERR2241231,ERR2203232,ERR2241232,ERR2203233,ERR2241233,ERR2203234,ERR2241234,ERR2203235,ERR2241235,ERR2203236,ERR2241236,ERR2203237,ERR2241237,ERR2203238,ERR2241238,ERR2201239,ERR2203239,ERR2203240,ERR2241240,ERR2203241,ERR2241241,ERR2203242,ERR2241242,ERR2203243,ERR2241243,ERR2201244,ERR2203244,ERR2201245,ERR2203245,ERR2201246,ERR2203246,ERR2201247,ERR2203247,ERR2203248,ERR2241248,ERR2203249,ERR2241249,ERR2203250,ERR2241250,ERR2203251,ERR2203252,ERR2203253,ERR2201254,ERR2203254,ERR2203255,ERR2203256,ERR2203257,ERR2203258,ERR2203259,ERR2201260,ERR2203260,ERR2203261,ERR2201262,ERR2203262,ERR2203263,ERR2203264,ERR2203265,ERR2203266,ERR2201267,ERR2203267,ERR2201268,ERR2203268,ERR2203269,ERR2203270,ERR2203271,ERR2203272,ERR2203273,ERR2203274,ERR2203275,ERR2203276,ERR2203277,ERR2203278,ERR2203279,ERR2203280,ERR2203281,ERR2203282,ERR2203283,ERR2201284,ERR2203284,ERR2203285,ERR2203286,ERR2203287,ERR2203288,ERR2201292,ERR2201295,ERR2201310,ERR2201315,ERR2201326,ERR2201327,ERR2201328,ERR2201329,ERR2201330,ERR2201331,ERR2201332,ERR2201333,ERR2201334,ERR2201335,ERR2201336,ERR2201337,ERR2201338,ERR2201339,ERR2201340,ERR2201341,ERR2201342,ERR2201343,ERR2201344,ERR2201345,ERR2201346,ERR2201347,ERR2201348,ERR2201349,ERR2201350,ERR2201363,ERR2201365,ERR2201366,ERR2201367,ERR2201368,ERR2201369,ERR2201370,ERR2201371,ERR2201372,ERR2201373,ERR2201374,ERR2201375,ERR2201376,ERR2201377,ERR2201378,ERR2201379,ERR2201381,ERR2201397,ERR2201398,ERR2201399,ERR2201400,ERR2201401,ERR2201402,ERR2201403,ERR2201404,ERR2201409,ERR2201410,ERR2201411,ERR2201412,ERR2201413,ERR2201414,ERR2201415,ERR2201416,ERR2201417,ERR2201418,ERR2201419,ERR2201420,ERR2201421,ERR2201422,ERR2201423,ERR2201424,ERR2201425,ERR2201426,ERR2201427,ERR2201428,ERR2202656,ERR2202657,ERR2202658,ERR2202659,ERR2202660,ERR2202661,ERR2202662,ERR2202663,ERR2202665,ERR2202666,ERR2202667,ERR2202668,ERR2202669,ERR2202671,ERR2202672,ERR2202673,ERR2202674,ERR2202675,ERR2202676,ERR2200677,ERR2200678,ERR2200679,ERR2200680,ERR2200681,ERR2200682,ERR2200683,ERR2200684,ERR2200685,ERR2200686,ERR2200687,ERR2200688,ERR2200689,ERR2200690,ERR2200691,ERR2200692,ERR2200693,ERR2200694,ERR2200695,ERR2200696,ERR2200697,ERR2200698,ERR2200699,ERR2200700,ERR2200701,ERR2200702,ERR2200703,ERR2200704,ERR2200705,ERR2200706,ERR2200707,ERR2200708,ERR2200709,ERR2200710,ERR2200711,ERR2200712,ERR2200713,ERR2200714,ERR2200731,ERR2200732,ERR2200733,ERR2200734,ERR2200735,ERR2200736,ERR2200737,ERR2200738,ERR2200739,ERR2200740,ERR2200741,ERR2200743,ERR2200745,ERR2200746,ERR2200747,ERR2200750,ERR2200751,ERR2200752,ERR2200753,ERR2200760,ERR2200761,ERR2200762,ERR2200763,ERR2200764,ERR2200765,ERR2200766,ERR2200767,ERR2200768,ERR2200769,ERR2200770,ERR2202770,ERR2200771,ERR2202771,ERR2200772,ERR2202772,ERR2200773,ERR2202773,ERR2200774,ERR2202774,ERR2200775,ERR2202775,ERR2200776,ERR2202776,ERR2200777,ERR2202777,ERR2200778,ERR2202778,ERR2200779,ERR2202779,ERR2200780,ERR2200781,ERR2202781,ERR2200782,ERR2200783,ERR2200784,ERR2200785,ERR2200788,ERR2200789,ERR2200790,ERR2200791,ERR2202791,ERR2200792,ERR2202792,ERR2200793,ERR2202793,ERR2200794,ERR2202794,ERR2200795,ERR2202795,ERR2200796,ERR2202796,ERR2200797,ERR2202797,ERR2200798,ERR2202798,ERR2202799,ERR2202800,ERR2202801,ERR2202802,ERR2202803,ERR2202804,ERR2202805,ERR2202806,ERR2202807,ERR2202808,ERR2202809,ERR2200810,ERR2202810,ERR2202811,ERR2202812,ERR2202813,ERR2202814,ERR2202815,ERR2202816,ERR2202817,ERR2202818,ERR2202819,ERR2202820,ERR2202821,ERR2202822,ERR2202823,ERR2202824,ERR2200825,ERR2202825,ERR2200826,ERR2202826,ERR2200827,ERR2202827,ERR2200828,ERR2202828,ERR2200829,ERR2202829,ERR2200830,ERR2202830,ERR2200831,ERR2200832,ERR2202832,ERR2200833,ERR2202833,ERR2200834,ERR2200835,ERR2200836,ERR2200837,ERR2200839,ERR2200841,ERR2200843,ERR2200845,ERR2200846,ERR2200847,ERR2200848,ERR2200849,ERR2200850,ERR2200851,ERR2200852,ERR2200853,ERR2200854,ERR2200855,ERR2200856,ERR2200857,ERR2200858,ERR2200859,ERR2200860,ERR2200861,ERR2200862,ERR2200863,ERR2200864,ERR2200865,ERR2200866,ERR2200867,ERR2200868,ERR2200869,ERR2200870,ERR2200871,ERR2200872,ERR2200873,ERR2200874,ERR2200875,ERR2200876,ERR2200877,ERR2200878,ERR2200879,ERR2200880,ERR2200885,ERR2200886,ERR2200887,ERR2200888,ERR2200889,ERR2200890,ERR2200891,ERR2200892,ERR2200893,ERR2200894,ERR2200895,ERR2200896,ERR2200897,ERR2200898,ERR2200899,ERR2200900,ERR2200901,ERR2200902,ERR2200903,ERR2200907,ERR2200908,ERR2200909,ERR2200910,ERR2200911,ERR2200912,ERR2200913,ERR2200914,ERR2200915,ERR2200916,ERR2200917,ERR2200918,ERR2200919,ERR2200920,ERR2200921,ERR2200922,ERR2200923,ERR2200924,ERR2200925,ERR2200926,ERR2200927,ERR2200928,ERR2200929,ERR2200930,ERR2200931,ERR2200932,ERR2200933,ERR2200934,ERR2200935,ERR2200936,ERR2200937,ERR2200938,ERR2200939,ERR2200940,ERR2200941,ERR2202941,ERR2200942,ERR2202942,ERR2200943,ERR2202943,ERR2200944,ERR2202944,ERR2200945,ERR2202945,ERR2200946,ERR2200947,ERR2202947,ERR2200948,ERR2202948,ERR2200949,ERR2202949,ERR2200950,ERR2200951,ERR2202951,ERR2200952,ERR2202952,ERR2200953,ERR2200954,ERR2202954,ERR2200955,ERR2200956,ERR2200957,ERR2202957,ERR2200958,ERR2202958,ERR2200959,ERR2202959,ERR2200960,ERR2202960,ERR2200961,ERR2202961,ERR2200962,ERR2202962,ERR2200963,ERR2200964,ERR2202964,ERR2200965,ERR2202965,ERR2200966,ERR2202966,ERR2200967,ERR2202967,ERR2200968,ERR2202968,ERR2200969,ERR2200970,ERR2200971,ERR2200972,ERR2200973,ERR2200974,ERR2200975,ERR2200976,ERR2200987,ERR2200988,ERR2200989,ERR2200990,ERR2200991,ERR2200992,ERR2201000,ERR2203000,ERR2203001,ERR2203002,ERR2203003,ERR2203004,ERR2201005,ERR2203005,ERR2203006,ERR2203007,ERR2203008,ERR2203009,ERR2203010,ERR2201011,ERR2203011,ERR2201012,ERR2203012,ERR2201013,ERR2203013,ERR2201014,ERR2203014,ERR2201015,ERR2203015,ERR2201016,ERR2203016,ERR2205016,ERR2201017,ERR2203017,ERR2205017,ERR2201018,ERR2203018,ERR2205018,ERR2203019,ERR2205019,ERR2203020,ERR2205020,ERR2201021,ERR2203021,ERR2205021,ERR2203022,ERR2205022,ERR2203023,ERR2205023,ERR2203024,ERR2205024,ERR2203025,ERR2205025,ERR2203026,ERR2205026,ERR2203027,ERR2205027,ERR2203028,ERR2205028,ERR2203029,ERR2205029,ERR2203030,ERR2201031,ERR2203031,ERR2201032,ERR2203032,ERR2201033,ERR2203033,ERR2201034,ERR2203034,ERR2201035,ERR2203035,ERR2201036,ERR2203036,ERR2201037,ERR2203037,ERR2201038,ERR2203038,ERR2201039,ERR2203039,ERR2201040,ERR2203040,ERR2203041,ERR2203042,ERR2203043,ERR2203044,ERR2203045,ERR2203046,ERR2201047,ERR2203047,ERR2203048,ERR2203049,ERR2203050,ERR2203051,ERR2203052,ERR2203053,ERR2203054,ERR2203055,ERR2203056,ERR2203057,ERR2203058,ERR2203059,ERR2203060,ERR2203061,ERR2203062,ERR2203063,ERR2203064,ERR2203065,ERR2241065,ERR2201066,ERR2203066,ERR2241066,ERR2203067,ERR2241067,ERR2203068,ERR2241068,ERR2203069,ERR2241069,ERR2203070,ERR2241070,ERR2203071,ERR2241071,ERR2203072,ERR2241072,ERR2201073,ERR2203073,ERR2241073,ERR2201074,ERR2203074,ERR2241074,ERR2201075,ERR2203075,ERR2241075,ERR2201076,ERR2203076,ERR2241076,ERR2201077,ERR2203077,ERR2241077,ERR2203078,ERR2241078,ERR2203079,ERR2241079,ERR2203080,ERR2241080,ERR2241081,ERR2203082,ERR2241082,ERR2203083,ERR2241083,ERR2203084,ERR2241084,ERR2203085,ERR2241085,ERR2203086,ERR2241086,ERR2203087,ERR2241087,ERR2203088,ERR2241088,ERR2203089,ERR2241089,ERR2203090,ERR2241090,ERR2201091,ERR2203091,ERR2241091,ERR2203092,ERR2241092,ERR2201093,ERR2203093,ERR2241093,ERR2201094,ERR2203094,ERR2241094,ERR2201095,ERR2203095,ERR2241095,ERR2201096,ERR2203096,ERR2241096,ERR2201097,ERR2203097,ERR2241097,ERR2201098,ERR2203098,ERR2241098,ERR2201099,ERR2203099,ERR2241099,ERR2203100,ERR2241100,ERR2201101,ERR2203101,ERR2241101,ERR2203102,ERR2241102,ERR2203103,ERR2241103,ERR2201104,ERR2203104,ERR2241104,ERR2201105,ERR2203105,ERR2241105,ERR2203106,ERR2241106,ERR2203107,ERR2241107,ERR2203108,ERR2241108,ERR2203109,ERR2241109,ERR2203110,ERR2241110,ERR2203111,ERR2241111,ERR2203112,ERR2241112,ERR2203113,ERR2241113,ERR2203114,ERR2241114,ERR2203115,ERR2241115,ERR2201116,ERR2203116,ERR2241116,ERR2201117,ERR2203117,ERR2241117,ERR2201118,ERR2203118,ERR2201119,ERR2203119,ERR2241119,ERR2201120,ERR2203120,ERR2241120,ERR2201121,ERR2203121,ERR2241121,ERR2201122,ERR2203122,ERR2241122,ERR2201123,ERR2203123,ERR2241123,ERR2201124,ERR2203124,ERR2241124,ERR2201125,ERR2203125,ERR2241125,ERR2201126,ERR2203126,ERR2241126,ERR2201127,ERR2203127,ERR2241127,ERR2201128,ERR2203128,ERR2241128,ERR2201129,ERR2203129,ERR2241129,ERR2201130,ERR2203130,ERR2241130,ERR2201131,ERR2203131,ERR2241131,ERR2201132,ERR2203132,ERR2241132,ERR2201133,ERR2203133,ERR2241133,ERR2201134,ERR2203134,ERR2241134,ERR2201135,ERR2203135,ERR2241135,ERR2203136,ERR2241136,ERR2203137,ERR2241137,ERR2203138,ERR2241138,ERR2203139,ERR2241139,ERR2203140,ERR2241140,ERR2203141,ERR2241141,ERR2201142,ERR2203142,ERR2241142,ERR2203143,ERR2241143,ERR2203144,ERR2241144,ERR2241145,ERR2241146,ERR2203147,ERR2241147,ERR2241148,ERR2203149,ERR2241149,ERR2241150,ERR2241151,ERR2241152,ERR2241153,ERR2241154,ERR2241155,ERR2241156,ERR2241158,ERR2241170,ERR2241186,ERR2241195,ERR2241196,ERR2241201,ERR2241202,ERR2241203,ERR2241204,ERR2203205,ERR2241205,ERR2241206,ERR2241207,ERR2241208,ERR2241209,ERR2241210,ERR2241211,ERR2203212,ERR2241212,ERR2241216,ERR2241217,ERR2241218,ERR2241219,ERR2241220,ERR2241221,ERR2241222,ERR2203223,ERR2241223,ERR2241226,ERR2241239,ERR2241244,ERR2241245,ERR2241246,ERR2241247,ERR2202648,ERR2202649,ERR2202650,ERR2202651,ERR2202652,ERR2202653,ERR2202654,ERR2202655,ERR2202664,ERR2202670,ERR2200715,ERR2200716,ERR2200717,ERR2200718,ERR2200719,ERR2200720,ERR2200721,ERR2200722,ERR2200723,ERR2200724,ERR2200725,ERR2200726,ERR2200727,ERR2200728,ERR2200729,ERR2200730,ERR2200742,ERR2200744,ERR2200748,ERR2200749,ERR2200754,ERR2200755,ERR2200756,ERR2200757,ERR2200758,ERR2200759,ERR2202780,ERR2202782,ERR2202783,ERR2202784,ERR2202785,ERR2200786,ERR2202786,ERR2200787,ERR2202787,ERR2202788,ERR2202789,ERR2202790,ERR2202831,ERR2202834,ERR2202835,ERR2202836,ERR2202837,ERR2200838,ERR2202838,ERR2202839,ERR2200840,ERR2202840,ERR2202841,ERR2200842,ERR2202842,ERR2202843,ERR2200844,ERR2200881,ERR2200882,ERR2200883,ERR2200884,ERR2200904,ERR2200905,ERR2200906,ERR2202938,ERR2202939,ERR2202940,ERR2202946,ERR2202950,ERR2202953,ERR2202955,ERR2202956,ERR2202963,ERR2202969,ERR2202970,ERR2202971,ERR2202972,ERR2202973,ERR2202974,ERR2202975,ERR2202976,ERR2200977,ERR2202977,ERR2200978,ERR2202978,ERR2200979,ERR2202979,ERR2200980,ERR2202980,ERR2200981,ERR2202981,ERR2200982,ERR2202982,ERR2200983,ERR2202983,ERR2200984,ERR2202984,ERR2200985,ERR2202985,ERR2200986,ERR2202986,ERR2202987,ERR2202988,ERR2202989,ERR2202990,ERR2202991,ERR2202992,ERR2200993,ERR2202993,ERR2200994,ERR2202994,ERR2200995,ERR2202995,ERR2200996,ERR2202996,ERR2200997,ERR2202997,ERR2200998,ERR2202998,ERR2200999,ERR2202999,ERR2205015,ERR2241118
ERP106580	mouse	8	8	8	run_level	1.0	True	8	0	0	0	0.0	32063478	Progression of KRas^G12D;Rosa26-MYC tumours to invasive disease	ERR2276410,ERR2276411,ERR2276412,ERR2276413,ERR2276414,ERR2276415,ERR2276416,ERR2276417
ERP106932	mouse	10	10	10	run_level	1.0	True	0	0	0	10	0.0	29725966	RNA-seq investigating mouse derived and iPSC derived macrophage populations before and after pulmonary transplantation	ERR2307354,ERR2307355,ERR2307356,ERR2307357,ERR2307358,ERR2307359,ERR2307360,ERR2307361,ERR2307362,ERR2307363
ERP107629	mouse	6	6	6	run_level	1.0	False	6	0	0	0	0.0	43532412	Quiescent endothelial cells upregulate fatty acid ß-oxidation for vasculoprotection via redox homeostasis	ERR2438227,ERR2438226,ERR2438228,ERR2438229,ERR2438230,ERR2438231
ERP108424	mouse	24	8	8	run_level	0.333	False	8	0	0	0	0.0	53536141	Transcriptomic analysis of Vaccinia IFNBP mutants infected tissues	ERR2540201,ERR2540202,ERR2540207,ERR2540208,ERR2540213,ERR2540214,ERR2540219,ERR2540220
ERP109964	mouse	32	32	32	run_level	1.0	True	32	0	0	0	0.0	20962301	RNA-seq study on time of day specific Glucocorticoid action in mouse liver and lung tissues	ERR2705016,ERR2705017,ERR2705018,ERR2705019,ERR2705020,ERR2705021,ERR2705022,ERR2705023,ERR2705024,ERR2705025,ERR2705026,ERR2705027,ERR2705028,ERR2705029,ERR2705030,ERR2705031,ERR2705032,ERR2705033,ERR2705034,ERR2705035,ERR2705036,ERR2705037,ERR2705038,ERR2705039,ERR2705040,ERR2705041,ERR2705042,ERR2705043,ERR2705044,ERR2705045,ERR2705046,ERR2705015
ERP110297	mouse	9	9	9	run_level	1.0	True	0	0	0	9	0.0	42070009	Exosomes dependent immune surveillance at the metastatic niche requires BAG6	ERR2730404,ERR2730405,ERR2730406,ERR2730407,ERR2730408,ERR2730409,ERR2730410,ERR2730411,ERR2730412
ERP110454	mouse	12	7	7	run_level	0.583	True	7	0	0	0	0.0	18797091	Gene expression analyses of vehicle- and cisplatin-treated tumor populations that arose in Nfib mice.	ERR2834338,ERR2834339,ERR2834341,ERR2834342,ERR2834344,ERR2834345,ERR2834347
