ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	patient	paper_group	n_high	n_low	n_tnk
WNT7B	FZD4+LRP6	other	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD5+LRP5	other	0.011732402082998306	False	0.00037418147801683815	0.03571428571428571	5345	28	0.08393393439473584	False	0.00037418147801683815	0.08695652173913043	5345	23	-0.07220153231173754	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD5+LRP6	other	0.011732402082998306	False	0.00037418147801683815	0.03571428571428571	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.01148617547005415	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD6+LRP5	other	0.022825354535598308	False	0.00037418147801683815	0.10714285714285714	5345	28	0.09104894084157422	False	0.00037418147801683815	0.08695652173913043	5345	23	-0.06822358630597591	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD6+LRP6	other	0.014448425557930022	False	0.00037418147801683815	0.07142857142857142	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.014202198944985867	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD7+LRP5	other	0.005440131586510688	False	0.00037418147801683815	0.03571428571428571	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.005193904973566532	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD7+LRP6	other	0.005440131586510688	False	0.00037418147801683815	0.03571428571428571	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.005193904973566532	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD8+LRP5	other	0.0052358650718815625	False	0.00037418147801683815	0.03571428571428571	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	FZD8+LRP6	other	0.0052358650718815625	False	0.00037418147801683815	0.03571428571428571	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	SFRP1	other	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	SFRP2	other	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	SFRP4	other	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT7B	SFRP5	other	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	28	0.00024622661294415593	False	0.00037418147801683815	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FRZB	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD1+LRP5	other	0.009247958194464445	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD1+LRP6	other	0.009247958194464445	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD2+LRP5	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD2+LRP6	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD3+LRP5	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD3+LRP6	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD4+LRP5	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD4+LRP6	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD5+LRP5	other	0.015744495205581188	False	0.0048643592142188965	0.03571428571428571	5345	28	0.08794602751731873	False	0.0048643592142188965	0.08695652173913043	5345	23	-0.07220153231173754	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD5+LRP6	other	0.015744495205581188	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.01148617547005415	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD6+LRP5	other	0.02683744765818119	False	0.0048643592142188965	0.10714285714285714	5345	28	0.0950610339641571	False	0.0048643592142188965	0.08695652173913043	5345	23	-0.06822358630597591	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD6+LRP6	other	0.018460518680512905	False	0.0048643592142188965	0.07142857142857142	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.014202198944985867	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD7+LRP5	other	0.00945222470909357	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.005193904973566532	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD7+LRP6	other	0.00945222470909357	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.005193904973566532	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD8+LRP5	other	0.009247958194464445	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	FZD8+LRP6	other	0.009247958194464445	False	0.0048643592142188965	0.03571428571428571	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0049896384589374065	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	SFRP1	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	SFRP2	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	SFRP4	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
WNT9A	SFRP5	other	0.004258319735527039	False	0.0048643592142188965	0.0	5345	28	0.004258319735527039	False	0.0048643592142188965	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
XCL1	XCR1	other	0.07434459775686264	False	0.07726847521047708	0.0	5345	28	0.07434459775686264	False	0.07726847521047708	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
XCL2	XCR1	other	0.05274839326739311	False	0.05912067352666043	0.0	5345	28	0.05274839326739311	False	0.05912067352666043	0.0	5345	23	0.0	False	False	BD_immune04	P04	NMPR	28	23	5345
IFNG	IFNGR1	IFN	0.4791014641523361	True	0.17285531370038412	0.5491183879093199	781	397	0.4546317905187607	True	0.17285531370038412	0.5135135135135135	781	962	0.02446967363357544	True	True	BD_immune05	P05	TN	397	962	781
IFNG	IFNGR1+IFNGR2	IFN	0.4791014641523361	True	0.17285531370038412	0.5491183879093199	781	397	0.4546317905187607	True	0.17285531370038412	0.5135135135135135	781	962	0.02446967363357544	True	True	BD_immune05	P05	TN	397	962	781
IFNG	IFNGR2	IFN	0.5186011046171188	True	0.17285531370038412	0.5642317380352645	781	397	0.5098399072885513	True	0.17285531370038412	0.5665280665280665	781	962	0.008761197328567505	True	True	BD_immune05	P05	TN	397	962	781
IFNL1	IFNLR1+IL10RB	IFN	0.01047005970031023	False	0.006402048655569782	0.017632241813602016	781	397	0.010880546644330025	False	0.006402048655569782	0.02182952182952183	781	962	-0.00041048694401979446	False	False	BD_immune05	P05	TN	397	962	781
CD93	IFNGR1	IFN_partial	0.2956413140054792	False	0.0038412291933418692	0.5491183879093199	781	397	0.2711716403719038	False	0.0038412291933418692	0.5135135135135135	781	962	0.02446967363357544	False	False	BD_immune05	P05	TN	397	962	781
IL10	IL10RA+IL10RB	IFN_partial	0.013657918199896812	False	0.012804097311139564	0.0	781	397	0.013911590329371393	False	0.012804097311139564	0.002079002079002079	781	962	-0.0002536721294745803	False	False	BD_immune05	P05	TN	397	962	781
IL26	IL10RB+IL20RA	IFN_partial	0.026361060328781605	False	0.02560819462227913	0.017632241813602016	781	397	0.025727844331413507	False	0.02560819462227913	0.02182952182952183	781	962	0.0006332159973680973	False	False	BD_immune05	P05	TN	397	962	781
HLA-A	CD8A	MHC_I	1.9710465853568166	False	0.9974391805377721	0.007556675062972292	781	397	1.970915556885302	False	0.9974391805377721	0.009355509355509356	781	962	0.00013102847151458263	False	False	BD_immune05	P05	TN	397	962	781
HLA-A	CD8B	MHC_I	1.9682037830352783	False	0.9974391805377721	0.0	781	397	1.9682037830352783	False	0.9974391805377721	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
HLA-B	CD8A	MHC_I	1.936141032492742	False	1.0	0.007556675062972292	781	397	1.9360100040212274	False	1.0	0.009355509355509356	781	962	0.00013102847151458263	False	False	BD_immune05	P05	TN	397	962	781
HLA-B	CD8B	MHC_I	1.9332982301712036	False	1.0	0.0	781	397	1.9332982301712036	False	1.0	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
HLA-C	CD8A	MHC_I	1.9045243447180837	False	0.998719590268886	0.007556675062972292	781	397	1.9043933162465692	False	0.998719590268886	0.009355509355509356	781	962	0.00013102847151458263	False	False	BD_immune05	P05	TN	397	962	781
HLA-C	CD8B	MHC_I	1.9016815423965454	False	0.998719590268886	0.0	781	397	1.9016815423965454	False	0.998719590268886	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
HLA-C	KIR2DL1	MHC_I	1.9016815423965454	False	0.998719590268886	0.0	781	397	1.9016815423965454	False	0.998719590268886	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRC1	MHC_I	1.4352661788580008	False	0.971830985915493	0.005037783375314861	781	397	1.4361371741397306	False	0.971830985915493	0.009355509355509356	781	962	-0.0008709952817298472	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRC1+KLRD1	MHC_I	1.4352661788580008	False	0.971830985915493	0.005037783375314861	781	397	1.4361371741397306	False	0.971830985915493	0.009355509355509356	781	962	-0.0008709952817298472	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRC2	MHC_I	1.4386358568444848	False	0.971830985915493	0.022670025188916875	781	397	1.4423500262200832	False	0.971830985915493	0.032224532224532226	781	962	-0.0037141693755984306	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRC2+KLRD1	MHC_I	1.4386358568444848	False	0.971830985915493	0.022670025188916875	781	397	1.4423500262200832	False	0.971830985915493	0.032224532224532226	781	962	-0.0037141693755984306	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRD1	MHC_I	1.4487569946795702	False	0.971830985915493	0.042821158690176324	781	397	1.444068443030119	False	0.971830985915493	0.04054054054054054	781	962	0.004688551649451256	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	KLRK1	MHC_I	1.434502363204956	False	0.971830985915493	0.0	781	397	1.4346002721140394	False	0.971830985915493	0.0010395010395010396	781	962	-9.790890908334404e-05	False	False	BD_immune05	P05	TN	397	962	781
HLA-F	LILRB1	MHC_I	0.5425820734235458	False	0.5480153649167734	0.0025188916876574307	781	397	0.5423443011095515	False	0.5480153649167734	0.0010395010395010396	781	962	0.0002377723139943555	False	False	BD_immune05	P05	TN	397	962	781
HLA-F	LILRB2	MHC_I	0.542171061038971	False	0.5480153649167734	0.0	781	397	0.5429338575340807	False	0.5480153649167734	0.0010395010395010396	781	962	-0.0007627964951097965	False	False	BD_immune05	P05	TN	397	962	781
HLA-G	LILRB1	MHC_I	0.0017405475373379886	False	0.0012804097311139564	0.0025188916876574307	781	397	0.0015027752233436331	False	0.0012804097311139564	0.0010395010395010396	781	962	0.0002377723139943555	False	False	BD_immune05	P05	TN	397	962	781
HLA-G	LILRB2	MHC_I	0.0013295351527631283	False	0.0012804097311139564	0.0	781	397	0.002092331647872925	False	0.0012804097311139564	0.0010395010395010396	781	962	-0.0007627964951097965	False	False	BD_immune05	P05	TN	397	962	781
B2M+CD1B	IL6ST	MHC_I_partial	0.348997563123703	False	0.0	0.5894206549118388	781	397	0.354570597410202	False	0.0	0.58004158004158	781	962	-0.0055730342864990234	False	False	BD_immune05	P05	TN	397	962	781
CD1D	LILRB2	MHC_I_partial	0.0	False	0.0	0.0	781	397	0.0007627964951097965	False	0.0	0.0010395010395010396	781	962	-0.0007627964951097965	False	False	BD_immune05	P05	TN	397	962	781
CEACAM5	CD8A	MHC_I_partial	0.002842802321538329	False	0.0	0.007556675062972292	781	397	0.0027117738500237465	False	0.0	0.009355509355509356	781	962	0.00013102847151458263	False	False	BD_immune05	P05	TN	397	962	781
HLA-E	VSIR	MHC_I_partial	1.5275443494319916	True	0.971830985915493	0.2795969773299748	781	397	1.5100344344973564	True	0.971830985915493	0.23284823284823286	781	962	0.017509914934635162	True	True	BD_immune05	P05	TN	397	962	781
HLA-F	VSIR	MHC_I_partial	0.6352130472660065	True	0.5480153649167734	0.2795969773299748	781	397	0.6177031323313713	True	0.5480153649167734	0.23284823284823286	781	962	0.017509914934635162	True	True	BD_immune05	P05	TN	397	962	781
LCK	CD8A+CD8B	MHC_I_partial	0.4881838858127594	False	0.5044814340588989	0.0	781	397	0.4881838858127594	False	0.5044814340588989	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
MICA	HCST+KLRK1	MHC_I_partial	0.014028793200850487	False	0.019206145966709345	0.0	781	397	0.01412670210993383	False	0.019206145966709345	0.0010395010395010396	781	962	-9.790890908334404e-05	False	False	BD_immune05	P05	TN	397	962	781
MICB	HCST+KLRK1	MHC_I_partial	0.06525495648384094	False	0.07810499359795134	0.0	781	397	0.06535286539292429	False	0.07810499359795134	0.0010395010395010396	781	962	-9.790890908334404e-05	False	False	BD_immune05	P05	TN	397	962	781
ULBP1	HCST+KLRK1	MHC_I_partial	0.0013494661543518305	False	0.0012804097311139564	0.0	781	397	0.0014473750634351745	False	0.0012804097311139564	0.0010395010395010396	781	962	-9.790890908334404e-05	False	False	BD_immune05	P05	TN	397	962	781
ULBP2	HCST+KLRK1	MHC_I_partial	0.006858977489173412	False	0.010243277848911651	0.0	781	397	0.006956886398256756	False	0.010243277848911651	0.0010395010395010396	781	962	-9.790890908334404e-05	False	False	BD_immune05	P05	TN	397	962	781
CCL19	CCR7	T_recruit	0.0014754818985238671	False	0.0012804097311139564	0.0	781	397	0.0017811290454119444	False	0.0012804097311139564	0.002079002079002079	781	962	-0.00030564714688807726	False	False	BD_immune05	P05	TN	397	962	781
CCL21	CCR7	T_recruit	0.0	False	0.0	0.0	781	397	0.00030564714688807726	False	0.0	0.002079002079002079	781	962	-0.00030564714688807726	False	False	BD_immune05	P05	TN	397	962	781
CCL3	CCR1	T_recruit	0.21487218118272722	False	0.1677336747759283	0.007556675062972292	781	397	0.21633206424303353	False	0.1677336747759283	0.008316008316008316	781	962	-0.0014598830603063107	False	False	BD_immune05	P05	TN	397	962	781
CCL3	CCR5	T_recruit	0.21332158148288727	False	0.1677336747759283	0.0	781	397	0.21358766028424725	False	0.1677336747759283	0.002079002079002079	781	962	-0.0002660788013599813	False	False	BD_immune05	P05	TN	397	962	781
CCL4	CCR5	T_recruit	0.4135252833366394	False	0.2855313700384123	0.0	781	397	0.4137913621379994	False	0.2855313700384123	0.002079002079002079	781	962	-0.0002660788013599813	False	False	BD_immune05	P05	TN	397	962	781
CCL5	CCR1	T_recruit	0.9274714437779039	False	0.5403329065300896	0.007556675062972292	781	397	0.9289313268382102	False	0.5403329065300896	0.008316008316008316	781	962	-0.0014598830603063107	False	False	BD_immune05	P05	TN	397	962	781
CCL5	CCR5	T_recruit	0.925920844078064	False	0.5403329065300896	0.0	781	397	0.926186922879424	False	0.5403329065300896	0.002079002079002079	781	962	-0.0002660788013599813	False	False	BD_immune05	P05	TN	397	962	781
CX3CL1	CX3CR1	T_recruit	0.0026806811802089214	False	0.0	0.0025188916876574307	781	397	0.0009953298140317202	False	0.0	0.0010395010395010396	781	962	0.0016853513661772013	False	False	BD_immune05	P05	TN	397	962	781
CXCL10	CXCR3	T_recruit	0.0026730874087661505	False	0.0038412291933418692	0.0	781	397	0.004637193400412798	False	0.0038412291933418692	0.0031185031185031187	781	962	-0.0019641059916466475	False	False	BD_immune05	P05	TN	397	962	781
CXCL11	CXCR3	T_recruit	0.001287406892515719	False	0.0012804097311139564	0.0	781	397	0.0032515128841623664	False	0.0012804097311139564	0.0031185031185031187	781	962	-0.0019641059916466475	False	False	BD_immune05	P05	TN	397	962	781
CXCL12	CXCR4	T_recruit	0.08558041183277965	False	0.0012804097311139564	0.16120906801007556	781	397	0.12397920666262507	False	0.0012804097311139564	0.2182952182952183	781	962	-0.03839879482984543	False	False	BD_immune05	P05	TN	397	962	781
CXCL13	CXCR5	T_recruit	0.2282153164560441	False	0.16517285531370038	0.0025188916876574307	781	397	0.22813834276166745	False	0.16517285531370038	0.002079002079002079	781	962	7.697369437664747e-05	False	False	BD_immune05	P05	TN	397	962	781
CXCL16	CXCR6	T_recruit	0.01445849146693945	False	0.016645326504481434	0.0	781	397	0.01445849146693945	False	0.016645326504481434	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
CXCL9	CXCR3	T_recruit	0.001743640867061913	False	0.0012804097311139564	0.0	781	397	0.0037077468587085605	False	0.0012804097311139564	0.0031185031185031187	781	962	-0.0019641059916466475	False	False	BD_immune05	P05	TN	397	962	781
CCL19	ACKR4	T_recruit_partial	0.0030385691206902266	False	0.0012804097311139564	0.010075566750629723	781	397	0.002680737408809364	False	0.0012804097311139564	0.005197505197505198	781	962	0.0003578317118808627	False	False	BD_immune05	P05	TN	397	962	781
CCL19	CCRL2	T_recruit_partial	0.04156970849726349	False	0.0012804097311139564	0.14105793450881612	781	397	0.029149259091354907	False	0.0012804097311139564	0.08004158004158005	781	962	0.012420449405908585	False	False	BD_immune05	P05	TN	397	962	781
CCL21	ACKR4	T_recruit_partial	0.0015630872221663594	False	0.0	0.010075566750629723	781	397	0.0012052555102854967	False	0.0	0.005197505197505198	781	962	0.0003578317118808627	False	False	BD_immune05	P05	TN	397	962	781
CCL23	CCR1	T_recruit_partial	0.004181539872661233	False	0.002560819462227913	0.007556675062972292	781	397	0.005641422932967544	False	0.002560819462227913	0.008316008316008316	781	962	-0.0014598830603063107	False	False	BD_immune05	P05	TN	397	962	781
CCL3	ACKR2	T_recruit_partial	0.26728231087327003	True	0.1677336747759283	0.18639798488664988	781	397	0.2663732022047043	True	0.1677336747759283	0.18295218295218296	781	962	0.0009091086685657501	True	True	BD_immune05	P05	TN	397	962	781
CCL3	CCR3	T_recruit_partial	0.213623706222279	False	0.1677336747759283	0.0025188916876574307	781	397	0.21332158148288727	False	0.1677336747759283	0.0	781	962	0.00030212473939172924	False	False	BD_immune05	P05	TN	397	962	781
CCL4	ACKR2	T_recruit_partial	0.46748601272702217	True	0.2855313700384123	0.18639798488664988	781	397	0.4665769040584564	True	0.2855313700384123	0.18295218295218296	781	962	0.0009091086685657501	True	True	BD_immune05	P05	TN	397	962	781
CCL5	ACKR1	T_recruit_partial	0.925920844078064	False	0.5403329065300896	0.0	781	397	0.9260519119125092	False	0.5403329065300896	0.0010395010395010396	781	962	-0.00013106783444527537	False	False	BD_immune05	P05	TN	397	962	781
CCL5	ACKR2	T_recruit_partial	0.9798815734684467	True	0.5403329065300896	0.18639798488664988	781	397	0.978972464799881	True	0.5403329065300896	0.18295218295218296	781	962	0.0009091086685657501	True	True	BD_immune05	P05	TN	397	962	781
CCL5	CCR3	T_recruit_partial	0.9262229688174557	False	0.5403329065300896	0.0025188916876574307	781	397	0.925920844078064	False	0.5403329065300896	0.0	781	962	0.00030212473939172924	False	False	BD_immune05	P05	TN	397	962	781
CCL5	CCR4	T_recruit_partial	0.926314929878572	False	0.5403329065300896	0.0025188916876574307	781	397	0.925920844078064	False	0.5403329065300896	0.0	781	962	0.0003940858005080372	False	False	BD_immune05	P05	TN	397	962	781
CCL5	GPR75	T_recruit_partial	0.925920844078064	False	0.5403329065300896	0.0	781	397	0.926148984421161	False	0.5403329065300896	0.002079002079002079	781	962	-0.00022814034309703857	False	False	BD_immune05	P05	TN	397	962	781
CCL7	CCR1	T_recruit_partial	0.0015505996998399496	False	0.0	0.007556675062972292	781	397	0.0030104827601462603	False	0.0	0.008316008316008316	781	962	-0.0014598830603063107	False	False	BD_immune05	P05	TN	397	962	781
CCL7	CCR5	T_recruit_partial	0.0	False	0.0	0.0	781	397	0.0002660788013599813	False	0.0	0.002079002079002079	781	962	-0.0002660788013599813	False	False	BD_immune05	P05	TN	397	962	781
CCL8	CCR1	T_recruit_partial	0.00489576137624681	False	0.005121638924455826	0.007556675062972292	781	397	0.006355644436553121	False	0.005121638924455826	0.008316008316008316	781	962	-0.0014598830603063107	False	False	BD_immune05	P05	TN	397	962	781
CCL8	CCR5	T_recruit_partial	0.0033451616764068604	False	0.005121638924455826	0.0	781	397	0.0036112404777668417	False	0.005121638924455826	0.002079002079002079	781	962	-0.0002660788013599813	False	False	BD_immune05	P05	TN	397	962	781
CXCL10	DPP4	T_recruit_partial	0.1527177223470062	False	0.0038412291933418692	0.31738035264483627	781	397	0.12118422030471265	False	0.0038412291933418692	0.25363825363825365	781	962	0.03153350204229355	False	False	BD_immune05	P05	TN	397	962	781
CXCL11	ACKR3	T_recruit_partial	0.002238386543467641	False	0.0012804097311139564	0.0025188916876574307	781	397	0.006858928711153567	False	0.0012804097311139564	0.010395010395010396	781	962	-0.004620542167685926	False	False	BD_immune05	P05	TN	397	962	781
CXCL11	DPP4	T_recruit_partial	0.15133204183075577	False	0.0012804097311139564	0.31738035264483627	781	397	0.11979853978846222	False	0.0012804097311139564	0.25363825363825365	781	962	0.03153350204229355	False	False	BD_immune05	P05	TN	397	962	781
CXCL12	DPP4	T_recruit_partial	0.15086785284802318	False	0.0012804097311139564	0.31738035264483627	781	397	0.11933435080572963	False	0.0012804097311139564	0.25363825363825365	781	962	0.03153350204229355	False	False	BD_immune05	P05	TN	397	962	781
CXCL13	ACKR4	T_recruit_partial	0.22941653442103416	False	0.16517285531370038	0.010075566750629723	781	397	0.2290587027091533	False	0.16517285531370038	0.005197505197505198	781	962	0.0003578317118808627	False	False	BD_immune05	P05	TN	397	962	781
CXCL14	CXCR4	T_recruit_partial	0.2237510234117508	True	0.1702944942381562	0.16120906801007556	781	397	0.2621498182415962	True	0.1702944942381562	0.2182952182952183	781	962	-0.03839879482984543	True	True	BD_immune05	P05	TN	397	962	781
CXCL9	DPP4	T_recruit_partial	0.15178827580530196	False	0.0012804097311139564	0.31738035264483627	781	397	0.12025477376300842	False	0.0012804097311139564	0.25363825363825365	781	962	0.03153350204229355	False	False	BD_immune05	P05	TN	397	962	781
PF4	CXCR3	T_recruit_partial	0.0	False	0.0	0.0	781	397	0.0019641059916466475	False	0.0	0.0031185031185031187	781	962	-0.0019641059916466475	False	False	BD_immune05	P05	TN	397	962	781
ADCYAP1	VIPR1	other	0.003373344661667943	False	0.0012804097311139564	0.010075566750629723	781	397	0.001565533340908587	False	0.0012804097311139564	0.0031185031185031187	781	962	0.001807811320759356	False	False	BD_immune05	P05	TN	397	962	781
ADCYAP1	VIPR2	other	0.005662155337631702	False	0.0012804097311139564	0.030226700251889168	781	397	0.017370843794196844	False	0.0012804097311139564	0.05093555093555094	781	962	-0.011708688456565142	False	False	BD_immune05	P05	TN	397	962	781
ADM2	CALCRL+RAMP2	other	0.012661471031606197	False	0.012804097311139564	0.0	781	397	0.01286923183943145	False	0.012804097311139564	0.0010395010395010396	781	962	-0.00020776080782525241	False	False	BD_immune05	P05	TN	397	962	781
AGRN	PTPRS	other	0.004624854220310226	False	0.005121638924455826	0.0025188916876574307	781	397	0.0045277000608621165	False	0.005121638924455826	0.002079002079002079	781	962	9.715415944810957e-05	False	False	BD_immune05	P05	TN	397	962	781
AKR1B1	PTGFR	other	0.11720281094312668	False	0.1446862996158771	0.0	781	397	0.11720281094312668	False	0.1446862996158771	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
AKR1C3	PTGDR	other	0.003628804348409176	False	0.0038412291933418692	0.0	781	397	0.004666636814363301	False	0.0038412291933418692	0.0010395010395010396	781	962	-0.001037832465954125	False	False	BD_immune05	P05	TN	397	962	781
AKR1C3	PTGFR	other	0.003628804348409176	False	0.0038412291933418692	0.0	781	397	0.003628804348409176	False	0.0038412291933418692	0.0	781	962	0.0	False	False	BD_immune05	P05	TN	397	962	781
ALCAM	CD6	other	0.01716943271458149	False	0.020486555697823303	0.0	781	397	0.017378933451254852	False	0.020486555697823303	0.0010395010395010396	781	962	-0.00020950073667336255	False	False	BD_immune05	P05	TN	397	962	781
ALDH1A1	CRABP2+RARA	other	0.04053230583667755	False	0.0	0.07052896725440806	781	397	0.0175857562571764	False	0.0	0.04573804573804574	781	962	0.022946549579501152	False	False	BD_immune05	P05	TN	397	962	781
ALDH1A1	CRABP2+RARA+RXRA	other	0.04053230583667755	False	0.0	0.07052896725440806	781	397	0.0175857562571764	False	0.0	0.04573804573804574	781	962	0.022946549579501152	False	False	BD_immune05	P05	TN	397	962	781
ALDH1A1	CRABP2+RARB	other	0.005777060054242611	False	0.0	0.0327455919395466	781	397	0.002219805959612131	False	0.0	0.010395010395010396	781	962	0.00355725409463048	False	False	BD_immune05	P05	TN	397	962	781
ALDH1A1	CRABP2+RARB+RXRB	other	0.005777060054242611	False	0.0	0.0327455919395466	781	397	0.002219805959612131	False	0.0	0.010395010395010396	781	962	0.00355725409463048	False	False	BD_immune05	P05	TN	397	962	781
ALDH1A1	CRABP2+RARG	other	0.04053230583667755	False	0.0	0.07052896725440806	781	397	0.0175857562571764	False	0.0	0.04573804573804574	781	962	0.022946549579501152	False	False	BD_immune05	P05	TN	397	962	781
