ligand	receptor	pathway	cpdb_mean_score_high	pass_expr_prop_high	ligand_frac_high	receptor_frac_high	n_sender_high	n_receiver_high	cpdb_mean_score_low	pass_expr_prop_low	ligand_frac_low	receptor_frac_low	n_sender_low	n_receiver_low	delta_high_minus_low	pass_either	pass_both	Sample	patient	paper_group	n_high	n_low	n_tnk
CCL5	CCR5	T_recruit	1.3290722370147705	False	0.8465266558966075	0.0	619	386	1.329830554430373	False	0.8465266558966075	0.005494505494505495	619	182	-0.0007583174156025052	False	False	BD_immune01	P01	TN	386	182	619
CX3CL1	CX3CR1	T_recruit	0.002043926389887929	False	0.0	0.012953367875647668	619	386	0.0	False	0.0	0.0	619	182	0.002043926389887929	False	False	BD_immune01	P01	TN	386	182	619
CXCL10	CXCR3	T_recruit	0.0003464636974968016	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0003464636974968016	False	False	BD_immune01	P01	TN	386	182	619
CXCL11	CXCR3	T_recruit	0.0003464636974968016	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0003464636974968016	False	False	BD_immune01	P01	TN	386	182	619
CXCL12	CXCR4	T_recruit	0.05079976096749306	False	0.0	0.23056994818652848	619	386	0.05331169813871384	False	0.0	0.2032967032967033	619	182	-0.0025119371712207794	False	False	BD_immune01	P01	TN	386	182	619
CXCL13	CXCR5	T_recruit	0.01373008731752634	False	0.011308562197092083	0.0	619	386	0.01373008731752634	False	0.011308562197092083	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
CXCL16	CXCR6	T_recruit	0.029870765283703804	False	0.033925686591276254	0.0	619	386	0.029870765283703804	False	0.033925686591276254	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
CXCL9	CXCR3	T_recruit	0.0003464636974968016	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0003464636974968016	False	False	BD_immune01	P01	TN	386	182	619
CCL19	ACKR4	T_recruit_partial	0.0006183373625390232	False	0.0	0.0025906735751295338	619	386	0.0007193447090685368	False	0.0	0.005494505494505495	619	182	-0.0001010073465295136	False	False	BD_immune01	P01	TN	386	182	619
CCL19	CCRL2	T_recruit_partial	0.015706826001405716	False	0.0	0.07253886010362694	619	386	0.00931073073297739	False	0.0	0.04945054945054945	619	182	0.006396095268428326	False	False	BD_immune01	P01	TN	386	182	619
CCL21	ACKR4	T_recruit_partial	0.0006183373625390232	False	0.0	0.0025906735751295338	619	386	0.0007193447090685368	False	0.0	0.005494505494505495	619	182	-0.0001010073465295136	False	False	BD_immune01	P01	TN	386	182	619
CCL23	CCR1	T_recruit_partial	0.007443451322615147	False	0.0	0.02849740932642487	619	386	0.007491953205317259	False	0.0	0.02197802197802198	619	182	-4.85018827021122e-05	False	False	BD_immune01	P01	TN	386	182	619
CCL3	ACKR2	T_recruit_partial	0.1796207610750571	False	0.1631663974151858	0.007772020725388601	619	386	0.17854534089565277	False	0.1631663974151858	0.0	619	182	0.0010754201794043183	False	False	BD_immune01	P01	TN	386	182	619
CCL3	CCR3	T_recruit_partial	0.1789251492882613	False	0.1631663974151858	0.0025906735751295338	619	386	0.17854534089565277	False	0.1631663974151858	0.0	619	182	0.00037980839260853827	False	False	BD_immune01	P01	TN	386	182	619
CCL4	ACKR2	T_recruit_partial	1.1644120548153296	False	0.7302100161550888	0.007772020725388601	619	386	1.1633366346359253	False	0.7302100161550888	0.0	619	182	0.0010754201794043183	False	False	BD_immune01	P01	TN	386	182	619
CCL5	ACKR1	T_recruit_partial	1.3290722370147705	False	0.8465266558966075	0.0	619	386	1.3290722370147705	False	0.8465266558966075	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
CCL5	ACKR2	T_recruit_partial	1.3301476571941748	False	0.8465266558966075	0.007772020725388601	619	386	1.3290722370147705	False	0.8465266558966075	0.0	619	182	0.0010754201794043183	False	False	BD_immune01	P01	TN	386	182	619
CCL5	CCR3	T_recruit_partial	1.329452045407379	False	0.8465266558966075	0.0025906735751295338	619	386	1.3290722370147705	False	0.8465266558966075	0.0	619	182	0.00037980839260853827	False	False	BD_immune01	P01	TN	386	182	619
CCL5	CCR4	T_recruit_partial	1.3290722370147705	False	0.8465266558966075	0.0	619	386	1.3290722370147705	False	0.8465266558966075	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
CCL5	GPR75	T_recruit_partial	1.3306460616877303	False	0.8465266558966075	0.010362694300518135	619	386	1.329499682673486	False	0.8465266558966075	0.005494505494505495	619	182	0.001146379014244303	False	False	BD_immune01	P01	TN	386	182	619
CCL7	CCR1	T_recruit_partial	0.007443451322615147	False	0.0	0.02849740932642487	619	386	0.007491953205317259	False	0.0	0.02197802197802198	619	182	-4.85018827021122e-05	False	False	BD_immune01	P01	TN	386	182	619
CCL7	CCR5	T_recruit_partial	0.0	False	0.0	0.0	619	386	0.0007583174156025052	False	0.0	0.005494505494505495	619	182	-0.0007583174156025052	False	False	BD_immune01	P01	TN	386	182	619
CCL8	CCR1	T_recruit_partial	0.009261530707590282	False	0.0032310177705977385	0.02849740932642487	619	386	0.009310032590292394	False	0.0032310177705977385	0.02197802197802198	619	182	-4.85018827021122e-05	False	False	BD_immune01	P01	TN	386	182	619
CCL8	CCR5	T_recruit_partial	0.0018180793849751353	False	0.0032310177705977385	0.0	619	386	0.0025763968005776405	False	0.0032310177705977385	0.005494505494505495	619	182	-0.0007583174156025052	False	False	BD_immune01	P01	TN	386	182	619
CXCL10	DPP4	T_recruit_partial	0.0013819668674841523	False	0.0	0.010362694300518135	619	386	0.00323956785723567	False	0.0	0.02197802197802198	619	182	-0.0018576009897515178	False	False	BD_immune01	P01	TN	386	182	619
CXCL11	ACKR3	T_recruit_partial	0.22244146466255188	False	0.0	0.37305699481865284	619	386	0.1765732765197754	False	0.0	0.32967032967032966	619	182	0.04586818814277649	False	False	BD_immune01	P01	TN	386	182	619
CXCL11	DPP4	T_recruit_partial	0.0013819668674841523	False	0.0	0.010362694300518135	619	386	0.00323956785723567	False	0.0	0.02197802197802198	619	182	-0.0018576009897515178	False	False	BD_immune01	P01	TN	386	182	619
CXCL12	DPP4	T_recruit_partial	0.0013819668674841523	False	0.0	0.010362694300518135	619	386	0.00323956785723567	False	0.0	0.02197802197802198	619	182	-0.0018576009897515178	False	False	BD_immune01	P01	TN	386	182	619
CXCL13	ACKR4	T_recruit_partial	0.014348424680065364	False	0.011308562197092083	0.0025906735751295338	619	386	0.014449432026594877	False	0.011308562197092083	0.005494505494505495	619	182	-0.0001010073465295136	False	False	BD_immune01	P01	TN	386	182	619
CXCL14	CXCR4	T_recruit_partial	0.17084969952702522	True	0.1421647819063005	0.23056994818652848	619	386	0.173361636698246	True	0.1421647819063005	0.2032967032967033	619	182	-0.0025119371712207794	True	True	BD_immune01	P01	TN	386	182	619
CXCL9	DPP4	T_recruit_partial	0.0013819668674841523	False	0.0	0.010362694300518135	619	386	0.00323956785723567	False	0.0	0.02197802197802198	619	182	-0.0018576009897515178	False	False	BD_immune01	P01	TN	386	182	619
PF4	CXCR3	T_recruit_partial	0.0003464636974968016	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0003464636974968016	False	False	BD_immune01	P01	TN	386	182	619
ADCYAP1	VIPR1	other	0.0191600879188627	False	0.0016155088852988692	0.08031088082901554	619	386	0.02518759830854833	False	0.0016155088852988692	0.06593406593406594	619	182	-0.006027510389685631	False	False	BD_immune01	P01	TN	386	182	619
ADCYAP1	VIPR2	other	0.0013720502611249685	False	0.0016155088852988692	0.0	619	386	0.0044326328206807375	False	0.0016155088852988692	0.01098901098901099	619	182	-0.003060582559555769	False	False	BD_immune01	P01	TN	386	182	619
ADM2	CALCRL+RAMP2	other	0.019969536922872066	False	0.009693053311793215	0.05958549222797927	619	386	0.0184917151927948	False	0.009693053311793215	0.038461538461538464	619	182	0.0014778217300772667	False	False	BD_immune01	P01	TN	386	182	619
AGRN	PTPRS	other	0.009142586961388588	False	0.004846526655896607	0.03626943005181347	619	386	0.010686255060136318	False	0.004846526655896607	0.04395604395604396	619	182	-0.0015436680987477303	False	False	BD_immune01	P01	TN	386	182	619
AKR1B1	PTGFR	other	0.0930051258765161	False	0.1098546042003231	0.0025906735751295338	619	386	0.09247282147407532	False	0.1098546042003231	0.0	619	182	0.0005323044024407864	False	False	BD_immune01	P01	TN	386	182	619
AKR1C3	PTGDR	other	0.03728837892413139	False	0.04361873990306947	0.0	619	386	0.03728837892413139	False	0.04361873990306947	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
AKR1C3	PTGFR	other	0.03782068332657218	False	0.04361873990306947	0.0025906735751295338	619	386	0.03728837892413139	False	0.04361873990306947	0.0	619	182	0.0005323044024407864	False	False	BD_immune01	P01	TN	386	182	619
ALCAM	CD6	other	0.02092502429150045	False	0.01938610662358643	0.012953367875647668	619	386	0.017456689849495888	False	0.01938610662358643	0.0	619	182	0.0034683344420045614	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RARA	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.05281622614711523	False	0.008077544426494346	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RARA+RXRA	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.05281622614711523	False	0.008077544426494346	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RARB	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.035596526227891445	False	0.008077544426494346	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RARB+RXRB	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.035596526227891445	False	0.008077544426494346	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RARG	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.07506514992564917	False	0.008077544426494346	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RXRA	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.07506514992564917	False	0.008077544426494346	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	CRABP2+RXRB	other	0.04899441357702017	False	0.008077544426494346	0.13471502590673576	619	386	0.06117483880370855	False	0.008077544426494346	0.14285714285714285	619	182	-0.012180425226688385	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A1	RORB	other	0.008566027972847223	False	0.008077544426494346	0.010362694300518135	619	386	0.010273494757711887	False	0.008077544426494346	0.02197802197802198	619	182	-0.001707466784864664	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RARA	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.04676416516304016	False	0.0	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RARA+RXRA	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.04676416516304016	False	0.0	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RARB	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.029544465243816376	False	0.0	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RARB+RXRB	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.029544465243816376	False	0.0	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RARG	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.0690130889415741	False	0.0	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RXRA	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.0690130889415741	False	0.0	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	CRABP2+RXRB	other	0.0429423525929451	False	0.0	0.13471502590673576	619	386	0.055122777819633484	False	0.0	0.14285714285714285	619	182	-0.012180425226688385	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A2	RORB	other	0.002513966988772154	False	0.0	0.010362694300518135	619	386	0.004221433773636818	False	0.0	0.02197802197802198	619	182	-0.001707466784864664	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RARA	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.048183227772824466	False	0.0016155088852988692	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RARA+RXRA	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.048183227772824466	False	0.0016155088852988692	0.14285714285714285	619	182	-0.0038218125700950623	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RARB	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.03096352785360068	False	0.0016155088852988692	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RARB+RXRB	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.03096352785360068	False	0.0016155088852988692	0.12637362637362637	619	182	0.013397887349128723	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RARG	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.0704321515513584	False	0.0016155088852988692	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RXRA	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.0704321515513584	False	0.0016155088852988692	0.14285714285714285	619	182	-0.026070736348628998	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	CRABP2+RXRB	other	0.044361415202729404	False	0.0016155088852988692	0.13471502590673576	619	386	0.05654184042941779	False	0.0016155088852988692	0.14285714285714285	619	182	-0.012180425226688385	False	False	BD_immune01	P01	TN	386	182	619
ALDH1A3	RORB	other	0.003933029598556459	False	0.0016155088852988692	0.010362694300518135	619	386	0.005640496383421123	False	0.0016155088852988692	0.02197802197802198	619	182	-0.001707466784864664	False	False	BD_immune01	P01	TN	386	182	619
ALOX5+ALOX5AP+LTC4S	CYSLTR1	other	0.0020086439326405525	False	0.0016155088852988692	0.0051813471502590676	619	386	0.0023304615751840174	False	0.0016155088852988692	0.005494505494505495	619	182	-0.0003218176425434649	False	False	BD_immune01	P01	TN	386	182	619
ALOX5+ALOX5AP+LTC4S	CYSLTR2	other	0.0017838964413385838	False	0.0016155088852988692	0.0025906735751295338	619	386	0.002403371559921652	False	0.0016155088852988692	0.005494505494505495	619	182	-0.0006194751185830683	False	False	BD_immune01	P01	TN	386	182	619
ALOX5+ALOX5AP+LTC4S	FPR2	other	0.0038151273038238287	False	0.0016155088852988692	0.018134715025906734	619	386	0.002257000422105193	False	0.0016155088852988692	0.005494505494505495	619	182	0.0015581268817186356	False	False	BD_immune01	P01	TN	386	182	619
ALOX5+ALOX5AP+LTC4S	OXER1	other	0.0015075304545462132	False	0.0016155088852988692	0.0	619	386	0.0015075304545462132	False	0.0016155088852988692	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
AMH	ACVR1+AMHR2	other	0.0005820216028951108	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0005820216028951108	False	False	BD_immune01	P01	TN	386	182	619
AMH	AMHR2+BMPR1A	other	0.0005820216028951108	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0005820216028951108	False	False	BD_immune01	P01	TN	386	182	619
AMH	AMHR2+BMPR1B	other	0.0005820216028951108	False	0.0	0.0025906735751295338	619	386	0.0	False	0.0	0.0	619	182	0.0005820216028951108	False	False	BD_immune01	P01	TN	386	182	619
ANXA1	FPR1	other	0.627234099432826	True	0.5654281098546042	0.11139896373056994	619	386	0.6321486588567495	True	0.5654281098546042	0.12087912087912088	619	182	-0.004914559423923492	True	True	BD_immune01	P01	TN	386	182	619
ANXA1	FPR2	other	0.6064596206415445	False	0.5654281098546042	0.018134715025906734	619	386	0.6049014937598258	False	0.5654281098546042	0.005494505494505495	619	182	0.0015581268817186356	False	False	BD_immune01	P01	TN	386	182	619
ANXA1	FPR3	other	0.612071780487895	False	0.5654281098546042	0.02072538860103627	619	386	0.608236990403384	False	0.5654281098546042	0.005494505494505495	619	182	0.0038347900845110416	False	False	BD_immune01	P01	TN	386	182	619
APLN	APLNR	other	0.0	False	0.0	0.0	619	386	0.0	False	0.0	0.0	619	182	0.0	False	False	BD_immune01	P01	TN	386	182	619
APLP2	PIGR	other	0.13538838119711727	False	0.1518578352180937	0.0025906735751295338	619	386	0.13464246032526717	False	0.1518578352180937	0.005494505494505495	619	182	0.0007459208718501031	False	False	BD_immune01	P01	TN	386	182	619
APLP2	PLXNA4	other	0.13699038606137037	False	0.1518578352180937	0.007772020725388601	619	386	0.13469864282524213	False	0.1518578352180937	0.005494505494505495	619	182	0.002291743236128241	False	False	BD_immune01	P01	TN	386	182	619
APOA1	ABCA1	other	0.17453749477863312	False	0.0	0.43005181347150256	619	386	0.09879687428474426	False	0.0	0.2802197802197802	619	182	0.07574062049388885	False	False	BD_immune01	P01	TN	386	182	619
APOA1	AMN+CUBN	other	0.0	False	0.0	0.0	619	386	0.0010520366486161947	False	0.0	0.005494505494505495	619	182	-0.0010520366486161947	False	False	BD_immune01	P01	TN	386	182	619
APOA1	TREM2+TYROBP	other	0.005959641188383102	False	0.0	0.03626943005181347	619	386	0.0023520237300544977	False	0.0	0.01098901098901099	619	182	0.0036076174583286047	False	False	BD_immune01	P01	TN	386	182	619
APOB	APOBR	other	0.0017079015960916877	False	0.0	0.010362694300518135	619	386	0.0	False	0.0	0.0	619	182	0.0017079015960916877	False	False	BD_immune01	P01	TN	386	182	619
APOB	TREM2+TYROBP	other	0.005959641188383102	False	0.0	0.03626943005181347	619	386	0.0023520237300544977	False	0.0	0.01098901098901099	619	182	0.0036076174583286047	False	False	BD_immune01	P01	TN	386	182	619
