accession,file,size_bytes,is_processed_candidate
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A1_matrix.mtx.gz,17825792,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A2_barcodes.tsv.gz,17408,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A2_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A2_matrix.mtx.gz,17825792,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A3_barcodes.tsv.gz,1536,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A3_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A3_matrix.mtx.gz,1048576,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A4_barcodes.tsv.gz,7372,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A4_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_A1-A4_RNA_A4_matrix.mtx.gz,5767168,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN10_barcodes.tsv.gz,18432,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN10_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN10_matrix.mtx.gz,17825792,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN12_barcodes.tsv.gz,15360,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN12_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN12_matrix.mtx.gz,13631488,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN7_barcodes.tsv.gz,1024,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN7_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN7_matrix.mtx.gz,783360,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN9_barcodes.tsv.gz,15360,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN9_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_LN7-9-10-12_RNA_LN9_matrix.mtx.gz,15728640,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R1_barcodes.tsv.gz,4915,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R1_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R1_matrix.mtx.gz,3355443,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R2_barcodes.tsv.gz,4812,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R2_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R2_matrix.mtx.gz,3040870,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R3_barcodes.tsv.gz,2867,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R3_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R3_matrix.mtx.gz,1887436,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R4_barcodes.tsv.gz,3891,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R4_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R4_matrix.mtx.gz,2726297,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R5_barcodes.tsv.gz,6144,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R5_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R5_matrix.mtx.gz,5033164,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R6_barcodes.tsv.gz,949,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R6_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R1-R6_RNA_R6_matrix.mtx.gz,526336,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R7_barcodes.tsv.gz,55296,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R7_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R7_matrix.mtx.gz,71303168,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R8_barcodes.tsv.gz,40960,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R8_features.tsv.gz,305152,True
GSE185204,GSE185204_multimer_MSK1263_R7-R8_RNA_R8_matrix.mtx.gz,46137344,True
GSE185204,filelist.txt,7577,True
GSE185204,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE185205,GSE185205_RAW.tar,32505856,False
GSE185205,filelist.txt,13312,True
GSE185205,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE185206,GSE185206_RAW.tar,979369984,False
GSE185206,filelist.txt,21504,True
GSE185206,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE186446,GSE186446_fcount_aggr.txt.gz,1258291,True
GSE186446,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE186872,GSE186872_Raw_gene_counts_matrix.txt.gz,409600,True
GSE186872,GSE186872_gene_FPKM_matrix.txt.gz,1677721,True
GSE186872,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE189045,GSE189045_RAW.tar,1468006,False
GSE189045,filelist.txt,1638,True
GSE189045,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE189628,GSE189628_RAW.tar,26214400,False
GSE189628,filelist.txt,2048,True
GSE189628,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE189804,GSE189804_A549_counts.txt.gz,350208,True
GSE189804,GSE189804_IFNy_A549_counts.txt.gz,841728,True
GSE189804,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE190731,GSE190731_RAW.tar,112197632,False
GSE190731,filelist.txt,1740,True
GSE190731,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE192402,GSE192402_RAW.tar,71303168,False
GSE192402,filelist.txt,11264,True
GSE192402,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE192591,GSE192591_count.txt.gz,441344,True
GSE192591,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE192790,GSE192790_RAW.tar,15728640,False
GSE192790,filelist.txt,522,True
GSE192790,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE193049,GSE193049_RAW.tar,901120,False
GSE193049,filelist.txt,519,True
GSE193049,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE193534,GSE193534_matrix_expression_TPM.txt.gz,4613734,True
GSE193534,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE193707,GSE193707_RAW.tar,3879731,False
GSE193707,filelist.txt,384,True
GSE193707,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE193719,GSE193719_RAW.tar,11534336,False
GSE193719,filelist.txt,834,True
GSE193719,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE194350,GSE194350_RAW.tar,1677721,False
GSE194350,filelist.txt,858,True
GSE194350,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE195770,GSE195770_RAW.tar,67108864,False
GSE195770,filelist.txt,737,True
GSE195770,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE197236,GSE197236_RAW.tar,18874368,False
GSE197236,filelist.txt,444,True
GSE197236,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE198099,GSE198099_RAW.tar,296747008,False
GSE198099,filelist.txt,1228,True
GSE198099,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE198896,GSE198896_RAW.tar,141557760,False
GSE198896,filelist.txt,1433,True
GSE198896,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE199299,GSE199299_RAW.tar,26214400,False
GSE199299,GSE199299_diff-gene-matrix.xlsx,14680064,True
GSE199299,filelist.txt,525,True
GSE199299,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE200146,GSE200146_counts.Cell.Lines.txt.gz,5347737,True
GSE200146,GSE200146_counts.Time.Course.txt.gz,1992294,True
GSE200146,GSE200146_meta.Cell.Lines.txt.gz,927,True
GSE200146,GSE200146_meta.Time.Course.txt.gz,376,True
GSE200146,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE201021,GSE201021_RAW.tar,30408704,False
GSE201021,GSE201021_rna-seq_p53_HCT116_drug_activation_BRep1_featurecounts.txt.gz,4928307,True
GSE201021,GSE201021_rna-seq_p53_HCT116_drug_activation_BRep2_featurecounts.txt.gz,5033164,True
GSE201021,filelist.txt,1126,True
GSE201021,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE201460,GSE201460_RNASeq_PSME4KDvsCTRLKD.csv.gz,1258291,True
GSE201460,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE201514,GSE201514_raw_counts.txt.gz,751616,True
GSE201514,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE202371,GSE202371_RAW.tar,175112192,False
GSE202371,filelist.txt,2048,True
GSE202371,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE205049,GSE205049_RAW.tar,218103808,False
GSE205049,GSE205049_scRNA-seq-annotations.csv.gz,742400,True
GSE205049,GSE205049_scRNA-seq-integrated_GEM.csv.gz,41943040,True
GSE205049,filelist.txt,3993,True
GSE205049,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE205354,GSE205354_RAW.tar,187695104,False
GSE205354,filelist.txt,1740,True
GSE205354,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE207422,GSE207422_NSCLC_bulk_RNAseq_log2TPM.txt.gz,5662310,True
GSE207422,GSE207422_NSCLC_bulk_RNAseq_metadata.xlsx,12288,True
GSE207422,GSE207422_NSCLC_scRNAseq_UMI_matrix.txt.gz,183500800,True
GSE207422,GSE207422_NSCLC_scRNAseq_metadata.xlsx,11264,True
GSE207422,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE208113,GSE208113_Natoli_et_al.RDS.gz,2254857830,True
GSE208113,GSE208113_RAW.tar,1932735283,False
GSE208113,filelist.txt,6246,True
GSE208113,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE208390,GSE208390_gene_count_matrix.csv.gz,832512,True
GSE208390,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE209973,GSE209973_FPKM.xlsx,2936012,True
GSE209973,GSE209973_total_count.xlsx,2306867,True
GSE209973,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE210516,GSE210516_RAW.tar,32505856,False
GSE210516,filelist.txt,780,True
GSE210516,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE210997,GSE210997_gene_expression_matrix_hg19_ensembl_PLASTICITY_polyA_samples.csv.gz,3670016,True
GSE210997,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE211044,GSE211044_bulkRNAseq_counts.txt.gz,4089446,True
GSE211044,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE211068,GSE211068_RAW.tar,163577856,False
GSE211068,filelist.txt,1024,True
GSE211068,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE211087,GSE211087_RAW.tar,8053063680,False
GSE211087,filelist.txt,2355,True
GSE211087,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE211153,GSE211153_ATL43T_bulkATAC.bw,57671680,False
GSE211153,GSE211153_HD_PBMC_eTconv_merged.bw,206569472,False
GSE211153,GSE211153_HD_PBMC_eTreg_merged.bw,108003328,False
GSE211153,GSE211153_HD_PBMC_effector_CD8posT_merged.bw,183500800,False
GSE211153,GSE211153_HD_PBMC_nTconv_merged.bw,293601280,False
GSE211153,GSE211153_HD_PBMC_nTreg_merged.bw,359661568,False
GSE211153,GSE211153_HD_PBMC_naive_CD8posT_merged.bw,152043520,False
GSE211153,GSE211153_HuT102_bulkATAC.bw,195035136,False
GSE211153,GSE211153_MJ_bulkATAC.bw,103809024,False
GSE211153,GSE211153_MT4_bulkATAC.bw,140509184,False
GSE211153,GSE211153_NSCLC_PBMC_eTconv_merged.bw,124780544,False
GSE211153,GSE211153_NSCLC_PBMC_eTreg_merged.bw,132120576,False
GSE211153,GSE211153_NSCLC_PBMC_effector_CD8posT_merged.bw,106954752,False
GSE211153,GSE211153_NSCLC_TIL_eTconv_merged.bw,214958080,False
GSE211153,GSE211153_NSCLC_TIL_eTreg_merged.bw,299892736,False
GSE211153,GSE211153_NSCLC_TIL_effector_CD8posT_merged.bw,161480704,False
GSE211153,GSE211153_bulkATACseq_counts.txt.gz,5242880,True
GSE211153,GSE211153_bulkATACseq_peak_lists.txt.gz,2097152,True
GSE211153,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE211282,GSE211282_RAW.tar,4831838208,False
GSE211282,filelist.txt,5734,True
GSE211282,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE212521,GSE212521_refseq_count.gct.gz,1572864,True
GSE212521,GSE212521_refseq_tpm.gct.gz,2202009,True
GSE212521,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE212622,GSE212622_RawData_LungTryp_NS_MM_HOSTRESPONSE_V1.0.csv.gz,25600,True
GSE212622,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE213590,GSE213590_Differentially_Expressed_Genes.xlsx,331776,True
GSE213590,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE213902,GSE213902_MQpool1_barcodes.tsv.gz,20480,True
GSE213902,GSE213902_MQpool1_features.tsv.gz,333824,True
GSE213902,GSE213902_MQpool1_filtered_contig_annotations.csv.gz,361472,True
GSE213902,GSE213902_MQpool1_matrix.mtx.gz,17825792,True
GSE213902,GSE213902_MQpool2_barcodes.tsv.gz,25600,True
GSE213902,GSE213902_MQpool2_features.tsv.gz,333824,True
GSE213902,GSE213902_MQpool2_filtered_contig_annotations.csv.gz,502784,True
GSE213902,GSE213902_MQpool2_matrix.mtx.gz,23068672,True
GSE213902,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE214585,GSE214585_RAW.tar,9646899,False
GSE214585,filelist.txt,1433,True
GSE214585,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE214992,GSE214992_NSCLC_panel_readcounts.txt.gz,3040870,True
GSE214992,GSE214992_baseline_deseq_output_with_gene_annotation.txt.gz,1468006,True
GSE214992,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE216055,GSE216055_RAW.tar,55574528,False
GSE216055,filelist.txt,620,True
GSE216055,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE216069,GSE216069_BI5_slyper_meta_data.csv.gz,29696,True
GSE216069,GSE216069_BI5_slyper_processed_data.csv.gz,10276044,True
GSE216069,GSE216069_Mel_meta_data.csv.gz,181248,True
GSE216069,GSE216069_Mel_processed_data.csv.gz,82837504,True
GSE216069,GSE216069_NR1_slyper_meta_data.csv.gz,3276,True
GSE216069,GSE216069_NR1_slyper_processed_data.csv.gz,1992294,True
GSE216069,GSE216069_NSCLC_meta_data.csv.gz,288768,True
GSE216069,GSE216069_NSCLC_processed_data.csv.gz,469762048,True
GSE216069,GSE216069_RAW.tar,14680064,False
GSE216069,GSE216069_UMEL_meta_data.csv.gz,1468006,True
GSE216069,GSE216069_UMEL_processed_data.csv.gz,2576980377,True
GSE216069,GSE216069_UM_meta_data.csv.gz,189440,True
GSE216069,GSE216069_UM_processed_data.csv.gz,161480704,True
GSE216069,GSE216069_ribas_meta_data.csv.gz,308224,True
GSE216069,GSE216069_ribas_processed_data.csv.gz,265289728,True
GSE216069,filelist.txt,10240,True
GSE216069,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE216297,GSE216297_TEP_Count_Matrix.RData.gz,1677721,True
GSE216297,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE217451,GSE217451_siMENA_H1650_fpkm_table_RAP.csv.gz,634880,True
GSE217451,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE218402,GSE218402_ADO_DEGs_PBMC.txt.gz,445440,True
GSE218402,GSE218402_NE_DEGs_A549.txt.gz,623616,True
GSE218402,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE221322,GSE221322_4301_protein_QC.csv.gz,20480,True
GSE221322,GSE221322_4301_protein_norm.csv.gz,38912,True
GSE221322,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE221733,GSE221733_4301_CTA_QC.xlsx,1782579,True
GSE221733,GSE221733_4301_CTA_initial.csv.gz,1048576,True
GSE221733,GSE221733_4301_CTA_norm.xlsx,1677721,True
GSE221733,GSE221733_RAW.tar,3145728,False
GSE221733,filelist.txt,7065,True
GSE221733,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE222859,GSE222859_barcodes.tsv.gz,260096,True
GSE222859,GSE222859_genes.tsv.gz,513024,True
GSE222859,GSE222859_matrix.mtx.gz,149946368,True
GSE222859,GSE222859_metadata.tsv.gz,14336,True
GSE222859,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE223779,GSE223779_RAW.tar,965738496,False
GSE223779,filelist.txt,1331,True
GSE223779,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE223987,GSE223987_Delacher-RNA-Seq2021-MRC5_Seq-RawCounts.table.csv.gz,1258291,True
GSE223987,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE224099,GSE224099_counts.txt.gz,5242880,True
GSE224099,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE224216,GSE224216_rsem.merged.gene_tpm_H2030.tsv.gz,808960,True
GSE224216,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE224246,GSE224246_RAW.tar,4508876,False
GSE224246,filelist.txt,832,True
GSE224246,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE224941,GSE224941_Bladder.carcinoma.cnt.txt.gz,26214400,True
GSE224941,GSE224941_Breast.carcinoma.cnt.txt.gz,84934656,True
GSE224941,GSE224941_Lung.carcinoma.cnt.txt.gz,74448896,True
GSE224941,GSE224941_Melanoma.cnt.txt.gz,263192576,True
GSE224941,GSE224941_Pancreatic.carcinoma.cnt.txt.gz,39845888,True
GSE224941,GSE224941_T98G.cnt.txt.gz,5976883,True
GSE224941,GSE224941_Tongue.carcinoma.cnt.txt.gz,24117248,True
GSE224941,GSE224941_Tonsil.carcinoma.cnt.txt.gz,98566144,True
GSE224941,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE225689,GSE225689_RAW.tar,177209344,False
GSE225689,filelist.txt,501,True
GSE225689,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE228419,GSE228419_normalized_counts.csv.gz,1468006,True
GSE228419,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE229353,GSE229353_RAW.tar,162529280,False
GSE229353,filelist.txt,1536,True
GSE229353,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE229503,GSE229503_Control-AvsTreated-A.xlsx,1572864,True
GSE229503,GSE229503_Control-BvsTreated-B.xlsx,1468006,True
GSE229503,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE233470,GSE233470_RAW.tar,803209216,False
GSE233470,filelist.txt,1024,True
GSE233470,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE235048,GSE235048_24CFlow_TPM.txt.gz,1153433,True
GSE235048,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE235500,GSE235500_RAW.tar,818937856,False
GSE235500,filelist.txt,10240,True
GSE235500,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE235603,GSE235603_RAW.tar,2469606195,False
GSE235603,filelist.txt,17408,True
GSE235603,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE235800,GSE235800_RAW.tar,227540992,False
GSE235800,filelist.txt,2355,True
GSE235800,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE238003,GSE238003_RAW.tar,506462208,False
GSE238003,filelist.txt,545,True
GSE238003,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE238006,GSE238006_Table_S5_RNA-seq_Normalized_Counts_H146_F1339_Veh_vs_Dec.xlsx,4508876,True
GSE238006,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE241212,GSE241212_barcodes.tsv.gz,84992,True
GSE241212,GSE241212_features.tsv.gz,320512,True
GSE241212,GSE241212_matrix.mtx.gz,93323264,True
GSE241212,GSE241212_tpm.all.final.txt.gz,5767168,True
GSE241212,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE241876,GSE241876_DeseqNormalizedCount.csv.gz,4508876,True
GSE241876,GSE241876_raw_count_matrix.csv.gz,1677721,True
GSE241876,GSE241876_readme.txt,1638,True
GSE241876,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE243238,GSE243238_acral.20.counts.raw.mat.csv.gz,3040870,True
GSE243238,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE248378,GSE248378_Durva_Post_FPKMs.txt.gz,1048576,True
GSE248378,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE248830,GSE248830_Raw_data.csv.gz,63488,True
GSE248830,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE250089,GSE250089_counts.tsv.gz,796672,True
GSE250089,GSE250089_tpms.tsv.gz,1048576,True
GSE250089,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE250254,GSE250254_Processed_RNAseq.xlsx,123904,True
GSE250254,GSE250254_Processed_data_all_reads.xls.gz,2411724,True
GSE250254,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
GSE250262,GSE250262_RAW.tar,501760,False
GSE250262,filelist.txt,3174,True
GSE250262,https://www.hhs.gov/vulnerability-disclosure-policy/index.html,,False
