gate	site	denom	min_mal	predictor	outcome	test	n_patients	rho	p	n_q1	n_q4	median_q1	median_q4	delta_q4_minus_q1	reference_only	eligible
broad	met_lung	gate_samples	20	tac_pct2	CD8_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
broad	met_lung	gate_samples	20	tac_pct2	CD8_of_immune	spearman	11	-0.18181818181818182	0.5926152128455						False	True
broad	met_lung	gate_samples	20	tac_pct2	cyto_frac	spearman	11	-0.26363636363636367	0.43344073761161456						False	True
broad	met_lung	gate_samples	20	tac_pct2	exh_frac	spearman	11	0.19090909090909092	0.5739131682855213						False	False
broad	met_lung	gate_samples	20	tac_pct2	TNK_frac	spearman	11	-0.09090909090909091	0.7903727377532903						True	False
broad	met_lung	gate_samples	20	tac_mean	T_frac	spearman	11	-0.3545454545454546	0.2846927409558867						False	True
broad	met_lung	gate_samples	20	tac_mean	T_of_immune	spearman	11	0.15454545454545454	0.6500339654975799						False	False
broad	met_lung	gate_samples	20	tac_mean	CD8_frac	spearman	11	-0.20000000000000004	0.5554454421055853						False	True
broad	met_lung	gate_samples	20	tac_mean	CD8_of_immune	spearman	11	0.009090909090909092	0.9788365001441937						False	False
broad	met_lung	gate_samples	20	tac_mean	cyto_frac	spearman	11	-0.13636363636363638	0.6893090205863619						False	True
broad	met_lung	gate_samples	20	tac_mean	exh_frac	spearman	11	0.02727272727272728	0.9365584481926121						False	False
broad	met_lung	gate_samples	20	tac_mean	TNK_frac	spearman	11	-0.24545454545454545	0.4669223669820161						True	False
broad	met_lung	gate_samples	50	tac_pct	T_frac	spearman	11	-0.3454545454545455	0.2980892209030385						False	True
broad	met_lung	gate_samples	50	tac_pct	T_of_immune	spearman	11	0.03636363636363637	0.9154683168905347						False	False
broad	met_lung	gate_samples	50	tac_pct	CD8_frac	spearman	11	-0.33636363636363636	0.31182431390038634						False	True
broad	met_lung	gate_samples	50	tac_pct	CD8_of_immune	spearman	11	-0.20000000000000004	0.5554454421055853						False	True
broad	met_lung	gate_samples	50	tac_pct	cyto_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
broad	met_lung	gate_samples	50	tac_pct	exh_frac	spearman	11	0.07272727272727274	0.831716405381337						False	False
broad	met_lung	gate_samples	50	tac_pct	TNK_frac	spearman	11	-0.17272727272727276	0.6115423848512369						True	False
broad	met_lung	gate_samples	50	tac_pct2	T_frac	spearman	11	-0.24545454545454545	0.4669223669820161						False	True
broad	met_lung	gate_samples	50	tac_pct2	T_of_immune	spearman	11	0.018181818181818184	0.9576852410216187						False	False
broad	met_lung	gate_samples	50	tac_pct2	CD8_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
broad	met_lung	gate_samples	50	tac_pct2	CD8_of_immune	spearman	11	-0.18181818181818182	0.5926152128455						False	True
broad	met_lung	gate_samples	50	tac_pct2	cyto_frac	spearman	11	-0.26363636363636367	0.43344073761161456						False	True
broad	met_lung	gate_samples	50	tac_pct2	exh_frac	spearman	11	0.19090909090909092	0.5739131682855213						False	False
broad	met_lung	gate_samples	50	tac_pct2	TNK_frac	spearman	11	-0.09090909090909091	0.7903727377532903						True	False
broad	met_lung	gate_samples	50	tac_mean	T_frac	spearman	11	-0.3545454545454546	0.2846927409558867						False	True
broad	met_lung	gate_samples	50	tac_mean	T_of_immune	spearman	11	0.15454545454545454	0.6500339654975799						False	False
broad	met_lung	gate_samples	50	tac_mean	CD8_frac	spearman	11	-0.20000000000000004	0.5554454421055853						False	True
broad	met_lung	gate_samples	50	tac_mean	CD8_of_immune	spearman	11	0.009090909090909092	0.9788365001441937						False	False
broad	met_lung	gate_samples	50	tac_mean	cyto_frac	spearman	11	-0.13636363636363638	0.6893090205863619						False	True
broad	met_lung	gate_samples	50	tac_mean	exh_frac	spearman	11	0.02727272727272728	0.9365584481926121						False	False
broad	met_lung	gate_samples	50	tac_mean	TNK_frac	spearman	11	-0.24545454545454545	0.4669223669820161						True	False
broad	met_lung	all_tumor_in_site	20	tac_pct	T_frac	spearman	11	-0.33636363636363636	0.31182431390038634						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	11	0.0	1.0						False	False
broad	met_lung	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	11	-0.3272727272727273	0.3258949410128415						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	11	-0.22727272727272727	0.501535667604937						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	11	-0.28181818181818186	0.40114489796047825						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct	exh_frac	spearman	11	0.07272727272727274	0.831716405381337						False	False
broad	met_lung	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	11	-0.20000000000000004	0.5554454421055853						True	False
broad	met_lung	all_tumor_in_site	20	tac_pct2	T_frac	spearman	11	-0.29090909090909095	0.3854569696913654						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	11	-0.03636363636363637	0.9154683168905347						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	11	-0.30000000000000004	0.37008312228206763						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	11	-0.21818181818181823	0.5192482475549817						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	11	-0.2545454545454546	0.45003657688882837						False	True
broad	met_lung	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	11	0.16363636363636366	0.6306852146425356						False	False
broad	met_lung	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	11	-0.18181818181818182	0.5926152128455						True	False
broad	met_lung	all_tumor_in_site	20	tac_mean	T_frac	spearman	11	-0.23636363636363636	0.4840911622253965						False	True
broad	met_lung	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	11	0.1272727272727273	0.709214625773305						False	False
broad	met_lung	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	11	-0.22727272727272727	0.501535667604937						False	True
broad	met_lung	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	11	-0.07272727272727274	0.831716405381337						False	True
broad	met_lung	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	11	-0.17272727272727276	0.6115423848512369						False	True
broad	met_lung	all_tumor_in_site	20	tac_mean	exh_frac	spearman	11	0.16363636363636366	0.6306852146425356						False	False
broad	met_lung	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	11	-0.10000000000000002	0.7698749998921367						True	False
broad	met_lung	all_tumor_in_site	50	tac_pct	T_frac	spearman	11	-0.33636363636363636	0.31182431390038634						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	11	0.0	1.0						False	False
broad	met_lung	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	11	-0.3272727272727273	0.3258949410128415						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	11	-0.22727272727272727	0.501535667604937						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	11	-0.28181818181818186	0.40114489796047825						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct	exh_frac	spearman	11	0.07272727272727274	0.831716405381337						False	False
broad	met_lung	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	11	-0.20000000000000004	0.5554454421055853						True	False
broad	met_lung	all_tumor_in_site	50	tac_pct2	T_frac	spearman	11	-0.29090909090909095	0.3854569696913654						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	11	-0.03636363636363637	0.9154683168905347						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	11	-0.30000000000000004	0.37008312228206763						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	11	-0.21818181818181823	0.5192482475549817						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	11	-0.2545454545454546	0.45003657688882837						False	True
broad	met_lung	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	11	0.16363636363636366	0.6306852146425356						False	False
broad	met_lung	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	11	-0.18181818181818182	0.5926152128455						True	False
broad	met_lung	all_tumor_in_site	50	tac_mean	T_frac	spearman	11	-0.23636363636363636	0.4840911622253965						False	True
broad	met_lung	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	11	0.1272727272727273	0.709214625773305						False	False
broad	met_lung	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	11	-0.22727272727272727	0.501535667604937						False	True
broad	met_lung	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	11	-0.07272727272727274	0.831716405381337						False	True
broad	met_lung	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	11	-0.17272727272727276	0.6115423848512369						False	True
broad	met_lung	all_tumor_in_site	50	tac_mean	exh_frac	spearman	11	0.16363636363636366	0.6306852146425356						False	False
broad	met_lung	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	11	-0.10000000000000002	0.7698749998921367						True	False
broad	mBrain	gate_samples	20	tac_pct	T_frac	spearman	10	-0.4666666666666666	0.17393859716506654						False	True
broad	mBrain	gate_samples	20	tac_pct	T_of_immune	spearman	10	-0.35757575757575755	0.31037609170568026						False	True
broad	mBrain	gate_samples	20	tac_pct	CD8_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
broad	mBrain	gate_samples	20	tac_pct	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	gate_samples	20	tac_pct	cyto_frac	spearman	10	-0.5835893219328621	0.07653771742823344						False	True
broad	mBrain	gate_samples	20	tac_pct	exh_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
broad	mBrain	gate_samples	20	tac_pct	TNK_frac	spearman	10	-0.5151515151515151	0.1275528697032343						True	False
broad	mBrain	gate_samples	20	tac_pct2	T_frac	spearman	10	-0.5151515151515151	0.1275528697032343						False	True
broad	mBrain	gate_samples	20	tac_pct2	T_of_immune	spearman	10	-0.38181818181818183	0.2762553333854362						False	True
broad	mBrain	gate_samples	20	tac_pct2	CD8_frac	spearman	10	-0.406060606060606	0.24428229408662647						False	True
broad	mBrain	gate_samples	20	tac_pct2	CD8_of_immune	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
broad	mBrain	gate_samples	20	tac_pct2	cyto_frac	spearman	10	-0.6626170426112704	0.03680640234866448						False	True
broad	mBrain	gate_samples	20	tac_pct2	exh_frac	spearman	10	-0.23636363636363633	0.5108853175152003						False	True
broad	mBrain	gate_samples	20	tac_pct2	TNK_frac	spearman	10	-0.5636363636363636	0.0897240283170912						True	False
broad	mBrain	gate_samples	20	tac_mean	T_frac	spearman	10	-0.05454545454545454	0.8810361811618526						False	True
broad	mBrain	gate_samples	20	tac_mean	T_of_immune	spearman	10	-0.10303030303030303	0.7769984634438898						False	True
broad	mBrain	gate_samples	20	tac_mean	CD8_frac	spearman	10	-0.006060606060606061	0.9867429111949892						False	True
broad	mBrain	gate_samples	20	tac_mean	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	gate_samples	20	tac_mean	cyto_frac	spearman	10	-0.24316221747202585	0.4984337109977795						False	True
broad	mBrain	gate_samples	20	tac_mean	exh_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
broad	mBrain	gate_samples	20	tac_mean	TNK_frac	spearman	10	-0.13939393939393938	0.7009318849100584						True	False
broad	mBrain	gate_samples	50	tac_pct	T_frac	spearman	10	-0.4666666666666666	0.17393859716506654						False	True
broad	mBrain	gate_samples	50	tac_pct	T_of_immune	spearman	10	-0.35757575757575755	0.31037609170568026						False	True
broad	mBrain	gate_samples	50	tac_pct	CD8_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
broad	mBrain	gate_samples	50	tac_pct	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	gate_samples	50	tac_pct	cyto_frac	spearman	10	-0.5835893219328621	0.07653771742823344						False	True
broad	mBrain	gate_samples	50	tac_pct	exh_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
broad	mBrain	gate_samples	50	tac_pct	TNK_frac	spearman	10	-0.5151515151515151	0.1275528697032343						True	False
broad	mBrain	gate_samples	50	tac_pct2	T_frac	spearman	10	-0.5151515151515151	0.1275528697032343						False	True
broad	mBrain	gate_samples	50	tac_pct2	T_of_immune	spearman	10	-0.38181818181818183	0.2762553333854362						False	True
broad	mBrain	gate_samples	50	tac_pct2	CD8_frac	spearman	10	-0.406060606060606	0.24428229408662647						False	True
broad	mBrain	gate_samples	50	tac_pct2	CD8_of_immune	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
broad	mBrain	gate_samples	50	tac_pct2	cyto_frac	spearman	10	-0.6626170426112704	0.03680640234866448						False	True
broad	mBrain	gate_samples	50	tac_pct2	exh_frac	spearman	10	-0.23636363636363633	0.5108853175152003						False	True
broad	mBrain	gate_samples	50	tac_pct2	TNK_frac	spearman	10	-0.5636363636363636	0.0897240283170912						True	False
broad	mBrain	gate_samples	50	tac_mean	T_frac	spearman	10	-0.05454545454545454	0.8810361811618526						False	True
broad	mBrain	gate_samples	50	tac_mean	T_of_immune	spearman	10	-0.10303030303030303	0.7769984634438898						False	True
broad	mBrain	gate_samples	50	tac_mean	CD8_frac	spearman	10	-0.006060606060606061	0.9867429111949892						False	True
broad	mBrain	gate_samples	50	tac_mean	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	gate_samples	50	tac_mean	cyto_frac	spearman	10	-0.24316221747202585	0.4984337109977795						False	True
broad	mBrain	gate_samples	50	tac_mean	exh_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
broad	mBrain	gate_samples	50	tac_mean	TNK_frac	spearman	10	-0.13939393939393938	0.7009318849100584						True	False
broad	mBrain	all_tumor_in_site	20	tac_pct	T_frac	spearman	10	-0.4666666666666666	0.17393859716506654						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	10	-0.35757575757575755	0.31037609170568026						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	10	-0.5835893219328621	0.07653771742823344						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	exh_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	10	-0.5151515151515151	0.1275528697032343						True	False
broad	mBrain	all_tumor_in_site	20	tac_pct2	T_frac	spearman	10	-0.5151515151515151	0.1275528697032343						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	10	-0.38181818181818183	0.2762553333854362						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	10	-0.406060606060606	0.24428229408662647						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	10	-0.6626170426112704	0.03680640234866448						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	10	-0.23636363636363633	0.5108853175152003						False	True
broad	mBrain	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	10	-0.5636363636363636	0.0897240283170912						True	False
broad	mBrain	all_tumor_in_site	20	tac_mean	T_frac	spearman	10	-0.05454545454545454	0.8810361811618526						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	10	-0.10303030303030303	0.7769984634438898						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	10	-0.006060606060606061	0.9867429111949892						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	10	-0.24316221747202585	0.4984337109977795						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	exh_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
broad	mBrain	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	10	-0.13939393939393938	0.7009318849100584						True	False
broad	mBrain	all_tumor_in_site	50	tac_pct	T_frac	spearman	10	-0.4666666666666666	0.17393859716506654						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	10	-0.35757575757575755	0.31037609170568026						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	10	-0.32121212121212117	0.36546831043867045						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	10	-0.5835893219328621	0.07653771742823344						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	exh_frac	spearman	10	-0.16363636363636364	0.6514773427962428						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	10	-0.5151515151515151	0.1275528697032343						True	False
broad	mBrain	all_tumor_in_site	50	tac_pct2	T_frac	spearman	10	-0.5151515151515151	0.1275528697032343						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	10	-0.38181818181818183	0.2762553333854362						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	10	-0.406060606060606	0.24428229408662647						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	10	-0.1515151515151515	0.6760651759978539						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	10	-0.6626170426112704	0.03680640234866448						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	10	-0.23636363636363633	0.5108853175152003						False	True
broad	mBrain	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	10	-0.5636363636363636	0.0897240283170912						True	False
broad	mBrain	all_tumor_in_site	50	tac_mean	T_frac	spearman	10	-0.05454545454545454	0.8810361811618526						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	10	-0.10303030303030303	0.7769984634438898						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	10	-0.006060606060606061	0.9867429111949892						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	10	-0.07878787878787878	0.8287173946974606						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	10	-0.24316221747202585	0.4984337109977795						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	exh_frac	spearman	10	-0.09090909090909088	0.8027717312071619						False	True
broad	mBrain	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	10	-0.13939393939393938	0.7009318849100584						True	False
broad	mLN	gate_samples	20	tac_pct	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	gate_samples	20	tac_pct	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	gate_samples	20	tac_pct	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	20	tac_pct	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	gate_samples	20	tac_pct2	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	gate_samples	20	tac_pct2	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct2	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct2	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	20	tac_pct2	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	gate_samples	20	tac_pct2	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	20	tac_pct2	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	gate_samples	20	tac_mean	T_frac	spearman	7	-0.3214285714285715	0.48207203829967776						False	False
broad	mLN	gate_samples	20	tac_mean	T_of_immune	spearman	7	-0.03571428571428572	0.9394082054712856						False	False
broad	mLN	gate_samples	20	tac_mean	CD8_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	20	tac_mean	CD8_of_immune	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	20	tac_mean	cyto_frac	spearman	7	0.07142857142857144	0.879048193148154						False	False
broad	mLN	gate_samples	20	tac_mean	exh_frac	spearman	7	-0.07142857142857144	0.879048193148154						False	False
broad	mLN	gate_samples	20	tac_mean	TNK_frac	spearman	7	0.10714285714285716	0.8191508555699912						True	False
broad	mLN	gate_samples	50	tac_pct	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	gate_samples	50	tac_pct	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	gate_samples	50	tac_pct	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	50	tac_pct	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	gate_samples	50	tac_pct2	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	gate_samples	50	tac_pct2	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct2	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct2	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	gate_samples	50	tac_pct2	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	gate_samples	50	tac_pct2	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	50	tac_pct2	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	gate_samples	50	tac_mean	T_frac	spearman	7	-0.3214285714285715	0.48207203829967776						False	False
broad	mLN	gate_samples	50	tac_mean	T_of_immune	spearman	7	-0.03571428571428572	0.9394082054712856						False	False
broad	mLN	gate_samples	50	tac_mean	CD8_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	50	tac_mean	CD8_of_immune	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	gate_samples	50	tac_mean	cyto_frac	spearman	7	0.07142857142857144	0.879048193148154						False	False
broad	mLN	gate_samples	50	tac_mean	exh_frac	spearman	7	-0.07142857142857144	0.879048193148154						False	False
broad	mLN	gate_samples	50	tac_mean	TNK_frac	spearman	7	0.10714285714285716	0.8191508555699912						True	False
broad	mLN	all_tumor_in_site	20	tac_pct	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	all_tumor_in_site	20	tac_pct2	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	all_tumor_in_site	20	tac_mean	T_frac	spearman	7	-0.3214285714285715	0.48207203829967776						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	7	-0.03571428571428572	0.9394082054712856						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	7	0.07142857142857144	0.879048193148154						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	exh_frac	spearman	7	-0.07142857142857144	0.879048193148154						False	False
broad	mLN	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	7	0.10714285714285716	0.8191508555699912						True	False
broad	mLN	all_tumor_in_site	50	tac_pct	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	7	-0.1785714285714286	0.7016579425162727						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	exh_frac	spearman	7	-0.14285714285714288	0.7599453002180927						False	False
broad	mLN	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	7	-0.14285714285714288	0.7599453002180927						True	False
broad	mLN	all_tumor_in_site	50	tac_pct2	T_frac	spearman	7	-0.42857142857142866	0.3373683110858243						False	False
broad	mLN	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
broad	mLN	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	7	-0.28571428571428575	0.5345092286010406						False	False
