gate	site	denom	min_mal	predictor	outcome	test	n_patients	rho	p	n_q1	n_q4	median_q1	median_q4	delta_q4_minus_q1	reference_only	eligible
author	all	gate_samples	20	tac_pct2	T_frac	spearman	21	-0.13246753246753248	0.567048530648251						False	True
author	all	gate_samples	20	tac_pct2	T_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.2988848963179227	0.1969465648854962	-0.1019383314324265	False	True
author	all	gate_samples	20	tac_pct2	T_of_immune	spearman	21	0.06883116883116883	0.7668778725128099						False	False
author	all	gate_samples	20	tac_pct2	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.39998225700121903	0.5617128463476071	0.16173058934638807	False	False
author	all	gate_samples	20	tac_pct2	CD8_frac	spearman	21	-0.06753246753246753	0.7711624988673798						False	True
author	all	gate_samples	20	tac_pct2	CD8_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.0413388502219543	0.028396946564885495	-0.012941903657068803	False	True
author	all	gate_samples	20	tac_pct2	CD8_of_immune	spearman	21	0.06883116883116883	0.7668778725128099						False	False
author	all	gate_samples	20	tac_pct2	CD8_of_immune	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.057746975071675005	0.10327455919395466	0.045527584122279655	False	False
author	all	gate_samples	20	tac_pct2	cyto_frac	spearman	21	-0.04481974903484785	0.8470298092689666						False	True
author	all	gate_samples	20	tac_pct2	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.0033006469327077712	0.005190839694656489	0.0018901927619487174	False	False
author	all	gate_samples	20	tac_pct2	exh_frac	spearman	21	0.08571428571428572	0.7118136961291482						False	False
author	all	gate_samples	20	tac_pct2	exh_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.00946808923583086	0.009770992366412214	0.0003029031305813532	False	False
author	all	gate_samples	20	tac_pct2	TNK_frac	spearman	21	-0.13636363636363635	0.5555953559520419						True	False
author	all	gate_samples	20	tac_pct2	TNK_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.34566636142967194	0.34900763358778625	0.0033412721581143057	True	False
author	all	gate_samples	20	tac_mean	T_frac	spearman	21	-0.022077922077922082	0.9243230289105082						False	True
author	all	gate_samples	20	tac_mean	T_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.2524884110509382	0.2214502822405558	-0.031038128810382426	False	True
author	all	gate_samples	20	tac_mean	T_of_immune	spearman	21	0.17792207792207793	0.4403496824576795						False	False
author	all	gate_samples	20	tac_mean	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.3353054084260654	0.4627949183303085	0.12748950990424313	False	False
author	all	gate_samples	20	tac_mean	CD8_frac	spearman	21	0.0935064935064935	0.6868397848627376						False	False
author	all	gate_samples	20	tac_mean	CD8_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.0413388502219543	0.07338254450716457	0.03204369428521027	False	False
author	all	gate_samples	20	tac_mean	CD8_of_immune	spearman	21	0.20129870129870128	0.3815806896030638						False	False
author	all	gate_samples	20	tac_mean	CD8_of_immune	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.057746975071675005	0.15335753176043557	0.09561055668876056	False	False
author	all	gate_samples	20	tac_mean	cyto_frac	spearman	21	0.0617083501204427	0.7904545386789695						False	False
author	all	gate_samples	20	tac_mean	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.0033006469327077712	0.002803738317757009	-0.0004969086149507621	False	True
author	all	gate_samples	20	tac_mean	exh_frac	spearman	21	0.15324675324675324	0.5072039302125892						False	False
author	all	gate_samples	20	tac_mean	exh_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.009682780375444601	0.00911854103343465	-0.000564239342009951	False	True
author	all	gate_samples	20	tac_mean	TNK_frac	spearman	21	0.012987012987012986	0.9554439323134464						True	False
author	all	gate_samples	20	tac_mean	TNK_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.30813735870041814	0.2653061224489796	-0.04283123625143853	True	False
author	all	gate_samples	50	tac_pct	T_frac	spearman	21	-0.15714285714285717	0.4963338454232182						False	True
author	all	gate_samples	50	tac_pct	T_frac	q4q1_mannwhitney	21	-0.19999999999999996	0.6623376623376623	6.0	5.0	0.30979478682047035	0.1969465648854962	-0.11284822193497415	False	True
author	all	gate_samples	50	tac_pct	T_of_immune	spearman	21	0.07012987012987014	0.7625997832797398						False	False
author	all	gate_samples	50	tac_pct	T_of_immune	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.4138635042134222	0.5617128463476071	0.14784934213418488	False	False
author	all	gate_samples	50	tac_pct	CD8_frac	spearman	21	-0.07792207792207792	0.7370748924266822						False	True
author	all	gate_samples	50	tac_pct	CD8_frac	q4q1_mannwhitney	21	-0.2666666666666667	0.5367965367965368	6.0	5.0	0.06336006929962462	0.028396946564885495	-0.03496312273473913	False	True
author	all	gate_samples	50	tac_pct	CD8_of_immune	spearman	21	0.07662337662337662	0.7413113765158404						False	False
author	all	gate_samples	50	tac_pct	CD8_of_immune	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.08882818200033957	0.10327455919395466	0.014446377193615093	False	False
author	all	gate_samples	50	tac_pct	cyto_frac	spearman	21	-0.07794738962582236	0.7369923957289725						False	True
author	all	gate_samples	50	tac_pct	cyto_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.004696906036304294	0.005190839694656489	0.000493933658352195	False	False
author	all	gate_samples	50	tac_pct	exh_frac	spearman	21	0.07532467532467534	0.7455550758529895						False	False
author	all	gate_samples	50	tac_pct	exh_frac	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.016268914829226114	0.009770992366412214	-0.0064979224628139	False	True
author	all	gate_samples	50	tac_pct	TNK_frac	spearman	21	-0.15064935064935067	0.5145138644694079						True	False
author	all	gate_samples	50	tac_pct	TNK_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.39489210934561547	0.34900763358778625	-0.045884475757829224	True	False
author	all	gate_samples	50	tac_pct2	T_frac	spearman	21	-0.13246753246753248	0.567048530648251						False	True
author	all	gate_samples	50	tac_pct2	T_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.2988848963179227	0.1969465648854962	-0.1019383314324265	False	True
author	all	gate_samples	50	tac_pct2	T_of_immune	spearman	21	0.06883116883116883	0.7668778725128099						False	False
author	all	gate_samples	50	tac_pct2	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.39998225700121903	0.5617128463476071	0.16173058934638807	False	False
author	all	gate_samples	50	tac_pct2	CD8_frac	spearman	21	-0.06753246753246753	0.7711624988673798						False	True
author	all	gate_samples	50	tac_pct2	CD8_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.0413388502219543	0.028396946564885495	-0.012941903657068803	False	True
author	all	gate_samples	50	tac_pct2	CD8_of_immune	spearman	21	0.06883116883116883	0.7668778725128099						False	False
author	all	gate_samples	50	tac_pct2	CD8_of_immune	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.057746975071675005	0.10327455919395466	0.045527584122279655	False	False
author	all	gate_samples	50	tac_pct2	cyto_frac	spearman	21	-0.04481974903484785	0.8470298092689666						False	True
author	all	gate_samples	50	tac_pct2	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.0033006469327077712	0.005190839694656489	0.0018901927619487174	False	False
author	all	gate_samples	50	tac_pct2	exh_frac	spearman	21	0.08571428571428572	0.7118136961291482						False	False
author	all	gate_samples	50	tac_pct2	exh_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.00946808923583086	0.009770992366412214	0.0003029031305813532	False	False
author	all	gate_samples	50	tac_pct2	TNK_frac	spearman	21	-0.13636363636363635	0.5555953559520419						True	False
author	all	gate_samples	50	tac_pct2	TNK_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.34566636142967194	0.34900763358778625	0.0033412721581143057	True	False
author	all	gate_samples	50	tac_mean	T_frac	spearman	21	-0.022077922077922082	0.9243230289105082						False	True
author	all	gate_samples	50	tac_mean	T_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.2524884110509382	0.2214502822405558	-0.031038128810382426	False	True
author	all	gate_samples	50	tac_mean	T_of_immune	spearman	21	0.17792207792207793	0.4403496824576795						False	False
author	all	gate_samples	50	tac_mean	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.3353054084260654	0.4627949183303085	0.12748950990424313	False	False
author	all	gate_samples	50	tac_mean	CD8_frac	spearman	21	0.0935064935064935	0.6868397848627376						False	False
author	all	gate_samples	50	tac_mean	CD8_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.0413388502219543	0.07338254450716457	0.03204369428521027	False	False
author	all	gate_samples	50	tac_mean	CD8_of_immune	spearman	21	0.20129870129870128	0.3815806896030638						False	False
author	all	gate_samples	50	tac_mean	CD8_of_immune	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.057746975071675005	0.15335753176043557	0.09561055668876056	False	False
author	all	gate_samples	50	tac_mean	cyto_frac	spearman	21	0.0617083501204427	0.7904545386789695						False	False
author	all	gate_samples	50	tac_mean	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.0033006469327077712	0.002803738317757009	-0.0004969086149507621	False	True
author	all	gate_samples	50	tac_mean	exh_frac	spearman	21	0.15324675324675324	0.5072039302125892						False	False
author	all	gate_samples	50	tac_mean	exh_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.009682780375444601	0.00911854103343465	-0.000564239342009951	False	True
author	all	gate_samples	50	tac_mean	TNK_frac	spearman	21	0.012987012987012986	0.9554439323134464						True	False
author	all	gate_samples	50	tac_mean	TNK_frac	q4q1_mannwhitney	21	-0.06666666666666665	0.9307359307359306	6.0	5.0	0.30813735870041814	0.2653061224489796	-0.04283123625143853	True	False
author	all	all_tumor_in_site	20	tac_pct	T_frac	spearman	21	-0.024675324675324677	0.9154489258699161						False	True
author	all	all_tumor_in_site	20	tac_pct	T_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.32577597840755734	0.28682381795885	-0.03895216044870736	False	True
author	all	all_tumor_in_site	20	tac_pct	T_of_immune	spearman	21	0.13766233766233765	0.551800840604731						False	False
author	all	all_tumor_in_site	20	tac_pct	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.4661659942503459	0.5617128463476071	0.09554685209726121	False	False
author	all	all_tumor_in_site	20	tac_pct	CD8_frac	spearman	21	0.016883116883116882	0.9420962008546323						False	False
author	all	all_tumor_in_site	20	tac_pct	CD8_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.08451321518028967	0.0707180814824908	-0.013795133697798875	False	True
author	all	all_tumor_in_site	20	tac_pct	CD8_of_immune	spearman	21	0.15974025974025974	0.4891511154734236						False	False
author	all	all_tumor_in_site	20	tac_pct	CD8_of_immune	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.10966210878542848	0.10327455919395466	-0.006387549591473821	False	True
author	all	all_tumor_in_site	20	tac_pct	cyto_frac	spearman	21	0.01948684740645559	0.9331841410819381						False	False
author	all	all_tumor_in_site	20	tac_pct	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.004539369652943435	0.005190839694656489	0.0006514700417130535	False	False
author	all	all_tumor_in_site	20	tac_pct	exh_frac	spearman	21	0.15844155844155844	0.49273603731315235						False	False
author	all	all_tumor_in_site	20	tac_pct	exh_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.018032148467068687	0.009770992366412214	-0.008261156100656473	False	True
author	all	all_tumor_in_site	20	tac_pct	TNK_frac	spearman	21	-0.04675324675324675	0.8405105142403159						True	False
author	all	all_tumor_in_site	20	tac_pct	TNK_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.4279396603498229	0.34900763358778625	-0.07893202676203664	True	False
author	all	all_tumor_in_site	20	tac_pct2	T_frac	spearman	21	0.0025974025974025974	0.9910846979963881						False	False
author	all	all_tumor_in_site	20	tac_pct2	T_frac	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.3148660879050097	0.28682381795885	-0.028042269946159715	False	True
author	all	all_tumor_in_site	20	tac_pct2	T_of_immune	spearman	21	0.14285714285714285	0.5367409296165598						False	False
author	all	all_tumor_in_site	20	tac_pct2	T_of_immune	q4q1_mannwhitney	21	0.3999999999999999	0.32900432900432897	6.0	5.0	0.4661659942503459	0.5617128463476071	0.09554685209726121	False	False
author	all	all_tumor_in_site	20	tac_pct2	CD8_frac	spearman	21	0.032467532467532464	0.8888886581323973						False	False
author	all	all_tumor_in_site	20	tac_pct2	CD8_frac	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.05314962374693103	0.0707180814824908	0.01756845773555977	False	False
author	all	all_tumor_in_site	20	tac_pct2	CD8_of_immune	spearman	21	0.16233766233766234	0.4820201872355597						False	False
author	all	all_tumor_in_site	20	tac_pct2	CD8_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.07858090185676392	0.10327455919395466	0.02469365733719074	False	False
author	all	all_tumor_in_site	20	tac_pct2	cyto_frac	spearman	21	0.06300747328087308	0.7861406145744827						False	False
author	all	all_tumor_in_site	20	tac_pct2	cyto_frac	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.0033006469327077712	0.005190839694656489	0.0018901927619487174	False	False
author	all	all_tumor_in_site	20	tac_pct2	exh_frac	spearman	21	0.15974025974025974	0.4891511154734236						False	False
author	all	all_tumor_in_site	20	tac_pct2	exh_frac	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.00946808923583086	0.009770992366412214	0.0003029031305813532	False	False
author	all	all_tumor_in_site	20	tac_pct2	TNK_frac	spearman	21	-0.031168831168831172	0.893308173976082						True	False
author	all	all_tumor_in_site	20	tac_pct2	TNK_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.39489210934561547	0.34900763358778625	-0.045884475757829224	True	False
author	all	all_tumor_in_site	20	tac_mean	T_frac	spearman	21	0.09480519480519481	0.6827070112424533						False	False
author	all	all_tumor_in_site	20	tac_mean	T_frac	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.2524884110509382	0.28682381795885	0.03433540690791176	False	False
author	all	all_tumor_in_site	20	tac_mean	T_of_immune	spearman	21	0.212987012987013	0.35394640699014296						False	False
author	all	all_tumor_in_site	20	tac_mean	T_of_immune	q4q1_mannwhitney	21	0.5333333333333334	0.17748917748917747	6.0	5.0	0.37236915626746137	0.5561807631440127	0.1838116068765513	False	False
author	all	all_tumor_in_site	20	tac_mean	CD8_frac	spearman	21	0.14025974025974028	0.5442470998307317						False	False
author	all	all_tumor_in_site	20	tac_mean	CD8_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.05314962374693103	0.1588785046728972	0.10572888092596616	False	False
author	all	all_tumor_in_site	20	tac_mean	CD8_of_immune	spearman	21	0.24415584415584415	0.286152904374841						False	False
author	all	all_tumor_in_site	20	tac_mean	CD8_of_immune	q4q1_mannwhitney	21	0.46666666666666656	0.24675324675324672	6.0	5.0	0.07858090185676392	0.19883040935672514	0.12024950749996122	False	False
author	all	all_tumor_in_site	20	tac_mean	cyto_frac	spearman	21	0.13965573974626505	0.5459994259609382						False	False
author	all	all_tumor_in_site	20	tac_mean	cyto_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.0033006469327077712	0.0028614252622973157	-0.0004392216704104555	False	True
author	all	all_tumor_in_site	20	tac_mean	exh_frac	spearman	21	0.26103896103896107	0.25306481196664155						False	False
author	all	all_tumor_in_site	20	tac_mean	exh_frac	q4q1_mannwhitney	21	0.46666666666666656	0.24675324675324672	6.0	5.0	0.009682780375444601	0.026854042020314457	0.017171261644869856	False	False
author	all	all_tumor_in_site	20	tac_mean	TNK_frac	spearman	21	0.09090909090909091	0.6951310760397714						True	False
author	all	all_tumor_in_site	20	tac_mean	TNK_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.3573631066163617	0.3579439252336449	0.000580818617283152	True	False
author	all	all_tumor_in_site	50	tac_pct	T_frac	spearman	21	-0.024675324675324677	0.9154489258699161						False	True
author	all	all_tumor_in_site	50	tac_pct	T_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.32577597840755734	0.28682381795885	-0.03895216044870736	False	True
author	all	all_tumor_in_site	50	tac_pct	T_of_immune	spearman	21	0.13766233766233765	0.551800840604731						False	False
author	all	all_tumor_in_site	50	tac_pct	T_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.4661659942503459	0.5617128463476071	0.09554685209726121	False	False
author	all	all_tumor_in_site	50	tac_pct	CD8_frac	spearman	21	0.016883116883116882	0.9420962008546323						False	False
author	all	all_tumor_in_site	50	tac_pct	CD8_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.08451321518028967	0.0707180814824908	-0.013795133697798875	False	True
author	all	all_tumor_in_site	50	tac_pct	CD8_of_immune	spearman	21	0.15974025974025974	0.4891511154734236						False	False
author	all	all_tumor_in_site	50	tac_pct	CD8_of_immune	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.10966210878542848	0.10327455919395466	-0.006387549591473821	False	True
author	all	all_tumor_in_site	50	tac_pct	cyto_frac	spearman	21	0.01948684740645559	0.9331841410819381						False	False
author	all	all_tumor_in_site	50	tac_pct	cyto_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.004539369652943435	0.005190839694656489	0.0006514700417130535	False	False
author	all	all_tumor_in_site	50	tac_pct	exh_frac	spearman	21	0.15844155844155844	0.49273603731315235						False	False
author	all	all_tumor_in_site	50	tac_pct	exh_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.018032148467068687	0.009770992366412214	-0.008261156100656473	False	True
author	all	all_tumor_in_site	50	tac_pct	TNK_frac	spearman	21	-0.04675324675324675	0.8405105142403159						True	False
author	all	all_tumor_in_site	50	tac_pct	TNK_frac	q4q1_mannwhitney	21	-0.1333333333333333	0.7922077922077921	6.0	5.0	0.4279396603498229	0.34900763358778625	-0.07893202676203664	True	False
author	all	all_tumor_in_site	50	tac_pct2	T_frac	spearman	21	0.0025974025974025974	0.9910846979963881						False	False
author	all	all_tumor_in_site	50	tac_pct2	T_frac	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.3148660879050097	0.28682381795885	-0.028042269946159715	False	True
author	all	all_tumor_in_site	50	tac_pct2	T_of_immune	spearman	21	0.14285714285714285	0.5367409296165598						False	False
author	all	all_tumor_in_site	50	tac_pct2	T_of_immune	q4q1_mannwhitney	21	0.3999999999999999	0.32900432900432897	6.0	5.0	0.4661659942503459	0.5617128463476071	0.09554685209726121	False	False
author	all	all_tumor_in_site	50	tac_pct2	CD8_frac	spearman	21	0.032467532467532464	0.8888886581323973						False	False
author	all	all_tumor_in_site	50	tac_pct2	CD8_frac	q4q1_mannwhitney	21	0.06666666666666665	0.9307359307359306	6.0	5.0	0.05314962374693103	0.0707180814824908	0.01756845773555977	False	False
author	all	all_tumor_in_site	50	tac_pct2	CD8_of_immune	spearman	21	0.16233766233766234	0.4820201872355597						False	False
author	all	all_tumor_in_site	50	tac_pct2	CD8_of_immune	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.07858090185676392	0.10327455919395466	0.02469365733719074	False	False
author	all	all_tumor_in_site	50	tac_pct2	cyto_frac	spearman	21	0.06300747328087308	0.7861406145744827						False	False
author	all	all_tumor_in_site	50	tac_pct2	cyto_frac	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.0033006469327077712	0.005190839694656489	0.0018901927619487174	False	False
author	all	all_tumor_in_site	50	tac_pct2	exh_frac	spearman	21	0.15974025974025974	0.4891511154734236						False	False
author	all	all_tumor_in_site	50	tac_pct2	exh_frac	q4q1_mannwhitney	21	0.33333333333333326	0.42857142857142855	6.0	5.0	0.00946808923583086	0.009770992366412214	0.0003029031305813532	False	False
author	all	all_tumor_in_site	50	tac_pct2	TNK_frac	spearman	21	-0.031168831168831172	0.893308173976082						True	False
author	all	all_tumor_in_site	50	tac_pct2	TNK_frac	q4q1_mannwhitney	21	0.0	1.0	6.0	5.0	0.39489210934561547	0.34900763358778625	-0.045884475757829224	True	False
author	all	all_tumor_in_site	50	tac_mean	T_frac	spearman	21	0.09480519480519481	0.6827070112424533						False	False
author	all	all_tumor_in_site	50	tac_mean	T_frac	q4q1_mannwhitney	21	0.19999999999999996	0.6623376623376623	6.0	5.0	0.2524884110509382	0.28682381795885	0.03433540690791176	False	False
author	all	all_tumor_in_site	50	tac_mean	T_of_immune	spearman	21	0.212987012987013	0.35394640699014296						False	False
author	all	all_tumor_in_site	50	tac_mean	T_of_immune	q4q1_mannwhitney	21	0.5333333333333334	0.17748917748917747	6.0	5.0	0.37236915626746137	0.5561807631440127	0.1838116068765513	False	False
author	all	all_tumor_in_site	50	tac_mean	CD8_frac	spearman	21	0.14025974025974028	0.5442470998307317						False	False
author	all	all_tumor_in_site	50	tac_mean	CD8_frac	q4q1_mannwhitney	21	0.2666666666666666	0.5367965367965368	6.0	5.0	0.05314962374693103	0.1588785046728972	0.10572888092596616	False	False
author	all	all_tumor_in_site	50	tac_mean	CD8_of_immune	spearman	21	0.24415584415584415	0.286152904374841						False	False
author	all	all_tumor_in_site	50	tac_mean	CD8_of_immune	q4q1_mannwhitney	21	0.46666666666666656	0.24675324675324672	6.0	5.0	0.07858090185676392	0.19883040935672514	0.12024950749996122	False	False
author	all	all_tumor_in_site	50	tac_mean	cyto_frac	spearman	21	0.13965573974626505	0.5459994259609382						False	False
author	all	all_tumor_in_site	50	tac_mean	cyto_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.0033006469327077712	0.0028614252622973157	-0.0004392216704104555	False	True
author	all	all_tumor_in_site	50	tac_mean	exh_frac	spearman	21	0.26103896103896107	0.25306481196664155						False	False
author	all	all_tumor_in_site	50	tac_mean	exh_frac	q4q1_mannwhitney	21	0.46666666666666656	0.24675324675324672	6.0	5.0	0.009682780375444601	0.026854042020314457	0.017171261644869856	False	False
author	all	all_tumor_in_site	50	tac_mean	TNK_frac	spearman	21	0.09090909090909091	0.6951310760397714						True	False
author	all	all_tumor_in_site	50	tac_mean	TNK_frac	q4q1_mannwhitney	21	0.1333333333333333	0.7922077922077921	6.0	5.0	0.3573631066163617	0.3579439252336449	0.000580818617283152	True	False
author	no_mBrain	gate_samples	20	tac_pct	T_frac	spearman	11	-0.3454545454545455	0.2980892209030385						False	True
author	no_mBrain	gate_samples	20	tac_pct	T_of_immune	spearman	11	0.03636363636363637	0.9154683168905347						False	False
author	no_mBrain	gate_samples	20	tac_pct	CD8_frac	spearman	11	-0.33636363636363636	0.31182431390038634						False	True
author	no_mBrain	gate_samples	20	tac_pct	CD8_of_immune	spearman	11	-0.20000000000000004	0.5554454421055853						False	True
author	no_mBrain	gate_samples	20	tac_pct	cyto_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
author	no_mBrain	gate_samples	20	tac_pct	exh_frac	spearman	11	0.07272727272727274	0.831716405381337						False	False
author	no_mBrain	gate_samples	20	tac_pct	TNK_frac	spearman	11	-0.17272727272727276	0.6115423848512369						True	False
author	no_mBrain	gate_samples	20	tac_pct2	T_frac	spearman	11	-0.24545454545454545	0.4669223669820161						False	True
author	no_mBrain	gate_samples	20	tac_pct2	T_of_immune	spearman	11	0.018181818181818184	0.9576852410216187						False	False
author	no_mBrain	gate_samples	20	tac_pct2	CD8_frac	spearman	11	-0.27272727272727276	0.4171414371425311						False	True
author	no_mBrain	gate_samples	20	tac_pct2	CD8_of_immune	spearman	11	-0.18181818181818182	0.5926152128455						False	True
author	no_mBrain	gate_samples	20	tac_pct2	cyto_frac	spearman	11	-0.26363636363636367	0.43344073761161456						False	True
author	no_mBrain	gate_samples	20	tac_pct2	exh_frac	spearman	11	0.19090909090909092	0.5739131682855213						False	False
author	no_mBrain	gate_samples	20	tac_pct2	TNK_frac	spearman	11	-0.09090909090909091	0.7903727377532903						True	False
author	no_mBrain	gate_samples	20	tac_mean	T_frac	spearman	11	-0.3545454545454546	0.2846927409558867						False	True
author	no_mBrain	gate_samples	20	tac_mean	T_of_immune	spearman	11	0.15454545454545454	0.6500339654975799						False	False
