gate	site	pool	split	min_arm	score	module	n_genes	n_patients	mean_delta	median_delta	frac_pos	wilcoxon_p	mean_n_high	mean_n_low	eligible	control
broad	mLN	sample_then_patient	pos	20	pseudobulk	structural_no_cldn4	7	4	0.10756669193506241	0.07256461679935455	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	median	10	cell_mean	cldn_tjp	6	6	0.21135136485099792	0.20565828680992126	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	cell_mean	cldn_tjp	6	6	0.21135136485099792	0.20565828680992126	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	10	pseudobulk	cldn_tjp	6	6	0.13844343523184457	0.09727984666824341	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	pseudobulk	cldn_tjp	6	6	0.13844343523184457	0.09727984666824341	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	cell_mean	cldn_tjp	6	6	0.21135136485099792	0.20565828680992126	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	cell_mean	cldn_tjp	6	6	0.21135136485099792	0.20565828680992126	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	pseudobulk	cldn_tjp	6	6	0.13844343523184457	0.09727984666824341	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	pseudobulk	cldn_tjp	6	6	0.13844343523184457	0.09727984666824341	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	q4q1	10	cell_mean	cldn_tjp	6	6	0.32758329312006634	0.3398739993572235	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	cell_mean	cldn_tjp	6	6	0.32758329312006634	0.3398739993572235	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	10	pseudobulk	cldn_tjp	6	6	0.23824023207028708	0.20255005359649658	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	cldn_tjp	6	6	0.23824023207028708	0.20255005359649658	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	cell_mean	cldn_tjp	6	6	0.32758329312006634	0.3398739993572235	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	cell_mean	cldn_tjp	6	6	0.32758329312006634	0.3398739993572235	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	pseudobulk	cldn_tjp	6	6	0.23824023207028708	0.20255005359649658	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	cldn_tjp	6	6	0.23824023207028708	0.20255005359649658	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	pos	10	cell_mean	cldn_tjp	6	6	0.37645007421573	0.35497473180294037	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	cell_mean	cldn_tjp	6	6	0.37645007421573	0.35497473180294037	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	10	pseudobulk	cldn_tjp	6	6	0.2540078361829122	0.15111316740512848	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	pseudobulk	cldn_tjp	6	6	0.2540078361829122	0.15111316740512848	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	20	cell_mean	cldn_tjp	6	4	0.2884213216602802	0.28698794543743134	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	cell_mean	cldn_tjp	6	4	0.2884213216602802	0.28698794543743134	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	pos	20	pseudobulk	cldn_tjp	6	4	0.1847485825419426	0.12544070184230804	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	pseudobulk	cldn_tjp	6	4	0.1847485825419426	0.12544070184230804	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	median	10	cell_mean	junction_adhesion	7	6	0.08919680863618851	0.07761834561824799	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	cell_mean	junction_adhesion	7	6	0.08919680863618851	0.07761834561824799	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	10	pseudobulk	junction_adhesion	7	6	0.04618206371863683	0.029208168387413025	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	pseudobulk	junction_adhesion	7	6	0.04618206371863683	0.029208168387413025	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	cell_mean	junction_adhesion	7	6	0.08919680863618851	0.07761834561824799	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	cell_mean	junction_adhesion	7	6	0.08919680863618851	0.07761834561824799	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	pseudobulk	junction_adhesion	7	6	0.04618206371863683	0.029208168387413025	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	pseudobulk	junction_adhesion	7	6	0.04618206371863683	0.029208168387413025	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	q4q1	10	cell_mean	junction_adhesion	7	6	0.14074377715587616	0.13192719966173172	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	cell_mean	junction_adhesion	7	6	0.14074377715587616	0.13192719966173172	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	10	pseudobulk	junction_adhesion	7	6	0.07385728756586711	0.05841006338596344	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	junction_adhesion	7	6	0.07385728756586711	0.05841006338596344	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	cell_mean	junction_adhesion	7	6	0.14074377715587616	0.13192719966173172	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	cell_mean	junction_adhesion	7	6	0.14074377715587616	0.13192719966173172	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	pseudobulk	junction_adhesion	7	6	0.07385728756586711	0.05841006338596344	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	junction_adhesion	7	6	0.07385728756586711	0.05841006338596344	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	pos	10	cell_mean	junction_adhesion	7	6	0.19226711988449097	0.17374475300312042	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	cell_mean	junction_adhesion	7	6	0.19226711988449097	0.17374475300312042	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	10	pseudobulk	junction_adhesion	7	6	0.11889700964093208	0.08518524467945099	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	pseudobulk	junction_adhesion	7	6	0.11889700964093208	0.08518524467945099	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	20	cell_mean	junction_adhesion	7	4	0.15338923037052155	0.12296254187822342	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	cell_mean	junction_adhesion	7	4	0.15338923037052155	0.12296254187822342	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	pos	20	pseudobulk	junction_adhesion	7	4	0.0614379346370697	0.049154095351696014	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	pseudobulk	junction_adhesion	7	4	0.0614379346370697	0.049154095351696014	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	median	10	cell_mean	polarity	6	6	0.0568541536728541	0.04596615582704544	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	cell_mean	polarity	6	6	0.0568541536728541	0.04596615582704544	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	10	pseudobulk	polarity	6	6	0.02447280039389928	0.014112308621406555	0.8333333333333334	0.0625	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	pseudobulk	polarity	6	6	0.02447280039389928	0.014112308621406555	0.8333333333333334	0.0625	215.0	215.0	False	False
broad	mLN	patient	median	20	cell_mean	polarity	6	6	0.0568541536728541	0.04596615582704544	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	cell_mean	polarity	6	6	0.0568541536728541	0.04596615582704544	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	pseudobulk	polarity	6	6	0.02447280039389928	0.014112308621406555	0.8333333333333334	0.0625	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	pseudobulk	polarity	6	6	0.02447280039389928	0.014112308621406555	0.8333333333333334	0.0625	215.0	215.0	False	False
broad	mLN	patient	q4q1	10	cell_mean	polarity	6	6	0.0921383040646712	0.0858740471303463	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	cell_mean	polarity	6	6	0.0921383040646712	0.0858740471303463	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	10	pseudobulk	polarity	6	6	0.05732885996500651	0.04758431762456894	0.8333333333333334	0.0625	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	polarity	6	6	0.05732885996500651	0.04758431762456894	0.8333333333333334	0.0625	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	cell_mean	polarity	6	6	0.0921383040646712	0.0858740471303463	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	cell_mean	polarity	6	6	0.0921383040646712	0.0858740471303463	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	pseudobulk	polarity	6	6	0.05732885996500651	0.04758431762456894	0.8333333333333334	0.0625	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	polarity	6	6	0.05732885996500651	0.04758431762456894	0.8333333333333334	0.0625	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	pos	10	cell_mean	polarity	6	6	0.1338432878255844	0.1385028213262558	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	cell_mean	polarity	6	6	0.1338432878255844	0.1385028213262558	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	10	pseudobulk	polarity	6	6	0.08059472714861234	0.06978719681501389	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	pseudobulk	polarity	6	6	0.08059472714861234	0.06978719681501389	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	20	cell_mean	polarity	6	4	0.11551793664693832	0.11516493558883667	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	cell_mean	polarity	6	4	0.11551793664693832	0.11516493558883667	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	pos	20	pseudobulk	polarity	6	4	0.06637344881892204	0.06978719681501389	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	pseudobulk	polarity	6	4	0.06637344881892204	0.06978719681501389	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	median	10	cell_mean	CTRL_epi	4	6	0.2678770621617635	0.22594010829925537	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	10	cell_mean	CTRL_epi	4	6	0.2678770621617635	0.22594010829925537	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	10	pseudobulk	CTRL_epi	4	6	0.18177358309427896	0.15915536880493164	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	10	pseudobulk	CTRL_epi	4	6	0.18177358309427896	0.15915536880493164	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	20	cell_mean	CTRL_epi	4	6	0.2678770621617635	0.22594010829925537	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	20	cell_mean	CTRL_epi	4	6	0.2678770621617635	0.22594010829925537	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	20	pseudobulk	CTRL_epi	4	6	0.18177358309427896	0.15915536880493164	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	20	pseudobulk	CTRL_epi	4	6	0.18177358309427896	0.15915536880493164	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	q4q1	10	cell_mean	CTRL_epi	4	6	0.39443918069203693	0.3706400394439697	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	10	cell_mean	CTRL_epi	4	6	0.39443918069203693	0.3706400394439697	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	10	pseudobulk	CTRL_epi	4	6	0.28073692321777344	0.2249131202697754	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	CTRL_epi	4	6	0.28073692321777344	0.2249131202697754	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	20	cell_mean	CTRL_epi	4	6	0.39443918069203693	0.3706400394439697	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	20	cell_mean	CTRL_epi	4	6	0.39443918069203693	0.3706400394439697	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	20	pseudobulk	CTRL_epi	4	6	0.28073692321777344	0.2249131202697754	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	CTRL_epi	4	6	0.28073692321777344	0.2249131202697754	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	pos	10	cell_mean	CTRL_epi	4	6	0.3417028784751892	0.3374096751213074	1.0	0.03125	353.8333333333333	77.0	False	True
broad	mLN	sample_then_patient	pos	10	cell_mean	CTRL_epi	4	6	0.3417028784751892	0.3374096751213074	1.0	0.03125	353.8333333333333	77.0	False	True
broad	mLN	patient	pos	10	pseudobulk	CTRL_epi	4	6	0.07675369580586751	0.08081924915313721	0.8333333333333334	0.15625	353.8333333333333	77.0	False	True
broad	mLN	sample_then_patient	pos	10	pseudobulk	CTRL_epi	4	6	0.07675369580586751	0.08081924915313721	0.8333333333333334	0.15625	353.8333333333333	77.0	False	True
broad	mLN	patient	pos	20	cell_mean	CTRL_epi	4	4	0.2995877265930176	0.2556752562522888	1.0	0.125	420.0	107.75	False	True
broad	mLN	sample_then_patient	pos	20	cell_mean	CTRL_epi	4	4	0.2995877265930176	0.2556752562522888	1.0	0.125	420.0	107.75	False	True
broad	mLN	patient	pos	20	pseudobulk	CTRL_epi	4	4	0.0768548846244812	0.10290849208831787	0.75	0.375	420.0	107.75	False	True
broad	mLN	sample_then_patient	pos	20	pseudobulk	CTRL_epi	4	4	0.0768548846244812	0.10290849208831787	0.75	0.375	420.0	107.75	False	True
broad	mLN	patient	median	10	cell_mean	CTRL_krt	3	6	0.24444272120793661	0.26092225313186646	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	10	cell_mean	CTRL_krt	3	6	0.24444272120793661	0.26092225313186646	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	10	pseudobulk	CTRL_krt	3	6	0.20939220984776816	0.1995176076889038	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	10	pseudobulk	CTRL_krt	3	6	0.20939220984776816	0.1995176076889038	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	20	cell_mean	CTRL_krt	3	6	0.24444272120793661	0.26092225313186646	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	20	cell_mean	CTRL_krt	3	6	0.24444272120793661	0.26092225313186646	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	median	20	pseudobulk	CTRL_krt	3	6	0.20939220984776816	0.1995176076889038	1.0	0.03125	215.0	215.0	False	True
broad	mLN	sample_then_patient	median	20	pseudobulk	CTRL_krt	3	6	0.20939220984776816	0.1995176076889038	1.0	0.03125	215.0	215.0	False	True
broad	mLN	patient	q4q1	10	cell_mean	CTRL_krt	3	6	0.3500783443450928	0.3722062110900879	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	10	cell_mean	CTRL_krt	3	6	0.3500783443450928	0.3722062110900879	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	10	pseudobulk	CTRL_krt	3	6	0.3109530011812846	0.31247568130493164	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	CTRL_krt	3	6	0.3109530011812846	0.31247568130493164	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	20	cell_mean	CTRL_krt	3	6	0.3500783443450928	0.3722062110900879	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	20	cell_mean	CTRL_krt	3	6	0.3500783443450928	0.3722062110900879	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	q4q1	20	pseudobulk	CTRL_krt	3	6	0.3109530011812846	0.31247568130493164	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	CTRL_krt	3	6	0.3109530011812846	0.31247568130493164	1.0	0.03125	107.33333333333333	107.33333333333333	False	True
broad	mLN	patient	pos	10	cell_mean	CTRL_krt	3	6	0.2178033987681071	0.22193396091461182	1.0	0.03125	353.8333333333333	77.0	False	True
broad	mLN	sample_then_patient	pos	10	cell_mean	CTRL_krt	3	6	0.2178033987681071	0.22193396091461182	1.0	0.03125	353.8333333333333	77.0	False	True
broad	mLN	patient	pos	10	pseudobulk	CTRL_krt	3	6	0.06448521216710408	0.08889156579971313	0.6666666666666666	0.3125	353.8333333333333	77.0	False	True
broad	mLN	sample_then_patient	pos	10	pseudobulk	CTRL_krt	3	6	0.06448521216710408	0.08889156579971313	0.6666666666666666	0.3125	353.8333333333333	77.0	False	True
broad	mLN	patient	pos	20	cell_mean	CTRL_krt	3	4	0.2069997787475586	0.22193396091461182	1.0	0.125	420.0	107.75	False	True
broad	mLN	sample_then_patient	pos	20	cell_mean	CTRL_krt	3	4	0.2069997787475586	0.22193396091461182	1.0	0.125	420.0	107.75	False	True
broad	mLN	patient	pos	20	pseudobulk	CTRL_krt	3	4	0.09451425075531006	0.10035383701324463	0.75	0.375	420.0	107.75	False	True
broad	mLN	sample_then_patient	pos	20	pseudobulk	CTRL_krt	3	4	0.09451425075531006	0.10035383701324463	0.75	0.375	420.0	107.75	False	True
broad	mLN	patient	median	10	cell_mean	kegg_broad_no_cldn4	204	6	0.04771936684846878	0.04024694114923477	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	cell_mean	kegg_broad_no_cldn4	204	6	0.04771936684846878	0.04024694114923477	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.02149343490600586	0.020344257354736328	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.02149343490600586	0.020344257354736328	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	cell_mean	kegg_broad_no_cldn4	204	6	0.04771936684846878	0.04024694114923477	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	cell_mean	kegg_broad_no_cldn4	204	6	0.04771936684846878	0.04024694114923477	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	median	20	pseudobulk	kegg_broad_no_cldn4	204	6	0.02149343490600586	0.020344257354736328	1.0	0.03125	215.0	215.0	False	False
broad	mLN	sample_then_patient	median	20	pseudobulk	kegg_broad_no_cldn4	204	6	0.02149343490600586	0.020344257354736328	1.0	0.03125	215.0	215.0	False	False
broad	mLN	patient	q4q1	10	cell_mean	kegg_broad_no_cldn4	204	6	0.07363000263770421	0.07460017502307892	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	cell_mean	kegg_broad_no_cldn4	204	6	0.07363000263770421	0.07460017502307892	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.03766120473543803	0.03417208790779114	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.03766120473543803	0.03417208790779114	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	cell_mean	kegg_broad_no_cldn4	204	6	0.07363000263770421	0.07460017502307892	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	cell_mean	kegg_broad_no_cldn4	204	6	0.07363000263770421	0.07460017502307892	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	q4q1	20	pseudobulk	kegg_broad_no_cldn4	204	6	0.03766120473543803	0.03417208790779114	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	sample_then_patient	q4q1	20	pseudobulk	kegg_broad_no_cldn4	204	6	0.03766120473543803	0.03417208790779114	1.0	0.03125	107.33333333333333	107.33333333333333	False	False
broad	mLN	patient	pos	10	cell_mean	kegg_broad_no_cldn4	204	6	0.09633822739124298	0.09706991165876389	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	cell_mean	kegg_broad_no_cldn4	204	6	0.09633822739124298	0.09706991165876389	1.0	0.03125	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.027538845936457317	0.01801668107509613	0.8333333333333334	0.0625	353.8333333333333	77.0	False	False
broad	mLN	sample_then_patient	pos	10	pseudobulk	kegg_broad_no_cldn4	204	6	0.027538845936457317	0.01801668107509613	0.8333333333333334	0.0625	353.8333333333333	77.0	False	False
broad	mLN	patient	pos	20	cell_mean	kegg_broad_no_cldn4	204	4	0.08860070258378983	0.08836652338504791	1.0	0.125	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	cell_mean	kegg_broad_no_cldn4	204	4	0.08860070258378983	0.08836652338504791	1.0	0.125	420.0	107.75	False	False
broad	mLN	patient	pos	20	pseudobulk	kegg_broad_no_cldn4	204	4	0.02239297330379486	0.017595604062080383	0.75	0.25	420.0	107.75	False	False
broad	mLN	sample_then_patient	pos	20	pseudobulk	kegg_broad_no_cldn4	204	4	0.02239297330379486	0.017595604062080383	0.75	0.25	420.0	107.75	False	False
broad	tLB	patient	median	10	cell_mean	pre_core	12	4	0.16854264959692955	0.14757534116506577	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	10	cell_mean	pre_core	12	4	0.16854264959692955	0.14757534116506577	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	10	pseudobulk	pre_core	12	4	0.10618379712104797	0.10467639565467834	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	10	pseudobulk	pre_core	12	4	0.10618379712104797	0.10467639565467834	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	20	cell_mean	pre_core	12	4	0.16854264959692955	0.14757534116506577	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	20	cell_mean	pre_core	12	4	0.16854264959692955	0.14757534116506577	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	20	pseudobulk	pre_core	12	4	0.10618379712104797	0.10467639565467834	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	20	pseudobulk	pre_core	12	4	0.10618379712104797	0.10467639565467834	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	q4q1	10	cell_mean	pre_core	12	4	0.3000846281647682	0.2799859195947647	1.0	0.125	399.75	399.75	False	False
broad	tLB	sample_then_patient	q4q1	10	cell_mean	pre_core	12	4	0.3000846281647682	0.2799859195947647	1.0	0.125	399.75	399.75	False	False
broad	tLB	patient	q4q1	10	pseudobulk	pre_core	12	4	0.22277195751667023	0.21125474572181702	1.0	0.125	399.75	399.75	False	False
broad	tLB	sample_then_patient	q4q1	10	pseudobulk	pre_core	12	4	0.22277195751667023	0.21125474572181702	1.0	0.125	399.75	399.75	False	False
broad	tLB	patient	q4q1	20	cell_mean	pre_core	12	4	0.3000846281647682	0.2799859195947647	1.0	0.125	399.75	399.75	False	False
broad	tLB	sample_then_patient	q4q1	20	cell_mean	pre_core	12	4	0.3000846281647682	0.2799859195947647	1.0	0.125	399.75	399.75	False	False
broad	tLB	patient	q4q1	20	pseudobulk	pre_core	12	4	0.22277195751667023	0.21125474572181702	1.0	0.125	399.75	399.75	False	False
broad	tLB	sample_then_patient	q4q1	20	pseudobulk	pre_core	12	4	0.22277195751667023	0.21125474572181702	1.0	0.125	399.75	399.75	False	False
broad	tLB	patient	pos	10	cell_mean	pre_core	12	4	0.2762337774038315	0.2749547213315964	1.0	0.125	1324.75	275.25	False	False
broad	tLB	sample_then_patient	pos	10	cell_mean	pre_core	12	4	0.2762337774038315	0.2749547213315964	1.0	0.125	1324.75	275.25	False	False
broad	tLB	patient	pos	10	pseudobulk	pre_core	12	4	0.19175352528691292	0.1981995776295662	1.0	0.125	1324.75	275.25	False	False
broad	tLB	sample_then_patient	pos	10	pseudobulk	pre_core	12	4	0.19175352528691292	0.1981995776295662	1.0	0.125	1324.75	275.25	False	False
broad	tLB	patient	pos	20	cell_mean	pre_core	12	4	0.2762337774038315	0.2749547213315964	1.0	0.125	1324.75	275.25	False	False
broad	tLB	sample_then_patient	pos	20	cell_mean	pre_core	12	4	0.2762337774038315	0.2749547213315964	1.0	0.125	1324.75	275.25	False	False
broad	tLB	patient	pos	20	pseudobulk	pre_core	12	4	0.19175352528691292	0.1981995776295662	1.0	0.125	1324.75	275.25	False	False
broad	tLB	sample_then_patient	pos	20	pseudobulk	pre_core	12	4	0.19175352528691292	0.1981995776295662	1.0	0.125	1324.75	275.25	False	False
broad	tLB	patient	median	10	cell_mean	pre_core_no_cldn4	11	4	0.13423855602741241	0.11655405163764954	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	10	cell_mean	pre_core_no_cldn4	11	4	0.13423855602741241	0.11655405163764954	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	10	pseudobulk	pre_core_no_cldn4	11	4	0.08805237710475922	0.09224091470241547	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	10	pseudobulk	pre_core_no_cldn4	11	4	0.08805237710475922	0.09224091470241547	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	20	cell_mean	pre_core_no_cldn4	11	4	0.13423855602741241	0.11655405163764954	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	20	cell_mean	pre_core_no_cldn4	11	4	0.13423855602741241	0.11655405163764954	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	median	20	pseudobulk	pre_core_no_cldn4	11	4	0.08805237710475922	0.09224091470241547	1.0	0.125	800.0	800.0	False	False
broad	tLB	sample_then_patient	median	20	pseudobulk	pre_core_no_cldn4	11	4	0.08805237710475922	0.09224091470241547	1.0	0.125	800.0	800.0	False	False
broad	tLB	patient	q4q1	10	cell_mean	pre_core_no_cldn4	11	4	0.23553593084216118	0.2120100036263466	1.0	0.125	399.75	399.75	False	False
