gate	site	pool	split	min_arm	score	module	n_genes	n_patients	mean_delta	median_delta	frac_pos	wilcoxon_p	mean_n_high	mean_n_low	eligible	control
author	all	sample_then_patient	median	20	cell_mean	pre_core_no_cldn4	11	20	0.10261384695768357	0.10382096469402313	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	pre_core_no_cldn4	11	20	0.05664975419640541	0.06119073927402496	0.9	0.0005855560302734375	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	pre_core_no_cldn4	11	20	0.05664975419640541	0.06119073927402496	0.9	0.0005855560302734375	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	pre_core_no_cldn4	11	20	0.16620998308062554	0.16833575069904327	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	pre_core_no_cldn4	11	20	0.16620998308062554	0.16833575069904327	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	pre_core_no_cldn4	11	20	0.11378878764808179	0.09911122918128967	0.9	0.0003223419189453125	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	pre_core_no_cldn4	11	20	0.11378878764808179	0.09911122918128967	0.9	0.0003223419189453125	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	pre_core_no_cldn4	11	19	0.17778534089264117	0.1853107511997223	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	pre_core_no_cldn4	11	19	0.17778534089264117	0.1853107511997223	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	pre_core_no_cldn4	11	19	0.12678143813421852	0.10162857174873352	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	pre_core_no_cldn4	11	19	0.12678143813421852	0.10162857174873352	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	pre_core_no_cldn4	11	19	0.19246875533932134	0.17122317850589752	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	pre_core_no_cldn4	11	19	0.19246875533932134	0.17122317850589752	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	pre_core_no_cldn4	11	19	0.10873282583136308	0.05422943830490112	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	pre_core_no_cldn4	11	19	0.10873282583136308	0.05422943830490112	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	pre_core_no_cldn4	11	16	0.17988271731883287	0.16538963466882706	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	pre_core_no_cldn4	11	16	0.17988271731883287	0.16538963466882706	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	pre_core_no_cldn4	11	16	0.09700324479490519	0.05389818549156189	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	pre_core_no_cldn4	11	16	0.09700324479490519	0.05389818549156189	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	claudins	4	20	0.25632646679878235	0.22646969556808472	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	10	cell_mean	claudins	4	20	0.25632646679878235	0.22646969556808472	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	patient	median	10	pseudobulk	claudins	4	20	0.15259560346603393	0.15577036142349243	0.9	0.0001049041748046875	609.9	609.9	True	False
author	all	sample_then_patient	median	10	pseudobulk	claudins	4	20	0.15259560346603393	0.15577036142349243	0.9	0.0001049041748046875	609.9	609.9	True	False
author	all	patient	median	20	cell_mean	claudins	4	20	0.25632646679878235	0.22646969556808472	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	20	cell_mean	claudins	4	20	0.25632646679878235	0.22646969556808472	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	claudins	4	20	0.15259560346603393	0.15577036142349243	0.9	0.0001049041748046875	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	claudins	4	20	0.15259560346603393	0.15577036142349243	0.9	0.0001049041748046875	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	claudins	4	20	0.4041149765253067	0.413359671831131	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	claudins	4	20	0.4041149765253067	0.413359671831131	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	claudins	4	20	0.294196180999279	0.2974230647087097	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	claudins	4	20	0.294196180999279	0.2974230647087097	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	claudins	4	19	0.42420492360466405	0.44017618894577026	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	claudins	4	19	0.42420492360466405	0.44017618894577026	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	claudins	4	19	0.3160461924578014	0.30516862869262695	0.9473684210526315	1.1444091796875e-05	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	claudins	4	19	0.3160461924578014	0.30516862869262695	0.9473684210526315	1.1444091796875e-05	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	claudins	4	19	0.4164162591884011	0.33687931299209595	1.0	3.814697265625e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	claudins	4	19	0.4164162591884011	0.33687931299209595	1.0	3.814697265625e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	claudins	4	19	0.26074325724651937	0.2086315155029297	0.9473684210526315	5.340576171875e-05	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	claudins	4	19	0.26074325724651937	0.2086315155029297	0.9473684210526315	5.340576171875e-05	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	claudins	4	16	0.38911500200629234	0.3353971242904663	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	claudins	4	16	0.38911500200629234	0.3353971242904663	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	claudins	4	16	0.24486498907208443	0.18172723054885864	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	claudins	4	16	0.24486498907208443	0.18172723054885864	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	claudins_no_cldn4	3	20	0.1928059294819832	0.1887098029255867	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	10	cell_mean	claudins_no_cldn4	3	20	0.1928059294819832	0.1887098029255867	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	patient	median	10	pseudobulk	claudins_no_cldn4	3	20	0.11277678087353707	0.11651480197906494	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	sample_then_patient	median	10	pseudobulk	claudins_no_cldn4	3	20	0.11277678087353707	0.11651480197906494	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	patient	median	20	cell_mean	claudins_no_cldn4	3	20	0.1928059294819832	0.1887098029255867	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	20	cell_mean	claudins_no_cldn4	3	20	0.1928059294819832	0.1887098029255867	0.95	3.814697265625e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	claudins_no_cldn4	3	20	0.11277678087353707	0.11651480197906494	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	claudins_no_cldn4	3	20	0.11277678087353707	0.11651480197906494	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	claudins_no_cldn4	3	20	0.31242871284484863	0.3247050493955612	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	claudins_no_cldn4	3	20	0.31242871284484863	0.3247050493955612	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	claudins_no_cldn4	3	20	0.23008144423365592	0.23405462503433228	0.9	3.62396240234375e-05	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	claudins_no_cldn4	3	20	0.23008144423365592	0.23405462503433228	0.9	3.62396240234375e-05	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	claudins_no_cldn4	3	19	0.3278689227606121	0.32667168974876404	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	claudins_no_cldn4	3	19	0.3278689227606121	0.32667168974876404	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	claudins_no_cldn4	3	19	0.2500836653144736	0.23494315147399902	0.9473684210526315	1.1444091796875e-05	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	claudins_no_cldn4	3	19	0.2500836653144736	0.23494315147399902	0.9473684210526315	1.1444091796875e-05	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	claudins_no_cldn4	3	19	0.33535646137438324	0.3016144633293152	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	claudins_no_cldn4	3	19	0.33535646137438324	0.3016144633293152	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	claudins_no_cldn4	3	19	0.21235749125480652	0.16755205392837524	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	claudins_no_cldn4	3	19	0.21235749125480652	0.16755205392837524	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	claudins_no_cldn4	3	16	0.3034258484840393	0.2993078827857971	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	claudins_no_cldn4	3	16	0.3034258484840393	0.2993078827857971	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	claudins_no_cldn4	3	16	0.19081443175673485	0.15102359652519226	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	claudins_no_cldn4	3	16	0.19081443175673485	0.15102359652519226	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	structural	8	20	0.16712492257356643	0.15482628345489502	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	10	cell_mean	structural	8	20	0.16712492257356643	0.15482628345489502	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	patient	median	10	pseudobulk	structural	8	20	0.09601302295923234	0.10409688949584961	0.9	0.000133514404296875	609.9	609.9	True	False
author	all	sample_then_patient	median	10	pseudobulk	structural	8	20	0.09601302295923234	0.10409688949584961	0.9	0.000133514404296875	609.9	609.9	True	False
author	all	patient	median	20	cell_mean	structural	8	20	0.16712492257356643	0.15482628345489502	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	20	cell_mean	structural	8	20	0.16712492257356643	0.15482628345489502	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	structural	8	20	0.09601302295923234	0.10409688949584961	0.9	0.000133514404296875	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	structural	8	20	0.09601302295923234	0.10409688949584961	0.9	0.000133514404296875	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	structural	8	20	0.2631536804139614	0.26295651495456696	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	structural	8	20	0.2631536804139614	0.26295651495456696	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	structural	8	20	0.18530505448579787	0.17238429188728333	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	structural	8	20	0.18530505448579787	0.17238429188728333	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	structural	8	19	0.2798941378530703	0.27116265892982483	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	structural	8	19	0.2798941378530703	0.27116265892982483	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	structural	8	19	0.20192647137139974	0.18480002880096436	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	structural	8	19	0.20192647137139974	0.18480002880096436	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	structural	8	19	0.28107045590877533	0.2489294409751892	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	structural	8	19	0.28107045590877533	0.2489294409751892	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	structural	8	19	0.1633684141071219	0.09378522634506226	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	structural	8	19	0.1633684141071219	0.09378522634506226	0.9473684210526315	0.000335693359375	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	structural	8	16	0.2710149893537164	0.24372389912605286	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	structural	8	16	0.2710149893537164	0.24372389912605286	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	structural	8	16	0.15562303829938173	0.09180593490600586	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	structural	8	16	0.15562303829938173	0.09180593490600586	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	structural_no_cldn4	7	20	0.12715876772999762	0.12490923702716827	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	10	cell_mean	structural_no_cldn4	7	20	0.12715876772999762	0.12490923702716827	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	patient	median	10	pseudobulk	structural_no_cldn4	7	20	0.07086459621787071	0.07614192366600037	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	sample_then_patient	median	10	pseudobulk	structural_no_cldn4	7	20	0.07086459621787071	0.07614192366600037	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	patient	median	20	cell_mean	structural_no_cldn4	7	20	0.12715876772999762	0.12490923702716827	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	20	cell_mean	structural_no_cldn4	7	20	0.12715876772999762	0.12490923702716827	0.9	9.5367431640625e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	structural_no_cldn4	7	20	0.07086459621787071	0.07614192366600037	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	structural_no_cldn4	7	20	0.07086459621787071	0.07614192366600037	0.9	0.0004825592041015625	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	structural_no_cldn4	7	20	0.2037222519516945	0.19436566531658173	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	structural_no_cldn4	7	20	0.2037222519516945	0.19436566531658173	0.9	9.5367431640625e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	structural_no_cldn4	7	20	0.1422714002430439	0.126273512840271	0.9	0.0001678466796875	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	structural_no_cldn4	7	20	0.1422714002430439	0.126273512840271	0.9	0.0001678466796875	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	structural_no_cldn4	7	19	0.21799146972204508	0.20321059226989746	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	structural_no_cldn4	7	19	0.21799146972204508	0.20321059226989746	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	structural_no_cldn4	7	19	0.15735396664393575	0.13340488076210022	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	structural_no_cldn4	7	19	0.15735396664393575	0.13340488076210022	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	structural_no_cldn4	7	19	0.22699546970819173	0.20495861768722534	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	structural_no_cldn4	7	19	0.22699546970819173	0.20495861768722534	0.9473684210526315	7.62939453125e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	structural_no_cldn4	7	19	0.1287209258267754	0.07634031772613525	0.9473684210526315	0.00041961669921875	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	structural_no_cldn4	7	19	0.1287209258267754	0.07634031772613525	0.9473684210526315	0.00041961669921875	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	structural_no_cldn4	7	16	0.21741968393325806	0.20478157699108124	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	structural_no_cldn4	7	16	0.21741968393325806	0.20478157699108124	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	structural_no_cldn4	7	16	0.11970962025225163	0.06813275814056396	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	structural_no_cldn4	7	16	0.11970962025225163	0.06813275814056396	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	cldn_tjp	6	20	0.18455796390771867	0.17323485016822815	0.95	5.7220458984375e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	10	cell_mean	cldn_tjp	6	20	0.18455796390771867	0.17323485016822815	0.95	5.7220458984375e-06	609.9	609.9	True	False
author	all	patient	median	10	pseudobulk	cldn_tjp	6	20	0.10442620515823364	0.1007874608039856	0.9	0.0002613067626953125	609.9	609.9	True	False
author	all	sample_then_patient	median	10	pseudobulk	cldn_tjp	6	20	0.10442620515823364	0.1007874608039856	0.9	0.0002613067626953125	609.9	609.9	True	False
author	all	patient	median	20	cell_mean	cldn_tjp	6	20	0.18455796390771867	0.17323485016822815	0.95	5.7220458984375e-06	609.9	609.9	True	False
author	all	sample_then_patient	median	20	cell_mean	cldn_tjp	6	20	0.18455796390771867	0.17323485016822815	0.95	5.7220458984375e-06	609.9	609.9	True	False
author	all	patient	median	20	pseudobulk	cldn_tjp	6	20	0.10442620515823364	0.1007874608039856	0.9	0.0002613067626953125	609.9	609.9	True	False
author	all	sample_then_patient	median	20	pseudobulk	cldn_tjp	6	20	0.10442620515823364	0.1007874608039856	0.9	0.0002613067626953125	609.9	609.9	True	False
author	all	patient	q4q1	10	cell_mean	cldn_tjp	6	20	0.2939902991056442	0.29712557792663574	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	cell_mean	cldn_tjp	6	20	0.2939902991056442	0.29712557792663574	0.95	5.7220458984375e-06	304.75	304.75	True	False
author	all	patient	q4q1	10	pseudobulk	cldn_tjp	6	20	0.20552949011325836	0.19539332389831543	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	sample_then_patient	q4q1	10	pseudobulk	cldn_tjp	6	20	0.20552949011325836	0.19539332389831543	0.9	1.9073486328125e-05	304.75	304.75	True	False
author	all	patient	q4q1	20	cell_mean	cldn_tjp	6	19	0.30934787737695796	0.30129867792129517	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	cell_mean	cldn_tjp	6	19	0.30934787737695796	0.30129867792129517	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	q4q1	20	pseudobulk	cldn_tjp	6	19	0.22250487929896304	0.20006072521209717	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	sample_then_patient	q4q1	20	pseudobulk	cldn_tjp	6	19	0.22250487929896304	0.20006072521209717	0.9473684210526315	7.62939453125e-06	319.7894736842105	319.7894736842105	True	False
author	all	patient	pos	10	cell_mean	cldn_tjp	6	19	0.3049815728476173	0.25096118450164795	1.0	3.814697265625e-06	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	cell_mean	cldn_tjp	6	19	0.3049815728476173	0.25096118450164795	1.0	3.814697265625e-06	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	10	pseudobulk	cldn_tjp	6	19	0.17720331173194082	0.11753535270690918	0.9473684210526315	0.000209808349609375	940.2631578947369	334.8421052631579	True	False
author	all	sample_then_patient	pos	10	pseudobulk	cldn_tjp	6	19	0.17720331173194082	0.11753535270690918	0.9473684210526315	0.000209808349609375	940.2631578947369	334.8421052631579	True	False
author	all	patient	pos	20	cell_mean	cldn_tjp	6	16	0.2928404686972499	0.24595527350902557	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	cell_mean	cldn_tjp	6	16	0.2928404686972499	0.24595527350902557	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	pos	20	pseudobulk	cldn_tjp	6	16	0.1689402088522911	0.1084149181842804	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	sample_then_patient	pos	20	pseudobulk	cldn_tjp	6	16	0.1689402088522911	0.1084149181842804	1.0	3.0517578125e-05	1088.1875	391.4375	True	False
author	all	patient	median	10	cell_mean	junction_adhesion	7	20	0.06981018260121345	0.06382885575294495	0.9	1.9073486328125e-05	609.9	609.9	True	False
