unit_id	dataset	patient	tissue	role	n_cells	n_cldn4_low	n_cldn4_mid	n_cldn4_high	thin_arm	mean_CLDN4	mean_TACSTD2	mean_sling_pt	mean_dpt	mean_AT2	mean_club	mean_basal	mean_barrier_keratin	mean_IFN	mean_ifn_isg	mean_malignant_like	pct_CLDN4_pos	mean_SFTPC
GSE123902:LX685_NORMAL	GSE123902	LX685	NORMAL	root_pool	266	83	39	144	False	1.4222712265817743	1.8016542581687296	68.03499021359458	0.22156387567520142	0.6496346957309354		0.05111283220742878	1.7035682236117529	0.28267033980022505	0.630278354855451	0.0	0.6879699248120301	
GSE123902:LX699	GSE123902	LX699	METASTASIS	given	39	32	2	5	True	0.33851265754455173	0.27343749617918944	49.237758418117615	0.13042351603507996	0.023102472607906047		0.027111527247306626	0.6646285332166232	0.31417088444815033	0.6948584354913571	0.014982335842572726	0.1794871794871795	
GSE123902:LX701	GSE123902	LX701	METASTASIS	given	83	74	3	6	True	0.22888019357819156	0.41097313883792924	58.32740120743652	0.09771682322025299	0.30763215493096646		0.11306903358683529	0.6927598006125674	0.24551255397123933	0.6778256447832952	0.010022263031408012	0.10843373493975904	
GSE189357:TD1	GSE189357	TD1	TUMOR	given	340	130	40	170	False	1.3300545466296814	1.2452717447982116	59.16225913954897	0.1480751782655716	0.7781885105897398		0.22346730433842715	1.246403666293504	0.3842124429457557	0.9123853956513545	0.03104910013430259	0.6176470588235294	
GSE189357:TD2	GSE189357	TD2	TUMOR	given	339	220	36	83	False	0.6940684151508815	0.7058606869527372	60.65358959556609	0.1592760682106018	1.0023833098972441		0.11126339760853478	0.9548590806410844	0.28816668328905437	0.6118346296103253	0.024462575581924755	0.35103244837758113	
GSE189357:TD3	GSE189357	TD3	TUMOR	given	343	165	74	104	False	0.907492790208266	1.1544808668923447	71.26213584355557	0.2209394872188568	0.8915402887296746		0.1701982930172289	0.8587282857232237	0.3469283709741467	0.6916225594885397	0.002314534896316751	0.5189504373177842	
GSE189357:TD4	GSE189357	TD4	TUMOR	given	345	239	39	67	False	0.546399518199589	0.9486493240232053	65.9871769027645	0.1841793805360794	0.7201173334018044		0.06360007965046427	0.8363094376481097	0.2883682320839253	0.6242916666161529	0.010169596948485444	0.3072463768115942	
GSE189357:TD5	GSE189357	TD5	TUMOR	given	347	223	22	102	False	0.7429645399882402	0.7324256955374902	51.1424428838629	0.14370056986808777	0.8280937011415402		0.10347825503486721	0.763962477731888	0.34621175117449954	0.8870460627782291	0.004269722559266544	0.3573487031700288	
GSE189357:TD6	GSE189357	TD6	TUMOR	given	342	122	72	148	False	1.1588198417111446	1.4707373248206244	69.49586383359265	0.1623738557100296	1.5961589338965931		0.13329813877741495	1.0375109492977228	0.2948971093472916	0.5375005296472718	0.007925041412052355	0.6432748538011696	
GSE189357:TD7	GSE189357	TD7	TUMOR	given	343	223	21	99	False	0.7228513968234159	0.7045748643902926	52.68837537629788	0.1280992031097412	1.09697063243337		0.056362621290690695	0.8320039692031631	0.31279166652054247	0.7538710294639702	0.005978504353292482	0.3498542274052478	
GSE189357:TD8	GSE189357	TD8	TUMOR	given	348	184	75	89	False	0.7584339809314958	0.7222493045974052	73.37711451041014	0.1697404384613037	1.5709367709170128		0.09547403484754179	0.9143424771611948	0.2858450161823738	0.570171552666906	0.0023270888232636727	0.47126436781609193	
GSE189357:TD9	GSE189357	TD9	TUMOR	given	348	62	25	261	False	2.0439056230002435	1.717388044828656	65.63847292198385	0.11515742540359497	1.6488781205710323		0.1435703633502982	1.156092610881018	0.2842658602431052	0.541659523839499	0.004186555571939753	0.8218390804597702	
