symbol	dropped_ensg	kept_ensg
TAS2R30	ENSG00000274699	ENSG00000256188
TAS2R31	ENSG00000263097	ENSG00000256436
TAS2R31	ENSG00000282256	ENSG00000256436
TAS2R41	ENSG00000284982	ENSG00000221855
TAS2R42	ENSG00000273505	ENSG00000186136
TAS2R43	ENSG00000262612	ENSG00000255374
TAS2R43	ENSG00000282537	ENSG00000255374
TAS2R46	ENSG00000262525	ENSG00000226761
TAS2R46	ENSG00000278111	ENSG00000226761
TAS2R50	ENSG00000273431	ENSG00000212126
TAS2R50	ENSG00000276167	ENSG00000212126
TAS2R60	ENSG00000285341	ENSG00000185899
TAS2R62P	ENSG00000285054	ENSG00000234066
TAS2R63P	ENSG00000263158	ENSG00000256019
TAS2R63P	ENSG00000282293	ENSG00000256019
TAS2R64P	ENSG00000263083	ENSG00000256274
TAS2R64P	ENSG00000282079	ENSG00000256274
TAS2R7	ENSG00000273326	ENSG00000121377
TAS2R7	ENSG00000274327	ENSG00000121377
TAS2R8	ENSG00000272712	ENSG00000121314
TAS2R8	ENSG00000277316	ENSG00000121314
TAS2R9	ENSG00000121381	ENSG00000273086
TAS2R9	ENSG00000273713	ENSG00000273086
TATDN1	ENSG00000147687	ENSG00000291730
TBC1D3B	ENSG00000274808	ENSG00000274939
TBC1D3B	ENSG00000278632	ENSG00000274939
TBC1D3B	ENSG00000282750	ENSG00000274939
TBC1D3F	ENSG00000282087	ENSG00000275954
TBC1D3G	ENSG00000275760	ENSG00000260287
TBC1D3H	ENSG00000277974	ENSG00000274226
TBC1D3I	ENSG00000275861	ENSG00000274933
TBC1D3I	ENSG00000282144	ENSG00000274933
TBC1D3JP	ENSG00000282656	ENSG00000274658
TBC1D3K	ENSG00000273513	ENSG00000275153
TBC1D3L	ENSG00000276349	ENSG00000274512
TBC1D3P4	ENSG00000284576	ENSG00000204471
TBC1D3P7	ENSG00000233014	ENSG00000262591
TBC1D3P7	ENSG00000292025	ENSG00000262591
TBC1D9B	ENSG00000197226	ENSG00000284400
TBCD	ENSG00000278759	ENSG00000141556
TBL3	ENSG00000291938	ENSG00000183751
TBX22	ENSG00000277800	ENSG00000122145
TC2N	ENSG00000165929	ENSG00000276776
TCAF2	ENSG00000292264	ENSG00000170379
TCAF2P1	ENSG00000159860	ENSG00000285351
TCEA3	ENSG00000282941	ENSG00000204219
TCEAL2	ENSG00000184905	ENSG00000291823
TCEAL6	ENSG00000291827	ENSG00000204071
TCERG1P2	ENSG00000285145	ENSG00000260675
TCF19	ENSG00000137310	ENSG00000206455
TCF19	ENSG00000224379	ENSG00000206455
TCF19	ENSG00000224472	ENSG00000206455
TCF19	ENSG00000224941	ENSG00000206455
TCF19	ENSG00000233890	ENSG00000206455
TCF19	ENSG00000234674	ENSG00000206455
TCF20	ENSG00000262024	ENSG00000100207
TCF20	ENSG00000276461	ENSG00000100207
TCF7L1	ENSG00000292149	ENSG00000152284
TDH	ENSG00000154316	ENSG00000284856
TDO2	ENSG00000262635	ENSG00000151790
TDRD15	ENSG00000291547	ENSG00000218819
TEKT4P3	ENSG00000292114	ENSG00000271435
TEP1	ENSG00000291791	ENSG00000129566
TFE3	ENSG00000292217	ENSG00000068323
TFPT	ENSG00000273833	ENSG00000105619
TFPT	ENSG00000274073	ENSG00000105619
TFPT	ENSG00000275086	ENSG00000105619
TFPT	ENSG00000276022	ENSG00000105619
TFPT	ENSG00000276263	ENSG00000105619
TFPT	ENSG00000276296	ENSG00000105619
TFPT	ENSG00000276323	ENSG00000105619
TFPT	ENSG00000276504	ENSG00000105619
TFPT	ENSG00000278161	ENSG00000105619
TGM1	ENSG00000285348	ENSG00000092295
TGM4	ENSG00000281886	ENSG00000163810
TGOLN2	ENSG00000292253	ENSG00000152291
THEMIS	ENSG00000275122	ENSG00000172673
TIGD5	ENSG00000179886	ENSG00000278016
TIMM17B	ENSG00000292215	ENSG00000126768
TIMM22	ENSG00000277649	ENSG00000177370
TIMM22	ENSG00000278501	ENSG00000177370
TINF2	ENSG00000284915	ENSG00000092330
TJP1	ENSG00000104067	ENSG00000277401
TLCD2	ENSG00000275246	ENSG00000185561
TM9SF1	ENSG00000285465	ENSG00000100926
TMC4	ENSG00000273722	ENSG00000167608
TMC4	ENSG00000274384	ENSG00000167608
TMC4	ENSG00000274873	ENSG00000167608
TMC4	ENSG00000274905	ENSG00000167608
TMC4	ENSG00000276260	ENSG00000167608
TMC4	ENSG00000277667	ENSG00000167608
TMC4	ENSG00000277789	ENSG00000167608
TMC4	ENSG00000277996	ENSG00000167608
TMC4	ENSG00000278363	ENSG00000167608
TMEM102	ENSG00000181284	ENSG00000284228
TMEM131	ENSG00000291574	ENSG00000075568
TMEM14C	ENSG00000284936	ENSG00000111843
TMEM179	ENSG00000276342	ENSG00000258986
TMEM183AP1	ENSG00000224293	ENSG00000224241
TMEM183AP1	ENSG00000225248	ENSG00000224241
TMEM183AP1	ENSG00000225305	ENSG00000224241
TMEM183AP1	ENSG00000227609	ENSG00000224241
TMEM183AP1	ENSG00000229737	ENSG00000224241
TMEM183AP1	ENSG00000232189	ENSG00000224241
TMEM255B	ENSG00000282107	ENSG00000184497
TMEM256	ENSG00000283771	ENSG00000205544
TMEM256-PLSCR3	ENSG00000284483	ENSG00000262481
TMEM42	ENSG00000280516	ENSG00000169964
TMEM50B	ENSG00000263160	ENSG00000142188
TMEM95	ENSG00000182896	ENSG00000288511
TMPOP1	ENSG00000223933	ENSG00000230422
TMPOP1	ENSG00000229068	ENSG00000230422
TMPOP1	ENSG00000233700	ENSG00000230422
TMPOP1	ENSG00000235223	ENSG00000230422
TMPOP1	ENSG00000236369	ENSG00000230422
TMPRSS11E	ENSG00000274058	ENSG00000087128
TNF	ENSG00000204490	ENSG00000228978
TNF	ENSG00000206439	ENSG00000228978
TNF	ENSG00000223952	ENSG00000228978
TNF	ENSG00000228321	ENSG00000228978
TNF	ENSG00000228849	ENSG00000228978
TNF	ENSG00000230108	ENSG00000228978
TNF	ENSG00000232810	ENSG00000228978
TNFRSF14	ENSG00000273936	ENSG00000157873
TNK1	ENSG00000283781	ENSG00000174292
TNKS	ENSG00000173273	ENSG00000285372
TNNI2	ENSG00000288219	ENSG00000130598
TNNT3	ENSG00000288250	ENSG00000130595
TNPO1P2	ENSG00000283924	ENSG00000230662
TNXA	ENSG00000234328	ENSG00000224140
TNXA	ENSG00000248290	ENSG00000224140
TNXA	ENSG00000248352	ENSG00000224140
TNXB	ENSG00000206258	ENSG00000168477
TNXB	ENSG00000229341	ENSG00000168477
TNXB	ENSG00000229353	ENSG00000168477
TNXB	ENSG00000231608	ENSG00000168477
TNXB	ENSG00000233323	ENSG00000168477
TNXB	ENSG00000236221	ENSG00000168477
TNXB	ENSG00000236236	ENSG00000168477
TOLLIP	ENSG00000291426	ENSG00000078902
TOMM40P4	ENSG00000281848	ENSG00000213222
TOP3A	ENSG00000284238	ENSG00000177302
TPBG	ENSG00000283085	ENSG00000146242
TPM3P5	ENSG00000276944	ENSG00000268034
TPRKB	ENSG00000291480	ENSG00000144034
TRAPPC12	ENSG00000274891	ENSG00000171853
TRAPPC4	ENSG00000280495	ENSG00000196655
TRARG1	ENSG00000280938	ENSG00000184811
TRBC1	ENSG00000281981	ENSG00000211751
TRBC2	ENSG00000211772	ENSG00000276849
TRBD1	ENSG00000282431	ENSG00000282253
TRBJ1-1	ENSG00000282320	ENSG00000282078
TRBJ1-2	ENSG00000282420	ENSG00000281989
TRBJ1-3	ENSG00000282500	ENSG00000282133
TRBJ1-4	ENSG00000282273	ENSG00000281958
TRBJ1-5	ENSG00000282215	ENSG00000282173
TRBJ1-6	ENSG00000282780	ENSG00000281957
TRBJ2-1	ENSG00000282488	ENSG00000211764
TRBJ2-2	ENSG00000282272	ENSG00000211765
TRBJ2-2P	ENSG00000282589	ENSG00000211766
TRBJ2-3	ENSG00000282371	ENSG00000211767
TRBJ2-4	ENSG00000282380	ENSG00000211768
TRBJ2-5	ENSG00000282820	ENSG00000211769
TRBJ2-6	ENSG00000282154	ENSG00000211770
TRBJ2-7	ENSG00000282392	ENSG00000211771
TRBV1	ENSG00000282423	ENSG00000242736
TRBV10-1	ENSG00000282618	ENSG00000211717
TRBV10-2	ENSG00000282007	ENSG00000229769
TRBV10-3	ENSG00000282340	ENSG00000275791
TRBV11-1	ENSG00000282711	ENSG00000211720
TRBV11-3	ENSG00000282242	ENSG00000276597
TRBV12-1	ENSG00000282760	ENSG00000244661
TRBV12-2	ENSG00000282326	ENSG00000211739
TRBV12-3	ENSG00000282208	ENSG00000274752
TRBV12-4	ENSG00000282354	ENSG00000276953
TRBV12-5	ENSG00000282605	ENSG00000275158
TRBV13	ENSG00000282407	ENSG00000276405
TRBV14	ENSG00000282252	ENSG00000275743
TRBV15	ENSG00000282497	ENSG00000276819
TRBV16	ENSG00000282415	ENSG00000275243
TRBV17	ENSG00000282483	ENSG00000277880
TRBV18	ENSG00000282771	ENSG00000276557
TRBV19	ENSG00000282621	ENSG00000211746
TRBV2	ENSG00000282568	ENSG00000226660
TRBV20-1	ENSG00000282064	ENSG00000211747
TRBV21-1	ENSG00000282462	ENSG00000251578
TRBV22-1	ENSG00000282036	ENSG00000240578
TRBV23-1	ENSG00000282449	ENSG00000211749
TRBV24-1	ENSG00000282730	ENSG00000211750
TRBV25-1	ENSG00000282499	ENSG00000281963
TRBV26	ENSG00000281968	ENSG00000249912
TRBV27	ENSG00000282234	ENSG00000211752
TRBV28	ENSG00000282812	ENSG00000211753
TRBV29-1	ENSG00000282628	ENSG00000232869
TRBV3-1	ENSG00000282624	ENSG00000237702
TRBV30	ENSG00000282297	ENSG00000237254
TRBV4-1	ENSG00000282014	ENSG00000211710
TRBV4-2	ENSG00000282285	ENSG00000211745
TRBV5-1	ENSG00000282803	ENSG00000211734
TRBV5-2	ENSG00000282236	ENSG00000242771
TRBV5-3	ENSG00000282148	ENSG00000211715
TRBV5-4	ENSG00000282466	ENSG00000230099
TRBV5-5	ENSG00000282577	ENSG00000211725
TRBV5-6	ENSG00000282098	ENSG00000211728
TRBV5-7	ENSG00000282748	ENSG00000211731
TRBV6-1	ENSG00000281970	ENSG00000211706
TRBV6-2	ENSG00000283063	ENSG00000282719
TRBV6-4	ENSG00000282240	ENSG00000211713
TRBV6-5	ENSG00000277110	ENSG00000211721
TRBV6-6	ENSG00000282459	ENSG00000211724
TRBV6-7	ENSG00000282470	ENSG00000253188
TRBV6-8	ENSG00000282134	ENSG00000253534
TRBV7-1	ENSG00000282225	ENSG00000211707
TRBV7-2	ENSG00000282939	ENSG00000282506
TRBV7-3	ENSG00000282203	ENSG00000211714
TRBV7-4	ENSG00000282756	ENSG00000253409
TRBV7-5	ENSG00000282709	ENSG00000227550
TRBV7-6	ENSG00000282704	ENSG00000211727
TRBV7-7	ENSG00000282179	ENSG00000253291
TRBV7-9	ENSG00000281943	ENSG00000278030
TRBV8-1	ENSG00000281952	ENSG00000243889
TRBV8-2	ENSG00000282529	ENSG00000239944
TRBV9	ENSG00000282204	ENSG00000211716
TRBVA	ENSG00000281972	ENSG00000239992
TRBVB	ENSG00000282047	ENSG00000241911
TRIAP1P1	ENSG00000278364	ENSG00000237956
TRIM10	ENSG00000204613	ENSG00000137394
TRIM10	ENSG00000227472	ENSG00000137394
TRIM10	ENSG00000229346	ENSG00000137394
TRIM10	ENSG00000229381	ENSG00000137394
TRIM10	ENSG00000235025	ENSG00000137394
TRIM10	ENSG00000237192	ENSG00000137394
TRIM10	ENSG00000237703	ENSG00000137394
TRIM15	ENSG00000137384	ENSG00000204610
TRIM15	ENSG00000224145	ENSG00000204610
TRIM15	ENSG00000227147	ENSG00000204610
TRIM15	ENSG00000233599	ENSG00000204610
TRIM15	ENSG00000235259	ENSG00000204610
TRIM15	ENSG00000235905	ENSG00000204610
TRIM15	ENSG00000235960	ENSG00000204610
TRIM26	ENSG00000137313	ENSG00000234046
TRIM26	ENSG00000226060	ENSG00000234046
TRIM26	ENSG00000228881	ENSG00000234046
TRIM26	ENSG00000230230	ENSG00000234046
TRIM26	ENSG00000231002	ENSG00000234046
TRIM26	ENSG00000231641	ENSG00000234046
TRIM26	ENSG00000234127	ENSG00000234046
TRIM26BP	ENSG00000223840	ENSG00000225659
TRIM26BP	ENSG00000231928	ENSG00000225659
TRIM26BP	ENSG00000233350	ENSG00000225659
TRIM26BP	ENSG00000235923	ENSG00000225659
TRIM26BP	ENSG00000236475	ENSG00000225659
TRIM26BP	ENSG00000249434	ENSG00000225659
TRIM27	ENSG00000215641	ENSG00000204713
TRIM27	ENSG00000229006	ENSG00000204713
TRIM27	ENSG00000233948	ENSG00000204713
TRIM27	ENSG00000234495	ENSG00000204713
TRIM27	ENSG00000237071	ENSG00000204713
TRIM27	ENSG00000237462	ENSG00000204713
TRIM31	ENSG00000137397	ENSG00000224168
TRIM31	ENSG00000204616	ENSG00000224168
TRIM31	ENSG00000223531	ENSG00000224168
TRIM31	ENSG00000224542	ENSG00000224168
TRIM31	ENSG00000225130	ENSG00000224168
TRIM31	ENSG00000226402	ENSG00000224168
TRIM31	ENSG00000233573	ENSG00000224168
TRIM39	ENSG00000206495	ENSG00000204599
TRIM39	ENSG00000224994	ENSG00000204599
TRIM39	ENSG00000226437	ENSG00000204599
TRIM39	ENSG00000229929	ENSG00000204599
TRIM39	ENSG00000230308	ENSG00000204599
TRIM39	ENSG00000232839	ENSG00000204599
TRIM40	ENSG00000172524	ENSG00000204614
TRIM40	ENSG00000224496	ENSG00000204614
TRIM40	ENSG00000227458	ENSG00000204614
TRIM40	ENSG00000228001	ENSG00000204614
TRIM40	ENSG00000233931	ENSG00000204614
TRIM40	ENSG00000236399	ENSG00000204614
TRIM40	ENSG00000237046	ENSG00000204614
TRIM43	ENSG00000292076	ENSG00000144015
TRIM43CP	ENSG00000291577	ENSG00000144188
TRIM51FP	ENSG00000285143	ENSG00000219061
TRIM51JP	ENSG00000292073	ENSG00000232717
TRIM64FP	ENSG00000292068	ENSG00000226185
TRIM69	ENSG00000278211	ENSG00000185880
TRIM71	ENSG00000291501	ENSG00000206557
TRMT112P4	ENSG00000282406	ENSG00000236763
TRMT9B	ENSG00000284872	ENSG00000250305
TRPC6P1	ENSG00000292368	ENSG00000223484
TRPC6P4	ENSG00000282376	ENSG00000238143
TRPM1	ENSG00000134160	ENSG00000274965
TRPV5	ENSG00000274348	ENSG00000127412
TRPV6	ENSG00000276971	ENSG00000165125
TSBP1	ENSG00000206245	ENSG00000204296
TSBP1	ENSG00000206310	ENSG00000204296
TSBP1	ENSG00000226892	ENSG00000204296
TSBP1	ENSG00000232106	ENSG00000204296
TSBP1	ENSG00000234280	ENSG00000204296
TSBP1	ENSG00000236672	ENSG00000204296
TSBP1	ENSG00000237881	ENSG00000204296
TSEN34	ENSG00000273896	ENSG00000170892
TSEN34	ENSG00000274078	ENSG00000170892
TSEN34	ENSG00000274129	ENSG00000170892
TSEN34	ENSG00000274672	ENSG00000170892
TSEN34	ENSG00000274796	ENSG00000170892
TSEN34	ENSG00000275165	ENSG00000170892
TSEN34	ENSG00000278605	ENSG00000170892
TSEN34	ENSG00000278622	ENSG00000170892
TSEN34	ENSG00000278712	ENSG00000170892
TSPY16P	ENSG00000291448	ENSG00000226223
TSPY25P	ENSG00000291446	ENSG00000234110
TSPY4	ENSG00000291458	ENSG00000233803
TSPY8	ENSG00000291455	ENSG00000229549
TSPY9	ENSG00000291459	ENSG00000238074
TSSK4	ENSG00000285140	ENSG00000139908
TTC24	ENSG00000291760	ENSG00000187862
TTC34	ENSG00000215912	ENSG00000275571
TTC5	ENSG00000291781	ENSG00000136319
TTYH1	ENSG00000167614	ENSG00000276537
TTYH1	ENSG00000275650	ENSG00000276537
TTYH1	ENSG00000276887	ENSG00000276537
TUBA3E	ENSG00000292120	ENSG00000152086
TUBAP2	ENSG00000284997	ENSG00000214391
TUBAP4	ENSG00000291607	ENSG00000261665
TUBB	ENSG00000183311	ENSG00000196230
TUBB	ENSG00000224156	ENSG00000196230
TUBB	ENSG00000227739	ENSG00000196230
TUBB	ENSG00000229684	ENSG00000196230
TUBB	ENSG00000232421	ENSG00000196230
TUBB	ENSG00000232575	ENSG00000196230
TUBB	ENSG00000235067	ENSG00000196230
TUBB7P	ENSG00000251297	ENSG00000173876
TUBB7P	ENSG00000283593	ENSG00000173876
TUBB7P	ENSG00000283655	ENSG00000173876
TUBGCP3	ENSG00000282003	ENSG00000126216
TUBGCP5	ENSG00000276856	ENSG00000275835
TUBGCP5	ENSG00000280807	ENSG00000275835
TWIST2	ENSG00000288335	ENSG00000233608
UBD	ENSG00000206468	ENSG00000213886
UBD	ENSG00000206513	ENSG00000213886
UBD	ENSG00000224654	ENSG00000213886
UBD	ENSG00000226898	ENSG00000213886
UBD	ENSG00000228913	ENSG00000213886
UBD	ENSG00000231968	ENSG00000213886
UBDP1	ENSG00000225797	ENSG00000224044
UBDP1	ENSG00000226365	ENSG00000224044
UBDP1	ENSG00000227228	ENSG00000224044
UBDP1	ENSG00000233989	ENSG00000224044
UBDP1	ENSG00000234856	ENSG00000224044
UBDP1	ENSG00000237369	ENSG00000224044
UBDP1	ENSG00000237421	ENSG00000224044
UBE2NL	ENSG00000292243	ENSG00000276380
UBE2Q2P1	ENSG00000291638	ENSG00000189136
UBE2Q2P11	ENSG00000291619	ENSG00000259538
UBE2Q2P12	ENSG00000291620	ENSG00000197627
UBE2Q2P16	ENSG00000291633	ENSG00000259511
UBE2Q2P2	ENSG00000282084	ENSG00000259429
UBE2Q2P6	ENSG00000276228	ENSG00000275695
UBE2Q2P8	ENSG00000291614	ENSG00000259633
UBE2QL1	ENSG00000291747	ENSG00000215218
UBL7	ENSG00000138629	ENSG00000288408
UBQLN1P1	ENSG00000230441	ENSG00000223560
UBQLN1P1	ENSG00000231659	ENSG00000223560
UBQLN1P1	ENSG00000232095	ENSG00000223560
UBQLN1P1	ENSG00000232473	ENSG00000223560
UBQLN1P1	ENSG00000236122	ENSG00000223560
UBQLN1P1	ENSG00000236405	ENSG00000223560
UBR7	ENSG00000278787	ENSG00000012963
UBTFL3	ENSG00000292079	ENSG00000204699
UBTFL5	ENSG00000292090	ENSG00000204705
UBTFL6	ENSG00000291595	ENSG00000228970
UGT2A3	ENSG00000278216	ENSG00000135220
UGT2B10	ENSG00000275190	ENSG00000109181
UGT2B15	ENSG00000196620	ENSG00000277132
UGT2B27P	ENSG00000251685	ENSG00000281308
UGT2B29P	ENSG00000250566	ENSG00000281547
ULK4P2	ENSG00000282689	ENSG00000260128
ULK4P3	ENSG00000282509	ENSG00000178081
UNC79	ENSG00000276416	ENSG00000133958
UPK3B	ENSG00000243566	ENSG00000276184
UQCRHP1	ENSG00000228926	ENSG00000227650
UQCRHP1	ENSG00000229189	ENSG00000227650
UQCRHP1	ENSG00000230622	ENSG00000227650
UQCRHP1	ENSG00000232683	ENSG00000227650
UQCRHP1	ENSG00000238126	ENSG00000227650
USP16	ENSG00000156256	ENSG00000291527
USP17L1	ENSG00000284806	ENSG00000230549
USP17L2	ENSG00000284975	ENSG00000223443
USP17L3	ENSG00000225327	ENSG00000284990
USP17L4	ENSG00000284781	ENSG00000236125
USP17L7	ENSG00000284991	ENSG00000226430
USP17L8	ENSG00000237038	ENSG00000285497
USP8P1	ENSG00000214892	ENSG00000229265
USP8P1	ENSG00000225029	ENSG00000229265
USP8P1	ENSG00000226050	ENSG00000229265
USP8P1	ENSG00000228904	ENSG00000229265
USP8P1	ENSG00000233486	ENSG00000229265
USP8P1	ENSG00000236374	ENSG00000229265
USP9YP22	ENSG00000291447	ENSG00000224408
USP9YP3	ENSG00000285308	ENSG00000237023
USP9YP4	ENSG00000291449	ENSG00000238154
USP9YP8	ENSG00000285028	ENSG00000229416
UTP4	ENSG00000262788	ENSG00000141076
VAMP7	ENSG00000292366	ENSG00000124333
VARS1	ENSG00000096171	ENSG00000204394
VARS1	ENSG00000224264	ENSG00000204394
VARS1	ENSG00000226589	ENSG00000204394
VARS1	ENSG00000227686	ENSG00000204394
VARS1	ENSG00000231116	ENSG00000204394
VARS1	ENSG00000231945	ENSG00000204394
VARS2	ENSG00000137411	ENSG00000234032
VARS2	ENSG00000206476	ENSG00000234032
VARS2	ENSG00000223494	ENSG00000234032
VARS2	ENSG00000230985	ENSG00000234032
VARS2	ENSG00000236178	ENSG00000234032
VASN	ENSG00000274334	ENSG00000168140
VMAC	ENSG00000292061	ENSG00000187650
VN1R17P	ENSG00000291881	ENSG00000235818
VN1R5	ENSG00000291888	ENSG00000197617
VN1R84P	ENSG00000280218	ENSG00000268117
VN1R85P	ENSG00000280210	ENSG00000269345
VPS11	ENSG00000160695	ENSG00000280616
VPS28	ENSG00000160948	ENSG00000285339
VPS51P12	ENSG00000292282	ENSG00000255016
VPS51P14	ENSG00000284960	ENSG00000255273
VPS51P15	ENSG00000280939	ENSG00000254796
VPS51P16	ENSG00000284972	ENSG00000253881
VPS51P19	ENSG00000292410	ENSG00000254581
VPS51P8	ENSG00000284777	ENSG00000255025
VPS52	ENSG00000223501	ENSG00000206286
VPS52	ENSG00000223618	ENSG00000206286
VPS52	ENSG00000224455	ENSG00000206286
VPS52	ENSG00000225590	ENSG00000206286
VPS52	ENSG00000228425	ENSG00000206286
VPS52	ENSG00000236014	ENSG00000206286
VPS53	ENSG00000283883	ENSG00000141252
VSTM1	ENSG00000189068	ENSG00000274887
VSTM1	ENSG00000274953	ENSG00000274887
VSTM1	ENSG00000275330	ENSG00000274887
VSTM1	ENSG00000275577	ENSG00000274887
VSTM1	ENSG00000275962	ENSG00000274887
VSTM1	ENSG00000276066	ENSG00000274887
VSTM1	ENSG00000276159	ENSG00000274887
VSTM1	ENSG00000276363	ENSG00000274887
VSTM1	ENSG00000277607	ENSG00000274887
VWA7	ENSG00000223757	ENSG00000204396
VWA7	ENSG00000227144	ENSG00000204396
VWA7	ENSG00000230048	ENSG00000204396
VWA7	ENSG00000234433	ENSG00000204396
VWA7	ENSG00000238203	ENSG00000204396
WASF5P	ENSG00000225954	ENSG00000225403
WASF5P	ENSG00000229103	ENSG00000225403
WASF5P	ENSG00000231309	ENSG00000225403
WASF5P	ENSG00000231402	ENSG00000225403
WASF5P	ENSG00000231433	ENSG00000225403
WASF5P	ENSG00000234980	ENSG00000225403
WASH3P	ENSG00000288207	ENSG00000185596
WASH6P	ENSG00000292372	ENSG00000182484
WASH8P	ENSG00000262435	ENSG00000226210
WBP1LP1	ENSG00000282492	ENSG00000243661
WDR45	ENSG00000292221	ENSG00000196998
WDR46	ENSG00000204221	ENSG00000227057
WDR46	ENSG00000206284	ENSG00000227057
WDR46	ENSG00000226916	ENSG00000227057
WDR46	ENSG00000236222	ENSG00000227057
WDR73	ENSG00000291629	ENSG00000177082
WDR81	ENSG00000276021	ENSG00000167716
WDR82P1	ENSG00000285086	ENSG00000234629
WEE2	ENSG00000263042	ENSG00000214102
WHAMMP2	ENSG00000282540	ENSG00000248334
WHR1	ENSG00000204344	ENSG00000206342
WHR1	ENSG00000226033	ENSG00000206342
WHR1	ENSG00000226257	ENSG00000206342
WHR1	ENSG00000234947	ENSG00000206342
WHR1	ENSG00000236250	ENSG00000206342
WHR1B	ENSG00000230354	ENSG00000248989
WHR1B	ENSG00000249480	ENSG00000248989
WHR1B	ENSG00000250535	ENSG00000248989
WNT3	ENSG00000277626	ENSG00000108379
WNT3	ENSG00000277641	ENSG00000108379
WNT9B	ENSG00000158955	ENSG00000276799
XKR5	ENSG00000285327	ENSG00000275591
XKR6	ENSG00000284927	ENSG00000171044
XYLT1	ENSG00000285395	ENSG00000103489
YBX2	ENSG00000288504	ENSG00000006047
YPEL5P2	ENSG00000284852	ENSG00000271557
YRDCP3	ENSG00000291567	ENSG00000230859
YTHDC1	ENSG00000275272	ENSG00000083896
YTHDF3P1	ENSG00000243072	ENSG00000280982
YWHAE	ENSG00000274474	ENSG00000108953
YWHAEP2	ENSG00000283850	ENSG00000266162
YWHAEP7	ENSG00000282630	ENSG00000276715
ZAP70	ENSG00000291603	ENSG00000115085
ZBED1	ENSG00000214717	ENSG00000292345
ZBTB12	ENSG00000206366	ENSG00000204366
ZBTB12	ENSG00000234196	ENSG00000204366
ZBTB12	ENSG00000234852	ENSG00000204366
ZBTB12	ENSG00000237900	ENSG00000204366
ZBTB22	ENSG00000206280	ENSG00000236104
ZBTB22	ENSG00000227780	ENSG00000236104
ZBTB22	ENSG00000229253	ENSG00000236104
ZBTB22	ENSG00000237056	ENSG00000236104
ZBTB4	ENSG00000283868	ENSG00000174282
ZBTB9	ENSG00000213588	ENSG00000236515
ZC3H3	ENSG00000282684	ENSG00000014164
ZDBF2	ENSG00000283649	ENSG00000204186
ZDHHC20P1	ENSG00000228371	ENSG00000226303
ZDHHC20P1	ENSG00000229898	ENSG00000226303
ZDHHC20P1	ENSG00000233916	ENSG00000226303
ZDHHC20P1	ENSG00000235507	ENSG00000226303
ZDHHC20P1	ENSG00000236926	ENSG00000226303
ZDHHC20P1	ENSG00000238053	ENSG00000226303
ZDHHC20P2	ENSG00000226732	ENSG00000223702
ZDHHC20P2	ENSG00000227405	ENSG00000223702
ZDHHC20P2	ENSG00000231773	ENSG00000223702
ZDHHC20P2	ENSG00000232659	ENSG00000223702
ZDHHC8BP	ENSG00000281076	ENSG00000133519
ZFP57	ENSG00000206510	ENSG00000204644
ZFP57	ENSG00000223852	ENSG00000204644
ZFP57	ENSG00000223858	ENSG00000204644
ZFP57	ENSG00000226858	ENSG00000204644
ZFP57	ENSG00000227858	ENSG00000204644
ZFP57	ENSG00000232099	ENSG00000204644
ZFP57	ENSG00000234669	ENSG00000204644
ZG16B	ENSG00000283056	ENSG00000162078
ZKSCAN7	ENSG00000281894	ENSG00000196345
ZNF100	ENSG00000274746	ENSG00000197020
ZNF185	ENSG00000292196	ENSG00000147394
ZNF197	ENSG00000281709	ENSG00000186448
ZNF251	ENSG00000278062	ENSG00000198169
ZNF280A	ENSG00000275499	ENSG00000169548
ZNF280B	ENSG00000277421	ENSG00000275004
ZNF311	ENSG00000169260	ENSG00000197935
ZNF311	ENSG00000223687	ENSG00000197935
ZNF311	ENSG00000225351	ENSG00000197935
ZNF311	ENSG00000233831	ENSG00000197935
ZNF311	ENSG00000235178	ENSG00000197935
ZNF311	ENSG00000235589	ENSG00000197935
ZNF35	ENSG00000281306	ENSG00000169981
ZNF43	ENSG00000279566	ENSG00000198521
ZNF430	ENSG00000278780	ENSG00000118620
ZNF436	ENSG00000283009	ENSG00000125945
ZNF496	ENSG00000291884	ENSG00000162714
ZNF501	ENSG00000281661	ENSG00000186446
ZNF502	ENSG00000281448	ENSG00000196653
ZNF546	ENSG00000281526	ENSG00000187187
ZNF558	ENSG00000167785	ENSG00000291737
ZNF598	ENSG00000292232	ENSG00000167962
ZNF623	ENSG00000183309	ENSG00000276340
ZNF66	ENSG00000275050	ENSG00000160229
ZNF660	ENSG00000280661	ENSG00000144792
ZNF676	ENSG00000276219	ENSG00000196109
ZNF705B	ENSG00000215356	ENSG00000285286
ZNF705D	ENSG00000285124	ENSG00000215343
ZNF705G	ENSG00000215372	ENSG00000274195
ZNF705G	ENSG00000292386	ENSG00000274195
ZNF707	ENSG00000274352	ENSG00000181135
ZNF70P1	ENSG00000225696	ENSG00000225463
ZNF70P1	ENSG00000229394	ENSG00000225463
ZNF70P1	ENSG00000230949	ENSG00000225463
ZNF70P1	ENSG00000231030	ENSG00000225463
ZNF70P1	ENSG00000236910	ENSG00000225463
ZNF70P1	ENSG00000237723	ENSG00000225463
ZNF729	ENSG00000279552	ENSG00000196350
ZNF780A	ENSG00000280568	ENSG00000197782
ZNF780B	ENSG00000281601	ENSG00000128000
ZNF85	ENSG00000278091	ENSG00000105750
ZNF852	ENSG00000281626	ENSG00000178917
