dataset	unit_id	n_cells	n_nonterminal	n_barrier	n_cycle	n_at2	mean_fate_primary	mean_fate_connectivity	mean_fate_combined	mean_fate_gpcca	within_unit_cr_fate	within_unit_contact_absorb	included
GSE131907	EBUS_10	367	260	42	65	36	0.6831525733368566	0.6831525733368566		0.02031676534541144	0.6943111682026674	0.5927164668663165	True
GSE131907	EBUS_12	257	214	22	21	3	0.7661702260644296	0.7661702260644296		0.015995238147931797	0.5076327712506916	0.5616093633948226	True
GSE131907	EBUS_13	376	179	0	197	0	0.2018866020219652	0.2018866020219652		0.007980738889302494			True
GSE131907	EBUS_15	256	179	21	56	13	0.5678434223325254	0.5678434223325254		0.016511464323971346	0.594233138603169	0.6220876927931148	True
GSE131907	EBUS_19	217	196	12	9	33	0.6531358206175307	0.6531358206175307		0.06178455110565866	0.5443203619701401	0.5482719543646078	True
GSE131907	EBUS_28	400	284	109	7	11	0.7245788529123979	0.7245788529123979		0.04401930937698254	0.4629203159178467	0.5332079729390719	True
GSE131907	EBUS_49	114	85	3	26	0	0.5116262358797461	0.5116262358797461		0.016206706956221437			True
GSE131907	EBUS_51	400	372	19	9	183	0.8144734661486345	0.8144734661486345		0.016527380196612502	0.5106203321105643	0.5263805236662372	True
GSE131907	NS_02	181	173	0	8	0	0.7003915183445819	0.7003915183445819		0.044746193072771896			True
GSE131907	NS_03	400	279	106	15	0	0.6924699028231194	0.6924699028231194		0.016522158236214057	0.6365119262823485	0.5676108354209152	True
GSE131907	NS_04	400	371	4	25	26	0.4534569870239483	0.4534569870239483		0.012234358157420414	0.5683581325725995	0.5273898883233765	True
GSE131907	NS_06	83	70	6	7	5	0.561364931392339	0.561364931392339		0.016586177439099528			True
GSE131907	NS_07	400	366	28	6	0	0.8286287237257419	0.8286287237257419		0.02986607927174954	0.5403318099872046	0.5163682338810087	True
GSE131907	NS_12	400	323	64	13	27	0.6807567071773307	0.6807567071773307		0.0202412731861653	0.5943985685888803	0.5376129542033488	True
GSE131907	NS_13	400	387	7	6	200	0.704663295045034	0.704663295045034		0.016559186387583903	0.3809746828521523	0.4158494109459957	True
GSE131907	NS_16	79	77	0	2	0	0.7767487897899172	0.7767487897899172		0.016463962421488485			True
GSE131907	NS_17	400	292	94	14	0	0.7937153957815289	0.7937153957815289		0.009830153327684017	0.5598830439423932	0.5795140959395014	True
GSE131907	NS_19	400	253	8	139	3	0.5285154971465543	0.5285154971465543		0.02811498020766135	0.49254653503575085	0.4510517550220763	True
GSE189357	TD1	400	216	111	73	5	0.47743514687826716	0.47743514687826716		0.20104149830217802	0.5282149969544034	0.7023794226786464	True
GSE189357	TD2	400	312	28	60	13	0.45193552202551135	0.45193552202551135		0.18810972582442687	0.40789750263174557	0.39075543396566625	True
GSE189357	TD3	400	346	18	36	13	0.43228803539132393	0.43228803539132393		0.20194750904188333	0.3931884083231701	0.4075761819442738	True
GSE189357	TD4	400	313	19	68	19	0.44129136476815595	0.44129136476815595		0.10343702138340084	0.3946914832261596	0.4071073462481744	True
GSE189357	TD5	400	337	10	53	21	0.2130392679362199	0.2130392679362199		0.2647724567934789	0.3637403473941657	0.4177544081438857	True
GSE189357	TD6	400	315	48	37	17	0.6359121915336698	0.6359121915336698		0.1462733426576301	0.5529550978362668	0.5123187737207363	True
GSE189357	TD7	400	306	29	65	47	0.3105908176413166	0.3105908176413166		0.1635463569623196	0.30762400580686317	0.33717147002723635	True
GSE189357	TD8	400	294	21	85	25	0.4990752620821623	0.4990752620821623		0.09291731945617594	0.5007859051247568	0.40895474729368736	True
GSE189357	TD9	400	263	126	11	4	0.5956577808659006	0.5956577808659006		0.1588043284364276			True
GSE205335	P0031	319	288	16	15	137	0.807871849140819	0.807871849140819		0.20718072860558073	0.5594237335001424	0.6067048842304044	True
GSE205335	P1006	400	318	35	47	14	0.6971350540279893	0.6971350540279893		0.14188572810651015	0.6413482447212928	0.5162955283263228	True
GSE205335	P1015	291	234	23	34	96	0.6347212386396903	0.6347212386396903		0.17386426661544402	0.46676376027780986	0.5439125353934998	True
GSE205335	P1016	400	264	0	136	5	0.0877397757328676	0.0877397757328676		0.12060251457880342	0.7055968394304348	0.6408587320085236	True
GSE205335	P1017	400	334	44	22	12	0.5895414578894813	0.5895414578894813		0.2329980014885469	0.49831262828503636	0.48538830464889593	True
GSE205335	P1018	400	300	86	14	17	0.7305116539294917	0.7305116539294917		0.18531907813524742	0.46251801652032654	0.49355987734914153	True
GSE205335	P1025	400	305	39	56	0	0.37088169483468436	0.37088169483468436		0.109586515879552	0.6685449525090541	0.5817564923949328	True
GSE205335	P1027	400	249	126	25	62	0.751942493110515	0.751942493110515		0.2851065585698249	0.5451280220623365	0.5285375418079289	True
GSE205335	P1030	400	258	129	13	70	0.6455455799929319	0.6455455799929319		0.1821608002909875	0.49124839326649367	0.5311096047958539	True
GSE205335	P1037	400	390	1	9	0	0.4561490452613944	0.4561490452613944		0.1739642539103493	0.51509714496814	0.5141237860136584	True
GSE205335	P1056	400	338	13	49	4	0.6098960359140384	0.6098960359140384		0.17770957068822268	0.4977732840755971	0.5649518707349551	True
GSE205335	P1062	188	108	19	61	12	0.6270266786663673	0.6270266786663673		0.4123125317218787	0.48082123789295517	0.3464133156471399	True
GSE205335	P1063	131	79	5	47	9	0.5606696107612763	0.5606696107612763		0.4141790727158253	0.393682466271067	0.47618872845310595	True
GSE205335	P1072	400	356	18	26	4	0.572080543237199	0.572080543237199		0.13640343767096633	0.47844757805078675	0.467608247818511	True
GSE205335	P1076	400	331	16	53	109	0.7448931769181396	0.7448931769181396		0.17610302422478744	0.6935217256221309	0.637621362517501	True
GSE205335	P1079	400	325	47	28	24	0.6340079956451927	0.6340079956451927		0.18250911700083197	0.5026913276964043	0.5431358501985756	True
GSE205335	P1084	196	127	63	6	7	0.8315559545786085	0.8315559545786085		0.28835020956417995	0.558211128185071	0.6157389414203734	True
GSE205335	P1089	400	313	67	20	22	0.7309842207312929	0.7309842207312929		0.21675166654607295	0.5616712265468778	0.4655606655882975	True
GSE205335	P1090	400	368	5	27	10	0.5022479870602874	0.5022479870602874		0.19284142928117196	0.43734875930938705	0.4443166292065485	True
GSE205335	P1115	400	325	2	73	0	0.14245857350726296	0.14245857350726296		0.11692438722060947	0.7625455756521612	0.5546752010131074	True
GSE205335	P1119	400	353	23	24	9	0.6633906498857617	0.6633906498857617		0.17734847196384868	0.42456822965414176	0.5322334224608907	True
GSE205335	P4001	27	18	2	7	7	0.521137204960859	0.521137204960859		0.1755072147692955			True
