ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
ICAM1	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.6177547574043274	0.17779541015625	0.5153831331492068	0.11894942930933933	0.3977750837802887	0.1098339604686771	True
SFTPD	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.4048113524913788	0.38226115703582764	0.2885220630740574	0.23394151462134466	0.3935362547636032	0.15474365598459272	True
LGALS9	P4HB	other	cellphonedb_v5_interactors	15569	48012	0.20468410849571228	0.516602098941803	0.28132828055751813	0.32798050487378155	0.36064310371875763	0.10574024006891669	True
DHCR7	RORA	other	cellphonedb_v5_interactors	15569	48012	0.12651029229164124	0.5702505111694336	0.21741923052219153	0.3354786303424144	0.3483804017305374	0.07214255884750287	True
LIPA	RORA	other	cellphonedb_v5_interactors	15569	48012	0.11086113750934601	0.5702505111694336	0.19609480377673583	0.3354786303424144	0.3405558243393898	0.06321862033352943	True
F11R	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.4981400668621063	0.17779541015625	0.569657653028454	0.11894942930933933	0.33796773850917816	0.08856701750300999	True
ITGAV+ITGB1	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.2438725382089615	0.38226115703582764	0.3494765238615197	0.23394151462134466	0.31306684762239456	0.0932229986250217	True
PTGES2	PTGER4	other	cellphonedb_v5_interactors	15569	48012	0.2564580738544464	0.3421470522880554	0.37908664654120366	0.20536532533533283	0.2993025630712509	0.08774637400477125	True
PODXL2	SELL	other	cellphonedb_v5_interactors	15569	48012	0.13181546330451965	0.41899633407592773	0.19603057357569528	0.24093976505873532	0.2754058986902237	0.05523019589911371	True
CD320	JAML	other	cellphonedb_v5_interactors	15569	48012	0.28515109419822693	0.2589152455329895	0.38891386730040467	0.15918936932433558	0.2720331698656082	0.07382996556833454	True
CXCL16	CXCR6	T_recruit	cellphonedb_v5_interactors	15569	48012	0.30569881200790405	0.2165633589029312	0.39944762027105146	0.12205282012830126	0.26113108545541763	0.06620316154106742	True
PVR	TIGIT	other	cellphonedb_v5_interactors	15569	48012	0.06518398225307465	0.4068070650100708	0.12267968398741089	0.22300674831292178	0.23599552363157272	0.02651730450604184	True
PLAUR	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2755153775215149	0.19089454412460327	0.33881431048879185	0.12532283595767724	0.23320496082305908	0.05259438239128755	True
FN1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.27226120233535767	0.19089454412460327	0.27959406512942386	0.12532283595767724	0.23157787322998047	0.05197317810262447	True
FN1	ITGA4+ITGB7	other	cellphonedb_v5_interactors	15569	48012	0.27226120233535767	0.19089454412460327	0.27959406512942386	0.12532283595767724	0.23157787322998047	0.05197317810262447	True
LPAR2	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.0802304670214653	0.38226115703582764	0.15119789324940586	0.23394151462134466	0.23124581202864647	0.030668991153150138	True
PVR	CD96	other	cellphonedb_v5_interactors	15569	48012	0.06518398225307465	0.39628252387046814	0.12267968398741089	0.24720903107556444	0.2307332530617714	0.025831273003176225	True
PTGES	PTGER4	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.3421470522880554	0.13436958057678722	0.20536532533533283	0.21247051656246185	0.028327716490528232	True
TNC	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.2284533977508545	0.19089454412460327	0.25480120752777957	0.12532283595767724	0.20967397093772888	0.043610507217366035	True
PTGES2	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.2564580738544464	0.1595057100057602	0.37908664654120366	0.10370324085645255	0.2079818919301033	0.04090652715686316	True
FGL1	LAG3	other	cellphonedb_v5_interactors	15569	48012	0.15223203599452972	0.23688556253910065	0.13025884771019333	0.1362784303924019	0.19455879926681519	0.03606157148303679	True
DHCR7	NR1H2	other	cellphonedb_v5_interactors	15569	48012	0.12651029229164124	0.23618417978286743	0.21741923052219153	0.1592310255769391	0.18134723603725433	0.0298797296189921	True
SPP1	ITGA4+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.1555335968732834	0.19089454412460327	0.1804868649238872	0.12532283595767724	0.17321407049894333	0.029690515071185253	True
ICAM4	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.16437675058841705	0.17779541015625	0.20759200976299055	0.11894942930933933	0.17108608037233353	0.02922543179101922	True
ICAM3	ITGAL+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.13580892980098724	0.17779541015625	0.23707367204059349	0.11894942930933933	0.15680216997861862	0.02414620437684789	True
TNFSF12	TNFRSF25	other	cellphonedb_v5_interactors	15569	48012	0.08057251572608948	0.22616800665855408	0.15864859657010727	0.1507748062984254	0.15337026119232178	0.018222925273234658	True
PTGES	PTGER2	other	cellphonedb_v5_interactors	15569	48012	0.08279398083686829	0.1595057100057602	0.13436958057678722	0.10370324085645255	0.12114984542131424	0.01320611269758798	True
FTH1	SCARA5	other	cellphonedb_v5_interactors	15569	48012	4.387438774108887	0.00014381305663846433	0.9982015543708652	0.00010414063150878946	2.1937912935827626	0.0006309709809187158	False
FTL	SCARA5	other	cellphonedb_v5_interactors	15569	48012	3.9255683422088623	0.00014381305663846433	0.9975592523604598	0.00010414063150878946	1.9628560776327504	0.0005645479823362456	False
CXCL12	CXCR4	T_recruit	cellphonedb_v5_interactors	15569	48012	0.021227164193987846	2.102832078933716	0.027040914638062817	0.7897608931100558	1.0620296215638518	0.0446371618119108	False
HLA-A	KIR3DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	2.0061848163604736	0.012105117551982403	0.8473890423277025	0.007602266100141631	1.009144966956228	0.024285103033045763	False
HLA-B	KIR3DL2	MHC_I	cellphonedb_v5_interactors	15569	48012	1.9099339246749878	0.04158174246549606	0.8722461301303873	0.024535532783470797	0.9757578335702419	0.0794183805819495	False
LGALS3	MERTK	other	cellphonedb_v5_interactors	15569	48012	1.888866901397705	0.0020738840103149414	0.8760999421928191	0.0014996250937265683	0.94547039270401	0.00391729086442183	False
MDK	PTPRZ1	other	cellphonedb_v5_interactors	15569	48012	1.8566597700119019	0.00083952333079651	0.8841929475239257	0.00045821877863867365	0.9287496466713492	0.001558709194276274	False
MDK	ALK	other	cellphonedb_v5_interactors	15569	48012	1.8566597700119019	0.00011555725359357893	0.8841929475239257	8.331250520703157e-05	0.9283876636327477	0.00021455050388026128	False
HLA-C	KIR2DL3	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.03551851212978363	0.8458475175027298	0.0213696575856036	0.8806236311793327	0.061295317547720884	False
HLA-C	KIR2DL1	MHC_I	cellphonedb_v5_interactors	15569	48012	1.7257287502288818	0.01811547577381134	0.8458475175027298	0.011038906939931684	0.8719221130013466	0.03126239736694103	False
CEACAM6	CEACAM6	other	cellphonedb_v5_interactors	15569	48012	1.3359295129776	0.041956156492233276	0.7707624124863511	0.026243439140214948	0.6889428347349167	0.056050467709081175	False
APLP2	PIGR	other	cellphonedb_v5_interactors	15569	48012	1.3045921325683594	0.025952104479074478	0.8388464255893121	0.01482962592685162	0.6652721185237169	0.033856911326992645	False
APLP2	PLXNA4	other	cellphonedb_v5_interactors	15569	48012	1.3045921325683594	0.0018781897379085422	0.8388464255893121	0.0013954844622177788	0.653235161153134	0.002450271555546113	False
PSAP	GPR37	other	cellphonedb_v5_interactors	15569	48012	1.3047072887420654	0.0004428077954798937	0.8391033463934742	0.0003124218945263684	0.6525750482687727	0.0005777345582744231	False
PSAP	GPR37L1	other	cellphonedb_v5_interactors	15569	48012	1.3047072887420654	9.653304005041718e-05	0.8391033463934742	6.248437890527369e-05	0.6524019108910579	0.00012594736095820902	False
ANXA1	FPR1	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0041871508583426476	0.6963196094803776	0.0029992501874531365	0.6478739003650844	0.005407959283712405	False
ANXA1	FPR3	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0036804669070988894	0.6963196094803776	0.00266600016662501	0.6476205583894625	0.004753546230364392	False
ANXA1	FPR2	other	cellphonedb_v5_interactors	15569	48012	1.2915606498718262	0.0005183725734241307	0.6963196094803776	0.0003540781471298842	0.6460395112226252	0.0006695096178074011	False
SIGLEC15	CD44	other	cellphonedb_v5_interactors	15569	48012	0.007154758088290691	1.1146461963653564	0.01644293146637549	0.6027868032991752	0.5609004772268236	0.007975023889027488	False
CXCL2	DPP4	other	cellphonedb_v5_interactors	15569	48012	1.0478183031082153	0.07243749499320984	0.6044704219924208	0.050466550029159375	0.5601278990507126	0.07590133308519498	False
CXCL2	CXCR2	other	cellphonedb_v5_interactors	15569	48012	1.0478183031082153	0.008244099095463753	0.6044704219924208	0.005082062817628926	0.5280312011018395	0.008638317924864802	False
CD24	SELP	other	cellphonedb_v5_interactors	15569	48012	1.028070092201233	0.002040374558418989	0.6799409082150427	0.0014579688411230525	0.515055233379826	0.00209764806039886	False
HLA-E	KLRC1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False
HLA-E	KLRC1+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.1530088186264038	0.7042841544094033	0.07162792635174539	0.5030288398265839	0.13052399845630447	False
PTGES3	PTGER1	other	cellphonedb_v5_interactors	15569	48012	0.9715399742126465	0.0014455317286774516	0.778277346008093	0.0010830625676914105	0.48649275297066197	0.0014043918584028536	False
PTGES3	PTGER3	other	cellphonedb_v5_interactors	15569	48012	0.9715399742126465	0.0007050730637274683	0.778277346008093	0.0004998750312421895	0.486122523638187	0.0006850066661518162	False
IL7	IL2RG+IL7R	other	cellphonedb_v5_interactors	15569	48012	0.019808609038591385	0.9509114623069763	0.03950157363992549	0.45792718487044903	0.48536003567278385	0.018836233387154122	False
HLA-E	KLRC2	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False
HLA-E	KLRC2+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.07624545693397522	0.7042841544094033	0.0397192368574523	0.46464715898036957	0.06504110019599274	False
CD47	SIRPA	other	cellphonedb_v5_interactors	15569	48012	0.8902121186256409	0.0041586775332689285	0.680711670627529	0.0029784220611513788	0.4471853980794549	0.003702105137572187	False
CD47	SIRPB1+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.8902121186256409	0.0037426818162202835	0.680711670627529	0.0026243439140214947	0.4469774002209306	0.00333178070895912	False
SDC1	ADGRA2	other	cellphonedb_v5_interactors	15569	48012	0.8824865818023682	0.0008114863303489983	0.730104695227696	0.0006040156627509789	0.4416490340663586	0.0007161257978490349	False
HLA-E	KLRK1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.007483921945095062	0.7042841544094033	0.004873781554611347	0.4302663914859295	0.0063841510912765465	False
HLA-E	KLRC3+KLRD1	MHC_I	cellphonedb_v5_interactors	15569	48012	0.8530488610267639	0.0025927494280040264	0.7042841544094033	0.0017912188619511789	0.42782080522738397	0.0022117419464866284	False
CD99	PILRA	other	cellphonedb_v5_interactors	15569	48012	0.840119481086731	0.004671423230320215	0.6736463485130708	0.0032908439556777473	0.4223954521585256	0.00392455366019312	False
APP	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.011530890129506588	0.699274198728242	0.0077897192368574526	0.42177147371694446	0.009593839619201572	False
APP	TNFRSF21	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.007609997875988483	0.699274198728242	0.00504040656502541	0.4198110275901854	0.006331609988883158	False
APP	PLXNA4	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.0018781897379085422	0.699274198728242	0.0013954844622177788	0.41694512352114543	0.0015626765078452648	False
APP	FPR2	other	cellphonedb_v5_interactors	15569	48012	0.8320120573043823	0.0005183725734241307	0.699274198728242	0.0003540781471298842	0.4162652149389032	0.00043129223126477795	False
EFNA1	EPHA4	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.025900842621922493	0.6527073029738583	0.017370657335666083	0.37322637531906366	0.018662901570453694	False
EFNA1	EPHA1	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.024728111922740936	0.6527073029738583	0.01651670415729401	0.3726400099694729	0.017817888227569245	False
KLRB1	CLEC2D	other	cellphonedb_v5_interactors	15569	48012	0.008134422823786736	0.7319111227989197	0.013295651615389556	0.42766391735399484	0.3700227728113532	0.005953674542278908	False
CDH1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.7194934487342834	0.009142288938164711	0.6626629841351404	0.0061234691327168205	0.3643178688362241	0.006577816997445418	False
EFNA1	EPHA2	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.003113865852355957	0.6527073029738583	0.0019161876197617263	0.3618328869342804	0.002243701981221591	False
EFNA1	EPHA3	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.0004173970955889672	0.6527073029738583	0.0003124218945263684	0.3604846525558969	0.00030075627362705255	False
EFNA1	EPHA7	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	0.000208517158171162	0.6527073029738583	0.00014579688411230527	0.360380212587188	0.00015024743617434756	False
EFNA1	EPHA8	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	8.590502693550661e-05	0.6527073029738583	6.248437890527369e-05	0.36031890652157017	6.189903106656276e-05	False
EFNA1	EPHA5	other	cellphonedb_v5_interactors	15569	48012	0.7205519080162048	5.2554929425241426e-05	0.6527073029738583	4.1656252603515784e-05	0.36030223147281504	3.7868554673014697e-05	False
BST2	LILRA4	other	cellphonedb_v5_interactors	15569	48012	0.6967758536338806	0.0009852705989032984	0.5832744556490462	0.0007081562942597684	0.34888056211639196	0.0006865127626112105	False
AREG	EGFR	other	cellphonedb_v5_interactors	15569	48012	0.6441746950149536	0.005207951180636883	0.43676536707559893	0.003311672081979505	0.32469132309779525	0.0033548303634395316	False
ICAM1	ITGAM+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.6177547574043274	0.026483893394470215	0.5153831331492068	0.01778721986170124	0.3221193253993988	0.016360551139023016	False
ICAM1	ITGAX+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.6177547574043274	0.017994053661823273	0.5153831331492068	0.012121969507623094	0.31787440553307533	0.011115912254580085	False
CD70	CD27	other	cellphonedb_v5_interactors	15569	48012	0.005411168094724417	0.5851223468780518	0.011432975785214208	0.3346455052903441	0.2952667574863881	0.0031661953749367866	False
COL1A1	ITGA1+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.4918834865093231	0.09254064410924911	0.4020810585137132	0.05715237857202366	0.2922120653092861	0.04551921466827591	False
CXCL8	CXCR2	other	cellphonedb_v5_interactors	15569	48012	0.5745165944099426	0.008244099095463753	0.4522448455263665	0.005082062817628926	0.2913803467527032	0.004736371736303924	False
CXCL8	CXCR1	other	cellphonedb_v5_interactors	15569	48012	0.5745165944099426	0.005263639613986015	0.4522448455263665	0.0034366408397900525	0.2898901170119643	0.0030240483052285105	False
VEGFA	NRP1	other	cellphonedb_v5_interactors	15569	48012	0.5736579895019531	0.005160504020750523	0.5488470678913225	0.0034574689660918103	0.2894092467613518	0.00296036436136049	False
VEGFA	NRP2	other	cellphonedb_v5_interactors	15569	48012	0.5736579895019531	0.0047162603586912155	0.5488470678913225	0.0030409064400566525	0.28918712493032217	0.002705520435334563	False
VEGFA	FLT1	other	cellphonedb_v5_interactors	15569	48012	0.5736579895019531	0.0027534058317542076	0.5488470678913225	0.002124468882779305	0.28820569766685367	0.0015795132537270717	False
CXCL8	ACKR1	other	cellphonedb_v5_interactors	15569	48012	0.5745165944099426	0.0018922608578577638	0.4522448455263665	0.0012080313255019579	0.2882044276339002	0.001087135263791679	False
VEGFA	FLT1+KDR	other	cellphonedb_v5_interactors	15569	48012	0.5736579895019531	0.0009469718206673861	0.5488470678913225	0.0006248437890527368	0.28730248066131026	0.0005432379507590568	False
VEGFA	KDR	other	cellphonedb_v5_interactors	15569	48012	0.5736579895019531	0.0009469718206673861	0.5488470678913225	0.0006248437890527368	0.28730248066131026	0.0005432379507590568	False
CEL	RORA	other	cellphonedb_v5_interactors	15569	48012	0.002717990195378661	0.5702505111694336	0.006551480506133984	0.3354786303424144	0.2864842506824061	0.0015499352982681902	False
SRD5A3	AR	other	cellphonedb_v5_interactors	15569	48012	0.5701914429664612	0.0006793899228796363	0.5660607617701844	0.00047904690494043157	0.2854354164446704	0.0003873823204636126	False
LRPAP1	SORT1	other	cellphonedb_v5_interactors	15569	48012	0.5605108737945557	0.004001073073595762	0.582760614040722	0.002811797050737316	0.2822559734340757	0.0022426449645970292	False
CBR1	PTGFR	other	cellphonedb_v5_interactors	15569	48012	0.5417364239692688	7.22914410289377e-05	0.566510373177468	4.1656252603515784e-05	0.27090435770514887	3.9162906746601986e-05	False
C3	C3AR1	other	cellphonedb_v5_interactors	15569	48012	0.47515979409217834	0.04085499048233032	0.3463934742115743	0.026951595434474715	0.25800739228725433	0.019412648865221982	False
LCN2	SLC22A17	other	cellphonedb_v5_interactors	15569	48012	0.49507683515548706	0.006655755918473005	0.3928319095638769	0.004894609680913105	0.25086629553698003	0.0032951105756850174	False
C3	ITGAM+ITGB2	other	cellphonedb_v5_interactors	15569	48012	0.47515979409217834	0.026483893394470215	0.3463934742115743	0.01778721986170124	0.2508218437433243	0.01258408133207567	False
COL1A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.4918834865093231	0.009142288938164711	0.4020810585137132	0.0061234691327168205	0.2505128877237439	0.004496940957580076	False
COL1A1	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.4918834865093231	0.0035005388781428337	0.4020810585137132	0.002520203282512705	0.24769201269373298	0.0017218572680423316	False
DSG2	DSC3	other	cellphonedb_v5_interactors	15569	48012	0.49227312207221985	0.00040007283678278327	0.518080801592909	0.0003332500208281263	0.24633659745450132	0.00019694510441935036	False
COL1A1	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.4918834865093231	0.0007511376752518117	0.4020810585137132	0.0005207031575439474	0.24631731209228747	0.00036947221855136887	False
LTA4H	LTB4R	other	cellphonedb_v5_interactors	15569	48012	0.44245675206184387	0.040867678821086884	0.5095381848545186	0.02890943930683996	0.24166221544146538	0.018082180435484707	False
C3	C5AR2	other	cellphonedb_v5_interactors	15569	48012	0.47515979409217834	0.0015490837395191193	0.3463934742115743	0.0010414063150878947	0.23835443891584873	0.0007360623107014463	False
CCL20	CCR6	other	cellphonedb_v5_interactors	15569	48012	0.37477049231529236	0.10163792967796326	0.2845397906095446	0.06485878530367409	0.2382042109966278	0.038090896943317354	False
PODXL	SELL	other	cellphonedb_v5_interactors	15569	48012	0.04012312367558479	0.41899633407592773	0.07759008285695934	0.24093976505873532	0.22955972887575626	0.01681144173174509	False
TAX1BP3	ADGRB2	other	cellphonedb_v5_interactors	15569	48012	0.4494107961654663	0.0010404357453808188	0.5186588734022738	0.0007289844205615263	0.22522561595542356	0.0004675830566906042	False
TAX1BP3	ADGRB1	other	cellphonedb_v5_interactors	15569	48012	0.4494107961654663	0.0009418083936907351	0.5186588734022738	0.0006873281679580105	0.22517630227957852	0.0004232588600438722	False
TGM2	ADGRG1	other	cellphonedb_v5_interactors	15569	48012	0.3665125072002411	0.08158814907073975	0.34228274134498043	0.04880029992501875	0.22405032813549042	0.029903077073743844	False
CCL21	CCR7	T_recruit	cellphonedb_v5_interactors	15569	48012	0.0018911908846348524	0.4445269703865051	0.003532661057229109	0.2528742814296426	0.22320908063557	0.0008406853543693055	False
CCL19	CCR7	T_recruit	cellphonedb_v5_interactors	15569	48012	0.0014439166989177465	0.4445269703865051	0.002504977840580641	0.2528742814296426	0.22298544354271144	0.0006418599156603894	False
LTA4H	LTB4R2	other	cellphonedb_v5_interactors	15569	48012	0.44245675206184387	0.0025052926503121853	0.5095381848545186	0.0019161876197617263	0.22248102235607803	0.0011084836490215383	False
DHCR24	RORC	other	cellphonedb_v5_interactors	15569	48012	0.4320518374443054	0.012341296300292015	0.47055045282291735	0.00860201616262601	0.22219656687229872	0.005332079742985774	False
LTA4H	GPR17	other	cellphonedb_v5_interactors	15569	48012	0.44245675206184387	3.7581645301543176e-05	0.5095381848545186	2.0828126301757892e-05	0.2212471668535727	1.662825271726105e-05	False
AGRN	PTPRS	other	cellphonedb_v5_interactors	15569	48012	0.4373542368412018	0.002313855802640319	0.5012524889202903	0.0015829375989336	0.21983404632192105	0.001011974638724343	False
AGRN	LRP4+MUSK	other	cellphonedb_v5_interactors	15569	48012	0.4373542368412018	3.327713784528896e-05	0.5012524889202903	2.0828126301757892e-05	0.21869375698952354	1.4553897226585828e-05	False
SELPLG	SELL	other	cellphonedb_v5_interactors	15569	48012	0.007114944513887167	0.41899633407592773	0.01644293146637549	0.24093976505873532	0.21305563929490745	0.0029811356684723567	False
APOE	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.41150012612342834	0.011530890129506588	0.397328023636714	0.0077897192368574526	0.21151550812646747	0.004744962742607356	False
CD34	SELL	other	cellphonedb_v5_interactors	15569	48012	0.00037674876512028277	0.41899633407592773	0.0007065322114458218	0.24093976505873532	0.209686541420524	0.00015785635145303123	False
TNFSF14	TNFRSF14	other	cellphonedb_v5_interactors	15569	48012	0.035082634538412094	0.3791544437408447	0.05209069304386923	0.2515204532200283	0.2071185391396284	0.013301736783374984	False
LPAR1	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.031232213601469994	0.38226115703582764	0.06423020104052926	0.23394151462134466	0.20674668531864882	0.011938862108088033	False
LCK	CD8A+CD8B	MHC_I_partial	cellphonedb_v5_interactors	15569	48012	0.008733687922358513	0.4012211561203003	0.018434067698631897	0.1995959343497459	0.2049774220213294	0.003504140365402586	False
AKR1C3	PTGDR	other	cellphonedb_v5_interactors	15569	48012	0.34811583161354065	0.06145277991890907	0.25589312094546857	0.03869865866866617	0.20478430576622486	0.021392685586434923	False
CD44	SELE	other	cellphonedb_v5_interactors	15569	48012	0.4003581702709198	0.00011134699889225885	0.40150298670434836	6.248437890527369e-05	0.20023475863490603	4.457868074166289e-05	False
ITGAV+ITGB3	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.006873751059174538	0.38226115703582764	0.012332198599781618	0.23394151462134466	0.1945674540475011	0.0026275680330563045	False
LPAR3	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.004865224007517099	0.38226115703582764	0.01046952276960627	0.23394151462134466	0.19356319052167237	0.0018597861583519726	False
THY1	ADGRE5	other	cellphonedb_v5_interactors	15569	48012	0.0021373070776462555	0.38226115703582764	0.003918042263472285	0.23394151462134466	0.19219923205673695	0.0008170094764419211	False
