ligand	receptor	pathway	pair_origin	n_sender	n_receiver	ligand_mean	receptor_mean	ligand_frac	receptor_frac	cpdb_mean_score	product_score	pass_expr_prop
INHA+INHBA	ACVR1+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.01440382655709982	0.007001091913417689	0.010768141298008831	0.008797991555184126	4.597926933638807e-05	False
INHA+INHBB	ACVR1+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.01440382655709982	0.007001091913417689	0.010768141298008831	0.008797991555184126	4.597926933638807e-05	False
COL13A1	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.016528060659766197	0.0007511376752518117	0.02504977840580641	0.0005207031575439474	0.008639599167509004	1.2414849060397707e-05	False
IGF1	IGF1R	other	cellphonedb_v5_interactors	15569	48012	0.0073544648475945	0.009811261668801308	0.012524889202903206	0.007310672331917021	0.008582863258197904	7.215657905375056e-05	False
DLL4	NOTCH4	other	cellphonedb_v5_interactors	15569	48012	0.01443596463650465	0.0025195034686475992	0.02485708780268482	0.0018328751145546946	0.008477734052576125	3.6371462974947545e-05	False
CCL8	CCR2	other	cellphonedb_v5_interactors	15569	48012	0.0014584155287593603	0.015463719144463539	0.003211510052026463	0.010205781887861368	0.00846106733661145	2.2552528132659035e-05	False
NRXN2	DAG1	other	cellphonedb_v5_interactors	15569	48012	0.001962584676221013	0.014954223297536373	0.0038538120624317554	0.010726485045405316	0.008458403986878693	2.9348929488532153e-05	False
CD40LG	CD40	other	cellphonedb_v5_interactors	15569	48012	0.00045962477452121675	0.01643870770931244	0.0006423020104052926	0.011851203865700242	0.008449166241916828	7.555637324312917e-06	False
NTN1	DCC	other	cellphonedb_v5_interactors	15569	48012	0.01672925427556038	9.030436194734648e-05	0.03269317232962939	8.331250520703157e-05	0.008409779318753863	1.510724633209398e-06	False
NTN1	UNC5C	other	cellphonedb_v5_interactors	15569	48012	0.01672925427556038	7.722079317318276e-05	0.03269317232962939	6.248437890527369e-05	0.008403237534366781	1.2918462843546313e-06	False
FLT3LG	FLT3	other	cellphonedb_v5_interactors	15569	48012	0.01633179560303688	0.00046355079393833876	0.03539084077333162	0.00037490627343164207	0.00839767319848761	7.570616818226416e-06	False
COL1A2	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.016041887924075127	0.0007511376752518117	0.02607746162245488	0.0005207031575439474	0.00839651279966347	1.2049666401939903e-05	False
CCL7	CCR2	other	cellphonedb_v5_interactors	15569	48012	0.001322529511526227	0.015463719144463539	0.0034042006551480504	0.010205781887861368	0.008393124327994883	2.045122492650613e-05	False
PNMT	ADRB1	other	cellphonedb_v5_interactors	15569	48012	0.012714658863842487	0.004057214129716158	0.028004367653670755	0.00266600016662501	0.008385936496779323	5.158609359690253e-05	False
NTN1	DSCAM	other	cellphonedb_v5_interactors	15569	48012	0.01672925427556038	2.794572719722055e-05	0.03269317232962939	2.0828126301757892e-05	0.0083786000013788	4.6751117619774584e-07	False
NTN1	UNC5A	other	cellphonedb_v5_interactors	15569	48012	0.01672925427556038	0.0	0.03269317232962939	0.0	0.00836462713778019	0.0	False
SULT2A1	PPARD	other	cellphonedb_v5_interactors	15569	48012	6.228921847650781e-05	0.016632014885544777	0.00012846040208105853	0.012351078896942431	0.008347152052010642	1.0359952089102287e-06	False
FGF7	FGFR2	other	cellphonedb_v5_interactors	15569	48012	0.01415446400642395	0.002369746332988143	0.029224741473440813	0.001603765725235358	0.008262105169706047	3.3542489174635814e-05	False
PTGDS	PTGDR2	other	cellphonedb_v5_interactors	15569	48012	0.014377700164914131	0.002077430719509721	0.02588477101933329	0.0016454219778388737	0.008227565442211926	2.9868675998492595e-05	False
COL9A3	ITGA11+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.015578076243400574	0.0007511376752518117	0.0346843085618858	0.0005207031575439474	0.008164606959326193	1.1701279974363384e-05	False
BMP6	ACVR1+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0006285854033194482	0.01568172127008438	0.0014130644228916437	0.011330500708156294	0.008155153336701915	9.85730108929916e-06	False
COL12A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.00715266540646553	0.009142288938164711	0.014965636842443317	0.0061234691327168205	0.00814747717231512	6.539173382392321e-05	False
DLL4	NOTCH3	other	cellphonedb_v5_interactors	15569	48012	0.01443596463650465	0.0018387158634141088	0.02485708780268482	0.0012496875781054736	0.00813734024995938	2.654363718082619e-05	False
CXCL5	CXCR2	other	cellphonedb_v5_interactors	15569	48012	0.007976987399160862	0.008244099095463753	0.011561436187295266	0.005082062817628926	0.008110543247312307	6.576307460194782e-05	False
LRRC4B	PTPRF	other	cellphonedb_v5_interactors	15569	48012	0.004096568562090397	0.01212103758007288	0.006294559701971867	0.007893859868366241	0.008108803071081638	4.965466149044282e-05	False
MSTN	ACVR2B+TGFBR1	other	cellphonedb_v5_interactors	15569	48012	0.0003129946708213538	0.01568172127008438	0.0006423020104052926	0.011330500708156294	0.007997357970452867	4.908295186842283e-06	False
OXT	OXTR	other	cellphonedb_v5_interactors	15569	48012	0.015523952431976795	0.00040475279092788696	0.03198664011818357	0.0003124218945263684	0.007964352611452341	6.283363073074366e-06	False
INHBE	ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.00020696876163128763	0.01568172127008438	0.0005780718093647633	0.011330500708156294	0.007944345015857834	3.2456264315163874e-06	False
APOB	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.004334674216806889	0.011530890129506588	0.006679940908215043	0.0077897192368574526	0.007932782173156738	4.998265214120525e-05	False
BMP8A	ACVR1+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.00014048698358237743	0.01568172127008438	0.0005780718093647633	0.011330500708156294	0.00791110412683338	2.2030777186137634e-06	False
OXT	AVPR2	other	cellphonedb_v5_interactors	15569	48012	0.015523952431976795	0.00019193143816664815	0.03198664011818357	0.00012496875781054737	0.007857941935071722	2.9795345162999414e-06	False
INHBC	ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0	0.01568172127008438	0.0	0.011330500708156294	0.00784086063504219	0.0	False
LAIR1	LILRB4	other	cellphonedb_v5_interactors	15569	48012	0.006801600567996502	0.008826719596982002	0.01387372342475432	0.006269266016829126	0.007814160082489252	6.003582102437864e-05	False
FGF9	FGFR3	other	cellphonedb_v5_interactors	15569	48012	0.014278078451752663	0.001338399713858962	0.025306699209968527	0.0008956094309755894	0.007808239082805812	1.9109776114281576e-05	False
DLL3	NOTCH4	other	cellphonedb_v5_interactors	15569	48012	0.013059061951935291	0.0025195034686475992	0.028646669664076047	0.0018328751145546946	0.007789282710291445	3.2902351885184854e-05	False
OXT	AVPR1A	other	cellphonedb_v5_interactors	15569	48012	0.015523952431976795	0.0	0.03198664011818357	0.0	0.007761976215988398	0.0	False
OXT	AVPR1B	other	cellphonedb_v5_interactors	15569	48012	0.015523952431976795	0.0	0.03198664011818357	0.0	0.007761976215988398	0.0	False
NCAM1	AGRN	other	cellphonedb_v5_interactors	15569	48012	0.005370218772441149	0.010103882290422916	0.01040529256856574	0.006873281679580105	0.007737050531432033	5.426005835056482e-05	False
CCL16	CCR2	other	cellphonedb_v5_interactors	15569	48012	0.0	0.015463719144463539	0.0	0.010205781887861368	0.0077318595722317696	0.0	False
COL4A1	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.006241299211978912	0.009142288938164711	0.01303873081122744	0.0061234691327168205	0.007691794075071812	5.705976074545094e-05	False
PTHLH	PTH2R	other	cellphonedb_v5_interactors	15569	48012	0.01502726599574089	0.00028303140425123274	0.026205922024535935	0.00016662501041406314	0.007655148699996062	4.2531881968313435e-06	False
PTHLH	PTH1R	other	cellphonedb_v5_interactors	15569	48012	0.01502726599574089	0.0001936971821123734	0.026205922024535935	0.00014579688411230527	0.007610481588926632	2.9107390782280996e-06	False
PTHLH	PRLHR	other	cellphonedb_v5_interactors	15569	48012	0.01502726599574089	0.0001382733171340078	0.026205922024535935	0.00010414063150878946	0.007582769656437449	2.077869916686172e-06	False
NRXN1	DAG1	other	cellphonedb_v5_interactors	15569	48012	0.00020828818378504366	0.014954223297536373	0.00025692080416211705	0.010726485045405316	0.007581255740660708	3.1147880105598377e-06	False
COL28A1	ITGA10+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.011585226282477379	0.0035005388781428337	0.023957864988117413	0.002520203282512705	0.007542882580310106	4.0554535013894236e-05	False
CEL	RORC	other	cellphonedb_v5_interactors	15569	48012	0.002717990195378661	0.012341296300292015	0.006551480506133984	0.00860201616262601	0.007529643247835338	3.354352234245664e-05	False
GAL	GALR2	other	cellphonedb_v5_interactors	15569	48012	0.011891507543623447	0.003151028184220195	0.02479285760164429	0.002561859535116221	0.007521267863921821	3.747047542282454e-05	False
BMP6	ACVR1+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0006285854033194482	0.01440382655709982	0.0014130644228916437	0.010768141298008831	0.007516205980209634	9.05403512573797e-06	False
WNT9A	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.003747360548004508	0.02267326096730683	0.0027909689244355576	0.0074984029633924365	4.215572779937317e-05	False
WNT9A	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.003747360548004508	0.02267326096730683	0.0027909689244355576	0.0074984029633924365	4.215572779937317e-05	False
DLL3	NOTCH3	other	cellphonedb_v5_interactors	15569	48012	0.013059061951935291	0.0018387158634141088	0.028646669664076047	0.0012496875781054736	0.0074488889076747	2.4011904372331036e-05	False
APOA1	ABCA1	other	cellphonedb_v5_interactors	15569	48012	0.0016556268092244864	0.013191199861466885	0.0037895818613912263	0.009372656835791053	0.0074234133353456855	2.1839704136482905e-05	False
EDN2	EDNRB	other	cellphonedb_v5_interactors	15569	48012	0.012497230432927608	0.002298166276887059	0.02138865694649624	0.0018745313671582105	0.007397698354907334	2.8720713535440893e-05	False
IL17C	IL17RA+IL17RE	other	cellphonedb_v5_interactors	15569	48012	0.007703999988734722	0.007041448727250099	0.012846040208105852	0.0049987503124218945	0.007372724357992411	5.424732091541089e-05	False
MSTN	ACVR2A+TGFBR1	other	cellphonedb_v5_interactors	15569	48012	0.0003129946708213538	0.01440382655709982	0.0006423020104052926	0.010768141298008831	0.0073584106139605865	4.508320951807332e-06	False
WNT7A	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.003747360548004508	0.02241634016314471	0.0027909689244355576	0.0073395444778725505	4.0965127756667236e-05	False
WNT7A	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.003747360548004508	0.02241634016314471	0.0027909689244355576	0.0073395444778725505	4.0965127756667236e-05	False
INHBE	ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.00020696876163128763	0.01440382655709982	0.0005780718093647633	0.010768141298008831	0.007305397659365553	2.981142145274803e-06	False
PNMT	ADRA2B	other	cellphonedb_v5_interactors	15569	48012	0.012714658863842487	0.001880604075267911	0.028004367653670755	0.0012288594518037156	0.007297631469555199	2.3911239274983448e-05	False
NELL2	ROBO3	other	cellphonedb_v5_interactors	15569	48012	0.008859585039317608	0.005734172184020281	0.015993320059091785	0.0042697658918603686	0.007296878611668944	5.080238609441725e-05	False
WNT2B	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.003747360548004508	0.019461750915280365	0.0027909689244355576	0.007288063759915531	4.057929413375707e-05	False
WNT2B	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.003747360548004508	0.019461750915280365	0.0027909689244355576	0.007288063759915531	4.057929413375707e-05	False
BMP8A	ACVR1+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.00014048698358237743	0.01440382655709982	0.0005780718093647633	0.010768141298008831	0.007272156770341098	2.0235501450506944e-06	False
IL1A	IL1R1+IL1RAP	other	cellphonedb_v5_interactors	15569	48012	0.003864334663376212	0.010648533701896667	0.007001091913417689	0.007539781721236358	0.00725643418263644	4.114949789836911e-05	False
IL1A	IL1R2+IL1RAP	other	cellphonedb_v5_interactors	15569	48012	0.003864334663376212	0.010648533701896667	0.007001091913417689	0.007539781721236358	0.00725643418263644	4.114949789836911e-05	False
BDNF	NTRK2	other	cellphonedb_v5_interactors	15569	48012	0.007939751259982586	0.006518173962831497	0.013488342218511144	0.0044363909022744315	0.0072289626114070415	5.1752679934177065e-05	False
INHBC	ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0	0.01440382655709982	0.0	0.010768141298008831	0.00720191327854991	0.0	False
CYP21A2	NR3C2	other	cellphonedb_v5_interactors	15569	48012	0.00447967229411006	0.009840820915997028	0.009377609351917272	0.007144047321502958	0.007160246605053544	4.408365280869067e-05	False
GLS2+SLC1A1	GRM3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0012727509019896388	0.02768321664846811	0.0008956094309755894	0.007115263433661312	1.649202104765722e-05	False
GLS2+SLC1A7	GRM3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0012727509019896388	0.027297835442224933	0.0008956094309755894	0.007115263433661312	1.649202104765722e-05	False
INHA	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
INHA	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
INHA+INHBA	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
INHA+INHBA	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
INHA+INHBB	ACVR1B+ACVR2A	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
INHA+INHBB	ACVR1B+ACVR2B	other	cellphonedb_v5_interactors	15569	48012	0.0031921565532684326	0.011018142104148865	0.007001091913417689	0.007998000499875032	0.007105149328708649	3.5171634522601636e-05	False
SCT	VIPR2	other	cellphonedb_v5_interactors	15569	48012	0.0012534356210380793	0.01277877390384674	0.0028261288457832874	0.007852203615762726	0.00701610476244241	1.601737040427334e-05	False
NRG2	ERBB3	other	cellphonedb_v5_interactors	15569	48012	0.005005716811865568	0.008887414820492268	0.010662213372727858	0.005581937848871115	0.006946565816178918	4.4487881780961355e-05	False
LRRC4C	PTPRF	other	cellphonedb_v5_interactors	15569	48012	0.0017207188066095114	0.01212103758007288	0.0030830496499454044	0.007893859868366241	0.006920878193341196	2.0856897319652045e-05	False
WNT9A	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.002587399911135435	0.02267326096730683	0.0017495626093476631	0.0069184226449579	2.9106813973379247e-05	False
WNT9A	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.002587399911135435	0.02267326096730683	0.0017495626093476631	0.0069184226449579	2.9106813973379247e-05	False
ULBP1	HCST+KLRK1	MHC_I_partial	cellphonedb_v5_interactors	15569	48012	0.006272096186876297	0.007483921945095062	0.012846040208105852	0.004873781554611347	0.00687800906598568	4.693987829471058e-05	False
COL8A2	ITGA2+ITGB1	other	cellphonedb_v5_interactors	15569	48012	0.004606818314641714	0.009142288938164711	0.01046952276960627	0.0061234691327168205	0.0068745536264032125	4.211686411808354e-05	False
WNT4	FZD3+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.009911147877573967	0.003747360548004508	0.0215171173485773	0.0027909689244355576	0.0068292542127892375	3.71406445418593e-05	False
WNT4	FZD6+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.009911147877573967	0.003747360548004508	0.0215171173485773	0.0027909689244355576	0.0068292542127892375	3.71406445418593e-05	False
NMS	NMUR1	other	cellphonedb_v5_interactors	15569	48012	0.0	0.01355310995131731	0.0	0.009164375572773473	0.006776554975658655	0.0	False
CSF3	CSF3R	other	cellphonedb_v5_interactors	15569	48012	0.00874262023717165	0.004803675692528486	0.014580255636200141	0.003353328334583021	0.006773147964850068	4.1996712322309084e-05	False
WNT7A	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.002587399911135435	0.02241634016314471	0.0017495626093476631	0.006759564159438014	2.8284753110744722e-05	False
WNT7A	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.002587399911135435	0.02241634016314471	0.0017495626093476631	0.006759564159438014	2.8284753110744722e-05	False
GDF5	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030864637810736895	0.010384726338088512	0.007193782516539277	0.007623094226443389	0.006735595059581101	3.20520817188722e-05	False
GDF5	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030864637810736895	0.010384726338088512	0.007193782516539277	0.007623094226443389	0.006735595059581101	3.20520817188722e-05	False
GDF7	ACVR2A+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False
GDF7	ACVR2B+BMPR1A	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False
GDF7	BMPR1A+BMPR2	other	cellphonedb_v5_interactors	15569	48012	0.0030811347533017397	0.010384726338088512	0.006808401310296101	0.007623094226443389	0.006732930545695126	3.199674122381243e-05	False
WNT9A	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0021746037527918816	0.02267326096730683	0.0014787969674248105	0.006712024565786123	2.446308613752307e-05	False
WNT2B	FZD3+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.002587399911135435	0.019461750915280365	0.0017495626093476631	0.006708083441480994	2.801835070061036e-05	False
WNT2B	FZD6+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.010828766971826553	0.002587399911135435	0.019461750915280365	0.0017495626093476631	0.006708083441480994	2.801835070061036e-05	False
GLS2+SLC1A1	GRM2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0004379349120426923	0.02768321664846811	0.0003124218945263684	0.006697855438687839	5.674662477647013e-06	False
GLS2+SLC1A7	GRM2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0004379349120426923	0.027297835442224933	0.0003124218945263684	0.006697855438687839	5.674662477647013e-06	False
EFNB3	EPHB4	other	cellphonedb_v5_interactors	15569	48012	0.010328511707484722	0.0030532388482242823	0.019461750915280365	0.0020203282512705157	0.006690875277854502	3.153541318963167e-05	False
ADCYAP1	VIPR2	other	cellphonedb_v5_interactors	15569	48012	0.0005683340132236481	0.01277877390384674	0.0010276832166484682	0.007852203615762726	0.006673553958535194	7.2626118568508424e-06	False
CXCL5	CXCR1	other	cellphonedb_v5_interactors	15569	48012	0.007976987399160862	0.005263639613986015	0.011561436187295266	0.0034366408397900525	0.006620313506573439	4.198798687449039e-05	False
APOA1	TREM2+TYROBP	other	cellphonedb_v5_interactors	15569	48012	0.0016556268092244864	0.011530890129506588	0.0037895818613912263	0.0077897192368574526	0.006593258469365537	1.9090850832633116e-05	False
NRXN2	ADGRL1	other	cellphonedb_v5_interactors	15569	48012	0.001962584676221013	0.011218874715268612	0.0038538120624317554	0.008456219278513704	0.0065907296957448125	2.201799160062956e-05	False
GLS2+SLC1A1	GRM7	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00021415176161099225	0.02768321664846811	0.00014579688411230527	0.006585963863471989	2.7749305495366344e-06	False
GLS2+SLC1A7	GRM7	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00021415176161099225	0.027297835442224933	0.00014579688411230527	0.006585963863471989	2.7749305495366344e-06	False
GLS2+SLC1A1	GRM4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00016492482973262668	0.02768321664846811	0.00010414063150878946	0.006561350397532806	2.137058994796065e-06	False
GLS2+SLC1A7	GRM4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00016492482973262668	0.027297835442224933	0.00010414063150878946	0.006561350397532806	2.137058994796065e-06	False
GLS2+SLC1A1	GRIA4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00015395112859550864	0.02768321664846811	8.331250520703157e-05	0.006555863546964247	1.9948642339507694e-06	False
GLS2+SLC1A7	GRIA4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00015395112859550864	0.027297835442224933	8.331250520703157e-05	0.006555863546964247	1.9948642339507694e-06	False
WNT9A	FZD5+LRP5	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0018621687777340412	0.02267326096730683	0.0012496875781054736	0.006555807078257203	2.094836595118929e-05	False
WNT9A	FZD5+LRP6	other	cellphonedb_v5_interactors	15569	48012	0.011249445378780365	0.0018621687777340412	0.02267326096730683	0.0012496875781054736	0.006555807078257203	2.094836595118929e-05	False
GLS2+SLC1A1	GRIK1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.02768321664846811	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False
GLS2+SLC1A1	GRIK1+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.02768321664846811	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False
GLS2+SLC1A7	GRIK1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.027297835442224933	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False
GLS2+SLC1A7	GRIK1+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001521520607639104	0.027297835442224933	0.00010414063150878946	0.006554964013048448	1.9715523160424822e-06	False
WNT7A	SFRP4	other	cellphonedb_v5_interactors	15569	48012	0.010931728407740593	0.0021746037527918816	0.02241634016314471	0.0014787969674248105	0.006553166080266237	2.3772177619974313e-05	False
EDN2	EDNRA	other	cellphonedb_v5_interactors	15569	48012	0.012497230432927608	0.0006068185903131962	0.02138865694649624	0.0003540781471298842	0.006552024511620402	7.583551754128306e-06	False
GLS2+SLC1A1	GRIK1+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.000145142141263932	0.02768321664846811	8.331250520703157e-05	0.0065514590532984585	1.8807193496267428e-06	False
GLS2+SLC1A7	GRIK1+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.000145142141263932	0.027297835442224933	8.331250520703157e-05	0.0065514590532984585	1.8807193496267428e-06	False
GLS2+SLC1A1	GRIK2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A1	GRIK2+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A1	GRIK2+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.02768321664846811	8.331250520703157e-05	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A7	GRIK2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A7	GRIK2+GRIK4	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	0.00010414063150878946	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A7	GRIK2+GRIK5	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00014448129513766617	0.027297835442224933	8.331250520703157e-05	0.0065511286302353255	1.872156253575032e-06	False
GLS2+SLC1A1	GRIN1+GRIN2C	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.02768321664846811	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False
GLS2+SLC1A1	GRIN1+GRIN2D	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.02768321664846811	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False
GLS2+SLC1A7	GRIN1+GRIN2C	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.027297835442224933	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False
GLS2+SLC1A7	GRIN1+GRIN2D	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.0001413635618519038	0.027297835442224933	8.331250520703157e-05	0.006549569763592444	1.8317573641384618e-06	False
PTPRC	CD22	other	cellphonedb_v5_interactors	15569	48012	0.009176491759717464	0.003922348376363516	0.01644293146637549	0.0029784220611513788	0.00654942006804049	3.599339755444098e-05	False
GLS2+SLC1A1	GRIN1+GRIN2A	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00013565015979111195	0.02768321664846811	8.331250520703157e-05	0.0065467130625620484	1.7577243802348493e-06	False
GLS2+SLC1A7	GRIN1+GRIN2A	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00013565015979111195	0.027297835442224933	8.331250520703157e-05	0.0065467130625620484	1.7577243802348493e-06	False
GLS2+SLC1A1	GRM6	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00011835702753160149	0.02768321664846811	8.331250520703157e-05	0.006538066496432293	1.5336438466772402e-06	False
GLS2+SLC1A7	GRM6	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	0.00011835702753160149	0.027297835442224933	8.331250520703157e-05	0.006538066496432293	1.5336438466772402e-06	False
TNFSF13	TNFRSF13B	other	cellphonedb_v5_interactors	15569	48012	0.0007777431746944785	0.012275896966457367	0.001477294623932173	0.008331250520703158	0.006526820070575923	9.54749507891487e-06	False
PNMT	ADRA2A	other	cellphonedb_v5_interactors	15569	48012	0.012714658863842487	0.0003204632375854999	0.028004367653670755	0.00024993751562109475	0.006517561050713994	4.074580744302137e-06	False
GLS2+SLC1A1	GRIA3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	7.426955562550575e-05	0.02768321664846811	6.248437890527369e-05	0.006516022760479245	9.623682628401395e-07	False
GLS2+SLC1A7	GRIA3	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	7.426955562550575e-05	0.027297835442224933	6.248437890527369e-05	0.006516022760479245	9.623682628401395e-07	False
GLS2+SLC1A1	GRIA2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	6.679184298263863e-05	0.02768321664846811	6.248437890527369e-05	0.006512283904157812	8.654737376807294e-07	False
GLS2+SLC1A7	GRIA2	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	6.679184298263863e-05	0.027297835442224933	6.248437890527369e-05	0.006512283904157812	8.654737376807294e-07	False
GLS2+SLC1A1	GRM1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	5.150536526343785e-05	0.02768321664846811	4.1656252603515784e-05	0.006504640665298211	6.673949840962714e-07	False
GLS2+SLC1A7	GRM1	other	cellphonedb_v5_interactors	15569	48012	0.012957775965332985	5.150536526343785e-05	0.027297835442224933	4.1656252603515784e-05	0.006504640665298211	6.673949840962714e-07	False
