ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
PSAP,PSAP,1.304082,0.845,GPR37,GPR37,0.06691733,0.1065,Malig_CLDN4high,Malig_CLDN4high,0.68549967,0.0
LCK,LCK,0.9120617,0.4975,CD8B,CD8A_CD8B,0.44690526,0.223,NK,T,0.6794835,0.0
LGALS9,LGALS9,0.19201958,0.268,CD44,CD44,1.1663941,0.625,Malig_CLDN4low,T,0.67920685,0.0
CEACAM6,CEACAM6,1.2511975,0.674,CEACAM1,CEACAM1,0.10159799,0.1765,Malig_CLDN4low,Malig_CLDN4high,0.67639774,0.0
HLA-E,HLA-E,0.73684126,0.635,KLRC1,KLRC1_KLRD1,0.6139677,0.2785,Malig_CLDN4low,NK,0.6754045,1.0
HLA-E,HLA-E,0.73684126,0.635,KLRC1,KLRC1,0.6139677,0.2785,Malig_CLDN4low,NK,0.6754045,1.0
CEACAM6,CEACAM6,1.2511975,0.674,CEACAM1,CEACAM1,0.08604754,0.151,Malig_CLDN4low,Malig_CLDN4low,0.6686225,0.0
HBEGF,HBEGF,0.15550652,0.204,CD44,CD44,1.1663941,0.625,Malig_CLDN4low,T,0.6609503,0.0
HBEGF,HBEGF,0.15009736,0.2115,CD44,CD44,1.1663941,0.625,Malig_CLDN4high,T,0.65824574,0.0
SPP1,SPP1,0.14954369,0.1785,CD44,CD44,1.1663941,0.625,Malig_CLDN4high,T,0.6579689,0.0
CXCL2,CXCL2,1.0611157,0.6095,DPP4,DPP4,0.24792138,0.3175,Malig_CLDN4high,Malig_CLDN4low,0.65451854,0.0
AREG,AREG,0.658389,0.432,ICAM1,ICAM1,0.63132495,0.5275,Malig_CLDN4low,Malig_CLDN4high,0.6448569,0.0
CXCL2,CXCL2,1.0611157,0.6095,DPP4,DPP4,0.22635725,0.319,Malig_CLDN4high,Malig_CLDN4high,0.6437365,0.0
FGFR2,FGFR2,0.11257182,0.1415,CD44,CD44,1.1663941,0.625,Malig_CLDN4high,T,0.639483,0.0
CXCL2,CXCL2,1.0264493,0.5705,DPP4,DPP4,0.24792138,0.3175,Malig_CLDN4low,Malig_CLDN4low,0.63718534,0.0
AREG,AREG,0.64254576,0.4365,ICAM1,ICAM1,0.63132495,0.5275,Malig_CLDN4high,Malig_CLDN4high,0.63693535,0.0
SPN,SPN,0.63654196,0.361,ICAM1,ICAM1,0.63132495,0.5275,NK,Malig_CLDN4high,0.6339334,0.0
PSAP,PSAP,1.1956308,0.7705,GPR37,GPR37,0.06691733,0.1065,Malig_CLDN4low,Malig_CLDN4high,0.63127404,0.0
CXCL2,CXCL2,1.0264493,0.5705,DPP4,DPP4,0.22635725,0.319,Malig_CLDN4low,Malig_CLDN4high,0.6264033,0.0
CLEC2D,CLEC2D,0.41094074,0.238,KLRB1,KLRB1,0.8206921,0.315,NK,T,0.6158164,0.0
HLA-F,HLA-F,0.9690941,0.525,KIR3DL2,KIR3DL2,0.23510908,0.1375,NK,NK,0.60210156,0.0
HLA-E,HLA-E,0.87625325,0.721,KLRC2,KLRC2_KLRD1,0.32072634,0.164,Malig_CLDN4high,NK,0.59848976,1.0
HLA-E,HLA-E,0.87625325,0.721,KLRC2,KLRC2,0.32072634,0.164,Malig_CLDN4high,NK,0.59848976,1.0
AREG,AREG,0.658389,0.432,ICAM1,ICAM1,0.5025442,0.4585,Malig_CLDN4low,Malig_CLDN4low,0.5804666,0.0
ALOX5,ALOX5,0.07633247,0.117,ALOX5AP,ALOX5AP,1.0698993,0.5275,Malig_CLDN4high,NK,0.5731159,0.0
AREG,AREG,0.64254576,0.4365,ICAM1,ICAM1,0.5025442,0.4585,Malig_CLDN4high,Malig_CLDN4low,0.572545,0.0
CD58,CD58,0.1764784,0.113,CD2,CD2,0.96402055,0.497,NK,NK,0.5702495,0.0
SPN,SPN,0.63654196,0.361,ICAM1,ICAM1,0.5025442,0.4585,NK,Malig_CLDN4low,0.5695431,0.0
CD58,CD58,0.16705011,0.109,CD2,CD2,0.96402055,0.497,T,NK,0.5655353,0.0
AREG,AREG,0.658389,0.432,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4low,Malig_CLDN4high,0.5613059,0.0
LGALS9,LGALS9,0.2046932,0.281,CD47,CD47,0.9038156,0.6875,Malig_CLDN4high,Malig_CLDN4high,0.5542544,0.0
AREG,AREG,0.64254576,0.4365,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4high,Malig_CLDN4high,0.5533843,0.0
AREG,AREG,0.4723179,0.208,ICAM1,ICAM1,0.63132495,0.5275,NK,Malig_CLDN4high,0.5518214,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM3,ICAM3,0.7760944,0.445,NK,NK,0.5515536,0.0
LGALS9,LGALS9,0.19201958,0.268,CD47,CD47,0.9038156,0.6875,Malig_CLDN4low,Malig_CLDN4high,0.5479176,0.0
SIRPG,SIRPG,0.18985933,0.1215,CD47,CD47,0.9038156,0.6875,T,Malig_CLDN4high,0.54683745,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM3,ICAM3,0.7558103,0.4615,NK,T,0.54141164,0.0
CD58,CD58,0.10022431,0.1695,CD2,CD2,0.96402055,0.497,Malig_CLDN4high,NK,0.53212243,0.0
TNFSF12,TNFSF12,0.08421575,0.1665,TNFRSF12A,TNFRSF12A,0.97452307,0.705,Malig_CLDN4high,Malig_CLDN4high,0.5293694,0.0
HLA-E,HLA-E,0.73684126,0.635,KLRC2,KLRC2,0.32072634,0.164,Malig_CLDN4low,NK,0.5287838,1.0
HLA-E,HLA-E,0.73684126,0.635,KLRC2,KLRC2_KLRD1,0.32072634,0.164,Malig_CLDN4low,NK,0.5287838,1.0
TGFB1,TGFB1,0.5892523,0.3465,EGFR,EGFR,0.46422285,0.4755,NK,Malig_CLDN4high,0.5267376,0.0
TNFSF12,TNFSF12,0.07467407,0.1515,TNFRSF12A,TNFRSF12A,0.97452307,0.705,Malig_CLDN4low,Malig_CLDN4high,0.5245986,0.0
CD58,CD58,0.0793172,0.1465,CD2,CD2,0.96402055,0.497,Malig_CLDN4low,NK,0.52166885,0.0
ALOX5,ALOX5,0.07633247,0.117,ALOX5AP,ALOX5AP,0.95058674,0.495,Malig_CLDN4high,T,0.5134596,0.0
AREG,AREG,0.658389,0.432,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4low,Malig_CLDN4low,0.51072633,0.0
AREG,AREG,0.64254576,0.4365,EGFR,EGFR,0.3630637,0.408,Malig_CLDN4high,Malig_CLDN4low,0.50280476,0.0
HLA-F,HLA-F,0.76503974,0.454,KIR3DL2,KIR3DL2,0.23510908,0.1375,T,NK,0.5000744,0.0
SPP1,SPP1,0.29222435,0.1545,CD44,CD44,0.6902792,0.3735,NK,NK,0.49125177,0.0
AREG,AREG,0.4723179,0.208,ICAM1,ICAM1,0.5025442,0.4585,NK,Malig_CLDN4low,0.48743105,0.0
EFNA1,EFNA1,0.7182409,0.6525,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4high,Malig_CLDN4high,0.48571938,0.0
CDH1,CDH1,0.7395145,0.678,ITGAE,ITGAE_ITGB7,0.22451642,0.1475,Malig_CLDN4high,T,0.4820155,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM1,ICAM1,0.63132495,0.5275,NK,Malig_CLDN4high,0.47916892,0.0
CDH1,CDH1,0.7395145,0.678,ITGAE,ITGAE_ITGB7,0.21589829,0.1345,Malig_CLDN4high,NK,0.4777064,0.0
TGFB1,TGFB1,0.5892523,0.3465,EGFR,EGFR,0.3630637,0.408,NK,Malig_CLDN4low,0.476158,0.0
LGALS9,LGALS9,0.2046932,0.281,CD47,CD47,0.74074376,0.6045,Malig_CLDN4high,Malig_CLDN4low,0.47271848,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM3,ICAM3,0.7760944,0.445,T,NK,0.47266835,0.0
CDH1,CDH1,0.7395145,0.678,KLRG1,KLRG1,0.20285495,0.1185,Malig_CLDN4high,NK,0.47118473,0.0
AREG,AREG,0.4723179,0.208,EGFR,EGFR,0.46422285,0.4755,NK,Malig_CLDN4high,0.46827036,0.0
LGALS9,LGALS9,0.19201958,0.268,CD47,CD47,0.74074376,0.6045,Malig_CLDN4low,Malig_CLDN4low,0.46638167,0.0
SIRPG,SIRPG,0.18985933,0.1215,CD47,CD47,0.74074376,0.6045,T,Malig_CLDN4low,0.46530154,0.0
CDH1,CDH1,0.7395145,0.678,KLRG1,KLRG1,0.18864265,0.117,Malig_CLDN4high,T,0.4640786,0.0
SPP1,SPP1,0.23536958,0.236,CD44,CD44,0.6902792,0.3735,Malig_CLDN4low,NK,0.46282437,0.06
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM3,ICAM3,0.7558103,0.4615,T,T,0.46252632,0.0
CDH1,CDH1,0.7395145,0.678,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4high,Malig_CLDN4low,0.45576924,0.0
CDH1,CDH1,0.7395145,0.678,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4high,Malig_CLDN4high,0.4498298,0.0
LGALS9,LGALS9,0.2046932,0.281,CD44,CD44,0.6902792,0.3735,Malig_CLDN4high,NK,0.4474862,0.0
SPN,SPN,0.2553753,0.1715,ICAM1,ICAM1,0.63132495,0.5275,T,Malig_CLDN4high,0.44335014,0.0
LGALS9,LGALS9,0.19201958,0.268,CD44,CD44,0.6902792,0.3735,Malig_CLDN4low,NK,0.44114938,0.0
CLEC2D,CLEC2D,0.06157681,0.102,KLRB1,KLRB1,0.8206921,0.315,Malig_CLDN4low,T,0.44113445,1.0
EFNA1,EFNA1,0.7182409,0.6525,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4high,Malig_CLDN4low,0.43831563,0.0
HBEGF,HBEGF,0.15550652,0.204,CD44,CD44,0.6902792,0.3735,Malig_CLDN4low,NK,0.42289287,0.0
HBEGF,HBEGF,0.15009736,0.2115,CD44,CD44,0.6902792,0.3735,Malig_CLDN4high,NK,0.42018828,0.0
SPP1,SPP1,0.14954369,0.1785,CD44,CD44,0.6902792,0.3735,Malig_CLDN4high,NK,0.41991144,0.98
TGFB1,TGFB1,0.5892523,0.3465,ITGAV,ITGAV_ITGB6,0.246214,0.345,NK,Malig_CLDN4low,0.41773313,0.0
AREG,AREG,0.4723179,0.208,EGFR,EGFR,0.3630637,0.408,NK,Malig_CLDN4low,0.4176908,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,F11R,F11R,0.50673175,0.577,NK,Malig_CLDN4high,0.41687232,0.0
AREG,AREG,0.19891372,0.113,ICAM1,ICAM1,0.63132495,0.5275,T,Malig_CLDN4high,0.41511935,0.18
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,ICAM1,ICAM1,0.5025442,0.4585,NK,Malig_CLDN4low,0.41477856,0.0
FN1,FN1,0.27682662,0.2815,ITGB1,ITGA3_ITGB1,0.5415381,0.5775,Malig_CLDN4high,Malig_CLDN4high,0.40918237,0.0
TGFB1,TGFB1,0.5892523,0.3465,ITGB6,ITGAV_ITGB6,0.22880468,0.31,NK,Malig_CLDN4high,0.40902847,0.0
SELL,SELL,0.44979644,0.2585,SELPLG,SELPLG,0.36760125,0.2195,T,NK,0.40869886,0.0
VEGFA,VEGFA,0.5712464,0.5495,NRP2,NRP2,0.24228127,0.2945,Malig_CLDN4high,Malig_CLDN4high,0.40676382,0.0
FGFR2,FGFR2,0.11257182,0.1415,CD44,CD44,0.6902792,0.3735,Malig_CLDN4high,NK,0.4014255,0.0
EFNA1,EFNA1,0.7182409,0.6525,EPHA4,EPHA4,0.08260828,0.124,Malig_CLDN4high,Malig_CLDN4low,0.4004246,0.0
LGALS9,LGALS9,0.2046932,0.281,CD47,CD47,0.59601843,0.3425,Malig_CLDN4high,NK,0.40035582,0.98
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM1,ICAM1,0.63132495,0.5275,T,Malig_CLDN4high,0.40028363,0.0
EFNA1,EFNA1,0.7182409,0.6525,EPHA4,EPHA4,0.07345253,0.12,Malig_CLDN4high,Malig_CLDN4high,0.39584672,0.0
TGFB1,TGFB1,0.32527232,0.207,EGFR,EGFR,0.46422285,0.4755,T,Malig_CLDN4high,0.39474759,0.0
TNFSF12,TNFSF12,0.08421575,0.1665,TNFRSF12A,TNFRSF12A,0.70421284,0.5755,Malig_CLDN4high,Malig_CLDN4low,0.3942143,0.0
LGALS9,LGALS9,0.19201958,0.268,CD47,CD47,0.59601843,0.3425,Malig_CLDN4low,NK,0.394019,1.0
FN1,FN1,0.24508095,0.2475,ITGB1,ITGA3_ITGB1,0.5415381,0.5775,Malig_CLDN4low,Malig_CLDN4high,0.39330953,0.0
SIRPG,SIRPG,0.18985933,0.1215,CD47,CD47,0.59601843,0.3425,T,NK,0.39293888,0.0
CDH1,CDH1,0.55685955,0.552,ITGAE,ITGAE_ITGB7,0.22451642,0.1475,Malig_CLDN4low,T,0.390688,0.0
TNFSF12,TNFSF12,0.07467407,0.1515,TNFRSF12A,TNFRSF12A,0.70421284,0.5755,Malig_CLDN4low,Malig_CLDN4low,0.38944346,0.0
SPP1,SPP1,0.29222435,0.1545,CD44,CD44,0.48647413,0.4335,NK,Malig_CLDN4low,0.38934922,1.0
EFNA1,EFNA1,0.52459043,0.5235,EPHA2,EPHA2,0.25319785,0.334,Malig_CLDN4low,Malig_CLDN4high,0.38889414,0.0
TGFB1,TGFB1,0.5892523,0.3465,TGFBR3,TGFBR3,0.1865135,0.1135,NK,NK,0.3878829,0.0
VEGFA,VEGFA,0.5712464,0.5495,NRP1,NRP1,0.20366678,0.281,Malig_CLDN4high,Malig_CLDN4low,0.3874566,0.0
EFNA1,EFNA1,0.7182409,0.6525,EPHA1,EPHA1,0.054679107,0.106,Malig_CLDN4high,Malig_CLDN4high,0.38646,0.0
CDH1,CDH1,0.55685955,0.552,ITGAE,ITGAE_ITGB7,0.21589829,0.1345,Malig_CLDN4low,NK,0.3863789,0.0
CDH1,CDH1,0.55685955,0.552,KLRG1,KLRG1,0.20285495,0.1185,Malig_CLDN4low,NK,0.37985724,0.0
SPN,SPN,0.2553753,0.1715,ICAM1,ICAM1,0.5025442,0.4585,T,Malig_CLDN4low,0.37895977,0.0
VEGFA,VEGFA,0.5712464,0.5495,NRP1,NRP1,0.18291302,0.2565,Malig_CLDN4high,Malig_CLDN4high,0.3770797,0.0
ITGAL,ITGAL_ITGB2,0.3270129,0.2015,F11R,F11R,0.42509437,0.509,NK,Malig_CLDN4low,0.37605363,0.0
EREG,EREG,0.28408688,0.2635,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4high,Malig_CLDN4high,0.37415487,0.0
VEGFA,VEGFA,0.5047712,0.4815,NRP2,NRP2,0.24228127,0.2945,Malig_CLDN4low,Malig_CLDN4high,0.37352622,0.0
CDH1,CDH1,0.55685955,0.552,KLRG1,KLRG1,0.18864265,0.117,Malig_CLDN4low,T,0.37275112,0.0
LGALS9,LGALS9,0.2046932,0.281,MET,MET,0.535007,0.507,Malig_CLDN4high,Malig_CLDN4high,0.3698501,0.0
FN1,FN1,0.27682662,0.2815,ITGA3,ITGA3_ITGB1,0.45706105,0.4575,Malig_CLDN4high,Malig_CLDN4low,0.36694384,0.0
CCL20,CCL20,0.38165846,0.2945,CXCR3,CXCR3,0.34852642,0.21,Malig_CLDN4high,T,0.36509246,0.0
CDH1,CDH1,0.55685955,0.552,ITGA2,ITGA2_ITGB1,0.17202395,0.2325,Malig_CLDN4low,Malig_CLDN4low,0.36444175,0.0
LGALS9,LGALS9,0.19201958,0.268,MET,MET,0.535007,0.507,Malig_CLDN4low,Malig_CLDN4high,0.3635133,0.0
VEGFA,VEGFA,0.5712464,0.5495,NRP2,NRP2,0.15271395,0.1955,Malig_CLDN4high,Malig_CLDN4low,0.36198017,0.0
SPP1,SPP1,0.23536958,0.236,CD44,CD44,0.48647413,0.4335,Malig_CLDN4low,Malig_CLDN4low,0.36092186,1.0
EREG,EREG,0.25445563,0.217,EGFR,EGFR,0.46422285,0.4755,Malig_CLDN4low,Malig_CLDN4high,0.35933924,0.0
CDH1,CDH1,0.55685955,0.552,ITGA2,ITGA2_ITGB1,0.16014504,0.22,Malig_CLDN4low,Malig_CLDN4high,0.3585023,0.0
VEGFA,VEGFA,0.5047712,0.4815,NRP1,NRP1,0.20366678,0.281,Malig_CLDN4low,Malig_CLDN4low,0.35421896,0.0
FN1,FN1,0.24508095,0.2475,ITGA3,ITGA3_ITGB1,0.45706105,0.4575,Malig_CLDN4low,Malig_CLDN4low,0.351071,0.0
AREG,AREG,0.19891372,0.113,ICAM1,ICAM1,0.5025442,0.4585,T,Malig_CLDN4low,0.350729,1.0
LTB,LTB,0.29832324,0.164,LTBR,LTBR,0.40266892,0.4885,NK,Malig_CLDN4high,0.35049608,0.46
SPP1,SPP1,0.29222435,0.1545,CD44,CD44,0.40735444,0.412,NK,Malig_CLDN4high,0.34978938,1.0
DSC2,DSC2,0.19053207,0.2725,DSG2,DSG2,0.50459284,0.5215,Malig_CLDN4high,Malig_CLDN4high,0.34756246,0.0
PSAP,PSAP,0.6255945,0.3605,GPR37,GPR37,0.06691733,0.1065,NK,Malig_CLDN4high,0.3462559,1.0
LGALS9,LGALS9,0.2046932,0.281,CD44,CD44,0.48647413,0.4335,Malig_CLDN4high,Malig_CLDN4low,0.34558368,1.0
LGALS9,LGALS9,0.2046932,0.281,CD47,CD47,0.48607302,0.313,Malig_CLDN4high,T,0.3453831,1.0
BAG6,BAG6,0.28622887,0.382,NCR3,NCR3,0.40267658,0.238,Malig_CLDN4low,NK,0.34445274,0.0
TGFB1,TGFB1,0.32527232,0.207,EGFR,EGFR,0.3630637,0.408,T,Malig_CLDN4low,0.344168,0.0
VEGFA,VEGFA,0.5047712,0.4815,NRP1,NRP1,0.18291302,0.2565,Malig_CLDN4low,Malig_CLDN4high,0.3438421,0.0
TGFB1,TGFB1,0.5892523,0.3465,ACVR1,ACVR1_TGFBR2,0.09816229,0.1685,NK,Malig_CLDN4high,0.3437073,0.0
EFNA1,EFNA1,0.52459043,0.5235,EPHA2,EPHA2,0.15839033,0.2385,Malig_CLDN4low,Malig_CLDN4low,0.3414904,0.0
LGALS9,LGALS9,0.19201958,0.268,CD44,CD44,0.48647413,0.4335,Malig_CLDN4low,Malig_CLDN4low,0.33924687,1.0
LGALS9,LGALS9,0.19201958,0.268,CD47,CD47,0.48607302,0.313,Malig_CLDN4low,T,0.3390463,1.0
SELL,SELL,0.44979644,0.2585,SELPLG,SELPLG,0.22696951,0.153,T,T,0.33838296,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,F11R,F11R,0.50673175,0.577,T,Malig_CLDN4high,0.33798704,0.0
SIRPG,SIRPG,0.18985933,0.1215,CD47,CD47,0.48607302,0.313,T,T,0.33796617,1.0
FASLG,FASLG,0.20772626,0.1285,TNFRSF1A,TNFRSF1A,0.46658728,0.555,NK,Malig_CLDN4high,0.33715677,0.0
ITGAL,ITGAL_ITGB2,0.16924232,0.1125,ICAM1,ICAM1,0.5025442,0.4585,T,Malig_CLDN4low,0.33589327,0.0
