sample,patient,radius_um,gene,n_near_high,n_near_low,mean_cpm_high,mean_cpm_low,ratio_cpm
LUAD-5 R3,Lung5,100,PRF1,683,1356,17.811882752268602,12.897075988894663,1.3810791506234399
LUAD-5 R3,Lung5,100,NKG7,683,1356,24.19183948683944,23.723779844257933,1.0197295559836683
LUAD-5 R3,Lung5,100,IFNG,683,1356,6.553658761744658,5.597155448022333,1.1708909682078403
LUSC-6,Lung6,50,GZMB,245,810,22.743696868431236,16.58405913292802,1.3714191855040554
LUSC-6,Lung6,50,PRF1,245,810,8.14968938025839,11.828271818288428,0.6890008536714254
LUSC-6,Lung6,50,NKG7,245,810,14.048928915177603,12.34680905302337,1.1378590901377417
LUSC-6,Lung6,50,IFNG,245,810,1.2537109205553678,2.612594617590736,0.47987196793335896
LUSC-6,Lung6,100,GZMB,292,1067,20.747458202469655,14.228003792785302,1.4582128670074028
LUSC-6,Lung6,100,PRF1,292,1067,7.740992472797184,10.440147960159553,0.7414638664449427
LUSC-6,Lung6,100,NKG7,292,1067,13.499239729544811,11.175691123529832,1.2079109542606157
LUSC-6,Lung6,100,IFNG,292,1067,1.0519149847125517,2.0418946956405772,0.515166128281923
LUAD-9 R1,Lung9,50,GZMB,482,1897,23.311878586786655,19.323546523046296,1.2063975191605567
LUAD-9 R1,Lung9,50,PRF1,482,1897,13.48574451421301,14.28324440865235,0.9441653540594573
LUAD-9 R1,Lung9,50,NKG7,482,1897,20.634841474290464,18.39438598667014,1.121801047843832
LUAD-9 R1,Lung9,50,IFNG,482,1897,4.293222344391076,4.499754546755428,0.9541014514862209
LUAD-9 R1,Lung9,100,GZMB,578,2414,21.268990949954713,19.029080298992152,1.1177098743485356
LUAD-9 R1,Lung9,100,PRF1,578,2414,14.92757394391948,13.573048469884707,1.0997952285398622
LUAD-9 R1,Lung9,100,NKG7,578,2414,20.296280672203547,18.5290958949103,1.0953735026963012
LUAD-9 R1,Lung9,100,IFNG,578,2414,5.011452367529886,5.049084748844905,0.9925466924825082
LUAD-9 R2,Lung9,50,GZMB,548,2262,29.530965240276117,23.195818942668595,1.2731158711518502
LUAD-9 R2,Lung9,50,PRF1,548,2262,18.015518512947057,15.856300582866277,1.1361741295705474
LUAD-9 R2,Lung9,50,NKG7,548,2262,25.645994547302376,27.986989900470434,0.9163541573604989
LUAD-9 R2,Lung9,50,IFNG,548,2262,6.942199779249848,8.533561478981339,0.8135172865806255
LUAD-9 R2,Lung9,100,GZMB,560,2301,30.45273820297201,23.299504454447003,1.3070122698321904
LUAD-9 R2,Lung9,100,PRF1,560,2301,17.811687431109853,15.696502476556091,1.1347551760472085
LUAD-9 R2,Lung9,100,NKG7,560,2301,26.73883860788221,27.512634139445513,0.9718749019944298
LUAD-9 R2,Lung9,100,IFNG,560,2301,7.351474069694495,8.496295040845371,0.8652564481756783
LUAD-12,Lung12,50,GZMB,220,1435,14.352356177105712,12.658324211448543,1.1338275064976642
LUAD-12,Lung12,50,PRF1,220,1435,12.24401282084925,9.509632386856179,1.2875379744197493
LUAD-12,Lung12,50,NKG7,220,1435,12.830861406387509,12.74124142223803,1.0070338502489296
LUAD-12,Lung12,50,IFNG,220,1435,3.4907592602157114,9.281775187781472,0.37608746059815656
LUAD-12,Lung12,100,GZMB,242,1626,13.383550297402424,12.260782011199883,1.091573953861746
LUAD-12,Lung12,100,PRF1,242,1626,12.428632230604077,9.417052830768084,1.3198006270068212
LUAD-12,Lung12,100,NKG7,242,1626,12.89538033481444,12.896738524692116,0.999894687337029
LUAD-12,Lung12,100,IFNG,242,1626,3.1734175092870105,8.749853983937038,0.3626823390553446
LUAD-13,Lung13,50,GZMB,1143,1914,22.45306063784972,19.17300828753657,1.1710765624842163
LUAD-13,Lung13,50,PRF1,1143,1914,7.897324665925793,9.221348901052497,0.856417510135032
LUAD-13,Lung13,50,NKG7,1143,1914,13.608045663150873,14.737447261591269,0.923365181337487
LUAD-13,Lung13,50,IFNG,1143,1914,4.281052274747401,3.810061058601616,1.1236177606871869
LUAD-13,Lung13,100,GZMB,1222,2117,22.05431491413606,18.803627313912713,1.1728755599095595
LUAD-13,Lung13,100,PRF1,1222,2117,8.081608243497149,9.377342613384775,0.8618228614108483
LUAD-13,Lung13,100,NKG7,1222,2117,13.802329013161557,14.984791347362021,0.921089169225661
LUAD-13,Lung13,100,IFNG,1222,2117,4.410180188905227,3.722692094505912,1.1846749816923983
