feature	method	alpha	size	covariate	immune	eligible	n_negative	n_strata	meta_rho	meta_p	meta_i2	meta_model	meta_n	meta_k	meta_ci_low	meta_ci_high	geo_rho	geo_p	geo_i2	geo_model	geo_n	abs_meta	abs_geo
signature	ssGSEA	0.0	18	none	immune8	True	5	5	-0.5095902274779809	6.395853951010561e-08	0.724115259267915	DL random	420	4	-0.6445644883812129	-0.3438115904408698	-0.5196792393785107	0.0005930411964585302	0.7984914676819357	DL random	251	0.5095902274779809	0.5196792393785107
signature	ssGSEA	0.25	18	none	immune8	True	5	5	-0.49874234488085983	2.5636175959662344e-08	0.6914311153568723	DL random	420	4	-0.6293677407149829	-0.3407076213648584	-0.502715864654055	0.00039307454229025115	0.7671193983758692	DL random	251	0.49874234488085983	0.502715864654055
signature	ssGSEA	0.75	18	none	immune8	True	5	5	-0.4752132121576437	2.900845208946897e-09	0.6074177492814079	DL random	420	4	-0.5962985501995742	-0.3329853372773932	-0.476232220625065	0.0001931256280505341	0.7071966958758543	DL random	251	0.4752132121576437	0.476232220625065
signature	ssGSEA	1.0	18	none	immune8	True	5	5	-0.46625628281273596	1.0792467526689681e-09	0.5684822636042616	DL random	420	4	-0.583463443555207	-0.33002304483927664	-0.4697221685790323	0.00014898913185981284	0.6872813506521557	DL random	251	0.46625628281273596	0.4697221685790323
signature	ssGSEA	0.0	19	none	immune8	True	5	5	-0.5148767524697618	2.1987332972690525e-07	0.7533932766264584	DL random	420	4	-0.6553936813534229	-0.3399098943997336	-0.5256975394269474	0.001008695094055212	0.82067180551395	DL random	251	0.5148767524697618	0.5256975394269474
signature	ssGSEA	0.25	19	none	immune8	True	5	5	-0.5005552084382195	1.0679066865970125e-07	0.7215728409024846	DL random	420	4	-0.6368705597716694	-0.33389208644203966	-0.5057180674837845	0.0008210417218567645	0.7955811196539233	DL random	251	0.5005552084382195	0.5057180674837845
signature	ssGSEA	0.75	19	none	immune8	True	5	5	-0.47500604913097644	4.9027130794552786e-08	0.667275059354062	DL random	420	4	-0.6057017652669371	-0.31935287359337466	-0.4792278599959984	0.0007029409654381216	0.7612240127730776	DL random	251	0.47500604913097644	0.4792278599959984
signature	ssGSEA	1.0	19	none	immune8	True	5	5	-0.4681718732667301	3.263339932363847e-08	0.6467479094589353	DL random	420	4	-0.5965569656048865	-0.31642401355272853	-0.4756893392304371	0.0006142619030851581	0.7517007198984632	DL random	251	0.4681718732667301	0.4756893392304371
signature	ssGSEA	0.0	20	none	immune8	True	5	5	-0.519347424046845	2.7631996713506433e-08	0.7220150407101668	DL random	420	4	-0.6518160311434475	-0.3561255778256374	-0.5390263194767759	0.000439577251801052	0.8074087010551904	DL random	251	0.519347424046845	0.5390263194767759
signature	ssGSEA	0.25	20	none	immune8	True	5	5	-0.5082023679214193	1.6029565303129298e-08	0.6965741006350199	DL random	420	4	-0.6379236045699889	-0.3504368907020461	-0.524031203680927	0.00034963665819781305	0.786064991823031	DL random	251	0.5082023679214193	0.524031203680927
signature	ssGSEA	0.75	20	none	immune8	True	5	5	-0.47064839736293124	1.107662626217248e-08	0.6275215340440164	DL random	420	4	-0.5955144432928321	-0.3235776973144567	-0.4766157717991673	0.00038532709799590645	0.7346444615047372	DL random	251	0.47064839736293124	0.4766157717991673
signature	ssGSEA	1.0	20	none	immune8	True	5	5	-0.4670403850440455	1.4548424383708473e-08	0.6268569931571408	DL random	420	4	-0.5924181155598574	-0.3195744644405278	-0.4737029135282158	0.0004342509924831163	0.7355149932114715	DL random	251	0.4670403850440455	0.4737029135282158
signature	ssGSEA	0.0	21	none	immune8	True	5	5	-0.5270704385370332	5.105332796699776e-09	0.7033777360767098	DL random	420	4	-0.6542250181897395	-0.37093783783858253	-0.5445278856593224	0.00023557729389775528	0.7944804487210366	DL random	251	0.5270704385370332	0.5445278856593224
signature	ssGSEA	0.25	21	none	immune8	True	5	5	-0.5171687646105587	3.966881631851612e-09	0.684597953835045	DL random	420	4	-0.6429024151489187	-0.3642945555994903	-0.5316258155409593	0.00022504548014610552	0.7802571802801642	DL random	251	0.5171687646105587	0.5316258155409593
signature	ssGSEA	0.75	21	none	immune8	True	5	5	-0.4892252922829189	4.779568082805274e-09	0.6430755998076157	DL random	420	4	-0.6132768290592278	-0.3416204501171984	-0.49826657550687853	0.0002922675708098459	0.751582100833926	DL random	251	0.4892252922829189	0.49826657550687853
signature	ssGSEA	1.0	21	none	immune8	True	5	5	-0.4801130289806286	3.997396314630973e-09	0.6232532023366163	DL random	420	4	-0.6027005632408371	-0.33538612496219267	-0.4883434331867316	0.0002855224650810135	0.7384437306743868	DL random	251	0.4801130289806286	0.4883434331867316
signature	ssGSEA	0.0	22	none	immune8	True	5	5	-0.5304090167211803	9.113733195723869e-09	0.7177456291047192	DL random	420	4	-0.6596486269264908	-0.3707021925985212	-0.5440572167077969	0.00031103736768687743	0.8019989788392755	DL random	251	0.5304090167211803	0.5440572167077969
signature	ssGSEA	0.25	22	none	immune8	True	5	5	-0.5126417700540661	3.2454724337630363e-09	0.6740942730111003	DL random	420	4	-0.6374335102884143	-0.36164292405533105	-0.5212136065906292	0.00021748093810895538	0.7680748370442059	DL random	251	0.5126417700540661	0.5212136065906292
signature	ssGSEA	0.75	22	none	immune8	True	5	5	-0.49631084334477543	1.5926460638767455e-08	0.6784657036147229	DL random	420	4	-0.6250233624227438	-0.34132520908699227	-0.5041597372967392	0.0004957552911223984	0.776713631865005	DL random	251	0.49631084334477543	0.5041597372967392
signature	ssGSEA	1.0	22	none	immune8	True	5	5	-0.487974107382809	9.798392999420284e-09	0.655337955380062	DL random	420	4	-0.6142481112750399	-0.33733346721892293	-0.49649658382785167	0.0004159702489873318	0.7620070528669456	DL random	251	0.487974107382809	0.49649658382785167
signature	ssGSEA	0.0	23	none	immune8	True	5	5	-0.518830454255783	1.0190915514654378e-08	0.7036993937477634	DL random	420	4	-0.6477509835290074	-0.36102330064996085	-0.5275183764002719	0.0002823975464802177	0.7829750509303042	DL random	251	0.518830454255783	0.5275183764002719
signature	ssGSEA	0.25	23	none	immune8	True	5	5	-0.5038567260463609	1.6937126232941553e-08	0.691175868366236	DL random	420	4	-0.6334276212623232	-0.34680164042321543	-0.5092040130390632	0.00037982190817286	0.773140748016531	DL random	251	0.5038567260463609	0.5092040130390632
signature	ssGSEA	0.75	23	none	immune8	True	5	5	-0.4795390328058041	6.436606982522665e-09	0.6320994377842288	DL random	420	4	-0.603580402213853	-0.3328327149067406	-0.4783971779125787	0.00031562836386907087	0.7292539945802184	DL random	251	0.4795390328058041	0.4783971779125787
signature	ssGSEA	1.0	23	none	immune8	True	5	5	-0.4753464151908134	3.457309349879536e-09	0.6113659861664686	DL random	420	4	-0.5969826032723892	-0.33234678176326593	-0.4762033689788793	0.0002574827898876958	0.7183631424062095	DL random	251	0.4753464151908134	0.4762033689788793
signature	ssGSEA	0.0	24	none	immune8	True	5	5	-0.5305302631674831	5.503504872273875e-09	0.7094622277500042	DL random	420	4	-0.6581194417659358	-0.37332130970641236	-0.5431812806182593	0.00021166568611392112	0.7900970444011364	DL random	251	0.5305302631674831	0.5431812806182593
signature	ssGSEA	0.25	24	none	immune8	True	5	5	-0.5192691651370585	5.554710150854677e-09	0.6936469811190727	DL random	420	4	-0.6462143967176839	-0.3643614872545872	-0.5278562254335133	0.0002265032017097432	0.7765120769565054	DL random	251	0.5192691651370585	0.5278562254335133
signature	ssGSEA	0.75	24	none	immune8	True	5	5	-0.49224560142383184	6.141209312442222e-10	0.6081337046182292	DL random	420	4	-0.6105394790151677	-0.3524675248567439	-0.49777923608534297	0.00011096612196669435	0.7167728880083711	DL random	251	0.49224560142383184	0.49777923608534297
signature	ssGSEA	1.0	24	none	immune8	True	5	5	-0.4811790939923306	2.55974249326611e-10	0.5692728340556173	DL random	420	4	-0.596112844810191	-0.3469212588252955	-0.48474934216246013	8.734121946975524e-05	0.6894872023651232	DL random	251	0.4811790939923306	0.48474934216246013
signature	ssGSEA	0.0	25	none	immune8	True	5	5	-0.5200882355070818	5.464370182282565e-11	0.6148759135212266	DL random	420	4	-0.6344044980604397	-0.3835098349112484	-0.527017433949909	2.5269046998225625e-05	0.7077511784211651	DL random	251	0.5200882355070818	0.527017433949909
signature	ssGSEA	0.25	25	none	immune8	True	5	5	-0.5080529492162481	2.3663673659221834e-11	0.5778807534119678	DL random	420	4	-0.6196304868270763	-0.3763482756687013	-0.5130497265206111	1.856130070986373e-05	0.67802813505347	DL random	251	0.5080529492162481	0.5130497265206111
signature	ssGSEA	0.75	25	none	immune8	True	5	5	-0.480377253317206	2.934749569996165e-13	0.43659979595716136	DL random	420	4	-0.5810670927378981	-0.365203305193027	-0.481341009488737	3.97434348573525e-06	0.5701256923455353	DL random	251	0.480377253317206	0.481341009488737
signature	ssGSEA	1.0	25	none	immune8	True	5	5	-0.4744917388073233	6.32767717203184e-14	0.3931954216824445	DL random	420	4	-0.5720992927850469	-0.3636317727841148	-0.4785847084931476	2.828048637547743e-06	0.5523529100185222	DL random	251	0.4744917388073233	0.4785847084931476
signature	ssGSEA	0.0	26	none	immune8	True	5	5	-0.5189004148904058	4.783532726383387e-12	0.5714150669306881	DL random	420	4	-0.6278364736908124	-0.39002606800658723	-0.5252642974270455	9.119805702949432e-06	0.6738633954518899	DL random	251	0.5189004148904058	0.5252642974270455
signature	ssGSEA	0.25	26	none	immune8	True	5	5	-0.5137780186577263	3.492184108525087e-12	0.5559333328525877	DL random	420	4	-0.6217433091099881	-0.3866512038703289	-0.5188073971950372	7.800556569353667e-06	0.6590922928342096	DL random	251	0.5137780186577263	0.5188073971950372
signature	ssGSEA	0.75	26	none	immune8	True	5	5	-0.48670807150671525	9.123486490094682e-15	0.3906361207148616	DL random	420	4	-0.5824728732311483	-0.3776171772133546	-0.4888912983307511	9.9741867605738e-07	0.537193823057	DL random	251	0.48670807150671525	0.4888912983307511
signature	ssGSEA	1.0	26	none	immune8	True	5	5	-0.47528581596773195	1.6273297944336304e-15	0.329978321386079	DL random	420	4	-0.567641069801597	-0.3711168667637261	-0.47513315773608783	6.154491890650132e-07	0.49086014481429213	DL random	251	0.47528581596773195	0.47513315773608783
signature	ssGSEA	0.0	27	none	immune8	True	5	5	-0.5125725039973466	6.090008374233564e-17	0.3765571007099082	DL random	420	4	-0.6036714667321774	-0.4082603604660491	-0.5132982749754081	8.459847670497825e-08	0.5100281067389145	DL random	251	0.5125725039973466	0.5132982749754081
signature	ssGSEA	0.25	27	none	immune8	True	5	5	-0.5071638156924083	8.347194419708455e-18	0.33256413115557326	DL random	420	4	-0.5956373146919439	-0.40653230977902893	-0.5070458272562641	4.290696671872518e-08	0.4764570012185321	DL random	251	0.5071638156924083	0.5070458272562641
signature	ssGSEA	0.75	27	none	immune8	True	5	5	-0.4818977642213379	2.5753733623290355e-26	0.0	fixed	420	4	-0.552856408616583	-0.40400040141998367	-0.46437664686988034	2.7768360663256847e-12	0.11655076809470066	DL random	251	0.4818977642213379	0.46437664686988034
signature	ssGSEA	1.0	27	none	immune8	True	5	5	-0.47527995542417706	1.6239302940419511e-25	0.0	fixed	420	4	-0.5468678194205435	-0.39679261012262174	-0.4555464199576627	2.030230646820098e-14	0.0	fixed	251	0.47527995542417706	0.4555464199576627
signature	ssGSEA	0.0	28	none	immune8	True	5	5	-0.5163664708787131	1.1094377564931423e-14	0.46660678444706966	DL random	420	4	-0.6146245281221521	-0.4023293228071011	-0.5184530142850943	7.635726715300376e-07	0.5863704365585265	DL random	251	0.5163664708787131	0.5184530142850943
signature	ssGSEA	0.25	28	none	immune8	True	5	5	-0.5137264478766729	3.4867027139328352e-15	0.44202857775723386	DL random	420	4	-0.6101386268019571	-0.40232196265667924	-0.5156109074753511	5.041411020335156e-07	0.5683716391419216	DL random	251	0.5137264478766729	0.5156109074753511
signature	ssGSEA	0.75	28	none	immune8	True	5	5	-0.49272558033572983	4.504996801125287e-18	0.28347836658820463	DL random	420	4	-0.5795041064443731	-0.3948991286996576	-0.49058876251978734	4.681170237306476e-08	0.44168799292743927	DL random	251	0.49272558033572983	0.49058876251978734
signature	ssGSEA	1.0	28	none	immune8	True	5	5	-0.4794307385451032	2.283766669644587e-20	0.16627557312163233	DL random	420	4	-0.5600624766889798	-0.3898011184733522	-0.4771008579551262	1.1530757790805452e-08	0.3657313028352244	DL random	251	0.4794307385451032	0.4771008579551262
signature	ssGSEA	0.0	29	none	immune8	True	5	5	-0.5150214532180861	1.2985831604787213e-15	0.4296183973458998	DL random	420	4	-0.61015412441976	-0.4052489044576232	-0.5159853524077503	2.980181017018513e-07	0.5531349128580716	DL random	251	0.5150214532180861	0.5159853524077503
signature	ssGSEA	0.25	29	none	immune8	True	5	5	-0.5118803640842935	1.4949678353003812e-15	0.42419651054846425	DL random	420	4	-0.6069998812896501	-0.40230140351822896	-0.5121332631994547	3.184939190347378e-07	0.5475559725752368	DL random	251	0.5118803640842935	0.5121332631994547
signature	ssGSEA	0.75	29	none	immune8	True	5	5	-0.4903235796515859	1.4288917031555672e-19	0.22534971443665597	DL random	420	4	-0.5734664065475559	-0.39718302603373135	-0.48705434972273143	1.3457414692380432e-08	0.3952251827617175	DL random	251	0.4903235796515859	0.48705434972273143
signature	ssGSEA	1.0	29	none	immune8	True	5	5	-0.47903233545740503	8.149960251737294e-22	0.11884965013555973	DL random	420	4	-0.5568578657528219	-0.3928690162121791	-0.47598619730685865	3.5855186577026552e-09	0.3281386834741967	DL random	251	0.47903233545740503	0.47598619730685865
signature	ssGSEA	0.0	30	none	immune8	True	5	5	-0.510681931265811	1.3789484392550527e-17	0.34938749068583286	DL random	420	4	-0.5999438691871832	-0.40886216286251625	-0.5043845588374015	2.5908782950382604e-08	0.4556131985074695	DL random	251	0.510681931265811	0.5043845588374015
signature	ssGSEA	0.25	30	none	immune8	True	5	5	-0.5083851714017319	1.4308953322720278e-17	0.3438645674788518	DL random	420	4	-0.5975382864334261	-0.40681598704221433	-0.5083128975064105	4.851144182514514e-08	0.48287652786743257	DL random	251	0.5083851714017319	0.5083128975064105
signature	ssGSEA	0.75	30	none	immune8	True	5	5	-0.486093089024155	1.5800933226619278e-24	0.06133557418988959	DL random	420	4	-0.559930813134715	-0.4045950926948293	-0.4762851062742635	1.3282046700097168e-10	0.23916643345219546	DL random	251	0.486093089024155	0.4762851062742635
signature	ssGSEA	1.0	30	none	immune8	True	5	5	-0.4782223487378162	7.201169511822818e-26	0.0	fixed	420	4	-0.5495313554824116	-0.3999961253553933	-0.4670917220987625	7.00391452114958e-12	0.14408410093577873	DL random	251	0.4782223487378162	0.4670917220987625
signature	ssGSEA	0.0	31	none	immune8	True	5	5	-0.5165689026751104	5.271620311683931e-18	0.3507392867461525	DL random	420	4	-0.6051388152024717	-0.41536817514643376	-0.5122340972060652	2.1832931273252996e-08	0.468250538741359	DL random	251	0.5165689026751104	0.5122340972060652
signature	ssGSEA	0.25	31	none	immune8	True	5	5	-0.5129899052978669	1.1073015696502986e-18	0.3187814472421338	DL random	420	4	-0.5996975620341863	-0.4143764526013647	-0.5139578460801397	2.0236362986794654e-08	0.4698957100071395	DL random	251	0.5129899052978669	0.5139578460801397
signature	ssGSEA	0.75	31	none	immune8	True	5	5	-0.48893462481221733	3.457493568850814e-27	0.0	fixed	420	4	-0.5592161754505854	-0.41167522873565765	-0.4738541919022127	1.8084905795711839e-12	0.1329001092350981	DL random	251	0.48893462481221733	0.4738541919022127
signature	ssGSEA	1.0	31	none	immune8	True	5	5	-0.4854364621953312	9.443324755121736e-27	0.0	fixed	420	4	-0.5560556431901816	-0.4078585499304669	-0.4653068793699124	3.9871337360728337e-14	0.036691995138874944	DL random	251	0.4854364621953312	0.4653068793699124
signature	ssGSEA	0.0	32	none	immune8	True	5	5	-0.5228425240754903	1.0541461219442234e-16	0.4105186306929223	DL random	420	4	-0.6152259794189047	-0.4162937320164088	-0.5134043687706593	3.258269776303666e-08	0.4823496309055111	DL random	251	0.5228425240754903	0.5134043687706593
signature	ssGSEA	0.25	32	none	immune8	True	5	5	-0.5188413849805416	1.3108134602126794e-16	0.4039023222560854	DL random	420	4	-0.6112566052887165	-0.41246755301733984	-0.5133297095075308	5.445353832056692e-08	0.4971263013733578	DL random	251	0.5188413849805416	0.5133297095075308
signature	ssGSEA	0.75	32	none	immune8	True	5	5	-0.4927478460005168	7.032454938532482e-25	0.07243287465479706	DL random	420	4	-0.566515179800571	-0.411146070118896	-0.47048148953701624	4.514541491542377e-12	0.14351984330935355	DL random	251	0.4927478460005168	0.47048148953701624
signature	ssGSEA	1.0	32	none	immune8	True	5	5	-0.4851005531781955	2.328415296236982e-26	0.009027625980946486	DL random	420	4	-0.5562254626553548	-0.40692058384291224	-0.4583279044270452	3.87514340126351e-13	0.06032533056466594	DL random	251	0.4851005531781955	0.4583279044270452
signature	ssGSEA	0.0	33	none	immune8	True	5	5	-0.526968220411203	2.448623532362246e-16	0.432954730029366	DL random	420	4	-0.6206289102906167	-0.41848137558819765	-0.524149331569351	9.452226505350863e-08	0.5355061514873076	DL random	251	0.526968220411203	0.524149331569351
signature	ssGSEA	0.25	33	none	immune8	True	5	5	-0.5213162416769822	8.389881534826561e-17	0.4033783201656926	DL random	420	4	-0.6133343894424784	-0.4153355965814663	-0.5186546455545245	6.602470016113112e-08	0.513956409688149	DL random	251	0.5213162416769822	0.5186546455545245
signature	ssGSEA	0.75	33	none	immune8	True	5	5	-0.49819624371621496	1.2128359145137888e-22	0.1526098988124383	DL random	420	4	-0.5759404575909988	-0.4115212421021947	-0.4787804853532	7.749883246834908e-11	0.23231049694018405	DL random	251	0.49819624371621496	0.4787804853532
signature	ssGSEA	1.0	33	none	immune8	True	5	5	-0.49281664751129506	1.3079321079149306e-23	0.10812581808584883	DL random	420	4	-0.5685702798959105	-0.40877518227408693	-0.4742582829017639	4.891410920305754e-11	0.20884631124969344	DL random	251	0.49281664751129506	0.4742582829017639
signature	ssGSEA	0.0	34	none	immune8	True	5	5	-0.5176168879898351	7.8703118373618e-18	0.3592795487100704	DL random	420	4	-0.6066876585438067	-0.41571036336254746	-0.5124975792152766	2.273463065884025e-08	0.4699953483137195	DL random	251	0.5176168879898351	0.5124975792152766
signature	ssGSEA	0.25	34	none	immune8	True	5	5	-0.5135131370278189	5.11924102291264e-18	0.342275468570613	DL random	420	4	-0.601863597189264	-0.41274448038832323	-0.511424544651672	2.6969284354541273e-08	0.47254257550443113	DL random	251	0.5135131370278189	0.511424544651672
signature	ssGSEA	0.75	34	none	immune8	True	5	5	-0.4919179596756943	9.53906056185906e-25	0.07347819842764493	DL random	420	4	-0.5658283863178577	-0.4101650654069617	-0.4783121670190154	5.236176919136657e-11	0.22140080954885497	DL random	251	0.4919179596756943	0.4783121670190154
signature	ssGSEA	1.0	34	none	immune8	True	5	5	-0.48567378127666394	1.946049257132378e-26	0.008824332272563675	DL random	420	4	-0.5567324531017266	-0.4075590441199435	-0.4748777823643562	3.862516232459086e-11	0.20478827047866927	DL random	251	0.48567378127666394	0.4748777823643562
signature	ssGSEA	0.0	35	none	immune8	True	5	5	-0.5147626822490766	8.384198251718754e-18	0.3527654992473249	DL random	420	4	-0.6037294507452701	-0.4131312347264384	-0.5135644248799376	3.599752254676382e-08	0.48558043265494155	DL random	251	0.5147626822490766	0.5135644248799376
signature	ssGSEA	0.25	35	none	immune8	True	5	5	-0.5087512389514981	2.8776688457076237e-18	0.3211347119500479	DL random	420	4	-0.5961819267818298	-0.4093950952491479	-0.5111929942726772	3.473807362393693e-08	0.4793772090221246	DL random	251	0.5087512389514981	0.5111929942726772
signature	ssGSEA	0.75	35	none	immune8	True	5	5	-0.48043691879834344	3.882024916157127e-26	0.0	fixed	420	4	-0.5515350901527488	-0.40240848819823943	-0.45822057259177423	4.5678182345734094e-14	0.0207395835937808	DL random	251	0.48043691879834344	0.45822057259177423
signature	ssGSEA	1.0	35	none	immune8	True	5	5	-0.476276040015566	1.234353614438922e-25	0.0	fixed	420	4	-0.5477696651075381	-0.39787687794816734	-0.4569535036663087	1.731904991198895e-13	0.04144123722598768	DL random	251	0.476276040015566	0.4569535036663087
signature	ssGSEA	0.0	36	none	immune8	True	5	5	-0.5186218989360339	2.975847462199787e-18	0.3478852749678532	DL random	420	4	-0.6067006819886464	-0.417963539634839	-0.5149307838812263	2.0233032397682872e-08	0.4720373694058725	DL random	251	0.5186218989360339	0.5149307838812263
signature	ssGSEA	0.25	36	none	immune8	True	5	5	-0.5153791093731532	7.019339739647006e-18	0.3517845026671729	DL random	420	4	-0.6041885926221848	-0.413923124863661	-0.5181391787955302	4.709271644311626e-08	0.5031227235776179	DL random	251	0.5153791093731532	0.5181391787955302
signature	ssGSEA	0.75	36	none	immune8	True	5	5	-0.48928479795232915	6.529598556836496e-26	0.033929650993804225	DL random	420	4	-0.5613186713588794	-0.40989314467356425	-0.4801472998936055	7.116643844754148e-11	0.23384939121731668	DL random	251	0.48928479795232915	0.4801472998936055
signature	ssGSEA	1.0	36	none	immune8	True	5	5	-0.4851025318515965	1.0386882403641477e-26	0.0	fixed	420	4	-0.5557538358085167	-0.40749435611858753	-0.47239900883108293	3.415702170072854e-12	0.1425968677707249	DL random	251	0.4851025318515965	0.47239900883108293
signature	ssGSEA	0.0	37	none	immune8	True	5	5	-0.5158051017620617	2.2360746162372535e-24	0.15608023900126236	DL random	420	4	-0.5917644854680656	-0.43076647303963206	-0.5108933770511864	1.4665062041574286e-10	0.3313119784327685	DL random	251	0.5158051017620617	0.5108933770511864
signature	ssGSEA	0.25	37	none	immune8	True	5	5	-0.5131880701629824	2.943700345012983e-24	0.15158681462112725	DL random	420	4	-0.5891874680731815	-0.4281878397239453	-0.5125934861093366	3.078661961655544e-10	0.3540614360418002	DL random	251	0.5131880701629824	0.5125934861093366
signature	ssGSEA	0.75	37	none	immune8	True	5	5	-0.494195924463428	7.442594994360562e-28	0.0	fixed	420	4	-0.563965829085327	-0.4174206904359735	-0.4754403482570881	8.708069958121886e-16	0.0	fixed	251	0.494195924463428	0.4754403482570881
signature	ssGSEA	1.0	37	none	immune8	True	5	5	-0.4915346858051559	1.6246016774289125e-27	0.0	fixed	420	4	-0.561563964904536	-0.41451378848373815	-0.4759064835026266	8.066256022942082e-16	0.0	fixed	251	0.4915346858051559	0.4759064835026266
signature	ssGSEA	0.0	38	none	immune8	True	5	5	-0.5138065988120015	4.417098349127118e-24	0.15826112124159397	DL random	420	4	-0.5901209046190599	-0.42839122820192743	-0.5146175312688814	3.8769030988619915e-10	0.36484885105578657	DL random	251	0.5138065988120015	0.5146175312688814
signature	ssGSEA	0.25	38	none	immune8	True	5	5	-0.5124506612389385	1.9208335263285416e-23	0.17203789053029875	DL random	420	4	-0.5897260648107705	-0.42587681398448696	-0.517949068507973	9.367123377547686e-10	0.3954788537020161	DL random	251	0.5124506612389385	0.517949068507973
signature	ssGSEA	0.75	38	none	immune8	True	5	5	-0.4927484677812362	1.1390293123098089e-27	0.0	fixed	420	4	-0.562659593458324	-0.41583942173788635	-0.48777466364169314	6.599323969251444e-13	0.14898388760492975	DL random	251	0.4927484677812362	0.48777466364169314
signature	ssGSEA	1.0	38	none	immune8	True	5	5	-0.48862735726036877	3.778477769942919e-27	0.0	fixed	420	4	-0.5589386461009183	-0.41133987512050363	-0.4788199400102139	1.7285967725022486e-14	0.05700628565681479	DL random	251	0.48862735726036877	0.4788199400102139
signature	ssGSEA	0.0	39	none	immune8	True	5	5	-0.522506711222656	5.2609153959929734e-24	0.1858375381998907	DL random	420	4	-0.5994180338010957	-0.4360353918618368	-0.521198393916901	2.6612078774285025e-10	0.37134088015671335	DL random	251	0.522506711222656	0.521198393916901
signature	ssGSEA	0.25	39	none	immune8	True	5	5	-0.5225375712824102	5.575757290152865e-24	0.18661666638361257	DL random	420	4	-0.5994911627766102	-0.43601170526935185	-0.5226562253284918	3.0847707509397837e-10	0.3785063912442588	DL random	251	0.5225375712824102	0.5226562253284918
signature	ssGSEA	0.75	39	none	immune8	True	5	5	-0.5029499702858792	5.402247426844489e-29	0.0	fixed	420	4	-0.5718583528723753	-0.4269939349333958	-0.49389566279748864	3.5159550163484226e-14	0.10859144119040298	DL random	251	0.5029499702858792	0.49389566279748864
signature	ssGSEA	1.0	39	none	immune8	True	5	5	-0.4972669510187485	2.99442146511932e-28	0.0	fixed	420	4	-0.566736075347668	-0.420777162470243	-0.49093739530726477	5.6178206810412454e-14	0.10949076569117186	DL random	251	0.4972669510187485	0.49093739530726477
signature	ssGSEA	0.0	40	none	immune8	True	5	5	-0.5204290489118798	1.2016272856985904e-28	0.06176429245961074	DL random	420	4	-0.5907145178626153	-0.4423052929952498	-0.5119548571457457	2.7867664780119208e-12	0.24239718446699932	DL random	251	0.5204290489118798	0.5119548571457457
signature	ssGSEA	0.25	40	none	immune8	True	5	5	-0.5180846319948709	2.7068681603510983e-27	0.08730551633645939	DL random	420	4	-0.5899721575544563	-0.43804807738752954	-0.5146347951755093	1.9108709641869453e-11	0.29211221692503025	DL random	251	0.5180846319948709	0.5146347951755093
signature	ssGSEA	0.75	40	none	immune8	True	5	5	-0.5039444910144099	3.9883619128714674e-29	0.0	fixed	420	4	-0.5727541924702773	-0.4280826004698039	-0.490468262664901	1.4672765850217081e-16	0.01078314541726707	DL random	251	0.5039444910144099	0.490468262664901
signature	ssGSEA	1.0	40	none	immune8	True	5	5	-0.4984844947536912	2.0811052697725293e-28	0.0	fixed	420	4	-0.5678339366337589	-0.4221084543278196	-0.48561827221974263	1.5880240009233982e-16	0.0	fixed	251	0.4984844947536912	0.48561827221974263
signature	ssGSEA	0.0	41	none	immune8	True	5	5	-0.5053361341180007	3.782413419713967e-26	0.0775163875964225	DL random	420	4	-0.5780651395748834	-0.42464152189150495	-0.49229585241288637	1.1194448208289611e-11	0.22209411891085035	DL random	251	0.5053361341180007	0.49229585241288637
signature	ssGSEA	0.25	41	none	immune8	True	5	5	-0.5027073987498765	2.037639458594228e-27	0.0372894938109629	DL random	420	4	-0.573566394601135	-0.4243811440836056	-0.49247583023591934	8.21499188333203e-12	0.21553819370523364	DL random	251	0.5027073987498765	0.49247583023591934
signature	ssGSEA	0.75	41	none	immune8	True	5	5	-0.49446570046770416	6.873368713542311e-28	0.0	fixed	420	4	-0.5642092458105348	-0.4177154576472315	-0.482960972707921	1.8437824853550423e-13	0.11104061005256956	DL random	251	0.49446570046770416	0.482960972707921
signature	ssGSEA	1.0	41	none	immune8	True	5	5	-0.4903868479662198	2.26957046745915e-27	0.0	fixed	420	4	-0.5605276353079641	-0.413260476820802	-0.4765252974458642	9.881653825652769e-15	0.04156114168062967	DL random	251	0.4903868479662198	0.4765252974458642
signature	ssGSEA	0.0	42	none	immune8	True	5	5	-0.5113492945515052	2.84141159381481e-25	0.11871555254593626	DL random	420	4	-0.5856919456736741	-0.4284747925730047	-0.4965895041454928	1.1957282455811128e-11	0.2348756161829247	DL random	251	0.5113492945515052	0.4965895041454928
signature	ssGSEA	0.25	42	none	immune8	True	5	5	-0.5089454135649897	1.4898560751790914e-25	0.10404820649343365	DL random	420	4	-0.582737482770519	-0.4268292661097563	-0.4980915634671247	2.384818755967448e-11	0.25479916741505093	DL random	251	0.5089454135649897	0.4980915634671247
signature	ssGSEA	0.75	42	none	immune8	True	5	5	-0.49552237680650907	5.02909219795536e-28	0.0	fixed	420	4	-0.5651625596608236	-0.41887017678015853	-0.4821134573818322	5.533495657920365e-13	0.13045444381794635	DL random	251	0.49552237680650907	0.4821134573818322
signature	ssGSEA	1.0	42	none	immune8	True	5	5	-0.49338790937744575	9.440906587465589e-28	0.0	fixed	420	4	-0.5632366910073455	-0.416537920009762	-0.4836111756677253	3.8722411328467355e-13	0.12726692503328413	DL random	251	0.49338790937744575	0.4836111756677253
