section	x	y	n_spots	spearman_rho	p	fdr_bh
P17_T1	CLDN4	PRF1	2658	0.014173544837684357	0.46513267873769387	0.5596926189206317
P17_T1	CLDN4	MS4A1	2658	-0.05896804069955612	0.0023551140065738276	0.006407080340865444
P17_T1	CLDN4	FOXP3	2658	-0.007355688198199593	0.704646948321911	0.767035548549624
P17_T1	CLDN4	NCAM1	2658	0.021427148156811317	0.2694626735203378	0.3609316544400855
P17_T2	TACSTD2	CD8A	2953	-0.06669938515552923	0.00028667746990248486	0.0009440957279495366
P17_T2	TACSTD2	CD4	2953	-0.07380192154352475	5.9626234817764166e-05	0.00021406795778836644
P17_T2	TACSTD2	CD3E	2953	-0.0757084378415138	3.817098765607099e-05	0.0001479548017111424
P17_T2	TACSTD2	PTPRC	2953	-0.03446563907230669	0.06111281553759459	0.10793311776397754
P17_T2	TACSTD2	CD68	2953	0.002230370360469878	0.9035718024496047	0.9161214108169603
P17_T2	TACSTD2	CD274	2953	0.37732085457701886	1.488182275683096e-100	8.147797959364951e-99
P17_T2	TACSTD2	GZMB	2953	0.01648759304382098	0.37044384242953343	0.4674799665132626
P17_T2	TACSTD2	PRF1	2953	0.008323180034179622	0.651189357424206	0.7257530243048402
P17_T2	TACSTD2	MS4A1	2953	-0.06776111473452756	0.0002287761283393238	0.0007649156046765176
P17_T2	TACSTD2	FOXP3	2953	-0.046382582311985436	0.011709197004560976	0.02699278046314583
P17_T2	TACSTD2	NCAM1	2953	0.028643085711326	0.11966794045167074	0.1946429186538855
P17_T2	CLDN4	CD8A	2953	-0.0549829174286289	0.0028002876613299347	0.007388710817244045
P17_T2	CLDN4	CD4	2953	-0.037384447708320286	0.04221672513908328	0.07902104961930972
P17_T2	CLDN4	CD3E	2953	-0.04152629231840971	0.024031860629086035	0.05060555267086386
P17_T2	CLDN4	PTPRC	2953	-0.024906644439293937	0.17602317664733605	0.2686346737684083
P17_T2	CLDN4	CD68	2953	0.022545973974164447	0.22064331539907336	0.3150066191258597
P17_T2	CLDN4	CD274	2953	0.2961190174694245	7.701518998320655e-61	2.811054434387039e-59
P17_T2	CLDN4	GZMB	2953	0.01618989401558293	0.37914731422402226	0.4758353112610938
P17_T2	CLDN4	PRF1	2953	-0.011585603801768563	0.5291305451704653	0.6213382809240316
P17_T2	CLDN4	MS4A1	2953	-0.07816363435322427	2.1164436024445837e-05	8.745304696893657e-05
P17_T2	CLDN4	FOXP3	2953	-0.035657840684304144	0.05268465210390658	0.09418725559800441
P17_T2	CLDN4	NCAM1	2953	0.02840677690401154	0.12275191778628594	0.19766669114115162
P19_T1	TACSTD2	CD8A	2512	0.0045803844836531	0.8185151727734019	0.8618020328719953
P19_T1	TACSTD2	CD4	2512	0.02152665703816694	0.2808102712011622	0.37321814167352557
P19_T1	TACSTD2	CD3E	2512	-0.05294687910283316	0.007948940153638971	0.019342421040521498
P19_T1	TACSTD2	PTPRC	2512	-0.003079061808585806	0.8774160169708697	0.9021319611108942
P19_T1	TACSTD2	CD68	2512	0.31015061918323916	3.8338656140853485e-57	1.2917177992072174e-55
P19_T1	TACSTD2	CD274	2512	0.080741441739302	5.0922753749104166e-05	0.00019001502392187772
P19_T1	TACSTD2	GZMB	2512	0.09439464350423316	2.1448289549755e-06	1.0798104394014586e-05
P19_T1	TACSTD2	PRF1	2512	0.08297385399599289	3.130643111445894e-05	0.00012696497063086125
P19_T1	TACSTD2	MS4A1	2512	-0.05105504210110979	0.010489319190070833	0.02483417192027581
P19_T1	TACSTD2	FOXP3	2512	-0.03533911225491181	0.07658352481942705	0.13206135382247658
P19_T1	TACSTD2	NCAM1	2512	-0.03073681036027999	0.12353070779101448	0.19819212458778146
P19_T1	CLDN4	CD8A	2512	-0.018257488235603834	0.3603578237264408	0.4598119518399497
P19_T1	CLDN4	CD4	2512	0.0271306022744917	0.17403402915477054	0.2674628237536473
P19_T1	CLDN4	CD3E	2512	0.008536219490441864	0.6689212918451938	0.7398674894651386
P19_T1	CLDN4	PTPRC	2512	0.049150840205439604	0.013751269232986597	0.030573887939330607
P19_T1	CLDN4	CD68	2512	0.2516802514974842	1.3562892953623957e-37	3.712841946054558e-36
P19_T1	CLDN4	CD274	2512	0.06797574478940792	0.000651578741050779	0.001968217162622353
P19_T1	CLDN4	GZMB	2512	0.04715280351713401	0.018106643531761	0.03877528014133956
P19_T1	CLDN4	PRF1	2512	0.04048316423140226	0.042475387699050925	0.07916689281780555
P19_T1	CLDN4	MS4A1	2512	0.00046488739863629464	0.9814201498056934	0.9836659625054776
P19_T1	CLDN4	FOXP3	2512	0.025201084501238685	0.2067162166634907	0.3048542185138347
P19_T1	CLDN4	NCAM1	2512	0.009143243875971149	0.6469240226674271	0.7228385763477885
P19_T2	TACSTD2	CD8A	2369	0.03463563182379581	0.09190865394393359	0.15542853446889154
P19_T2	TACSTD2	CD4	2369	-0.00959140373670408	0.6407855594742704	0.7178109336310241
P19_T2	TACSTD2	CD3E	2369	-0.05561673592347837	0.006775823588339195	0.016579948221746188
P19_T2	TACSTD2	PTPRC	2369	-0.01075671804563757	0.6007697990612266	0.692466242075835
P19_T2	TACSTD2	CD68	2369	0.2452871659368766	8.481130993134667e-34	2.0637418749961024e-32
P19_T2	TACSTD2	CD274	2369	0.04439191701551631	0.030727432013593455	0.06062439289168438
P19_T2	TACSTD2	GZMB	2369	0.023830579907009052	0.24627550287202704	0.33603947120856026
P19_T2	TACSTD2	PRF1	2369	0.03252268093580564	0.11352651668695361	0.18693464025896872
P19_T2	TACSTD2	MS4A1	2369	-0.06868016601729139	0.0008227882554037182	0.0024350084855866796
P19_T2	TACSTD2	FOXP3	2369	-0.017526527290192242	0.39384069125384086	0.4928634936262351
P19_T2	TACSTD2	NCAM1	2369	-0.026394135923843633	0.19906815283841744	0.2986022292576262
P19_T2	CLDN4	CD8A	2369	0.02471934773691201	0.22909316510398972	0.3236864719856371
P19_T2	CLDN4	CD4	2369	-0.014331745548509347	0.4856602872887961	0.5780413201969911
P19_T2	CLDN4	CD3E	2369	-0.05305612794164952	0.009799530453519334	0.02332714314479059
P19_T2	CLDN4	PTPRC	2369	0.025241312682146543	0.21940873018245627	0.3150066191258597
P19_T2	CLDN4	CD68	2369	0.18896319844513107	1.7576028130631892e-20	2.702013429955495e-19
P19_T2	CLDN4	CD274	2369	0.0032479010842457064	0.8744567666432795	0.9012048559758975
P19_T2	CLDN4	GZMB	2369	0.04046190884902837	0.04893654134635436	0.08893861041370626
P19_T2	CLDN4	PRF1	2369	0.006784513694099064	0.741363765243464	0.8017711831521908
P19_T2	CLDN4	MS4A1	2369	-0.042772096915507506	0.03737231298251747	0.07179418020325724
P19_T2	CLDN4	FOXP3	2369	-0.005221425694440476	0.799490314566199	0.8478885797967286
P19_T2	CLDN4	NCAM1	2369	-0.0022785547109331504	0.9117398318758225	0.9222680054540653
P24_T1	TACSTD2	CD8A	3426	0.01999374283827014	0.24201525897269638	0.33490288482655894
P24_T1	TACSTD2	CD4	3426	0.015619713264237025	0.36072953816349873	0.4598119518399497
P24_T1	TACSTD2	CD3E	3426	-0.024393457185951276	0.15343863677371167	0.23747746610206966
P24_T1	TACSTD2	PTPRC	3426	-0.004878251004218197	0.7753135797969187	0.8323219312525746
P24_T1	TACSTD2	CD68	3426	0.14693900533759915	5.405996992982763e-18	6.765219094075573e-17
P24_T1	TACSTD2	CD274	3426	0.13410786462835622	3.2122319925613578e-15	3.431603933516768e-14
P24_T1	TACSTD2	GZMB	3426	0.02904973838542964	0.08911610390322157	0.15129012988221335
P24_T1	TACSTD2	PRF1	3426	0.019412479604243506	0.2559798030735483	0.34498884809561975
P24_T1	TACSTD2	MS4A1	3426	0.0008619547328584873	0.9597768857530552	0.9686227556678298
P24_T1	TACSTD2	FOXP3	3426	0.0004385803318612325	0.9795272237739217	0.9836659625054776
P24_T1	TACSTD2	NCAM1	3426	-0.0023945499241880192	0.88857548738452	0.90933659690285
P24_T1	CLDN4	CD8A	3426	-0.0027396001478733147	0.872647770370707	0.9012048559758975
P24_T1	CLDN4	CD4	3426	0.0279122649048303	0.10236725864560853	0.17178873289952695
P24_T1	CLDN4	CD3E	3426	-0.02248823740833545	0.1881846023610186	0.28422364080733153
P24_T1	CLDN4	PTPRC	3426	-0.026471525942175753	0.1213484262198209	0.19612771470214596
P24_T1	CLDN4	CD68	3426	0.1575145678008251	1.7890043257696198e-20	2.702013429955495e-19
P24_T1	CLDN4	CD274	3426	0.15335353266499954	1.7764203631754035e-19	2.3577943002146266e-18
P24_T1	CLDN4	GZMB	3426	0.02765641477182704	0.10555374848384472	0.1764600833432213
P24_T1	CLDN4	PRF1	3426	0.004585730672592291	0.7884563648010635	0.842302165324063
P24_T1	CLDN4	MS4A1	3426	-0.031735802423236474	0.06326119167560786	0.11127872270649092
P24_T1	CLDN4	FOXP3	3426	-0.02182938244478898	0.2014595541290079	0.29911621935086596
P24_T1	CLDN4	NCAM1	3426	-0.015538561776314668	0.3632304459740242	0.4598119518399497
P24_T2	TACSTD2	CD8A	3491	0.01684768370123901	0.3196612637573847	0.41794517470368503
P24_T2	TACSTD2	CD4	3491	0.020785443337349784	0.21952423599553858	0.3150066191258597
P24_T2	TACSTD2	CD3E	3491	0.0029473952202553667	0.8617995018800008	0.8983716519423721
P24_T2	TACSTD2	PTPRC	3491	0.010486274828435971	0.5356704084346753	0.6273359328726946
P24_T2	TACSTD2	CD68	3491	0.15478952775226978	3.650080189687924e-20	5.157210074462293e-19
P24_T2	TACSTD2	CD274	3491	0.0973304521568345	8.294343264739722e-09	6.054870583259998e-08
P24_T2	TACSTD2	GZMB	3491	0.024804934077895347	0.14284118819845926	0.22586440588781642
P24_T2	TACSTD2	PRF1	3491	0.03438572199116088	0.04219997261892645	0.07902104961930972
P24_T2	TACSTD2	MS4A1	3491	-0.02937617375271943	0.08266380450012763	0.1414326030119371
P24_T2	TACSTD2	FOXP3	3491	-0.022421113546851484	0.1853581227952719	0.28092338333677885
P24_T2	TACSTD2	NCAM1	3491	0.0021649031571405078	0.8982542564926188	0.9161214108169603
P24_T2	CLDN4	CD8A	3491	0.021697942303701513	0.19994515068849528	0.298894116046283
P24_T2	CLDN4	CD4	3491	0.020703367963390944	0.22135048286770906	0.3150066191258597
P24_T2	CLDN4	CD3E	3491	-0.006834948632681146	0.6864326943182928	0.7542644816051526
P24_T2	CLDN4	PTPRC	3491	0.00414511571595968	0.8065910071363128	0.8533499061007368
P24_T2	CLDN4	CD68	3491	0.17064589707902394	3.196704394374516e-24	5.600626098944152e-23
P24_T2	CLDN4	CD274	3491	0.11685194347120259	4.346724689018497e-12	4.230812030644671e-11
P24_T2	CLDN4	GZMB	3491	0.03794658003247791	0.02495708990322229	0.051704617481144736
P24_T2	CLDN4	PRF1	3491	0.01897894452995219	0.2622604773127778	0.3523622363895603
P24_T2	CLDN4	MS4A1	3491	-0.016398975442335116	0.3327216275272931	0.4303566907986489
P24_T2	CLDN4	FOXP3	3491	-0.019230604870898175	0.2559848758700375	0.34498884809561975
P24_T2	CLDN4	NCAM1	3491	-0.004554903329534281	0.7879065628713554	0.842302165324063
P25_T1	TACSTD2	CD8A	1308	0.13966163525911957	3.955538490647383e-07	2.310034478538072e-06
P25_T1	TACSTD2	CD4	1308	0.11352477391655909	3.869217428255114e-05	0.00014865940645401228
P25_T1	TACSTD2	CD3E	1308	0.02311209365744902	0.40361023007394187	0.5022255078128629
P25_T1	TACSTD2	PTPRC	1308	0.1272708892387637	3.887610496381107e-06	1.8309391370052957e-05
P25_T1	TACSTD2	CD68	1308	0.2664176566698378	1.083789126762907e-22	1.8257678366236665e-21
P25_T1	TACSTD2	CD274	1308	0.13654316526354002	7.16750054848926e-07	3.92420655029787e-06
P25_T1	TACSTD2	GZMB	1308	0.08006080195302503	0.0037628749868691878	0.009638241194436866
P25_T1	TACSTD2	PRF1	1308	-0.01389489940710275	0.615617831353766	0.7064392467509524
P25_T1	TACSTD2	MS4A1	1308	0.025270121766361717	0.3611382026008831	0.4598119518399497
P25_T1	TACSTD2	FOXP3	1308	0.0034341863092118173	0.9012492636151954	0.9161214108169603
P25_T1	TACSTD2	NCAM1	1308	0.02148941027410415	0.4374309811617442	0.530733434207324
P25_T1	CLDN4	CD8A	1308	0.08575259767383529	0.0019085447475342353	0.005271453351425233
P25_T1	CLDN4	CD4	1308	0.10533997369627815	0.00013522867056163678	0.0004738412616479752
P25_T1	CLDN4	CD3E	1308	-0.005503150589720354	0.8423881254688308	0.8805871096786346
P25_T1	CLDN4	PTPRC	1308	0.0659192709006916	0.01710842279181671	0.03709648110304812
P25_T1	CLDN4	CD68	1308	0.25223671726612157	1.9703472553782772e-20	2.876706992852285e-19
P25_T1	CLDN4	CD274	1308	0.14725030190648306	8.81536242298205e-08	5.515898201808769e-07
P25_T1	CLDN4	GZMB	1308	0.04010391652310967	0.14716840924895108	0.23103857796071892
P25_T1	CLDN4	PRF1	1308	-0.02981886432193238	0.2811917505759439	0.37321814167352557
P25_T1	CLDN4	MS4A1	1308	-0.004758018195743947	0.8635033458167549	0.8983716519423721
P25_T1	CLDN4	FOXP3	1308	0.035106881317254715	0.20449007134863934	0.30259003800913525
P25_T1	CLDN4	NCAM1	1308	0.0010450976759862562	0.9698781032623586	0.9765669177676163
P25_T2	TACSTD2	CD8A	1458	0.008142976729189462	0.7560530321561076	0.8136393810426908
P25_T2	TACSTD2	CD4	1458	0.1041406456477692	6.77910810109383e-05	0.000241402386038951
P25_T2	TACSTD2	CD3E	1458	0.05550441663928878	0.03407494865337859	0.06633256671191032
P25_T2	TACSTD2	PTPRC	1458	0.05427534014847526	0.03824801599283124	0.07315559390768595
P25_T2	TACSTD2	CD68	1458	0.21759428765691496	4.377609510828192e-17	5.182143150656076e-16
P25_T2	TACSTD2	CD274	1458	0.08123642835471828	0.001906755076643031	0.005271453351425233
P25_T2	TACSTD2	GZMB	1458	0.03936777166295821	0.13296726170185635	0.2117805840924112
P25_T2	TACSTD2	PRF1	1458	0.02072109394730594	0.4291682910687773	0.5223260438089007
P25_T2	TACSTD2	MS4A1	1458	-0.037747786379098716	0.14968927897792106	0.23368012407935831
P25_T2	TACSTD2	FOXP3	1458	0.031181199271300617	0.23409207508471627	0.3296859449746165
P25_T2	TACSTD2	NCAM1	1458	0.017088418025378534	0.5144088310758717	0.6078635816897958
P25_T2	CLDN4	CD8A	1458	0.052644072637987545	0.0444503903149383	0.08180365948715534
P25_T2	CLDN4	CD4	1458	0.08391829622230103	0.0013402126873422787	0.003836687301019072
P25_T2	CLDN4	CD3E	1458	0.036033876089069924	0.16907700971699824	0.26075961357762406
P25_T2	CLDN4	PTPRC	1458	0.011597421596007972	0.6581503601173574	0.7297971081807659
P25_T2	CLDN4	CD68	1458	0.21624377789149304	6.890592954604927e-17	7.94231503714989e-16
P25_T2	CLDN4	CD274	1458	0.07688084235446976	0.003309442261593153	0.008577134382117166
P25_T2	CLDN4	GZMB	1458	0.032857703543263284	0.20988076809166775	0.30848247122198147
P25_T2	CLDN4	PRF1	1458	0.012560125826800689	0.6317960176787338	0.7150559579929856
P25_T2	CLDN4	MS4A1	1458	-0.0904633729447604	0.0005434695720417074	0.0016882246280444527
P25_T2	CLDN4	FOXP3	1458	0.047085211806237676	0.07228077168833463	0.12613138645215366
P25_T2	CLDN4	NCAM1	1458	-0.014307855609268153	0.5851434903347043	0.6780234094354509
