cohort	x	y	n	spearman_rho	p	fdr_bh
LSCC	CLDN4	prot_CD3E	78	-0.49230516319123907	4.692437273068696e-06	3.128291515379131e-05
LSCC	CLDN4	prot_PTPRC	78	-0.39263268377192423	0.0003771611716376461	0.0015086446865505844
LSCC	CLDN4	prot_CD274	78	-0.09839527561046549	0.3914140623292153	0.5630020142483066
LSCC	CLDN4	prot_GZMB	73	-0.29106503764038016	0.012479599840016191	0.04159866613338731
LSCC	CLDN4	prot_PRF1	78	-0.25735024469201684	0.022928855364593995	0.06551101532741142
LSCC	CLDN4	prot_CD68	78	-0.20540219274396487	0.07122134560852067	0.17658035436465994
LSCC	CLDN4	prot_MS4A1	78	-0.5242984863238027	8.361029209803901e-07	1.67220584196078e-05
LSCC	CLDN4	prot_NCAM1	78	-0.028313458693205524	0.8056281965483155	0.8951424406092394
LUAD	TACSTD2	ESTIMATE_ImmuneScore	110	-0.18544733223632306	0.052424789532063414	0.3049656443384689
LUAD	TACSTD2	ESTIMATE_StromalScore	110	-0.07896219822825329	0.41222556849074	0.6942746416686147
LUAD	TACSTD2	xCell_immune_score	110	-0.3094335369564728	0.001003961995617287	0.032126783859753184
LUAD	TACSTD2	xCell_T_cell_CD8+	110	-0.28904629073608734	0.002194504463815969	0.035112071421055505
LUAD	TACSTD2	xCell_T_cell_CD4+_(non-regulatory)	110	-0.11925495444144381	0.21464188240761933	0.5283492490033707
LUAD	TACSTD2	xCell_T_cell_regulatory_(Tregs)	110	0.043157633485252714	0.654384863304643	0.8053967548364837
LUAD	TACSTD2	xCell_Macrophage_M1	110	-0.09381523788957347	0.3296324162021266	0.670466725382493
LUAD	TACSTD2	xCell_Macrophage_M2	110	0.025180626550724203	0.7939990924793998	0.8761369296324412
LUAD	TACSTD2	xCell_NK_cell	110	-0.01806127852156091	0.8514414007349279	0.897820741174261
LUAD	TACSTD2	CIBERSORT_T_cell_CD8+	110	-0.13349412798954083	0.16442699991416423	0.4384719997711046
LUAD	TACSTD2	CIBERSORT_T_cell_CD4+_memory_activated	110	-0.21554062039873517	0.023732287092367285	0.18985829673893828
LUAD	TACSTD2	CIBERSORT_T_cell_regulatory_(Tregs)	110	0.07042928160282148	0.46469427568697147	0.7261232419182663
LUAD	TACSTD2	CIBERSORT_Macrophage_M1	110	-0.15152944347651615	0.11405218492732516	0.3649669917674405
LUAD	TACSTD2	CIBERSORT_Macrophage_M2	110	0.0854090120145166	0.37498905581750475	0.670466725382493
LUAD	TACSTD2	CIBERSORT_NK_cell_activated	110	-0.176999874687869	0.06433980338303531	0.3049656443384689
LUAD	TACSTD2	CIBERSORT_B_cell_plasma	110	-0.23447918310303634	0.013677556913391613	0.14589394040951054
LUAD	CLDN4	ESTIMATE_ImmuneScore	79	-0.16772151898734178	0.13955015774719456	0.405964095264566
LUAD	CLDN4	ESTIMATE_StromalScore	79	-0.07714216163583251	0.4992097288188081	0.7261232419182663
LUAD	CLDN4	xCell_immune_score	79	-0.18765822784810127	0.09770044779855329	0.3473793699504117
LUAD	CLDN4	xCell_T_cell_CD8+	79	-0.194762536785242	0.08543101493418208	0.3417240597367283
LUAD	CLDN4	xCell_T_cell_CD4+_(non-regulatory)	79	-0.044283258374407934	0.6983751632325887	0.8078706255370858
LUAD	CLDN4	xCell_T_cell_regulatory_(Tregs)	79	-0.05128623671284335	0.6535240882220649	0.8053967548364837
LUAD	CLDN4	xCell_Macrophage_M1	79	-0.10071819916374194	0.3771375330276523	0.670466725382493
LUAD	CLDN4	xCell_Macrophage_M2	79	0.10592173350515662	0.35285591683611434	0.670466725382493
LUAD	CLDN4	xCell_NK_cell	79	-0.05413059448166582	0.6356410053502407	0.8053967548364837
LUAD	CLDN4	CIBERSORT_T_cell_CD8+	79	-0.05856864654333009	0.6081524313478166	0.8053967548364837
LUAD	CLDN4	CIBERSORT_T_cell_CD4+_memory_activated	79	-0.20735447610435803	0.06671123469904007	0.3049656443384689
LUAD	CLDN4	CIBERSORT_T_cell_regulatory_(Tregs)	79	-0.04297326727489865	0.7068867973449501	0.8078706255370858
LUAD	CLDN4	CIBERSORT_Macrophage_M1	79	-0.134684252497569	0.23664274037276906	0.540897692280615
LUAD	CLDN4	CIBERSORT_Macrophage_M2	79	0.07775073028237586	0.4958204470333861	0.7261232419182663
LUAD	CLDN4	CIBERSORT_NK_cell_activated	79	-0.002765680176316209	0.9807009535653375	0.9807009535653375
LUAD	CLDN4	CIBERSORT_B_cell_plasma	79	-0.01874391431353457	0.8697638430125654	0.897820741174261
LUAD	TACSTD2	prot_CD8A	110	-0.03836079615896129	0.6907172403595156	0.727070779325806
LUAD	TACSTD2	prot_CD4	110	-0.05509546243491198	0.5675390857422684	0.727070779325806
LUAD	TACSTD2	prot_CD3E	110	-0.07775398417600253	0.4194370744514243	0.6452878068483451
LUAD	TACSTD2	prot_PTPRC	110	-0.19010887451254424	0.046670023074192345	0.3111334871612823
LUAD	TACSTD2	prot_CD274	110	0.005513603678741293	0.9544121624466564	0.9544121624466564
LUAD	TACSTD2	prot_GZMB	73	-0.32574355177094905	0.004919493984318634	0.09838987968637268
LUAD	TACSTD2	prot_PRF1	110	-0.04544778306246196	0.6373130076156713	0.727070779325806
LUAD	TACSTD2	prot_CD68	89	0.16472591079332652	0.12292517181892722	0.43540327619723734
LUAD	TACSTD2	prot_MS4A1	105	-0.11434791623470868	0.24543627238769775	0.5013454842680914
LUAD	TACSTD2	prot_NCAM1	105	0.08965374248393117	0.3630789899694558	0.6452878068483451
LUAD	CLDN4	prot_CD8A	79	-0.09790652385589094	0.3906679722862911	0.6452878068483451
LUAD	CLDN4	prot_CD4	79	-0.13076923076923078	0.2506727421340457	0.5013454842680914
LUAD	CLDN4	prot_CD3E	79	-0.1696445959104187	0.1350038933226819	0.43540327619723734
LUAD	CLDN4	prot_PTPRC	79	-0.1936222005842259	0.08731368524830171	0.43540327619723734
LUAD	CLDN4	prot_CD274	79	0.0555014605647517	0.6270950910711911	0.727070779325806
LUAD	CLDN4	prot_GZMB	46	-0.17397471477027443	0.24754823683082106	0.5013454842680914
LUAD	CLDN4	prot_PRF1	79	-0.05019474196689387	0.6604393986366635	0.727070779325806
LUAD	CLDN4	prot_CD68	66	-0.3014090387224716	0.013918483208455729	0.1391848320845573
LUAD	CLDN4	prot_MS4A1	74	-0.16804146612365786	0.15239114666903306	0.43540327619723734
LUAD	CLDN4	prot_NCAM1	74	-0.05288411699370602	0.6545178758682445	0.727070779325806
LUAD+LSCC	TACSTD2	ESTIMATE_ImmuneScore	218	-0.10381318017523915	0.12648701106399168	0.23012525672292927
LUAD+LSCC	TACSTD2	ESTIMATE_StromalScore	218	-0.1584663881728345	0.019227597887714068	0.07691039155085627
LUAD+LSCC	TACSTD2	xCell_immune_score	218	-0.10301511175564049	0.12944545690664772	0.23012525672292927
LUAD+LSCC	TACSTD2	xCell_T_cell_CD8+	218	-0.17258517997254558	0.010688427772313715	0.04886138410200556
LUAD+LSCC	TACSTD2	xCell_T_cell_CD4+_(non-regulatory)	218	-0.13821962023489362	0.04146480471873429	0.10206721161534595
LUAD+LSCC	TACSTD2	xCell_T_cell_regulatory_(Tregs)	218	-0.08767315432073175	0.19721701642773992	0.31554722628438386
LUAD+LSCC	TACSTD2	xCell_Macrophage_M1	218	0.09824414888113375	0.14825639077303857	0.24969497393353865
LUAD+LSCC	TACSTD2	xCell_Macrophage_M2	218	-0.04463920112240576	0.5120637419241424	0.5795776116424236
LUAD+LSCC	TACSTD2	xCell_NK_cell	218	0.047390478964524474	0.4863784017451509	0.576448476142401
LUAD+LSCC	TACSTD2	CIBERSORT_T_cell_CD8+	218	-0.06761807492289626	0.32033629937521446	0.4659437081821301
LUAD+LSCC	TACSTD2	CIBERSORT_T_cell_CD4+_memory_activated	218	-0.07065650164397438	0.29902261532403374	0.45565350906519425
LUAD+LSCC	TACSTD2	CIBERSORT_T_cell_regulatory_(Tregs)	218	0.05833143986462876	0.39142722560210985	0.5219029674694798
LUAD+LSCC	TACSTD2	CIBERSORT_Macrophage_M1	218	-0.06483655640515264	0.3406916236987951	0.47400573732006274
LUAD+LSCC	TACSTD2	CIBERSORT_Macrophage_M2	218	-0.14411042301680285	0.03344955324590036	0.09392873476494247
LUAD+LSCC	TACSTD2	CIBERSORT_NK_cell_activated	218	-0.17655892519652888	0.008990119766117174	0.0479473054192916
LUAD+LSCC	TACSTD2	CIBERSORT_B_cell_plasma	218	-0.05588390131519127	0.4116382658972792	0.5268969803485174
LUAD+LSCC	CLDN4	ESTIMATE_ImmuneScore	157	-0.3250919442566625	3.2635660205467744e-05	0.0005221705632874839
LUAD+LSCC	CLDN4	ESTIMATE_StromalScore	157	-0.27641885648013204	0.00045768239785617173	0.004881945577132498
LUAD+LSCC	CLDN4	xCell_immune_score	157	-0.20987168116894797	0.008336749609326479	0.0479473054192916
LUAD+LSCC	CLDN4	xCell_T_cell_CD8+	157	-0.3370829826663917	1.582266352414122e-05	0.000506325232772519
LUAD+LSCC	CLDN4	xCell_T_cell_CD4+_(non-regulatory)	157	-0.1291667349646866	0.10690042051297963	0.23012525672292927
LUAD+LSCC	CLDN4	xCell_T_cell_regulatory_(Tregs)	157	-0.12304022079272399	0.12473248580407706	0.23012525672292927
LUAD+LSCC	CLDN4	xCell_Macrophage_M1	157	0.03053779547546077	0.7041916097051806	0.7269074680827671
LUAD+LSCC	CLDN4	xCell_Macrophage_M2	157	-0.02298355093557796	0.7750929571020015	0.7750929571020015
LUAD+LSCC	CLDN4	xCell_NK_cell	157	-0.1729633338158034	0.030291332957506995	0.09392873476494247
LUAD+LSCC	CLDN4	CIBERSORT_T_cell_CD8+	157	-0.17020075788115777	0.03307743291305625	0.09392873476494247
LUAD+LSCC	CLDN4	CIBERSORT_T_cell_CD4+_memory_activated	157	-0.1682045358610795	0.03522327553685343	0.09392873476494247
LUAD+LSCC	CLDN4	CIBERSORT_T_cell_regulatory_(Tregs)	157	-0.06317035187002727	0.43187772155235543	0.5315418111413606
LUAD+LSCC	CLDN4	CIBERSORT_Macrophage_M1	157	-0.2117550746027882	0.0077598992305631396	0.0479473054192916
LUAD+LSCC	CLDN4	CIBERSORT_Macrophage_M2	157	-0.051076352495364026	0.5252422105509464	0.5795776116424236
LUAD+LSCC	CLDN4	CIBERSORT_NK_cell_activated	157	-0.12499747364411937	0.11880191884154975	0.23012525672292927
LUAD+LSCC	CLDN4	CIBERSORT_B_cell_plasma	157	-0.04236568075961772	0.5983081134169411	0.6381953209780705
