dataset	accession	column	gsm	group	model_family	setting	Tacstd2	Cldn4	CD8_T_cell	IFNg_response	IFN_I_response	MHC_I_antigen_presentation	MHC_II	T_cell_inhibitory	Myeloid_suppressive	Leukocyte_general	Neuroendocrine	Non_NE_SCLC
GSE169194_KPM_total_aPD1	GSE169194	X1740R_159_40	GSM5182791	A2V_aPD1	KP	in_vivo_tumor	4.06402	4.25292	-0.08188	-0.39194	0.20203	-0.10970	-1.60952	-0.35158	0.90208	0.21011	0.01348	-0.34002
GSE246922_KP_ICBrelapse	GSE246922	KP_1	nan	parental	KP	sorted_tumor_cells	8.32522	8.63580	-0.26040	-0.93775	-1.08399	-1.06300	-0.53426	0.22571	-0.25011	0.34357	-0.00448	0.67100
GSE246922_KP_ICBrelapse	GSE246922	KP_2	nan	parental	KP	sorted_tumor_cells	8.71719	9.42889	1.56886	-0.18319	-0.34839	0.01559	1.31138	0.39649	-0.15888	2.13853	-0.04012	-0.02589
GSE246922_KP_ICBrelapse	GSE246922	KP_3	nan	parental	KP	sorted_tumor_cells	8.79081	9.53781	0.45289	-0.64800	-0.93561	-0.31647	0.25908	-0.18772	0.00085	0.29666	-0.26919	0.37309
GSE246922_KP_ICBrelapse	GSE246922	KPy_1	nan	chronic_IFNg	KP	sorted_tumor_cells	8.59804	9.45979	0.32425	0.35652	-0.52027	0.13654	0.29590	-0.20800	-0.31091	0.27332	-0.31842	-0.13639
GSE246922_KP_ICBrelapse	GSE246922	KPy_2	nan	chronic_IFNg	KP	sorted_tumor_cells	8.62062	9.46200	-0.29354	-0.20617	-0.24247	-0.34849	-0.01974	-0.57937	0.00126	0.43398	-0.31034	0.57880
GSE246922_KP_ICBrelapse	GSE246922	KPy_3	nan	chronic_IFNg	KP	sorted_tumor_cells	8.45131	9.13603	0.04686	-0.13907	-0.34938	-0.33034	0.67575	-0.57315	-0.17436	0.55683	-0.51641	0.27586
GSE246922_KP_ICBrelapse	GSE246922	ResKP2_1	nan	relapsed_1st	KP	sorted_tumor_cells	8.53727	9.30733	-0.11119	1.03033	0.24659	1.03964	0.99429	-0.33121	0.10636	0.11285	-0.18414	-0.47559
GSE246922_KP_ICBrelapse	GSE246922	ResKP2_2	nan	relapsed_1st	KP	sorted_tumor_cells	8.47575	9.33946	-0.33664	0.23317	0.08142	0.37942	0.10167	-0.21891	-0.21665	-0.56833	0.43421	-0.36160
GSE246922_KP_ICBrelapse	GSE246922	ResKP2_3	nan	relapsed_1st	KP	sorted_tumor_cells	8.87385	9.95699	-0.93864	1.69896	0.26116	1.63953	1.57407	-0.51890	-0.28276	-0.49619	-0.18343	-0.49384
GSE246922_KP_ICBrelapse	GSE246922	ResResKP_1	nan	relapsed_2nd	KP	sorted_tumor_cells	8.31749	9.14634	-0.23243	0.11381	2.20580	0.14584	-1.31094	0.23396	-0.03286	-1.08451	-0.00254	-0.48912
GSE246922_KP_ICBrelapse	GSE246922	ResResKP_2	nan	relapsed_2nd	KP	sorted_tumor_cells	8.29499	9.21087	0.15752	0.53630	1.33594	0.83296	-0.92415	0.48335	0.06011	-0.88456	-0.32251	0.09367
GSE246922_KP_ICBrelapse	GSE246922	ResResKP_3	nan	relapsed_2nd	KP	sorted_tumor_cells	8.17197	8.99098	-0.34087	-0.60671	0.57035	-0.55229	-1.62387	0.18634	-0.17103	-1.02607	0.25305	-0.28182
GSE246922_KP_ICBrelapse	GSE246922	ResKPlate_1	nan	relapsed_late	KP	sorted_tumor_cells	8.30007	8.97892	0.59518	-0.73091	-0.54382	-1.05446	-0.26968	0.63240	0.63189	0.37422	0.50803	0.49355
GSE246922_KP_ICBrelapse	GSE246922	ResKPlate_2	nan	relapsed_late	KP	sorted_tumor_cells	8.27383	8.97856	-0.33259	-0.29315	-0.49314	-0.35758	-0.60489	0.23815	0.13846	-0.29433	0.42779	-0.37787
GSE246922_KP_ICBrelapse	GSE246922	ResKPlate_3	nan	relapsed_late	KP	sorted_tumor_cells	8.42680	9.00577	-0.29927	-0.22416	-0.18419	-0.16688	0.07539	0.22087	0.65865	-0.17596	0.52850	0.15617
GSE260596_344SQ_aLAIR1	GSE260596	aKLH_PD1_W4_LOHM_a	GSM8120440	control_ab_aPD1	344SQ	in_vivo_tumor	0.00000	0.34097	-0.06346	-0.02010	-0.52704	0.27351	0.26674	-0.08159	-0.06635	-0.41792	0.33770	-0.21687
GSE260596_344SQ_aLAIR1	GSE260596	aLair1_PD1_W4_WTSV_ae	GSM8120444	aLAIR1_aPD1	344SQ	in_vivo_tumor	0.26143	0.99518	0.25233	0.16198	0.45948	0.06445	0.03938	-0.17633	0.26176	0.15092	-0.09737	0.45329
GSE260596_344SQ_aLAIR1	GSE260596	aLair1_PD1_W4_WTSV_af	GSM8120445	aLAIR1_aPD1	344SQ	in_vivo_tumor	0.00000	1.45526	-0.50651	-0.24674	0.00616	-0.43672	-0.50218	-0.15163	0.15660	0.01295	-0.24875	0.01273
GSE260596_344SQ_aLAIR1	GSE260596	aLair1_PD1_W4_WTSV_ai	GSM8120443	aLAIR1_aPD1	344SQ	in_vivo_tumor	0.00000	0.09107	1.27142	1.13954	1.40173	1.23390	1.22658	0.69655	0.43065	0.70552	-0.25971	-0.29119
GSE260596_344SQ_aLAIR1	GSE260596	aKLH_PD1_W4_KWM_a	GSM8120441	control_ab_aPD1	344SQ	in_vivo_tumor	0.00000	0.46118	-1.06399	-1.11219	-0.97756	-1.20427	-1.11147	-0.40256	-0.08161	-0.96820	0.54632	0.05533
GSE260596_344SQ_aLAIR1	GSE260596	aKLH_PD1_W4_LOHM_d	GSM8120442	control_ab_aPD1	344SQ	in_vivo_tumor	0.68464	1.38928	-0.94031	-1.11447	-1.15593	-1.11472	-1.16233	-0.66882	-0.57660	-0.68526	-0.33537	0.60740
GSE260596_344SQ_aLAIR1	GSE260596	aLair1_PD1_W4_WTSV_ah	GSM8120446	aLAIR1_aPD1	344SQ	in_vivo_tumor	0.00000	0.10494	1.05051	1.19198	0.79316	1.18385	1.24329	0.78438	-0.12445	1.20199	0.05718	-0.62069
GSE197260_EGFR_TKI_aPD1	GSE197260	vehicle_d3	GSM5911724	vehicle	EGFR	in_vivo_tumor	4.00899	4.80219	-1.91610	-1.86615	-1.95362	-2.13538	-1.96456	-1.95104	-0.84431	-1.96362	-0.84391	-0.16685
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_d3	GSM5911725	gefitinib_d3	EGFR	in_vivo_tumor	3.07039	1.92600	0.06468	0.26542	1.03439	0.34956	0.37627	0.04406	0.76748	0.89430	0.50694	0.31452
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_d14	GSM5911726	gefitinib_d14	EGFR	in_vivo_tumor	6.08958	5.14975	0.93205	0.94752	0.73101	0.92968	1.26218	0.99462	0.70767	0.88781	0.12779	0.34198
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_vehicle_d21	GSM5911727	gefitinib_then_vehicle	EGFR	in_vivo_tumor	6.55459	7.71425	0.08496	0.18043	0.34786	0.36816	0.09301	0.09500	-0.00689	-0.18253	-0.39288	0.36956
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_dc101_d21	GSM5911728	gefitinib_then_aVEGFR2	EGFR	in_vivo_tumor	5.52356	6.57137	-0.25245	-0.13176	-0.00737	0.17060	-0.12665	-0.27973	-0.24720	-0.35771	-0.42107	0.36608
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_4h2_d21	GSM5911729	gefitinib_then_aPD1	EGFR	in_vivo_tumor	1.00000	1.20163	0.68701	0.42250	0.12006	0.29617	0.42658	0.70768	-0.07954	0.43822	0.28043	-0.87049
GSE197260_EGFR_TKI_aPD1	GSE197260	gef_comb_d21	GSM5911730	gefitinib_then_aPD1_aVEGFR2	EGFR	in_vivo_tumor	3.70044	3.81762	0.39984	0.18203	-0.27232	0.02120	-0.06683	0.38941	-0.29721	0.28354	0.74270	-0.35480
GSE274351_K_KP_KL_adenoma	GSE274351	K1_S8_L00	nan	K_adenoma	KL	in_vivo_tumor	2.11437	3.45943	-0.38693	-0.30470	0.03310	0.19054	0.20050	-0.08802	-0.32475	-0.56170	1.03804	0.45321
GSE274351_K_KP_KL_adenoma	GSE274351	K2_S28_L00	nan	K_adenoma	KL	in_vivo_tumor	0.57531	4.88850	-0.30677	-0.93412	-0.48464	-0.85582	-0.43702	-0.57884	-0.40488	-0.93457	-0.37617	0.24028
GSE274351_K_KP_KL_adenoma	GSE274351	K3_S9_L00	nan	K_adenoma	KL	in_vivo_tumor	1.71370	0.00000	-0.64680	-0.70929	-0.68671	-0.55715	0.45484	-0.59874	-0.62240	-0.98808	-0.37617	0.28118
GSE274351_K_KP_KL_adenoma	GSE274351	K4_S10_L00	nan	K_adenoma	KL	in_vivo_tumor	2.79494	0.15056	-0.64680	0.02720	-0.59478	0.04912	-0.01815	0.07767	-0.42688	-0.23180	-0.37617	-0.07343
GSE274351_K_KP_KL_adenoma	GSE274351	KL1_S16_L00	nan	KL_adenoma	KL	in_vivo_tumor	5.50112	3.22033	-0.48345	-0.38168	-0.07303	-0.08116	-0.58947	-0.58447	-0.17365	0.10265	-0.24884	0.91889
GSE274351_K_KP_KL_adenoma	GSE274351	KL2_S17_L00	nan	KL_adenoma	KL	in_vivo_tumor	3.45943	2.59932	0.30858	0.65304	-0.33798	0.22278	-0.04060	0.23225	0.52072	0.36310	-0.37617	-0.23770
GSE274351_K_KP_KL_adenoma	GSE274351	KL3_S29_L00	nan	KL_adenoma	KL	in_vivo_tumor	2.61824	0.00000	-0.61238	-1.14729	-0.60688	-0.55354	0.07741	-0.59874	-0.42318	-0.10821	-0.30390	-0.71015
GSE274351_K_KP_KL_adenoma	GSE274351	KL4_S30_L00	nan	KL_adenoma	KL	in_vivo_tumor	0.20163	5.30488	-0.62125	-0.32707	-0.81249	-0.02961	-0.80777	0.11236	-0.80247	-0.56128	-0.37617	0.35812
GSE274351_K_KP_KL_adenoma	GSE274351	KL5_S31_L00	nan	KL_adenoma	KL	in_vivo_tumor	0.91839	0.00000	-0.56346	-0.45314	-0.55039	-1.40482	-0.35391	-0.39024	-0.23127	-0.38315	-0.37617	-0.92669
GSE274351_K_KP_KL_adenoma	GSE274351	KP1_S11_L00	nan	KP_adenoma	KL	in_vivo_tumor	3.72901	1.87971	0.10126	0.80098	0.55824	0.92951	1.10516	0.06962	0.70467	0.74489	0.11109	-0.18872
GSE274351_K_KP_KL_adenoma	GSE274351	KP2_S12_L00	nan	KP_adenoma	KL	in_vivo_tumor	3.78660	4.55336	0.49419	0.45759	0.18200	0.67279	0.54657	0.51121	0.02105	0.36307	-0.37617	0.08782
GSE274351_K_KP_KL_adenoma	GSE274351	KP3_S13_L00	nan	KP_adenoma	KL	in_vivo_tumor	5.14649	4.72465	-0.06444	-0.06917	-0.20605	0.24129	-0.16963	-0.59874	0.06403	0.48562	-0.36650	-0.30448
GSE274351_K_KP_KL_adenoma	GSE274351	KP4_S14_L00	nan	KP_adenoma	KL	in_vivo_tumor	0.00000	0.00000	-0.18190	0.05796	0.01399	-1.16375	-1.72387	-0.00581	-0.72158	-1.08726	-0.37617	-0.12045
GSE274351_K_KP_KL_adenoma	GSE274351	KP5_S15_L00	nan	KP_adenoma	KL	in_vivo_tumor	4.33628	5.14568	-0.32379	-0.29036	-0.08300	-0.74503	0.27563	-0.59874	-0.23407	-1.03341	-0.37617	-1.13172
GSE274351_K_KP_KL_adenoma	GSE274351	NL1_S18_L00	nan	normal_lung	KL	in_vivo_tumor	2.44095	0.00000	1.44292	0.67342	0.33731	0.81504	0.48942	0.87845	0.59667	0.72576	0.26785	0.50805
GSE274351_K_KP_KL_adenoma	GSE274351	NL2_S19_L00	nan	normal_lung	KL	in_vivo_tumor	3.28096	0.00000	0.86593	0.50224	0.65841	0.80354	-0.00227	1.95673	1.03715	1.00087	1.96892	0.39088
GSE274351_K_KP_KL_adenoma	GSE274351	NL3_S20_L00	nan	normal_lung	KL	in_vivo_tumor	3.82375	0.00000	1.51059	0.63006	1.04574	0.58687	0.48764	0.18776	0.79162	1.17002	0.59394	0.31172
GSE274351_K_KP_KL_adenoma	GSE274351	NL4_S21_L00	nan	normal_lung	KL	in_vivo_tumor	1.91456	0.00000	0.11451	0.81433	1.60714	0.87938	0.50553	0.01627	0.62921	0.93347	0.32497	0.14318
GSE137396_KL_vs_KP_nodules	GSE137396	KL77-Kras-Lkb1-NA	GSM4078508	KL_nodule	KL	in_vivo_tumor	7.35976	7.91152	-0.86732	-0.34744	1.19696	-0.74301	-1.29938	-0.35904	0.00449	0.37605	0.01618	0.79459
GSE137396_KL_vs_KP_nodules	GSE137396	KL80-Kras-Lkb1-NA	GSM4078509	KL_nodule	KL	in_vivo_tumor	7.17579	5.74041	0.61543	0.09079	-0.67045	0.29819	-0.31907	-0.30573	0.41004	-0.36819	-0.00851	-0.62999
GSE137396_KL_vs_KP_nodules	GSE137396	KL84-Kras-Lkb1-NA	GSM4078510	KL_nodule	KL	in_vivo_tumor	7.42949	7.99815	-1.39634	-1.23977	0.41174	-1.64987	-2.01422	-0.96555	-1.10821	-0.94268	-0.21127	0.61027
GSE137396_KL_vs_KP_nodules	GSE137396	KL5739-Kras-Lkb1-NA	GSM4078511	KL_nodule	KL	in_vivo_tumor	5.13295	9.75243	0.01795	-0.00231	-0.18023	-0.57814	-0.21184	1.18233	1.41246	1.20311	0.62294	0.76149
GSE137396_KL_vs_KP_nodules	GSE137396	KL6426-Kras-Lkb1-NA	GSM4078512	KL_nodule	KL	in_vivo_tumor	6.79805	6.41134	0.50457	0.50289	-0.36136	0.41436	0.37302	0.81319	0.51124	0.09881	1.08066	-0.16837
GSE137396_KL_vs_KP_nodules	GSE137396	KP_411-Kras-Trp53-Vehi	GSM4078515	KP_nodule	KL	in_vivo_tumor	6.17025	6.76787	1.70947	1.49773	1.03918	1.44097	0.83135	0.61246	-0.32101	0.50675	-0.10707	-0.41347
GSE137396_KL_vs_KP_nodules	GSE137396	KP_414-Kras-Trp53-Vehi	GSM4078514	KP_nodule	KL	in_vivo_tumor	5.48028	6.77860	0.49118	0.51797	0.46061	1.00991	1.16811	-0.12031	-0.22306	0.36473	-0.46047	-0.82855
GSE137396_KL_vs_KP_nodules	GSE137396	KPp3558-8-Kras-Trp53-Vehi	GSM4078517	KP_nodule	KL	in_vivo_tumor	6.27359	6.91461	-0.05680	0.03114	-0.83179	0.21107	0.42892	-0.26103	-0.39385	-0.41987	-0.11945	-0.31068
GSE137396_KL_vs_KP_nodules	GSE137396	KPp3910-14-Kras-Trp53-Vehi	GSM4078513	KP_nodule	KL	in_vivo_tumor	5.70075	7.96739	-0.50795	-0.32487	-0.45367	-0.20822	0.53186	-0.05627	-0.08164	-0.02636	-0.22214	0.19013
GSE137396_KL_vs_KP_nodules	GSE137396	KPp4006-9-Kras-Trp53-Vehi	GSM4078516	KP_nodule	KL	in_vivo_tumor	4.84816	6.82772	-0.51019	-0.72613	-0.61100	-0.19526	0.51124	-0.54006	-0.21046	-0.79234	-0.59088	-0.00543
GSE175479_K_KL_AMPK	GSE175479	K-1	nan	K_tumor	KL	in_vivo_tumor	6.22965	3.72207	1.55901	1.98494	0.54750	0.90967	1.12261	0.69461	0.16206	1.54225	0.85635	-0.00536
GSE175479_K_KL_AMPK	GSE175479	K-2	nan	K_tumor	KL	in_vivo_tumor	6.31878	6.10964	0.77722	0.85947	0.84051	0.40401	0.79873	0.44421	0.02988	0.74605	0.26440	-0.15637
GSE175479_K_KL_AMPK	GSE175479	K-3	nan	K_tumor	KL	in_vivo_tumor	6.84093	5.52334	-0.89468	-0.42414	0.11831	-0.43778	-0.35894	-0.28828	-0.21161	-0.61205	0.00515	-0.08442
GSE175479_K_KL_AMPK	GSE175479	K-4	nan	K_tumor	KL	in_vivo_tumor	7.08417	6.43907	-0.52568	-0.53876	-0.67114	-0.40129	0.69757	-1.01596	-0.46537	-0.64186	-0.33719	-0.67515
GSE175479_K_KL_AMPK	GSE175479	KAA-1	nan	KAA_tumor	KL	in_vivo_tumor	6.83512	6.27437	-0.14718	-0.19922	-0.37210	0.01586	0.77990	-0.41537	-0.14436	0.39342	-0.43425	0.05814
GSE175479_K_KL_AMPK	GSE175479	KAA-2	nan	KAA_tumor	KL	in_vivo_tumor	6.87542	6.32413	-0.56485	-0.73594	-0.83248	-0.21193	0.43054	-0.85463	-0.81209	-1.50120	-0.75183	-0.28098
GSE175479_K_KL_AMPK	GSE175479	KAA-3	nan	KAA_tumor	KL	in_vivo_tumor	5.58089	2.78899	-1.10104	-0.30130	-0.67344	0.18080	1.19235	-0.19441	0.29794	-0.11246	-0.55720	0.19786
GSE175479_K_KL_AMPK	GSE175479	KAA-4	nan	KAA_tumor	KL	in_vivo_tumor	5.70948	5.87435	-0.60476	-0.52840	-0.99288	-0.04890	0.12675	-0.56749	-0.53507	-1.12296	0.81384	0.65184
GSE175479_K_KL_AMPK	GSE175479	KL-1	nan	KL_tumor	KL	in_vivo_tumor	6.27019	7.42296	0.38155	-0.08913	0.46207	0.24626	-1.35145	0.56616	-0.06455	0.51312	0.28669	0.24305
GSE175479_K_KL_AMPK	GSE175479	KL-2	nan	KL_tumor	KL	in_vivo_tumor	7.56403	6.57452	0.84770	0.21014	0.05190	0.24535	-0.68071	0.91117	0.89834	0.57779	-0.12819	-0.16053
GSE175479_K_KL_AMPK	GSE175479	KL-3	nan	KL_tumor	KL	in_vivo_tumor	6.64287	6.62110	0.26218	0.31598	1.43834	-0.22499	-1.21572	0.07688	0.71348	-0.09420	0.00779	0.58851
GSE175479_K_KL_AMPK	GSE175479	KL-4	nan	KL_tumor	KL	in_vivo_tumor	6.69650	7.89958	0.01053	-0.55365	0.08342	-0.67706	-1.54163	0.64312	0.13133	0.31210	-0.02555	-0.37660
GSE274352_KP_KL_IFNB	GSE274352	KP2_empty2	nan	empty_vector	KL	cultured_cells	4.39280	7.93051		-0.78121	-1.00361	-0.80505		-1.14497	0.33414	-0.04062	0.33418	0.05292
GSE274352_KP_KL_IFNB	GSE274352	KP2_IFNBeta	nan	IFNbeta	KL	cultured_cells	5.48207	7.18851		0.45527	0.57068	0.47576		-0.02578	-0.26025	-0.55969	0.41674	0.46106
GSE274352_KP_KL_IFNB	GSE274352	KP3_empty2	nan	empty_vector	KL	cultured_cells	4.01313	6.55059		-0.79238	-1.01105	-0.92888		-0.55778	0.24656	0.18239	0.74005	0.47040
GSE274352_KP_KL_IFNB	GSE274352	KP3_IFNBeta	nan	IFNbeta	KL	cultured_cells	5.01701	6.83598		0.98413	0.84706	0.62964		-0.07429	-0.13331	-0.11419	-0.03411	0.73763
GSE274352_KP_KL_IFNB	GSE274352	KP1_empty	nan	empty_vector	KL	cultured_cells	3.54838	6.01836		-0.89143	-1.01695	-1.01480		-0.92732	-0.32555	0.21059	0.61834	-0.00958
GSE274352_KP_KL_IFNB	GSE274352	KP1_IFNBeta	nan	IFNbeta	KL	cultured_cells	3.90870	5.27163		1.00204	0.97594	0.96870		-0.41241	-0.69503	-0.43681	0.73645	0.21133
GSE274352_KP_KL_IFNB	GSE274352	KL2_empty2	nan	empty_vector	KL	cultured_cells	2.13856	5.87148		-1.07372	-0.86624	-0.99192		0.44270	0.22139	0.17394	-0.05909	-0.67559
GSE274352_KP_KL_IFNB	GSE274352	KL2_IFNBeta	nan	IFNbeta	KL	cultured_cells	5.58111	8.01592		0.98117	1.01263	1.30665		1.14987	-0.18104	-0.30476	-1.72831	-0.53404
GSE274352_KP_KL_IFNB	GSE274352	KL1_empty2	nan	empty_vector	KL	cultured_cells	2.37488	6.60435		-0.84509	-0.88111	-0.84176		-0.25771	0.29959	-0.36450	-0.65543	-0.30610
GSE274352_KP_KL_IFNB	GSE274352	KL1_IFNBeta	nan	IFNbeta	KL	cultured_cells	5.06183	7.74735		1.20476	1.26137	1.24451		0.88021	-0.82965	0.01474	0.36320	-0.34738
GSE274352_KP_KL_IFNB	GSE274352	KL3_empty	nan	empty_vector	KL	cultured_cells	2.91636	7.02663		-0.72167	-0.63890	-0.69827		0.15282	0.82515	0.78002	-0.05737	0.09907
GSE274352_KP_KL_IFNB	GSE274352	KL3_IFNBeta	nan	IFNbeta	KL	cultured_cells	2.86435	7.08034		0.47813	0.75017	0.65542		0.77466	0.49799	0.45889	-0.67466	-0.15971
GSE274352_KP_KL_STING	GSE274352	KP2_empty2	nan	empty_vector	KL	cultured_cells	4.39305	7.93077		0.09491	-0.72546	0.40157		-0.95106	0.15455		0.76056	0.05677
