sample	CD274	CLDN4	CD8A	CD8B	ImmuneScore	CD8_score	quartile	tacstd2_gate	tj7_used
TCGA-05-4424-01	5.4403	12.3135	8.3257	6.639	1169.53	7.48235	Q1	none	no
TCGA-05-4425-01	7.1154	12.2492	7.6333	5.6019	1600.66	6.6175999999999995	Q1	none	no
TCGA-05-4426-01	8.1975	12.6853	6.7589	4.8658	695.94	5.81235	Q2	none	no
TCGA-05-4427-01	8.1979	13.2546	8.2053	6.2125	823.37	7.2089	Q3	none	no
TCGA-05-4430-01	6.1662	13.9001	8.2556	6.1789	1304.67	7.21725	Q4	none	no
TCGA-05-4432-01	5.9031	12.9188	8.5163	7.1734	822.09	7.844849999999999	Q2	none	no
TCGA-05-4433-01	5.8379	13.1981	8.7479	6.2828	1499.08	7.51535	Q3	none	no
TCGA-05-4434-01	8.0329	13.5778	8.4747	6.6475	1881.89	7.5611	Q3	none	no
TCGA-05-5420-01	7.7476	12.009	9.741	8.2242	2704.93	8.9826	Q1	none	no
TCGA-05-5423-01	5.6463	14.1244	7.9407	6.6211	1820.79	7.2809	Q4	none	no
TCGA-05-5425-01	6.7611	13.4637	9.807	8.9088	1753.64	9.3579	Q3	none	no
TCGA-05-5428-01	5.9952	14.305	7.5246	6.2806	831.02	6.9026	Q4	none	no
TCGA-05-5429-01	2.9929	14.186	6.5155	5.5191	-66.98	6.0173000000000005	Q4	none	no
TCGA-05-5715-01	4.4648	14.3544	6.9494	4.5633	944.86	5.756349999999999	Q4	none	no
TCGA-35-3615-01	4.5089	12.6068	7.4308	5.9636	405.82	6.6972	Q2	none	no
TCGA-35-4122-01	8.0894	13.5875	9.7812	8.3269	2295.05	9.05405	Q3	none	no
TCGA-35-4123-01	9.0645	13.6557	11.6923	9.989	2138.23	10.84065	Q3	none	no
TCGA-35-5375-01	6.3183	13.1634	9.3886	7.4533	1039.07	8.42095	Q3	none	no
TCGA-38-4625-01	10.4492	12.4624	8.5807	5.7758	964.93	7.17825	Q1	none	no
TCGA-38-4626-01	7.2851	12.3126	7.8871	5.735	1926.47	6.81105	Q1	none	no
TCGA-38-4627-01	5.4248	12.7584	7.306	5.762	1512.22	6.534	Q2	none	no
TCGA-38-4628-01	4.7334	14.2623	5.1348	8.9957	720.64	7.06525	Q4	none	no
TCGA-38-4629-01	8.1602	13.2428	9.4195	7.3781	1883.89	8.3988	Q3	none	no
TCGA-38-4630-01	4.854	12.7047	7.6893	5.963	-361.37	6.82615	Q2	none	no
TCGA-38-4631-01	3.9189	13.0615	7.5827	6.6193	254.82	7.101	Q2	none	no
TCGA-38-4632-01	7.2151	13.8423	8.5996	6.8351	1531.5	7.71735	Q4	none	no
TCGA-38-6178-01	4.3576	12.8884	6.3038	3.834	409.24	5.0689	Q2	none	no
TCGA-38-7271-01	6.3619	13.6993	10.4978	8.2833	2743.79	9.390550000000001	Q4	none	no
TCGA-38-A44F-01	4.8277	12.4427	8.3401	6.4833	1875.62	7.4117	Q1	none	no
TCGA-44-2655-01	4.9318	12.8344	7.0921	4.8172	861.14	5.95465	Q2	none	no
TCGA-44-2656-01	8.8111	13.5818	10.496	8.8024	2175.91	9.6492	Q3	none	no
TCGA-44-2657-01	6.0466	13.965	10.4646	8.6108	2387.9	9.537700000000001	Q4	none	no
TCGA-44-2659-01	5.7798	12.9296	9.5117	7.4772	1273.63	8.49445	Q2	none	no
TCGA-44-2661-01	6.6908	12.9428	9.7907	8.3259	2577.1	9.0583	Q2	none	no
TCGA-44-2662-01	8.6592	13.9337	6.2421	4.1308	1702.24	5.18645	Q4	none	no
TCGA-44-2665-01	7.355	12.3185	6.7577	4.542	1324.81	5.64985	Q1	none	no
TCGA-44-2666-01	7.0976	12.9675	7.9365	5.4716	135.45	6.70405	Q2	none	no
TCGA-44-2668-01	8.3563	12.7566	9.5757	6.9458	1861.47	8.26075	Q2	none	no
TCGA-44-3396-01	8.2521	14.0732	9.4379	7.1876	1885.83	8.312750000000001	Q4	none	no
TCGA-44-3398-01	7.752	12.112	8.1523	6.7953	1896.59	7.473800000000001	Q1	none	no
TCGA-44-3918-01	9.4522	13.4274	10.0747	8.4112	2304.0	9.24295	Q3	none	no
TCGA-44-3919-01	7.4322	13.3954	9.1099	7.4511	1640.92	8.2805	Q3	none	no
TCGA-44-4112-01	6.2725	13.5334	8.0708	6.1473	626.49	7.10905	Q3	none	no
TCGA-44-5643-01	4.894	12.1336	8.2214	5.9637	412.41	7.092549999999999	Q1	none	no
TCGA-44-5644-01	3.1667	12.2472	6.8251	5.5305	-640.82	6.1777999999999995	Q1	none	no
TCGA-44-5645-01	5.8813	12.9091	7.8521	5.6536	1680.22	6.7528500000000005	Q2	none	no
TCGA-44-6145-01	7.8474	12.0583	10.4305	7.791	1890.66	9.11075	Q1	none	no
TCGA-44-6146-01	4.7879	11.3115	6.7781	4.5858	-208.62	5.6819500000000005	Q1	none	no
TCGA-44-6147-01	4.3696	13.7565	8.2178	5.9589	1026.48	7.08835	Q4	none	no
TCGA-44-6148-01	5.4895	11.9937	7.2125	8.4435	689.74	7.828	Q1	none	no
TCGA-44-6774-01	5.5689	12.2869	6.826	4.2919	1020.11	5.558949999999999	Q1	none	no
TCGA-44-6775-01	6.2897	12.7879	7.1936	4.9202	1481.59	6.056900000000001	Q2	none	no
TCGA-44-6776-01	4.2449	12.9028	6.5931	5.0894	-274.42	5.8412500000000005	Q2	none	no
TCGA-44-6777-01	7.612	12.4753	7.7095	5.3193	2264.99	6.5144	Q1	none	no
TCGA-44-6778-01	8.2703	11.2938	9.8727	7.2176	2425.86	8.54515	Q1	none	no
TCGA-44-6779-01	7.1094	12.3705	9.9315	7.6456	1886.98	8.78855	Q1	none	no
TCGA-44-7659-01	6.1088	13.439	7.1749	4.4546	614.81	5.81475	Q3	none	no
TCGA-44-7660-01	6.2292	12.3919	6.7412	7.9729	255.7	7.35705	Q1	none	no
TCGA-44-7661-01	9.9704	13.1095	8.0978	5.6448	1668.3	6.8713	Q2	none	no
TCGA-44-7662-01	7.1425	13.66	7.9429	5.7933	1013.44	6.8681	Q3	none	no
TCGA-44-7667-01	4.7353	12.1373	6.402	3.5009	-314.04	4.95145	Q1	none	no
TCGA-44-7669-01	6.544	11.8764	8.3189	5.7149	737.61	7.0169	Q1	none	no
TCGA-44-7670-01	5.438	13.4328	7.5309	7.7056	-288.38	7.61825	Q3	none	no
TCGA-44-7671-01	4.3377	12.6456	5.7947	3.924	-185.72	4.85935	Q2	none	no
TCGA-44-7672-01	7.1885	13.4386	8.868	6.5048	2095.52	7.686400000000001	Q3	none	no
TCGA-44-8117-01	6.7924	14.331	7.4843	4.6434	286.52	6.06385	Q4	none	no
TCGA-44-8119-01	5.873	12.0346	7.9341	5.7158	726.62	6.824949999999999	Q1	none	no
TCGA-44-8120-01	5.4742	13.6934	7.1094	4.0857	557.79	5.59755	Q4	none	no
TCGA-44-A479-01	6.8676	10.89	9.968	7.1472	2044.8	8.5576	Q1	none	no
TCGA-44-A47A-01	6.1624	12.4884	7.2718	5.3181	1396.49	6.29495	Q1	none	no
TCGA-44-A47B-01	4.3081	12.1678	9.0348	6.2941	800.34	7.66445	Q1	none	no
TCGA-44-A47G-01	7.6691	12.7558	9.829	7.1494	2129.05	8.4892	Q2	none	no
TCGA-44-A4SS-01	6.0155	14.2554	9.2294	6.9211	1623.66	8.07525	Q4	none	no
TCGA-44-A4SU-01	5.4659	13.7425	7.0698	4.9782	560.74	6.024	Q4	none	no
TCGA-49-4486-01	3.2697	13.6094	6.9813	5.1394	-260.68	6.06035	Q3	none	no
TCGA-49-4487-01	5.8858	12.8205	10.0429	7.1972	1750.25	8.620049999999999	Q2	none	no
TCGA-49-4488-01	6.6762	14.2491	9.0679	7.2564	952.61	8.16215	Q4	none	no
TCGA-49-4490-01	3.4978	14.7058	6.848	5.789	422.16	6.3185	Q4	none	no
TCGA-49-4494-01	6.1057	14.4296	8.7417	7.171	896.17	7.9563500000000005	Q4	none	no
TCGA-49-4501-01	6.0327	13.6714	7.9818	6.53	1166.92	7.2559000000000005	Q4	none	no
TCGA-49-4505-01	6.553	14.4127	9.1952	7.5838	1593.88	8.3895	Q4	none	no
TCGA-49-4506-01	5.2783	11.0784	10.3526	9.1142	1325.99	9.7334	Q1	none	no
TCGA-49-4507-01	4.5322	12.1646	10.6705	8.2868	1596.48	9.47865	Q1	none	no
TCGA-49-4510-01	4.9548	13.7191	6.9828	6.6481	134.65	6.81545	Q4	none	no
TCGA-49-4512-01	4.2233	13.6541	5.5345	2.9851	946.42	4.2598	Q3	none	no
TCGA-49-4514-01	3.3478	12.6243	8.7819	7.1	736.9	7.94095	Q2	none	no
TCGA-49-6742-01	4.4999	13.5595	6.7797	4.4515	-310.81	5.615600000000001	Q3	none	no
TCGA-49-6743-01	7.1778	12.7352	7.8856	5.5247	706.77	6.70515	Q2	none	no
TCGA-49-6744-01	6.1239	13.0655	9.4185	7.25	1972.73	8.33425	Q2	none	no
TCGA-49-6745-01	9.7282	13.9721	9.4148	6.7368	1535.71	8.0758	Q4	none	no
TCGA-49-6761-01	8.3896	13.4638	9.035	6.1725	1072.12	7.60375	Q3	none	no
TCGA-49-6767-01	7.7093	14.9288	9.3511	6.6153	1054.45	7.9832	Q4	none	no
TCGA-49-AAQV-01	6.3978	13.8427	7.8898	6.1996	893.75	7.044700000000001	Q4	none	no
TCGA-49-AAR0-01	4.8708	13.9141	8.1094	5.9767	1253.03	7.043050000000001	Q4	none	no
TCGA-49-AAR2-01	4.0415	12.3571	8.094	5.856	814.21	6.975	Q1	none	no
TCGA-49-AAR3-01	8.6717	12.7714	10.5799	8.2236	2039.42	9.40175	Q2	none	no
TCGA-49-AAR4-01	6.8706	13.5861	11.6511	9.3425	1933.89	10.4968	Q3	none	no
TCGA-49-AAR9-01	4.0534	14.4641	7.2992	4.9027	-428.43	6.10095	Q4	none	no
TCGA-49-AARE-01	4.1571	14.5891	7.9365	5.7373	487.32	6.8369	Q4	none	no
TCGA-49-AARN-01	6.0428	13.4552	7.667	5.9587	559.96	6.81285	Q3	none	no
TCGA-49-AARO-01	6.6872	13.9747	8.2409	6.4509	1748.28	7.3459	Q4	none	no
TCGA-49-AARQ-01	4.8624	12.1781	7.8816	8.3173	617.0	8.09945	Q1	none	no
TCGA-49-AARR-01	6.5759	12.4642	8.5877	6.9539	1279.55	7.7707999999999995	Q1	none	no
TCGA-4B-A93V-01	9.3718	12.8136	7.1542	5.632	386.93	6.3931000000000004	Q2	none	no
TCGA-50-5044-01	7.8536	10.4577	8.9701	6.4082	1010.87	7.68915	Q1	none	no
TCGA-50-5045-01	6.9154	13.0188	9.481	7.7513	2418.37	8.61615	Q2	none	no
TCGA-50-5049-01	7.0997	13.5377	10.9426	9.2025	2846.07	10.07255	Q3	none	no
TCGA-50-5051-01	4.4019	13.4833	7.1495	5.1005	-204.87	6.125	Q3	none	no
TCGA-50-5055-01	5.0251	12.7665	10.0987	8.176	2735.92	9.13735	Q2	none	no
TCGA-50-5066-01	6.4612	13.162	10.3138	9.6245	2207.84	9.969149999999999	Q3	none	no
TCGA-50-5068-01	5.8222	13.7123	9.7169	8.4222	2162.42	9.06955	Q4	none	no
TCGA-50-5072-01	5.5319	13.0629	6.5162	4.9553	86.92	5.73575	Q2	none	no
TCGA-50-5930-01	5.2039	12.7199	9.1193	6.5743	1171.53	7.8468	Q2	none	no
TCGA-50-5931-01	2.9899	13.0229	5.8216	7.2104	-703.47	6.516	Q2	none	no
TCGA-50-5932-01	4.5511	14.3326	5.8251	3.4562	-21.09	4.64065	Q4	none	no
TCGA-50-5933-01	9.0321	12.5462	7.5837	5.0728	1453.04	6.328250000000001	Q2	none	no
TCGA-50-5935-01	5.5883	14.1507	7.9981	5.5883	938.7	6.793200000000001	Q4	none	no
TCGA-50-5936-01	5.083	14.0301	6.5963	4.0944	577.59	5.34535	Q4	none	no
TCGA-50-5939-01	7.0028	11.7306	6.0884	4.2833	1354.23	5.18585	Q1	none	no
TCGA-50-5941-01	7.6556	13.1522	10.0181	7.4803	2174.4	8.7492	Q2	none	no
TCGA-50-5942-01	5.0429	12.384	8.0742	5.722	501.69	6.8980999999999995	Q1	none	no
TCGA-50-5944-01	5.1103	13.5533	6.5499	4.6664	562.64	5.60815	Q3	none	no
TCGA-50-5946-01	4.8888	13.5318	6.8598	6.8438	-559.22	6.8518	Q3	none	no
TCGA-50-6590-01	8.8981	11.949	9.2312	6.9958	1747.56	8.1135	Q1	none	no
TCGA-50-6591-01	2.6727	10.4684	1.9953	4.1478	-1355.85	3.0715500000000002	Q1	none	no
TCGA-50-6592-01	6.4007	13.6928	9.8472	7.187	1411.86	8.517100000000001	Q4	none	no
TCGA-50-6593-01	6.941	13.1307	6.3544	4.1953	1117.37	5.27485	Q2	none	no
TCGA-50-6594-01	10.6897	13.8267	6.1865	2.5679	378.12	4.3772	Q4	none	no
TCGA-50-6595-01	8.9916	12.3902	8.169	5.8316	1101.63	7.0003	Q1	none	no
TCGA-50-6597-01	3.2453	12.832	7.8037	6.6569	1239.12	7.2303	Q2	none	no
TCGA-50-6673-01	4.8033	12.8528	6.021	3.4719	552.94	4.74645	Q2	none	no
TCGA-50-7109-01	4.6672	12.7292	8.8716	6.2605	683.67	7.566050000000001	Q2	none	no
TCGA-50-8457-01	5.7139	13.6486	8.8824	7.0534	1706.71	7.9679	Q3	none	no
TCGA-50-8459-01	5.2871	11.3731	7.9849	5.9539	1991.35	6.9694	Q1	none	no
TCGA-50-8460-01	5.7788	13.2652	7.9626	6.3495	1476.01	7.1560500000000005	Q3	none	no
TCGA-53-7624-01	7.1934	12.3371	7.4323	6.5013	134.43	6.966799999999999	Q1	none	no
TCGA-53-7626-01	6.4974	13.952	9.651	7.0709	2014.96	8.360949999999999	Q4	none	no
TCGA-53-7813-01	4.7929	11.7644	9.2268	7.5471	321.87	8.38695	Q1	none	no
TCGA-53-A4EZ-01	4.5977	12.4489	7.3565	5.3758	-158.97	6.366149999999999	Q1	none	no
TCGA-55-1592-01	5.9134	13.2875	6.9209	4.7247	678.65	5.8228	Q3	none	no
TCGA-55-1594-01	6.2193	11.8043	7.5941	9.3607	388.8	8.4774	Q1	none	no
TCGA-55-1595-01	6.1034	12.7133	8.4188	6.4741	657.33	7.44645	Q2	none	no
TCGA-55-1596-01	4.4411	13.5284	7.5734	5.5048	115.69	6.5391	Q3	none	no
TCGA-55-5899-01	5.984	12.7733	8.209	6.1673	546.84	7.18815	Q2	none	no
TCGA-55-6543-01	6.8278	13.5398	6.647	4.3185	1030.03	5.48275	Q3	none	no
TCGA-55-6642-01	5.9375	12.0786	8.8991	7.1285	1015.45	8.0138	Q1	none	no
TCGA-55-6712-01	7.791	13.9914	10.2819	8.2561	1724.57	9.269	Q4	none	no
TCGA-55-6968-01	6.9145	13.0584	8.7796	6.6525	1004.19	7.71605	Q2	none	no
TCGA-55-6969-01	6.2712	12.4594	9.1315	6.8039	1553.53	7.967700000000001	Q1	none	no
TCGA-55-6970-01	6.7842	11.7718	8.5305	5.9095	1165.87	7.220000000000001	Q1	none	no
TCGA-55-6971-01	7.2296	12.1784	10.3594	7.6881	2188.12	9.02375	Q1	none	no
TCGA-55-6972-01	2.7458	14.1394	5.6789	4.1798	-890.33	4.9293499999999995	Q4	none	no
TCGA-55-6975-01	3.4671	12.4289	7.617	5.0379	320.2	6.32745	Q1	none	no
TCGA-55-6978-01	9.4316	13.3122	10.6161	8.4426	2104.05	9.52935	Q3	none	no
TCGA-55-6979-01	8.2778	13.2114	9.8298	7.7544	2374.28	8.792100000000001	Q3	none	no
TCGA-55-6980-01	6.3942	14.0199	7.6306	5.6586	1570.8	6.6446000000000005	Q4	none	no
TCGA-55-6981-01	6.2057	14.9573	5.3698	2.836	377.39	4.1029	Q4	none	no
TCGA-55-6982-01	6.3435	14.8829	7.4147	5.7674	1098.55	6.59105	Q4	none	no
TCGA-55-6983-01	5.025	13.1022	8.9082	6.5802	1311.47	7.7442	Q2	none	no
TCGA-55-6984-01	5.2312	13.5138	6.4717	4.5197	317.67	5.4957	Q3	none	no
TCGA-55-6985-01	6.8194	14.2372	8.7783	6.4023	1333.03	7.5903	Q4	none	no
TCGA-55-6986-01	5.5921	13.3351	7.3428	4.7636	795.08	6.0532	Q3	none	no
TCGA-55-6987-01	7.9345	12.335	10.7359	8.1703	2592.94	9.4531	Q1	none	no
TCGA-55-7227-01	7.2963	13.1812	8.0979	5.9173	1529.54	7.0076	Q3	none	no
TCGA-55-7281-01	4.9098	14.6259	8.4095	5.8856	1660.24	7.14755	Q4	none	no
TCGA-55-7283-01	5.5271	14.1729	8.4172	5.8984	769.03	7.1578	Q4	none	no
TCGA-55-7284-01	6.1835	13.2588	8.0965	6.2081	1150.73	7.1523	Q3	none	no
TCGA-55-7570-01	4.6668	12.6991	8.1794	8.7821	-760.68	8.48075	Q2	none	no
TCGA-55-7573-01	5.493	12.4929	7.9796	5.3303	1275.68	6.6549499999999995	Q1	none	no
TCGA-55-7574-01	5.6037	12.0012	9.6388	7.4168	1929.01	8.5278	Q1	none	no
TCGA-55-7576-01	6.0392	13.845	8.4702	6.0867	812.72	7.27845	Q4	none	no
TCGA-55-7724-01	5.9336	10.7851	8.6359	6.1526	1534.79	7.3942499999999995	Q1	none	no
TCGA-55-7725-01	6.9284	11.6398	8.6707	6.5131	1556.43	7.5919	Q1	none	no
TCGA-55-7726-01	5.0419	12.2533	6.7479	3.0177	645.05	4.8828	Q1	none	no
TCGA-55-7727-01	6.2171	12.0609	8.319	6.0474	1009.84	7.1832	Q1	none	no
TCGA-55-7728-01	6.3532	12.821	8.2088	6.2447	2426.3	7.22675	Q2	none	no
TCGA-55-7815-01	6.9098	9.6647	7.5953	4.2507	1254.93	5.923	Q1	none	no
TCGA-55-7816-01	6.7095	10.4825	9.1754	7.0035	1701.33	8.08945	Q1	none	no
TCGA-55-7903-01	7.685	13.7809	8.7632	6.0825	827.74	7.4228499999999995	Q4	none	no
TCGA-55-7907-01	5.7384	13.47	8.6764	6.8376	1114.45	7.757	Q3	none	no
TCGA-55-7910-01	4.9369	12.1569	5.6724	4.2167	-32.1	4.94455	Q1	none	no
TCGA-55-7911-01	7.8547	13.1006	9.9155	7.1935	1628.37	8.5545	Q2	none	no
TCGA-55-7913-01	3.8567	13.9538	6.7592	4.4748	-333.2	5.617	Q4	none	no
TCGA-55-7914-01	6.3212	13.1786	8.8211	6.6997	755.31	7.7604	Q3	none	no
TCGA-55-7994-01	9.6723	12.9841	9.7072	7.7964	1675.55	8.7518	Q2	none	no
TCGA-55-7995-01	7.3116	13.7061	10.0194	8.4575	1934.22	9.23845	Q4	none	no
TCGA-55-8085-01	5.5946	12.7947	9.2834	7.0501	1308.46	8.16675	Q2	none	no
TCGA-55-8087-01	4.0624	13.2314	5.4799	3.9032	283.83	4.691549999999999	Q3	none	no
TCGA-55-8089-01	7.9199	11.6759	10.5624	7.8975	2495.84	9.22995	Q1	none	no
TCGA-55-8090-01	7.9441	13.9407	6.7361	4.5612	771.29	5.64865	Q4	none	no
TCGA-55-8091-01	8.0089	13.004	7.1038	4.4099	1378.71	5.75685	Q2	none	no
TCGA-55-8092-01	6.4771	12.4752	10.1065	8.056	1472.48	9.08125	Q1	none	no
TCGA-55-8094-01	3.2241	13.6028	5.3761	3.6916	-1004.32	4.53385	Q3	none	no
TCGA-55-8096-01	5.2986	13.0661	7.565	5.8751	1211.05	6.7200500000000005	Q2	none	no
TCGA-55-8097-01	4.8188	13.5792	6.9669	5.2717	660.76	6.1193	Q3	none	no
TCGA-55-8203-01	6.0988	13.3033	8.7978	6.9722	935.04	7.885	Q3	none	no
TCGA-55-8204-01	6.6241	12.1725	7.993	5.729	834.84	6.861000000000001	Q1	none	no
TCGA-55-8205-01	9.5738	12.9263	10.1244	7.9661	2213.07	9.04525	Q2	none	no
TCGA-55-8206-01	5.8056	13.083	6.351	4.6222	1882.97	5.4866	Q2	none	no
TCGA-55-8207-01	5.9378	13.9501	7.9521	5.6862	1218.22	6.8191500000000005	Q4	none	no
TCGA-55-8208-01	8.1892	12.9167	9.5071	7.7275	2493.47	8.6173	Q2	none	no
TCGA-55-8299-01	7.3726	11.3939	10.4172	8.273	2096.41	9.345099999999999	Q1	none	no
TCGA-55-8301-01	8.2932	13.3162	9.4844	7.6541	2126.21	8.56925	Q3	none	no
TCGA-55-8302-01	9.0066	14.9435	8.1994	5.6361	760.01	6.91775	Q4	none	no
TCGA-55-8505-01	3.9205	13.815	5.4009	3.6084	-273.52	4.50465	Q4	none	no
TCGA-55-8506-01	6.235	13.2701	7.5058	5.296	812.03	6.4009	Q3	none	no
TCGA-55-8507-01	4.9431	13.0026	6.9648	4.7822	282.23	5.8735	Q2	none	no
TCGA-55-8508-01	5.1846	13.7315	7.3073	5.47	728.07	6.38865	Q4	none	no
TCGA-55-8510-01	7.1597	13.7664	9.2203	7.0373	1830.03	8.1288	Q4	none	no
TCGA-55-8511-01	8.4893	13.6603	8.8618	6.4394	1367.24	7.650600000000001	Q4	none	no
TCGA-55-8512-01	5.3976	13.4602	7.1723	7.6232	215.31	7.39775	Q3	none	no
TCGA-55-8513-01	6.5158	12.5247	6.867	4.5848	1754.91	5.7259	Q1	none	no
TCGA-55-8514-01	5.7864	14.4052	5.8362	3.3266	640.12	4.5814	Q4	none	no
TCGA-55-8614-01	5.0742	12.7772	7.7422	4.9911	236.29	6.36665	Q2	none	no
TCGA-55-8615-01	3.7902	12.1794	4.5846	2.9913	-272.08	3.78795	Q1	none	no
TCGA-55-8616-01	6.392	14.2407	7.648	5.9026	278.38	6.7753	Q4	none	no
TCGA-55-8619-01	6.0367	13.0374	9.0462	7.3886	2150.43	8.217400000000001	Q2	none	no
TCGA-55-8620-01	5.8014	13.4318	8.6605	6.6327	433.59	7.6466	Q3	none	no
TCGA-55-8621-01	7.8705	12.3754	8.517	5.8391	2115.34	7.17805	Q1	none	no
TCGA-55-A48X-01	6.1174	13.7898	8.5985	6.3075	1495.84	7.452999999999999	Q4	none	no
TCGA-55-A48Y-01	4.5272	11.1427	7.0817	5.1775	421.03	6.1296	Q1	none	no
TCGA-55-A48Z-01	6.6228	14.2594	8.1717	6.4028	791.06	7.28725	Q4	none	no
TCGA-55-A490-01	4.785	13.1959	7.0802	4.4041	683.14	5.74215	Q3	none	no
TCGA-55-A491-01	6.5733	14.1298	7.7473	7.6055	1166.68	7.6764	Q4	none	no
TCGA-55-A492-01	1.0505	12.8497	6.2272	4.8771	173.43	5.55215	Q2	none	no
TCGA-55-A493-01	8.8056	14.1584	8.8862	6.6282	1603.38	7.7572	Q4	none	no
TCGA-55-A494-01	3.2366	14.8775	4.8768	7.2996	-1014.81	6.0882000000000005	Q4	none	no
TCGA-55-A4DF-01	7.5775	12.3733	8.8928	7.4912	1137.51	8.192	Q1	none	no
TCGA-55-A4DG-01	4.9814	13.1414	8.7333	6.5108	904.58	7.62205	Q2	none	no
TCGA-55-A57B-01	6.0799	14.5326	6.4896	4.6827	918.24	5.58615	Q4	none	no
TCGA-62-8394-01	5.2002	14.3344	6.6672	7.5556	375.35	7.1114	Q4	none	no
TCGA-62-8395-01	3.471	13.0498	6.9314	4.9866	175.31	5.959	Q2	none	no
TCGA-62-8397-01	5.1117	13.2464	5.6621	3.8216	895.35	4.7418499999999995	Q3	none	no
TCGA-62-8398-01	6.4545	13.4028	7.3698	5.0236	695.22	6.1967	Q3	none	no
TCGA-62-8399-01	6.4279	13.5222	7.8585	5.1769	107.36	6.5177	Q3	none	no
TCGA-62-8402-01	7.4787	12.3061	9.1259	9.1931	1313.22	9.1595	Q1	none	no
TCGA-62-A46O-01	4.0538	10.838	5.6129	4.0045	-1098.74	4.8087	Q1	none	no
TCGA-62-A46P-01	3.7038	11.2594	6.5923	4.6473	-47.42	5.6198	Q1	none	no
TCGA-62-A46R-01	5.7149	13.7209	8.5005	7.2721	1204.85	7.8863	Q4	none	no
TCGA-62-A46S-01	5.4391	12.7215	7.4544	5.552	641.82	6.5032	Q2	none	no
TCGA-62-A46U-01	8.8211	12.7864	9.0884	6.2828	2534.86	7.6856	Q2	none	no
TCGA-62-A46V-01	4.3821	12.5703	4.2377	2.576	185.23	3.4068500000000004	Q2	none	no
TCGA-62-A46Y-01	7.4834	13.5356	8.7866	6.1121	1483.53	7.44935	Q3	none	no
TCGA-62-A470-01	4.8122	12.2752	6.0503	4.8122	133.7	5.43125	Q1	none	no
TCGA-62-A471-01	4.555	12.5541	7.8271	5.5078	-186.32	6.66745	Q2	none	no
TCGA-62-A472-01	7.3502	13.1811	8.9349	6.7308	859.27	7.8328500000000005	Q3	none	no
TCGA-64-1676-01	7.9603	13.836	8.7868	7.7488	1720.12	8.2678	Q4	none	no
TCGA-64-1677-01	6.8009	13.1946	8.4603	6.7284	802.42	7.59435	Q3	none	no
TCGA-64-1678-01	3.0862	12.9673	7.3736	5.1175	-609.99	6.24555	Q2	none	no
TCGA-64-1679-01	6.664	13.4903	5.1273	3.553	877.76	4.3401499999999995	Q3	none	no
TCGA-64-1680-01	4.8406	14.2411	6.7127	4.6817	226.42	5.6972000000000005	Q4	none	no
TCGA-64-1681-01	5.1431	13.886	5.9811	3.6514	948.01	4.81625	Q4	none	no
TCGA-64-5774-01	5.3985	13.3238	6.8882	9.0682	-529.23	7.978199999999999	Q3	none	no
TCGA-64-5775-01	9.218	10.5857	5.9055	4.1463	407.23	5.0259	Q1	none	no
TCGA-64-5778-01	6.8797	13.6608	10.7756	8.8641	1864.53	9.81985	Q4	none	no
TCGA-64-5779-01	5.1774	11.4315	8.6598	6.3433	725.43	7.50155	Q1	none	no
