stratum_network	module	dataset	unit_id	n_cells_scored	n_genes	score	frac_tnk	mal_CLDN4_pct	locked_ifn_score	locked_tj_score
CLDN4pos	ME4	GSE123902	LX699	46	177	11.413132445769213	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME4	GSE123902	LX701	90	177	11.522316618708738	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME4	GSE131907	BRONCHO_11	203	177	11.668954489377537	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME4	GSE131907	BRONCHO_58	460	177	11.774445031358338	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME4	GSE131907	EBUS_06	1186	177	11.722521068052172	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME4	GSE131907	EBUS_10	367	177	11.517633902126022	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME4	GSE131907	EBUS_12	257	177	11.68693001451635	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME4	GSE131907	EBUS_13	376	177	10.78533249676834	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME4	GSE131907	EBUS_15	256	177	11.871919023798018	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME4	GSE131907	EBUS_19	217	177	11.858838364557862	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME4	GSE131907	EBUS_28	4640	177	11.856202134368584	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME4	GSE131907	EBUS_49	114	177	11.546611030831553	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
CLDN4pos	ME4	GSE131907	EBUS_51	1285	177	11.558286088062813	0.349007633587786	85.3696498054475	4.19246025631456	3.56755551379343
CLDN4pos	ME4	GSE131907	NS_02	181	177	11.3395661435886	0.422395157803718	58.5635359116022	3.61872671393463	3.19011678038467
CLDN4pos	ME4	GSE131907	NS_03	2713	177	11.650752871006882	0.048494983277592	93.1441208993734	3.51068985617224	3.39065229947677
CLDN4pos	ME4	GSE131907	NS_04	1229	177	11.628047625017706	0.0688025210084034	89.3409275834011	3.83907948931277	3.58204510644082
CLDN4pos	ME4	GSE131907	NS_06	83	177	11.59256597070446	0.357943925233645	60.2409638554217	3.94837406277152	3.08118895403446
CLDN4pos	ME4	GSE131907	NS_07	5108	177	11.64161072618269	0.0289703315881326	90.407204385278	3.04178034543544	3.46529885524548
CLDN4pos	ME4	GSE131907	NS_12	2811	177	11.909738658958863	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME4	GSE131907	NS_13	1352	177	11.56319365988774	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME4	GSE131907	NS_16	79	177	11.168156135659668	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME4	GSE131907	NS_17	1112	177	11.31952016946084	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME4	GSE131907	NS_19	755	177	11.794640090355632	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME4	GSE205335	P0031	319	177	11.793083005496651	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME4	GSE205335	P1006	1282	177	11.764692289664865	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME4	GSE205335	P1015	291	177	11.877391543197755	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME4	GSE205335	P1016	5336	177	11.540361722574696	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME4	GSE205335	P1017	2186	177	11.745713649742408	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME4	GSE205335	P1018	1180	177	11.959179364013172	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME4	GSE205335	P1025	980	177	11.592328437275615	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME4	GSE205335	P1027	1318	177	11.916432461824646	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME4	GSE205335	P1030	603	177	11.794416637012413	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME4	GSE205335	P1037	3671	177	11.035510803592347	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME4	GSE205335	P1056	2386	177	11.574668003111855	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME4	GSE205335	P1062	188	177	11.717864077132184	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME4	GSE205335	P1063	131	177	11.641024682268819	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME4	GSE205335	P1072	406	177	11.535107002728328	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME4	GSE205335	P1076	849	177	11.64914371563893	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME4	GSE205335	P1079	543	177	11.97950567435901	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME4	GSE205335	P1084	196	177	11.98392415609747	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME4	GSE205335	P1089	1063	177	11.578675334969207	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME4	GSE205335	P1090	566	177	11.42791802650208	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME4	GSE205335	P1115	3769	177	11.596798919712851	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME4	GSE205335	P1119	1222	177	11.750547999991369	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME4	GSE205335	P4001	27	177	11.698373687801345	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME4	GSE189357	TD1	2186	177	11.948890590062051	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME4	GSE189357	TD2	1207	177	11.672812455192155	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME4	GSE189357	TD3	664	177	11.796858098822886	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME4	GSE189357	TD4	491	177	11.78909773899252	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME4	GSE189357	TD5	1736	177	11.598670095070743	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME4	GSE189357	TD6	1211	177	11.773405117107446	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME4	GSE189357	TD7	849	177	11.526807068416685	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME4	GSE189357	TD8	1019	177	11.63202841728987	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME4	GSE189357	TD9	4889	177	11.530206209153375	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME5	GSE123902	LX255B	228	140	11.337148293517176	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME5	GSE123902	LX653	145	140	11.380682210655932	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME5	GSE123902	LX661	117	140	11.528628434364318	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME5	GSE123902	LX666	786	140	11.642532736210674	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME5	GSE123902	LX675	618	140	11.731142419210755	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME5	GSE123902	LX676	147	140	11.60805304637567	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME5	GSE123902	LX679	497	140	11.459351251984254	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME5	GSE123902	LX680	258	140	11.625166726969098	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME5	GSE123902	LX681	1207	140	11.543699260657498	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME5	GSE123902	LX682	421	140	11.734991610086903	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME5	GSE123902	LX684	173	140	11.414167616583148	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
CLDN4pos	ME5	GSE123902	LX699	46	140	11.647927493110446	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME5	GSE123902	LX701	90	140	11.522518266354403	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME5	GSE131907	BRONCHO_11	203	140	11.476166453679363	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME5	GSE131907	BRONCHO_58	460	140	11.444565858638114	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME5	GSE131907	EBUS_06	1186	140	11.366344931340583	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME5	GSE131907	EBUS_10	367	140	11.495163528888803	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME5	GSE131907	EBUS_12	257	140	11.72539316707567	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME5	GSE131907	EBUS_13	376	140	11.473119974189457	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME5	GSE131907	EBUS_15	256	140	11.475112070458984	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME5	GSE131907	EBUS_19	217	140	11.44097045828506	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME5	GSE131907	EBUS_28	4640	140	11.497698009341596	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME5	GSE131907	EBUS_49	114	140	11.321149087324285	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
CLDN4pos	ME5	GSE131907	EBUS_51	1285	140	11.664075571180856	0.349007633587786	85.3696498054475	4.19246025631456	3.56755551379343
CLDN4pos	ME5	GSE131907	NS_02	181	140	11.494151378960785	0.422395157803718	58.5635359116022	3.61872671393463	3.19011678038467
CLDN4pos	ME5	GSE131907	NS_03	2713	140	11.483779277484278	0.048494983277592	93.1441208993734	3.51068985617224	3.39065229947677
CLDN4pos	ME5	GSE131907	NS_04	1229	140	11.56016847283491	0.0688025210084034	89.3409275834011	3.83907948931277	3.58204510644082
CLDN4pos	ME5	GSE131907	NS_06	83	140	11.67151814436346	0.357943925233645	60.2409638554217	3.94837406277152	3.08118895403446
CLDN4pos	ME5	GSE131907	NS_07	5108	140	11.51730006830759	0.0289703315881326	90.407204385278	3.04178034543544	3.46529885524548
CLDN4pos	ME5	GSE131907	NS_12	2811	140	11.530026953482679	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME5	GSE131907	NS_13	1352	140	11.541204090388591	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME5	GSE131907	NS_16	79	140	11.47674758580309	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME5	GSE131907	NS_17	1112	140	11.494665760806603	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME5	GSE131907	NS_19	755	140	11.596219382641214	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME5	GSE205335	P0031	319	140	11.670585769314513	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME5	GSE205335	P1006	1282	140	11.416224529823879	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME5	GSE205335	P1015	291	140	11.461691298638101	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME5	GSE205335	P1016	5336	140	11.674275758829692	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME5	GSE205335	P1017	2186	140	11.610343125747729	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME5	GSE205335	P1018	1180	140	11.724501761651586	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME5	GSE205335	P1025	980	140	11.489012443018051	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME5	GSE205335	P1027	1318	140	11.66815975278296	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME5	GSE205335	P1030	603	140	11.551624557181869	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME5	GSE205335	P1037	3671	140	11.457106879210908	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME5	GSE205335	P1056	2386	140	11.562032084006262	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME5	GSE205335	P1062	188	140	11.774704950886402	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME5	GSE205335	P1063	131	140	11.684664188170785	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME5	GSE205335	P1072	406	140	11.550507173676719	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME5	GSE205335	P1076	849	140	11.506642477757103	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME5	GSE205335	P1079	543	140	11.629854074737311	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME5	GSE205335	P1084	196	140	11.750952769420465	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME5	GSE205335	P1089	1063	140	11.48951513590653	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME5	GSE205335	P1090	566	140	11.44561180197791	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME5	GSE205335	P1115	3769	140	11.61043917909233	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME5	GSE205335	P1119	1222	140	11.350803783681467	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME5	GSE205335	P4001	27	140	11.516871252019321	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME5	GSE189357	TD1	2186	140	11.591480990155391	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME5	GSE189357	TD2	1207	140	11.665492781220815	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME5	GSE189357	TD3	664	140	11.764148018181183	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME5	GSE189357	TD4	491	140	11.671107514571489	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME5	GSE189357	TD5	1736	140	11.663181674567324	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME5	GSE189357	TD6	1211	140	11.565142846132774	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME5	GSE189357	TD7	849	140	11.522796817282703	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME5	GSE189357	TD8	1019	140	11.549998778708249	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME5	GSE189357	TD9	4889	140	11.601466834760608	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME6	GSE123902	LX255B	228	94	11.495556621780965	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME6	GSE123902	LX653	145	94	12.181193488137234	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME6	GSE123902	LX661	117	94	11.98833264368693	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME6	GSE123902	LX666	786	94	11.267371357792966	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME6	GSE123902	LX675	618	94	12.427209587720315	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME6	GSE123902	LX676	147	94	12.377674199759987	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME6	GSE123902	LX679	497	94	12.506585675067793	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME6	GSE123902	LX680	258	94	12.149324203908686	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME6	GSE123902	LX681	1207	94	12.014469752133483	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME6	GSE123902	LX682	421	94	12.415818766731057	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME6	GSE123902	LX684	173	94	11.656189841243727	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
CLDN4pos	ME6	GSE123902	LX699	46	94	11.380244616094924	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME6	GSE123902	LX701	90	94	12.15003295704819	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME6	GSE131907	BRONCHO_11	203	94	12.037917533669514	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME6	GSE131907	BRONCHO_58	460	94	11.638811840446499	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME6	GSE131907	EBUS_06	1186	94	11.68407906292805	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME6	GSE131907	EBUS_10	367	94	12.25360724534941	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME6	GSE131907	EBUS_12	257	94	12.242941456339858	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME6	GSE131907	EBUS_13	376	94	10.227023164433815	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME6	GSE131907	EBUS_15	256	94	12.115540503652468	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME6	GSE131907	EBUS_19	217	94	12.277263691193411	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME6	GSE131907	EBUS_28	4640	94	12.289427548013718	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME6	GSE131907	EBUS_49	114	94	10.154531496228891	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
CLDN4pos	ME6	GSE131907	EBUS_51	1285	94	12.281885159366972	0.349007633587786	85.3696498054475	4.19246025631456	3.56755551379343
CLDN4pos	ME6	GSE131907	NS_02	181	94	11.174619495662228	0.422395157803718	58.5635359116022	3.61872671393463	3.19011678038467
CLDN4pos	ME6	GSE131907	NS_03	2713	94	11.744040245908495	0.048494983277592	93.1441208993734	3.51068985617224	3.39065229947677
CLDN4pos	ME6	GSE131907	NS_04	1229	94	12.288406851673086	0.0688025210084034	89.3409275834011	3.83907948931277	3.58204510644082
CLDN4pos	ME6	GSE131907	NS_06	83	94	11.624393016567451	0.357943925233645	60.2409638554217	3.94837406277152	3.08118895403446
CLDN4pos	ME6	GSE131907	NS_07	5108	94	11.721260557034098	0.0289703315881326	90.407204385278	3.04178034543544	3.46529885524548
CLDN4pos	ME6	GSE131907	NS_12	2811	94	12.240322135663778	0.00691389063482087	86.3393810032017	3.4520646512916	3.59052907621489
CLDN4pos	ME6	GSE131907	NS_13	1352	94	11.560528438848598	0.367389060887513	72.4112426035503	4.04648452302508	3.83656000976557
CLDN4pos	ME6	GSE131907	NS_16	79	94	10.288620060274951	0.292331055429005	11.3924050632911	4.43435684058256	3.60663733993916
CLDN4pos	ME6	GSE131907	NS_17	1112	94	11.659339240293267	0.170195101701951	88.2194244604317	3.38847973232706	3.34844371077585
CLDN4pos	ME6	GSE131907	NS_19	755	94	12.280275216108382	0.112121212121212	67.1523178807947	4.65883777800393	3.95705270187953
CLDN4pos	ME6	GSE205335	P0031	319	94	12.353013228010756	0.594897324206596	59.2476489028213	4.45301900629297	4.4369426652877
CLDN4pos	ME6	GSE205335	P1006	1282	94	11.84883908549281	0.492282430213465	74.1809672386895	3.54939292364354	4.24492012038488
CLDN4pos	ME6	GSE205335	P1015	291	94	12.140342313939199	0.39581589958159	41.5807560137457	4.27834618582455	3.81567419796518
CLDN4pos	ME6	GSE205335	P1016	5336	94	11.448836985530285	0.110196418255344	82.6461769115442	3.72670906949376	4.76131103925673
CLDN4pos	ME6	GSE205335	P1017	2186	94	11.799528563308025	0.378231726779445	64.3183897529735	5.23846543701638	4.60235881079795
CLDN4pos	ME6	GSE205335	P1018	1180	94	12.60180707052923	0.506263670709883	67.0338983050847	5.63799249851343	4.55454820000085
CLDN4pos	ME6	GSE205335	P1025	980	94	11.435317224112021	0.104746317512275	92.8571428571429	3.61948482523038	3.77858050687387
CLDN4pos	ME6	GSE205335	P1027	1318	94	12.418563944412318	0.569347826086957	78.0728376327769	5.6110902938944	4.58030820756587
CLDN4pos	ME6	GSE205335	P1030	603	94	12.199961975947163	0.16260162601626	61.6915422885572	4.63445893637317	4.41021893576493
CLDN4pos	ME6	GSE205335	P1037	3671	94	10.1795225647731	0.122616897451335	86.0528466357941	1.92859363174001	1.90252293606199
CLDN4pos	ME6	GSE205335	P1056	2386	94	11.146322286987504	0.265334117185969	49.7066219614417	2.88438750262855	2.91615579995957
CLDN4pos	ME6	GSE205335	P1062	188	94	12.447661638215008	0.63264638534511	45.2127659574468	5.73966348973532	4.91196225152597
CLDN4pos	ME6	GSE205335	P1063	131	94	12.09503375297252	0.731673260414243	35.1145038167939	5.5927694456658	4.62305649972366
CLDN4pos	ME6	GSE205335	P1072	406	94	11.176551843543828	0.460329929300864	58.8669950738916	3.49967477708237	4.16175612178302
CLDN4pos	ME6	GSE205335	P1076	849	94	12.01381799162855	0.299498207885305	59.3639575971731	4.10964353873849	3.26519847322731
CLDN4pos	ME6	GSE205335	P1079	543	94	11.00813857077669	0.392325763508222	51.3812154696133	5.14060795277048	4.18155870748226
CLDN4pos	ME6	GSE205335	P1084	196	94	12.591882955338367	0.664968873797397	86.734693877551	5.2042111697396	4.74256517407749
CLDN4pos	ME6	GSE205335	P1089	1063	94	12.060670054134343	0.169049098819142	87.7704609595484	3.03342974624958	3.66818673907205
CLDN4pos	ME6	GSE205335	P1090	566	94	11.506451602747541	0.253073770491803	38.1625441696113	4.85716672854561	3.83216956079666
CLDN4pos	ME6	GSE205335	P1115	3769	94	10.71962859656291	0.0616329315442347	88.8829928362961	3.41981364467955	4.26607540010232
CLDN4pos	ME6	GSE205335	P1119	1222	94	11.049236425629015	0.260268231349539	36.088379705401	4.10872478452877	3.30764137018063
CLDN4pos	ME6	GSE205335	P4001	27	94	11.145474187701334	0.780329289428076	48.1481481481481	4.81386311635545	3.95774990357374
CLDN4pos	ME6	GSE189357	TD1	2186	94	12.021322892402615	0.651616719242902	56.1299176578225	5.2012957391978	4.48696263008411
CLDN4pos	ME6	GSE189357	TD2	1207	94	11.788487409647587	0.627435783879539	35.6255178127589	4.8850402090889	4.38846473741312
CLDN4pos	ME6	GSE189357	TD3	664	94	12.082859448762667	0.515484278717017	48.0421686746988	5.28632446512147	5.13199473145033
CLDN4pos	ME6	GSE189357	TD4	491	94	12.176302665291137	0.603606668935012	30.3462321792261	5.22185471891567	4.99957591653768
CLDN4pos	ME6	GSE189357	TD5	1736	94	12.33061538692987	0.579432884323078	36.8663594470046	5.49348281263002	4.77579030557104
CLDN4pos	ME6	GSE189357	TD6	1211	94	11.965525885078938	0.376930770085565	63.5012386457473	4.25844440706981	4.14614078627995
CLDN4pos	ME6	GSE189357	TD7	849	94	11.80475763762931	0.527801539777588	36.6313309776207	4.81072544699221	3.99044778851082
CLDN4pos	ME6	GSE189357	TD8	1019	94	11.939842201090492	0.46756007989176	45.3385672227674	4.53781548157773	4.31843616793159
CLDN4pos	ME6	GSE189357	TD9	4889	94	12.014968635087376	0.24725431059011	78.5641235426468	4.23499096931111	3.81732732378746
CLDN4pos	ME7	GSE123902	LX255B	228	79	12.679546899289226	0.407359752959341	35.0877192982456	3.80232618752314	3.13074210054713
CLDN4pos	ME7	GSE123902	LX653	145	79	12.730234601593214	0.125	71.7241379310345	4.19058257970432	4.12731788826093
CLDN4pos	ME7	GSE123902	LX661	117	79	12.911044385113863	0.816031537450723	58.974358974359	4.37926445275215	3.76599166931212
CLDN4pos	ME7	GSE123902	LX666	786	79	12.80302084944077	0.134498480243161	67.175572519084	3.69177140088097	2.84643811135261
CLDN4pos	ME7	GSE123902	LX675	618	79	13.059740336920788	0.388937409024745	31.3915857605178	4.72803377054024	4.17170794753075
CLDN4pos	ME7	GSE123902	LX676	147	79	13.05550680485454	0.649227703039362	42.1768707482993	4.52243871913172	3.77934300252489
CLDN4pos	ME7	GSE123902	LX679	497	79	12.845017712445417	0.309866137828458	43.2595573440644	4.10866442052731	3.77894972433892
CLDN4pos	ME7	GSE123902	LX680	258	79	12.985997334287493	0.365568544102019	73.2558139534884	3.94410189804447	3.87353492322282
CLDN4pos	ME7	GSE123902	LX681	1207	79	12.662485899366816	0.052760736196319	63.2974316487158	3.54260645192572	3.52674757339171
CLDN4pos	ME7	GSE123902	LX682	421	79	12.95973527474018	0.625122189638319	18.7648456057007	5.54683579639357	4.03060113968979
CLDN4pos	ME7	GSE123902	LX684	173	79	12.935587065371802	0.243386243386243	72.8323699421965	4.49264859361721	4.22705743693152
CLDN4pos	ME7	GSE123902	LX699	46	79	12.73665434489706	0.847248221639835	15.2173913043478	4.74661340931235	4.04587315875025
CLDN4pos	ME7	GSE123902	LX701	90	79	12.732121269592605	0.408629441624365	11.1111111111111	1.79378702935851	1.2881826669792
CLDN4pos	ME7	GSE131907	BRONCHO_11	203	79	12.94461471065989	0.254562617998741	80.7881773399015	4.3895269460006	3.80091436030115
CLDN4pos	ME7	GSE131907	BRONCHO_58	460	79	12.758262505850018	0.549591183789549	72.1739130434783	4.20857120490724	3.31772622423494
CLDN4pos	ME7	GSE131907	EBUS_06	1186	79	12.86399469824898	0.26530612244898	71.1635750421585	3.22019978480028	4.11454705396714
CLDN4pos	ME7	GSE131907	EBUS_10	367	79	12.915337510149326	0.297433903576983	84.4686648501362	3.95505926651064	3.27702392282469
CLDN4pos	ME7	GSE131907	EBUS_12	257	79	12.9982301961719	0.10529695024077	88.3268482490272	4.88010454177949	3.7509248019398
CLDN4pos	ME7	GSE131907	EBUS_13	376	79	12.59186184842295	0.323943661971831	0.265957446808511	3.8936943212106	3.74425357182411
CLDN4pos	ME7	GSE131907	EBUS_15	256	79	12.907760748856127	0.433484162895928	47.265625	4.20150891922362	3.72056286365153
CLDN4pos	ME7	GSE131907	EBUS_19	217	79	13.020427385820122	0.675662878787879	94.0092165898618	4.53889854954125	4.02997709367261
CLDN4pos	ME7	GSE131907	EBUS_28	4640	79	12.985588576634218	0.0447703589347742	96.3362068965517	3.70776260674061	3.34625939365506
CLDN4pos	ME7	GSE131907	EBUS_49	114	79	12.620878779016818	0.634366197183099	49.1228070175439	3.02064886382461	3.70470569258273
