unit_id	dataset	Sample	Sample_Origin	n_cells	mean_CLDN4	mean_slingshot_pt	mean_slingshot_pt_primary	mean_barrier	mean_IFN	mean_AT2	mean_malignant	mean_TACSTD2	mean_SFTPC	mean_palantir_pt
GSE131907:LUNG_N06	GSE131907	LUNG_N06	nLung	178	1.0851466178214089	31.70552086432303	7.268823238121943	0.7082149881478607	0.15081269463116084	2.3118072009651343	0.13608506052096883	1.0764827711631493	4.69599943505102	0.3162796947060357
GSE131907:LUNG_N08	GSE131907	LUNG_N08	nLung	280	0.9944877301882755	30.442645964231367	6.252231913699108	0.7900094904819963	0.15973819834738304	2.2463801665898178	0.1801851720525014	1.246013752102669	4.526562273794898	0.2674042019065345
GSE131907:LUNG_N09	GSE131907	LUNG_N09	nLung	330	0.8827887700129327	3.292547368147166	3.7264701846969444	0.6661698221961707	0.05466484179776305	4.126122338444121	0.08316373345948781	0.8555713777570498	7.104322269981979	0.10406572362866695
GSE131907:LUNG_N18	GSE131907	LUNG_N18	nLung	280	1.3890604145907157	40.5888443208348	7.045370051745582	1.0978015652607374	0.222133582623002	1.3410198163648508	0.2143271981486253	1.5311158682082775	2.4087829704000474	0.3554561118789943
GSE131907:LUNG_N19	GSE131907	LUNG_N19	nLung	174	1.1064598375422154	12.835452130399572	5.91493803754371	0.6191254984789738	0.10323103430292715	3.550922679342956	0.09665818068253126	0.7325996331494251	6.4650441903029545	0.14251291907681427
GSE131907:LUNG_N20	GSE131907	LUNG_N20	nLung	280	0.9968875378010866	18.527378147346155	7.727815697397055	0.5983295142572597	0.0991679037962534	2.9130147805269546	0.19294090539869505	0.9191131903706534	5.587192586200071	0.16315936311269083
GSE131907:LUNG_N28	GSE131907	LUNG_N28	nLung	233	0.9943589286364	9.26977715803134	6.263395001092322	0.6790072716879395	0.1559709932063131	3.667908714592315	0.1004095859782489	0.7889632258381984	6.791803870586883	0.10524178990652745
GSE131907:LUNG_N30	GSE131907	LUNG_N30	nLung	280	1.4711150781724553	37.796373647236685	7.574602504017412	0.941099240203165	0.15473105204634807	1.3120583702726998	0.10925945799564543	1.7051976760641663	2.614111978218677	0.3605703968261862
GSE131907:LUNG_N31	GSE131907	LUNG_N31	nLung	280	0.979636597281578	10.616618545525377	5.696755502220037	0.8146465106009623	0.07974373784923923	3.5326783814351965	0.08541689174834793	0.9810412159051627	6.493228243205215	0.1385586159075843
GSE131907:LUNG_N34	GSE131907	LUNG_N34	nLung	369	1.0586485185524028	6.62940675499014	5.619127296599421	0.6741803328096387	0.08206464175219955	3.97431227880386	0.028227017082333567	0.9658491275278325	7.4847836531858825	0.10458103192871694
GSE131907:LUNG_T06	GSE131907	LUNG_T06	tLung	145	1.6000753749536591	24.1102367034263	18.822756181086834	1.1126281921033114	0.28977511874139483	1.3527714622407685	0.44062751930124494	1.6889192621423796	1.5240118898425152	0.1549627539582692
GSE131907:LUNG_T08	GSE131907	LUNG_T08	tLung	42	1.5483532374519065	22.458329248269575	15.656190742415756	1.177456638364011	0.1452337456303875	1.7434168258488378	0.7429006364403729	1.7939938842837204	3.759621644934693	0.10856251756513254
GSE131907:LUNG_T09	GSE131907	LUNG_T09	tLung	119	0.9331551641715295	7.424380197395719	4.495003926990075	0.9270675583602892	0.12284608272309111	3.443238410697704	0.17315369316927545	1.0094273277312649	5.311103774312537	0.11197856797621347
GSE131907:LUNG_T18	GSE131907	LUNG_T18	tLung	280	1.9190450187418848	27.86267181672123	16.211051100466772	1.643703613501826	0.4217724806429757	0.15263381507938736	1.1828549434961357	1.7794009211232442	0.0006319813364752612	0.10996922396753923
GSE131907:LUNG_T19	GSE131907	LUNG_T19	tLung	280	1.2906667918825003	17.799655901864107	13.343825412710213	0.7454959598193306	0.17849380478545607	2.440797642505829	0.5523477996292829	1.0396102973837869	2.919628731197545	0.14307852302966148
GSE131907:LUNG_T20	GSE131907	LUNG_T20	tLung	280	1.7213573084449756	27.30260086908331	11.143323590440954	1.9600463417157783	0.3061352336499465	1.20310578238586	0.6375596195434282	1.9401433534060029	0.565978655520072	0.10591644822728226
GSE131907:LUNG_T25	GSE131907	LUNG_T25	tLung	226	1.3966585343870825	15.72525847378619	13.452179549827594	1.1975773743390736	0.11972586848781866	2.1984471377657964	0.6066967673417204	1.5922267428849677	1.8638077693407549	0.12681431080052835
GSE131907:LUNG_T28	GSE131907	LUNG_T28	tLung	280	1.8790395991897741	23.04395012657601	23.052152452642087	1.4440353736476443	0.497977867681924	1.166114941042224	0.4828202819142834	1.7193948589529342	1.5920373555659715	0.10507587118784839
GSE131907:LUNG_T30	GSE131907	LUNG_T30	tLung	280	1.052290951765021	13.629272427863	7.445515071179185	0.9607189096775962	0.24188303519720802	2.373236532839917	0.06581537261046227	1.5156866593970963	5.228036959021608	0.14261842571624106
GSE131907:LUNG_T31	GSE131907	LUNG_T31	tLung	272	1.116778409958735	29.121683189727584	9.57590810349356	1.5880377392781557	0.21097444771502402	1.489629607022127	0.37798989973467245	1.309186795857775	2.536618399785724	0.14386985778534941
GSE131907:LUNG_T34	GSE131907	LUNG_T34	tLung	280	1.6273764261709558	19.61348191649674	19.44633947507364	1.2174973962863427	0.37194768536241496	1.6634322537425887	0.6524268112018847	1.6367143298485916	0.38277109430061884	0.10789582589765388
GSE131907:NS_02	GSE131907	NS_02	mBrain	181	0.8379746381852701	39.32994524899818		0.749331092866407	0.0805022320023642	0.16334017062413772	0.14288760611835852	0.011076732111376303	0.0	0.1130743538317096
GSE131907:NS_03	GSE131907	NS_03	mBrain	280	2.0848019241956632	29.776390481162966	32.79597608899654	1.9919058117403503	0.22254890650617534	0.2600783150799957	0.4520113872419393	0.6742666472776382	0.0	0.09601556012506895
GSE131907:NS_04	GSE131907	NS_04	mBrain	280	1.368789748737166	33.190399213148204		1.3617727785572722	0.38836377759321866	0.577663260841147	1.1363753791652995	0.6553666170050069	0.0	0.12284848008871975
GSE131907:NS_06	GSE131907	NS_06	mBrain	84	1.1966853170284897	31.833073866442906	27.012816465488406	1.6969465195328186	0.11087886640107432	0.5746003096020407	0.027074692617663206	1.3578560200673646	0.0	0.10372143923145329
GSE131907:NS_07	GSE131907	NS_07	mBrain	280	1.7271420758310827	32.89966865218202	15.80911608888075	1.0128722527808576	0.05069675573398261	0.25388668690149657	0.461199060002854	1.1324211483514608	0.0	0.0915635515971714
GSE131907:NS_12	GSE131907	NS_12	mBrain	280	1.7500432079272399	29.476208343359577	27.392132536242567	1.5323917679152064	0.09165342020068781	0.7645135490657244	0.5211192367457844	0.9205107473035202	0.0010885382105612525	0.09952122473021519
GSE131907:NS_13	GSE131907	NS_13	mBrain	280	1.3220998729421785	15.926090992788879	16.659526834417008	1.0578093204893764	0.27790327074886206	3.0438943045636373	0.5745757195979783	0.9995390749526838	6.160639261883253	0.09819639993862833
GSE131907:NS_16	GSE131907	NS_16	mBrain	81	0.11207174642549501	42.220360556225046		1.9847785751638412	0.4624953278063108	0.03326188632340791	0.01111976205535445	0.09005527077305887	0.009147579596620025	0.09315618441549309
GSE131907:NS_17	GSE131907	NS_17	mBrain	280	2.0818856382324924	50.30701504319006		1.5456882300399795	0.0898745704245104	0.0437468597243206	0.4747082282843807	0.9587991801407051	0.0	0.8413124073764584
GSE131907:NS_19	GSE131907	NS_19	mBrain	280	1.0724662383732215	29.051992429736725	17.89281278795902	1.3600809762115311	0.5927543942892768	0.3250663604172294	0.30194260341128887	1.1539008102911208	0.12656840113462609	0.10004579733676505
GSE205335:P0031	GSE205335	P0031	Lung	279	0.7064932165611136	33.14005573924833	9.564208560351522	1.1121142925305907	0.19810357408209214	0.9607732211862814	0.30303701096439917	0.8099581749104134	1.7765343526276534	0.13496492333122362
GSE205335:P1006	GSE205335	P1006	Lung	277	1.2486714390626694	43.80852370513457		1.3373510759503726	0.12920421822640293	0.06108974057428741	0.35271107494488485	1.7133771151834827	0.0	0.09376479441012073
GSE205335:P1015	GSE205335	P1015	LN	272	0.7371658776035083	31.313919432507284		1.451037800321672	0.4017038107089175	0.2836315532371872	0.15171586481919996	0.9372999929956299	0.0007958979722717969	0.09997376975445864
GSE205335:P1016	GSE205335	P1016	Liver	280	1.5497351863494444	100.11630507451592		0.5780303734637151	0.07723197857494406	0.059485033245839994	0.2382721616055626	0.13869761315583837	0.00969138025183653	0.012196006705051643
GSE205335:P1017	GSE205335	P1017	LN	279	1.5315779877765652	43.354083771345046	28.127366893304615	1.3549393725432164	0.42681738237098127	0.02343604905550076	0.19513012852955366	1.710924508340756	0.0	0.1774787320423509
GSE205335:P1018	GSE205335	P1018	Bronchus	279	1.4969602015359076	37.24156709697676	21.319434187579958	1.9681717671687926	0.5088017444646908	0.10510528528904103	0.9146422747494083	1.3125812121953253	0.0	0.11492364320465116
GSE205335:P1025	GSE205335	P1025	LN	280	1.7894352141699137	53.47608570956004		1.3032025395205817	0.4940677200524068	0.024561127927495915	1.055622994221538	0.18954191751626853	0.0010314097216167853	0.07351918772757586
GSE205335:P1027	GSE205335	P1027	LN	278	2.1274622881274654	32.40446167439554	21.975472803586012	1.7677364156226103	0.4684684457401961	0.8402274859512169	1.0534146197639556	1.840967688011198	0.06103545759043483	0.17438691934837144
GSE205335:P1030	GSE205335	P1030	LN	279	1.7259773197894752	24.489959251559668	33.55676893084316	1.9026408906565038	0.16433225200993065	0.32208243899546685	0.8152829644599286	1.5621348035741578	0.0	0.11377622103461983
GSE205335:P1037	GSE205335	P1037	LN	280	0.9430765580756406	41.24720483133073		0.8263906483279719	0.04562450840232796	0.007012980285519381	0.1045530751661028	0.6213040479252417	0.0	0.10205458578097917
GSE205335:P1056	GSE205335	P1056	LN	278	0.6701012278820192	39.952170708735835	29.726473989959473	0.6582779198224551	0.12286003874463153	0.0016012506408111908	0.16035444747380354	1.3134181619980885	0.0	0.0903052588468671
GSE205335:P1062	GSE205335	P1062	LN	185	1.0178391812824854	60.91435910981342	27.98115339019357	1.0089993596956357	0.35622864632642764	0.0807884341368181	0.29766421582652064	0.8959852012553947	0.0	0.3380745474117788
GSE205335:P1063	GSE205335	P1063	LN	138	0.7926355794336716	60.848503715284686	17.70605135186115	0.6175653094850068	0.19955583500603225	0.10247359622161414	0.3376896073665627	0.7408956183540149	0.01860864928658151	0.3268869345821569
GSE205335:P1072	GSE205335	P1072	LN	279	0.9173662527629801	78.3232968907604		0.7516745833962842	0.04788448359022455	0.01279645044241469	0.058626885061778024	0.8909333763782807	0.0	0.09843400478612821
GSE205335:P1076	GSE205335	P1076	LN	274	0.7572089449832434	33.67282552119647	25.043919169171858	1.0963159426007465	0.5090749318242421	0.18267954166620398	0.30756301562441063	0.6891814001244921	0.0	0.10570533658771208
GSE205335:P1079	GSE205335	P1079	LN	278	1.0044268093398772	46.038444592235294		2.0560932504740523	0.28856339038072215	0.012480375396596318	0.8779508789949833	0.9009783392009124	0.0	0.1060244771125517
GSE205335:P1084	GSE205335	P1084	LN	280	1.7573353510352083	53.44301142861124	49.07600668167687	1.493310611976635	0.34797996600306397	0.2665670499274748	0.4454772434079498	1.2612332996705597	0.09946229040075254	0.19809223362372763
GSE205335:P1089	GSE205335	P1089	LN	275	2.2100543216364272	25.759531073813672	18.909003405054232	0.9733010037088258	0.05265959350940784	0.6380357443204233	0.24449005529328294	2.2958537966509796	0.4595399961480268	0.10195849717902633
GSE205335:P1090	GSE205335	P1090	LN	277	0.7409977602110235	45.895615403001884	16.78789596477061	1.3485671676446214	0.5686849704862535	0.049941935417424546	0.095452098687013	1.633648230452321	0.012614463937466474	0.1260069487040974
GSE205335:P1115	GSE205335	P1115	Liver	280	1.677486560470026	63.79164362093569		0.6089753611759703	0.0767766663363971	0.004685292282498242	0.207007982346835	0.012887304289791525	0.0	0.032116086016033926
GSE205335:P1119	GSE205335	P1119	LN	278	0.4985327937670618	42.741049669874805		1.020884394891724	0.45082490090565097	0.004918571097999	0.2845564832060963	0.40541775567058774	0.0	0.09463521054079402
GSE205335:P4001	GSE205335	P4001	Lung	130	0.29943640447022773	40.50045116679478	6.6500442525758405	0.423476974036305	0.1351524790744102	0.46316506182658534	0.1156551362674941	0.19787052916272957	0.5076585249807627	0.11482874498156244
