family	stratum	cohort	predictor	outcome	keratin	purity	method	k_cov	rho	p	n	thesis_aligned
module	NHEJ	LUAD	CLDN7	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.011753212331723287	0.7909759472163032	515	False
module	NHEJ	LUAD	CLDN7	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.027410473539534234	0.6098211899891265	353	False
module	NHEJ	LUAD	CLDN7	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	-0.0074742434828319534	0.8662840570623146	515	False
module	STING	LUAD	TACSTD2	STING	none	none	spearman	0	0.3190869218309253	1.1221060925408345e-13	516	False
module	STING	LUAD	TACSTD2	STING	none	none	pearson	0	0.2989263878929004	4.1206769555491064e-12	516	False
module	STING	LUAD	TACSTD2	STING	simple_KRT8_18_19	none	spearman	3	0.1916785799528818	1.2343421360580093e-05	516	False
module	STING	LUAD	TACSTD2	STING	simple_KRT8_18_19	none	pearson	3	0.1695305858127056	0.00011414084385821333	516	False
module	STING	LUAD	TACSTD2	STING	squamous_KRT5_6	none	spearman	4	0.28004237090502976	1.1136324812649522e-10	516	False
module	STING	LUAD	TACSTD2	STING	squamous_KRT5_6	none	pearson	4	0.2835979781220466	6.315597424946627e-11	516	False
module	STING	LUAD	TACSTD2	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.21048382664781967	1.584442454408402e-06	515	False
module	STING	LUAD	TACSTD2	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.21030959331403076	7.52075022463641e-05	353	False
module	STING	LUAD	TACSTD2	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.3059692721868729	1.6307618815240838e-12	515	False
module	STING	LUAD	CLDN4	STING	none	none	spearman	0	0.39540395136154227	9.316378550622106e-21	516	False
module	STING	LUAD	CLDN4	STING	none	none	pearson	0	0.3618689252950112	2.0744175765096303e-17	516	False
module	STING	LUAD	CLDN4	STING	simple_KRT8_18_19	none	spearman	3	0.3025983037997332	2.527046711318604e-12	516	False
module	STING	LUAD	CLDN4	STING	simple_KRT8_18_19	none	pearson	3	0.25190534538884496	7.244190654463403e-09	516	False
module	STING	LUAD	CLDN4	STING	squamous_KRT5_6	none	spearman	4	0.3772805721996973	9.153595995268918e-19	516	False
module	STING	LUAD	CLDN4	STING	squamous_KRT5_6	none	pearson	4	0.36212065848972474	2.611792872968165e-17	516	False
module	STING	LUAD	CLDN4	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.34739928995552116	6.111724949203368e-16	515	False
module	STING	LUAD	CLDN4	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.3322709709598266	1.9293751535189639e-10	353	False
module	STING	LUAD	CLDN4	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.4277418800589365	4.200217838232195e-24	515	False
module	STING	LUAD	CLDN7	STING	none	none	spearman	0	-0.016687447293270614	0.7053021086272889	516	False
module	STING	LUAD	CLDN7	STING	none	none	pearson	0	-0.012391328215064775	0.7788599557468109	516	False
module	STING	LUAD	CLDN7	STING	simple_KRT8_18_19	none	spearman	3	-0.04106111144367765	0.3533367224892334	516	False
module	STING	LUAD	CLDN7	STING	simple_KRT8_18_19	none	pearson	3	-0.07082189081311606	0.10911581432480061	516	False
module	STING	LUAD	CLDN7	STING	squamous_KRT5_6	none	spearman	4	0.01045184576849072	0.813489565698611	516	False
module	STING	LUAD	CLDN7	STING	squamous_KRT5_6	none	pearson	4	0.006070862552473314	0.8910043528599476	516	False
module	STING	LUAD	CLDN7	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.06652776238866284	0.13313277069462703	515	False
module	STING	LUAD	CLDN7	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.017858615981868477	0.7395448957549656	353	False
module	STING	LUAD	CLDN7	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.10571669221243149	0.016928513031277754	515	False
module	IFN	LUAD	TACSTD2	IFN	none	none	spearman	0	0.02704122163007747	0.5399551151665383	516	False
module	IFN	LUAD	TACSTD2	IFN	none	none	pearson	0	0.023288546955347943	0.5976362658973117	516	False
module	IFN	LUAD	TACSTD2	IFN	simple_KRT8_18_19	none	spearman	3	-0.0485160583614554	0.2727156902873732	516	True
module	IFN	LUAD	TACSTD2	IFN	simple_KRT8_18_19	none	pearson	3	-0.041267746027026715	0.35091741316219527	516	True
module	IFN	LUAD	TACSTD2	IFN	squamous_KRT5_6	none	spearman	4	-0.023937435796753052	0.5889240195684858	516	True
module	IFN	LUAD	TACSTD2	IFN	squamous_KRT5_6	none	pearson	4	-0.013897332401020838	0.7537433593537516	516	True
module	IFN	LUAD	TACSTD2	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.018009951375231467	0.6846276528993009	515	True
module	IFN	LUAD	TACSTD2	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.03632276681214015	0.4988158516939389	353	False
module	IFN	LUAD	TACSTD2	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	0.05223452072319399	0.23898361370182228	515	False
module	IFN	LUAD	CLDN4	IFN	none	none	spearman	0	-0.0212918809691531	0.629422173160188	516	True
module	IFN	LUAD	CLDN4	IFN	none	none	pearson	0	-0.04379688384368837	0.3207403150884768	516	True
module	IFN	LUAD	CLDN4	IFN	simple_KRT8_18_19	none	spearman	3	-0.09141613958494232	0.03846967705365473	516	True
module	IFN	LUAD	CLDN4	IFN	simple_KRT8_18_19	none	pearson	3	-0.12313173222842402	0.005226954368461511	516	True
module	IFN	LUAD	CLDN4	IFN	squamous_KRT5_6	none	spearman	4	-0.03416661189911528	0.44044745107544325	516	True
module	IFN	LUAD	CLDN4	IFN	squamous_KRT5_6	none	pearson	4	-0.02895002115165259	0.5133694635259602	516	True
module	IFN	LUAD	CLDN4	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.01667175181994304	0.7069367443530727	515	True
module	IFN	LUAD	CLDN4	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.0164665829757182	0.7591948028746602	353	True
module	IFN	LUAD	CLDN4	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	0.09941864243001267	0.02475241160420552	515	False
module	IFN	LUAD	CLDN7	IFN	none	none	spearman	0	-0.34290898784300583	1.1033103353587054e-15	516	True
module	IFN	LUAD	CLDN7	IFN	none	none	pearson	0	-0.30388566943370093	1.742154423195835e-12	516	True
module	IFN	LUAD	CLDN7	IFN	simple_KRT8_18_19	none	spearman	3	-0.3464100843567984	6.565300706354323e-16	516	True
module	IFN	LUAD	CLDN7	IFN	simple_KRT8_18_19	none	pearson	3	-0.3398431634790218	2.4666550440478124e-15	516	True
module	IFN	LUAD	CLDN7	IFN	squamous_KRT5_6	none	spearman	4	-0.345353952669777	8.681947593758091e-16	516	True
module	IFN	LUAD	CLDN7	IFN	squamous_KRT5_6	none	pearson	4	-0.31297794775221205	4.2472446377828433e-13	516	True
module	IFN	LUAD	CLDN7	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.1405440116294039	0.0014471247307569718	515	True
module	IFN	LUAD	CLDN7	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.19241047291150223	0.00029980527335430365	353	True
module	IFN	LUAD	CLDN7	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	-0.11067503626283168	0.012386113872386027	515	True
module	NHEJ	LUSC	TACSTD2	NHEJ	none	none	spearman	0	-0.1416855213875039	0.00147537761553761	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	none	none	pearson	0	-0.14833765856819936	0.0008672280189663872	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	simple_KRT8_18_19	none	spearman	3	-0.15482866924169003	0.0005255361897341564	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	simple_KRT8_18_19	none	pearson	3	-0.14544222872769463	0.001134550182273706	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	squamous_KRT5_6	none	spearman	4	-0.14522108232776348	0.001168088542454511	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	squamous_KRT5_6	none	pearson	4	-0.11706868220832921	0.008993882818102003	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.17265486670345165	0.00010951686443750256	501	False
module	NHEJ	LUSC	TACSTD2	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.17763357481276737	0.0013016922029007723	329	False
module	NHEJ	LUSC	TACSTD2	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	-0.1655558435862741	0.0002127396993468722	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	none	none	spearman	0	-0.00572626857838107	0.8982659953633699	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	none	none	pearson	0	-0.008831842997437365	0.8436761504675989	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	simple_KRT8_18_19	none	spearman	3	-0.04581787056203578	0.3075225815665744	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	simple_KRT8_18_19	none	pearson	3	-0.05398163306402574	0.22917019079938597	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	squamous_KRT5_6	none	spearman	4	0.04942605115629295	0.27142919237798246	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	squamous_KRT5_6	none	pearson	4	0.05191068057602872	0.2480349377965736	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.04938001671457226	0.2718763961383323	501	False
module	NHEJ	LUSC	CLDN4	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.06538705154726926	0.23979539341488137	329	False
module	NHEJ	LUSC	CLDN4	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	0.011901937885999468	0.791464533616481	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	none	none	spearman	0	-0.07779726602571749	0.08192468137854982	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	none	none	pearson	0	-0.07100659918124261	0.11242729629199533	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	simple_KRT8_18_19	none	spearman	3	-0.11092167387849972	0.013258652127921223	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	simple_KRT8_18_19	none	pearson	3	-0.09521654858864799	0.03364229434546769	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	squamous_KRT5_6	none	spearman	4	-0.04648982385180276	0.30096305085667086	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	squamous_KRT5_6	none	pearson	4	-0.01499501717897987	0.7387807619977901	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.13815480156861454	0.0020217814496059526	501	False
module	NHEJ	LUSC	CLDN7	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.1027833914375955	0.06421000296132785	329	False
module	NHEJ	LUSC	CLDN7	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	-0.10767950163248977	0.016437009533890316	501	False
module	STING	LUSC	TACSTD2	STING	none	none	spearman	0	0.09028804542309803	0.043383471066467796	501	False
module	STING	LUSC	TACSTD2	STING	none	none	pearson	0	0.07283126385553208	0.1034665302449871	501	False
module	STING	LUSC	TACSTD2	STING	simple_KRT8_18_19	none	spearman	3	0.06212921392666948	0.16625937069816268	501	False
module	STING	LUSC	TACSTD2	STING	simple_KRT8_18_19	none	pearson	3	0.01769721357540239	0.6936047326482322	501	False
module	STING	LUSC	TACSTD2	STING	squamous_KRT5_6	none	spearman	4	0.1473274017514793	0.0009871435657726891	501	False
module	STING	LUSC	TACSTD2	STING	squamous_KRT5_6	none	pearson	4	0.1306285913099209	0.0035302493037462075	501	False
module	STING	LUSC	TACSTD2	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.08267427565423509	0.0655320029473613	501	False
module	STING	LUSC	TACSTD2	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.06623411928173827	0.2337478663686957	329	False
module	STING	LUSC	TACSTD2	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.17346025998900658	0.00010323108143045193	501	False
module	STING	LUSC	CLDN4	STING	none	none	spearman	0	0.018792279981868918	0.6747670710150576	501	False
module	STING	LUSC	CLDN4	STING	none	none	pearson	0	0.010063087261959673	0.8222239938229737	501	False
module	STING	LUSC	CLDN4	STING	simple_KRT8_18_19	none	spearman	3	0.034483967923340866	0.44258473134911436	501	False
module	STING	LUSC	CLDN4	STING	simple_KRT8_18_19	none	pearson	3	-0.0117059810218999	0.7944147685690026	501	False
module	STING	LUSC	CLDN4	STING	squamous_KRT5_6	none	spearman	4	0.1160867109662375	0.009591329051325679	501	False
module	STING	LUSC	CLDN4	STING	squamous_KRT5_6	none	pearson	4	0.09111699468180241	0.0423131716140108	501	False
module	STING	LUSC	CLDN4	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.0389355113828559	0.3864070786906524	501	False
module	STING	LUSC	CLDN4	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.0141077659133637	0.7999869101790286	329	False
module	STING	LUSC	CLDN4	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.171120953748693	0.00012829289583545425	501	False
module	STING	LUSC	CLDN7	STING	none	none	spearman	0	0.02868859889782189	0.5217399407467992	501	False
module	STING	LUSC	CLDN7	STING	none	none	pearson	0	0.02556851531118028	0.5680236130751524	501	False
module	STING	LUSC	CLDN7	STING	simple_KRT8_18_19	none	spearman	3	0.02708648015835115	0.5464746081573333	501	False
module	STING	LUSC	CLDN7	STING	simple_KRT8_18_19	none	pearson	3	-0.006605668756161444	0.8830983163876748	501	False
module	STING	LUSC	CLDN7	STING	squamous_KRT5_6	none	spearman	4	0.09021818023880626	0.04439781850501585	501	False
module	STING	LUSC	CLDN7	STING	squamous_KRT5_6	none	pearson	4	0.10479892054941674	0.01944492204004883	501	False
module	STING	LUSC	CLDN7	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.05890954156351911	0.18981329231292393	501	False
module	STING	LUSC	CLDN7	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.039309926728992126	0.48005611777709645	329	False
module	STING	LUSC	CLDN7	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.1690288389359699	0.00015544760611353213	501	False
module	IFN	LUSC	TACSTD2	IFN	none	none	spearman	0	-0.19497120500035786	1.1057069424535537e-05	501	True
module	IFN	LUSC	TACSTD2	IFN	none	none	pearson	0	-0.16890763985330873	0.00014554655886033115	501	True
module	IFN	LUSC	TACSTD2	IFN	simple_KRT8_18_19	none	spearman	3	-0.13330504992212638	0.002876263375362685	501	True
module	IFN	LUSC	TACSTD2	IFN	simple_KRT8_18_19	none	pearson	3	-0.14635915077787442	0.0010544301993412751	501	True
module	IFN	LUSC	TACSTD2	IFN	squamous_KRT5_6	none	spearman	4	-0.08046994735388478	0.07307742204506601	501	True
module	IFN	LUSC	TACSTD2	IFN	squamous_KRT5_6	none	pearson	4	-0.058727691554592336	0.1911864769508923	501	True
module	IFN	LUSC	TACSTD2	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.10469818182432496	0.019562712148472303	501	True
module	IFN	LUSC	TACSTD2	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.1380895973467226	0.01270966698300237	329	True
module	IFN	LUSC	TACSTD2	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	-0.04582191894159865	0.30845807459336244	501	True
module	IFN	LUSC	CLDN4	IFN	none	none	spearman	0	-0.08152472743755516	0.06826581372391911	501	True
module	IFN	LUSC	CLDN4	IFN	none	none	pearson	0	-0.0836848195169707	0.061244631471481244	501	True
module	IFN	LUSC	CLDN4	IFN	simple_KRT8_18_19	none	spearman	3	-0.035716579948555406	0.42643962564139404	501	True
module	IFN	LUSC	CLDN4	IFN	simple_KRT8_18_19	none	pearson	3	-0.062379121755473346	0.16455839463246014	501	True
module	IFN	LUSC	CLDN4	IFN	squamous_KRT5_6	none	spearman	4	-0.08834339615440924	0.049025015691335154	501	True
module	IFN	LUSC	CLDN4	IFN	squamous_KRT5_6	none	pearson	4	-0.09073664797771927	0.04318502277511139	501	True
module	IFN	LUSC	CLDN4	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.032418507544154804	0.47085314303959935	501	True
module	IFN	LUSC	CLDN4	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.06753841974482723	0.2246477607308348	329	True
module	IFN	LUSC	CLDN4	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	0.017571567078400168	0.6962554696254918	501	False
module	IFN	LUSC	CLDN7	IFN	none	none	spearman	0	-0.05108600329222035	0.25372486726003224	501	True
module	IFN	LUSC	CLDN7	IFN	none	none	pearson	0	-0.040165611282601536	0.36964183912656995	501	True
module	IFN	LUSC	CLDN7	IFN	simple_KRT8_18_19	none	spearman	3	-0.013960221075519638	0.755977483540164	501	True
module	IFN	LUSC	CLDN7	IFN	simple_KRT8_18_19	none	pearson	3	-0.04112047948592696	0.3598124921244639	501	True
module	IFN	LUSC	CLDN7	IFN	squamous_KRT5_6	none	spearman	4	-0.04445589011676276	0.32262852662195873	501	True
module	IFN	LUSC	CLDN7	IFN	squamous_KRT5_6	none	pearson	4	-0.04891211593362277	0.27645037673099115	501	True
module	IFN	LUSC	CLDN7	IFN	simple_KRT8_18_19	ESTIMATE	spearman	4	0.07948181353679788	0.07668261840666865	501	False
module	IFN	LUSC	CLDN7	IFN	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.02122192326904413	0.703090087843015	329	True
module	IFN	LUSC	CLDN7	IFN	squamous_KRT5_6	ESTIMATE	spearman	5	0.13234150725065302	0.0031475564440324026	501	False
module	NHEJ	BRCA	TACSTD2	NHEJ	none	none	spearman	0	-0.01868271129624403	0.5368566098644473	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	none	none	pearson	0	0.015074025174892834	0.6182938169974878	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	simple_KRT8_18_19	none	spearman	3	-0.011806758738454418	0.6967391113804257	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	simple_KRT8_18_19	none	pearson	3	0.005218199705361888	0.8632478309271313	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	squamous_KRT5_6	none	spearman	4	-0.016765456364453535	0.5801456783553615	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	squamous_KRT5_6	none	pearson	4	0.017468419331132634	0.5643654601181602	1095	False
module	NHEJ	BRCA	TACSTD2	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.023933120414722574	0.4301126213736692	1093	False
module	NHEJ	BRCA	TACSTD2	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.012759262936538254	0.7130846323584119	837	False
module	NHEJ	BRCA	TACSTD2	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	-0.03262208479481128	0.28233728294845545	1093	False
module	NHEJ	BRCA	CLDN4	NHEJ	none	none	spearman	0	-0.011860532411109877	0.6950287756357337	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	none	none	pearson	0	0.05576671416710925	0.06508231972265607	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	simple_KRT8_18_19	none	spearman	3	-0.023786350306585633	0.43231235256365896	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	simple_KRT8_18_19	none	pearson	3	0.027188960320264872	0.36939477175130986	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	squamous_KRT5_6	none	spearman	4	-0.020842534111643773	0.4916288398316239	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	squamous_KRT5_6	none	pearson	4	0.05199125489993497	0.08607449284983008	1095	False
module	NHEJ	BRCA	CLDN4	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	-0.05116077700814628	0.09151265917115117	1093	False
module	NHEJ	BRCA	CLDN4	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.014162334782330522	0.6831589352445209	837	False
module	NHEJ	BRCA	CLDN4	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	-0.041255252924909516	0.17388916755341854	1093	False
module	NHEJ	BRCA	CLDN7	NHEJ	none	none	spearman	0	0.0941222513946046	0.0018211634627404117	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	none	none	pearson	0	0.14509443074192638	1.4259748742225593e-06	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	simple_KRT8_18_19	none	spearman	3	0.13747890066408153	5.127282544495532e-06	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	simple_KRT8_18_19	none	pearson	3	0.19426528272248444	9.544333130021658e-11	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	squamous_KRT5_6	none	spearman	4	0.09307414554448555	0.0020879808753431345	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	squamous_KRT5_6	none	pearson	4	0.15506966790446564	2.642760825264627e-07	1095	False
module	NHEJ	BRCA	CLDN7	NHEJ	simple_KRT8_18_19	ESTIMATE	spearman	4	0.09772910502436355	0.0012418521004948703	1093	False
module	NHEJ	BRCA	CLDN7	NHEJ	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.1560048487644021	6.081563548579282e-06	837	False
module	NHEJ	BRCA	CLDN7	NHEJ	squamous_KRT5_6	ESTIMATE	spearman	5	0.06455852554364268	0.03323552004403805	1093	False
module	STING	BRCA	TACSTD2	STING	none	none	spearman	0	0.12849400189892804	2.0008000213792057e-05	1095	False
module	STING	BRCA	TACSTD2	STING	none	none	pearson	0	0.15131115580128832	4.897767615594721e-07	1095	False
module	STING	BRCA	TACSTD2	STING	simple_KRT8_18_19	none	spearman	3	0.1269684796015626	2.576833927443156e-05	1095	False
module	STING	BRCA	TACSTD2	STING	simple_KRT8_18_19	none	pearson	3	0.12173753701412286	5.500586826857741e-05	1095	False
module	STING	BRCA	TACSTD2	STING	squamous_KRT5_6	none	spearman	4	0.0755236360503236	0.012586051758785662	1095	False
module	STING	BRCA	TACSTD2	STING	squamous_KRT5_6	none	pearson	4	0.10968836489103244	0.0002835939745068233	1095	False
module	STING	BRCA	TACSTD2	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.1557105642166746	2.4162973511423263e-07	1093	False
module	STING	BRCA	TACSTD2	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.1310573839873425	0.00014869656428312142	837	False
module	STING	BRCA	TACSTD2	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.1329071435020303	1.09047618433622e-05	1093	False
module	STING	BRCA	CLDN4	STING	none	none	spearman	0	0.20328098817174958	1.1208601980906972e-11	1095	False
module	STING	BRCA	CLDN4	STING	none	none	pearson	0	0.2392712662230598	1.0112564706801242e-15	1095	False
module	STING	BRCA	CLDN4	STING	simple_KRT8_18_19	none	spearman	3	0.18074482765132246	1.792668241948571e-09	1095	False
module	STING	BRCA	CLDN4	STING	simple_KRT8_18_19	none	pearson	3	0.1891959808403447	2.940191658682602e-10	1095	False
module	STING	BRCA	CLDN4	STING	squamous_KRT5_6	none	spearman	4	0.18401838576236965	9.149665800710386e-10	1095	False
module	STING	BRCA	CLDN4	STING	squamous_KRT5_6	none	pearson	4	0.22505254059012342	5.405852335424571e-14	1095	False
module	STING	BRCA	CLDN4	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.25013047297588026	5.367039780577427e-17	1093	False
module	STING	BRCA	CLDN4	STING	simple_KRT8_18_19	ABSOLUTE	spearman	4	0.16467029110072987	1.768809144464782e-06	837	False
module	STING	BRCA	CLDN4	STING	squamous_KRT5_6	ESTIMATE	spearman	5	0.26735918462470126	2.898742153893215e-19	1093	False
module	STING	BRCA	CLDN7	STING	none	none	spearman	0	0.10109138080707472	0.0008082400471925063	1095	False
module	STING	BRCA	CLDN7	STING	none	none	pearson	0	0.15410239732295902	2.9883162270823145e-07	1095	False
module	STING	BRCA	CLDN7	STING	simple_KRT8_18_19	none	spearman	3	0.12385220245400343	4.062941341624618e-05	1095	False
module	STING	BRCA	CLDN7	STING	simple_KRT8_18_19	none	pearson	3	0.15513769464162913	2.578041059828783e-07	1095	False
module	STING	BRCA	CLDN7	STING	squamous_KRT5_6	none	spearman	4	0.1250577615242663	3.439449792743624e-05	1095	False
module	STING	BRCA	CLDN7	STING	squamous_KRT5_6	none	pearson	4	0.18732936185521176	4.496720927749612e-10	1095	False
module	STING	BRCA	CLDN7	STING	simple_KRT8_18_19	ESTIMATE	spearman	4	0.23640703689491435	2.6839904208209853e-15	1093	False
