cohort	tier	in_immune_set	in_keratin_funnel	family	role	x	y	covariates	n	n_marginal	rho_marginal	p_marginal	rho_partial	p_partial	ci_low	ci_high	q_partial	q_cytotoxic_family	q_comparator
LUAD	lung	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	516	516	-0.25297238658690985	5.624930104607226e-09	-0.2473619130699727	1.367396965784761e-08	-0.32693224542294275	-0.1643090920123709			1.0939175726278088e-07
LUAD	lung	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	516	516	-0.2560812265562869	3.5993204175077426e-09	-0.251900712021695	7.248931546337973e-09	-0.3312484574443261	-0.16901507830344142			
LUAD	lung	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	516	516	-0.15051308131346364	0.0006029834282535977	-0.14669974039010142	0.000860329972640764	-0.23034576157618677	-0.06090177998576774			
LUAD	lung	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	516	516	-0.2353208346780691	6.350726996250666e-08	-0.22042145425265908	4.597134572167271e-07	-0.30124446139862987	-0.13645388081656543			
LUSC	lung	True	False	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	501	501	-0.30159353007133144	5.390100394189463e-12	-0.2213112208200019	6.090082377867049e-07	-0.3032803198094864	-0.13609097869060763	7.308098853440458e-06		
LUSC	lung	True	False	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	501	501	-0.23310122384712645	1.310660435340608e-07	-0.14993743243992422	0.0007891405967337998	-0.23471187128239315	-0.06289945087248015		0.0023674217902013993	
LUSC	lung	True	False	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	501	501	-0.25377732185032326	8.377146171423267e-09	-0.17483841150275828	8.777168861278974e-05	-0.2587303261537554	-0.08832870785648403			
LUSC	lung	True	False	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	501	501	-0.07677018870625282	0.08605389341672992	-0.017997326782675915	0.6886778460037122	-0.10569683191122495	0.06997998748779367	0.7319657252463676		
LUSC	lung	True	False	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	501	501	-0.11964167282963954	0.007342675537598858	-0.05033455804853454	0.2622241348424425	-0.13759267332025393	0.037698824014369886		0.3312304861167695	
LUSC	lung	True	False	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	501	501	-0.10239616384760361	0.021891835035195345	-0.023782223227710408	0.5964841285887054	-0.11141605146337123	0.06421862251488289			
LUSC	lung	True	False	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	501	501	-0.09913801083092778	0.026491152199850224	-0.04558806459990497	0.309957733236437	-0.13292227215121447	0.042448620970451885	0.3719492798837244		
LUSC	lung	True	False	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	501	501	-0.09365584369110384	0.03611118441897102	-0.028759766212694268	0.5219645096324592	-0.11633244168316625	0.05925662710542876		0.5694158286899555	
LUSC	lung	True	False	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	501	501	-0.11982126583486413	0.007254217876866447	-0.05245557400648492	0.24262248287807828	-0.1396784331375883	0.03557504515710712			
LUSC	lung	True	False	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	501	501	-0.08664455948660449	0.05260253340418124	-0.035017160626549367	0.43555843339812284	-0.12250687687291197	0.05301260107743057			0.5165187752422465
LUSC	lung	True	False	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	501	501	-0.1546303409118019	0.0005139802270255165	-0.07359293277786513	0.1009237941431613	-0.16042223451654322	0.014366617386855218			
LUSC	lung	True	False	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	501	501	-0.18406718038027528	3.395773420249936e-05	-0.10528303952604208	0.018767468278046023	-0.1913792655776026	-0.017579010249733348			
LUSC	lung	True	False	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	501	501	-0.0015617529880478191	0.9721838281189035	-0.0033373275037117413	0.9407807746520243	-0.09117724108891474	0.08455411750800208			0.9407807746520243
LUSC	lung	True	False	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	501	501	0.04848219099649307	0.27876196847424356	0.04163417095317032	0.35383732334538337	-0.04640223062580264	0.12902880105824172			
LUSC	lung	True	False	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	501	501	0.06401488656153828	0.15250596105384134	0.06215157282636737	0.16610665195145055	-0.02585628000514184	0.14920341581496785			
LUSC	lung	True	False	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	501	501	-0.10504559009471097	0.018679026272022253	-0.04436558802565756	0.32312462166508654	-0.13171876499097013	0.04367130426140007			
BRCA	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	1095	1095	-0.05610358081217375	0.06347452832599698	-0.03887423934769084	0.19927157285523095	-0.09797141359427958	0.02049613775035145	0.28132457344267897		
BRCA	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	1095	1095	-0.06919866530074292	0.02202316260394338	-0.05082413225951861	0.09321708200836125	-0.10981614170415398	0.008524680158751175		0.15579183399051375	
BRCA	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	1095	1095	-0.06722367540947842	0.026117507806952538	-0.05021486547637128	0.09721308421612472	-0.10921264183871009	0.009135458277420483			
BRCA	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	1095	1095	0.00978887486022879	0.7462716830123768	0.03424927951656113	0.2581319241191097	-0.025124878672067513	0.09338265720104025	0.34417589882547955		
BRCA	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	1095	1095	0.012437046971719651	0.681001056290023	0.040623926214599336	0.17977403076847465	-0.018744356635059158	0.09970674928462028		0.23969870769129953	
BRCA	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	1095	1095	-0.013880147634231095	0.6463760173582371	0.008737159516504734	0.7730421239771873	-0.05061218368048796	0.0680250112193369			
BRCA	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	1095	1095	-0.19217907276913995	1.436690953297557e-10	-0.1202178131607435	6.817972109083392e-05	-0.1782695592323675	-0.061332104881081116	0.0005454377687266714		
BRCA	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	1095	1095	-0.18845666621637655	3.268878472968736e-10	-0.10612006872547246	0.0004435959644685469	-0.164408168179895	-0.047093429287302806		0.0017743838578741875	
BRCA	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	1095	1095	-0.21203728804450458	1.3486432739935654e-12	-0.14630907817870686	1.2010842539396032e-06	-0.2038627595281414	-0.08774757396657172			
BRCA	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	1095	1095	-0.10881966647942154	0.00030912213529351576	-0.1425765885289822	2.241959464194992e-06	-0.2002063361068827	-0.08396365024023472			7.174270285423974e-06
BRCA	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	1095	1095	-0.10168032556890566	0.0007528413913090191	-0.13974104899947482	3.5646452268548486e-06	-0.19742751000777028	-0.08109016611090211			
BRCA	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	1095	1095	-0.15159994969424448	4.655604445856673e-07	-0.18771462703380098	4.061174377024672e-10	-0.24431706736931752	-0.1298373618198842			
BRCA	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	1095	1095	-0.10698081014567648	0.0003908042970904852	-0.022784583441356004	0.45195392833696574	-0.08199686230842945	0.0365879809080224			0.5165187752422465
BRCA	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	1095	1095	-0.14335479614744198	1.9080677727660888e-06	-0.05244888248558644	0.08320184017149314	-0.11142530048916754	0.006895683074244347			
BRCA	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	1095	1095	-0.09358703069363998	0.0019343098958632887	-0.014713161131402763	0.6271996812055681	-0.07397170649037928	0.044648919925628576			
BRCA	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	1095	1095	-0.09491974020148262	0.001663804772136004	-0.039134497115215494	0.1962775272302028	-0.09822955944547217	0.02023559154998134			
CESC	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	304	304	0.06889218257459911	0.2310528173028048	0.11796543772795945	0.04082974987949403	0.004979542360889732	0.22797737501336623	0.0890830906461688		
CESC	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	304	304	0.11819338965820655	0.039445724102269576	0.12887144056266656	0.025360661637887836	0.016053016522672825	0.23844971960764744		0.05072132327577567	
CESC	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	304	304	0.1440649586960422	0.011915344914672128	0.1313013249335958	0.02270352588512737	0.018523989642475057	0.2407795175525602			
CESC	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	304	304	-0.062127645033700926	0.28022527728689023	-0.08180526224425373	0.15685256452236349	-0.19307198362179773	0.0315387203240138	0.2381059949429331		
CESC	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	304	304	-0.2606698331610555	4.103176216746034e-06	-0.2622102888954886	4.003834972475267e-06	-0.3644587675695289	-0.15371462090295968		4.80460196697032e-05	
CESC	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	304	304	-0.14450319924140817	0.01165662943356774	-0.1430417925422398	0.012986334352564018	-0.2520186513316634	-0.030482426219871406			
CESC	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	304	304	0.014188144439983254	0.805394247031462	0.0004931816861257071	0.9932014820878231	-0.11256539829547335	0.11353915513467468	0.9932014820878231		
CESC	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	304	304	-0.04656711572796626	0.4185039017339871	-0.02393604971638531	0.6791624285550997	-0.13661865999082753	0.08935805933782959		0.7086912297966258	
CESC	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	304	304	-0.04231285078464706	0.462315281608828	-0.005840261157630032	0.9196266563745205	-0.11881411740617358	0.10728287675705142			
CESC	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	304	304	-0.12937493059055688	0.024075318692233744	-0.21365163450173932	0.0001880844058981414	-0.3189988997073238	-0.10308933069614219			0.000501558415728377
CESC	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	304	304	-0.362198549449423	7.437835985457726e-11	-0.4269196008008669	9.185367549898213e-15	-0.5151104862434283	-0.3297840762040881			
CESC	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	304	304	-0.3387864239400644	1.337412719405358e-09	-0.3619303536380322	9.54894075233338e-11	-0.4563117231981489	-0.2594958574270006			
CESC	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	304	304	0.1679503498235932	0.0033125259326398046	0.1825254078498585	0.0014713320004785713	0.07093688069587699	0.289601802305245			0.0026157013341841268
CESC	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	304	304	0.14756404889841876	0.009983879332848727	0.18566303178782156	0.0012125545535385228	0.07416747606584616	0.2925743081535562			
CESC	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	304	304	0.1330418848614801	0.020317481938971826	0.19591638310396348	0.0006306853799050689	0.08474099036081723	0.3022736879663299			
CESC	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	304	304	-0.03702534619294543	0.520146202994392	-0.05910254864140526	0.3067723191641346	-0.17101220380240656	0.05431265496146468			
KIRC	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	533	533	-0.024007781749628844	0.5802352487455898	-0.04719704578751974	0.2781003351247521	-0.1318376135576184	0.03812674425291487	0.3512846338417921		
KIRC	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	533	533	0.03196871640280794	0.46142000393507565	0.03214817367804265	0.46018028436128244	-0.05316793246750434	0.1169983514465538		0.5259203249843228	
KIRC	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	533	533	-0.011714310123391199	0.7872986054459462	-0.03467948922460993	0.42560411034341716	-0.11949706254206806	0.05064061471696967			
KIRC	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	533	533	-0.10805134344388072	0.012559772176592005	-0.06580665410824625	0.1302678751336179	-0.15013570365014733	0.01947301626577027	0.22331635737191638		
KIRC	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	533	533	-0.11473880434374298	0.008013659188458666	-0.07208413459389096	0.0973698962440711	-0.15629509787678134	0.01316723315032583		0.15579183399051375	
KIRC	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	533	533	-0.14946899893027896	0.0005359268162237613	-0.09081293012753756	0.036612884011452754	-0.17463274652136415	-0.0056863836908570995			
KIRC	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	533	533	-0.021276577196728357	0.6240559362423872	-0.020102091097626985	0.6442685787103508	-0.10509268955892653	0.06518003226429743	0.7319657252463676		
KIRC	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	533	533	-0.0693200368165391	0.10992209585187573	-0.06555919982260995	0.13172236325075268	-0.14989277006749288	0.019721447309090753		0.197583544876129	
KIRC	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	533	533	-0.00962598434869136	0.824534588654481	-0.0016146912957045864	0.9704170391504463	-0.08677328613269918	0.08356732948295595			
KIRC	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	533	533	-0.3156923586441828	8.46399174727555e-14	-0.3072940822509867	4.707496959812177e-13	-0.3824548494666838	-0.22809330300230304			7.531995135699484e-12
KIRC	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	533	533	-0.2643556104003159	5.667304483211504e-10	-0.2475603599297588	7.651648588507005e-09	-0.3258601763445546	-0.16588754512053303			
KIRC	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	533	533	-0.34000739445335176	6.858959872629826e-16	-0.3221502774615883	2.9034157028297696e-14	-0.3964433094357027	-0.2436653687624192			
KIRC	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	533	533	0.046421601360950276	0.28471540386112465	0.01979133639173844	0.649397365953203	-0.06548958363271426	0.10478523461413901			0.6926905236834165
KIRC	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	533	533	0.021518845493690795	0.6201116180174757	0.015416074834520486	0.7232730935580095	-0.06984616109834069	0.10045470653926711			
KIRC	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	533	533	0.05726162170609819	0.1868461324441352	0.030095463207342986	0.48933282918628007	-0.05521659880224602	0.11497129170234252			
KIRC	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	533	533	-0.07263785240447916	0.09388490708780313	-0.04948110692674156	0.2554765441326587	-0.13408654994244817	0.03584046494814093			
STAD	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	412	412	-0.13219642327358513	0.007210906996134633	-0.07943262493998493	0.10870429305834989	-0.17505009742912628	0.017669218772500772	0.2006848487231075		
STAD	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	412	412	-0.13908353399362341	0.004680050965817856	-0.12766097983310415	0.009753034191222658	-0.2218801338017729	-0.03107995958300031		0.021279347326303984	
STAD	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	412	412	-0.18076241930333406	0.00022570710915215765	-0.11917573208722533	0.01589126652983424	-0.21367229374919516	-0.022469639363370802			
STAD	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	412	412	-0.15947358224989933	0.0011624568861927937	-0.17859988517150738	0.0002832751953600466	-0.27087461024206233	-0.08307279473685565	0.0016996511721602795		
STAD	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	412	412	-0.07877271230539326	0.11036933978629612	-0.15729936522948676	0.00141616493618416	-0.2504451636067934	-0.06126811534012309		0.003398795846841984	
STAD	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	412	412	-0.21463069612547903	1.1097188287676658e-05	-0.21768075663000466	8.903202766846237e-06	-0.30814236860641403	-0.12331794878455736			
STAD	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	412	412	-0.1006489021752988	0.04115844008493862	-0.12090864417837852	0.014416092234446481	-0.21534963665363624	-0.02422692956409702	0.043248276703339444		
STAD	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	412	412	0.027715400020213308	0.5748249683276756	-0.04222220518963291	0.39440409007895083	-0.1386204292793592	0.054968593234574294		0.47328490809474105	
STAD	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	412	412	-0.14106660045577754	0.004117723606080212	-0.14323465110390687	0.0036977428096611345	-0.23690999350758674	-0.04692057308887296			
STAD	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	412	412	-0.22337578414518028	4.689192874105912e-06	-0.2482996843935445	3.656008177242456e-07	-0.3371480679651583	-0.15506742429860337			1.949871027862643e-06
STAD	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	412	412	-0.1366215596405051	0.005474088471641308	-0.22123740087012775	6.282690097117302e-06	-0.3115202785160916	-0.12699602578178254			
STAD	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	412	412	-0.2773568196672421	1.0323124762434072e-08	-0.2891778511961887	2.5514071735713374e-09	-0.37561133003931796	-0.1977572830652729			
STAD	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	412	412	-0.07982987873901201	0.1056561972230406	-0.05272064096839875	0.28747111692559874	-0.14892507269405078	0.04447245760441874			0.383294822567465
STAD	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	412	412	0.039283659494602025	0.4264648242591223	0.04648495893912642	0.34838323603736204	-0.050709361997518416	0.14280701468547885			
STAD	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	412	412	-0.007309050707096949	0.8824147760723038	0.04340390358563403	0.3812933327082901	-0.05378822557076553	0.1397813579629241			
STAD	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	412	412	-0.14920151417943142	0.002395239695099	-0.17836027689025138	0.0002887566697541253	-0.2706452619481386	-0.08282700547361245			
BLCA	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	406	406	-0.19992146199042748	4.9725272432664334e-05	-0.157900437525707	0.0014729819920999206	-0.2517036918916588	-0.06115809108320176	0.005891927968399682		
BLCA	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	406	406	-0.19199001957622655	9.90783084875402e-05	-0.15967249426375285	0.0012994366630535421	-0.2534056312001782	-0.06296898030476783		0.003398795846841984	
BLCA	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	406	406	-0.15063545408373	0.0023404171238635666	-0.1177311228501248	0.01806308686413812	-0.2129675449109068	-0.020278654158243613			
BLCA	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	406	406	-0.19148041906662597	0.00010346906302289209	-0.14480527095748533	0.003576473787988031	-0.23910866895320074	-0.047795673683414905	0.012262195844530392		
BLCA	keratin_funnel	True	True	immune	secondary	CLDN4	cytotoxic_score	KRT8+KRT18+KRT19	406	406	-0.2548313651761928	1.9393629893316716e-07	-0.2027369694781457	4.1327720488959285e-05	-0.2945884782647732	-0.10717380683055079		0.0003306217639116743	
BLCA	keratin_funnel	True	True	immune	secondary	CLDN4	T_score	KRT8+KRT18+KRT19	406	406	-0.1746790229548851	0.00040614810578782333	-0.12410633789821342	0.012655300355701948	-0.21913535582738777	-0.026744890945955415			
BLCA	keratin_funnel	True	True	immune	primary	CLDN7	CD8_score	KRT8+KRT18+KRT19	406	406	-0.13141749003817968	0.008017478011253786	-0.0703352798123401	0.15873732996195541	-0.1668744137261748	0.027539624369280875	0.2381059949429331		
BLCA	keratin_funnel	True	True	immune	secondary	CLDN7	cytotoxic_score	KRT8+KRT18+KRT19	406	406	-0.14998132929167415	0.002446525072033594	-0.06955298374105061	0.16343312882390013	-0.16611006330191602	0.02832515302815374		0.23072912304550605	
BLCA	keratin_funnel	True	True	immune	secondary	CLDN7	T_score	KRT8+KRT18+KRT19	406	406	-0.1650253029563375	0.0008443582492425151	-0.10509224487806824	0.03494439173279195	-0.2007173650942529	-0.007483383043471408			
BLCA	keratin_funnel	True	True	immune	secondary	EPCAM	CD8_score	KRT8+KRT18+KRT19	406	406	-0.12521370452404937	0.011564801875765687	-0.09910299698219084	0.046790027355161704	-0.19490184934485047	-0.0014311657124170547			0.06805822160750793
BLCA	keratin_funnel	True	True	immune	secondary	EPCAM	cytotoxic_score	KRT8+KRT18+KRT19	406	406	-0.21306133719926826	1.4935058985749714e-05	-0.16979222268639943	0.0006196755854511619	-0.26311383198562127	-0.07332268623769186			
BLCA	keratin_funnel	True	True	immune	secondary	EPCAM	T_score	KRT8+KRT18+KRT19	406	406	-0.212972757800344	1.5060509914542226e-05	-0.18657900373623948	0.00016519224804974468	-0.27917639372185077	-0.09054357347714816			
BLCA	keratin_funnel	True	True	immune	secondary	MUC1	CD8_score	KRT8+KRT18+KRT19	406	406	0.07504871642802678	0.1311309626398185	0.12812580534177426	0.01003159564141544	0.030825938243661605	0.22302015857923213			0.016050553026264704
BLCA	keratin_funnel	True	True	immune	secondary	MUC1	cytotoxic_score	KRT8+KRT18+KRT19	406	406	0.11711137918034474	0.01824630375493651	0.17158278698692536	0.0005411971461626993	0.07515681780635657	0.26482961582166187			
BLCA	keratin_funnel	True	True	immune	secondary	MUC1	T_score	KRT8+KRT18+KRT19	406	406	0.12390886183989634	0.012467351641319195	0.17050115677726016	0.0005874207491504964	0.07404879179090473	0.2637932290171776			
BLCA	keratin_funnel	True	True	immune	primary_mean	barrier_CLDN4_CLDN7	CD8_score	KRT8+KRT18+KRT19	406	406	-0.19005669350496943	0.0001167254669102164	-0.13678971035271978	0.005951448792262769	-0.23138355776117242	-0.03963362425884031			
PAAD	keratin_funnel	True	True	immune	primary	TACSTD2	CD8_score	KRT8+KRT18+KRT19	178	178	-0.13939244347179414	0.06349705559439178	0.029180784172236417	0.7014671533611022	-0.11968041003052432	0.17675876175918617	0.7319657252463676		
PAAD	keratin_funnel	True	True	immune	secondary	TACSTD2	cytotoxic_score	KRT8+KRT18+KRT19	178	178	-0.10489196524418333	0.1634925599397506	0.02690168351172136	0.723796507748448	-0.12192801755302068	0.17454824275023945		0.723796507748448	
PAAD	keratin_funnel	True	True	immune	secondary	TACSTD2	T_score	KRT8+KRT18+KRT19	178	178	-0.13235999740405924	0.07820141683639847	0.029914725308125598	0.6943293893188007	-0.11895628570802756	0.17747030070690004			
PAAD	keratin_funnel	True	True	immune	primary	CLDN4	CD8_score	KRT8+KRT18+KRT19	178	178	-0.27623469432265635	0.00018969961111463143	-0.16846402638385943	0.025843803234669678	-0.30908301871469035	-0.020636620041388224	0.06202512776320723		
