cohort	tier	in_immune_set	in_keratin_funnel	family	role	x	y	covariates	n	n_marginal	rho_marginal	p_marginal	rho_partial	p_partial	ci_low	ci_high	q_partial
CESC	keratin_funnel	True	True	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	304	304	0.48676821090219463	1.7212673548494425e-19	0.40133952467780853	4.464208761848772e-13	0.3019891820658904	0.4920656497695885	
CESC	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	304	304	0.5331666082915453	9.968486274717174e-24	0.39756216301747327	7.705954449162112e-13	0.2978990257361167	0.48865185369941855	
CESC	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	304	304	-0.25083932034273315	9.578017947598847e-06	-0.07353294292417062	0.2033149832491695	-0.185046938886779	0.039850642058443804	
CESC	keratin_funnel	True	True	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	304	304	0.5242561443374707	7.30204831028733e-23	0.3298547867087578	4.52161340855457e-09	0.22520039557239888	0.42698447914815485	
CESC	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	304	304	-0.446095985784946	2.850708564245031e-16	-0.3024489931527946	8.731992585909443e-08	-0.4017639605059148	-0.1961019148957582	3.3340335328017875e-07
CESC	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	304	304	0.011306691497450005	0.8443495048898899	0.09087593382859921	0.11564113885607329	-0.022406569156848497	0.20185443894095284	0.13491466199875216
CESC	keratin_funnel	True	True	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	304	304	0.26889559965487486	1.965501317064675e-06	0.3163269632956177	2.023961060490955e-08	0.21081367083193775	0.4145541907900439	
CHOL	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	35	35	0.5218487394957982	0.0013037214598821218	0.5531294713674626	0.0010255181960741086	0.2532878702055184	0.7560096577642337	0.00148523324948664
CHOL	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	35	35	0.2871148459383753	0.0944601906984283	0.36957233876455686	0.03736185604688246	0.023966930595281724	0.6362714985948444	0.04358883205469621
CHOL	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	35	35	0.5327731092436975	0.000984536147721378	0.6032353421444405	0.00025761480087358054	0.32234484600199825	0.7864944993047381	
CHOL	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	35	35	0.3170868347338936	0.06345324265904301	0.42387635080581315	0.015621854577855948	0.08822184537655832	0.6730860914482818	
CHOL	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	35	35	0.004481792717086872	0.979614840130811	0.05694474005979611	0.7568931404362316	-0.29765964553333024	0.3977410495325849	
CHOL	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	35	35	0.4117647058823529	0.013983278027288626	0.4269718728646416	0.014802021868761965	0.0919707377340529	0.675148094925464	
CHOL	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	35	35	0.04733893557422968	0.7871285647660161	0.0952634861229764	0.6040163924713903	-0.2621381370167818	0.42968428810831794	0.6342172120949597
CHOL	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	35	35	0.2694677871148459	0.11748646088078242	0.22754243181344652	0.21039847169322834	-0.13159243385337907	0.5338771604585826	0.23883069759771863
CHOL	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	35	35	0.4509803921568628	0.006548074849907585	0.48195583013303334	0.005219359685752535	0.1601811114233123	0.711139231400497	
COAD	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	458	458	0.008530962797752607	0.8555238829258065	-0.048137732541076374	0.3055602241034556	-0.13944930683732268	0.04398558476395937	0.33772445821960884
COAD	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	458	458	0.05975371206518847	0.20180301655167826	-0.011703140126736775	0.8033929961374077	-0.10352043787220741	0.08031193443278287	0.8229879472627102
COAD	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	458	458	0.2808386557780212	9.51589098796754e-10	0.18086303455552946	0.00010472858918552921	0.09043803170450991	0.26833031170948557	
COAD	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	458	458	-0.026747342454523777	0.5680294409782111	-0.011023776276099033	0.8145925724159797	-0.10284822041101145	0.08098696663930086	
COAD	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	458	458	0.02232032420369114	0.6337681976761534	-0.02744313700595616	0.5592997933348254	-0.1190714129577457	0.0646486299098227	
COAD	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	458	458	0.03918639557594286	0.4027864240776995	0.02962959228867171	0.5284193657205661	-0.06246923260567927	0.12122806083626012	
COAD	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	458	458	-0.16432450371782656	0.000413803819405626	-0.1726097505497997	0.00021596613821146332	-0.26040634924610184	-0.08198195189423069	0.0005039209891600811
COAD	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	458	458	0.22864862646921114	7.591447791658737e-07	0.20283675365132472	1.2996719954494509e-05	0.11301542665259999	0.2893696885912241	3.8990159863483526e-05
COAD	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	458	458	0.051278645163421795	0.2734585304869317	-0.029039688846370072	0.5366648966849321	-0.12064628457349864	0.06305731834343248	
ESCA	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	184	184	-0.1594845023212807	0.0305819115093242	0.16453238042265805	0.02687509546296095	0.019133804780738613	0.30311586273725893	0.03252076873755189
ESCA	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	184	184	-0.21982238831846823	0.002715288524950781	0.09095798829160802	0.2233142239302832	-0.05563791074311363	0.23371506227804156	0.25349182175869983
ESCA	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	184	184	0.7135501146192522	6.1897592281762186e-30	0.4865030695434065	3.8227430291314235e-12	0.36666387310129783	0.5904615293624375	
ESCA	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	184	184	0.4167825701681725	3.980866846847585e-09	0.26773444764117055	0.0002686494294263248	0.12682953122996127	0.3980479732286262	
ESCA	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	184	184	-0.44074858893105506	3.8158531404128913e-10	-0.16066036763541797	0.030730573551530357	-0.29949977638039305	-0.015157814313500967	
ESCA	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	184	184	0.28808730326905674	7.321787178266128e-05	0.24007873950210618	0.0011327472367403625	0.09764008111910259	0.37287925260150107	
ESCA	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	184	184	-0.49071102463832333	1.5342137202159415e-12	-0.2494289828942134	0.0007087908006114307	-0.38141058164097563	-0.10748152982764139	0.0012403839010700038
ESCA	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	184	184	-0.4016605343761438	1.5946713285888937e-08	-0.17919186210196994	0.015793761314948498	-0.31677034175527713	-0.03422872712441129	0.020729311725869903
ESCA	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	184	184	-0.20488721080310532	0.0052716931818154985	0.14950454430465376	0.044563988999767566	0.0037280855375869037	0.289058964596168	
HNSC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	520	520	0.4889615260866632	1.3151466228447013e-32	0.4247290215683657	4.647257135543436e-24	0.3513627166475214	0.4929108768755655	4.879619992320608e-23
HNSC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	520	520	0.4918697070739053	4.942949314397954e-33	0.48103642167551164	2.6873541702259757e-31	0.41188692179368214	0.5446774446513448	1.1286887514949098e-29
HNSC	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	520	520	0.5894689813088178	5.668143785565953e-50	0.4538007176063603	1.2551639927979302e-27	0.3825351801064393	0.5196985361032186	
HNSC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	520	520	0.3089827938030039	5.761741268673399e-13	0.2467673873427036	1.3044401352034362e-08	0.16402222071333547	0.32606427809900496	
HNSC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	520	520	0.18502081316510793	2.1793039712467587e-05	0.041633244064163945	0.34478152045014215	-0.044763047861645304	0.12741138381389905	
HNSC	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	520	520	0.366099243084365	6.153752538372175e-18	0.2900953820647043	1.752660729956411e-11	0.20909052365603784	0.36714623291388515	
HNSC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	520	520	0.10001032661989245	0.022559162320966115	-0.031458462221345594	0.4753902492575636	-0.117375621719144	0.054926124130231575	0.5254313281267808
HNSC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	520	520	0.37136522182176934	1.8946936725289457e-18	0.35724670551177057	5.2280932410711466e-17	0.2796256579643378	0.4302280872317257	1.035690275013915e-15
HNSC	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	520	520	0.5499698309079999	1.9302956301961296e-42	0.530422157543858	7.459084952123055e-39	0.46547813456163045	0.5896848103358584	
KICH	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	66	66	0.34044462999686875	0.005157661377601352	0.3722561514226305	0.002661909688976022	0.13713980497524336	0.5676643346583349	0.003493756466781029
KICH	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	66	66	0.35430539609644085	0.0035147698632817135	0.4157601342928612	0.0007022038778146116	0.18728776870991934	0.6015581652490605	0.0010533058167219173
KICH	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	66	66	0.6198726646487841	2.8574781888116685e-08	0.5546366431306771	2.396618956103106e-06	0.3557599943530723	0.7054579505082265	
KICH	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	66	66	0.14238597223671848	0.25409068603582335	0.05463521470848193	0.6706270465130155	-0.19578003287007675	0.29836141977705105	
KICH	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	66	66	0.6242145913787704	2.141470904874903e-08	0.5908700165693682	3.4323393088095127e-07	0.40194909720042077	0.7315398603652924	
KICH	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	66	66	0.23536165327210098	0.05712251552284343	0.1659240942066801	0.19372474534944678	-0.08534968007902667	0.3973538358891662	
KICH	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	66	66	0.41847406325018266	0.0004710751473834418	0.3876896741396802	0.0016933149108258453	0.15479347477868302	0.579764846827093	0.0026340454168402036
KICH	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	66	66	0.16430435236405388	0.18740642429486135	0.07592000436820845	0.5542632222584535	-0.17513945813644718	0.3177088316597149	0.5968988547398729
KICH	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	66	66	0.3978499112827471	0.0009393416840479945	0.4537586941734819	0.00018768945500265355	0.23208606162183437	0.6306253346372059	
KIRC	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	533	533	0.1489554567110062	0.0005603874820895174	0.1887581160690364	1.216196051204079e-05	0.10528013746712825	0.26959447413005794	2.043209366022853e-05
KIRC	keratin_funnel	True	True	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	533	533	0.24085383684985595	1.7959885965350536e-08	0.16893147200229794	9.30502049728774e-05	0.08498368757370174	0.250497841643954	0.00014474476329114262
KIRC	keratin_funnel	True	True	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	533	533	0.35737252463536523	1.6805816998310673e-17	0.3318877701251044	4.292818596946667e-15	0.25389408023163806	0.40559336765901693	
KIRC	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	533	533	0.15340742395018261	0.0003787972448683336	0.10680326170664449	0.01389252743898308	0.021831321856383274	0.19024324415296873	
KIRC	keratin_funnel	True	True	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	533	533	0.24609062023061537	8.568790849163329e-09	0.2801035105202789	5.1993992971743114e-11	0.19969706814252441	0.35676290179205544	
KIRC	keratin_funnel	True	True	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	533	533	0.09424763953345562	0.02958429068696302	0.10094029465277114	0.02011089220259643	0.015906516921312865	0.18452444078674424	
KIRC	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	533	533	0.24103702879206612	1.7505951623871492e-08	0.2328371654144394	5.8818038617538e-08	0.15065424097896285	0.3118239551075177	2.4703576219365963e-07
KIRC	keratin_funnel	True	True	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	533	533	0.37379834686955593	4.0536599314944645e-19	0.24462701878065352	1.1610516466904893e-08	0.16284946106782028	0.3230664534677032	6.966309880142936e-08
KIRC	keratin_funnel	True	True	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	533	533	0.222203853753954	2.1850616417101166e-07	0.19323477496025687	7.450648937508388e-06	0.10987251849000262	0.2738975230191049	
KIRP	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	290	290	0.5368409399267119	4.7654702347626834e-23	0.289158291183863	6.223468040076382e-07	0.1793829467294581	0.3918214064364351	1.3757139878063583e-06
KIRP	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	290	290	0.6610123290653748	8.509843068210513e-38	0.4791631884165483	7.014491094317206e-18	0.38472609526517415	0.5636726914403594	3.682607824516533e-17
KIRP	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	290	290	0.700304936177436	4.600018622486907e-44	0.4780935967529829	8.494398308318835e-18	0.3835433923080225	0.5627253436363432	
KIRP	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	290	290	0.3683355946255459	9.51336296764242e-11	0.14211649484855068	0.01598138499792092	0.026776172251161526	0.2537225561343039	
KIRP	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	290	290	0.41999097123218065	8.046786313252622e-14	0.2469573238293858	2.3246592651472098e-05	0.1350375366118103	0.35265479320150694	
KIRP	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	290	290	0.5550829871690629	7.742839954936915e-25	0.3391803423999962	3.708016039653276e-09	0.23253107110719634	0.43776976539147244	
KIRP	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	290	290	0.394172631516796	3.2226324165102538e-12	0.15198992038721865	0.009919193748139099	0.0368576155942317	0.26314021021506284	0.013438907658769102
KIRP	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	290	290	0.6797478833443833	1.1582238436436565e-40	0.46573271432642477	7.397787678670821e-17	0.3698977888687109	0.5517610358347962	1.035690275013915e-15
KIRP	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	290	290	0.6489177164351864	4.7117199127021856e-36	0.4588334490570405	2.3848108768244236e-16	0.3622993895323382	0.545628314663843	
LIHC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	371	371	0.4008411969858278	9.429475965372632e-16	0.16160253884866177	0.001870913047073254	0.06036907086238808	0.2595454617661876	0.0026192782659025552
LIHC	extended_epithelial	False	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	371	371	0.2750907545589107	7.244985844680308e-08	0.1606570693773573	0.001991092870145472	0.05940188112818864	0.258639951148923	0.0026976096950358007
LIHC	extended_epithelial	False	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	371	371	0.5070160761578898	1.2594601074216485e-25	0.42127339982145284	2.901862722416612e-17	0.3334012197439509	0.5018892840069148	
LIHC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	371	371	0.2619910549385569	3.0722134136760316e-07	0.12945420257716986	0.012941316771564038	0.027588503745136776	0.22865889402252396	
LIHC	extended_epithelial	False	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	371	371	0.1778690064113954	0.0005775944834276373	0.10294963940596509	0.04844498530490913	0.0007264744455306098	0.2030434935863081	
LIHC	extended_epithelial	False	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	371	371	0.15229622795566308	0.0032746507322586778	0.07507059214720106	0.1506517866263063	-0.02737027259426462	0.17595106171618477	
LIHC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	371	371	0.4965610146495033	1.7091022407398596e-24	0.13454345121190556	0.00976705882083445	0.032763282494246974	0.23356174033045135	0.013438907658769102
LIHC	extended_epithelial	False	False	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	371	371	0.5217704923853188	2.7158636627325295e-27	0.2837749094411696	3.033138058260367e-08	0.18696814529647374	0.3751231941858613	1.4154644271881715e-07
LIHC	extended_epithelial	False	False	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	371	371	0.37110814061267056	1.474296828540472e-13	0.16836023115078994	0.0011873872598875369	0.06728754685865902	0.2660125397702069	
LUAD	lung	True	True	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	516	516	0.5389480184453354	3.2579613977586523e-40	0.4050235862254546	1.1315510252913302e-21	0.33002395617210184	0.4749418914355151	7.920857177039311e-21
LUAD	lung	True	True	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	516	516	0.14009196464483906	0.0014212210204557858	0.10954976194715203	0.013040140120601658	0.023198359103503603	0.194278660136806	0.016596541971674837
LUAD	lung	True	True	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	516	516	0.34832860437602864	3.64112060509531e-16	0.3354803049287464	5.8418208465352264e-15	0.2563541874034746	0.41014001988857357	
LUAD	lung	True	True	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	516	516	0.42312366226990816	7.8998930894392e-24	0.32304752702887585	6.33004046417064e-14	0.2432798435530167	0.3984749193338052	
LUAD	lung	True	True	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	516	516	0.2333548054343777	8.223650122178978e-08	0.19494502486236717	8.692550618984493e-06	0.11023399394946203	0.2768442304111248	
LUAD	lung	True	True	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	516	516	0.3236700435366865	4.757588770425332e-14	0.2992073666748934	4.532086153566829e-12	0.21829028399989853	0.37603833247634605	
LUAD	lung	True	True	coexpression	epithelial_comparator	TACSTD2	EPCAM	KRT8+KRT18+KRT19	516	516	0.19186520353586542	1.1407873923557098e-05	0.1610636894583442	0.00024922387127269193	0.0755456478014809	0.24422968337278916	0.0005509159259712138
LUAD	lung	True	True	coexpression	epithelial_comparator	TACSTD2	MUC1	KRT8+KRT18+KRT19	516	516	0.24184063799653507	2.6513393826516268e-08	0.2227187185388602	3.4633461528516197e-07	0.13882398077109837	0.3034394924089825	1.1189272186136002e-06
LUAD	lung	True	True	coexpression	primary_mean	TACSTD2	barrier_CLDN4_CLDN7	KRT8+KRT18+KRT19	516	516	0.42891885860424933	1.6538646613931953e-24	0.31833499910997837	1.5184504114481462e-13	0.2383317002573533	0.3940469854571603	
LUSC	lung	True	False	coexpression	primary	TACSTD2	CLDN4	KRT8+KRT18+KRT19	501	501	0.39143583748836985	8.587182907798651e-20	0.39584404654350597	3.948210852289673e-20	0.31907531104497866	0.46745201899263294	2.368926511373804e-19
LUSC	lung	True	False	coexpression	primary	TACSTD2	CLDN7	KRT8+KRT18+KRT19	501	501	0.3721204284657776	6.702925247462339e-18	0.35685408538718566	2.111960254409841e-16	0.2776947118602138	0.43120020615764537	9.855814520579258e-16
LUSC	lung	True	False	coexpression	barrier_internal	CLDN4	CLDN7	KRT8+KRT18+KRT19	501	501	0.49890679199370186	6.878828201586442e-33	0.3662066335271569	2.991479554089319e-17	0.28759399587786844	0.4399178918273174	
LUSC	lung	True	False	coexpression	context	TACSTD2	CLDN1	KRT8+KRT18+KRT19	501	501	0.42575680511486985	1.7718886861796866e-23	0.35214248785252317	5.518115139663211e-16	0.2727140410255602	0.42680317333194456	
LUSC	lung	True	False	coexpression	context	TACSTD2	CLDN3	KRT8+KRT18+KRT19	501	501	-0.09682663589537985	0.030238387589687422	-0.05679809429352167	0.20575024715818452	-0.14394635759032665	0.03122438632921215	
LUSC	lung	True	False	coexpression	context	TACSTD2	F11R	KRT8+KRT18+KRT19	501	501	0.2336358995157096	1.2245028508002398e-07	0.06624756513363989	0.13986821188953705	-0.021745665715096188	0.15322231582257362	
