outcome	keratin	purity	method	k_cov	rho_TACSTD2	p_TACSTD2	I2_TACSTD2	neg_TACSTD2	cohorts_TACSTD2	rho_CLDN4	p_CLDN4	I2_CLDN4	neg_CLDN4	cohorts_CLDN4	rho_CLDN7	p_CLDN7	I2_CLDN7	neg_CLDN7	cohorts_CLDN7	all_three_negative	worst_p	mean_rho	q_worst
CYT_Rooney	none	ESTIMATE	spearman	1	-0.046641536364177276	0.008207357503500769	0.14765850629817762	6	8	0.014328129856040617	0.7779977561885648	0.8950428152948324	4	8	0.08455113655611646	0.008888268616264648	0.7373977562307932	1	8	False	0.7779977561885648	0.01741257668265993	0.8487248249329798
CD8A	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.04571001320853384	0.21739073136886222	0.7991556226419183	7	8	0.009983265145704943	0.7948487661602521	0.8129039594994706	4	8	0.05220877923627733	0.02215805699510723	0.4670298218751101	2	8	False	0.7948487661602521	0.005494010391149477	0.857364961251508
cytotoxic_4	union_simple_squamous	ESTIMATE	pearson	9	-0.06807456029039033	0.003977851857505038	0.4971643301016173	7	8	-0.009898077096828243	0.8492162894516637	0.8981398282745818	6	8	0.05085565677104574	0.14721700553002715	0.7727982315737848	3	8	False	0.8492162894516637	-0.009038993538724277	0.9039554870906021
CD8_AB	union_simple_squamous	ESTIMATE	pearson	9	-0.053321775639398605	0.01715984559758551	0.43963645595900763	7	8	0.008039216937319427	0.8521663706427031	0.8506554890046256	5	8	0.04873397169843874	0.018058073138944464	0.3446414509960424	2	8	False	0.8521663706427031	0.0011504709987865194	0.9039554870906021
T_CD3	squamous_KRT5_6	ESTIMATE	pearson	5	-0.004176538071258308	0.8688426743791385	0.563036040250562	5	8	0.09402484241419033	0.0007672429670252819	0.6444322128062785	0	8	0.11325410495709948	1.3473533016158003e-06	0.49614917398207037	0	8	False	0.8688426743791385	0.06770080310001049	0.9165812828615088
CD8_effector	union_simple_squamous	ESTIMATE	spearman	9	-0.06736328801924014	2.871781815696284e-05	0.0	8	8	-0.0064874409610478235	0.8848731368635652	0.8617445505822534	5	8	0.04732091401451499	0.08652775606977454	0.6303489108687874	3	8	False	0.8848731368635652	-0.008843271655257659	0.9233458819445898
CD8_effector	union_simple_squamous	ESTIMATE	pearson	9	-0.07169159917362787	0.0005455257090787865	0.3531384500442315	7	8	-0.006030509777125882	0.9049248252296194	0.8915779776296824	6	8	0.05172428440939658	0.09323021438410974	0.7040926377699231	3	8	False	0.9049248252296194	-0.008665941513785724	0.9391652240220916
CD8_AB	simple_KRT8_18_19	ESTIMATE	pearson	4	-0.06933024958613355	0.03815961864644393	0.7528857034241626	7	8	0.004294753838873965	0.9179493087718048	0.8418046919737052	5	8	0.04453931518815466	0.01410112665139665	0.18291687623950365	2	8	False	0.9179493087718048	-0.006832060186368308	0.9446903085329023
CYT_Rooney	union_simple_squamous	ESTIMATE	pearson	9	-0.04715395151360785	0.022962291976785853	0.3519252216000384	6	8	-0.005146452655019185	0.9209598183295866	0.8973509550596159	6	8	0.05666967453506897	0.08297378750092273	0.7376460784597968	2	8	False	0.9209598183295866	0.0014564234554806446	0.9446903085329023
T_CD3	none	ESTIMATE	pearson	1	-0.0033138671735592796	0.9299295224620757	0.8070560335290076	4	8	0.09230312375482462	0.002205633544059788	0.6979967423399959	1	8	0.1071136789708127	6.550779210069276e-07	0.41102726517712745	0	8	False	0.9299295224620757	0.065367645184026	0.9446903085329023
T_broad	none	ESTIMATE	pearson	1	-0.0007012885220650972	0.98551239187042	0.8164493187208108	4	8	0.10924324607292202	0.0007748491276021675	0.7412025015243433	0	8	0.12299902902173684	2.4612137599131916e-06	0.5978632972525657	0	8	False	0.98551239187042	0.07718032885753125	0.9914481748530882
cytotoxic_8	union_simple_squamous	ESTIMATE	pearson	9	-0.052072928251359875	0.016031567517436236	0.4016049915321164	7	8	-0.0006615863593375404	0.9889331597303241	0.8782746328420832	6	8	0.058634372701325994	0.06269958275907304	0.7172122821622773	3	8	False	0.9889331597303241	0.0019666193635428605	0.9914481748530882
T_broad	squamous_KRT5_6	ESTIMATE	pearson	5	0.0002834134481566632	0.9914481748530882	0.6001674998775757	4	8	0.1095125129733277	0.000177888493496468	0.6756187146679611	0	8	0.12666813657526874	1.4636186945980013e-06	0.6001931849861856	0	8	False	0.9914481748530882	0.07882135433225103	0.9914481748530882
