outcome	keratin	purity	method	k_cov	rho_TACSTD2	p_TACSTD2	I2_TACSTD2	neg_TACSTD2	cohorts_TACSTD2	rho_CLDN4	p_CLDN4	I2_CLDN4	neg_CLDN4	cohorts_CLDN4	rho_CLDN7	p_CLDN7	I2_CLDN7	neg_CLDN7	cohorts_CLDN7	all_three_negative	worst_p	mean_rho	q_worst
CD8_effector	squamous_KRT5_6	none	pearson	4	-0.1186480763790421	3.139382788942709e-06	0.5739323277375462	8	8	-0.13941211005069046	3.690644787249934e-05	0.7606427160069136	8	8	-0.1435987766086025	0.0008378106037796891	0.853641565482549	6	8	True	0.0008378106037796891	-0.13388632101277834	0.014623603265972757
CD8_effector	squamous_KRT5_6	none	spearman	4	-0.12398328720487639	4.670561881853915e-05	0.7034363599905399	7	8	-0.12986010770203363	0.00010694465570660717	0.7562706708140376	8	8	-0.1413573814141998	0.0012675627320656681	0.8593796827514255	7	8	True	0.0012675627320656681	-0.13173359210703658	0.02028100371305069
cytotoxic_4	squamous_KRT5_6	none	spearman	4	-0.11847540531096351	6.445704490144902e-05	0.6866555403704102	7	8	-0.13632200688292775	8.825224432309846e-05	0.7740611556624221	8	8	-0.13985514366230717	0.0015236273018615623	0.861024346250402	7	8	True	0.0015236273018615623	-0.13155085195206614	0.020927926314091298
CYT_Rooney	squamous_KRT5_6	none	spearman	4	-0.11430733914007336	6.749897949150095e-05	0.6647324026003175	7	8	-0.14320460413605232	1.8140552987444737e-05	0.7552301433706621	8	8	-0.14812399048756864	0.0016929402156883491	0.8789855523521198	7	8	True	0.0016929402156883491	-0.13521197792123144	0.020927926314091298
cytotoxic_4	squamous_KRT5_6	none	pearson	4	-0.1122190649577821	1.1538632029636698e-05	0.577893141267477	8	8	-0.14123471510560556	4.529483180498395e-05	0.7723945721475939	8	8	-0.1387186542941711	0.0017339071815445865	0.8620716971294763	6	8	True	0.0017339071815445865	-0.13072414478585292	0.020927926314091298
cytotoxic_4	union_simple_squamous	none	spearman	8	-0.08149360725337712	0.0017439938595076082	0.5866039922961268	6	8	-0.10736905636531999	0.0014383857621697708	0.7555404083419878	7	8	-0.11135253324769623	0.0016638690163475495	0.779270323682847	8	8	True	0.0017439938595076082	-0.10007173228879777	0.020927926314091298
CYT_Rooney	squamous_KRT5_6	none	pearson	4	-0.10671663983793106	6.651794271377374e-05	0.6137981204748654	8	8	-0.1472792588942321	1.7717701608795597e-05	0.7684405472329623	8	8	-0.14409720084953392	0.002063506697993566	0.8767086283735946	6	8	True	0.002063506697993566	-0.1326976998605657	0.023305487412633216
CD8_effector	union_simple_squamous	none	spearman	8	-0.08476403754251864	0.000874973786051284	0.5684114720961234	6	8	-0.09778344010698432	0.0022991887087589194	0.7294422968011364	7	8	-0.1099764812892142	0.0014148557854007154	0.7665848325371682	7	8	True	0.0022991887087589194	-0.09750798631290573	0.02452467956009514
cytotoxic_8	union_simple_squamous	none	spearman	8	-0.07032362570935134	0.0029120655584217972	0.4982901560512366	6	8	-0.1046987275623623	0.0007883645144205034	0.7138727588866703	7	8	-0.11216932238713495	0.0003588795722051075	0.7186553394207952	8	8	True	0.0029120655584217972	-0.09573055855294954	0.029427188800893952
CD8_effector	union_simple_squamous	none	pearson	8	-0.07319162465715665	0.0017825290240527777	0.49013815355250373	6	8	-0.10961499480081491	0.0031489470574367845	0.7994555689348354	6	8	-0.11347238468722308	0.003194322473350413	0.8137937013241132	7	8	True	0.003194322473350413	-0.09875966804839821	0.03066549574416396
cytotoxic_4	union_simple_squamous	none	pearson	8	-0.06961159227087854	0.0032128600966804454	0.49829990621932096	6	8	-0.11414389320460301	0.002431027025852056	0.8052710723979974	6	8	-0.11577563153345069	0.0037547682852842063	0.8274993945859845	7	8	True	0.0037547682852842063	-0.09984370566964407	0.03432931003688417
CD8_AB	none	none	spearman	0	-0.11365089086506827	0.004158389196993787	0.8281828029890985	7	8	-0.11150276432644145	0.0002969333917713993	0.7127963079528254	7	8	-0.14198123258045062	0.00022290561418057076	0.8180373216480601	7	8	True	0.004158389196993787	-0.12237829592398679	0.036156481920839985
cytotoxic_8	union_simple_squamous	none	pearson	8	-0.05874581128247521	0.0043312452301006235	0.3458758325755518	5	8	-0.10860021791738698	0.0012554747956036053	0.7551847699222285	6	8	-0.11363870294473125	0.001425565554933766	0.7820881496449633	7	8	True	0.0043312452301006235	-0.09366157738153114	0.036156481920839985
CYT_Rooney	union_simple_squamous	none	spearman	8	-0.06840725877489255	0.004842591606829189	0.5246277567477945	6	8	-0.10646052285524565	0.0008250100279906463	0.7255891261487818	7	8	-0.11174379161437017	0.0034003971024521326	0.8103876691474166	7	8	True	0.004842591606829189	-0.09553719108150278	0.03774336532053701
T_CD3	union_simple_squamous	none	spearman	8	-0.06151643698580193	0.004914500692778256	0.4168058735758049	7	8	-0.0882403241155862	0.00047351970933531964	0.560883935729457	7	8	-0.12112097162801536	0.0011552839272443037	0.8014524883598072	6	8	True	0.004914500692778256	-0.09029257757646784	0.03774336532053701
CD8_AB	union_simple_squamous	none	spearman	8	-0.074056607843931	0.004174994039884861	0.5805527566193286	7	8	-0.074798639265084	0.006610426521027185	0.6306071529917775	7	8	-0.1078587015430656	0.000271202040464624	0.6824211482379452	8	8	True	0.006610426521027185	-0.0855713162173602	0.0488154573860469
CD8A	union_simple_squamous	none	spearman	8	-0.06657390536279749	0.010264521353315677	0.5829879956789956	7	8	-0.07618998157138918	0.0037800966355062303	0.5950901596214355	7	8	-0.10939901893830434	0.0004345199239013042	0.7123063043714855	7	8	True	0.010264521353315677	-0.08405430195749701	0.07299215184580038
CD8_effector	none	none	spearman	0	-0.10232539262651132	0.01096701568462549	0.8328255915479571	6	8	-0.13340898425344314	0.00013949859682711193	0.7794276689758497	7	8	-0.13991246005731067	0.0004794931020639303	0.8325221722856205	8	8	True	0.01096701568462549	-0.1252156123124217	0.07518542629596237
CD8A	none	none	spearman	0	-0.10254683602854425	0.011573454616434255	0.8360699267108238	7	8	-0.12006740672529385	2.8105850919659973e-05	0.6678562486023801	8	8	-0.14900736090463093	0.00011846269234839622	0.8206695510560524	8	8	True	0.011573454616434255	-0.12387386788615636	0.07518542629596237
CD8_AB	none	none	pearson	0	-0.1091871780665038	0.01174772285874412	0.8564859246966474	6	8	-0.12131574226011788	0.0003316964447415074	0.762347660150278	8	8	-0.13823194800129182	3.948318298068672e-05	0.7606038226496061	7	8	True	0.01174772285874412	-0.12291162277597116	0.07518542629596237
CYT_Rooney	none	none	spearman	0	-0.08968268440962601	0.01230377458890608	0.7879502204362753	6	8	-0.14960362398449312	2.9068158154084708e-05	0.7895444024319827	8	8	-0.14939120736698955	0.0005744990888391119	0.8578477902919247	7	8	True	0.01230377458890608	-0.12955917192036956	0.07620402326032152
CD8_effector	none	none	pearson	0	-0.0971687714921455	0.013414247617764352	0.824561781661735	6	8	-0.13819718751955165	0.00030721659012247684	0.8162485734330938	7	8	-0.13437055291985156	0.0003092289795833906	0.8054711553565324	7	8	True	0.013414247617764352	-0.12324550397718291	0.08048548570658612
T_broad	union_simple_squamous	none	spearman	8	-0.05626311872810843	0.013891307747334896	0.46485813826434386	6	8	-0.08034895897117719	0.0010634981297878245	0.5353435343872438	7	8	-0.11439596765734594	0.0017903072818482857	0.7940774176341239	6	8	True	0.013891307747334896	-0.08366934845221052	0.08082215416631212
CYT_Rooney	union_simple_squamous	none	pearson	8	-0.05451102411257994	0.01547568165767739	0.4482618233417238	5	8	-0.11215778024498481	0.0019138675557346635	0.7882852297559424	6	8	-0.11155484818970718	0.006935502508477884	0.838841308888638	7	8	True	0.01547568165767739	-0.09274121751575731	0.08739208465511938
cytotoxic_4	none	none	spearman	0	-0.09181374864112286	0.017645397528067663	0.8187795734788262	6	8	-0.14363375656418295	0.00013251310015942585	0.8093306147552032	7	8	-0.13973859788333284	0.0003809758882739621	0.826063835021098	7	8	True	0.017645397528067663	-0.12506203436287955	0.09679760929682832
CYT_Rooney	none	none	pearson	0	-0.08147452693766549	0.02342323861567499	0.7892152686256737	6	8	-0.14862954371957554	0.00032764276883187556	0.8433914014010395	8	8	-0.13698159453399053	0.0008273356404437405	0.8398647918621533	6	8	True	0.02342323861567499	-0.12236188839707718	0.1215476166002594
cytotoxic_4	none	none	pearson	0	-0.08224020763625907	0.026743236597017658	0.8026252311310561	6	8	-0.14285011299476372	0.0005823286044771733	0.84440887247537	8	8	-0.1300574975666788	0.0006548026118775461	0.8147244125507925	6	8	True	0.026743236597017658	-0.11838260606590052	0.13512372175335238
T_CD3	none	none	spearman	0	-0.08702931901194642	0.02806590544228319	0.8272674090904201	6	8	-0.13609595354761833	9.814724496431658e-07	0.647605703556591	8	8	-0.1720459646797355	5.033739096410502e-05	0.852063369368421	7	8	True	0.02806590544228319	-0.13172374574643342	0.13817061140816342
cytotoxic_8	none	none	spearman	0	-0.0820202810689835	0.033334161015544234	0.8171393386041153	6	8	-0.14164648470333815	2.2255388379761954e-05	0.757401026616838	7	8	-0.14447073976401462	6.926663599566196e-05	0.7954906003401612	8	8	True	0.033334161015544234	-0.12271250184544542	0.16000397287461232
CD8_AB	union_simple_squamous	none	pearson	8	-0.057008956718636684	0.03454084136052731	0.6141204858796515	6	8	-0.0908245032616427	0.0062198626165189935	0.7474950023701368	7	8	-0.10368901158926584	0.0021232010004381186	0.7562468632927292	7	8	True	0.03454084136052731	-0.08384082385651508	0.16175223271271325
CD8A	none	none	pearson	0	-0.08983157496409844	0.03675888335157717	0.8539142479996717	6	8	-0.1264618059290564	5.9975876886698826e-05	0.7261814295086989	8	8	-0.14326038724375925	1.0235769822166851e-05	0.7431304484210688	8	8	True	0.03675888335157717	-0.11985125604563802	0.1680406096072099
T_broad	none	none	spearman	0	-0.08213694198427644	0.040649828026957845	0.8315266466166753	6	8	-0.12760552833590635	3.084848980162027e-06	0.6353137079847656	8	8	-0.1648804727996271	9.558768696110344e-05	0.850544315773473	7	8	True	0.040649828026957845	-0.12487431437326996	0.18150620886455596
CD8_AB	simple_KRT8_18_19	none	spearman	3	-0.0687415205422523	0.04273532567896686	0.7607742957073461	6	8	-0.08059054921697954	0.006189723216631122	0.6812344273656753	7	8	-0.10940613722088254	0.000942262187173752	0.7494272615346846	7	8	True	0.04273532567896686	-0.08624606899337146	0.18648142114458263
CD8A	union_simple_squamous	none	pearson	8	-0.04802453080565909	0.04636843540624498	0.5171308749783425	6	8	-0.08733831108722957	0.0065148802991966265	0.7295432430328644	7	8	-0.10493189858723115	0.002313098800520729	0.7661655264079525	7	8	True	0.04636843540624498	-0.0800982468267066	0.19402603797895393
cytotoxic_8	none	none	pearson	0	-0.07357526015404615	0.0474256336907264	0.8023140163740486	6	8	-0.13821384089874716	7.783166485841795e-05	0.7790868222311469	8	8	-0.13129799651037535	0.00010192117817185649	0.762580336831442	7	8	True	0.0474256336907264	-0.11436236585438957	0.19402603797895393
CD8_effector	simple_KRT8_18_19	none	spearman	3	-0.06872915789445583	0.047495957213598096	0.7712564590525501	5	8	-0.11027658942061919	0.002568031371478002	0.79579554361983	7	8	-0.10897098316607289	0.002653174244322041	0.7921350151067208	8	8	True	0.047495957213598096	-0.09599224349371598	0.19402603797895393
CD8A	simple_KRT8_18_19	none	spearman	3	-0.06107814953500233	0.05810055445051255	0.7343261981272393	6	8	-0.08530366615808589	0.0021501281983893855	0.6422451556939028	7	8	-0.1102605084496075	0.002057757281063383	0.7864374934958949	7	8	True	0.05810055445051255	-0.08554744138089858	0.22765931539792672
T_CD3	union_simple_squamous	none	pearson	8	-0.03575796723348997	0.060384097771029877	0.2437988534907135	5	8	-0.08903969334655697	0.0009039855506495525	0.6112199950840173	8	8	-0.11795374027089828	0.0019125020844413551	0.8091079958959251	7	8	True	0.060384097771029877	-0.08091713361698173	0.23187493544075471
T_CD3	simple_KRT8_18_19	none	spearman	3	-0.052650226215072586	0.06998010941025821	0.671840911867349	6	8	-0.09349061230851612	0.0008450350619796401	0.6480627232235184	7	8	-0.12443369978787304	0.001877925014410731	0.830476918708188	7	8	True	0.06998010941025821	-0.09019151277048724	0.2583880962840303
cytotoxic_4	simple_KRT8_18_19	none	spearman	3	-0.061450638156395336	0.07623469085397754	0.770846929595136	5	8	-0.12296375493256435	0.0019018357832679626	0.8267028670528196	7	8	-0.1106025853582746	0.002187346235576278	0.79034314823463	8	8	True	0.07623469085397754	-0.09833899281574476	0.2710566785919201
T_broad	union_simple_squamous	none	pearson	8	-0.03380333649330192	0.09321135008291366	0.31711344614155235	5	8	-0.0815736174678313	0.002427335747570649	0.6130109294005762	6	8	-0.11279983423553314	0.003435641833100181	0.8144357273732646	7	8	True	0.09321135008291366	-0.0760589293988888	0.31991036258866506
CD8_effector	simple_KRT8_18_19	none	pearson	3	-0.06439714125921327	0.09515105213781505	0.8159353892921914	6	8	-0.12950068509748658	0.0011586725388911196	0.8291965205797314	7	8	-0.11306559095482356	0.001310879343565029	0.7791102807844082	7	8	True	0.09515105213781505	-0.10232113910384112	0.31991036258866506
CYT_Rooney	simple_KRT8_18_19	none	spearman	3	-0.0509240802992699	0.10038372016545284	0.7120945199811327	5	8	-0.1204595433422009	0.000968354513322811	0.7953760746086896	7	8	-0.11176191368872328	0.003957425276531583	0.8188769384275937	8	8	True	0.10038372016545284	-0.09438184577673137	0.32667244528418554
cytotoxic_8	simple_KRT8_18_19	none	spearman	3	-0.05258214370851684	0.10435815701262291	0.7365558588724218	5	8	-0.11899612411699131	0.0009235041473313431	0.7884368774079895	7	8	-0.11336579021701147	0.0005403993693301329	0.7446499511301727	8	8	True	0.10435815701262291	-0.09498135268083989	0.3339461024403933
T_CD3	none	none	pearson	0	-0.06253626677676236	0.11581838746804547	0.8280983507638227	6	8	-0.12859067003723776	7.578960372981992e-07	0.5962142619571571	8	8	-0.15746490069853353	1.8545803681044389e-06	0.7525141415959113	8	8	True	0.11581838746804547	-0.11619727917084455	0.35866339344943116
T_broad	simple_KRT8_18_19	none	spearman	3	-0.046774021208600844	0.1278016378022918	0.706670230597373	6	8	-0.08597545931649497	0.0017088337592961798	0.6319832662126796	7	8	-0.11771571291438297	0.0029052539004568207	0.8259609237157072	6	8	True	0.1278016378022918	-0.0834883978131596	0.3792660797321286
CD8_AB	simple_KRT8_18_19	none	pearson	3	-0.06524722078801645	0.1283973707426477	0.8517762866220785	6	8	-0.10156055074105992	0.0017138580912202923	0.7380887332658636	7	8	-0.10795281182627725	0.00048667535989305367	0.7130255376454185	7	8	True	0.1283973707426477	-0.09158686111845121	0.3792660797321286
cytotoxic_4	simple_KRT8_18_19	none	pearson	3	-0.05420867808885032	0.1362422303770716	0.7923083401775017	6	8	-0.13764468277415604	0.0013301255696808907	0.8530874600768171	7	8	-0.11427911654521905	0.0015418839862523515	0.7902857388326681	7	8	True	0.1362422303770716	-0.10204415913607513	0.39042549600593646
T_broad	none	none	pearson	0	-0.06089349577538392	0.14414838796616108	0.8438705003331366	6	8	-0.11980650336250463	7.760265264612759e-06	0.6192778228920243	8	8	-0.15084056909028523	6.880672137082744e-06	0.7599109474948212	8	8	True	0.14414838796616108	-0.1105135227427246	0.4070072130809254
cytotoxic_8	simple_KRT8_18_19	none	pearson	3	-0.047270080590377114	0.19137901112528632	0.7898260904535948	6	8	-0.1312680849797485	0.0004640120196725947	0.8065992662305396	7	8	-0.11421755590381673	0.0003431018908166353	0.7304055347902764	7	8	True	0.19137901112528632	-0.09758524049131412	0.5277581135967143
CYT_Rooney	simple_KRT8_18_19	none	pearson	3	-0.04379654876405342	0.20468859225501734	0.7688164365128995	6	8	-0.1348842859718547	0.000959832094933351	0.8376735279376867	6	8	-0.11137522938044296	0.0025161079870318105	0.7990761765592487	7	8	True	0.20468859225501734	-0.09668535470545037	0.5467079650005849
CD8_effector	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.1258161235541958	1.648760410892439e-08	0.0	5	5	-0.07149468686972496	0.2120144644868145	0.8237643115915292	3	5	-0.07065408009149846	0.0015848336153088608	0.0	5	5	True	0.2120144644868145	-0.0893216301718064	0.5500915835333565
CD8_effector	none	ABSOLUTE	pearson	1	-0.15050896661550944	3.411946963281121e-06	0.4663877499568023	5	5	-0.07320385833342526	0.21517191818483694	0.836779079857105	3	5	-0.06726164200679689	0.0025143850476709324	0.0	5	5	True	0.21517191818483694	-0.09699148898524386	0.5508401105531826
CD8_effector	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.11857493195049555	1.0156622432782838e-07	0.0	5	5	-0.07341237244523866	0.2291866829784165	0.8459094031907597	3	5	-0.043984347156486504	0.04920246846867379	0.0	5	5	True	0.2291866829784165	-0.07865721718407356	0.5714784822318957
cytotoxic_8	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.09625245835259796	1.598424128084747e-05	0.0	5	5	-0.06606728888212762	0.23261656945058196	0.8114792228776257	3	5	-0.0555863567316006	0.012897194877602583	0.0	5	5	True	0.23261656945058196	-0.0726353679887754	0.5725946324937402
cytotoxic_4	none	ABSOLUTE	pearson	1	-0.11975434471388267	6.756782773209094e-08	0.0	5	5	-0.06894965374696099	0.24400093031565961	0.8373966842275361	3	5	-0.06954084508987829	0.0017821657949195213	0.0	5	5	True	0.24400093031565961	-0.08608161451690732	0.577970966501644
cytotoxic_4	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.09523659750666637	1.9648146235602297e-05	0.0	5	5	-0.07304688978565753	0.24456406496796812	0.8544502428525829	3	5	-0.051935720600067715	0.020180037915046956	0.0	5	5	True	0.24456406496796812	-0.0734064026307972	0.577970966501644
cytotoxic_4	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.10481927902246996	2.6592502021032276e-06	0.0	5	5	-0.06451773221014767	0.25010370444305796	0.8159174177199063	3	5	-0.07269263354682184	0.0011534903441290795	0.0	5	5	True	0.25010370444305796	-0.08067654825981316	0.577970966501644
cytotoxic_8	none	ABSOLUTE	pearson	1	-0.11530259836363849	4.280740730807178e-06	0.16331533428138248	5	5	-0.05604298802214715	0.2520664121757751	0.7599103775900359	3	5	-0.06732167955565159	0.002492008220273344	0.0	5	5	True	0.2520664121757751	-0.07955575531381241	0.577970966501644
CYT_Rooney	none	ABSOLUTE	pearson	1	-0.11323592771200103	3.376637369914425e-07	0.0	5	5	-0.06957323189088684	0.25377317739112926	0.846997094691482	3	5	-0.0745385962336546	0.0008090917196665807	0.0	5	5	True	0.25377317739112926	-0.08578258527884748	0.577970966501644
CD8A	simple_KRT8_18_19	none	pearson	3	-0.048109210633486124	0.25508789537577314	0.8469614527801046	6	8	-0.10194096894101314	0.0009035216068205732	0.7082931750429492	7	8	-0.10878168814567125	0.000978168066631581	0.7481010532758086	7	8	True	0.25508789537577314	-0.08627728924005684	0.577970966501644
CYT_Rooney	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.09454778421271393	2.3112604581732224e-05	0.0	5	5	-0.06600060045359331	0.25864267205046754	0.830667824348238	3	5	-0.07868619324278382	0.005024616817969177	0.293795112624528	5	5	True	0.25864267205046754	-0.07974485930303034	0.577970966501644
CD8_AB	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.13397937597044401	5.38637632625941e-06	0.3556813349568923	5	5	-0.06285236954589367	0.25888282874552804	0.8129775733483444	3	5	-0.054588084539987994	0.027718726929068425	0.13648080794759254	4	5	True	0.25888282874552804	-0.08380661001877522	0.577970966501644
cytotoxic_4	none	ABSOLUTE	spearman	1	-0.10816078814219948	0.0030528724812508554	0.57184381351117	5	5	-0.048566667967741776	0.270728539080866	0.7035138868039638	3	5	-0.07237775843438861	0.0011450951417370395	0.0	4	5	True	0.270728539080866	-0.07636840484810996	0.5850717227031376
CD8_effector	union_simple_squamous	ABSOLUTE	pearson	9	-0.09255617896269476	3.756643523402896e-05	0.0	5	5	-0.06742066265685823	0.2708781508220973	0.8440077607041523	3	5	-0.04881647538460764	0.04075510502922011	0.07779397234474096	5	5	True	0.2708781508220973	-0.06959777233472021	0.5850717227031376
cytotoxic_8	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.09573763959104269	1.8185933539345287e-05	0.0	5	5	-0.05419527509412649	0.27120512146135023	0.7597443326477149	3	5	-0.06984498003555147	0.0017938727066811788	0.0	5	5	True	0.27120512146135023	-0.0732592982402402	0.5850717227031376
CYT_Rooney	none	ABSOLUTE	spearman	1	-0.09915890603063358	0.00029054345795009667	0.27271757591099954	5	5	-0.0457077435890487	0.2791208502599004	0.6766359858507677	3	5	-0.07472813976287324	0.005320202815505792	0.2456865841652053	4	5	True	0.2791208502599004	-0.07319826312751851	0.5939867355467903
CD8A	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.12819868357438818	4.64168619720447e-06	0.29541764799909564	5	5	-0.06020307257628919	0.28442447270918547	0.8168148685351099	3	5	-0.05651912807646834	0.018532368176057402	0.09332089613433409	4	5	True	0.28442447270918547	-0.08164029474238191	0.5939867355467903
cytotoxic_8	none	ABSOLUTE	spearman	1	-0.09865581584834875	0.008368555738167846	0.5912010243387233	5	5	-0.03736341801578444	0.2846186441161703	0.5303032205181549	3	5	-0.07328403344774438	0.0009909533003355864	0.0	4	5	True	0.2846186441161703	-0.06976775577062584	0.5939867355467903
CD8A	none	ABSOLUTE	pearson	1	-0.16130445003825772	4.981217235199411e-05	0.6412789684912737	5	5	-0.0552841875193111	0.29600447065242297	0.7951904469083876	3	5	-0.053148792622122125	0.017020951398977455	0.0	4	5	True	0.29600447065242297	-0.08991247672656365	0.5955392712808966
T_CD3	squamous_KRT5_6	ABSOLUTE	pearson	5	-0.08214716391254094	0.000906725032108647	0.13598880435379324	4	5	-0.04737682928833908	0.2998669130467495	0.7202264482026913	4	5	-0.07196327307345618	0.03451381551621766	0.5019488682774624	4	5	True	0.2998669130467495	-0.06716242209144539	0.5955392712808966
cytotoxic_4	union_simple_squamous	ABSOLUTE	pearson	9	-0.0733809275607797	0.0010965359805597745	0.0	5	5	-0.06274651434967733	0.30004926567193657	0.8402892687087182	3	5	-0.055892650137328526	0.012968762748243528	0.0	5	5	True	0.30004926567193657	-0.06400669734926186	0.5955392712808966
cytotoxic_8	union_simple_squamous	ABSOLUTE	pearson	9	-0.06906533691822501	0.002127086359222694	0.0	5	5	-0.057361393031185946	0.30243554125827043	0.8098848307812762	3	5	-0.057677409368164914	0.010343225576159007	0.0	5	5	True	0.30243554125827043	-0.06136804643919195	0.5955392712808966
cytotoxic_4	simple_KRT8_18_19	ABSOLUTE	spearman	4	-0.07829883189128915	0.000454587894795228	0.0	5	5	-0.04755607791405601	0.30397316971629096	0.728028374155046	3	5	-0.050882157921007844	0.022859339160674733	0.0	4	5	True	0.30397316971629096	-0.05891235590878433	0.5955392712808966
CD8_AB	none	ABSOLUTE	pearson	1	-0.17249562429289358	7.429838139799772e-05	0.7014172281714078	5	5	-0.054044617931909615	0.3080014779043476	0.7960648233866957	3	5	-0.05157929503948252	0.020576788478619684	0.0	4	5	True	0.3080014779043476	-0.09270651242142858	0.5973361995720681
cytotoxic_4	union_simple_squamous	ABSOLUTE	spearman	9	-0.07706778338352395	0.0006054416089576901	0.0	5	5	-0.044568660047267256	0.3189984914406506	0.7036175058333599	3	5	-0.057256267025417654	0.010916050136536206	0.0	5	5	True	0.3189984914406506	-0.05963090348540295	0.6015298304695191
CYT_Rooney	simple_KRT8_18_19	ABSOLUTE	pearson	4	-0.08147528896400263	0.0002632214782473874	0.0	5	5	-0.05978178125576322	0.31956272243693207	0.8404485635117983	3	5	-0.05219535659805543	0.019563405326226267	0.0	5	5	True	0.31956272243693207	-0.0644841422726071	0.6015298304695191
T_CD3	squamous_KRT5_6	ABSOLUTE	spearman	5	-0.09675116292607484	1.4794146789880707e-05	0.0	5	5	-0.03774308772939529	0.33394471042273877	0.6172323531692587	3	5	-0.06763399301154355	0.1124169691630692	0.6784438489991736	4	5	True	0.33394471042273877	-0.06737608122233789	0.6026052570112388
T_CD3	none	ABSOLUTE	pearson	1	-0.10853345199253377	0.0002105080506409547	0.3540216534960063	5	5	-0.04068439191270763	0.3376870583444751	0.679626781416401	4	5	-0.06938005733008855	0.030386679134758527	0.44902540498397797	4	5	True	0.3376870583444751	-0.07286596707844332	0.6026052570112388
