cohort	n_genes_ranked	Name	Term	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Lead_genes
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Terpenoid backbone biosynthesis	0.6860036875693071	2.2081897778421427	0.006060606060606061	0.21674292260308273	0.2205	14/22	13.47%	Icmt;Ggps1;Hmgcr;Zmpste24;Mvk;Hmgcs1;Nus1;Acat2;Idi1;Pdss2;Fdps;Pmvk;Mvd;Pdss1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__p53 signaling WP2902	0.5216975025809811	2.156109048441772	0.0	0.11368914548651055	0.1375	32/66	14.76%	Gtse1;Mdm2;Ccng1;Ppm1d;Perp;Sfn;Zmat3;Ei24;Pmaip1;Apaf1;Trp53;Bax;Serpinb5;Chek2;Sesn2;Thbs1;Cdk4;Ccne1;Cdkn1a;Bid;Sesn3;Cdk6;Atm;Pidd1;Atr;Rrm2b;Gadd45b;Rrm2;Ccnb3;Ccne2;Casp3;Siah1a
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__p53 signaling pathway	0.5120544872504214	2.1357270418506236	0.00199203187250996	0.18116215419018938	0.2225	33/70	14.76%	Gtse1;Mdm2;Ccng1;Ppm1d;Perp;Sfn;Zmat3;Ei24;Pmaip1;Apaf1;Trp53;Bax;Serpinb5;Chek2;Sesn2;Thbs1;Cdk4;Ccne1;Cdkn1a;Gorab;Bid;Sesn3;Cdk6;Atm;Pidd1;Atr;Rrm2b;Gadd45b;Bcl2l1;Rrm2;Ccne2;Casp3;Siah1a
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__DNA Replication WP150	0.5775434890989697	2.1312640539503374	0.0067226890756302525	0.08599939226879084	0.1395	26/41	28.23%	Orc5;Dbf4;Orc4;Pole2;Prim2;Pcna;Uba52;Rfc1;Orc2;Cdc6;Rfc3;Pola1;Orc1;Rfc2;Pole;Rfc5;Ubc;Rpa1;Mcm10;Cdc7;Orc3;Prim1;Mcm4;Mcm7;Mcm5;Pold3
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_MITOTIC_SPINDLE	0.47999096716296297	2.0639937968735285	0.037037037037037035	0.07237456089760394	0.1265	91/198	19.07%	Tbcd;Shroom2;Fscn1;Cenpj;Als2;Rhof;Bcr;Vcl;Tuba4a;Atg4b;Ckap5;Flnb;Sptbn1;Ranbp9;Kif5b;Pxn;Cep250;Abr;Mapre1;Cdc27;Sptan1;Bin1;Clip2;Lats1;Abi1;Cep192;Arfgef1;Tiam1;Rock1;Lmnb1;Kifap3;Cdk5rap2;Clasp1;Rasa1;Tubgcp2;Nin;Sass6;Apc;Lrpprc;Rfc1;Katna1;Myh9;Tubgcp6;Trio;Epb41;Rapgef6;Cep72;Tubgcp5;Arf6;Cttn;Dync1h1;Alms1;Ppp4r2;Flna;Cdc42;Cdc42bpa;Kntc1;Rab3gap1;Rictor;Pafah1b1;Arhgap10;Dlg1;Dst;Kif23;Clip1;Pcnt;Myo9b;Dlgap5;Ect2;Arhgap5;Bub1;Brca2;Kif3c;Pdlim5;Kif2c;Kif20b;Kif15;Map1s;Rabgap1;Anln;Kif1b;Pif1;Kif4;Tubgcp3;Cenpf;Ttk;Ralbp1;Aurka;Klc1;Cenpe;Notch2
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Protein processing in endoplasmic reticulum	0.4635045294989387	2.055026812716265	0.01875	0.15639898203469588	0.2275	68/159	19.75%	Ckap4;Sec23b;Hsph1;Wfs1;Eif2ak3;Rpn2;Ubqln1;Mapk8;Plaa;Dnajb11;Bak1;Mapk9;Uggt1;Hspa8;Ube2j2;Derl2;Hsp90aa1;Eif2s1;Bax;Eif2ak4;Vcp;Dnajc5;Canx;Sec24c;Calr;Sec24d;Capn2;Rad23b;Edem3;Sec61g;Sec13;Eif2ak2;Nploc4;P4hb;Lman1;Rad23a;Ube2d2a;Ssr1;Tram1;Dnaja2;Nfe2l2;Sar1b;Bag2;Amfr;Yod1;Ddost;Man1a2;Pdia4;Stt3a;Stt3b;Edem2;Skp1a;Dnajc1;Hsp90b1;Hyou1;Derl1;Lman1l;Mbtps2;Pdia3;Ube2d3;Hspa5;Txndc5;Dnajb12;Ero1l;Dnajc3;Man1a;Dnajc5b;Ube2j1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Nucleotide Metabolism WP87	0.6764517185876058	2.052188139473411	0.005563282336578581	0.07137803051678858	0.149	9/19	15.45%	Prps2;Adsl;Rrm1;Polb;Polg;Pola1;Rrm2b;Rrm2;Adss
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Basal transcription factors	0.5411407520905229	2.0159767305314737	0.0015552099533437014	0.1377451451149327	0.23	16/42	14.71%	Gtf2f2;Gtf2h1;Ercc3;Taf1;Mnat1;Gtf2e2;Gtf2h3;Gtf2e1;Taf4b;Gtf2b;Cdk7;Taf2;Taf13;Taf7;Taf6;Gtf2ird1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Eukaryotic Transcription Initiation WP567	0.5389833105026249	1.9972696215180012	0.0015503875968992248	0.06163045601545374	0.159	19/41	14.59%	Gtf2f2;Gtf2h1;Polr2b;Polr3k;Ercc3;Polr3d;Polr1d;Polr3b;Mnat1;Gtf2e2;Gtf2h3;Gtf2e1;Gtf2b;Cdk7;Taf13;Ak6;Taf7;Taf6;Polr1b
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_P53_PATHWAY	0.4500148661765905	1.990396940270927	0.030303030303030304	0.06046068613572415	0.127	65/194	10.11%	Fgf13;Aen;Plk2;Mdm2;Ccng1;Rps27l;Slc19a2;Klk8;Rhbdf2;Ppm1d;Il1a;Tm4sf1;Tpd52l1;Perp;Sfn;Itgb4;Zmat3;Ptpn14;Ei24;Rgs16;Cgrrf1;Bak1;Jag2;Ercc5;Lif;St14;Ier3;Apaf1;Phlda3;Trp53;Bax;Serpinb5;Pdgfa;Hdac3;Ier5;Epha2;Rnf19b;Fos;Upp1;Cd81;Procr;Def6;Foxo3;Ddit4;Plxnb2;Cdkn1a;Mapkapk3;Eps8l2;Wwp1;Pcna;Blcap;Tchh;Cdkn2aip;Tgfa;Tax1bp3;Nudt15;Traf4;Prmt2;Csrnp2;Pvt1;Plk3;Pitpnc1;Zfp365;Rrp8;Ak1
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_TIGHT_JUNCTION_ORGANIZATION	0.4721464022939574	1.9898006451740313	0.008948545861297539	0.0856469624013933	0.0365	29/92	8.11%	Cldn6;Micall2;Grhl2;Tbcd;Cldn4;Ephb2;Gja1;Cldn1;Cldn7;Patj;Itgb1;Afdn;Actg1;Nphp4;Marveld2;Epha2;Pak2;Mpp7;Tgfbr1;Marveld3;Tjp1;Ildr1;Cldn3;Rock1;Cldn12;Ocln;Pkp2;Nphp1;Rps6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Ubiquitin mediated proteolysis	0.4708537358752971	1.9662271937063256	0.032171581769437	0.12352623303295886	0.236	65/136	19.75%	Cdc34;Mdm2;Herc4;Smurf1;Rhobtb2;Cblc;Cdc23;Ube2q2;Anapc7;Trim37;Uba1;Ube2j2;Smurf2;Cdc27;Trim32;Ube3c;Itch;Fancl;Ube2e1;Ube2o;Anapc4;Ube2i;Cul2;Klhl9;Fbxw11;Traf6;Anapc1;Uba6;Trip12;Wwp1;Cdc16;Ercc8;Uba2;Cul4b;Brca1;Ube2f;Ube2d2a;Pml;Sae1;Birc6;Huwe1;Ube2n;Skp2;Cul5;Ubox5;Ube4a;Herc1;Ube2ql1;Pias2;Skp1a;Siah1a;Ube3a;Cul4a;Anapc10;Siah1b;Wwp2;Ube2s;Ube2d3;Ube2z;Ddb1;Cul3;Det1;Eloc;Rchy1;Ube2j1
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Ribosome biogenesis in eukaryotes	0.48435683566857873	1.959121245153878	0.010615711252653927	0.11149944094223527	0.2385	32/77	13.35%	Tbl3;Wdr36;Gnl3l;Utp6;Rrp7a;Utp14b;Nxt1;Heatr1;Gtpbp4;Pop1;Xrn2;Csnk2a1;Xpo1;Utp15;Ran;Gnl2;Pop4;Rpp38;Wdr75;Eif6;Efl1;Imp4;Lsg1;Riok1;Nvl;Pwp2;Mdn1;Rpp40;Ak6;Pop7;Nop56;Wdr43
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	0.7695711556565747	1.936816502476556	0.001303780964797914	0.04487245159307448	0.04	7/10	14.00%	Pkp1;Ctnnb1;Tjp1;Tjp2;Ocln;Dsp;Casp3
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.44213966845928127	1.9206801147265689	0.00683371298405467	0.0523327665885208	0.129	35/104	13.14%	Vav3;Egfr;Ptpn11;Actr2;Sfn;Mapk8;Akt1;Mapk9;Pik3r3;Map3k7;Ppp2r1b;Tbk1;Smad2;Slc2a1;Cltc;Tiam1;Cdk4;Mapk1;Calr;Cdkn1a;Arf1;Acaca;Ripk1;Pikfyve;Pdk1;Arpc3;Cab39l;Ube2n;Mapkap1;Prkaa2;Dapp1;Rac1;Cab39;Prkar2a;Hras
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Estrogen signaling WP1244	0.4630684745559201	1.9113411957126172	0.009689922480620155	0.06128163070406901	0.2025	28/75	13.95%	Gtf2f2;Gtf2h1;Nfkb1;Polr2b;Akt1;Mapk9;Ercc3;Hdac3;Hdac2;Fos;Mnat1;Gnb1;Mapk1;Gtf2e2;Gtf2h3;Creb1;Gtf2e1;Hdac4;Brca1;Gnas;Gtf2b;Cdk7;Taf13;Src;Ak6;Hras;Taf7;Taf6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__IL-17 signaling pathway	0.4532605266318952	1.890629814731952	0.01511879049676026	0.10551007083477021	0.2635	26/90	9.17%	Csf3;Ikbke;Cebpb;Cxcl5;Cxcl3;Traf3ip2;Nfkb1;Mapk8;Ptgs2;Traf3;Mapk9;Map3k7;Tbk1;Hsp90aa1;Fos;Mapk13;Cxcl2;Mapk1;Mapk11;Traf6;Elavl1;Tnfaip3;Usp25;Srsf1;Mapk6;Traf4
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Adherens junction	0.4626893903125334	1.8460841356830362	0.014028056112224449	0.10046462387645394	0.2895	26/71	10.81%	Egfr;Nectin4;Lmo7;Actn1;Ctnna1;Vcl;Ctnnb1;Nectin2;Afdn;Map3k7;Actg1;Smad2;Acp1;Tgfbr1;Igf1r;Tjp1;Yes1;Mapk1;Csnk2a1;Ssx2ip;Met;Rac3;Smad4;Cdc42;Ptprj;Src
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5394319603666803	1.832429530435941	0.006329113924050633	0.036608271010483896	0.0615	12/27	12.51%	Gja1;Cldn1;Nphp4;Epha2;Tjp1;Cldn3;Rock1;Pkp2;Nphp1;Rps6;Myo1c;Prkch
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Small cell lung cancer	0.4359612260863279	1.8032913911930277	0.01650943396226415	0.0958445043751085	0.3125	25/92	6.15%	Lama3;Lamb1;Polk;Itga3;Nfkb1;Itgb1;Bak1;Ptgs2;Akt1;Traf3;Pik3cb;Pik3r3;Apaf1;Trp53;Bax;Itgav;Lamc2;Lama5;Itga2;Lamb3;Cdk4;Ccne1;Ptk2;Cdkn1a;Traf6
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Tight junction	0.3941641133087458	1.792996514486762	0.014705882352941176	0.09016215125035891	0.32	57/163	12.54%	Cldn6;Micall2;Cldn4;Amotl1;Pard6b;Ppp2ca;Actr2;Cldn1;Cldn7;Patj;Actn1;Mapk8;Itgb1;Mapk9;Tuba4a;Afdn;Ppp2cb;Ppp2r1b;Actg1;Prkaa1;Cgnl1;Marveld2;Prkcz;Rdx;Tuba1a;Pard6g;Amotl2;Hspa4;Marveld3;Tjp1;Tjp2;Cldn3;Tiam1;Rock1;Cdk4;Rapgef2;Ppp2r2c;Ocln;Pcna;Dlg3;Myh9;Rapgef6;Cttn;Cdc42;Cgn;Rab8b;Cldn23;Src;Mpp5;Tuba1c;Mpdz;Dlg1;Arhgef18;Prkaa2;Runx1;Rac1;Llgl2
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_PROTEIN_SECRETION	0.41382403055511696	1.7919115856686658	0.004576659038901602	0.047462381376815396	0.135	42/93	17.13%	Egfr;Ap2b1;Ykt6;Gosr2;Snx2;Cltc;Arfgef1;Mapk1;Sec24d;Arf1;Rer1;Ap3s1;Tpd52;Atp6v1h;Arfgef2;Atp7a;Lman1;Mon2;Gnas;Ap3b1;Napg;Copb2;Rab5a;Dnm1l;Ap1g1;Igf2r;Arcn1;Vps4b;Cln5;Dst;Zw10;Rab2a;Cav2;Krt18;Copb1;Tmx1;Snap23;Pam;Gla;Clcn3;Kif1b;Stam
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Cell cycle	0.41742228960161265	1.7918756830077203	0.0196078431372549	0.08432511781370687	0.3215	50/123	17.49%	Mdm2;Mad1l1;Sfn;Cdc23;Orc5;Anapc7;Smad2;Trp53;Chek2;Cdc27;Dbf4;Hdac2;Wee1;Stag1;Cdc14b;Orc4;Anapc4;Cdk4;Ccne1;Cdkn1a;Anapc1;Ywhag;Pcna;Cdc16;Tfdp1;Rbl1;Smad4;Cdk7;Orc2;Cdc6;Cdk6;Zbtb17;Atm;Atr;Skp2;Gadd45b;Cdc25a;Orc1;Ccnb3;Ccne2;Bub1;Smad3;Skp1a;E2f3;Prkdc;Ywhaq;Anapc10;Cdc25c;Stag2;Ttk
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Fanconi anemia pathway	0.4651507390670285	1.7918543215946259	0.003590664272890485	0.07905479795035018	0.3215	31/50	28.22%	Rev1;Polk;Rmi1;Top3a;Rev3l;Fancl;Ercc4;Brip1;Fancm;Brca1;Atrip;Polh;Atr;Blm;Pms2;Brca2;Fanca;Fancb;Usp1;Fanci;Rpa1;Ube2t;Eme1;Ercc1;Fancd2;Rad51;Palb2;Faap24;Top3b;Fan1;Rad51c
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Ethanol metabolism resulting in production of ROS by CYP2E1 WP4265	0.6923580416018187	1.7780789913447206	0.005044136191677175	0.07669622121416014	0.3135	7/10	18.42%	Mapk8;Mafk;Map2k2;Nfe2l2;Prkcd;Map2k1;Mafg
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Pentose phosphate pathway	0.5094454589523933	1.7704374123256752	0.004477611940298508	0.07685783308322677	0.3445	15/31	16.64%	Prps2;Tkt;Dera;Rpe;G6pdx;Prps1l3;G6pd2;Aldoa;Rpia;Pgm2;Pfkl;Pgm1;Aldoart1;Pgd;Taldo1
GSE137244_epithelium_cell_lines	32546	prerank	GOFOCUS__GOBP_ADHERENS_JUNCTION_ASSEMBLY	0.659100684933242	1.7637076252052466	0.01780821917808219	0.03411535703309087	0.087	6/12	8.42%	Tbcd;Vcl;Ctnnb1;Pak2;Dlg5;Smad7
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__mRNA surveillance pathway	0.4079587962603048	1.7490087249252713	0.006756756756756757	0.07552043438064249	0.3735	30/91	15.38%	Cstf1;Alyref;Ppp2ca;Wdr33;Ppp2cb;Ppp2r1b;Ssu72;Hbs1l;Cpsf2;Eif4a3;Etf1;Cpsf6;Cstf2;Nxt1;Ppp2r2c;Smg7;Ppp1cb;Fip1l1;Gm4340;Upf1;Rngtt;Dazap1;Cpsf3;Papola;Cstf3;Papolg;Pabpc4;Ppp2r5c;Ppp2r2d;Gspt1
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__EBV LMP1 signaling WP1243	0.5492846283564492	1.7349371016797306	0.013024602026049204	0.08165302888893712	0.3765	6/20	6.15%	Nfkb1;Mapk8;Map3k7;Hsp90aa1;Mapk1;Traf6
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Translation Factors WP307	0.44903130571624617	1.73206869241931	0.005263157894736842	0.07471838169860873	0.382	19/49	9.80%	Eif4a1;Eif2b5;Eif2ak3;Eif4h;Eif2s3x;Eif2b2;Eif2s1;Etf1;Eif1a;Eif3d;Eif2b1;Eif4g1;Eif3b;Eif2s2;Eif2ak2;Eif4g3;Eif5;Eif6;Eif3c
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_TGF_BETA_SIGNALING	0.44597372197316676	1.7218292747405455	0.013108614232209739	0.04327816517823334	0.1405	15/53	9.14%	Slc20a1;Smurf1;Nog;Ctnnb1;Map3k7;Sptbn1;Smurf2;Tgfbr1;Tjp1;Bmpr1a;Thbs1;Apc;Smad7;Bcar3;Ppm1a
GSE137244_epithelium_cell_lines	32546	prerank	HALLMARK__HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.4169198153522077	1.7211642043856843	0.004098360655737705	0.03895034866041001	0.1405	29/70	11.61%	Errfi1;Fdft1;Hsd17b7;Sc5d;Ctnnb1;Actg1;Cyp51;Hmgcr;Mvk;Ldlr;Hmgcs1;Cxcl16;Lss;Sqle;Pdk3;Fads2;Acat2;Idi1;Nfil3;Nsdhl;Mal2;Cpeb2;Fasn;Fdps;Pmvk;Gnai1;Mvd;Gpx8;Atf3
GSE137244_epithelium_cell_lines	32546	prerank	KEGG__Colorectal cancer	0.4185152488786173	1.7097740966220767	0.018691588785046728	0.07751353056982734	0.426	28/87	9.33%	Egfr;Polk;Mapk8;Pmaip1;Bak1;Akt1;Mapk9;Msh6;Pik3cb;Ctnnb1;Pik3r3;Mtor;Smad2;Trp53;Bax;Appl1;Ereg;Fos;Tgfbr1;Mapk1;Rala;Cdkn1a;Rps6kb1;Apc;Tgfa;Map2k2;Rac3;Smad4
GSE137244_epithelium_cell_lines	32546	prerank	WIKI__Toll Like Receptor signaling WP88	0.49152189796161816	1.7084645954846447	0.014729950900163666	0.07463846899090969	0.4175	15/33	19.27%	Ikbke;Nfkb1;Traf3;Tbk1;Mal;Abi1;Tirap;Traf6;Eif2ak2;Casp3;Tlr4;Ralbp1;Irak1;Chuk;Nr2c2
