filter	panel	score	adjustment	n_units	n_cohorts	cldn4_rho	cldn4_p	cldn4_I2	cldn4_n_neg	lead_gene	runner_gene	runner_rho	margin_runner_minus_cldn4	abs_cldn4_rho	eligible_cldn4_lead_4of4neg	rank_table
all4	claudins4	mean	KRT	65	4	-0.3376771648863982	0.01388290865338751	0.0	4	CLDN4	CLDN3	-0.24977546766824174	0.08790169721815647	0.3376771648863982	True	CLDN4=-0.3377;CLDN3=-0.2498;CLDN7=-0.2435;CLDN1=0.2578
all4	claudins4	mean	KRT1819	65	4	-0.3311819427532745	0.01599250462301839	0.0	4	CLDN4	CLDN3	-0.23760307319816598	0.09357886955510852	0.3311819427532745	True	CLDN4=-0.3312;CLDN3=-0.2376;CLDN7=-0.2175;CLDN1=0.2465
all4	full7	pct	none	65	4	-0.5311678045689989	1.6462232944573955e-05	0.0	4	CLDN4	CLDN7	-0.4087317735849556	0.12243603098404332	0.5311678045689989	True	CLDN4=-0.5312;CLDN7=-0.4087;CLDN3=-0.4082;CDH1=-0.4012;OCLN=-0.2078;F11R=-0.1855;CLDN1=0.1619
all4	full7	pct	KRT	65	4	-0.4778008178293066	0.0002716715290400231	0.0	4	CLDN4	CLDN7	-0.35246956883802866	0.12533124899127795	0.4778008178293066	True	CLDN4=-0.4778;CLDN7=-0.3525;CLDN3=-0.3457;CDH1=-0.2765;OCLN=-0.1571;F11R=-0.0697;CLDN1=0.2252
all4	full7	pct	KRT1819	65	4	-0.4818552969045918	0.00023526847945456528	0.0	4	CLDN4	CLDN3	-0.3374040341131435	0.14445126279144826	0.4818552969045918	True	CLDN4=-0.4819;CLDN3=-0.3374;CLDN7=-0.3267;CDH1=-0.2778;OCLN=-0.1582;F11R=-0.1022;CLDN1=0.2151
all4	full7	mean	none	65	4	-0.3936479270059005	0.0024510197999868485	0.0	4	CLDN4	CLDN7	-0.36425882437378176	0.029389102632118747	0.3936479270059005	True	CLDN4=-0.3936;CLDN7=-0.3643;CLDN3=-0.3343;CDH1=-0.3035;OCLN=-0.1430;F11R=-0.0961;CLDN1=0.1830
all4	full7	mean	KRT	65	4	-0.3376771648863982	0.01388290865338751	0.0	4	CLDN4	CLDN3	-0.24977546766824174	0.08790169721815647	0.3376771648863982	True	CLDN4=-0.3377;CLDN3=-0.2498;CLDN7=-0.2435;CDH1=-0.1613;OCLN=-0.0831;F11R=0.0224;CLDN1=0.2578
all4	full7	mean	KRT1819	65	4	-0.3311819427532745	0.01599250462301839	0.0	4	CLDN4	CLDN3	-0.23760307319816598	0.09357886955510852	0.3311819427532745	True	CLDN4=-0.3312;CLDN3=-0.2376;CLDN7=-0.2175;CDH1=-0.1484;OCLN=-0.0719;F11R=-0.0001;CLDN1=0.2465
no_gse205335	tj6	pct	none	43	3	-0.5795522947096824	0.00011391912682542526	0.0	3	CLDN7	CLDN4	-0.5795522947096824	nan	0.5795522947096824	False	CLDN7=-0.5946;CLDN4=-0.5796;CDH1=-0.5518;CLDN3=-0.5330;OCLN=-0.3590;F11R=-0.2888
no_gse205335	tj6	pct	KRT	43	3	-0.4740017481075357	0.004122680603688657	0.0	3	CLDN7	CLDN4	-0.4740017481075357	nan	0.4740017481075357	False	CLDN7=-0.5482;CLDN4=-0.4740;CLDN3=-0.4398;CDH1=-0.3964;OCLN=-0.2821;F11R=-0.1002
no_gse205335	tj6	pct	KRT1819	43	3	-0.48668684472075374	0.0030720608836750135	0.0	3	CLDN7	CLDN4	-0.48668684472075374	nan	0.48668684472075374	False	CLDN7=-0.5403;CLDN4=-0.4867;CLDN3=-0.4308;CDH1=-0.4055;OCLN=-0.2925;F11R=-0.1544
no_gse205335	tj6	mean	none	43	3	-0.5025655934074454	0.001268739670789717	0.0	3	CLDN7	CLDN4	-0.5025655934074454	nan	0.5025655934074454	False	CLDN7=-0.5724;CLDN4=-0.5026;CDH1=-0.4711;CLDN3=-0.4601;OCLN=-0.3100;F11R=-0.2260
no_gse205335	tj6	mean	KRT	43	3	-0.38805638184274766	0.022604480122237404	0.0	3	CLDN7	CLDN4	-0.38805638184274766	nan	0.38805638184274766	False	CLDN7=-0.4769;CLDN4=-0.3881;CLDN3=-0.3201;CDH1=-0.2973;OCLN=-0.2370;F11R=-0.0219
no_gse205335	tj6	mean	KRT1819	43	3	-0.38565796262817453	0.02355259650244047	0.0	3	CLDN7	CLDN4	-0.38565796262817453	nan	0.38565796262817453	False	CLDN7=-0.4393;CLDN4=-0.3857;CDH1=-0.2899;CLDN3=-0.2803;OCLN=-0.2330;F11R=-0.0647
no_gse205335	claudins4	pct	none	43	3	-0.5795522947096824	0.00011391912682542526	0.0	3	CLDN7	CLDN4	-0.5795522947096824	nan	0.5795522947096824	False	CLDN7=-0.5946;CLDN4=-0.5796;CLDN3=-0.5330;CLDN1=0.1013
no_gse205335	claudins4	pct	KRT	43	3	-0.4740017481075357	0.004122680603688657	0.0	3	CLDN7	CLDN4	-0.4740017481075357	nan	0.4740017481075357	False	CLDN7=-0.5482;CLDN4=-0.4740;CLDN3=-0.4398;CLDN1=0.2168
no_gse205335	claudins4	pct	KRT1819	43	3	-0.48668684472075374	0.0030720608836750135	0.0	3	CLDN7	CLDN4	-0.48668684472075374	nan	0.48668684472075374	False	CLDN7=-0.5403;CLDN4=-0.4867;CLDN3=-0.4308;CLDN1=0.1936
no_gse205335	claudins4	mean	none	43	3	-0.5025655934074454	0.001268739670789717	0.0	3	CLDN7	CLDN4	-0.5025655934074454	nan	0.5025655934074454	False	CLDN7=-0.5724;CLDN4=-0.5026;CLDN3=-0.4601;CLDN1=0.1333
no_gse205335	claudins4	mean	KRT	43	3	-0.38805638184274766	0.022604480122237404	0.0	3	CLDN7	CLDN4	-0.38805638184274766	nan	0.38805638184274766	False	CLDN7=-0.4769;CLDN4=-0.3881;CLDN3=-0.3201;CLDN1=0.2667
no_gse205335	claudins4	mean	KRT1819	43	3	-0.38565796262817453	0.02355259650244047	0.0	3	CLDN7	CLDN4	-0.38565796262817453	nan	0.38565796262817453	False	CLDN7=-0.4393;CLDN4=-0.3857;CLDN3=-0.2803;CLDN1=0.2424
no_gse205335	full7	pct	none	43	3	-0.5795522947096824	0.00011391912682542526	0.0	3	CLDN7	CLDN4	-0.5795522947096824	nan	0.5795522947096824	False	CLDN7=-0.5946;CLDN4=-0.5796;CDH1=-0.5518;CLDN3=-0.5330;OCLN=-0.3590;F11R=-0.2888;CLDN1=0.1013
no_gse205335	full7	pct	KRT	43	3	-0.4740017481075357	0.004122680603688657	0.0	3	CLDN7	CLDN4	-0.4740017481075357	nan	0.4740017481075357	False	CLDN7=-0.5482;CLDN4=-0.4740;CLDN3=-0.4398;CDH1=-0.3964;OCLN=-0.2821;F11R=-0.1002;CLDN1=0.2168
no_gse205335	full7	pct	KRT1819	43	3	-0.48668684472075374	0.0030720608836750135	0.0	3	CLDN7	CLDN4	-0.48668684472075374	nan	0.48668684472075374	False	CLDN7=-0.5403;CLDN4=-0.4867;CLDN3=-0.4308;CDH1=-0.4055;OCLN=-0.2925;F11R=-0.1544;CLDN1=0.1936
no_gse205335	full7	mean	none	43	3	-0.5025655934074454	0.001268739670789717	0.0	3	CLDN7	CLDN4	-0.5025655934074454	nan	0.5025655934074454	False	CLDN7=-0.5724;CLDN4=-0.5026;CDH1=-0.4711;CLDN3=-0.4601;OCLN=-0.3100;F11R=-0.2260;CLDN1=0.1333
no_gse205335	full7	mean	KRT	43	3	-0.38805638184274766	0.022604480122237404	0.0	3	CLDN7	CLDN4	-0.38805638184274766	nan	0.38805638184274766	False	CLDN7=-0.4769;CLDN4=-0.3881;CLDN3=-0.3201;CDH1=-0.2973;OCLN=-0.2370;F11R=-0.0219;CLDN1=0.2667
no_gse205335	full7	mean	KRT1819	43	3	-0.38565796262817453	0.02355259650244047	0.0	3	CLDN7	CLDN4	-0.38565796262817453	nan	0.38565796262817453	False	CLDN7=-0.4393;CLDN4=-0.3857;CDH1=-0.2899;CLDN3=-0.2803;OCLN=-0.2330;F11R=-0.0647;CLDN1=0.2424
author_label	tj6	pct	none	43	2	-0.4787109080847739	0.0015191063422345722	0.0	2	CLDN4	CLDN3	-0.3632162544895045	0.11549465359526939	0.4787109080847739	True	CLDN4=-0.4787;CLDN3=-0.3632;CLDN7=-0.2492;F11R=-0.1250;CDH1=-0.0892;OCLN=-0.0599
author_label	tj6	pct	KRT	43	2	-0.498989457131804	0.0011878857139121393	0.0	2	CLDN4	CLDN3	-0.3743033728404877	0.12468608429131628	0.498989457131804	True	CLDN4=-0.4990;CLDN3=-0.3743;CLDN7=-0.3358;F11R=-0.1222;CDH1=-0.1109;OCLN=-0.0675
author_label	tj6	pct	KRT1819	43	2	-0.5007607867370419	0.0011309599613521478	0.0	2	CLDN4	CLDN3	-0.3804655463402767	0.12029524039676526	0.5007607867370419	True	CLDN4=-0.5008;CLDN3=-0.3805;CLDN7=-0.3313;F11R=-0.1408;CDH1=-0.1138;OCLN=-0.0677
author_label	tj6	mean	none	43	2	-0.2839556899740291	0.07572603926929747	0.0	2	CLDN3	CLDN4	-0.2839556899740291	nan	0.2839556899740291	False	CLDN3=-0.2875;CLDN4=-0.2840;CLDN7=-0.1555;F11R=-0.0216;OCLN=-0.0009;CDH1=0.0111
author_label	tj6	mean	KRT	43	2	-0.32023639333388637	0.0495754581916783	0.0	2	CLDN4	CLDN3	-0.2995544155816367	0.02068197775224967	0.32023639333388637	True	CLDN4=-0.3202;CLDN3=-0.2996;CLDN7=-0.1982;F11R=-0.0134;OCLN=0.0040;CDH1=0.0214
author_label	tj6	mean	KRT1819	43	2	-0.3261815064608171	0.04518977478395183	0.0	2	CLDN4	CLDN3	-0.3022996325296622	0.02388187393115493	0.3261815064608171	True	CLDN4=-0.3262;CLDN3=-0.3023;CLDN7=-0.1913;F11R=-0.0267;OCLN=0.0064;CDH1=0.0158
author_label	claudins4	pct	none	43	2	-0.4787109080847739	0.0015191063422345722	0.0	2	CLDN4	CLDN3	-0.3632162544895045	0.11549465359526939	0.4787109080847739	True	CLDN4=-0.4787;CLDN3=-0.3632;CLDN7=-0.2492;CLDN1=0.1730
author_label	claudins4	pct	KRT	43	2	-0.498989457131804	0.0011878857139121393	0.0	2	CLDN4	CLDN3	-0.3743033728404877	0.12468608429131628	0.498989457131804	True	CLDN4=-0.4990;CLDN3=-0.3743;CLDN7=-0.3358;CLDN1=0.2423
author_label	claudins4	pct	KRT1819	43	2	-0.5007607867370419	0.0011309599613521478	0.0	2	CLDN4	CLDN3	-0.3804655463402767	0.12029524039676526	0.5007607867370419	True	CLDN4=-0.5008;CLDN3=-0.3805;CLDN7=-0.3313;CLDN1=0.2270
author_label	claudins4	mean	none	43	2	-0.2839556899740291	0.07572603926929747	0.0	2	CLDN3	CLDN4	-0.2839556899740291	nan	0.2839556899740291	False	CLDN3=-0.2875;CLDN4=-0.2840;CLDN7=-0.1555;CLDN1=0.1939
author_label	claudins4	mean	KRT	43	2	-0.32023639333388637	0.0495754581916783	0.0	2	CLDN4	CLDN3	-0.2995544155816367	0.02068197775224967	0.32023639333388637	True	CLDN4=-0.3202;CLDN3=-0.2996;CLDN7=-0.1982;CLDN1=0.2817
author_label	claudins4	mean	KRT1819	43	2	-0.3261815064608171	0.04518977478395183	0.0	2	CLDN4	CLDN3	-0.3022996325296622	0.02388187393115493	0.3261815064608171	True	CLDN4=-0.3262;CLDN3=-0.3023;CLDN7=-0.1913;CLDN1=0.2641
author_label	full7	pct	none	43	2	-0.4787109080847739	0.0015191063422345722	0.0	2	CLDN4	CLDN3	-0.3632162544895045	0.11549465359526939	0.4787109080847739	True	CLDN4=-0.4787;CLDN3=-0.3632;CLDN7=-0.2492;F11R=-0.1250;CDH1=-0.0892;OCLN=-0.0599;CLDN1=0.1730
author_label	full7	pct	KRT	43	2	-0.498989457131804	0.0011878857139121393	0.0	2	CLDN4	CLDN3	-0.3743033728404877	0.12468608429131628	0.498989457131804	True	CLDN4=-0.4990;CLDN3=-0.3743;CLDN7=-0.3358;F11R=-0.1222;CDH1=-0.1109;OCLN=-0.0675;CLDN1=0.2423
author_label	full7	pct	KRT1819	43	2	-0.5007607867370419	0.0011309599613521478	0.0	2	CLDN4	CLDN3	-0.3804655463402767	0.12029524039676526	0.5007607867370419	True	CLDN4=-0.5008;CLDN3=-0.3805;CLDN7=-0.3313;F11R=-0.1408;CDH1=-0.1138;OCLN=-0.0677;CLDN1=0.2270
author_label	full7	mean	none	43	2	-0.2839556899740291	0.07572603926929747	0.0	2	CLDN3	CLDN4	-0.2839556899740291	nan	0.2839556899740291	False	CLDN3=-0.2875;CLDN4=-0.2840;CLDN7=-0.1555;F11R=-0.0216;OCLN=-0.0009;CDH1=0.0111;CLDN1=0.1939
author_label	full7	mean	KRT	43	2	-0.32023639333388637	0.0495754581916783	0.0	2	CLDN4	CLDN3	-0.2995544155816367	0.02068197775224967	0.32023639333388637	True	CLDN4=-0.3202;CLDN3=-0.2996;CLDN7=-0.1982;F11R=-0.0134;OCLN=0.0040;CDH1=0.0214;CLDN1=0.2817
author_label	full7	mean	KRT1819	43	2	-0.3261815064608171	0.04518977478395183	0.0	2	CLDN4	CLDN3	-0.3022996325296622	0.02388187393115493	0.3261815064608171	True	CLDN4=-0.3262;CLDN3=-0.3023;CLDN7=-0.1913;F11R=-0.0267;OCLN=0.0064;CDH1=0.0158;CLDN1=0.2641
