gene	mode	radius_um	section	donor	usable	n_high	n_low	mean_high	mean_low	delta	ratio
CDH11	q4_q1	25	LUSC-6	Lung6	True	12053	54143	0.017423048203766698	0.021720259313299965	-0.004297211109533267	0.8021565466807316
CDH11	q4_q1	25	LUAD-9 R1	Lung9	True	3172	35692	0.07282471626733922	0.0964081586910232	-0.023583442423683987	0.755379184252796
CDH11	q4_q1	25	LUAD-9 R2	Lung9	True	4697	90179	0.06663827975303385	0.08923363532529746	-0.02259535557226361	0.746784320846134
CDH11	q4_q1	25	LUAD-12	Lung12	True	1851	16416	0.0788762830902215	0.10051169590643275	-0.021635412816211244	0.7847473110358038
CDH11	q4_q1	25	LUAD-13	Lung13	True	1512	24518	0.3247354497354497	0.32934986540500855	-0.004614415669558836	0.98598931970449
CDH11	q4_q1	50	LUAD-5 R1	Lung5	True	868	16969	0.22119815668202766	0.1977134775178266	0.02348467916420105	1.11878137726895
CDH11	q4_q1	50	LUAD-5 R2	Lung5	True	1207	16707	0.20298260149130073	0.1996169270365715	0.0033656744547292394	1.0168606666012479
CDH11	q4_q1	50	LUAD-5 R3	Lung5	True	716	15177	0.2681564245810056	0.20564011332937998	0.0625163112516256	1.3040083485632559
CDH11	q4_q1	50	LUSC-6	Lung6	True	12053	54143	0.11590475400315274	0.13985187374175795	-0.023947119738605208	0.8287679735859348
CDH11	q4_q1	50	LUAD-9 R1	Lung9	True	3172	35692	0.45239596469104665	0.5209850946990923	-0.06858913000804562	0.8683472316081117
CDH11	q4_q1	50	LUAD-9 R2	Lung9	True	4697	90179	0.33383010432190763	0.4103505250668116	-0.07652042074490395	0.8135242528751603
CDH11	q4_q1	50	LUAD-12	Lung12	True	1851	16416	0.3960021609940573	0.45151072124756336	-0.05550856025350609	0.8770603716781495
CDH11	q4_q1	50	LUAD-13	Lung13	True	1512	24518	1.6038359788359788	1.6281099600293663	-0.024273981193387417	0.9850906991607928
CDH11	q4_q1	75	LUAD-5 R1	Lung5	True	868	16969	0.6394009216589862	0.6016854263657258	0.03771549529326046	1.0626830792978783
CDH11	q4_q1	75	LUAD-5 R2	Lung5	True	1207	16707	0.6710853355426678	0.6122583348297121	0.05882700071295566	1.096081992463716
CDH11	q4_q1	75	LUAD-5 R3	Lung5	True	716	15177	0.6368715083798883	0.5849640903999472	0.05190741797994103	1.0887360759947697
CDH11	q4_q1	75	LUSC-6	Lung6	True	12053	54143	0.3469675599435825	0.39680106384943575	-0.04983350390585323	0.8744118692061715
CDH11	q4_q1	75	LUAD-9 R1	Lung9	True	3172	35692	1.358764186633039	1.438949904740558	-0.08018571810751896	0.944274836918679
CDH11	q4_q1	75	LUAD-9 R2	Lung9	True	4697	90179	0.8739621034703002	1.0175317978686833	-0.14356969439838307	0.858903972633481
CDH11	q4_q1	75	LUAD-12	Lung12	True	1851	16416	1.0545650999459752	1.1114766081871346	-0.056911508241159314	0.9487964858441921
CDH11	q4_q1	75	LUAD-13	Lung13	True	1512	24518	4.052910052910053	4.036095929521168	0.016814123388884994	1.0041659375006182
CDH11	q4_q1	100	LUAD-5 R1	Lung5	True	868	16969	1.4216589861751152	1.2922387883788085	0.12942019779630676	1.1001519215799676
CDH11	q4_q1	100	LUAD-5 R2	Lung5	True	1207	16707	1.4150787075393538	1.300293290237625	0.11478541730172886	1.0882765589605958
CDH11	q4_q1	100	LUAD-5 R3	Lung5	True	716	15177	1.3421787709497206	1.2246820847334783	0.11749668621624232	1.0959405609675532
CDH11	q4_q1	100	LUSC-6	Lung6	True	12053	54143	0.7344229652368705	0.8124041889071533	-0.07798122367028282	0.9040117902700832
CDH11	q4_q1	100	LUAD-9 R1	Lung9	True	3172	35692	2.891235813366961	2.9436568418693265	-0.05242102850236563	0.9821918683738026
CDH11	q4_q1	100	LUAD-9 R2	Lung9	True	4697	90179	1.7724079199489036	1.9454972887257564	-0.17308936877685288	0.9110307838618366
CDH11	q4_q1	100	LUAD-12	Lung12	True	1851	16416	2.0502431118314424	2.0996588693957117	-0.0494157575642693	0.9764648637526098
CDH11	q4_q1	100	LUAD-13	Lung13	True	1512	24518	7.59457671957672	7.568480300187617	0.0260964193891029	1.0034480395474448
CDH11	detected_absent	25	LUAD-5 R1	Lung5	True	868	16969	0.026497695852534562	0.029406564912487478	-0.0029088690599529156	0.9010809637708597
CDH11	detected_absent	25	LUAD-5 R2	Lung5	True	1207	16707	0.02568351284175642	0.026695397138923806	-0.0010118842971673855	0.9620951772359293
CDH11	detected_absent	25	LUAD-5 R3	Lung5	True	716	15177	0.029329608938547486	0.03248336298346182	-0.0031537540449143343	0.9029117137126473
CDH11	detected_absent	25	LUSC-6	Lung6	True	12053	54143	0.017423048203766698	0.021720259313299965	-0.004297211109533267	0.8021565466807316
CDH11	detected_absent	25	LUAD-9 R1	Lung9	True	3172	35692	0.07282471626733922	0.0964081586910232	-0.023583442423683987	0.755379184252796
CDH11	detected_absent	25	LUAD-9 R2	Lung9	True	4697	90179	0.06663827975303385	0.08923363532529746	-0.02259535557226361	0.746784320846134
CDH11	detected_absent	25	LUAD-12	Lung12	True	1851	16416	0.0788762830902215	0.10051169590643275	-0.021635412816211244	0.7847473110358038
CDH11	detected_absent	25	LUAD-13	Lung13	True	1512	24518	0.3247354497354497	0.32934986540500855	-0.004614415669558836	0.98598931970449
CDH11	detected_absent	50	LUAD-5 R1	Lung5	True	868	16969	0.22119815668202766	0.1977134775178266	0.02348467916420105	1.11878137726895
CDH11	detected_absent	50	LUAD-5 R2	Lung5	True	1207	16707	0.20298260149130073	0.1996169270365715	0.0033656744547292394	1.0168606666012479
CDH11	detected_absent	50	LUAD-5 R3	Lung5	True	716	15177	0.2681564245810056	0.20564011332937998	0.0625163112516256	1.3040083485632559
CDH11	detected_absent	50	LUSC-6	Lung6	True	12053	54143	0.11590475400315274	0.13985187374175795	-0.023947119738605208	0.8287679735859348
CDH11	detected_absent	50	LUAD-9 R1	Lung9	True	3172	35692	0.45239596469104665	0.5209850946990923	-0.06858913000804562	0.8683472316081117
CDH11	detected_absent	50	LUAD-9 R2	Lung9	True	4697	90179	0.33383010432190763	0.4103505250668116	-0.07652042074490395	0.8135242528751603
CDH11	detected_absent	50	LUAD-12	Lung12	True	1851	16416	0.3960021609940573	0.45151072124756336	-0.05550856025350609	0.8770603716781495
CDH11	detected_absent	50	LUAD-13	Lung13	True	1512	24518	1.6038359788359788	1.6281099600293663	-0.024273981193387417	0.9850906991607928
CDH11	detected_absent	75	LUAD-5 R1	Lung5	True	868	16969	0.6394009216589862	0.6016854263657258	0.03771549529326046	1.0626830792978783
CDH11	detected_absent	75	LUAD-5 R2	Lung5	True	1207	16707	0.6710853355426678	0.6122583348297121	0.05882700071295566	1.096081992463716
CDH11	detected_absent	75	LUAD-5 R3	Lung5	True	716	15177	0.6368715083798883	0.5849640903999472	0.05190741797994103	1.0887360759947697
CDH11	detected_absent	75	LUSC-6	Lung6	True	12053	54143	0.3469675599435825	0.39680106384943575	-0.04983350390585323	0.8744118692061715
CDH11	detected_absent	75	LUAD-9 R1	Lung9	True	3172	35692	1.358764186633039	1.438949904740558	-0.08018571810751896	0.944274836918679
CDH11	detected_absent	75	LUAD-9 R2	Lung9	True	4697	90179	0.8739621034703002	1.0175317978686833	-0.14356969439838307	0.858903972633481
CDH11	detected_absent	75	LUAD-12	Lung12	True	1851	16416	1.0545650999459752	1.1114766081871346	-0.056911508241159314	0.9487964858441921
CDH11	detected_absent	75	LUAD-13	Lung13	True	1512	24518	4.052910052910053	4.036095929521168	0.016814123388884994	1.0041659375006182
CDH11	detected_absent	100	LUAD-5 R1	Lung5	True	868	16969	1.4216589861751152	1.2922387883788085	0.12942019779630676	1.1001519215799676
CDH11	detected_absent	100	LUAD-5 R2	Lung5	True	1207	16707	1.4150787075393538	1.300293290237625	0.11478541730172886	1.0882765589605958
CDH11	detected_absent	100	LUAD-5 R3	Lung5	True	716	15177	1.3421787709497206	1.2246820847334783	0.11749668621624232	1.0959405609675532
CDH11	detected_absent	100	LUSC-6	Lung6	True	12053	54143	0.7344229652368705	0.8124041889071533	-0.07798122367028282	0.9040117902700832
CDH11	detected_absent	100	LUAD-9 R1	Lung9	True	3172	35692	2.891235813366961	2.9436568418693265	-0.05242102850236563	0.9821918683738026
CDH11	detected_absent	100	LUAD-9 R2	Lung9	True	4697	90179	1.7724079199489036	1.9454972887257564	-0.17308936877685288	0.9110307838618366
CDH11	detected_absent	100	LUAD-12	Lung12	True	1851	16416	2.0502431118314424	2.0996588693957117	-0.0494157575642693	0.9764648637526098
CDH11	detected_absent	100	LUAD-13	Lung13	True	1512	24518	7.59457671957672	7.568480300187617	0.0260964193891029	1.0034480395474448
CDH11	q4_vs_rest	25	LUAD-5 R1	Lung5	True	868	16969	0.026497695852534562	0.029406564912487478	-0.0029088690599529156	0.9010809637708597
CDH11	q4_vs_rest	25	LUAD-5 R2	Lung5	True	1207	16707	0.02568351284175642	0.026695397138923806	-0.0010118842971673855	0.9620951772359293
CDH11	q4_vs_rest	25	LUAD-5 R3	Lung5	True	716	15177	0.029329608938547486	0.03248336298346182	-0.0031537540449143343	0.9029117137126473
CDH11	q4_vs_rest	25	LUSC-6	Lung6	True	12053	54143	0.017423048203766698	0.021720259313299965	-0.004297211109533267	0.8021565466807316
CDH11	q4_vs_rest	25	LUAD-9 R1	Lung9	True	3172	35692	0.07282471626733922	0.0964081586910232	-0.023583442423683987	0.755379184252796
CDH11	q4_vs_rest	25	LUAD-9 R2	Lung9	True	4697	90179	0.06663827975303385	0.08923363532529746	-0.02259535557226361	0.746784320846134
CDH11	q4_vs_rest	25	LUAD-12	Lung12	True	1851	16416	0.0788762830902215	0.10051169590643275	-0.021635412816211244	0.7847473110358038
CDH11	q4_vs_rest	25	LUAD-13	Lung13	True	1512	24518	0.3247354497354497	0.32934986540500855	-0.004614415669558836	0.98598931970449
CDH11	q4_vs_rest	50	LUAD-5 R1	Lung5	True	868	16969	0.22119815668202766	0.1977134775178266	0.02348467916420105	1.11878137726895
CDH11	q4_vs_rest	50	LUAD-5 R2	Lung5	True	1207	16707	0.20298260149130073	0.1996169270365715	0.0033656744547292394	1.0168606666012479
CDH11	q4_vs_rest	50	LUAD-5 R3	Lung5	True	716	15177	0.2681564245810056	0.20564011332937998	0.0625163112516256	1.3040083485632559
CDH11	q4_vs_rest	50	LUSC-6	Lung6	True	12053	54143	0.11590475400315274	0.13985187374175795	-0.023947119738605208	0.8287679735859348
CDH11	q4_vs_rest	50	LUAD-9 R1	Lung9	True	3172	35692	0.45239596469104665	0.5209850946990923	-0.06858913000804562	0.8683472316081117
CDH11	q4_vs_rest	50	LUAD-9 R2	Lung9	True	4697	90179	0.33383010432190763	0.4103505250668116	-0.07652042074490395	0.8135242528751603
CDH11	q4_vs_rest	50	LUAD-12	Lung12	True	1851	16416	0.3960021609940573	0.45151072124756336	-0.05550856025350609	0.8770603716781495
CDH11	q4_vs_rest	50	LUAD-13	Lung13	True	1512	24518	1.6038359788359788	1.6281099600293663	-0.024273981193387417	0.9850906991607928
CDH11	q4_vs_rest	75	LUAD-5 R1	Lung5	True	868	16969	0.6394009216589862	0.6016854263657258	0.03771549529326046	1.0626830792978783
CDH11	q4_vs_rest	75	LUAD-5 R2	Lung5	True	1207	16707	0.6710853355426678	0.6122583348297121	0.05882700071295566	1.096081992463716
CDH11	q4_vs_rest	75	LUAD-5 R3	Lung5	True	716	15177	0.6368715083798883	0.5849640903999472	0.05190741797994103	1.0887360759947697
CDH11	q4_vs_rest	75	LUSC-6	Lung6	True	12053	54143	0.3469675599435825	0.39680106384943575	-0.04983350390585323	0.8744118692061715
CDH11	q4_vs_rest	75	LUAD-9 R1	Lung9	True	3172	35692	1.358764186633039	1.438949904740558	-0.08018571810751896	0.944274836918679
CDH11	q4_vs_rest	75	LUAD-9 R2	Lung9	True	4697	90179	0.8739621034703002	1.0175317978686833	-0.14356969439838307	0.858903972633481
CDH11	q4_vs_rest	75	LUAD-12	Lung12	True	1851	16416	1.0545650999459752	1.1114766081871346	-0.056911508241159314	0.9487964858441921
CDH11	q4_vs_rest	75	LUAD-13	Lung13	True	1512	24518	4.052910052910053	4.036095929521168	0.016814123388884994	1.0041659375006182
CDH11	q4_vs_rest	100	LUAD-5 R1	Lung5	True	868	16969	1.4216589861751152	1.2922387883788085	0.12942019779630676	1.1001519215799676
CDH11	q4_vs_rest	100	LUAD-5 R2	Lung5	True	1207	16707	1.4150787075393538	1.300293290237625	0.11478541730172886	1.0882765589605958
CDH11	q4_vs_rest	100	LUAD-5 R3	Lung5	True	716	15177	1.3421787709497206	1.2246820847334783	0.11749668621624232	1.0959405609675532
CDH11	q4_vs_rest	100	LUSC-6	Lung6	True	12053	54143	0.7344229652368705	0.8124041889071533	-0.07798122367028282	0.9040117902700832
CDH11	q4_vs_rest	100	LUAD-9 R1	Lung9	True	3172	35692	2.891235813366961	2.9436568418693265	-0.05242102850236563	0.9821918683738026
CDH11	q4_vs_rest	100	LUAD-9 R2	Lung9	True	4697	90179	1.7724079199489036	1.9454972887257564	-0.17308936877685288	0.9110307838618366
CDH11	q4_vs_rest	100	LUAD-12	Lung12	True	1851	16416	2.0502431118314424	2.0996588693957117	-0.0494157575642693	0.9764648637526098
CDH11	q4_vs_rest	100	LUAD-13	Lung13	True	1512	24518	7.59457671957672	7.568480300187617	0.0260964193891029	1.0034480395474448
CDH11	above_median	25	LUAD-5 R1	Lung5	True	868	16969	0.026497695852534562	0.029406564912487478	-0.0029088690599529156	0.9010809637708597
CDH11	above_median	25	LUAD-5 R2	Lung5	True	1207	16707	0.02568351284175642	0.026695397138923806	-0.0010118842971673855	0.9620951772359293
CDH11	above_median	25	LUAD-5 R3	Lung5	True	716	15177	0.029329608938547486	0.03248336298346182	-0.0031537540449143343	0.9029117137126473
CDH11	above_median	25	LUSC-6	Lung6	True	12053	54143	0.017423048203766698	0.021720259313299965	-0.004297211109533267	0.8021565466807316
CDH11	above_median	25	LUAD-9 R1	Lung9	True	3172	35692	0.07282471626733922	0.0964081586910232	-0.023583442423683987	0.755379184252796
CDH11	above_median	25	LUAD-9 R2	Lung9	True	4697	90179	0.06663827975303385	0.08923363532529746	-0.02259535557226361	0.746784320846134
CDH11	above_median	25	LUAD-12	Lung12	True	1851	16416	0.0788762830902215	0.10051169590643275	-0.021635412816211244	0.7847473110358038
CDH11	above_median	25	LUAD-13	Lung13	True	1512	24518	0.3247354497354497	0.32934986540500855	-0.004614415669558836	0.98598931970449
CDH11	above_median	50	LUAD-5 R1	Lung5	True	868	16969	0.22119815668202766	0.1977134775178266	0.02348467916420105	1.11878137726895
CDH11	above_median	50	LUAD-5 R2	Lung5	True	1207	16707	0.20298260149130073	0.1996169270365715	0.0033656744547292394	1.0168606666012479
CDH11	above_median	50	LUAD-5 R3	Lung5	True	716	15177	0.2681564245810056	0.20564011332937998	0.0625163112516256	1.3040083485632559
CDH11	above_median	50	LUSC-6	Lung6	True	12053	54143	0.11590475400315274	0.13985187374175795	-0.023947119738605208	0.8287679735859348
CDH11	above_median	50	LUAD-9 R1	Lung9	True	3172	35692	0.45239596469104665	0.5209850946990923	-0.06858913000804562	0.8683472316081117
CDH11	above_median	50	LUAD-9 R2	Lung9	True	4697	90179	0.33383010432190763	0.4103505250668116	-0.07652042074490395	0.8135242528751603
CDH11	above_median	50	LUAD-12	Lung12	True	1851	16416	0.3960021609940573	0.45151072124756336	-0.05550856025350609	0.8770603716781495
CDH11	above_median	50	LUAD-13	Lung13	True	1512	24518	1.6038359788359788	1.6281099600293663	-0.024273981193387417	0.9850906991607928
CDH11	above_median	75	LUAD-5 R1	Lung5	True	868	16969	0.6394009216589862	0.6016854263657258	0.03771549529326046	1.0626830792978783
CDH11	above_median	75	LUAD-5 R2	Lung5	True	1207	16707	0.6710853355426678	0.6122583348297121	0.05882700071295566	1.096081992463716
CDH11	above_median	75	LUAD-5 R3	Lung5	True	716	15177	0.6368715083798883	0.5849640903999472	0.05190741797994103	1.0887360759947697
CDH11	above_median	75	LUSC-6	Lung6	True	12053	54143	0.3469675599435825	0.39680106384943575	-0.04983350390585323	0.8744118692061715
CDH11	above_median	75	LUAD-9 R1	Lung9	True	3172	35692	1.358764186633039	1.438949904740558	-0.08018571810751896	0.944274836918679
CDH11	above_median	75	LUAD-9 R2	Lung9	True	4697	90179	0.8739621034703002	1.0175317978686833	-0.14356969439838307	0.858903972633481
CDH11	above_median	75	LUAD-12	Lung12	True	1851	16416	1.0545650999459752	1.1114766081871346	-0.056911508241159314	0.9487964858441921
CDH11	above_median	75	LUAD-13	Lung13	True	1512	24518	4.052910052910053	4.036095929521168	0.016814123388884994	1.0041659375006182
CDH11	above_median	100	LUAD-5 R1	Lung5	True	868	16969	1.4216589861751152	1.2922387883788085	0.12942019779630676	1.1001519215799676
CDH11	above_median	100	LUAD-5 R2	Lung5	True	1207	16707	1.4150787075393538	1.300293290237625	0.11478541730172886	1.0882765589605958
CDH11	above_median	100	LUAD-5 R3	Lung5	True	716	15177	1.3421787709497206	1.2246820847334783	0.11749668621624232	1.0959405609675532
CDH11	above_median	100	LUSC-6	Lung6	True	12053	54143	0.7344229652368705	0.8124041889071533	-0.07798122367028282	0.9040117902700832
CDH11	above_median	100	LUAD-9 R1	Lung9	True	3172	35692	2.891235813366961	2.9436568418693265	-0.05242102850236563	0.9821918683738026
CDH11	above_median	100	LUAD-9 R2	Lung9	True	4697	90179	1.7724079199489036	1.9454972887257564	-0.17308936877685288	0.9110307838618366
CDH11	above_median	100	LUAD-12	Lung12	True	1851	16416	2.0502431118314424	2.0996588693957117	-0.0494157575642693	0.9764648637526098
CDH11	above_median	100	LUAD-13	Lung13	True	1512	24518	7.59457671957672	7.568480300187617	0.0260964193891029	1.0034480395474448
