method	destination	rule	interaction_name	pathway_name	ligand	receptor	ligand_genes	receptor_genes	ligand_class	pair_origin	n_patients	n_cohorts	n_thin_tail	cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_detected_high	frac_detected_low	median_n_sender_high	median_n_receiver	pval	padj
cellchat	TNK	median	NECTIN2_CD226	NECTIN	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.009030776689630456	0.014621601237690289	0.01973622284607444	0.005114621608384153	1.0	1.0	234.0	5125.5	0.03125	0.05229591836734694
cellchat	TNK	median	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.0096970159066588	-0.002084824615233044	0.3064408595495603	0.30852568416479337	1.0	1.0	263.0	2582.0	0.7018814086914062	0.7474581235414977
cellchat	TNK	median	HLA-G_CD8A	MHC-I	HLA-G	CD8A	HLA-G	CD8A	inhibitory	cellchatdb_v2	9	1	0	GSE123902	0.009724547702306442	0.04500287918700457	0.10853855316323574	0.06353567397623118	1.0	0.6666666666666666	86.0	625.0	0.07421875	0.11065340909090908
cellchat	TNK	median	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.009729321291785439	0.015845981762076824	0.06366909076264733	0.0478231090005705	1.0	0.6666666666666666	86.0	86.0		
cellchat	TNK	median	HLA-F_CD8A	MHC-I	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.012849646704396613	0.032289444870711885	0.12891229620484645	0.09662285133413456	1.0	0.9444444444444444	263.0	2582.0	0.02367401123046875	0.0451457888581032
cellchat	TNK	median	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	15	2	1	GSE123902,GSE189357	0.019286837299079443	0.024483814124925934	0.051214347481182365	0.026730533356256428	0.9333333333333333	0.6	194.0	2558.0	0.011007912955186742	0.026548495950744495
cellchat	TNK	median	CDH1_KLRG1	CDH1	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.03270015273338468	0.03514304048940949	0.04166165419516261	0.006518613705753111	1.0	0.5	256.5	4958.5	0.03125	0.05229591836734694
cellchat	TNK	median	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.03296687693511327	0.05241365456917704	0.10331718646385488	0.050903531894677834	1.0	1.0	129.0	1336.0	0.00390625	0.011045258620689656
cellchat	TNK	median	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.03359960032816041	0.06508181613412013	0.09257010898896303	0.027488292854842875	1.0	0.8235294117647058	319.0	3392.0	1.52587890625e-05	0.000156402587890625
cellchat	TNK	median	CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.05884502963336424	0.04641395647109039	0.22735829360939674	0.18094433713830638	1.0	1.0	86.0	86.0		
cellchat	TNK	median	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.07993927787737044	0.09190556080795004	0.15757234356714245	0.06566678275919241	0.9375	0.625	204.5	2204.5	0.005385665016640753	0.014245952624662639
cellchat	TNK	median	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.10938424129955168	0.11590182013362425	0.19331424978523828	0.07741242965161402	0.9375	0.625	204.5	2204.5	0.005385665016640753	0.014245952624662639
cellchat	TNK	q4q1	TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.015421073914440248	-0.0179924674865654	0.0	0.0179924674865654	0.0	1.0	255.0	3392.0		
cellchat	TNK	q4q1	CXCL10_CXCR3	CXCL	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.00026818426219271977	0.009188513007355232	0.00972458462646222	0.0005360716191069895	1.0	0.3333333333333333	65.0	344.0		
cellchat	TNK	q4q1	HLA-E_CD8B	MHC-I	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.0008095366537147972	-0.00026062796030493825	0.1457688716511351	0.14602949961144004	1.0	1.0	160.5	2999.0	0.668548583984375	0.6939365048951741
cellchat	TNK	q4q1	PVR_CD226	PVR	PVR	CD226	PVR	CD226	barrier|inhibitory	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.001669467583120497	0.0030214323554122453	0.0030214323554122453	0.0	1.0	0.0	189.0	3720.0		
cellchat	TNK	q4q1	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.002746421167256881	0.0017261385352694437	0.015535167169658314	0.01380902863438887	0.875	0.625	101.0	840.0	0.546875	0.5943627608449835
cellchat	TNK	q4q1	HLA-F_CD8B	MHC-I	HLA-F	CD8B	HLA-F	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.004232596373366148	0.024506422017493635	0.06676470075914033	0.0422582787416467	1.0	1.0	160.5	2999.0	0.0506591796875	0.07837835347877359
cellchat	TNK	q4q1	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellchatdb_v2	8	2	0	GSE123902,GSE189357	0.005085840376971546	0.008268096535897504	0.008408460312834204	0.00014036377693669907	1.0	0.125	160.5	3559.0	0.0078125	0.018841911764705885
cellchat	TNK	q4q1	CXCL13_CXCR3	CXCL	CXCL13	CXCR3	CXCL13	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.005906472389927985	0.008875683828795684	0.012482161826830105	0.0036064779980344228	0.6666666666666666	0.6666666666666666	65.0	344.0		
cellchat	TNK	q4q1	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.008160373470172145	0.05692448974854017	0.07231196815806228	0.015387478409522112	1.0	0.3333333333333333	44.0	86.0		
cellchat	TNK	q4q1	PVR_TIGIT	PVR	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.008246624078763415	0.016104983060634445	0.016104983060634445	0.0	1.0	0.0	155.0	2558.0	0.00390625	0.010677083333333334
cellchat	TNK	q4q1	HLA-G_CD8B	MHC-I	HLA-G	CD8B	HLA-G	CD8B	inhibitory	cellchatdb_v2	8	1	0	GSE123902	0.008694796045196185	0.042849627057150966	0.07889608813918672	0.03604646108203577	1.0	0.625	61.5	980.5	0.1953125	0.24266098484848483
cellchat	TNK	q4q1	NECTIN2_CD226	NECTIN	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.009839099743089531	0.017951070774620034	0.01979175353710863	0.0018406827624885926	1.0	1.0	144.5	5125.5	0.03125	0.05229591836734694
cellchat	TNK	q4q1	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.0113563774484019	0.004116190129109465	0.30289366416937796	0.29877747404026844	1.0	1.0	160.5	2582.0	0.550872802734375	0.5943627608449835
cellchat	TNK	q4q1	HLA-F_CD8A	MHC-I	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.018674099081667554	0.04034472149533261	0.12771912535532706	0.08737440385999445	1.0	0.9444444444444444	160.5	2582.0	0.030364990234375	0.05229591836734694
cellchat	TNK	q4q1	HLA-G_CD8A	MHC-I	HLA-G	CD8A	HLA-G	CD8A	inhibitory	cellchatdb_v2	9	1	0	GSE123902	0.025842310873331005	0.051496581057964105	0.11192575492015067	0.060429173862186554	1.0	0.5555555555555556	79.0	625.0	0.12890625	0.17328381147540983
cellchat	TNK	q4q1	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	15	2	1	GSE123902,GSE189357	0.026522696302883172	0.03594683249332002	0.05533917741850559	0.01939234492518557	0.8666666666666667	0.5333333333333333	123.0	1851.0	0.011007912955186742	0.02578996749500894
cellchat	TNK	q4q1	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.039515993968210116	0.08091070117946915	0.0958436595878064	0.014932958408337256	1.0	0.7647058823529411	166.0	3392.0	1.52587890625e-05	0.00017874581473214285
cellchat	TNK	q4q1	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.04277511339109979	0.0802441302034711	0.11036505801620598	0.030120927812734885	1.0	0.8888888888888888	79.0	1336.0	0.00390625	0.010677083333333334
cellchat	TNK	q4q1	CDH1_KLRG1	CDH1	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.0485136867905296	0.04129881896836694	0.04357365545864181	0.0022748364902748634	1.0	0.3333333333333333	160.5	4958.5	0.03125	0.05229591836734694
cellchat	TNK	q4q1	CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.0959477856780625	0.0928359371270359	0.2321667150624859	0.13933077793545	1.0	1.0	44.0	86.0		
cellchat	TNK	q4q1	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.1093021717455263	0.109985541959036	0.16097477835745103	0.050989236398415023	0.875	0.5625	124.0	1593.5	0.0031429285311656034	0.009961641751802884
cellchat	TNK	q4q1	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.134467465812517	0.13549152218680416	0.1969698190975829	0.06147829691077874	0.875	0.5625	124.0	1593.5	0.0031429285311656034	0.009961641751802884
cellchat	TNK	tertile	TNF_TNFRSF1B	TNF	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellchatdb_v2	5	2	0	GSE123902,GSE189357	-0.015421073914440248	-0.017416994783758733	0.00018759557975570098	0.017604590363514434	0.2	1.0	340.0	3392.0		
cellchat	TNK	tertile	CXCL10_CXCR3	CXCL	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.00020306703474377388	0.00916680726487225	0.009702878883979239	0.0005360716191069895	1.0	0.3333333333333333	79.0	344.0		
cellchat	TNK	tertile	HLA-E_CD8B	MHC-I	HLA-E	CD8B	HLA-E	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.00045873772792743065	-0.0034548590922123456	0.14543594069732807	0.14889079978954042	1.0	1.0	208.0	2999.0	0.820892333984375	0.830782603068524
cellchat	TNK	tertile	PVR_CD226	PVR	PVR	CD226	PVR	CD226	barrier|inhibitory	cellchatdb_v2	4	2	0	GSE123902,GSE189357	0.0021049816038409288	0.003415278168801779	0.003415278168801779	0.0	1.0	0.0	244.5	3720.0		
cellchat	TNK	tertile	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.0025197984963376313	0.0015922988859468446	0.013827290812190259	0.012234991926243414	0.8888888888888888	0.6666666666666666	149.0	1336.0	0.359375	0.41927083333333337
cellchat	TNK	tertile	NECTIN3_TIGIT	NECTIN	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.00367895440035564	0.007872882257569718	0.007991514480559262	0.00011863222298954371	1.0	0.1111111111111111	222.0	3726.0	0.00390625	0.011314655172413793
cellchat	TNK	tertile	HLA-F_CD8B	MHC-I	HLA-F	CD8B	HLA-F	CD8B	inhibitory	cellchatdb_v2	16	2	0	GSE123902,GSE189357	0.00458172618349756	0.022589727147209346	0.0665305980454459	0.04394087089823654	1.0	1.0	208.0	2999.0	0.05767822265625	0.09317251352163461
cellchat	TNK	tertile	CXCL13_CXCR3	CXCL	CXCL13	CXCR3	CXCL13	CXCR3	recruit	cellchatdb_v2	3	1	1	GSE123902	0.005906472389927985	0.009696284869038172	0.013302762867072595	0.0036064779980344228	0.6666666666666666	0.6666666666666666	79.0	344.0		
cellchat	TNK	tertile	HLA-E_CD8A	MHC-I	HLA-E	CD8A	HLA-E	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.006366293691978178	-0.0002665196520044579	0.3035985779013682	0.3038650975533726	1.0	1.0	208.0	2582.0	0.6396942138671875	0.6716789245605469
cellchat	TNK	tertile	PVR_TIGIT	PVR	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellchatdb_v2	10	2	0	GSE123902,GSE189357	0.007136684650669651	0.015872386870485526	0.015872386870485526	0.0	1.0	0.0	180.0	1947.0	0.001953125	0.007457386363636363
cellchat	TNK	tertile	NECTIN2_CD226	NECTIN	NECTIN2	CD226	NECTIN2	CD226	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.008021751143603442	0.01715347552109361	0.019131932344426745	0.001978456823333132	1.0	1.0	185.5	5125.5	0.03125	0.05357142857142857
cellchat	TNK	tertile	HLA-G_CD8B	MHC-I	HLA-G	CD8B	HLA-G	CD8B	inhibitory	cellchatdb_v2	8	1	0	GSE123902	0.008404633383171186	0.04271370993792051	0.07869321207583285	0.03597950213791234	1.0	0.625	68.5	980.5	0.1953125	0.24126838235294118
cellchat	TNK	tertile	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.009437581713554329	0.03336278786579141	0.07189471888932084	0.03853193102352943	1.0	0.3333333333333333	58.0	86.0		
cellchat	TNK	tertile	HLA-F_CD8A	MHC-I	HLA-F	CD8A	HLA-F	CD8A	inhibitory	cellchatdb_v2	18	2	0	GSE123902,GSE189357	0.01864564126655635	0.03757157216450716	0.12892770889236319	0.09135613672785607	1.0	0.9444444444444444	208.0	2582.0	0.030364990234375	0.05357142857142857
cellchat	TNK	tertile	LGALS9_P4HB	GALECTIN	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellchatdb_v2	16	2	1	GSE123902,GSE189357	0.023145063882310246	0.02992133851933032	0.05035018062918409	0.02042884210985376	0.875	0.5625	171.5	2204.5	0.014596605678345812	0.03201219512195122
cellchat	TNK	tertile	HLA-G_CD8A	MHC-I	HLA-G	CD8A	HLA-G	CD8A	inhibitory	cellchatdb_v2	9	1	0	GSE123902	0.023377431648482296	0.05131366495737801	0.11161425756256128	0.060300592605183244	1.0	0.5555555555555556	79.0	625.0	0.12890625	0.17729334677419353
cellchat	TNK	tertile	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellchatdb_v2	17	2	0	GSE123902,GSE189357	0.03329705320954008	0.07410981473383961	0.09202696066340092	0.017917145929561302	1.0	0.7647058823529411	222.0	3392.0	1.52587890625e-05	0.00016021728515625
cellchat	TNK	tertile	CXCL16_CXCR6	CXCL	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellchatdb_v2	9	2	0	GSE123902,GSE189357	0.03533212326811057	0.07821649764420814	0.10957425858334462	0.031357760939136475	1.0	1.0	86.0	1336.0	0.00390625	0.011314655172413793
cellchat	TNK	tertile	CDH1_KLRG1	CDH1	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellchatdb_v2	6	2	0	GSE123902,GSE189357	0.04198096322628286	0.03789657862087487	0.0412938849327563	0.003397306311881423	1.0	0.3333333333333333	208.0	4958.5	0.03125	0.05357142857142857
cellchat	TNK	tertile	CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellchatdb_v2	3	1	0	GSE123902	0.09565447498531829	0.0774217250871884	0.23051816343887052	0.1530964383516821	1.0	1.0	58.0	86.0		
cellchat	TNK	tertile	LGALS9_CD44	GALECTIN	LGALS9	CD44	LGALS9	CD44	inhibitory	cellchatdb_v2	17	2	1	GSE123902,GSE189357	0.10639942882924072	0.09761291853705553	0.14918725899954327	0.05157434046248774	0.8823529411764706	0.5882352941176471	166.0	1851.0	0.004455352355471741	0.012072567672891167
cellchat	TNK	tertile	LGALS9_CD45	GALECTIN	LGALS9	PTPRC	LGALS9	PTPRC	inhibitory	cellchatdb_v2	17	2	1	GSE123902,GSE189357	0.13527044511270422	0.12059305536227762	0.18255708856301467	0.06196403320073705	0.8823529411764706	0.5882352941176471	166.0	1851.0	0.004455352355471741	0.012072567672891167
liana_cpdb	TNK	median	TNF_TNFRSF1B	other	TNF	TNFRSF1B	TNF	TNFRSF1B	attack	cellphonedb_v5_interactors	4	2	0	GSE123902,GSE189357	-0.33223356679081917	-0.28518166206777096	0.083735141903162	0.36891680397093296	0.25	1.0	386.5	2999.0		
liana_cpdb	TNK	median	TGFB1_TGFBR3	other	TGFB1	TGFBR3	TGFB1	TGFBR3	inhibitory	cellphonedb_v5_interactors	5	1	0	GSE189357	-0.07559902966022491	-0.11899730563163757	0.18487178534269333	0.3038690909743309	0.8	1.0	430.0	7096.0		
liana_cpdb	TNK	median	HLA-E_VSIR	MHC_I_partial	HLA-E	VSIR	HLA-E	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	-0.03499859571456909	-0.10023255480660333	0.7866406093041102	0.8868731641107135	1.0	1.0	462.0	7096.0	0.203125	0.2567806603773585
liana_cpdb	TNK	median	HLA-F_VSIR	MHC_I_partial	HLA-F	VSIR	HLA-F	VSIR	inhibitory	cellphonedb_v5_interactors	9	1	0	GSE189357	0.0015276595950126648	0.004506405029031966	0.31422845191425747	0.30972204688522553	1.0	1.0	462.0	7096.0	1.0	1.0
liana_cpdb	TNK	median	HLA-E_KLRD1	MHC_I	HLA-E	KLRD1	HLA-E	KLRD1	inhibitory	curated_overlay	18	2	0	GSE123902,GSE189357	0.005507469177246094	-0.04339285443226496	0.847038602663411	0.890431457095676	1.0	1.0	263.0	2582.0	0.83172607421875	0.8681825580018939
liana_cpdb	TNK	median	LGALS9_HAVCR2	other	LGALS9	HAVCR2	LGALS9	HAVCR2	inhibitory	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.02139154076576233	0.03537171543575823	0.18538501881994307	0.15001330338418484	1.0	0.75	171.5	1947.0	0.078125	0.11631944444444443
liana_cpdb	TNK	median	LGALS9_P4HB	other	LGALS9	P4HB	LGALS9	P4HB	inhibitory	cellphonedb_v5_interactors	15	2	1	GSE123902,GSE189357	0.0478731170296669	0.09546976052224636	0.2973554706821839	0.20188571015993753	0.9333333333333333	0.6	194.0	2558.0	0.02557373046875	0.051922422466856064
liana_cpdb	TNK	median	TNFSF10_TNFRSF10B	other	TNFSF10	TNFRSF10B	TNFSF10	TNFRSF10B	attack	cellphonedb_v5_interactors	8	2	0	GSE123902,GSE189357	0.06105376034975052	0.0366336228325963	0.2956630806438625	0.2590294578112662	1.0	1.0	446.0	7176.5	0.1953125	0.2516526442307692
liana_cpdb	TNK	median	CEACAM5_CEACAM6	other	CEACAM5	CEACAM6	CEACAM5	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.07607284560799599	0.1004688950876395	0.3157771850625674	0.2153082899749279	1.0	0.6666666666666666	86.0	86.0		
liana_cpdb	TNK	median	NECTIN2_TIGIT	other	NECTIN2	TIGIT	NECTIN2	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	17	2	0	GSE123902,GSE189357	0.09479621052742004	0.13294095041997292	0.36765869137118845	0.23471774095121553	1.0	0.8235294117647058	319.0	3392.0	1.52587890625e-05	0.000255584716796875
liana_cpdb	TNK	median	CXCL10_CXCR3	T_recruit	CXCL10	CXCR3	CXCL10	CXCR3	recruit	cellphonedb_v5_interactors	3	1	1	GSE123902	0.10121206194162369	0.11018299932281177	0.17658728982011476	0.06640429049730301	1.0	0.3333333333333333	79.0	344.0		
liana_cpdb	TNK	median	CXCL16_CXCR6	T_recruit	CXCL16	CXCR6	CXCL16	CXCR6	recruit	cellphonedb_v5_interactors	9	2	0	GSE123902,GSE189357	0.10762569308280945	0.10078073810372087	0.3937489725649357	0.2929682344612148	1.0	1.0	129.0	1336.0	0.00390625	0.010904947916666668
liana_cpdb	TNK	median	PVR_CD226	other	PVR	CD226	PVR	CD226	barrier|inhibitory	cellphonedb_v5_interactors	5	2	0	GSE123902,GSE189357	0.13762640208005905	0.10158778093755245	0.14855073913931846	0.04696295820176601	1.0	0.4	319.0	6525.0		
liana_cpdb	TNK	median	TGFB2_TGFBR3	other	TGFB2	TGFBR3	TGFB2	TGFBR3	inhibitory	cellphonedb_v5_interactors	3	1	0	GSE189357	0.18000995367765427	0.16942481448252997	0.2727377985914548	0.10331298410892487	1.0	0.3333333333333333	319.0	6525.0		
liana_cpdb	TNK	median	PVR_TIGIT	other	PVR	TIGIT	PVR	TIGIT	barrier|inhibitory	cellphonedb_v5_interactors	11	2	0	GSE123902,GSE189357	0.1857372522354126	0.17398479022085667	0.23055525699799712	0.05657046677714044	1.0	0.18181818181818182	215.0	2558.0	0.0009765625	0.003634982638888889
liana_cpdb	TNK	median	NECTIN3_TIGIT	other	NECTIN3	TIGIT	NECTIN3	TIGIT	barrier	cellphonedb_v5_interactors	10	2	0	GSE123902,GSE189357	0.18795045837759972	0.19148072153329848	0.2064346455037594	0.014953923970460891	1.0	0.1	356.0	5125.5	0.001953125	0.005948153409090909
liana_cpdb	TNK	median	F11R_ITGAL+ITGB2	other	F11R	ITGAL+ITGB2	F11R	ITGAL|ITGB2	barrier	cellphonedb_v5_interactors	14	2	0	GSE123902,GSE189357	0.21282290667295456	0.21754456098590577	0.3917408974042961	0.17419633641839027	1.0	0.6428571428571429	374.5	4035.5	0.0001220703125	0.00081787109375
liana_cpdb	TNK	median	CD47_SIRPG	other	CD47	SIRPG	CD47	SIRPG	inhibitory	cellphonedb_v5_interactors	4	1	0	GSE123902	0.21844740957021713	0.18309081718325615	0.5218389928340912	0.33874817565083504	1.0	1.0	161.5	840.0		
liana_cpdb	TNK	median	PVR_CD96	other	PVR	CD96	PVR	CD96	barrier|inhibitory	cellphonedb_v5_interactors	12	2	1	GSE123902,GSE189357	0.24030356667935848	0.21524168504402041	0.26659198602040607	0.051350300976385675	1.0	0.16666666666666666	204.5	1947.0	0.00048828125	0.0021809895833333334
liana_cpdb	TNK	median	CDH1_ITGAE+ITGB7	other	CDH1	ITGAE+ITGB7	CDH1	ITGAE|ITGB7	barrier|inhibitory	cellphonedb_v5_interactors	10	2	1	GSE123902,GSE189357	0.2567502446472645	0.2693929381668568	0.3854581739753485	0.1160652358084917	1.0	0.6	171.5	3142.0	0.001953125	0.005948153409090909
liana_cpdb	TNK	median	CEACAM5_CD8A	MHC_I_partial	CEACAM5	CD8A	CEACAM5	CD8A	barrier	cellphonedb_v5_interactors	10	2	0	GSE123902,GSE189357	0.26735382340848446	0.2606858447194099	0.42817435823380945	0.16748851351439953	1.0	0.4	171.5	980.5	0.001953125	0.005948153409090909
liana_cpdb	TNK	median	CEACAM6_CEACAM6	other	CEACAM6	CEACAM6	CEACAM6	CEACAM6	barrier	cellphonedb_v5_interactors	3	1	0	GSE123902	0.3303685784339905	0.3447549144426982	1.1810088256994884	0.8362539112567902	1.0	1.0	86.0	86.0		
liana_cpdb	TNK	median	CDH1_KLRG1	other	CDH1	KLRG1	CDH1	KLRG1	barrier|inhibitory	cellphonedb_v5_interactors	6	2	0	GSE123902,GSE189357	0.3311086632311344	0.34400154401858646	0.46579278260469437	0.1217912385861079	1.0	0.5	256.5	4958.5	0.03125	0.056587837837837836
