ligand	receptor	pathway	n_patients	n_cohorts	median_delta	mean_delta	mean_score_high	mean_score_low	frac_pass_high	frac_pass_low	n_gse207422	n_gse131907	n_gse148071	n_gse205335	pval	padj
LPAR3	ADGRE5	other	4	1	0.0069737508893013	0.006843366660177708	0.20369862113147974	0.19685525447130203	1.0	1.0	0	4	0	0	0.375	0.4523809523809524
LIPA	RORA	other	26	1	0.007271355018019676	0.010599559746109523	0.3610387242470796	0.3504391645009701	0.9615384615384616	1.0	0	26	0	0	0.0079384446144104	0.023204684257507324
LPAR2	ADGRE5	other	24	1	0.007975654676556587	0.009706904296763241	0.26934757266038406	0.2596406683636208	0.9583333333333334	0.75	0	24	0	0	0.015044927597045898	0.034926470588235295
CD47	SIRPG	other	14	1	0.008023358881473541	0.03554216133696692	0.5997640485210078	0.5642218871840409	1.0	1.0	0	14	0	0	0.1937255859375	0.306732177734375
JAG1	CD46	other	9	1	0.011967044323682785	0.021684183842606015	0.14402405296762785	0.12233986912502183	1.0	0.5555555555555556	0	9	0	0	0.00390625	0.013494318181818182
ITGAV+ITGB1	ADGRE5	other	28	1	0.012493506073951721	0.02781082530106817	0.3582225253007242	0.330411699999656	0.9642857142857143	1.0	0	28	0	0	0.0051764026284217834	0.017104634772176327
CLEC2B	KLRF1	other	8	1	0.014922279864549637	0.021777679212391376	0.3672777866013348	0.34550010738894343	0.875	0.75	0	8	0	0	0.0234375	0.05089285714285714
BAG6	NCR3	other	8	1	0.01624402403831482	0.04091216064989567	0.3210793612524867	0.28016720060259104	1.0	1.0	0	8	0	0	0.0078125	0.023204684257507324
PTGES	PTGER2	other	9	1	0.01644521951675415	0.018787160619265504	0.21381698797146478	0.1950298273521993	1.0	0.6666666666666666	0	9	0	0	0.01171875	0.0296875
PTGES	PTGER4	other	15	1	0.01644521951675415	0.01951964565863212	0.25571467032035194	0.2361950246617198	0.9333333333333333	0.7333333333333333	0	15	0	0	0.00115966796875	0.004638671875
PODXL2	SELL	other	15	1	0.016806096769869328	0.026688658787558477	0.29427377817531425	0.2675851193877558	1.0	0.7333333333333333	0	15	0	0	0.00115966796875	0.004638671875
LGALS9	HAVCR2	other	9	1	0.016857922077178955	0.01871600995461146	0.23900585373242697	0.2202898437778155	1.0	1.0	0	9	0	0	0.0546875	0.10390625
FN1	ITGA4+ITGB1	other	17	1	0.017158612608909607	0.015275495455545537	0.29987432259847135	0.28459882714292584	1.0	0.9411764705882353	0	17	0	0	0.328948974609375	0.4104066129590644
FN1	ITGA4+ITGB7	other	17	1	0.017158612608909607	0.015275495455545537	0.2942881915060913	0.27901269605054574	1.0	0.9411764705882353	0	17	0	0	0.328948974609375	0.4104066129590644
CD44	TYROBP	other	26	1	0.01810227520763874	0.02647732850164175	0.6280931285940684	0.6016158000924267	1.0	1.0	0	26	0	0	0.04346644878387451	0.08693289756774902
LGALS9	P4HB	other	24	1	0.018308516591787338	0.027531594193230074	0.43014254615021247	0.40261095195698243	0.9583333333333334	0.9583333333333334	0	24	0	0	0.0004944801330566406	0.002505366007486979
ALCAM	CD6	other	27	1	0.019683174788951874	0.022950946732803627	0.42858517114762906	0.40563422441482544	1.0	1.0	0	27	0	0	0.010378450155258179	0.02921341525183784
CD274	PDCD1	other	4	1	0.024561136960983276	0.01974010095000267	0.1972777326591313	0.17753763170912862	1.0	1.0	0	4	0	0	0.25	0.3392857142857143
TGM2	ADGRG1	other	7	1	0.02799081802368164	0.049123468941875865	0.4018862582743168	0.35276278933244093	1.0	1.0	0	7	0	0	0.015625	0.034926470588235295
DHCR24	RORA	other	28	1	0.030683452263474464	0.010539623243468148	0.5966725458524057	0.5861329226089376	1.0	1.0	0	28	0	0	0.3272097110748291	0.4104066129590644
PTGDS	PTGDR	other	4	1	0.03140958305448294	0.034020266495645046	0.15703403763473034	0.12301377113908529	1.0	1.0	0	4	0	0	0.125	0.2159090909090909
ICAM4	ITGAL+ITGB2	other	15	1	0.03213060647249222	0.046010620053857566	0.21799078987290463	0.17198016981904704	1.0	0.7333333333333333	0	15	0	0	6.103515625e-05	0.0005154079861111111
FGL1	LAG3	other	3	1	0.03403334319591522	0.05452353941897551	0.3205492782096068	0.2660257387906313	1.0	1.0	0	3	0	0	0.25	0.3392857142857143
APP	CD74	other	28	1	0.03407060354948044	0.04875391934599195	1.2480067017355136	1.1992527823895216	1.0	1.0	0	28	0	0	0.0007921457290649414	0.0035413573769962087
TGFB1	TGFBR3	other	3	1	0.04426194727420807	0.05403880029916763	0.2186350797613462	0.16459627946217856	1.0	1.0	0	3	0	0	0.25	0.3392857142857143
PLAUR	ITGA4+ITGB1	other	17	1	0.05435529351234436	0.06422143473344691	0.3501950189032975	0.28597358416985064	1.0	1.0	0	17	0	0	0.010986328125	0.029237878733667833
APP	SORL1	other	17	1	0.058912307024002075	0.05486809900578331	0.4861679830971886	0.4312998840914053	1.0	1.0	0	17	0	0	0.001678466796875	0.006378173828125
CDH1	KLRG1	other	15	1	0.061505720019340515	0.08838287492593129	0.5087222799658775	0.4203394050399462	1.0	1.0	0	15	0	0	0.0001220703125	0.0009277343750000001
CD55	ADGRE5	other	28	1	0.06719374656677246	0.08205914124846458	0.7708379953567471	0.6887788541082825	1.0	1.0	0	28	0	0	0.00019368529319763184	0.0013381892984563654
F11R	ITGAL+ITGB2	other	17	1	0.07219995558261871	0.07993366393972845	0.3877865952603957	0.30785293132066727	1.0	1.0	0	17	0	0	3.0517578125e-05	0.00033133370535714287
ICAM1	SPN	other	27	1	0.07334250211715698	0.09198026224556896	0.5552634837588778	0.46328322151330886	1.0	0.9259259259259259	0	27	0	0	1.4901161193847656e-08	1.1324882507324219e-06
IGFBP3	TMEM219	other	19	1	0.07953634858131409	0.11597459052542322	0.6364604009217337	0.5204858103963105	1.0	0.8947368421052632	0	19	0	0	0.00041961669921875	0.0022779192243303575
CDH1	ITGAE+ITGB7	other	24	1	0.08170582354068756	0.08543595143904288	0.4726640122632186	0.38722806082417566	1.0	1.0	0	24	0	0	3.5762786865234375e-07	9.059906005859375e-06
ICAM1	ITGAL	other	17	1	0.10853663086891174	0.11501814600299387	0.4895088895059684	0.3744907435029745	1.0	0.9411764705882353	0	17	0	0	1.52587890625e-05	0.00023193359375000002
ICAM1	ITGAL+ITGB2	other	17	1	0.10853663086891174	0.11501814600299387	0.4895088895059684	0.3744907435029745	1.0	0.9411764705882353	0	17	0	0	1.52587890625e-05	0.00023193359375000002
