unit_id	dataset	Sample_Origin	n_high	n_low	AT2_high	AT2_low	barrier_high	barrier_low	IFN_high	IFN_low	malignant_high	malignant_low	sling_high	sling_low	dpt_high	dpt_low
GSE131907:EBUS_10	GSE131907	mLN	102	86	0.4442488589488408	0.3533052527887184	1.6915340671693186	1.29041301929789	0.5739475230128015	0.4433556948621103	0.1587795784660414	0.10328660333572431	28.46232061702543	26.75438955990998	0.20024195313453674	0.14189539849758148
GSE131907:EBUS_12	GSE131907	mLN	73	53	0.4847809565955237	0.349569098567063	2.0160943921060053	1.7254921355806059	0.857610436529849	0.6949119526379581	0.07286037463847905	0.028336606498034496	33.45178247485909	35.365976059390775	0.15408039093017578	0.15563635528087616
GSE131907:EBUS_15	GSE131907	mLN	55	157	0.4454718701202761	0.3363860683503804	1.8274396941065785	1.4006129983662294	0.550398540509141	0.41369095762777786	0.1791156541217457	0.0858505428976314	27.2610354569768	27.857546830533323	0.14339913427829742	0.14165131747722626
GSE131907:EBUS_19	GSE131907	mLN	128	24	1.4982154098106548	0.605930345132947	1.3604192576021887	0.7342534483306938	0.4773590183696907	0.3779391550807038	0.03980446211062372	0.0	29.142646585517973	26.7383338095601	0.09767185151576996	0.12280512601137161
GSE131907:EBUS_28	GSE131907	tL/B	275	22	0.8669004153663462	0.797643016685139	1.641272933699868	1.1005995512911768	0.337074283443535	0.30824648968608587	0.07082526835528287	0.0	29.797256606524048	28.8164146676544	0.16036836802959442	0.18196530640125275
GSE131907:EBUS_49	GSE131907	tL/B	21	70	0.05342171607272966	0.05655779061572892	1.6508845093231355	0.9943174225233851	0.19894058609980694	0.11930237044761707	0.14348829360235305	0.07666322376046862	32.9084348300148	30.1775303213833	0.16382470726966858	0.13887976109981537
GSE131907:EBUS_51	GSE131907	mLN	76	89	1.4646937081492262	1.2864449600992578	1.8377311171865773	1.603864291354958	0.5350039667810836	0.4772719954263202	0.042088925446334635	0.02664653504832407	30.60069394984792	27.2251062938355	0.30979958176612854	0.2539636194705963
GSE131907:LUNG_N01	GSE131907	nLung	31	77	1.48006400417897	2.563749612732367	0.9480418238428332	0.758105627773128	0.35299429255205406	0.2731409969525936	0.0	0.009829552916737346	11.516300476518651	9.76965640318753	0.2190162092447281	0.044534213840961456
GSE131907:LUNG_N06	GSE131907	nLung	54	62	1.0160762947742585	1.8750731540062735	0.8717597539962075	0.7077615956465404	0.29752571702705893	0.24241578232274844	0.04181637587370696	0.045769896238080914	13.00843750991796	15.168612923479012	0.36384159326553345	0.11629358679056168
GSE131907:LUNG_N08	GSE131907	nLung	79	112	0.9443354543439949	1.4697118396870792	1.0500084074363425	0.8798101658356332	0.3156054326067676	0.2831865442408757	0.009074213384072992	0.014945585812841142	13.040877242458553	13.075947803950303	0.30524927377700806	0.12703469395637512
GSE131907:LUNG_N09	GSE131907	nLung	49	126	2.7549063580072657	3.1251269948506164	0.8888768878112846	0.735601488559965	0.18708173631147318	0.19951231613533035	0.0	0.028005241401611813	10.960880748975734	11.649305337346114	0.06069652736186981	0.019153723493218422
GSE131907:LUNG_N18	GSE131907	nLung	163	93	0.6993940947520221	1.090901534403524	1.272641242677936	1.0430871293108952	0.38549518415665934	0.33440841735865945	0.006125500597105436	0.0	13.02730242958053	14.727189230901034	0.35710421204566956	0.1300612986087799
GSE131907:LUNG_N19	GSE131907	nLung	40	45	2.1864501882344483	2.862386926015218	0.9371236426134903	0.569682370181437	0.2763593032053023	0.2322845806176414	0.0	0.0	12.302174453971107	13.946311642914065	0.09040457755327225	0.037366725504398346
GSE131907:LUNG_N20	GSE131907	nLung	78	105	1.740456261887	1.9043508401229268	0.8976760840314065	0.6381307423114778	0.23868805225634623	0.23932635797050608	0.0	0.0	16.14735851305194	15.71253375305011	0.09355457872152328	0.07241781055927277
GSE131907:LUNG_N28	GSE131907	nLung	39	73	2.4895199166658597	2.681510483565396	0.8594636680224002	0.6169592046846538	0.3072309431033071	0.2975290400970027	0.0	0.005646717058469171	12.499128197651826	13.484443680480217	0.026810521259903908	0.039530109614133835
GSE131907:LUNG_N30	GSE131907	nLung	178	92	0.6946093665666124	1.0612257570028305	1.1824316357293825	0.8157056518222976	0.28526503835501293	0.28011821993726044	0.0	0.019248045009115467	16.417113540313228	14.281627438932356	0.28803157806396484	0.16699904203414917
GSE131907:LUNG_N31	GSE131907	nLung	108	123	1.963523849568985	2.3282291422772214	1.0715396004142586	0.8662505544782654	0.2392079212549158	0.20363427743033016	0.0	0.006944516809975229	11.887831350592897	14.206622994889887	0.15145108103752136	0.06867888569831848
GSE131907:LUNG_N34	GSE131907	nLung	114	105	3.02806038644753	3.0606111834446588	0.8514380749554662	0.6146017861744715	0.2046690190617928	0.19218796758252651	0.0	0.008357960269564674	10.053141069965532	13.949350543280582	0.01248000469058752	0.020907487720251083
GSE131907:LUNG_T06	GSE131907	tLung	65	19	1.1957631888297888	1.2088794143576371	1.366674226980943	0.8671925616891759	0.4731699288030326	0.29090703085088654	0.0	0.0	25.753141033265205	22.83549224936445	0.10851982235908508	0.07820858806371689
GSE131907:LUNG_T09	GSE131907	tLung	14	46	2.2719210519322326	2.6343441314023472	1.4454923137312843	0.7970493399146675	0.3158245789153236	0.22646284482303186	0.0	0.0	18.884135523843554	13.248713753070279	0.04630044847726822	0.03935597091913223
GSE131907:LUNG_T18	GSE131907	tLung	208	32	0.20557942502917007	0.0684163507539779	1.6843059508559795	1.3673787330432483	0.47482926789280416	0.3315700208627139	0.06349903731965102	0.09427920170128345	33.07189757703748	39.10211478322234	0.12556757032871246	0.13066133856773376
GSE131907:LUNG_T19	GSE131907	tLung	91	79	1.9354922957309	2.43887730055972	0.924682440174805	0.5993373244372098	0.33014262170145364	0.2527921017349384	0.0	0.0	22.253034573759543	17.41366500214867	0.08492376655340195	0.058020301163196564
GSE131907:LUNG_T20	GSE131907	tLung	199	52	1.2543948060229195	1.2214281288906932	2.1598490964203223	1.5513814340990326	0.4945454314335198	0.3452163558357801	0.07472724224155272	0.05610785461389101	20.94912087653127	21.625435866989733	0.1149102970957756	0.1027761772274971
GSE131907:LUNG_T25	GSE131907	tLung	87	52	2.0640669529294144	1.8825477711283243	1.2581740221529627	1.143512378422878	0.23973952719597236	0.23214621096849444	0.009250823793740108	0.0	21.073698156539816	20.70238903651401	0.07670219987630844	0.08828862011432648
GSE131907:LUNG_T28	GSE131907	tLung	207	33	0.6549774511280843	1.6511725837534124	1.6319437353915256	0.9442038557144127	0.5666237545277814	0.3938042353855786	0.03235394108122674	0.01764172857457941	31.326578429008052	22.333431311116147	0.11737718433141708	0.08131873607635498
GSE131907:LUNG_T30	GSE131907	tLung	81	135	1.7137864686456727	1.795600215152458	1.080661993581081	0.8426332464188706	0.31592456091667803	0.295320436649451	0.03126638465457492	0.02303413196846291	15.805525056977139	17.30131107657518	0.07953294366598129	0.058324072510004044
GSE131907:LUNG_T31	GSE131907	tLung	71	93	1.1628258777651148	1.4874276023718618	1.7629057433753508	1.3498373293054147	0.30689559204045197	0.2762528344352768	0.004343394242541891	0.007655870529913133	27.362229450939303	20.250441632628583	0.1272697001695633	0.10524779558181763
GSE131907:LUNG_T34	GSE131907	tLung	171	43	1.6303877069761878	1.4966452336588572	1.3588900009268208	1.0402064311874004	0.4585917675862725	0.4278623270181974	0.0	0.012961714766746344	24.04197837359509	24.62953873829948	0.06817308068275452	0.07981511950492859
GSE131907:NS_02	GSE131907	mBrain	24	92	0.36650102244069177	0.14423853940451922	0.8931112753020392	0.6533735436589821	0.28492648749038424	0.20125312973623694	0.0	0.0	28.3831558786796	42.984137213530744	0.20688460767269135	0.1467134803533554
GSE131907:NS_03	GSE131907	mBrain	260	27	0.4029303116723895	0.23564750452836355	2.0613738440932377	1.9943155727268735	0.30080842182109685	0.20661178776444544	0.03570423601911618	0.0	33.30350967372916	33.2607590589651	0.3853694498538971	0.26073041558265686
GSE131907:NS_04	GSE131907	mBrain	99	67	0.85376157658645	0.6131357661267715	1.4460866489770638	1.1461489028969216	0.5157556381335417	0.3579924169006201	0.09428296606950086	0.03014190072443948	40.33365487709288	42.99318055952683	0.4686250686645508	0.36979764699935913
GSE131907:NS_06	GSE131907	mBrain	32	35	1.0443096208036877	0.5941388756036758	1.831663050223142	1.5319645237355004	0.31915994958641625	0.1867350716095466	0.00864146277308464	0.0	28.209146927752798		0.15062010288238525	0.13645121455192566
GSE131907:NS_07	GSE131907	mBrain	198	48	0.4684464242121186	0.3312091364835699	1.0852781410771186	0.8496187964661254	0.191280082917228	0.15854930061132017	0.020375266520663946	0.0	41.45664115529351	44.312427033040564	0.44050514698028564	0.376213937997818
GSE131907:NS_12	GSE131907	mBrain	171	55	0.9232534350424307	0.9052638766440478	1.5154212749477833	1.3264291002894895	0.21493563765401477	0.17351564674666434	0.02863319941431458	0.06699197617444125	32.85978509766667	31.920599675680098	0.15354259312152863	0.1436048448085785
GSE131907:NS_13	GSE131907	mBrain	142	91	2.0753570054198653	1.887110478930421	1.0936143684764983	0.7880484137561293	0.34745374638022797	0.2843657535709542	0.027032389607228025	0.020307818611899574	27.264613215115666	23.4734685758018	0.08332154899835587	0.08481928706169128
GSE131907:NS_17	GSE131907	mBrain	273	35	0.06975838162632653	0.01719968318939209	1.6427015239629845	1.644174030848912	0.24819241821574028	0.1518539670225862	0.04371067777876452	0.0	43.10072193206908	51.570496275423004	0.8474520444869995	0.7375176548957825
GSE131907:NS_19	GSE131907	mBrain	70	126	0.42949100945677077	0.39821581246833954	1.3790574182357107	1.2624400237171107	0.6630431167620084	0.5941166909785154	0.043707065071378434	0.07262964593985724	38.055129191955125	41.0954589996383	0.13673299551010132	0.13588623702526093
