score,radius_um,cutoff,n_sections,sections_high_lt_low,section_median_delta,section_p,patients_high_lt_low,patient_median_delta,patient_p,n_fovs,fovs_high_lt_low,fov_median_delta,fov_p,section_mean_high,section_mean_low
sum_CXCL9,100,q4_q1,8,0/8,1.585363407115853,0.0078125,0/5,1.7359247009283223,0.0625,210,85/210,0.4933686553482115,0.0004879400344364532,56.37896690260006,52.19652487709455
mean_CXCL9,100,q4_q1,8,0/8,0.015439492127317364,0.0078125,0/5,0.01586491316311503,0.0625,210,70/210,0.006726008133332476,2.1382975556284857e-08,0.3302543451355844,0.30419404939842604
npos_CXCL9,100,q4_q1,8,0/8,0.670020580291748,0.0078125,0/5,0.9898176193237305,0.0625,210,66/210,0.39586973190307617,4.5329394538007454e-10,15.688655257225037,14.331587314605713
sum_CXCL10,100,q4_q1,8,0/8,1.742769485456133,0.0078125,0/5,2.0438546475789607,0.0625,210,76/210,1.5117702350543318,8.589412193601763e-08,77.34714816315832,72.44797833764721
mean_CXCL10,100,q4_q1,8,0/8,0.025264500385282718,0.0078125,0/5,0.038156898905438275,0.0625,210,66/210,0.010503595062556534,3.9650016634247846e-11,0.4461776679392593,0.4152373000156905
npos_CXCL10,100,q4_q1,8,1/8,0.9395291805267334,0.0390625,0/5,1.099233627319336,0.0625,210,69/210,0.6285877227783203,6.654270577555015e-11,20.422271370887756,18.794255673885345
sum_CCL5,100,q4_q1,8,1/8,2.117278754684639,0.015625,1/5,2.188148772616966,0.125,210,83/210,0.8522461108938781,0.0005090501764030981,60.68034218923054,57.67689850347816
mean_CCL5,100,q4_q1,8,0/8,0.02305086430290937,0.0078125,0/5,0.02882759564012599,0.0625,210,61/210,0.008194463232070015,1.2012928674700235e-11,0.3607906857893023,0.33792642668623907
npos_CCL5,100,q4_q1,8,0/8,0.7790632247924805,0.0078125,0/5,0.8203210830688477,0.0625,210,67/210,0.37601709365844727,4.78454225267726e-09,16.627447843551636,15.524955153465271
sum_CD274,100,q4_q1,8,1/8,1.165908671635659,0.015625,0/5,1.4936894213774323,0.0625,210,87/210,0.45870908933873444,0.005918031605221449,48.6523524523882,46.6468953112511
mean_CD274,100,q4_q1,8,0/8,0.014271458286813393,0.0078125,0/5,0.018585034448176413,0.0625,210,72/210,0.004498119471742321,9.12360026223254e-07,0.2987350874847011,0.28214329577451086
npos_CD274,100,q4_q1,8,1/8,0.834132194519043,0.015625,0/5,0.8158645629882812,0.0625,210,72/210,0.22766494750976562,6.510001188927749e-08,14.103704452514648,13.194342195987701
sum_IDO1,100,q4_q1,8,1/8,1.462950602281614,0.015625,0/5,2.0932472024015176,0.0625,210,61/210,2.187084020162411,1.8437325919935018e-13,77.27425154434887,68.81822886889152
mean_IDO1,100,q4_q1,8,0/8,0.023380196576199844,0.0078125,0/5,0.035607089171524,0.0625,210,40/210,0.01878648262407781,8.276088952742158e-22,0.45283103954755227,0.4011091706603009
npos_IDO1,100,q4_q1,8,2/8,0.8537020683288574,0.0390625,1/5,0.9301624298095703,0.125,210,56/210,0.7134301662445068,1.5449189097079454e-15,21.52565747499466,18.930798947811127
sum_STAT1,100,q4_q1,8,2/8,8.227795163833868,0.078125,1/5,20.493869814219153,0.125,210,60/210,4.479279742083165,2.0545852247818655e-12,159.90165424519617,147.87673248487738
mean_STAT1,100,q4_q1,8,0/8,0.07003476138467371,0.0078125,0/5,0.11705225500355243,0.0625,210,44/210,0.03287443081151098,1.5575457519620583e-19,0.926748393354283,0.8523882180329025
npos_STAT1,100,q4_q1,8,2/8,2.888181686401367,0.078125,1/5,6.503364562988281,0.125,210,54/210,1.329193115234375,1.3919596760458346e-13,44.24269700050354,40.45919156074524
sum_MX1,100,q4_q1,8,1/8,8.567755307087701,0.0234375,0/5,15.204116578411686,0.0625,210,61/210,4.265726761857408,5.193025945152251e-13,150.71354639700098,138.31541098559677
mean_MX1,100,q4_q1,8,0/8,0.07129816995803323,0.0078125,0/5,0.0905835653887197,0.0625,210,38/210,0.038357999636151996,2.2348581152761213e-20,0.8881558542692991,0.8075540567404423
npos_MX1,100,q4_q1,8,2/8,2.7995834350585938,0.0390625,0/5,5.168695449829102,0.0625,210,49/210,1.3962135314941406,4.026293400266567e-16,40.92472767829895,37.17130923271179
sum_CXCL8,100,q4_q1,8,3/8,4.897240899956744,0.25,2/5,0.883062706624262,0.4375,210,84/210,0.912962806963515,0.00062536121576623,81.12549702735842,70.83506408900388
mean_CXCL8,100,q4_q1,8,3/8,0.055384834946823246,0.25,2/5,0.0034641074738090277,0.625,210,88/210,0.005403209569131873,0.00086608374174196,0.5251247235409731,0.44622844381737214
npos_CXCL8,100,q4_q1,8,2/8,1.7000632286071777,0.078125,1/5,0.5918989181518555,0.3125,210,68/210,0.37441587448120117,6.071854066428848e-08,20.419499218463898,17.941562473773956
sum_TNF,100,q4_q1,8,0/8,1.782774535233198,0.0078125,0/5,1.3442355181918941,0.0625,210,71/210,1.0354753245827233,1.306425632207773e-09,35.9269923540414,33.32921398606671
mean_TNF,100,q4_q1,8,0/8,0.017152115355176974,0.0078125,0/5,0.014323585186286097,0.0625,210,53/210,0.007708647984436323,4.809378867877235e-16,0.22139989154445985,0.20242267593579505
npos_TNF,100,q4_q1,8,0/8,0.7473950386047363,0.0078125,0/5,0.7446575164794922,0.0625,210,56/210,0.37835490703582764,2.4191876762722504e-13,10.457703828811646,9.508545935153961
n_immune,150,q4_q1,8,5/8,-2.1462669372558594,0.7421875,4/5,-4.175201416015625,0.625,210,127/210,-2.1207032203674316,0.006698857662144485,86.65609288215637,83.92626643180847
n_cyto,150,q4_q1,8,4/8,-0.12175285816192627,0.546875,3/5,-0.4086647033691406,0.4375,210,127/210,-0.16678041219711304,0.02231444276977233,6.080246686935425,6.263382613658905
frac_immune,150,q4_q1,8,5/8,-0.012229572981595993,0.7421875,4/5,-0.022357046604156494,0.625,210,130/210,-0.007069768384099007,0.0005656080493857099,0.23475688276812434,0.22588715935125947
sum_chemokine,150,q4_q1,8,0/8,15.551524648581875,0.0078125,0/5,14.82642508068136,0.0625,210,62/210,8.350938814064307,1.2173071498001978e-09,490.46985378363263,460.5854617540125
mean_chemokine,150,q4_q1,8,0/8,0.06807606146829476,0.0078125,0/5,0.0673241390265995,0.0625,210,40/210,0.027034146949244248,2.7907426561799333e-18,1.3031351648873728,1.2200933331506374
n_chemokine_pos,150,q4_q1,8,1/8,4.762386322021484,0.015625,0/5,4.9853973388671875,0.0625,210,61/210,2.2957000732421875,3.874939407588732e-11,107.13136672973633,100.79104471206665
sum_chemokine_immune,150,q4_q1,8,3/8,16.896050531937682,0.25,2/5,1.6988102831390357,0.625,210,120/210,-1.7421929420779882,0.2927863507335169,170.5232058787298,156.41180119171182
n_chemokine_pos_immune,150,q4_q1,8,3/8,3.085706949234009,0.25,2/5,0.3225216865539551,0.625,210,124/210,-0.23325204849243164,0.3038514084343442,29.91386502981186,27.58602023124695
sum_isg,150,q4_q1,8,3/8,96.69659185605178,0.1484375,1/5,164.77220444119507,0.1875,210,64/210,38.35387557500519,7.510005504191579e-11,1984.8524021060725,1875.21186981673
mean_isg,150,q4_q1,8,1/8,0.3374045786732547,0.015625,0/5,0.385228923327519,0.0625,210,42/210,0.12991389817605725,3.0493595542537826e-19,5.313201079873449,5.0011071826288145
sum_broad,150,q4_q1,8,3/8,255.95529179296886,0.1953125,1/5,383.2225103877072,0.1875,210,65/210,114.52151826007776,6.070701606768015e-09,5497.445673894235,5253.967723648215
mean_broad,150,q4_q1,8,2/8,0.9590240054851416,0.078125,1/5,1.058589203718192,0.125,210,48/210,0.30915340313123885,2.202459944996808e-17,14.873112289053347,14.129806185215816
sum_IFNG,150,q4_q1,8,0/8,2.3406608266314173,0.0078125,0/5,2.6510402522933347,0.0625,210,69/210,1.2708982700517257,5.749946033746638e-09,55.50484010724446,52.654532321857474
mean_IFNG,150,q4_q1,8,0/8,0.006335064122251967,0.0078125,0/5,0.007011440404911695,0.0625,210,54/210,0.004303096256944666,1.0860701835950827e-13,0.1599223429852013,0.1496027649214285
npos_IFNG,150,q4_q1,8,0/8,0.9236350059509277,0.0078125,0/5,1.3742866516113281,0.0625,210,57/210,0.4959602355957031,9.915297676626438e-13,16.290724396705627,15.156970739364624
sum_CXCL9,150,q4_q1,8,0/8,3.310497008521672,0.0078125,0/5,2.7919784732462745,0.0625,210,81/210,1.0030009182651902,0.0002502855924858057,126.14895467506864,116.77240601543906
mean_CXCL9,150,q4_q1,8,0/8,0.012890315035723895,0.0078125,0/5,0.01351951122616199,0.0625,210,69/210,0.004526340203765439,1.431206615506549e-08,0.3307855189377404,0.30727099968163996
npos_CXCL9,150,q4_q1,8,1/8,1.3256845474243164,0.015625,0/5,1.7168073654174805,0.0625,210,67/210,0.5924692153930664,1.0826066034803055e-08,34.67647695541382,31.84557867050171
sum_CXCL10,150,q4_q1,8,0/8,3.802665450229682,0.0078125,0/5,4.5016426064008215,0.0625,210,75/210,2.348130211889732,1.7849405407511032e-07,169.12859965781138,159.22223426033074
mean_CXCL10,150,q4_q1,8,0/8,0.016901746268874474,0.0078125,0/5,0.029029133466499102,0.0625,210,67/210,0.005831125510309149,3.4640555241853495e-10,0.43961454250165777,0.41346469586390633
npos_CXCL10,150,q4_q1,8,1/8,1.8790225982666016,0.0390625,0/5,2.098600387573242,0.0625,210,68/210,0.8577213287353516,5.314606764585377e-10,44.216647148132324,41.13571286201477
sum_CCL5,150,q4_q1,8,0/8,5.232994684107787,0.0078125,0/5,4.766625814916708,0.0625,210,79/210,1.6479260832782927,0.00023836752635484718,139.68745934350812,131.93628915638533
mean_CCL5,150,q4_q1,8,0/8,0.02370442464057801,0.0078125,0/5,0.024502825171977383,0.0625,210,65/210,0.005846112352302771,1.0264689328756998e-11,0.37281276046277334,0.3497548726836627
npos_CCL5,150,q4_q1,8,0/8,1.6723003387451172,0.0078125,0/5,1.7575416564941406,0.0625,210,67/210,0.7485637664794922,6.2375404515927736e-09,37.6491277217865,35.14625692367554
sum_CD274,150,q4_q1,8,0/8,2.8973683910301133,0.0078125,0/5,3.940436572622758,0.0625,210,79/210,1.2005114866843094,0.0015023225643221224,107.2302731999952,102.5546773479201
mean_CD274,150,q4_q1,8,0/8,0.013668094788567828,0.0078125,0/5,0.01846905513404809,0.0625,210,70/210,0.0038824830052715115,5.0171944168184966e-08,0.29651353539546677,0.28150755862659743
npos_CD274,150,q4_q1,8,1/8,1.6037416458129883,0.015625,0/5,1.675241470336914,0.0625,210,70/210,0.5548620223999023,1.8180318811807004e-07,30.785377264022827,28.892099142074585
sum_IDO1,150,q4_q1,8,1/8,3.4068250744187765,0.015625,0/5,4.520229498739596,0.0625,210,54/210,3.5098202307789066,1.0315806839717721e-13,164.06863879782966,149.1186562587874
mean_IDO1,150,q4_q1,8,0/8,0.019213967107858554,0.0078125,0/5,0.028165569535235246,0.0625,210,40/210,0.011674725016770499,4.682309267513592e-21,0.4363586165680473,0.39623255179530903
npos_IDO1,150,q4_q1,8,1/8,1.760580062866211,0.0390625,0/5,1.8919029235839844,0.0625,210,54/210,1.1567134857177734,9.793361193675067e-15,45.517680644989014,40.96852254867554
sum_STAT1,150,q4_q1,8,2/8,15.228890397497238,0.078125,1/5,40.90122847184966,0.125,210,59/210,7.707405583088104,2.7067978820815026e-12,344.1426231416732,320.7523816613997
mean_STAT1,150,q4_q1,8,1/8,0.055495417973822736,0.015625,0/5,0.1005618584654151,0.0625,210,51/210,0.0213653749692978,8.684294318260106e-17,0.9016721367354863,0.8402244953225131
npos_STAT1,150,q4_q1,8,2/8,5.2904205322265625,0.109375,1/5,12.805320739746094,0.125,210,63/210,2.063009262084961,1.1498763895884799e-12,94.75581216812134,87.59825611114502
sum_MX1,150,q4_q1,8,1/8,14.138023613070487,0.0390625,0/5,28.664784668833136,0.0625,210,59/210,7.207765033224291,8.49361859751161e-12,324.0549827004038,300.4508505812857
mean_MX1,150,q4_q1,8,1/8,0.0538693735778151,0.015625,0/5,0.07638315213285496,0.0625,210,52/210,0.024763822617211828,2.138947814247848e-17,0.8614749826541808,0.7970071059433333
npos_MX1,150,q4_q1,8,2/8,4.991724014282227,0.078125,1/5,9.414772033691406,0.125,210,55/210,2.245638847351074,8.178285096251372e-14,87.44963598251343,80.51559925079346
sum_CXCL8,150,q4_q1,8,3/8,10.253084427710387,0.25,2/5,1.7702519571918103,0.4375,210,88/210,1.244030817769282,0.00946938401954087,177.85912536521442,157.36423544092818
mean_CXCL8,150,q4_q1,8,3/8,0.04766195579886447,0.25,2/5,0.002545163358647101,0.625,210,97/210,0.0014383951520166097,0.026940444658282468,0.5180099672312635,0.44970820158533364
npos_CXCL8,150,q4_q1,8,2/8,3.4627294540405273,0.078125,1/5,1.2163829803466797,0.3125,210,79/210,0.4427146911621094,5.6991871245221215e-05,44.31941819190979,39.523903608322144
sum_TNF,150,q4_q1,8,0/8,4.076916531776227,0.0078125,0/5,2.9960724498549,0.0625,210,77/210,1.6679289922942289,1.0823835871533235e-07,77.41037318034935,72.72428971632237
mean_TNF,150,q4_q1,8,0/8,0.015035756997406058,0.0078125,0/5,0.012412459610759291,0.0625,210,61/210,0.005315212990362382,9.67306786439833e-13,0.21578391353333623,0.20123387685851168
npos_TNF,150,q4_q1,8,1/8,1.4304723739624023,0.015625,0/5,1.3570194244384766,0.0625,210,67/210,0.600865364074707,1.1186081952015661e-10,22.34551703929901,20.673080682754517
n_immune,20,median,8,5/8,-0.161623015999794,0.25,4/5,-0.3165578842163086,0.1875,212,170/212,-0.14508314430713654,1.1748529623334827e-21,0.42651894968003035,0.6447584172710776
n_cyto,20,median,8,5/8,-0.017754959408193827,0.1953125,3/5,-0.0380561389029026,0.3125,212,147/212,-0.012923477683216333,7.178491784300711e-16,0.04041918471921235,0.06296765757724643
frac_immune,20,median,8,5/8,-0.019447161816060543,0.25,4/5,-0.04437363147735596,0.1875,212,169/212,-0.02427837997674942,3.3580426096571406e-20,0.06483300146646798,0.09744823491200805
sum_chemokine,20,median,8,2/8,0.18400269119573598,0.1484375,1/5,0.09351481672577577,0.3125,212,94/212,0.09791918680070877,0.011096959343601484,8.823533978815286,8.589651570809227
mean_chemokine,20,median,8,1/8,0.03824537304105591,0.078125,1/5,0.03351596325430528,0.3125,212,50/212,0.053023962745818,1.8467055599620023e-13,1.2945171028163718,1.2064372945360882
n_chemokine_pos,20,median,8,1/8,0.07739949226379395,0.015625,0/5,0.05697917938232422,0.0625,212,73/212,0.06109829246997833,7.49163951762855e-08,2.117151826620102,2.010343059897423
sum_chemokine_immune,20,median,8,4/8,-0.18868289411726027,0.3125,3/5,-0.394550107701081,0.3125,212,155/212,-0.16960112992714219,4.375741601810396e-15,0.9639194217550439,1.3196650286363942
n_chemokine_pos_immune,20,median,8,4/8,-0.033879952505230904,0.3125,3/5,-0.07139542885124683,0.3125,212,158/212,-0.031714679673314095,1.3973824971989815e-15,0.16156758042052388,0.2255243482068181
sum_isg,20,median,8,2/8,1.7104582833774735,0.0390625,0/5,2.0050841971689337,0.0625,212,71/212,1.1519300570305298,1.8195176733043738e-08,42.9847178729173,40.729744734588294
mean_isg,20,median,8,0/8,0.5052190814650683,0.0078125,0/5,0.5411568424948383,0.0625,212,36/212,0.3607210431747392,6.564108170582546e-23,6.04172469597782,5.548142773597355
sum_broad,20,median,8,2/8,5.291065004257071,0.0546875,1/5,6.036633886630341,0.125,212,68/212,3.4586927473707405,1.1225245215557537e-08,120.27316246502781,115.0711829440436
mean_broad,20,median,8,1/8,1.2485852128555788,0.015625,0/5,1.2799591059544468,0.0625,212,23/212,0.9374787291431383,3.0077219108078664e-26,16.937315995312083,15.627711099393242
sum_IFNG,20,median,8,1/8,0.03328625223506737,0.0234375,1/5,0.027625537302953362,0.1875,212,92/212,0.016119066424911344,0.11906754306339938,1.1513987190955786,1.0875877909590566
mean_IFNG,20,median,8,1/8,0.006364185119422022,0.0234375,1/5,0.006097331408026305,0.1875,212,84/212,0.005693056242476981,0.0010069221469499012,0.18072213252216293,0.15906964277130092
npos_IFNG,20,median,8,0/8,0.010890297591686249,0.0078125,0/5,0.009827420115470886,0.0625,212,86/212,0.012443266808986664,0.0004908964136816693,0.3559691347181797,0.32443855702877045
sum_CXCL9,20,median,8,2/8,0.041542701931033155,0.1484375,1/5,0.04154270193103349,0.125,212,103/212,0.005137919862086449,0.8579958223129149,2.2123400392040162,2.169826036973993
mean_CXCL9,20,median,8,0/8,0.006328310820927122,0.0078125,0/5,0.011066119276405245,0.0625,212,80/212,0.007091709893441309,0.0014935381626883994,0.32428008072156733,0.30532077951245085
npos_CXCL9,20,median,8,1/8,0.029491126537322998,0.0234375,0/5,0.027338504791259766,0.0625,212,82/212,0.017387062311172485,0.003911881384346941,0.6612449884414673,0.6284496150910854
sum_CXCL10,20,median,8,2/8,0.04404506690192478,0.1484375,1/5,0.03865041759740229,0.4375,212,84/212,0.06854807338383484,0.0007656398935065041,3.2541389567722527,3.1358586610634926
mean_CXCL10,20,median,8,1/8,0.012495738790188754,0.078125,1/5,0.010696184867768771,0.3125,212,68/212,0.029651578851121796,1.8931815583742338e-10,0.46643572376554954,0.4324183247339093
npos_CXCL10,20,median,8,2/8,0.02209457755088806,0.1484375,1/5,0.01949140429496765,0.3125,212,72/212,0.039061009883880615,3.67911458734537e-07,0.9038458690047264,0.8467020615935326
sum_CCL5,20,median,8,2/8,0.024599115955063477,0.3828125,1/5,0.01773155007039917,0.625,212,104/212,0.002867148032616673,0.7901218433125843,2.2056562637434385,2.1963790818126854
mean_CCL5,20,median,8,1/8,0.006603722316942659,0.1484375,1/5,0.005956081643325978,0.4375,212,89/212,0.006228924393039403,0.004411123182717558,0.32307916580709184,0.309628547518427
npos_CCL5,20,median,8,3/8,0.0192958265542984,0.109375,1/5,0.012370109558105469,0.1875,212,81/212,0.015715867280960083,0.0008234265107760288,0.6551042757928371,0.6306142508983612
sum_CD274,20,median,8,2/8,0.04233544059267769,0.078125,0/5,0.054890699717577984,0.0625,212,113/212,-0.012739166550882808,0.45101395034194247,2.1294752782073485,2.098107704137226
mean_CD274,20,median,8,1/8,0.009666670942101302,0.015625,0/5,0.009407356194453376,0.0625,212,89/212,0.006448888652480778,0.00037313437079026943,0.31696962943793006,0.29919883934827296
npos_CD274,20,median,8,2/8,0.031202852725982666,0.0390625,0/5,0.039523035287857056,0.0625,212,89/212,0.014334172010421753,0.0035020175879449202,0.6457209512591362,0.6147347241640091
sum_IDO1,20,median,8,1/8,0.06685006026950241,0.078125,1/5,0.0758032079215245,0.125,212,72/212,0.14061896694745157,1.17557316015666e-10,3.620998807876117,3.2730940992319457
mean_IDO1,20,median,8,1/8,0.016925448143609315,0.015625,0/5,0.019756716163721877,0.0625,212,57/212,0.03655879947916159,4.497372025412401e-16,0.5112784209773806,0.44685673538080767
npos_IDO1,20,median,8,1/8,0.03699667751789093,0.0546875,0/5,0.047714173793792725,0.0625,212,61/212,0.054806023836135864,1.1053165017331763e-13,1.034321054816246,0.922143192961812
sum_STAT1,20,median,8,2/8,0.4189472907106948,0.0390625,0/5,0.5168868844166763,0.0625,212,77/212,0.20439605733696853,1.1734013424015295e-06,7.562956174731389,7.164913080710434
mean_STAT1,20,median,8,0/8,0.0962685593172567,0.0078125,0/5,0.12763161528392453,0.0625,212,47/212,0.067779667241469,1.720158867840573e-17,1.069966280804377,0.9840571073889449
npos_STAT1,20,median,8,2/8,0.1788923144340515,0.0390625,0/5,0.19047307968139648,0.0625,212,65/212,0.07946455478668213,4.90384788683672e-10,2.1407375037670135,1.9960606694221497
sum_MX1,20,median,8,1/8,0.5018450397061813,0.015625,0/5,0.6286423439412454,0.0625,212,53/212,0.3311923230350857,7.175426180891462e-13,7.219586422756813,6.662141814541567
mean_MX1,20,median,8,0/8,0.10819780022299047,0.0078125,0/5,0.16982095609077252,0.0625,212,33/212,0.08318308637545821,5.80719682030592e-23,1.0342161767175613,0.9199399516131427
npos_MX1,20,median,8,1/8,0.18670868873596191,0.015625,0/5,0.21991407871246338,0.0625,212,46/212,0.11016857624053955,1.9337212102488315e-16,2.016786128282547,1.8346747010946274
sum_CXCL8,20,median,8,3/8,0.18068151360168766,0.3125,2/5,0.04405009948441296,0.625,212,112/212,-0.014662963026867981,0.9313804622435916,3.0995331141847786,2.801744107484428
mean_CXCL8,20,median,8,3/8,0.06556693736748526,0.25,2/5,0.009243233567494,0.625,212,99/212,0.00598334060376958,0.05802657449544534,0.4620214787946326,0.4035756804142379
npos_CXCL8,20,median,8,3/8,0.09209166467189789,0.1484375,2/5,0.02161446213722229,0.3125,212,95/212,0.00829923152923584,0.022267167209747772,0.8595481235533953,0.7636020313948393
sum_TNF,20,median,8,1/8,0.0601965699121757,0.0234375,1/5,0.04967518510850599,0.125,212,73/212,0.07260641743317087,1.1679265930904507e-07,1.6286485619715942,1.503949171080946
mean_TNF,20,median,8,1/8,0.02183645356744133,0.015625,1/5,0.016459383955526152,0.125,212,58/212,0.015635863176410858,6.756082737735226e-14,0.23725609942288806,0.21076582820762046
npos_TNF,20,median,8,0/8,0.03804770112037659,0.0078125,0/5,0.0243967970212301,0.0625,212,59/212,0.034243687987327576,4.389137208958554e-12,0.4931362997740507,0.44270493648946285
n_immune,40,median,8,5/8,-0.5999084115028381,0.25,4/5,-1.1730313301086426,0.1875,212,149/212,-0.6461426019668579,2.1648262523313728e-13,2.9959728568792343,3.670680657029152
n_cyto,40,median,8,4/8,-0.05665724352002144,0.3125,3/5,-0.12839031219482422,0.3125,212,161/212,-0.055693645030260086,2.7984017983252837e-15,0.23792068846523762,0.3092113621532917
frac_immune,40,median,8,5/8,-0.019268653355538845,0.25,4/5,-0.03960932791233063,0.1875,212,150/212,-0.022071033716201782,6.091611641057783e-13,0.11073989071883261,0.1349244429729879
