sample,patient,module,context,radius_um,arm,n_index,mean_z,median_z,mean_log_cp10k,median_neighbor_n,frac_with_neighbor
LUAD-12,Lung12,sting,all_neighbors,100,low,11007,-0.0051665351240165235,-0.006892829584603499,0.4291248277654933,119.0,1.0
LUAD-12,Lung12,sting,immune_neighbors,100,high,4494,-0.0035982633150365936,-0.014771256416945091,0.43005043552165295,27.0,0.9840157652726078
LUAD-12,Lung12,sting,immune_neighbors,100,low,10922,-0.028377642281259167,-0.0318483952589895,0.3996232633241822,37.0,0.9922776415008631
LUAD-12,Lung12,sting,intrinsic,0,high,4567,0.11673442854273253,0.07005073886862762,0.5813439803500747,1.0,1.0
LUAD-12,Lung12,sting,intrinsic,0,low,11007,-0.040354145253885136,-0.06441499749548332,0.385881917931735,1.0,1.0
LUAD-12,Lung12,epithelial_control,all_neighbors,50,high,4565,0.4479268017589213,0.4152012214357392,1.9435552735275345,27.0,0.9995620757608934
LUAD-12,Lung12,epithelial_control,all_neighbors,50,low,11001,0.1852287511368597,0.11402861972524679,1.4595013572539801,30.0,0.9994548923412374
LUAD-12,Lung12,epithelial_control,immune_neighbors,50,high,3637,-0.15686176512608824,-0.18960082154108354,0.8269298827798905,4.0,0.7963652288154149
LUAD-12,Lung12,epithelial_control,immune_neighbors,50,low,9649,-0.21824762962209593,-0.24399981594482134,0.7109980050912427,8.0,0.8766239665667303
LUAD-12,Lung12,epithelial_control,all_neighbors,100,high,4567,0.30230925454873014,0.2595473604824499,1.6744472637392915,112.0,1.0
LUAD-12,Lung12,epithelial_control,all_neighbors,100,low,11007,0.12317447314247247,0.06704822185084541,1.3439942988128515,119.0,1.0
LUAD-12,Lung12,epithelial_control,immune_neighbors,100,high,4494,-0.18001085427348612,-0.1959985415860837,0.7820056114732167,27.0,0.9840157652726078
LUAD-12,Lung12,epithelial_control,immune_neighbors,100,low,10922,-0.22669711147821506,-0.24033997248226047,0.6953469103599302,37.0,0.9922776415008631
LUAD-12,Lung12,epithelial_control,intrinsic,0,high,4567,0.8879321399684185,0.9968705473449566,2.755447344776571,1.0,1.0
LUAD-12,Lung12,epithelial_control,intrinsic,0,low,11007,0.32733089711163144,0.28224686241320374,1.7314222378864164,1.0,1.0
LUAD-13,Lung13,ifn,all_neighbors,50,high,6519,0.08991094068980704,0.08999753044106557,0.8101997322559854,48.0,1.0
LUAD-13,Lung13,ifn,all_neighbors,50,low,6853,0.029549494496964434,0.026120444383165145,0.7205597356271541,48.0,1.0
LUAD-13,Lung13,ifn,immune_neighbors,50,high,6180,0.04003712870546587,0.024344008907074284,0.7363608424545612,12.0,0.9479981592268752
LUAD-13,Lung13,ifn,immune_neighbors,50,low,6679,-0.013478619794147566,-0.034061343348257944,0.6558917625534143,14.0,0.9746096600029184
LUAD-13,Lung13,ifn,all_neighbors,100,high,6519,0.05445056019239615,0.054344423477298495,0.7574752010222416,199.0,1.0
LUAD-13,Lung13,ifn,all_neighbors,100,low,6853,0.005636770403419479,0.004457113972275087,0.6847563448981371,195.0,1.0
LUAD-13,Lung13,ifn,immune_neighbors,100,high,6518,0.0012080512802215507,-0.00923508321071281,0.6767389722036231,73.0,0.9998466022396073
LUAD-13,Lung13,ifn,immune_neighbors,100,low,6853,-0.038326239332059614,-0.048620091272183544,0.6168216710000398,78.0,1.0
LUAD-13,Lung13,ifn,intrinsic,0,high,6519,0.1457060553928281,0.1375829937238324,0.8900760248286098,1.0,1.0
LUAD-13,Lung13,ifn,intrinsic,0,low,6853,-0.0046427877140774445,-0.02469355211213168,0.6761350157693802,1.0,1.0
LUAD-13,Lung13,sting,all_neighbors,50,high,6519,0.06095313291681564,0.062359358019450466,0.5884658215620753,48.0,1.0
LUAD-13,Lung13,sting,all_neighbors,50,low,6853,0.01830307725806702,0.01798443505179816,0.5325070418911845,48.0,1.0
LUAD-13,Lung13,sting,immune_neighbors,50,high,6180,0.04895230156851051,0.03450749177665534,0.5930048300059463,12.0,0.9479981592268752
LUAD-13,Lung13,sting,immune_neighbors,50,low,6679,0.007684650102125842,-0.01663857422899403,0.5344005838751896,14.0,0.9746096600029184
LUAD-13,Lung13,sting,all_neighbors,100,high,6519,0.035091852535057436,0.03714404829310446,0.5565765466771855,199.0,1.0
LUAD-13,Lung13,sting,all_neighbors,100,low,6853,0.0021326269916377384,0.0028369203437935905,0.5125739471203214,195.0,1.0
LUAD-13,Lung13,sting,immune_neighbors,100,high,6518,0.01705808222154193,0.012154827936650781,0.5489034677819258,73.0,0.9998466022396073
LUAD-13,Lung13,sting,immune_neighbors,100,low,6853,-0.00986047999942883,-0.02020746536592214,0.5097325166041996,78.0,1.0
LUAD-13,Lung13,sting,intrinsic,0,high,6519,0.09397613558216218,0.06007116165783475,0.6280446758719818,1.0,1.0
LUAD-13,Lung13,sting,intrinsic,0,low,6853,-0.019499513501110288,-0.10156822571442772,0.4730696439307688,1.0,1.0
LUAD-13,Lung13,epithelial_control,all_neighbors,50,high,6519,0.4858568131593387,0.4896974068926019,2.2008216214028247,48.0,1.0
LUAD-13,Lung13,epithelial_control,all_neighbors,50,low,6853,0.31682967383219585,0.29199737838844714,1.8816920521770693,48.0,1.0
LUAD-13,Lung13,epithelial_control,immune_neighbors,50,high,6180,-0.19330638157939897,-0.28124419175046617,0.912333402068656,12.0,0.9479981592268752
LUAD-13,Lung13,epithelial_control,immune_neighbors,50,low,6679,-0.2598752027969953,-0.3397082504950852,0.7857164326429333,14.0,0.9746096600029184
LUAD-13,Lung13,epithelial_control,all_neighbors,100,high,6519,0.26433621240502464,0.23155430357346643,1.7786820937732728,199.0,1.0
LUAD-13,Lung13,epithelial_control,all_neighbors,100,low,6853,0.15242799380548827,0.10438323383392861,1.5671479045802883,195.0,1.0
LUAD-13,Lung13,epithelial_control,immune_neighbors,100,high,6518,-0.31923487798460604,-0.3726246034557692,0.6701653691454279,73.0,0.9998466022396073
LUAD-13,Lung13,epithelial_control,immune_neighbors,100,low,6853,-0.3476207678237195,-0.3934921697277159,0.6160943936513753,78.0,1.0
LUAD-13,Lung13,epithelial_control,intrinsic,0,high,6519,0.9600563411855352,1.0653742220731237,3.101741140616635,1.0,1.0
LUAD-13,Lung13,epithelial_control,intrinsic,0,low,6853,0.6340411527007767,0.6838763497156158,2.49318269932807,1.0,1.0
