score,radius,cutoff,sec,d,sp,pat,pp,fov,fp,nf,hi,lo,ratio
sum_CCL5,30,top10_vs_bot50,8/8,-0.22069968937862283,0.0078125,5/5,0.0625,131/210,3.725731982615187e-06,210,4.790755135689313,5.129314894610225,0.9339951307577814
n_immune,15,top10_vs_bot50,4/8,-0.0323508083820343,1.0,3/5,0.4375,138/210,5.247727231983475e-06,210,0.2881278460845351,0.3074722969904542,0.9370855485347364
sum_CCL5,15,top10_vs_bot50,8/8,-0.07976269252835838,0.0078125,5/5,0.0625,129/210,5.674741990375375e-06,210,1.0644751807069883,1.160862892642756,0.9169689094667013
frac_immune,15,top10_vs_bot50,4/8,-0.0057438695803284645,1.0,3/5,0.625,132/210,2.825025219537962e-05,210,0.08089182036928833,0.0839812932536006,0.9632123683189433
n_immune,25,top10_vs_bot50,4/8,-0.09219951927661896,0.9453125,3/5,0.625,131/210,0.0002604500839403333,210,1.1942383013665676,1.1375324204564095,1.0498499030800426
npos_CCL5,10,top10_vs_bot50,6/8,-0.007351648062467575,0.078125,3/5,0.3125,130/210,0.0013668632314285778,210,0.09025943838059902,0.10047343838959932,0.8983412912635265
sum_CCL5,10,top10_vs_bot50,6/8,-0.034457061457243886,0.078125,3/5,0.3125,132/210,0.0021474725169407915,210,0.32335254222785803,0.35391898404894395,0.9136343536269339
n_immune,30,top10_vs_bot50,4/8,-0.14965468645095825,0.7421875,3/5,0.625,130/210,0.002249578009352892,210,1.9253971315920353,1.7955732010304928,1.072302221088528
frac_immune,25,top10_vs_bot50,4/8,-0.003899235278367996,0.84375,3/5,0.8125,128/210,0.002258100844389844,210,0.12100594257935882,0.10830737976357341,1.1172455916070112
sum_CCL5,30,pos_vs_zero,1/8,0.18748054791059054,0.015625,0/5,0.0625,85/211,0.004334471623458277,211,5.219505261207395,5.003378433393872,1.0431961784803316
frac_immune,30,top10_vs_bot50,4/8,-0.0040428526699543,0.7421875,3/5,0.8125,126/210,0.006861026039566284,210,0.13434037566184998,0.11804048577323556,1.1380872823577473
sum_CCL5,15,pos_vs_zero,6/8,-0.023170810591456037,0.1953125,4/5,0.1875,121/211,0.010830854257245452,211,1.137710893005404,1.165788606847664,0.9759152614141743
sum_CCL5,25,pos_vs_zero,1/8,0.09164825058748804,0.015625,0/5,0.0625,88/211,0.03771944922783486,211,3.5616985423839114,3.44454041932425,1.0340127009113875
npos_CCL5,15,pos_vs_zero,2/8,0.008556380867958069,0.109375,2/5,0.3125,94/211,0.1485823867780576,211,0.3395179845392704,0.3270472642034292,1.0381312479901503
