sample,patient,module,gene,radius_um,mean_log_high,mean_log_low,delta_log
LUSC-6,Lung6,ifn,CD274,100,0.18084249654858953,0.17178387080087715,0.009058625747712379
LUSC-6,Lung6,ifn,IDO1,100,0.14409303319516967,0.13293972921429395,0.011153303980875717
LUSC-6,Lung6,ifn,BST2,100,0.2036406390279496,0.19303230213841105,0.01060833688953855
LUSC-6,Lung6,ifn,TAP1,100,0.4727781779696805,0.44266252158908187,0.030115656380598654
LUSC-6,Lung6,ifn,TAP2,100,0.5795393009233921,0.5192219705106722,0.060317330412719916
LUSC-6,Lung6,sting,IRF3,50,1.1952239968692169,1.1475105361543771,0.04771346071483973
LUSC-6,Lung6,sting,NFKB1,50,0.24570700523147396,0.22326249009799348,0.022444515133480475
LUSC-6,Lung6,sting,RELA,50,1.3164349980898724,1.1804186815342135,0.13601631655565893
LUSC-6,Lung6,sting,NFKBIA,50,1.7317519306681926,1.6155654594226663,0.11618647124552628
LUSC-6,Lung6,sting,IFNB1,50,0.11305477557461174,0.10662252847504174,0.006432247099570007
LUSC-6,Lung6,sting,IFNA1,50,0.1259864018357248,0.12243750471374798,0.003548897121976813
LUSC-6,Lung6,sting,CXCL10,50,0.16160619997285847,0.14985347531140708,0.011752724661451386
LUSC-6,Lung6,sting,CCL5,50,0.1837062852338956,0.17250503934356884,0.011201245890326755
LUSC-6,Lung6,sting,TNF,50,0.10813411952017964,0.10908198551815705,-0.0009478659979774151
LUSC-6,Lung6,sting,IL6,50,0.22069408674085364,0.2022989087364515,0.01839517800440213
LUSC-6,Lung6,sting,IRF3,100,1.1824605741508858,1.1345994749271133,0.04786109922377246
LUSC-6,Lung6,sting,NFKB1,100,0.24258749868194746,0.22121297422034114,0.021374524461606315
LUSC-6,Lung6,sting,RELA,100,1.2738134785825144,1.1577789734450241,0.11603450513749025
LUSC-6,Lung6,sting,NFKBIA,100,1.6906743675289713,1.5854671326778738,0.10520723485109751
LUSC-6,Lung6,sting,IFNB1,100,0.11142115466279684,0.10620427323617557,0.005216881426621273
LUSC-6,Lung6,sting,IFNA1,100,0.12460681119363007,0.12118874731586772,0.003418063877762348
LUSC-6,Lung6,sting,CXCL10,100,0.16312183909839137,0.15218984061811733,0.010931998480274041
LUSC-6,Lung6,sting,CCL5,100,0.1925961016351108,0.18156670346916992,0.011029398165940868
LUSC-6,Lung6,sting,TNF,100,0.10770107225768771,0.10732876847984453,0.00037230377784318314
LUSC-6,Lung6,sting,IL6,100,0.21847621357405644,0.2017928684421466,0.016683345131909832
LUAD-9 R1,Lung9,ifn,STAT1,50,1.2773253715350599,1.062058915603766,0.2152664559312938
LUAD-9 R1,Lung9,ifn,JAK1,50,0.7566174604491541,0.6560593248048128,0.10055813564434135
LUAD-9 R1,Lung9,ifn,JAK2,50,0.28914639082946686,0.26616126475899243,0.022985126070474426
LUAD-9 R1,Lung9,ifn,IFNGR1,50,0.49881708986609,0.4419999010358763,0.05681718883021375
LUAD-9 R1,Lung9,ifn,IFNGR2,50,0.8279655704093951,0.6836402517390967,0.1443253186702984
LUAD-9 R1,Lung9,ifn,IFNAR1,50,0.3571304209350004,0.2990753291173534,0.05805509181764701
LUAD-9 R1,Lung9,ifn,IFNAR2,50,0.6548441571311162,0.5518952816127523,0.10294887551836396
LUAD-9 R1,Lung9,ifn,IFNG,50,0.1592692105599611,0.14538810085237977,0.01388110970758133
LUAD-9 R1,Lung9,ifn,IFNB1,50,0.17610713074318493,0.15855556676249813,0.017551563980686802
LUAD-9 R1,Lung9,ifn,IFNA1,50,0.18802855627750906,0.17663704326415483,0.011391513013354226
LUAD-9 R1,Lung9,ifn,IFIT1,50,0.25190637658420023,0.23448387730237516,0.01742249928182507
LUAD-9 R1,Lung9,ifn,IFITM1,50,2.7394922517903315,2.2843955629406554,0.45509668884967613
LUAD-9 R1,Lung9,ifn,IFITM3,50,3.027483740924506,2.5991199645701673,0.42836377635433864
LUAD-9 R1,Lung9,ifn,MX1,50,0.9662139917935206,0.8492847235137266,0.116929268279794
LUAD-9 R1,Lung9,ifn,OAS1,50,0.2600510571014027,0.2335008624175053,0.026550194683897382
LUAD-9 R1,Lung9,ifn,OAS2,50,0.4765013567768358,0.4366555179378513,0.039845838838984515
LUAD-9 R1,Lung9,ifn,OAS3,50,0.7607193125114117,0.6699266278055406,0.0907926847058711
LUAD-9 R1,Lung9,ifn,OASL,50,0.305278977521796,0.28545833452784974,0.019820642993946258
LUAD-9 R1,Lung9,ifn,CXCL9,50,0.2824861786936859,0.26565398703750753,0.016832191656178386
LUAD-9 R1,Lung9,ifn,CXCL10,50,0.862034535196707,0.7387835328257315,0.12325100237097553
LUAD-9 R1,Lung9,ifn,CCL5,50,0.3309226985159826,0.3187122608048231,0.012210437711159483
LUAD-9 R1,Lung9,ifn,CD274,50,0.24972656775558527,0.24402676503289447,0.0056998027226908
LUAD-9 R1,Lung9,ifn,IDO1,50,1.2619374640860368,0.9810079725189919,0.28092949156704494
LUAD-9 R1,Lung9,ifn,BST2,50,0.44769512285756635,0.41696493478899616,0.030730188068570197
LUAD-9 R1,Lung9,ifn,TAP1,50,0.6735541451655621,0.572073831522353,0.10148031364320909
LUAD-9 R1,Lung9,ifn,TAP2,50,0.7396709710040708,0.6368443688701426,0.10282660213392814
LUAD-9 R1,Lung9,ifn,STAT1,100,1.2014627117051608,1.0293003973436876,0.17216231436147322
LUAD-9 R1,Lung9,ifn,JAK1,100,0.7253049414742369,0.6486698716291202,0.0766350698451167
LUAD-9 R1,Lung9,ifn,JAK2,100,0.28574081070716917,0.26735417485261415,0.018386635854555022
LUAD-9 R1,Lung9,ifn,IFNGR1,100,0.48491375749082755,0.4403808999471215,0.04453285754370606
LUAD-9 R1,Lung9,ifn,IFNGR2,100,0.7738936282278235,0.66425439025197,0.10963923797585351
LUAD-9 R1,Lung9,ifn,IFNAR1,100,0.33337477051902675,0.29156101354725605,0.0418137569717707
LUAD-9 R1,Lung9,ifn,IFNAR2,100,0.6126691957749628,0.5355469701249308,0.07712222565003202
LUAD-9 R1,Lung9,ifn,IFNG,100,0.15058908665117102,0.14085258254887306,0.009736504102297955
LUAD-9 R1,Lung9,ifn,IFNB1,100,0.1671392898508066,0.1549945716003512,0.012144718250455377
LUAD-9 R1,Lung9,ifn,IFNA1,100,0.18116025662642707,0.17227585013579408,0.00888440649063299
LUAD-9 R1,Lung9,ifn,IFIT1,100,0.2399186107275947,0.22931383639908431,0.010604774328510397
LUAD-9 R1,Lung9,ifn,IFITM1,100,2.586904510865728,2.2261401205577735,0.3607643903079545
LUAD-9 R1,Lung9,ifn,IFITM3,100,2.9044821325737993,2.568687049435582,0.33579508313821727
LUAD-9 R1,Lung9,ifn,MX1,100,0.97346395370865,0.8696759015500007,0.10378805215864928
LUAD-9 R1,Lung9,ifn,OAS1,100,0.25852259752261136,0.23643886181841306,0.022083735704198304
LUAD-9 R1,Lung9,ifn,OAS2,100,0.4810468164362136,0.4441739431926858,0.03687287324352778
LUAD-9 R1,Lung9,ifn,OAS3,100,0.7438472340436201,0.6691141345955781,0.07473309944804196
LUAD-9 R1,Lung9,ifn,OASL,100,0.300216838310802,0.27931694716453487,0.020899891146267113
LUAD-9 R1,Lung9,ifn,CXCL9,100,0.2715729888603578,0.25682473109260395,0.014748257767753847
LUAD-9 R1,Lung9,ifn,CXCL10,100,0.7991202726311272,0.7089156559840714,0.09020461664705581
LUAD-9 R1,Lung9,ifn,CCL5,100,0.33963549620263955,0.32521963396537107,0.014415862237268484
LUAD-9 R1,Lung9,ifn,CD274,100,0.2463315962268091,0.24151028778186995,0.004821308444939165
LUAD-9 R1,Lung9,ifn,IDO1,100,1.1343106584404088,0.9358063368704377,0.1985043215699711
LUAD-9 R1,Lung9,ifn,BST2,100,0.4495186384375452,0.4200280210040062,0.02949061743353898
LUAD-9 R1,Lung9,ifn,TAP1,100,0.6292741316435418,0.5535713095708931,0.07570282207264878
LUAD-9 R1,Lung9,ifn,TAP2,100,0.6962105076625126,0.6124074497981774,0.08380305786433517
LUAD-9 R1,Lung9,sting,IRF3,50,1.318734088998801,1.1211342318080526,0.19759985719074846
LUAD-9 R1,Lung9,sting,NFKB1,50,0.39589417559126955,0.3322447744927291,0.06364940109854045
LUAD-9 R1,Lung9,sting,RELA,50,1.0231962302440505,0.8347114762189116,0.18848475402513887
LUAD-9 R1,Lung9,sting,NFKBIA,50,1.8098702033256737,1.5089839440250576,0.3008862593006161
LUAD-9 R1,Lung9,sting,IFNB1,50,0.17610713074318493,0.15855556676249813,0.017551563980686802
LUAD-9 R1,Lung9,sting,IFNA1,50,0.18802855627750906,0.17663704326415483,0.011391513013354226
LUAD-9 R1,Lung9,sting,CXCL10,50,0.862034535196707,0.7387835328257315,0.12325100237097553
LUAD-9 R1,Lung9,sting,CCL5,50,0.3309226985159826,0.3187122608048231,0.012210437711159483
LUAD-9 R1,Lung9,sting,TNF,50,0.3977706516923383,0.32280138757841154,0.07496926411392674
LUAD-9 R1,Lung9,sting,IL6,50,0.34636836795290005,0.31602465556141895,0.030343712391481092
LUAD-9 R1,Lung9,sting,IRF3,100,1.2309092829450294,1.078221811021011,0.15268747192401855
LUAD-9 R1,Lung9,sting,NFKB1,100,0.37002706309671324,0.3260520529907286,0.04397501010598465
LUAD-9 R1,Lung9,sting,RELA,100,0.9457661110230036,0.8072368278354022,0.13852928318760138
LUAD-9 R1,Lung9,sting,NFKBIA,100,1.6984442258604227,1.4891735716030852,0.20927065425733749
LUAD-9 R1,Lung9,sting,IFNB1,100,0.1671392898508066,0.1549945716003512,0.012144718250455377
LUAD-9 R1,Lung9,sting,IFNA1,100,0.18116025662642707,0.17227585013579408,0.00888440649063299
LUAD-9 R1,Lung9,sting,CXCL10,100,0.7991202726311272,0.7089156559840714,0.09020461664705581
LUAD-9 R1,Lung9,sting,CCL5,100,0.33963549620263955,0.32521963396537107,0.014415862237268484
LUAD-9 R1,Lung9,sting,TNF,100,0.359020624859634,0.3169543729476233,0.04206625191201069
LUAD-9 R1,Lung9,sting,IL6,100,0.33391044516788126,0.3103595766503845,0.02355086851749677
LUAD-9 R2,Lung9,ifn,STAT1,50,0.8318978847849225,0.7220490831622097,0.10984880162271282
LUAD-9 R2,Lung9,ifn,JAK1,50,0.5351861589687907,0.4662634941020684,0.06892266486672233
LUAD-9 R2,Lung9,ifn,JAK2,50,0.22663463645004045,0.2170054421398847,0.009629194310155742
LUAD-9 R2,Lung9,ifn,IFNGR1,50,0.3151431410831069,0.2906378427594078,0.024505298323699132
LUAD-9 R2,Lung9,ifn,IFNGR2,50,0.5514485433960241,0.4809410504285252,0.07050749296749892
LUAD-9 R2,Lung9,ifn,IFNAR1,50,0.23420723526265957,0.22478285391533484,0.009424381347324734
LUAD-9 R2,Lung9,ifn,IFNAR2,50,0.4436547907207245,0.4010591013498231,0.04259568937090141
LUAD-9 R2,Lung9,ifn,IFNG,50,0.1780369163341353,0.1700180033408147,0.008018912993320582
LUAD-9 R2,Lung9,ifn,IFNB1,50,0.18772277429294967,0.18271228737842038,0.005010486914529294
LUAD-9 R2,Lung9,ifn,IFNA1,50,0.20131833639755872,0.20020102413023744,0.0011173122673212854
LUAD-9 R2,Lung9,ifn,IFIT1,50,0.22985778101416413,0.2274788451548235,0.002378935859340625
LUAD-9 R2,Lung9,ifn,IFITM1,50,2.437240420921337,2.0049576289762876,0.43228279194504937
LUAD-9 R2,Lung9,ifn,IFITM3,50,2.6567167920374346,2.252569932439769,0.4041468595976654
LUAD-9 R2,Lung9,ifn,MX1,50,1.0890696585189563,0.9733965910597703,0.11567306745918604
LUAD-9 R2,Lung9,ifn,OAS1,50,0.28401502470929474,0.26404141660237174,0.019973608106923002
LUAD-9 R2,Lung9,ifn,OAS2,50,0.49646539989028377,0.4587893624417261,0.03767603744855769
LUAD-9 R2,Lung9,ifn,OAS3,50,0.6391387311084181,0.5896796533261027,0.0494590777823154
LUAD-9 R2,Lung9,ifn,OASL,50,0.3211433005089232,0.31143231549123684,0.009710985017686358
LUAD-9 R2,Lung9,ifn,CXCL9,50,0.2350620815345754,0.23030416082188293,0.004757920712692459
LUAD-9 R2,Lung9,ifn,CXCL10,50,0.6862478414188156,0.6262300638197184,0.06001777759909721
LUAD-9 R2,Lung9,ifn,CCL5,50,0.28686124922490086,0.2811988253872698,0.005662423837631048
LUAD-9 R2,Lung9,ifn,CD274,50,0.286253770555157,0.27891427280993536,0.007339497745221635
LUAD-9 R2,Lung9,ifn,IDO1,50,0.8514382267099412,0.7157901119649489,0.13564811474499228
LUAD-9 R2,Lung9,ifn,BST2,50,0.4547995926455063,0.4260672136398107,0.028732379005695585
LUAD-9 R2,Lung9,ifn,TAP1,50,0.4826102887899815,0.43481301661271154,0.04779727217726998
LUAD-9 R2,Lung9,ifn,TAP2,50,0.486865039941218,0.4379471254269844,0.04891791451423361
LUAD-9 R2,Lung9,ifn,STAT1,100,0.8007785395757988,0.7181782287135526,0.08260031086224617
LUAD-9 R2,Lung9,ifn,JAK1,100,0.5192585215734407,0.46615291458176944,0.05310560699167122
LUAD-9 R2,Lung9,ifn,JAK2,100,0.2232396253266125,0.21605703329612816,0.007182592030484353
LUAD-9 R2,Lung9,ifn,IFNGR1,100,0.306600081478311,0.2860727857109142,0.020527295767396814
LUAD-9 R2,Lung9,ifn,IFNGR2,100,0.5330347684544423,0.478680927205898,0.05435384124854431
LUAD-9 R2,Lung9,ifn,IFNAR1,100,0.23105938211755622,0.22337632457290452,0.007683057544651706
LUAD-9 R2,Lung9,ifn,IFNAR2,100,0.4325145994913969,0.398715073580317,0.03379952591107993
LUAD-9 R2,Lung9,ifn,IFNG,100,0.1740079531784851,0.1674391026295519,0.006568850548933219
LUAD-9 R2,Lung9,ifn,IFNB1,100,0.18353854093514818,0.1797726536202644,0.0037658873148837813
LUAD-9 R2,Lung9,ifn,IFNA1,100,0.19917284845190125,0.19695210170558794,0.0022207467463133124
LUAD-9 R2,Lung9,ifn,IFIT1,100,0.2268992519463266,0.2246375566524711,0.0022616952938555035
LUAD-9 R2,Lung9,ifn,IFITM1,100,2.339337135426757,2.000667437427414,0.3386696979993431
LUAD-9 R2,Lung9,ifn,IFITM3,100,2.566587339145599,2.248785900220133,0.317801438925466
LUAD-9 R2,Lung9,ifn,MX1,100,1.0607299397880467,0.9833508611692561,0.07737907861879068
LUAD-9 R2,Lung9,ifn,OAS1,100,0.27857269683193314,0.2650133069808293,0.013559389851103831
LUAD-9 R2,Lung9,ifn,OAS2,100,0.49024440241669276,0.46047350341275595,0.029770899003936813
LUAD-9 R2,Lung9,ifn,OAS3,100,0.6264823732532545,0.5908158510460785,0.03566652220717603
LUAD-9 R2,Lung9,ifn,OASL,100,0.31801984486189333,0.31284458805100623,0.005175256810887097
LUAD-9 R2,Lung9,ifn,CXCL9,100,0.23113884081139058,0.22829907054325763,0.0028397702681329517
LUAD-9 R2,Lung9,ifn,CXCL10,100,0.6537786356621456,0.619091901094877,0.03468673456726856
LUAD-9 R2,Lung9,ifn,CCL5,100,0.2865010614845121,0.28209077228430623,0.004410289200205864
LUAD-9 R2,Lung9,ifn,CD274,100,0.28092103153838177,0.2791225039744979,0.0017985275638838782
LUAD-9 R2,Lung9,ifn,IDO1,100,0.8055504378083628,0.7129891444708795,0.09256129333748331
LUAD-9 R2,Lung9,ifn,BST2,100,0.44856026322839854,0.4291057436828449,0.01945451954555366
LUAD-9 R2,Lung9,ifn,TAP1,100,0.46500371824954345,0.4302900642054105,0.03471365404413296
LUAD-9 R2,Lung9,ifn,TAP2,100,0.4692752209042562,0.43316363340960923,0.03611158749464699
LUAD-9 R2,Lung9,sting,IRF3,50,0.8179724060479511,0.717182849173251,0.10078955687470004
LUAD-9 R2,Lung9,sting,NFKB1,50,0.2944378574595201,0.2590817314436391,0.035356126015881006
LUAD-9 R2,Lung9,sting,RELA,50,0.6159819262611265,0.5204171655053268,0.09556476075579967
LUAD-9 R2,Lung9,sting,NFKBIA,50,1.306110199445562,1.0772477103354356,0.2288624891101263
LUAD-9 R2,Lung9,sting,IFNB1,50,0.18772277429294967,0.18271228737842038,0.005010486914529294
LUAD-9 R2,Lung9,sting,IFNA1,50,0.20131833639755872,0.20020102413023744,0.0011173122673212854
LUAD-9 R2,Lung9,sting,CXCL10,50,0.6862478414188156,0.6262300638197184,0.06001777759909721
LUAD-9 R2,Lung9,sting,CCL5,50,0.28686124922490086,0.2811988253872698,0.005662423837631048
LUAD-9 R2,Lung9,sting,TNF,50,0.32215210700725244,0.28674591806298466,0.03540618894426778
LUAD-9 R2,Lung9,sting,IL6,50,0.37198208401811567,0.35740265188476417,0.0145794321333515
LUAD-9 R2,Lung9,sting,IRF3,100,0.7897130288603764,0.7099952709457463,0.0797177579146301
LUAD-9 R2,Lung9,sting,NFKB1,100,0.2835960266006635,0.2590883947015417,0.024507631899121807
LUAD-9 R2,Lung9,sting,RELA,100,0.5878282758618475,0.5169259345950727,0.07090234126677475
LUAD-9 R2,Lung9,sting,NFKBIA,100,1.2413270361274347,1.0788396969377843,0.16248733918965041
LUAD-9 R2,Lung9,sting,IFNB1,100,0.18353854093514818,0.1797726536202644,0.0037658873148837813
LUAD-9 R2,Lung9,sting,IFNA1,100,0.19917284845190125,0.19695210170558794,0.0022207467463133124
LUAD-9 R2,Lung9,sting,CXCL10,100,0.6537786356621456,0.619091901094877,0.03468673456726856
LUAD-9 R2,Lung9,sting,CCL5,100,0.2865010614845121,0.28209077228430623,0.004410289200205864
LUAD-9 R2,Lung9,sting,TNF,100,0.31018523057174574,0.28358585175271805,0.026599378819027686
LUAD-9 R2,Lung9,sting,IL6,100,0.36519324993110697,0.35477590007903614,0.010417349852070823
LUAD-12,Lung12,ifn,STAT1,50,0.5714336326434577,0.48667432514182724,0.08475930750163047
LUAD-12,Lung12,ifn,JAK1,50,0.6693974430708625,0.5539391190933795,0.11545832397748301
LUAD-12,Lung12,ifn,JAK2,50,0.40443760505725396,0.3532219488443972,0.05121565621285673
LUAD-12,Lung12,ifn,IFNGR1,50,0.4578926670995265,0.3997229830060445,0.058169684093482
LUAD-12,Lung12,ifn,IFNGR2,50,0.622443948710451,0.4903282433235129,0.13211570538693806
LUAD-12,Lung12,ifn,IFNAR1,50,0.44550888969289276,0.37875533724252747,0.0667535524503653
LUAD-12,Lung12,ifn,IFNAR2,50,0.6487872997102488,0.5182684188071963,0.13051888090305253
LUAD-12,Lung12,ifn,IFNG,50,0.37441168330366353,0.30527449085637287,0.06913719244729066
LUAD-12,Lung12,ifn,IFNB1,50,0.3783949219208764,0.33568499173292676,0.04270993018794966
LUAD-12,Lung12,ifn,IFNA1,50,0.3899075777742017,0.3391790247784484,0.050728552995753295
LUAD-12,Lung12,ifn,IFIT1,50,0.39475603953988864,0.35941552066406224,0.0353405188758264
LUAD-12,Lung12,ifn,IFITM1,50,0.8126737384788539,0.7453855235149026,0.06728821496395132
LUAD-12,Lung12,ifn,IFITM3,50,1.5516541371443018,1.417437101637322,0.13421703550697983
LUAD-12,Lung12,ifn,MX1,50,0.6064188469940364,0.5079341528530871,0.09848469414094929
LUAD-12,Lung12,ifn,OAS1,50,0.4307005177353095,0.36901134851492934,0.06168916922038015
LUAD-12,Lung12,ifn,OAS2,50,0.4166204854088337,0.36895033630541774,0.04767014910341594
LUAD-12,Lung12,ifn,OAS3,50,0.5707245126669066,0.5033462058408623,0.06737830682604429
LUAD-12,Lung12,ifn,OASL,50,0.49298290978176607,0.4083971453056406,0.08458576447612548
LUAD-12,Lung12,ifn,CXCL9,50,0.4203006790886627,0.3647185454975192,0.0555821335911435
LUAD-12,Lung12,ifn,CXCL10,50,0.4246842792303682,0.3664627249264649,0.0582215543039033
LUAD-12,Lung12,ifn,CCL5,50,0.4652160833320332,0.42162420239051757,0.043591880941515615
LUAD-12,Lung12,ifn,CD274,50,0.4637130740181171,0.4221168986103489,0.04159617540776822
LUAD-12,Lung12,ifn,IDO1,50,0.4762977997561216,0.4171103336401412,0.05918746611598036
LUAD-12,Lung12,ifn,BST2,50,0.4217406251200283,0.3822131822282502,0.03952744289177812
LUAD-12,Lung12,ifn,TAP1,50,0.5313300456072495,0.44491383069908214,0.08641621490816737
LUAD-12,Lung12,ifn,TAP2,50,0.4448617859427414,0.38749964587807134,0.05736214006467005
LUAD-12,Lung12,ifn,STAT1,100,0.5395539285622646,0.4820847166551636,0.05746921190710097
LUAD-12,Lung12,ifn,JAK1,100,0.6269263844024439,0.5434264778260371,0.08349990657640671
LUAD-12,Lung12,ifn,JAK2,100,0.38479664164608945,0.34439350096436155,0.0404031406817279
LUAD-12,Lung12,ifn,IFNGR1,100,0.4416036422332077,0.40060619693513366,0.04099744529807403
LUAD-12,Lung12,ifn,IFNGR2,100,0.5731580918279808,0.47591141512888624,0.09724667669909459
LUAD-12,Lung12,ifn,IFNAR1,100,0.42556170808477334,0.3750432873077436,0.05051842077702973
LUAD-12,Lung12,ifn,IFNAR2,100,0.5913045372687303,0.506034008753992,0.08527052851473838
LUAD-12,Lung12,ifn,IFNG,100,0.34180568947505285,0.298652727499223,0.04315296197582985
LUAD-12,Lung12,ifn,IFNB1,100,0.36428231490569973,0.33357066900091636,0.03071164590478337
LUAD-12,Lung12,ifn,IFNA1,100,0.373011575433758,0.33789503706501756,0.03511653836874046
LUAD-12,Lung12,ifn,IFIT1,100,0.3853308607790779,0.3585941409700998,0.026736719808978127
LUAD-12,Lung12,ifn,IFITM1,100,0.7994660345550935,0.7441084778468756,0.05535755670821785
LUAD-12,Lung12,ifn,IFITM3,100,1.5484613155613878,1.4261986875310675,0.12226262803032029
LUAD-12,Lung12,ifn,MX1,100,0.5670532636425512,0.5018360023452751,0.06521726129727601
LUAD-12,Lung12,ifn,OAS1,100,0.4056406049223415,0.36241095512710925,0.04322964979523225
LUAD-12,Lung12,ifn,OAS2,100,0.39426232441217957,0.36607323412414977,0.028189090288029794
LUAD-12,Lung12,ifn,OAS3,100,0.5421665079154493,0.49789344890428533,0.04427305901116396
LUAD-12,Lung12,ifn,OASL,100,0.4608081485449334,0.400436915534105,0.06037123301082842
LUAD-12,Lung12,ifn,CXCL9,100,0.39918556782210823,0.36105283746011047,0.03813273036199777
LUAD-12,Lung12,ifn,CXCL10,100,0.404059302901392,0.3659024039959538,0.03815689890543822
LUAD-12,Lung12,ifn,CCL5,100,0.45377931105818226,0.4226490631520945,0.03113024790608776
LUAD-12,Lung12,ifn,CD274,100,0.4491005910459461,0.4181919162340605,0.030908674811885584
LUAD-12,Lung12,ifn,IDO1,100,0.4512716237798964,0.41566453460837227,0.03560708917152411
LUAD-12,Lung12,ifn,BST2,100,0.40768963898749444,0.3818373810128625,0.02585225797463192
LUAD-12,Lung12,ifn,TAP1,100,0.5005075419711968,0.44059430870657373,0.05991323326462311
LUAD-12,Lung12,ifn,TAP2,100,0.42913365432089656,0.3822571347963972,0.04687651952449934
LUAD-12,Lung12,sting,IRF3,50,0.7608594613892542,0.6232237026064441,0.1376357587828101
LUAD-12,Lung12,sting,NFKB1,50,0.35444357588530645,0.3015491596885299,0.05289441619677654
LUAD-12,Lung12,sting,RELA,50,0.5206577332798277,0.42728202496192086,0.09337570831790681
LUAD-12,Lung12,sting,NFKBIA,50,0.6963744140820063,0.5922043426475941,0.10417007143441215
LUAD-12,Lung12,sting,IFNB1,50,0.3783949219208764,0.33568499173292676,0.04270993018794966
LUAD-12,Lung12,sting,IFNA1,50,0.3899075777742017,0.3391790247784484,0.050728552995753295
LUAD-12,Lung12,sting,CXCL10,50,0.4246842792303682,0.3664627249264649,0.0582215543039033
LUAD-12,Lung12,sting,CCL5,50,0.4652160833320332,0.42162420239051757,0.043591880941515615
LUAD-12,Lung12,sting,TNF,50,0.34551559625193834,0.30788181483843513,0.03763378141350321
LUAD-12,Lung12,sting,IL6,50,0.6923633112215315,0.6091412138405708,0.08322209738096065
LUAD-12,Lung12,sting,IRF3,100,0.7078633132430949,0.6108456972993427,0.09701761594375224
LUAD-12,Lung12,sting,NFKB1,100,0.333886778143641,0.29773895766060987,0.03614782048303111
LUAD-12,Lung12,sting,RELA,100,0.4912895287330681,0.42010681622551477,0.07118271250755331
LUAD-12,Lung12,sting,NFKBIA,100,0.6715238668269068,0.5936981923059844,0.07782567452092237
LUAD-12,Lung12,sting,IFNB1,100,0.36428231490569973,0.33357066900091636,0.03071164590478337
LUAD-12,Lung12,sting,IFNA1,100,0.373011575433758,0.33789503706501756,0.03511653836874046
LUAD-12,Lung12,sting,CXCL10,100,0.404059302901392,0.3659024039959538,0.03815689890543822
LUAD-12,Lung12,sting,CCL5,100,0.45377931105818226,0.4226490631520945,0.03113024790608776
LUAD-12,Lung12,sting,TNF,100,0.3354467664433018,0.30892743308820386,0.02651933335509793
LUAD-12,Lung12,sting,IL6,100,0.6575848279386585,0.5999140078612961,0.05767082007736235
LUAD-13,Lung13,ifn,STAT1,50,1.9824364903440925,1.8203975502036485,0.16203894014044407
LUAD-13,Lung13,ifn,JAK1,50,0.9211332388877798,0.7843996169338457,0.13673362195393401
LUAD-13,Lung13,ifn,JAK2,50,0.30735963328383553,0.28940455530237313,0.017955077981462397
LUAD-13,Lung13,ifn,IFNGR1,50,0.7172263219707778,0.6122721656848307,0.10495415628594718
LUAD-13,Lung13,ifn,IFNGR2,50,1.1774452526346815,1.0166832562463084,0.16076199638837307
LUAD-13,Lung13,ifn,IFNAR1,50,0.5697521127297605,0.4785316651557103,0.09122044757405018
LUAD-13,Lung13,ifn,IFNAR2,50,0.7516010701409733,0.6115969799876023,0.140004090153371
LUAD-13,Lung13,ifn,IFNG,50,0.14920266728999687,0.13168882478648958,0.017513842503507293
LUAD-13,Lung13,ifn,IFNB1,50,0.20374943769908443,0.1794377816013719,0.024311656097712547
LUAD-13,Lung13,ifn,IFNA1,50,0.20414283970317923,0.19440484512741207,0.009737994575767156
LUAD-13,Lung13,ifn,IFIT1,50,0.20429346081431207,0.18811338796452223,0.01618007284978984
LUAD-13,Lung13,ifn,IFITM1,50,1.177455987871067,1.0521564123346037,0.12529957553646343
LUAD-13,Lung13,ifn,IFITM3,50,2.4916304286216633,2.2592942209394375,0.23233620768222574
LUAD-13,Lung13,ifn,MX1,50,1.9264878260106035,1.6761588290200617,0.2503289969905418
LUAD-13,Lung13,ifn,OAS1,50,0.33946919214102333,0.30697586788661496,0.03249332425440837
LUAD-13,Lung13,ifn,OAS2,50,0.5005504734121297,0.4551384285729693,0.04541204483916034
LUAD-13,Lung13,ifn,OAS3,50,1.2661508114216686,1.1496382549482573,0.1165125564734113
LUAD-13,Lung13,ifn,OASL,50,0.27058056157566973,0.24499007570986422,0.025590485865805507
LUAD-13,Lung13,ifn,CXCL9,50,0.7465812225136719,0.6673140827224416,0.07926713979123023
LUAD-13,Lung13,ifn,CXCL10,50,0.7953618228247236,0.7755467924311616,0.019815030393561917
LUAD-13,Lung13,ifn,CCL5,50,0.6224743371621259,0.5991070037419629,0.02336733342016295
LUAD-13,Lung13,ifn,CD274,50,0.5285606128815704,0.4911492277092117,0.0374113851723587
LUAD-13,Lung13,ifn,IDO1,50,0.42072543937919654,0.3707799807753506,0.049945458603845916
LUAD-13,Lung13,ifn,BST2,50,1.4887575034666438,1.269472924602105,0.21928457886453878
LUAD-13,Lung13,ifn,TAP1,50,0.6767984661342225,0.5815983949398976,0.09520007119432483
LUAD-13,Lung13,ifn,TAP2,50,0.6252658277411668,0.5283020009779544,0.09696382676321236
LUAD-13,Lung13,ifn,STAT1,100,1.7801748190521551,1.6568023465936519,0.12337247245850325
LUAD-13,Lung13,ifn,JAK1,100,0.8458766205474282,0.7461944694862084,0.0996821510612198
LUAD-13,Lung13,ifn,JAK2,100,0.31168276826680524,0.29384236016451276,0.017840408102292482
