analysis_set,stratum,gene,signature,n_total,k,estimate,se,ci_low,ci_high,p,tau2,q,i2,rho,rho_ci_low,rho_ci_high
primary_pathology_LUSC,LUSC,ACTB,TIS_18,53,5,0.31681739774328754,0.24107931584294492,-0.15569806130888453,0.7893328567954596,0.18879152324546433,0.1576798084348329,0.37758304649092866,54.39978746197729,0.30662636712898483,-0.15445200439075282,0.6580309349441841
primary_pathology_LUSC,LUSC,ACTB,CD8_T_CELL,53,5,0.3016962554112319,0.2904244526668954,-0.2675356718158831,0.8709281826383469,0.2988924213553492,0.2884495291330845,0.4611483072339674,68.57666506661405,0.2928641503091966,-0.26133028727401036,0.7018454097695606
primary_pathology_LUSC,LUSC,ACTB,CHECKPOINT,53,5,0.12877628689539594,0.20539402776606835,-0.273796007526098,0.5313485813168899,0.5306776451307513,0.07844926017859324,0.7311121434489077,37.24626259233114,0.12806913068511894,-0.26715347972244274,0.4864112782119477
primary_pathology_LUSC,LUSC,ACTB,ANTIGEN_PRESENTATION,53,5,0.31807169779352246,0.16222142113076254,0.0001177123772278521,0.636025683209817,0.04991103783610444,0.0,0.179679736209976,0.0,0.30776230075094074,0.00011771237668416989,0.5621874115464089
primary_pathology_LUSC,LUSC,ACTB,TGFB_FTBRS,53,5,0.5065783754470896,0.2406748800044246,0.03485561063841741,0.9783011402557618,0.035306590764860424,0.15670952272466263,0.1588796584418719,54.246627989580674,0.4672749517231188,0.03484150197631452,0.7523295411529112
primary_pathology_LUSC,LUSC,ACTB,EPITHELIAL,53,5,0.051187521917418946,0.2935709313423522,-0.5242115035135914,0.6265865473484292,0.8615812248776297,0.29761965469160434,0.9208915892502717,69.24711699618827,0.05114286218304454,-0.4809439165644287,0.555697311424449
primary_pathology_LUSC,LUSC,ACTB,PROLIFERATION,53,5,0.08188520146325144,0.18023216466688263,-0.2713698412838385,0.4351402442103414,0.6495900405524482,0.030389859295300328,0.815764236972842,18.69411545886661,0.08170267249579001,-0.26489901451884224,0.40960811690416926
primary_pathology_LUSC,LUSC,GAPDH,CYT,42,4,-0.4385645302450667,0.18257418583505536,-0.7964099344817752,-0.08071912600835818,0.016300500125496952,0.0,0.10758031586896441,0.0,-0.4124538776742065,-0.6620249381525706,-0.08054427113793225
primary_pathology_LUSC,LUSC,GAPDH,IFNG_6,53,5,0.018160735397717016,0.16222142113076254,-0.2997932500185776,0.3361147208140116,0.9108628202752163,0.0,0.9458960056704169,0.0,0.018158739116377134,-0.29112339650816654,0.3240043771858183
primary_pathology_LUSC,LUSC,GAPDH,TIS_18,53,5,-0.13250295394930856,0.2245318995833285,-0.5725854771326324,0.3075795692340153,0.555103664470467,0.11933295467941037,0.7311121434489077,47.447195283308105,-0.13173290847986727,-0.5172555339707324,0.2982335422973673
primary_pathology_LUSC,LUSC,GAPDH,CD8_T_CELL,53,5,-0.3274530240661175,0.24535020029148,-0.8083394166374183,0.1534333685051833,0.18199575757063546,0.16802707522650245,0.37758304649092866,55.97152634134239,-0.31623035246046055,-0.6686731817941888,0.15224056703892794
primary_pathology_LUSC,LUSC,GAPDH,CHECKPOINT,53,5,-0.3674827950240428,0.1775344038208712,-0.7154502265129503,-0.01951536353513522,0.03845942421384953,0.02562358725946954,0.1597545313498365,16.23827196899574,-0.3517879797652324,-0.6140831560132614,-0.0195128864409063
primary_pathology_LUSC,LUSC,GAPDH,ANTIGEN_PRESENTATION,53,5,-0.10470752394741556,0.17578031561792956,-0.4492369425585575,0.2398218946637264,0.5513939420710751,0.022564926582636872,0.7311121434489077,14.58258743387178,-0.10432653524818633,-0.4212715692243671,0.2353275145576333
primary_pathology_LUSC,LUSC,GAPDH,TGFB_FTBRS,53,5,0.30608942842088654,0.16222142113076254,-0.01186455699540806,0.6240434138371811,0.05917889490380148,0.0,0.1974685223495359,0.0,0.2968753368500453,-0.011864000311236498,0.5539370123932126
primary_pathology_LUSC,LUSC,GAPDH,EPITHELIAL,53,5,0.46499586274532484,0.2112771837788652,0.050892582538749065,0.8790991429519006,0.027744475067459688,0.0906204713317621,0.1498201653642823,40.674486291869464,0.43414721354279573,0.050848689816778925,0.7059677292082478
primary_pathology_LUSC,LUSC,GAPDH,PROLIFERATION,53,5,0.7238367540687769,0.1776162390434692,0.37570892554357727,1.0719645825939765,4.595807169353444e-05,0.02576706328314464,0.00082724529048362,16.31436241717171,0.619280252750406,0.35897512662180986,0.7902002322447279
primary_pathology_LUSC,LUSC,PPIA,CYT,42,4,-0.4900038538464268,0.3224408249859777,-1.121987870818943,0.14198016312608946,0.12859377496690616,0.2804863383747674,0.3082298629104478,67.61726155913969,-0.4542194914263797,-0.8082592534093649,0.14103376413887192
primary_pathology_LUSC,LUSC,PPIA,IFNG_6,42,4,-0.05357212474504754,0.19222459018694218,-0.4303323215114542,0.32318807202135913,0.7804785303160958,0.014182328704060625,0.8780383466056079,9.549702448260408,-0.053520933335604676,-0.4055989972266504,0.31238674199624095
primary_pathology_LUSC,LUSC,PPIA,TIS_18,42,4,-0.4338716752870238,0.34372603015239356,-1.1075746943857152,0.23983134381166754,0.20685518587503482,0.337083298975377,0.3984002096965952,71.50508347390529,-0.40855183867189676,-0.8032034120648575,0.23533644040099289
primary_pathology_LUSC,LUSC,PPIA,CD8_T_CELL,42,4,-0.41995776871385354,0.308664818228605,-1.0249408124419193,0.18502527501421223,0.17365199731683878,0.2458015780316394,0.37758304649092866,64.66251526058838,-0.3968948538208129,-0.7718713140538639,0.18294238609065633
primary_pathology_LUSC,LUSC,PPIA,CHECKPOINT,42,4,-0.5758321936553004,0.26834500299126396,-1.1017883995181776,-0.04987598779242297,0.03188373788276652,0.15309347334658127,0.15652016778812655,53.26438583945914,-0.5196295855330048,-0.8011404981920874,-0.04983467149907117
primary_pathology_LUSC,LUSC,PPIA,ANTIGEN_PRESENTATION,42,4,-0.18376452970107865,0.2899382586509606,-0.7520435166569615,0.3845144572548042,0.5262076132043237,0.20110811683579743,0.7311121434489077,59.954158774464325,-0.18172355482650074,-0.636366503423898,0.3666215820339893
primary_pathology_LUSC,LUSC,PPIA,TGFB_FTBRS,42,4,-0.030259503655143617,0.4850706712762714,-0.9809980193566356,0.9204790120463483,0.9502589161879781,0.8052213261445648,0.9681883297009588,85.70289996942704,-0.03025027145708858,-0.7534976146030208,0.7261239437031438
primary_pathology_LUSC,LUSC,PPIA,EPITHELIAL,42,4,0.36697105191253526,0.21351920965262627,-0.05152659900661222,0.7854687028316827,0.08567277802575148,0.0482358591041219,0.23131650066952897,26.421310711399055,0.3513394866104281,-0.051481046507255324,0.6558344035922924
primary_pathology_LUSC,LUSC,PPIA,PROLIFERATION,42,4,0.6982902618790894,0.18257418583505536,0.34044485764238086,1.056135666115798,0.0001309349918620041,0.0,0.0017676223901370554,0.0,0.6032814171545751,0.3278744874001239,0.7841803570012476
primary_pathology_LUSC,LUSC,RPLP0,CYT,42,4,-0.45232261452078854,0.24251795601320697,-0.9276578083066742,0.023012579265097144,0.062166016295224266,0.100636324842656,0.1974685223495359,42.83040478068387,-0.4238063248126053,-0.7295000202389368,0.023008517800703118
primary_pathology_LUSC,LUSC,RPLP0,IFNG_6,42,4,-0.06524722131440537,0.18257418583505536,-0.4230926255511139,0.29259818292230316,0.7208120260034367,0.0,0.8598068567091038,0.0,-0.06515478855865088,-0.3995326001418419,0.2845244230429471
primary_pathology_LUSC,LUSC,RPLP0,TIS_18,42,4,-0.5908582120781721,0.4754396782048588,-1.5227199813596952,0.34100355720335107,0.2139556681703937,0.7682371773531899,0.3984002096965952,85.11705212350131,-0.5305125620704739,-0.9091704958308,0.32837303444257915
primary_pathology_LUSC,LUSC,RPLP0,CD8_T_CELL,42,4,-0.462627309141677,0.2855815761461624,-1.0223671983881553,0.09711258010480134,0.105243443077082,0.19111662415340278,0.27062599648392516,58.72471063038517,-0.4322231189798603,-0.7708289531393125,0.09680844253459103
primary_pathology_LUSC,LUSC,RPLP0,CHECKPOINT,42,4,-0.6331894350542909,0.2553797850539627,-1.1337338137600579,-0.13264505634852408,0.013160247681500035,0.1260812456383242,0.1015219106858574,48.41651144028704,-0.5602444801100674,-0.8122932875643267,-0.13187254228186532
primary_pathology_LUSC,LUSC,RPLP0,ANTIGEN_PRESENTATION,42,4,-0.2146568987611001,0.20068724524352202,-0.6080038994384033,0.17869010191620305,0.28479530859805946,0.027263039427886215,0.452321960714565,16.871590831311973,-0.21141959543464664,-0.5427204664470506,0.1768122153534825
primary_pathology_LUSC,LUSC,RPLP0,TGFB_FTBRS,42,4,-0.039293348648627886,0.23959322111553955,-0.5088960620350854,0.4303093647378296,0.8697309454030344,0.0950386389108212,0.9208915892502717,41.435184705841365,-0.039273138582215504,-0.469084617889181,0.4055798169058125
primary_pathology_LUSC,LUSC,RPLP0,EPITHELIAL,42,4,0.49075425513070703,0.18257418583505536,0.1329088508939985,0.8485996593674155,0.007188747660296626,0.0,0.07247761882258098,0.0,0.45481487036494844,0.13213174032047256,0.6903371915246478
primary_pathology_LUSC,LUSC,RPLP0,PROLIFERATION,42,4,0.48379177586258465,0.18257418583505536,0.12594637162587613,0.8416371800992932,0.008053068758064554,0.0,0.07247761882258098,0.0,0.4492751729427609,0.12528462910395105,0.6866752474287036
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,CYT,60,6,-0.049824176614722805,0.21006241847797721,-0.4615465168315582,0.3618981636021125,0.8125113452887732,0.11796189972686427,0.9140752634498699,44.956523834750854,-0.049782988860747036,-0.43134382644379443,0.3468848915264187
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,IFNG_6,60,6,0.1820240440186332,0.1640559991711939,-0.13952571435690686,0.5035738023941733,0.26720426098401906,0.017748473971985222,0.5344085219680381,10.943848072594124,0.18004001520449153,-0.13862730745148377,0.4649231200142985
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,TIS_18,60,6,0.009049989299403541,0.2442482341063654,-0.4696765495490726,0.4877765281478797,0.9704432055551987,0.20967675964876065,0.982554630995312,59.213005900294114,0.009049742235832306,-0.4379379358597458,0.4524499098507577
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,CD8_T_CELL,60,6,-0.08928935686834821,0.18794941270987764,-0.4576702057797084,0.279091492043012,0.6347362107549266,0.06643036463890253,0.8620758352302959,31.504559472941317,-0.08905282203551218,-0.4281834637526943,0.27206402742319064
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,CHECKPOINT,60,6,-0.12422473859084437,0.24479912849535476,-0.6040310304417398,0.355581553260051,0.6118350390831027,0.21127344180871363,0.8620758352302959,59.39609105439394,-0.1235896553099875,-0.5399117468902023,0.3413162257528826
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,ANTIGEN_PRESENTATION,60,6,0.23351400761634272,0.20329432423214278,-0.16494286787865708,0.6319708831113425,0.250700367218631,0.10153466161848387,0.5289848893841509,41.28032348995583,0.2293601733422916,-0.16346314866344933,0.5594078290336724
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,TGFB_FTBRS,60,6,0.03852374301724366,0.1543033499620919,-0.26391082290845647,0.34095830894294377,0.8028484462914378,0.0,0.9140752634498699,0.0,0.03850469690041012,-0.2579498045873296,0.32833266465024546
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,EPITHELIAL,60,6,0.7013927282264518,0.1740808636305285,0.36019423551061597,1.0425912209422876,5.598598258504173e-05,0.03728018614307584,0.0010077476865307511,20.516383302497665,0.6052510528186058,0.34538511059688604,0.7789092535474378
sensitivity_LUSC_plus_inferred,LUSC,TACSTD2,PROLIFERATION,60,6,0.014711870345723525,0.244360193666447,-0.4642341092405126,0.49365784993195966,0.9519918261058744,0.21000095358630066,0.982554630995312,59.2503133853972,0.014710809029472706,-0.4335288338488448,0.45711479377775677
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,CYT,60,6,-0.17791314559600402,0.19857855981426178,-0.5671271228319571,0.21130083163994906,0.37028838459037194,0.0904295636992893,0.6431881189146653,38.50381280915444,-0.1760594454158965,-0.5132463005985419,0.208211274243397
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,IFNG_6,71,7,-0.03463766487207585,0.1414213562373095,-0.3118235230972025,0.2425481933530508,0.8065142893262218,0.0,0.9140752634498699,0.0,-0.034623819131393146,-0.302095114394547,0.23790117587694679
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,TIS_18,71,7,-0.11213659108819284,0.1414213562373095,-0.3893224493133195,0.1650492671369338,0.4278212645278294,0.0,0.6794808318971408,0.0,-0.11166891844640345,-0.370775970214911,0.16356670311071494
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,CD8_T_CELL,71,7,-0.13851920132246687,0.1419697350801012,-0.4167798820794652,0.13974147943453147,0.3292154887933991,0.0010390676514810022,0.634915585530127,0.7309700916750264,-0.13763999968601368,-0.3942141933890662,0.13883891972437198
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,CHECKPOINT,71,7,-0.1479962251835971,0.17119944149320687,-0.48354713051028253,0.18755468014308838,0.3873315369648507,0.06293406107496169,0.6431881189146653,30.843358259306967,-0.14692509389904254,-0.44907988734927107,0.1853860013409303
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,ANTIGEN_PRESENTATION,71,7,0.0030923575563690164,0.1414213562373095,-0.27409350066875765,0.28027821578149564,0.982554630995312,0.0,0.982554630995312,0.0,0.0030923476993363576,-0.2674297185248585,0.2731625560611005
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,TGFB_FTBRS,71,7,0.16574778216611846,0.1414213562373095,-0.11143807605900818,0.4429336403912451,0.24119151273804929,0.0,0.5289848893841509,0.0,0.16424645224797343,-0.11097906016443915,0.41607317744930905
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,EPITHELIAL,71,7,0.8948048344884424,0.1414213562373095,0.6176189762633157,1.171990692713569,2.4960819412886405e-10,0.0,1.3478842482958659e-08,0.0,0.7137588282588616,0.5494680467882445,0.8249092911571311
sensitivity_LUSC_plus_inferred,LUSC,CLDN4,PROLIFERATION,71,7,0.025442610476524134,0.1414213562373095,-0.2517432477486025,0.3026284687016508,0.8572260318764694,0.0,0.9250791375772559,0.0,0.025437122006267424,-0.2465566401723127,0.29371617535545586
sensitivity_LUSC_plus_inferred,LUSC,ACTB,CYT,60,6,0.09012317659992022,0.22473333946527188,-0.35035416875201264,0.5306005219518531,0.6884033914698335,0.15554031168623608,0.9066776375456345,51.852046918938,0.08987996762826062,-0.33668960199490533,0.4858399988875415
sensitivity_LUSC_plus_inferred,LUSC,ACTB,IFNG_6,71,7,0.18077008001490197,0.21165417664765526,-0.23407210621450236,0.5956122662443063,0.3930594060034066,0.16932939610718054,0.6431881189146653,54.54506171312473,0.17882642435176907,-0.22988884482806593,0.5339199987027786
sensitivity_LUSC_plus_inferred,LUSC,ACTB,TIS_18,71,7,0.2727010831546212,0.19836544410306423,-0.11609518728738466,0.6614973535966271,0.16921179574978185,0.13175527235919787,0.44619334834884616,48.28582231192967,0.2661364040770178,-0.1155764034365529,0.5793590325529032
sensitivity_LUSC_plus_inferred,LUSC,ACTB,CD8_T_CELL,71,7,0.24671275426508457,0.21660163417848266,-0.17782644872474143,0.6712519572549106,0.25469642822199856,0.18396990971172444,0.5289848893841509,56.59219993266588,0.24182612391356484,-0.17597543459922393,0.5858028154100331
sensitivity_LUSC_plus_inferred,LUSC,ACTB,CHECKPOINT,71,7,0.1430562595373332,0.1541849650519924,-0.15914627196457187,0.44525879103923827,0.3534997186787807,0.025356447462706884,0.6431881189146653,15.232161086276305,0.14208829598105227,-0.15781615150615116,0.41799394357706643
sensitivity_LUSC_plus_inferred,LUSC,ACTB,ANTIGEN_PRESENTATION,71,7,0.32956657450753524,0.19917918270489784,-0.06082462359406454,0.7199577726091351,0.0980008751186191,0.13398265362081338,0.35280315042702876,48.704543645461406,0.31813127105514477,-0.06074972479928954,0.616883145582254
sensitivity_LUSC_plus_inferred,LUSC,ACTB,TGFB_FTBRS,71,7,0.3871078370488399,0.20074601162261566,-0.006354345731486799,0.7805700198291665,0.05381206130658041,0.13829844993449084,0.26416830095957655,49.49686288033037,0.36886424473280593,-0.006354260208225718,0.6530337607802775
sensitivity_LUSC_plus_inferred,LUSC,ACTB,EPITHELIAL,71,7,-0.065013545982095,0.2415341414139022,-0.5384204631533432,0.4083933711891533,0.7877994986524737,0.2631019598668069,0.9140752634498699,65.09008716387119,-0.06492210167391493,-0.491791385164853,0.3871076586247338
sensitivity_LUSC_plus_inferred,LUSC,ACTB,PROLIFERATION,71,7,0.023289321356414216,0.1414213562373095,-0.25389653686871244,0.30047517958154085,0.8691955680080942,0.0,0.9250791375772559,0.0,0.02328511161874947,-0.2485779542107885,0.291747406630705
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,CYT,60,6,-0.3619600155103044,0.1543033499620919,-0.6643945814360045,-0.05952544958460426,0.01898787122587197,0.0,0.1281681307746358,0.0,-0.34693929968101145,-0.5812805551905487,-0.05945524399136372
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,IFNG_6,71,7,0.09386874832999195,0.1414213562373095,-0.1833171098951347,0.37105460655511857,0.5068488693864519,0.0,0.7819953984819543,0.0,0.09359401339061162,-0.18129087521542983,0.35491382155956086
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,TIS_18,71,7,-0.07857630762794597,0.16729306856994364,-0.4064707220250355,0.2493181067691435,0.6385746927631821,0.05392755576270562,0.8620758352302959,27.649822283730813,-0.07841498979639944,-0.38547190750709037,0.24427756567224357
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,CD8_T_CELL,71,7,-0.2894588237390914,0.18715794798447066,-0.6562884017886539,0.07737075431047113,0.12195928961791547,0.10205676253953505,0.3874000964333786,41.96985387146443,-0.2816366380525267,-0.5758880578019305,0.0772167366240167
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,CHECKPOINT,71,7,-0.305810331354844,0.1447317107469023,-0.5894844844187725,-0.022136178290915465,0.034605365179935836,0.0063413915368200745,0.207632191079615,4.300663858564367,-0.29662081691216685,-0.5295247419574962,-0.022132563347010324
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,ANTIGEN_PRESENTATION,71,7,-0.0669741171288451,0.1414213562373095,-0.34415997535397175,0.21021174109628155,0.6358004931590413,0.0,0.8620758352302959,0.0,-0.06687415828246752,-0.33118617454150134,0.20716916198356267
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,TGFB_FTBRS,71,7,0.2647325367298737,0.14231468691372076,-0.014204249621019016,0.5436693230807663,0.0628584711953752,0.00169500725068592,0.2828631203791884,1.1869377003677244,0.2587166804106336,-0.014203294411625048,0.4957604802542541
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,EPITHELIAL,71,7,0.4214412044422275,0.15309548164575804,0.12137406041654175,0.7215083484679132,0.005908802553890247,0.02309677885667307,0.0497774193676777,14.065661451408786,0.3981438742578235,0.12078153780920502,0.6178427391937655
sensitivity_LUSC_plus_inferred,LUSC,GAPDH,PROLIFERATION,71,7,0.6593292657179154,0.16208105640566287,0.3416503951628162,0.9770081362730145,4.743906131008302e-05,0.04226186618673432,0.0010077476865307511,23.04707471694946,0.5779168690620226,0.32895000197813834,0.751767830987259
sensitivity_LUSC_plus_inferred,LUSC,PPIA,CYT,60,6,-0.3734688426353047,0.24793806419375164,-0.8594274484550579,0.11248976318444848,0.13199045080693605,0.22044266799956586,0.39597135242080816,60.41646696678436,-0.3570221406385471,-0.6959625620602963,0.1120176727364219
sensitivity_LUSC_plus_inferred,LUSC,PPIA,IFNG_6,60,6,0.11074602552816526,0.1896978796221826,-0.2610618185313126,0.4825538695876431,0.5593534473558508,0.07027969164945831,0.8390301710337762,32.732554248874365,0.11029548077949596,-0.2552884189011356,0.4482865864898758
sensitivity_LUSC_plus_inferred,LUSC,PPIA,TIS_18,60,6,-0.2519938799187616,0.2778401714054166,-0.7965606158733782,0.292572856035855,0.3644204165964642,0.3138692964825231,0.6431881189146653,68.48578506044129,-0.24679202181818927,-0.6621095709099153,0.2845011463052654
sensitivity_LUSC_plus_inferred,LUSC,PPIA,CD8_T_CELL,60,6,-0.33388981030025655,0.2579441509666551,-0.8394603461949005,0.1716807255943874,0.19551805403453293,0.25048254366071404,0.47990795081203536,63.42748030649534,-0.32201160192388323,-0.6855231201952124,0.17001365566665172
sensitivity_LUSC_plus_inferred,LUSC,PPIA,CHECKPOINT,60,6,-0.3742854100264966,0.255319815458681,-0.8747122483255113,0.12614142827251806,0.1426626275487332,0.24248457757336675,0.4054622046121891,62.671482927428634,-0.3577344166132569,-0.7037603989463579,0.1254766194007704
sensitivity_LUSC_plus_inferred,LUSC,PPIA,ANTIGEN_PRESENTATION,60,6,-0.06677352475679775,0.23374743317762775,-0.5249184937849481,0.3913714442713526,0.775134503441662,0.1799595079465221,0.9140752634498699,55.476508648350766,-0.06667446031404864,-0.48148719018525393,0.37254193585228057
sensitivity_LUSC_plus_inferred,LUSC,PPIA,TGFB_FTBRS,60,6,-0.05182515191591082,0.32598853403524064,-0.6907626786249825,0.5871123747931608,0.8736858521562972,0.4872781616739853,0.9250791375772559,77.13669673183931,-0.0517788035770127,-0.5984717351678477,0.5278156198487174
sensitivity_LUSC_plus_inferred,LUSC,PPIA,EPITHELIAL,60,6,0.2717464190192485,0.15521077635379046,-0.03246670263418078,0.5759595406726778,0.07997660117665684,0.0015989094683553698,0.30848117596710495,1.0949329563385028,0.2652491322916777,-0.032455299867947096,0.5197225408057776
sensitivity_LUSC_plus_inferred,LUSC,PPIA,PROLIFERATION,60,6,0.727956016528797,0.24006709628276457,0.2574245078145785,1.1984875252430156,0.0024269598958474277,0.19768064195661833,0.02621116687515222,57.78280548688095,0.6218132689779652,0.2518850143740886,0.8331926898969724
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,CYT,60,6,-0.30365639648440895,0.19045678897710802,-0.6769517028795407,0.06963890991072275,0.11085576647383742,0.07196255552577316,0.3741382118492013,33.25568866620718,-0.29465514081706123,-0.5895341092535759,0.06952655475249604
sensitivity_LUSC_plus_inferred,LUSC,RPLP0,IFNG_6,60,6,-0.046490021656757016,0.1543033499620919,-0.34892458758245715,0.2559445442689431,0.7631935369438307,0.0,0.9140752634498699,0.0,-0.04645655728341846,-0.33542146846612747,0.25049843280663414
