metric	contrast	n_a	n_b	median_a	median_b	mean_a	mean_b	q25_a	q75_a	q25_b	q75_b	mannwhitney_U	mannwhitney_p_twosided	cliffs_delta_a_minus_b	note
frac_cxcl13	MPR-any_vs_non-MPR	126	104	0.06565175576644888	0.08283572581773677	0.0706247871125867	0.09488338081652903	0.043022117831278135	0.08831194176077842	0.06016282696275641	0.11734464798850575	4793.0	0.0004630525157185734	-0.2684676434676435	
frac_cxcl13	LUAD_MPR-any_vs_non-MPR	21	40	0.06811626358997115	0.07850171209792661	0.07046087122452735	0.09442131803171556	0.05492537313432836	0.08003369839932603	0.0536412646426129	0.10112992326551407	340.0	0.22752313158636694	-0.19047619047619047	
frac_cxcl13	LUSC_MPR-any_vs_non-MPR	105	64	0.0647419072615923	0.08609506670923675	0.07065757029019855	0.09517217005703746	0.039898132427843805	0.08893956670467502	0.06085161969662352	0.11859327265784114	2308.0	0.0006545742607881376	-0.3130952380952381	
frac_cxcl13	pCR_vs_non-pCR	84	146	0.06934259568995275	0.07523011530193473	0.07221171863565261	0.0869918521623981	0.039783485153783736	0.08866648547024492	0.05443419025867106	0.10832762921615406	5080.0	0.030456437994742108	-0.17155903457273325	
frac_cxcl13	MPR-only_vs_non-MPR	42	104	0.06443578802121194	0.08283572581773677	0.06745092406645485	0.09488338081652903	0.04849869058360233	0.08334385075040464	0.06016282696275641	0.11734464798850575	1533.0	0.004921166880897767	-0.29807692307692313	
frac_cxcl13_that_are_exp	MPR-any_vs_non-MPR	126	104	0.21631347461015593	0.35771641206423815	0.24950749388574503	0.3518908011978051	0.15384615384615385	0.3357723577235773	0.17401960784313725	0.49210526315789477	4629.0	0.00012921191162351952	-0.29349816849816845	
frac_cxcl13_that_are_exp	LUAD_MPR-any_vs_non-MPR	21	40	0.23118279569892472	0.3660776160776161	0.23700332488619913	0.37377648577088574	0.14285714285714285	0.3305084745762712	0.26171875	0.5	241.0	0.006734300775777387	-0.42619047619047623	
frac_cxcl13_that_are_exp	LUSC_MPR-any_vs_non-MPR	105	64	0.21311475409836064	0.3505525229663161	0.25200832768565423	0.3382122483396297	0.15384615384615385	0.33658536585365856	0.15573593073593073	0.48703809077520416	2661.5	0.023677144373175224	-0.20788690476190474	
frac_cxcl13_that_are_exp	pCR_vs_non-pCR	84	146	0.24404761904761904	0.2796092796092796	0.2652015029791195	0.31340863906801075	0.15384615384615385	0.3439241983896327	0.162382491186839	0.45854577698958104	5352.5	0.10886101401699155	-0.12712002609262885	
frac_cxcl13_that_are_exp	MPR-only_vs_non-MPR	42	104	0.19331024425811155	0.35771641206423815	0.2181194756989962	0.3518908011978051	0.14596036585365854	0.2629239040529363	0.17401960784313725	0.49210526315789477	1360.0	0.0003706602793547874	-0.3772893772893773	
frac_cxcl13_among_expanded	MPR-any_vs_non-MPR	126	104	0.029071620558800106	0.055981608784929915	0.04545425323933394	0.07702971975340708	0.015016366612111294	0.05261524050191704	0.03280795735975019	0.09828157974072957	4200.5	2.8533431606427686e-06	-0.35889804639804634	
frac_cxcl13_among_expanded	LUAD_MPR-any_vs_non-MPR	21	40	0.03695150115473441	0.06215043713755851	0.04160194785206016	0.0844931311544372	0.014893617021276596	0.048582995951417005	0.037294788707869446	0.09607851671309192	234.0	0.0048636103349804696	-0.44285714285714284	
frac_cxcl13_among_expanded	LUSC_MPR-any_vs_non-MPR	105	64	0.028639618138424822	0.05482917295465228	0.0462247143167887	0.07236508762776325	0.015384615384615385	0.0548216644649934	0.02982782418887578	0.09828157974072957	2268.5	0.0004061878956989845	-0.3248511904761905	
frac_cxcl13_among_expanded	pCR_vs_non-pCR	84	146	0.032648856046610775	0.0459830866807611	0.05077784509563694	0.0648834779073761	0.016352080123266565	0.07236758631384546	0.023097776503401717	0.08170746281629238	5048.0	0.0257455433446792	-0.17677756033920422	
frac_cxcl13_among_expanded	MPR-only_vs_non-MPR	42	104	0.02582117641320386	0.055981608784929915	0.03480706952672795	0.07702971975340708	0.012789942146935953	0.04191881634955639	0.03280795735975019	0.09828157974072957	1166.0	1.0887420568445176e-05	-0.4661172161172161	
frac_cxcl13_among_nonexpanded	MPR-any_vs_non-MPR	126	104	0.09054094590540945	0.09807626245276538	0.09362815394653916	0.10955105357952967	0.061988900527408713	0.12072061268607617	0.07048372911169745	0.13138602993248666	5652.5	0.07346075426191996	-0.13728632478632474	
frac_cxcl13_among_nonexpanded	LUAD_MPR-any_vs_non-MPR	21	40	0.09075342465753425	0.09200025921203353	0.09091402342869188	0.10443025994272621	0.061855670103092786	0.11173974540311174	0.0635326062960837	0.12182668198913497	402.0	0.7905166119751122	-0.042857142857142816	
frac_cxcl13_among_nonexpanded	LUSC_MPR-any_vs_non-MPR	105	64	0.09032846715328467	0.10782807562717131	0.09417098005010863	0.11275154960253184	0.062388591800356503	0.12364672364672365	0.07605651694924905	0.13580486732150712	2697.5	0.03190823334262476	-0.19717261904761907	
frac_cxcl13_among_nonexpanded	pCR_vs_non-pCR	84	146	0.08905001055565347	0.09681105056939751	0.09402232013007727	0.1047437128671817	0.06122322994312213	0.12324403706892186	0.06922896511287012	0.12496592148309706	5503.0	0.1958302240409413	-0.10257664709719505	
frac_cxcl13_among_nonexpanded	MPR-only_vs_non-MPR	42	104	0.09406623442664633	0.09807626245276538	0.09283982157946294	0.10955105357952967	0.06737681487561203	0.11739519737544528	0.07048372911169745	0.13138602993248666	1896.5	0.21470919217691198	-0.13163919413919412	
lor_cxcl13_exp_vs_non	MPR-any_vs_non-MPR	126	104	-1.109477038162021	-0.5802384011988788	-1.1352989512382812	-0.6298944728267664	-1.582908202140916	-0.6236548818473266	-1.0779549170425167	-0.04849506411031396	4137.0	1.5290889429691802e-06	-0.3685897435897436	
lor_cxcl13_exp_vs_non	LUAD_MPR-any_vs_non-MPR	21	40	-1.0011055601832708	-0.3326351277304222	-1.134149818621152	-0.43672729512861874	-1.4366994547628553	-0.7960182116361199	-0.844738206871698	-0.025209029129157987	220.0	0.0024593869535379613	-0.47619047619047616	
lor_cxcl13_exp_vs_non	LUSC_MPR-any_vs_non-MPR	105	64	-1.1794227915528979	-0.6456093844275701	-1.1355287777617074	-0.7506239588881085	-1.5854078686206987	-0.6055118510285064	-1.1886443743738904	-0.19484670074086674	2385.0	0.001586526140721534	-0.2901785714285714	
lor_cxcl13_exp_vs_non	pCR_vs_non-pCR	84	146	-0.991806505847179	-0.7186799618995805	-1.0487378558914329	-0.8250870762679919	-1.5779088691813508	-0.48121155339358374	-1.30631322094207	-0.2500805459445332	5142.0	0.04170019837388202	-0.16144814090019566	
lor_cxcl13_exp_vs_non	MPR-only_vs_non-MPR	42	104	-1.2409740368270574	-0.5802384011988788	-1.3084211419319793	-0.6298944728267664	-1.5899433787790611	-0.8183918513724221	-1.0779549170425167	-0.04849506411031396	1081.0	1.8776381637759759e-06	-0.50503663003663	
frac_exp_cells	MPR-any_vs_non-MPR	126	104	0.4694524500720944	0.47680260127970586	0.4661469778463657	0.46507014571874944	0.3751074812144366	0.5652424665333986	0.3637588608245153	0.5641327154623904	6567.0	0.9769680649169356	0.0022893772893772812	
frac_exp_cells	LUAD_MPR-any_vs_non-MPR	21	40	0.44542772861356933	0.4808482522788561	0.41665717376627154	0.4575112296510525	0.3002436053593179	0.5226198514517219	0.3494697105735922	0.5504310918221424	358.0	0.3505442009062384	-0.14761904761904765	
frac_exp_cells	LUSC_MPR-any_vs_non-MPR	105	64	0.4794050343249428	0.4726313101217332	0.47604493866238456	0.46979446826106	0.38957816377171217	0.5720509383378016	0.3732657271789465	0.5761065531659277	3421.0	0.8445462771327439	0.01815476190476195	
frac_exp_cells	pCR_vs_non-pCR	84	146	0.4691324525738727	0.4738313367889925	0.473373445760377	0.4612222254761668	0.3623059268772751	0.5846864442567568	0.37589933005929044	0.5596406965483742	6372.0	0.6220710076531727	0.03913894324853229	
frac_exp_cells	MPR-only_vs_non-MPR	42	104	0.4694524500720944	0.47680260127970586	0.45169404201834334	0.46507014571874944	0.3779003930478839	0.5515440287152276	0.3637588608245153	0.5641327154623904	2085.0	0.6702384294735051	-0.04532967032967028	
frac_exp_cells_ge3	MPR-any_vs_non-MPR	126	104	0.3786925833337437	0.3649796264757	0.37791311762210555	0.3595770472952414	0.27496783021603594	0.4790696759529083	0.25262002726804306	0.46212767323282344	6975.0	0.4002247830637864	0.06456043956043955	
frac_exp_cells_ge3	LUAD_MPR-any_vs_non-MPR	21	40	0.3392305532153889	0.34578811121081343	0.327390878540163	0.35164645784180387	0.21863580998781973	0.41403508771929826	0.2402736492393775	0.4653080326752893	388.0	0.6325422488706914	-0.07619047619047614	
frac_exp_cells_ge3	LUSC_MPR-any_vs_non-MPR	105	64	0.3799621928166352	0.38719849050731403	0.3880175654384941	0.36453366570363993	0.2769296013570823	0.4941569282136895	0.26639871382636654	0.4604584827812994	3629.0	0.38418374028964275	0.08005952380952386	
frac_exp_cells_ge3	pCR_vs_non-pCR	84	146	0.38277285842204756	0.374145735993279	0.385123605137218	0.3607033075860554	0.2739974896463446	0.49709573670080764	0.26421121382636653	0.46501576159370833	6615.0	0.3206913034854788	0.07876712328767121	
frac_exp_cells_ge3	MPR-only_vs_non-MPR	42	104	0.3761340883578498	0.3649796264757	0.3634921425918806	0.3595770472952414	0.2942924336135699	0.4751814853880995	0.25262002726804306	0.46212767323282344	2239.0	0.8137379054012464	0.025183150183150094	
exp_tex_per_k_cd8	MPR-any_vs_non-MPR	126	104	25.72215261134465	34.67925720345676	29.024553433974972	41.116055002465274	17.85374411167347	38.02771226415094	28.334589975585235	46.101428308992375	4334.5	1.0135606276755249e-05	-0.33844627594627597	
exp_tex_per_k_cd8	LUAD_MPR-any_vs_non-MPR	21	40	36.1145703611457	34.258002566730376	33.22494394825646	39.18236606811624	21.436227224008576	49.9359795134443	29.169251135887922	43.08167294159481	370.5	0.4569907186712243	-0.11785714285714288	
exp_tex_per_k_cd8	LUSC_MPR-any_vs_non-MPR	105	64	25.16091281451141	34.784742435524265	28.18447533111867	42.32461058643342	17.676767676767675	35.2760736196319	27.412838545563368	50.234853342127956	2127.0	6.4791305755516e-05	-0.36696428571428574	
exp_tex_per_k_cd8	pCR_vs_non-pCR	84	146	25.292320814035367	33.83015008636819	29.885124932175305	37.14255451119527	18.038988445811057	39.40154491223893	24.836155317794848	43.673562492323356	4708.5	0.003403229223190421	-0.2321428571428571	
exp_tex_per_k_cd8	MPR-only_vs_non-MPR	42	104	28.463185058616155	34.67925720345676	27.303410437574296	41.116055002465274	17.732516091704635	35.99934033452651	28.334589975585235	46.101428308992375	1421.0	0.0009793190844603148	-0.34935897435897434	
frac_cd8_tex	MPR-any_vs_non-MPR	126	104	0.0596902283476528	0.08002365332630051	0.0719462696317474	0.10064578722308253	0.030219668435123644	0.10883048803117462	0.04856363361873746	0.14043300649018006	4831.0	0.0006134112077955641	-0.2626678876678876	
frac_cd8_tex	LUAD_MPR-any_vs_non-MPR	21	40	0.06016042780748663	0.07874621784959113	0.06854524844748516	0.10136230467333826	0.03004773939904521	0.11618467782851344	0.04633342311141696	0.14043300649018006	291.0	0.05110997142103123	-0.30714285714285716	
frac_cd8_tex	LUSC_MPR-any_vs_non-MPR	105	64	0.05861767279090114	0.08002365332630051	0.07262647386859986	0.1001979638166727	0.030735455543358946	0.10882352941176471	0.04944678475359082	0.14270051990316307	2481.0	0.00440998333341986	-0.2616071428571428	
frac_cd8_tex	pCR_vs_non-pCR	84	146	0.06194422955408446	0.07058323561701604	0.07449276477032375	0.09092465482255863	0.02811659132493811	0.11077301754510704	0.04198332556346225	0.1281585793006804	5143.5	0.042010350992493936	-0.16120352250489234	
frac_cd8_tex	MPR-only_vs_non-MPR	42	104	0.05521731553407776	0.08002365332630051	0.06685327935459465	0.10064578722308253	0.031248301168795872	0.10148168823237529	0.04856363361873746	0.14043300649018006	1516.0	0.0039060684486369192	-0.3058608058608059	
frac_tex_among_expanded	MPR-any_vs_non-MPR	126	104	0.11756666138901566	0.14329288138745525	0.12734336232106666	0.16841892069894282	0.04841270347734765	0.1897487593052109	0.08729701874099172	0.24289982925441092	5126.0	0.0045353965439733045	-0.21764346764346765	
frac_tex_among_expanded	LUAD_MPR-any_vs_non-MPR	21	40	0.1402439024390244	0.14195429104477614	0.1233307539456787	0.16827048835259575	0.05070993914807302	0.18848829854522453	0.09122857347773076	0.2222115662095642	330.0	0.17428101039804378	-0.2142857142857143	
frac_tex_among_expanded	LUSC_MPR-any_vs_non-MPR	105	64	0.11347517730496454	0.1457474758848478	0.12814588399614427	0.1685116909154098	0.048199152542372885	0.1917263325377884	0.08729701874099172	0.25110947663737027	2610.0	0.015132336767012486	-0.2232142857142857	
frac_tex_among_expanded	pCR_vs_non-pCR	84	146	0.11923192033520161	0.13550032308686422	0.12939104929796125	0.15542454290490215	0.04705365582881789	0.19236617797476988	0.07967825409486357	0.21250618709783864	5273.5	0.07741348771798591	-0.1400032615786041	
frac_tex_among_expanded	MPR-only_vs_non-MPR	42	104	0.11063797682279092	0.14329288138745525	0.12324798836727753	0.16841892069894282	0.05014403251226357	0.18463545467814918	0.08729701874099172	0.24289982925441092	1653.0	0.02182359116110428	-0.24313186813186816	
n_exp_cxcl13_clones	MPR-any_vs_non-MPR	126	104	14.0	22.0	22.76984126984127	34.10576923076923	4.25	29.75	7.0	48.25	5458.0	0.029395953115446523	-0.16697191697191693	
n_exp_cxcl13_clones	LUAD_MPR-any_vs_non-MPR	21	40	15.0	25.5	20.61904761904762	36.8	4.0	27.0	14.75	49.25	278.5	0.032234751291577775	-0.33690476190476193	
n_exp_cxcl13_clones	LUSC_MPR-any_vs_non-MPR	105	64	14.0	17.0	23.2	32.421875	5.0	30.0	6.0	43.0	3102.0	0.40369786035272304	-0.07678571428571423	
n_exp_cxcl13_clones	pCR_vs_non-pCR	84	146	19.0	17.0	24.55952380952381	29.815068493150687	6.0	35.25	6.0	38.75	5911.5	0.6505664304138523	-0.03595890410958902	
n_exp_cxcl13_clones	MPR-only_vs_non-MPR	42	104	10.0	22.0	19.19047619047619	34.10576923076923	3.0	25.0	7.0	48.25	1607.5	0.01272303384904963	-0.2639652014652014	
n_exp_tex_clones	MPR-any_vs_non-MPR	126	104	21.0	29.5	30.41269841269841	34.52884615384615	12.25	37.75	12.75	45.5	5703.0	0.09107586002095226	-0.12957875457875456	
n_exp_tex_clones	LUAD_MPR-any_vs_non-MPR	21	40	21.0	34.0	32.57142857142857	41.775	11.0	47.0	18.0	55.25	344.5	0.2547414504728731	-0.1797619047619048	
n_exp_tex_clones	LUSC_MPR-any_vs_non-MPR	105	64	21.0	24.5	29.98095238095238	30.0	13.0	37.0	12.0	43.25	3128.5	0.45392496332751264	-0.06889880952380956	
n_exp_tex_clones	pCR_vs_non-pCR	84	146	20.0	27.5	32.464285714285715	32.16438356164384	13.75	40.0	12.0	44.0	5754.5	0.4377109849466142	-0.06156229615133724	
n_exp_tex_clones	MPR-only_vs_non-MPR	42	104	23.0	29.5	26.30952380952381	34.52884615384615	10.25	34.0	12.75	45.5	1810.0	0.10629854526517747	-0.1712454212454212	
