metric_x	metric_y	n	spearman_rho	spearman_p	note	stratum
CLDN4_frac_pos	lor_cxcl13_exp_vs_non	170	-0.003889862542196198	0.9598485797073044		LUSC
TACSTD2_mean_cpm	exp_cxcl13_per_k_cd8	231	-0.050671811025416735	0.44340292579301355		all
TACSTD2_mean_cpm	exp_cxcl13_per_k_cd8	61	-0.019726056402856046	0.880060299121948		LUAD
TACSTD2_mean_cpm	exp_cxcl13_per_k_cd8	170	-0.062354472152425545	0.4192108974057107		LUSC
TACSTD2_mean_cpm	frac_cxcl13	231	-0.07457459966831505	0.2589569945005803		all
TACSTD2_mean_cpm	frac_cxcl13	61	-0.07186673717609729	0.582046664233273		LUAD
TACSTD2_mean_cpm	frac_cxcl13	170	-0.08074816348214778	0.2952057006140671		LUSC
TACSTD2_mean_cpm	frac_cxcl13_among_expanded	231	-0.08718448486631791	0.18669590043823797		all
TACSTD2_mean_cpm	frac_cxcl13_among_expanded	61	-0.011000052900252166	0.9329464642358568		LUAD
TACSTD2_mean_cpm	frac_cxcl13_among_expanded	170	-0.11205966878097896	0.1457008128367252		LUSC
TACSTD2_mean_cpm	frac_exp_cells	231	0.0008051171180117448	0.9902897123907363		all
TACSTD2_mean_cpm	frac_exp_cells	61	-0.14442094130089897	0.2667998986474232		LUAD
TACSTD2_mean_cpm	frac_exp_cells	170	0.05370875849561251	0.48667169936344185		LUSC
TACSTD2_mean_cpm	exp_tex_per_k_cd8	231	0.12913379888714646	0.04996869496888725		all
TACSTD2_mean_cpm	exp_tex_per_k_cd8	61	0.10925725168419248	0.4019260953288194		LUAD
TACSTD2_mean_cpm	exp_tex_per_k_cd8	170	0.14494123627839373	0.059317824449257095		LUSC
TACSTD2_mean_cpm	lor_cxcl13_exp_vs_non	231	-0.056376695510208144	0.3937247918752916		all
TACSTD2_mean_cpm	lor_cxcl13_exp_vs_non	61	0.04918032786885245	0.7066253987492331		LUAD
TACSTD2_mean_cpm	lor_cxcl13_exp_vs_non	170	-0.07629777541661324	0.3227100976315989		LUSC
CLDN4_mean_cpm	exp_cxcl13_per_k_cd8	231	0.04215917479884789	0.5237526336552616		all
CLDN4_mean_cpm	exp_cxcl13_per_k_cd8	61	0.11355882933155954	0.3835369620751097		LUAD
CLDN4_mean_cpm	exp_cxcl13_per_k_cd8	170	0.011689392649295312	0.8797455995710917		LUSC
CLDN4_mean_cpm	frac_cxcl13	231	0.021128856828425493	0.7494046929659803		all
CLDN4_mean_cpm	frac_cxcl13	61	0.10559301956642803	0.41798944895442347		LUAD
CLDN4_mean_cpm	frac_cxcl13	170	-0.010716968228499728	0.8896830961265961		LUSC
CLDN4_mean_cpm	frac_cxcl13_among_expanded	231	-0.0018274402765598222	0.9779620086920512		all
CLDN4_mean_cpm	frac_cxcl13_among_expanded	61	0.14508237953258865	0.2645923226058594		LUAD
CLDN4_mean_cpm	frac_cxcl13_among_expanded	170	-0.05386814725145591	0.48537760651629636		LUSC
CLDN4_mean_cpm	frac_exp_cells	231	-0.02814291974135186	0.67047274826042		all
CLDN4_mean_cpm	frac_exp_cells	61	-0.01806161591882553	0.8901150695416559		LUAD
CLDN4_mean_cpm	frac_exp_cells	170	-0.036401052769280275	0.6374506185686403		LUSC
CLDN4_mean_cpm	exp_tex_per_k_cd8	231	0.2114547095102654	0.0012248255212214839		all
CLDN4_mean_cpm	exp_tex_per_k_cd8	61	0.24727614249521876	0.05469553521870906		LUAD
CLDN4_mean_cpm	exp_tex_per_k_cd8	170	0.20729331674937324	0.006680608006226939		LUSC
CLDN4_mean_cpm	lor_cxcl13_exp_vs_non	231	0.007987148910577046	0.9038989217488492		all
CLDN4_mean_cpm	lor_cxcl13_exp_vs_non	61	0.12595530984094583	0.33341899866879027		LUAD
CLDN4_mean_cpm	lor_cxcl13_exp_vs_non	170	-0.03270537802746373	0.672008467734658		LUSC
