gene	n_treat	n_ctrl	mean_treat_log2	mean_ctrl_log2	log2FC	t	p	q
IRF7	5	5	8.68643491857047	8.869054802047547	-0.18261988347707714	-0.5295860591065427	0.6165176077663025	0.873103284596317
IRF9	5	5	9.75527023588334	9.633028469139076	0.12224176674426523	0.9907763117085078	0.3629045616801511	0.8145369164552189
JAK1	5	5	11.152902117932383	11.296925232673903	-0.14402311474152008	-0.9663532906708291	0.3626336781398612	0.8145369164552189
JAK2	5	5	11.964051141251389	12.11395236521862	-0.14990122396723038	-0.5276380301614901	0.621193078100187	0.873103284596317
SOCS1	5	5	8.034348001351018	7.8926439536768385	0.14170404767418	0.4034230396259922	0.6972072636195471	0.892015175513244
SOCS3	5	5	9.873615872409175	9.895476690801539	-0.021860818392363868	-0.05693017515964437	0.9560014416591505	0.9671177374923964
CXCL10	5	5	8.161116107119897	7.596920987141776	0.5641951199781206	2.1484848814152477	0.06746204133908325	0.5052641618907193
CXCL9	5	5	11.119711536231005	10.038198608785123	1.081512927445882	3.7028996601494897	0.006213113464401835	0.2702704357014798
CCL5	5	5	4.782267655685663	5.44995308864045	-0.6676854329547872	-1.3719130106044006	0.2329110121530432	0.7236877877612413
IFNG	5	5	4.5144990821067825	3.6257812346705918	0.8887178474361908	1.7117016327253984	0.13158796839596726	0.5052641618907193
IFNAR1	5	5	10.423927750168774	10.297321428281547	0.12660632188722687	1.226820828426787	0.26280766140096307	0.736514130242316
IFNAR2	5	5	9.432500616148797	9.10929655116406	0.3232040649847363	2.800319776202859	0.024150689729777193	0.42022200129812315
IFNGR1	5	5	10.06889073115525	10.19252179874998	-0.12363106759472942	-0.7401944091050967	0.4946356038783362	0.8606659507483051
IFNGR2	5	5	10.24204784896752	10.007893947526322	0.2341539014411982	0.836430988731073	0.4272654221320586	0.8145369164552189
B2M	5	5	15.108766226389903	14.698579312491901	0.4101869138980021	2.8770861198982134	0.04016049311520852	0.47162462255768767
TAP1	5	5	10.85454307615146	10.574495406619372	0.28004766953208815	0.997301558121072	0.3667877101672776	0.8145369164552189
TAP2	5	5	9.935633750052029	9.736865494985846	0.19876825506618268	0.5970393868687977	0.5752313527996927	0.873103284596317
TAPBP	5	5	11.934710953607667	11.940380001167139	-0.005669047559472062	-0.017083330938733574	0.9869264570436964	0.9869264570436964
PSMB8	5	5	10.60860908496036	10.450015448850012	0.15859363611034816	0.5083086995882962	0.62696796731829	0.873103284596317
PSMB9	5	5	10.107457224298589	9.865917574140465	0.24153965015812418	0.9353898334541431	0.3783083196129853	0.8145369164552189
PSMB10	5	5	10.341841978697898	10.22689854382105	0.11494343487684766	0.5003633220398221	0.6304207067381397	0.873103284596317
NLRC5	5	5	11.478885693802074	10.971502248376773	0.507383445425301	1.085152056291944	0.3094880557211716	0.7797913283207907
CALR	5	5	12.44377828028389	12.525854551020602	-0.08207627073671198	-0.35402072145192554	0.7384309422063658	0.9130904445943925
CANX	5	5	13.107326886485907	13.270303433388927	-0.16297654690301933	-1.0819208975353503	0.3137091550715825	0.7797913283207907
ERAP1	5	5	11.125945098910432	10.884078282234485	0.24186681667594634	1.2822991689027787	0.25772817406903714	0.736514130242316
PDIA3	5	5	12.524888833807568	12.611233561075	-0.08634472726743248	-0.49665903095604186	0.6327881636531254	0.873103284596317
HLA-A	5	5	12.810695814755821	12.677874518250414	0.13282129650540675	0.7764658097534048	0.46141511837115956	0.8192472509855282
HLA-B	5	5	13.511731010957368	13.447369417592352	0.06436159336501568	0.29566777656016136	0.7752496518407196	0.9367599959742029
CD274	5	5	9.813468237044804	9.041635720468538	0.7718325165762661	1.9369976556592714	0.10480231652418633	0.5052641618907193
