group	stem	model	cancer_type	study	n_baseline	n_treated	n_responders	n_nonresponders	mean_baseline	mean_treated	delta_treated_minus_baseline	median_baseline	median_treated	direction	treated_classes	mouse_treatments	is_lung
LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1	LLC	Lung carcinoma	GSE155972	10	7	7	0	0.26720103590172417	0.6008010386252158	0.33360000272349166	0.13742334990546	0.138449148826943	up	Responders	antiPD1; antiCTL4;;no_treatment	True
BNL-MEA_GSE148947_regorafenib_5_antiPD1(n=6)	BNL-MEA_GSE148947_regorafenib_5_antiPD1	BNL-MEA	Hepatocellular carcinoma	GSE148947	3	3	3	0	0.3894955993823317	0.7123454113447806	0.3228498119624489	0.336137111169699	0.813119939123847	up	Responders	antiPD1; regorafenib_5;;regorafenib_5	False
T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8)	T11_GSE124821_UV_day7_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	4	4	0	0.48075480872890597	0.7730771214372439	0.292322312708338	0.3880316039153	0.8339207701112805	up	Responders	antiPD1; antiCTLA4;;no_treatment	False
YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8)	YTN16_GSE146027_anti_IL17_day10_antiPD1	YTN16	Gastric adenocarcinoma	GSE146027	4	4	4	0	0.9864255019440428	1.2754117868132027	0.2889862848691599	0.9029634119815745	1.30995992312823	up	Responders	antiPD1; antiIL17;anti_IL17	False
CT26_GSE153239_FcS_antiTGFb_antiPD1(n=10)	CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26	Colorectal carcinoma	GSE153239	5	5	5	0	0.40726674503123766	0.6708006399438484	0.26353389491261076	0.0087501672858076	0.15600421057879	up	Responders	antiTGFb;antiTGFb; antiPD1 FcS;	False
KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	4	3	3	0	4.99337729084064	5.239179754576163	0.24580246373552317	4.976323987467775	4.93435887217286	up	Responders	antiPD1; antiCTLA4;;no_treatment	False
EMT6_GSE107801_antiPDL1(n=20)	EMT6_GSE107801_antiPDL1	EMT6	Mammary carcinoma	GSE107801	10	10	10	0	0.21473811868799192	0.45843769101455356	0.24369957232656164	0.1674362528013275	0.22548122532937198	up	Responders	antiPDL1;;isotype	False
T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	T11_GSE124821_UV_day3_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	3	3	0	0.1460028748812642	0.3650869964384477	0.21908412155718351	0.12989840914805587	0.40496087237685	up	Responders	antiPD1; antiCTLA4;;no_treatment	False
CT26_GSE153239_FcS_antiPD1(n=10)	CT26_GSE153239_FcS_antiPD1	CT26	Colorectal carcinoma	GSE153239	5	5	0	5	0.2936265918777111	0.47664327082002866	0.18301667894231755	0.43986022345491	0.379810127166109	up	Non-responders	antiPD1_FcS;isotype	False
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1(n=8)	T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	4	4	0	0.0687192597445351	0.21920802218765834	0.15048876244312323	0.0791922607965437	0.2064253732064587	up	Responders	antiPD1; antiCTLA4;;no_treatment	False
4T1_GSE130472_young_antiPDL1(n=17)	4T1_GSE130472_young_antiPDL1	4T1	Mammary carcinoma	GSE130472	7	10	10	0	5.477910590715585	5.608436736607784	0.13052614589219846	5.50943306211066	5.67991410956419	up	Responders	antiPDL1; young;;isotype; young;	False
402230_GSE148856_antiPD1(n=8)	402230_GSE148856_antiPD1	402230	Sarcoma	GSE148856	4	4	0	4	0.062426122840972154	0.16170368606383562	0.09927756322286346	0.0471920173235723	0.16738151036613774	up	Non-responders	antiPD1;isotype	False
LLC_GSE155972_antiCTLA4&antiPD1(n=16)	LLC_GSE155972_antiCTLA4&antiPD1	LLC	Lung carcinoma	GSE155972	10	6	0	6	0.12803456322983156	0.20872810220200658	0.08069353897217502	0.0929870451034409	0.20070759537315302	up	Non-responders	antiPD1; antiCTL4;;no_treatment	True
B16_GSE152925_swainsonine_antiPDL1(n=6)	B16_GSE152925_swainsonine_antiPDL1	B16	Melanoma	GSE152925	3	3	3	0	0.07334788101872633	0.15290240243163725	0.07955452141291092	0.0	0.0450009312387138	up	Responders	antiPDL1; swainsonine;swainsonine	False
4T1_GSE137818_Brca2_KO_antiPD1(n=8)	4T1_GSE137818_Brca2_KO_antiPD1	4T1	Mammary carcinoma	GSE137818	5	3	3	0	7.650635802905315	7.725200165328396	0.0745643624230814	7.61252217186314	7.73726729199355	up	Responders	antiPD1;no_treatment	False
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1(n=8)	T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	4	4	0	0.43886252111421586	0.5133300696725511	0.07446754855833526	0.3994574914370145	0.546173315237498	up	Responders	antiPD1; antiCTLA4;;no_treatment	False
B16_GSE150401_MDK_knockdown_antiPD1(n=8)	B16_GSE150401_MDK_knockdown_antiPD1	B16	Melanoma	GSE150401	4	4	4	0	0.0	0.07422023008169075	0.07422023008169075	0.0	0.0	up	Responders	antiPD1;isotype	False
B16_GSE151829_antiCTLA4(n=9)	B16_GSE151829_antiCTLA4	B16	Melanoma	GSE151829	3	6	6	0	0.04129928145875606	0.10388464706408816	0.0625853656053321	0.0425219232427201	0.0896624137967114	up	Responders	antiCTLA4;isotype	False
B16_GSE149825_antiCTLA4&antiPD1(n=6)	B16_GSE149825_antiCTLA4&antiPD1	B16	Melanoma	GSE149825	3	3	3	0	0.0	0.017317774064741366	0.017317774064741366	0.0	0.0	up	Responders	antiPD1; antiCTLA4;;vehicle	False
B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1(n=6)	B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16	Melanoma	GSE109485	3	3	3	0	0.0	0.0005918980905810334	0.0005918980905810334	0.0	0.0005535795256006	up	Responders	antiPD1; antiCTLA4; intra&extracranial;;isotype; intra&extracranial;	False
B16_GSE150401_antiPD1(n=8)	B16_GSE150401_antiPD1	B16	Melanoma	GSE150401	4	4	0	4	0.0	0.0	0.0	0.0	0.0	tie	Non-responders	antiPD1;isotype	False
B16_GSE152925_Man2a1_KO_antiPDL1(n=6)	B16_GSE152925_Man2a1_KO_antiPDL1	B16	Melanoma	GSE152925	3	3	3	0	0.0	0.0	0.0	0.0	0.0	tie	Responders	antiPDL1;isotype	False
B16_GSE109485_intracranial_antiCTLA4&antiPD1(n=6)	B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16	Melanoma	GSE109485	3	3	0	3	0.0006103877145249666	0.0	-0.0006103877145249666	0.0	0.0	down	Non-responders	antiPD1; antiCTLA4; intracranial;;isotype; intracranial;	False
MC38_GSE172162_exercise_antiPD1(n=8)	MC38_GSE172162_exercise_antiPD1	MC38	Colorectal carcinoma	GSE172162	4	4	4	0	0.01227009468723	0.008352666095568225	-0.003917428591661776	0.0	0.0	down	Responders	antiPD1; exercise;exercise	False
MC38_GSE93017_antiPDL1(n=6)	MC38_GSE93017_antiPDL1	MC38	Colorectal carcinoma	GSE93017	3	3	3	0	0.08786849771900233	0.0806197927224359	-0.007248704996566435	0.0	0.0991324192003727	down	Responders	antiPDL1;isotype	False
MC38_GSE172162_antiPD1(n=8)	MC38_GSE172162_antiPD1	MC38	Colorectal carcinoma	GSE172162	4	4	4	0	0.00729893102448615	0.0	-0.00729893102448615	0.0	0.0	down	Responders	antiPD1;isotype	False
4T1_GSE132529_antiPD1(n=6)	4T1_GSE132529_antiPD1	4T1	Mammary carcinoma	GSE132529	3	3	0	3	6.870862547908357	6.8577733306809465	-0.013089217227410188	6.69924746219443	6.96539942547292	down	Non-responders	antiPD1;vehicle	False
4T1_GSE130472_old_antiCTLA4(n=15)	4T1_GSE130472_old_antiCTLA4	4T1	Mammary carcinoma	GSE130472	7	8	0	8	6.069634781563109	6.056395227828862	-0.013239553734247345	6.10319272346033	6.10933822846104	down	Non-responders	antiCTLA4; old;;isotype; old;	False
B16_GSE152925_antiPDL1(n=12)	B16_GSE152925_antiPDL1	B16	Melanoma	GSE152925	6	6	0	6	0.021235350504255197	0.0030393653574435665	-0.01819598514681163	0.0	0.0	down	Non-responders	antiPDL1;isotype;isotype; PBS	False
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7)	YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	YUMM1.7	Melanoma	GSE103725	3	4	2	2	0.07508670675454167	0.0536043475666061	-0.02148235918793557	0.0	0.0338198692588792	down	Non-responders,Responders	BRAFi;BRAFi; antiPDL2;	False
E0771_GSE174053_high.fat.diet_antiPD1(n=16)	E0771_GSE174053_high.fat.diet_antiPD1	E0771	Mammary adenocarcinoma	GSE174053	8	8	0	8	0.8743712081873632	0.8382443371357469	-0.03612687105161638	0.1828571742151165	0.672658719764025	down	Non-responders	antiPD1; high.fat.diet;;isotype; high.fat.diet;	False
4T1_GSE137818_Brca1_KO_antiPD1(n=10)	4T1_GSE137818_Brca1_KO_antiPD1	4T1	Mammary carcinoma	GSE137818	5	5	0	5	8.041262329779764	7.962424593227169	-0.07883773655259496	7.99579756340907	7.9664555545573	down	Non-responders	antiPD1;no_treatment	False
402230_GSE148856_radiation_antiPD1(n=8)	402230_GSE148856_radiation_antiPD1	402230	Sarcoma	GSE148856	4	4	4	0	0.23825551047153581	0.15458144114316524	-0.08367406932837057	0.224304611504716	0.0693390930473855	down	Responders	antiPD1; radiation;;isotype; radiation;	False
T11_GSE124821_end_antiCTLA4&antiPD1(n=10)	T11_GSE124821_end_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	5	5	0	5	0.2905390590170265	0.20306492981144392	-0.08747412920558256	0.0568734254532085	0.040843346627065	down	Non-responders	antiPD1; antiCTLA4;;no_treatment	False
D4M.3A.3_GSE159344_antiPD1(n=6)	D4M.3A.3_GSE159344_antiPD1	D4M.3A.3	Melanoma	GSE159344	3	3	0	3	0.09632113449793633	0.0	-0.09632113449793633	0.141725747302057	0.0	down	Non-responders	antiPD1;isotype	False
p53-2225L_GSE124821_end_antiCTLA4&antiPD1(n=9)	p53-2225L_GSE124821_end_antiCTLA4&antiPD1	p53-2225L	Mammary cancer, NOS	GSE124821	6	3	0	3	7.1924304029985	7.094858643919037	-0.09757175907946358	6.998770803938545	7.24561790414055	down	Non-responders	antiPD1; antiCTLA4;;no_treatment	False
CT26_ERP114266_day7_antiCTLA4&antiPDL1(n=10)	CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26	Colorectal carcinoma	ERP114266	5	5	5	0	0.8635409095247837	0.7287512934632199	-0.1347896160615638	0.458136562883781	0.165131133893957	down	Responders	antiPDL1; antiCTL4;;isotype	False
T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9)	T11_GSE124821_UV_end_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	5	5	0	0.553389462325364	0.408287305294665	-0.145102157030699	0.6412169930905975	0.3415303869973	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
4T1_GSE130472_old_antiPDL1(n=15)	4T1_GSE130472_old_antiPDL1	4T1	Mammary carcinoma	GSE130472	7	8	0	8	6.069634781563109	5.909861270494183	-0.15977351106892623	6.10319272346033	5.65230546565025	down	Non-responders	antiPDL1; old;;isotype; old;	False
B16_GSE151829_Aire_KO_antiCTLA4(n=11)	B16_GSE151829_Aire_KO_antiCTLA4	B16	Melanoma	GSE151829	5	6	6	0	0.3067418052196312	0.13393350758353934	-0.17280829763609185	0.213083798709614	0.067858791673807	down	Responders	antiCTLA4;isotype	False
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	4	6	6	0	3.7428033598192023	3.5385546534677754	-0.2042487063514269	3.605122561058423	4.52404342655611	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
T11_GSE124821_day3_antiCTLA4&antiPD1(n=8)	T11_GSE124821_day3_antiCTLA4&antiPD1	T11	Mammary cancer, NOS	GSE124821	4	4	0	4	0.38341037208189027	0.10824127226688234	-0.2751690998150079	0.1386172103701514	0.06371769782288761	down	Non-responders	antiPD1; antiCTLA4;;no_treatment	False
CT26_GSE139475_antiPD1(n=14)	CT26_GSE139475_antiPD1	CT26	Colorectal carcinoma	GSE139475	5	9	5	4	1.074877193479072	0.7196925791129607	-0.35518461436611126	1.14179216114684	0.768022979415869	down	Non-responders,Responders	antiPD1;isotype	False
KPB25L_GSE124821_end_antiCTLA4&antiPD1(n=9)	KPB25L_GSE124821_end_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	6	3	3	0	7.042788403929737	6.677427960786484	-0.36536044314325267	6.797814259503889	6.61265884722995	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
KPB25L_GSE124821_day7_antiCTLA4&antiPD1(n=8)	KPB25L_GSE124821_day7_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	4	4	4	0	6.60477798042025	6.220481558311325	-0.38429642210892556	6.731727721928889	6.153254709008355	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
4T1_GSE130472_young_antiCTLA4(n=19)	4T1_GSE130472_young_antiCTLA4	4T1	Mammary carcinoma	GSE130472	7	12	12	0	5.477910590715585	5.0625940085278485	-0.4153165821877369	5.50943306211066	5.15621798179498	down	Responders	antiCTLA4; young;;isotype; young;	False
YTN16_GSE146027_day10_antiPD1(n=8)	YTN16_GSE146027_day10_antiPD1	YTN16	Gastric adenocarcinoma	GSE146027	4	4	0	4	1.5323433375286375	1.0878747763168308	-0.44446856121180667	1.55676392723924	1.091529689442325	down	Non-responders	antiPD1;no_treatment	False
MOC22_RU31562203_antiPD1(n=6)	MOC22_RU31562203_antiPD1	MOC22	Head and neck squamous cell carcinoma	RU31562203	3	3	3	0	7.024313305980783	6.345834165330583	-0.6784791406502002	7.04869258028266	6.56575765761271	down	Responders	antiPD1;isotype	False
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	6	4	4	0	6.758494650473035	5.6035902436552005	-1.1549044068178347	7.5766482367570696	6.02748638329944	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
KPB25L_GSE124821_day3_antiCTLA4&antiPD1(n=10)	KPB25L_GSE124821_day3_antiCTLA4&antiPD1	KPB25L	Mammary cancer, NOS	GSE124821	5	5	5	0	6.488255875465209	5.035062679020874	-1.4531931964443352	6.5597071918641	4.09155284944799	down	Responders	antiPD1; antiCTLA4;;no_treatment	False
YTN16_GSE146027_day21_antiCTLA4(n=10)	YTN16_GSE146027_day21_antiCTLA4	YTN16	Gastric adenocarcinoma	GSE146027	5	5	5	0	6.065160740408489	4.344375541065988	-1.720785199342501	6.23081676614005	4.45032966097183	down	Responders	antiCTLA4;no_treatment	False
