kind	k	cohorts	combo	score	malig_def	unit	n	rho	p	I2	stouffer_z	stouffer_p	note	loo	source	member_rhos	member_ns	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4	why
triple	3.0	GSE123902+GSE127465+GSE131907	GSE123902+GSE127465+GSE131907	mean	marker_malig+tisch_malig+author_malig	mixed	41	-0.4314689928093102	0.019902148483039554	15.040547123274239	-2.6074182900939955	0.009122784082541434	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE131907:-0.396	GSE123902:13,GSE127465:7,GSE131907:21	12.0	10.0	22.0	-0.5166666666666666	0.04431379228316605	-0.2722259318030419	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE127465+GSE189357	GSE123902+GSE127465+GSE189357	mean	marker_malig+tisch_malig+marker_malig	mixed	29	-0.48297620178129314	0.028851210718647033	11.852882949446968	-2.3918756453385916	0.016762520740393385	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE189357:-0.517	GSE123902:13,GSE127465:7,GSE189357:9	9.0	7.0	16.0	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE127465+GSE205335	GSE123902+GSE127465+GSE205335	mean	marker_malig+tisch_malig+author_malig	mixed	42	-0.33254052881741036	0.13843313639603272	35.69715462022779	-1.9334889714140986	0.05317599038222603	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE127465:0.107,GSE205335:-0.200	GSE123902:13,GSE127465:7,GSE205335:22	11.0	11.0	22.0	-0.5206611570247934	0.04178899680298453	-0.2332142735653298	False	Q4 drop
triple	3.0	GSE123902+GSE131907+GSE189357	GSE123902+GSE131907+GSE189357	mean	marker_malig+author_malig+marker_malig	mixed	43	-0.5025655934074454	0.001268739670789717	0.0	-3.206270673969155	0.001344674378537487	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE189357:-0.517	GSE123902:13,GSE131907:21,GSE189357:9	13.0	10.0	23.0	-0.6615384615384615	0.008395449977314264	-0.2747976069527426	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE131907+GSE205335	GSE123902+GSE131907+GSE205335	mean	marker_malig+author_malig+author_malig	mixed	56	-0.3913038036189557	0.0071140576297025315	8.995780243536583	-2.7868769103276927	0.005321868932714198	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE205335:-0.200	GSE123902:13,GSE131907:21,GSE205335:22	14.0	14.0	28.0	-0.5714285714285714	0.010769318472118442	-0.23780166722642135	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE131907+GSE207422	GSE123902+GSE131907+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	46	-0.4112890327849129	0.013434434078487186	11.988216337317288	-2.63860392964488	0.008324817867020157	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE131907:-0.396,GSE207422:-0.091	GSE123902:13,GSE131907:21,GSE207422:12	13.0	11.0	24.0	-0.5804195804195804	0.017530018461674984	-0.2836294416243655	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE189357+GSE205335	GSE123902+GSE189357+GSE205335	mean	marker_malig+marker_malig+author_malig	mixed	44	-0.4200941097025956	0.016617831206136337	14.411337655023319	-2.5443999915154953	0.010946565303047868	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE189357:-0.517,GSE205335:-0.200	GSE123902:13,GSE189357:9,GSE205335:22	11.0	11.0	22.0	-0.6528925619834711	0.010439075899985918	-0.2395803428052232	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE189357+GSE207422	GSE123902+GSE189357+GSE207422	mean	marker_malig+marker_malig+author_DRMref	mixed	34	-0.44784514586787594	0.02593961907382988	13.907076204274993	-2.3994017908851357	0.016421884314632516	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE189357:-0.517,GSE207422:-0.091	GSE123902:13,GSE189357:9,GSE207422:12	10.0	8.0	18.0	-0.8	0.0030622971799442386	-0.30177411540825927	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE205335+GSE207422	GSE123902+GSE205335+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	47	-0.3280577333619408	0.08623394291574589	30.11290743966173	-2.012724063912981	0.04414366636200303	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.654,GSE205335:-0.200,GSE207422:-0.091	GSE123902:13,GSE205335:22,GSE207422:12	12.0	12.0	24.0	-0.5694444444444444	0.01937331933159289	-0.24216923487415215	False	Q4 drop
triple	3.0	GSE127465+GSE131907+GSE189357	GSE127465+GSE131907+GSE189357	mean	tisch_malig+author_malig+marker_malig	mixed	37	-0.3596894092285943	0.046326663988107517	0.0	-1.9980748303653633	0.045708548031346705	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.107,GSE131907:-0.396,GSE189357:-0.517	GSE127465:7,GSE131907:21,GSE189357:9	11.0	9.0	20.0	-0.3939393939393939	0.14887949369946918	-0.19719395918556187	False	rho<0 p<0.05
triple	3.0	GSE131907+GSE189357+GSE205335	GSE131907+GSE189357+GSE205335	mean	author_malig+marker_malig+author_malig	mixed	52	-0.33191103974472147	0.023688250404699733	0.0	-2.2766356749329715	0.022807990669270473	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE189357:-0.517,GSE205335:-0.200	GSE131907:21,GSE189357:9,GSE205335:22	13.0	13.0	26.0	-0.5029585798816568	0.03125223885693879	-0.1983399620683706	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE131907+GSE189357+GSE207422	GSE131907+GSE189357+GSE207422	mean	author_malig+marker_malig+author_DRMref	mixed	42	-0.34290270809364387	0.04007430404918394	0.0	-2.066829942617665	0.03875018097393593	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE189357:-0.517,GSE207422:-0.091	GSE131907:21,GSE189357:9,GSE207422:12	12.0	10.0	22.0	-0.5	0.05175423288653064	-0.2614067366342193	False	rho<0 p<0.05
triple	3.0	GSE131907+GSE205335+GSE207422	GSE131907+GSE205335+GSE207422	mean	author_malig+author_malig+author_DRMref	mixed	55	-0.2596486293334358	0.07150145994586629	0.0	-1.8110722369659487	0.07012967045936695	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.396,GSE205335:-0.200,GSE207422:-0.091	GSE131907:21,GSE205335:22,GSE207422:12	14.0	14.0	28.0	-0.47959183673469385	0.032633216065285	-0.17984099901197076	False	Q4 drop
triple	3.0	GSE189357+GSE205335+GSE207422	GSE189357+GSE205335+GSE207422	mean	marker_malig+author_malig+author_DRMref	mixed	43	-0.23416177339239164	0.16416595896384412	0.0	-1.4114843548168943	0.15810184556185825	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE189357:-0.517,GSE205335:-0.200,GSE207422:-0.091	GSE189357:9,GSE205335:22,GSE207422:12	11.0	11.0	22.0	-0.5206611570247934	0.04178899680298453	-0.2706134171666716	False	Q4 drop
triple	3.0	GSE123902+GSE127465+GSE131907	GSE123902+GSE127465+GSE131907	pct	marker_malig+tisch_malig+author_malig	mixed	41	-0.4828873580860055	0.015735078017309934	26.84219168308028	-3.055758603227631	0.002244919167958528	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE131907:-0.522	GSE123902:13,GSE127465:7,GSE131907:21	12.0	10.0	22.0	-0.55	0.0321141793079075	-0.28416690279383167	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE127465+GSE189357	GSE123902+GSE127465+GSE189357	pct	marker_malig+tisch_malig+marker_malig	mixed	29	-0.48661981207756905	0.05165233225676751	29.4580992849406	-2.497713650195803	0.012499711739685362	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE189357:-0.600	GSE123902:13,GSE127465:7,GSE189357:9	9.0	7.0	16.0	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False	Q4 drop
triple	3.0	GSE123902+GSE127465+GSE205335	GSE123902+GSE127465+GSE205335	pct	marker_malig+tisch_malig+author_malig	mixed	42	-0.4392041068156703	0.028453677413247922	26.42602855614733	-2.75273085068791	0.005910046235752494	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE127465:0.179,GSE205335:-0.435	GSE123902:13,GSE127465:7,GSE205335:22	11.0	11.0	22.0	-0.6694214876033058	0.008624253827852812	-0.2836294416243655	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE131907+GSE148071	GSE123902+GSE131907+GSE148071	pct	marker_malig+author_malig+tisch_malig	mixed	56	-0.40716208143381055	0.0639592995796083	59.381844224757906	-2.675990502345602	0.007450875655608609	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE148071:-0.015	GSE123902:13,GSE131907:21,GSE148071:22	14.0	14.0	28.0	-0.4897959183673469	0.02907155995483803	-0.2786753734514373	False	Q4 drop
triple	3.0	GSE123902+GSE131907+GSE189357	GSE123902+GSE131907+GSE189357	pct	marker_malig+author_malig+marker_malig	mixed	43	-0.5795522947096824	0.00011391912682542526	0.0	-3.8134519174311525	0.0001370391967728441	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE189357:-0.600	GSE123902:13,GSE131907:21,GSE189357:9	13.0	10.0	23.0	-0.7230769230769231	0.0039289874708850715	-0.24929104120280599	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE131907+GSE205335	GSE123902+GSE131907+GSE205335	pct	marker_malig+author_malig+author_malig	mixed	56	-0.5218136869094381	7.240217090118928e-05	0.0	-3.920730557629751	8.828092750319099e-05	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE131907:-0.522,GSE205335:-0.435	GSE123902:13,GSE131907:21,GSE205335:22	14.0	14.0	28.0	-0.7346938775510203	0.0010188861995453222	-0.3115330024964838	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE123902+GSE148071+GSE205335	GSE123902+GSE148071+GSE205335	pct	marker_malig+tisch_malig+author_malig	mixed	57	-0.369799056109834	0.07331750518286657	53.873518119052235	-2.4353962806757394	0.014875488538663838	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE148071:-0.015,GSE205335:-0.435	GSE123902:13,GSE148071:22,GSE205335:22	15.0	13.0	28.0	-0.45641025641025645	0.04267518404909314	-0.2512992866780008	False	Q4 drop
triple	3.0	GSE123902+GSE189357+GSE205335	GSE123902+GSE189357+GSE205335	pct	marker_malig+marker_malig+author_malig	mixed	44	-0.535795647778375	0.0004012921070970465	0.0	-3.509639698217792	0.00044871427666245327	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE123902:-0.659,GSE189357:-0.600,GSE205335:-0.435	GSE123902:13,GSE189357:9,GSE205335:22	11.0	11.0	22.0	-0.8016528925619835	0.0016220041892740275	-0.45607309081917635	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE127465+GSE131907+GSE189357	GSE127465+GSE131907+GSE189357	pct	tisch_malig+author_malig+marker_malig	mixed	37	-0.4503460363513433	0.01753325016070948	8.609030254094252	-2.5923662915966714	0.009531822509767834	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE131907:-0.522,GSE189357:-0.600	GSE127465:7,GSE131907:21,GSE189357:9	11.0	9.0	20.0	-0.4545454545454546	0.09463839528709553	-0.3181621127422707	False	rho<0 p<0.05
triple	3.0	GSE127465+GSE131907+GSE205335	GSE127465+GSE131907+GSE205335	pct	tisch_malig+author_malig+author_malig	mixed	50	-0.4242312034416306	0.0037364533769984466	0.0	-2.867449099717139	0.00413795360228901	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE131907:-0.522,GSE205335:-0.435	GSE127465:7,GSE131907:21,GSE205335:22	13.0	13.0	26.0	-0.6094674556213018	0.008912702937838354	-0.291069582069315	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE127465+GSE189357+GSE205335	GSE127465+GSE189357+GSE205335	pct	tisch_malig+marker_malig+author_malig	mixed	38	-0.40040756873728445	0.022369609019605382	0.0	-2.2737961137278795	0.022978248030455874	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE127465:0.179,GSE189357:-0.600,GSE205335:-0.435	GSE127465:7,GSE189357:9,GSE205335:22	10.0	10.0	20.0	-0.6	0.025748080821108063	-0.3538782861230625	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE131907+GSE148071+GSE205335	GSE131907+GSE148071+GSE205335	pct	author_malig+tisch_malig+author_malig	mixed	65	-0.33744209851548745	0.04177433394371642	39.98341413681054	-2.5951492053488123	0.009454986405541915	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.522,GSE148071:-0.015,GSE205335:-0.435	GSE131907:21,GSE148071:22,GSE205335:22	17.0	15.0	32.0	-0.4745098039215686	0.023465791553119224	-0.2731990021302554	False	rho<0 p<0.05+Q4 drop
triple	3.0	GSE131907+GSE189357+GSE205335	GSE131907+GSE189357+GSE205335	pct	author_malig+marker_malig+author_malig	mixed	52	-0.4969801926539811	0.00034930371467486223	0.0	-3.554849410691287	0.0003781956294762255	Fisher-z RE of 3 cohort Spearmans; n=sum of patients		this_pr	GSE131907:-0.522,GSE189357:-0.600,GSE205335:-0.435	GSE131907:21,GSE189357:9,GSE205335:22	13.0	13.0	26.0	-0.6923076923076923	0.0029360137896547694	-0.3232877446405839	False	rho<0 p<0.05+Q4 drop
			GSE131907+GSE205335	pct			23														-0.705	0.000301			PR320_given Q4 drop
