kind	k	combo	score	n	rho	p	I2	stouffer_z	stouffer_p	n_q1	n_q4	n_compared	r_rb	p_q4q1	delta_median	thin_q4	malig_def	unit	source	loo	note	member_rhos	member_ns	parent_triple
pair	2	GSE189357+GSE205335	mean	31	-0.28366382600883505	0.14475507466739432	0.0	-1.477471205883464	0.1395493712176898	8.0	8.0	16.0	-0.5625	0.06495726495726495	-0.25365701497496274	False	marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE189357:-0.517,GSE205335:-0.200	GSE189357:9,GSE205335:22	
pair	2	GSE189357+GSE207422	mean	21	-0.2760574299975356	0.27236210310023623	0.0	-1.1183863308270912	0.2634020297836175	6.0	5.0	11.0	-0.6666666666666667	0.08225108225108226	-0.28667800504000895	True	marker_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE189357:-0.517,GSE207422:-0.091	GSE189357:9,GSE207422:12	
pair	2	GSE205335+GSE207422	mean	34	-0.1656489685826519	0.376327189077578	0.0	-0.8961059687207521	0.3701961695609385	9.0	9.0	18.0	-0.4814814814814815	0.0933976745287926	-0.22676680076244762	False	author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE205335:-0.200,GSE207422:-0.091	GSE205335:22,GSE207422:12	
pair	2	GSE123902+GSE127465	pct	20	-0.3650657156043213	0.42517777027082315	62.96615429651617	-1.867142662641529	0.06188166806248287	5.0	5.0	10.0	-0.52	0.2222222222222222	-0.1652431982381222	True	marker_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE127465:0.179	GSE123902:13,GSE127465:7	
pair	2	GSE123902+GSE131907	pct	34	-0.575072194708154	0.0005276801167933881	0.0	-3.4115352648322785	0.0006459814482360442	10.0	8.0	18.0	-0.7	0.011655011655011656	-0.31861103920984013	False	marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE131907:-0.522	GSE123902:13,GSE131907:21	
pair	2	GSE123902+GSE148071	pct	35	-0.3565618207622819	0.3352091594514526	74.6794059384078	-1.4940849504026112	0.13515341700128974	9.0	9.0	18.0	-0.33333333333333337	0.25099827044292256	-0.2512992866780008	False	marker_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE148071:-0.015	GSE123902:13,GSE148071:22	
pair	2	GSE123902+GSE189357	pct	22	-0.6379499601325548	0.002537473811973913	0.0	-2.984070444897235	0.002844412765832202	7.0	5.0	12.0	-1.0	0.0025252525252525255	-0.3563523583449021	True	marker_malig+marker_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE189357:-0.600	GSE123902:13,GSE189357:9	
pair	2	GSE123902+GSE205335	pct	35	-0.5216496284908236	0.0018340012201820794	0.0	-3.078717583187899	0.002078936568128932	9.0	9.0	18.0	-0.8024691358024691	0.004718198728115028	-0.5001221896383187	False	marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE123902:-0.659,GSE205335:-0.435	GSE123902:13,GSE205335:22	
pair	2	GSE127465+GSE131907	pct	28	-0.3161082726006362	0.3600819849892791	47.05713605415528	-2.032571659566812	0.0420958171660875	7.0	7.0	14.0	-0.4285714285714286	0.20862470862470864	-0.2551411409634277	False	tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE131907:-0.522	GSE127465:7,GSE131907:21	
pair	2	GSE127465+GSE148071	pct	29	0.01879506424197658	0.9281691469121212	0.0	0.09855391255271015	0.9214924642514052	8.0	7.0	15.0	-0.0357142857142857	0.9550893550893552	-0.12027171380965734	False	tisch_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE148071:-0.015	GSE127465:7,GSE148071:22	
pair	2	GSE127465+GSE189357	pct	16	-0.2949804516365966	0.48383850262030703	45.41039337215604	-1.0807843246324618	0.2797930628505777	4.0	4.0	8.0	-0.25	0.6857142857142857	-0.13703222270109705	True	tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE189357:-0.600	GSE127465:7,GSE189357:9	
pair	2	GSE127465+GSE205335	pct	29	-0.28720239210210696	0.30024978012358317	27.701464601441117	-1.68080548421311	0.09280070306913592	8.0	7.0	15.0	-0.5714285714285714	0.0721056721056721	-0.222612480910889	False	tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE127465:0.179,GSE205335:-0.435	GSE127465:7,GSE205335:22	
pair	2	GSE131907+GSE148071	pct	43	-0.2863879032186589	0.29605893058402	65.98254707403338	-1.741526428194671	0.08159134489169045	11.0	11.0	22.0	-0.4049586776859504	0.11503496229473924	-0.21230425583791482	False	author_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE148071:-0.015	GSE131907:21,GSE148071:22	
pair	2	GSE131907+GSE189357	pct	30	-0.5424924995584873	0.002910690018538355	0.0	-2.9564687566932566	0.0031118375664090907	9.0	7.0	16.0	-0.6190476190476191	0.04178321678321679	-0.36468164188752433	False	author_malig+marker_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE189357:-0.600	GSE131907:21,GSE189357:9	
pair	2	GSE131907+GSE205335	pct	43	-0.4787109080847739	0.0015191063422345722	0.0	-3.144426482866681	0.001664127187209751	11.0	11.0	22.0	-0.7024793388429752	0.00581685721588046	-0.31764884029144325	False	author_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE131907:-0.522,GSE205335:-0.435	GSE131907:21,GSE205335:22	
pair	2	GSE148071+GSE189357	pct	31	-0.2637066820647359	0.4107558014472008	52.279673253220814	-0.8954851366378808	0.37052780770782257	8.0	8.0	16.0	-0.25	0.4418026418026417	-0.17288997059945566	False	tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE148071:-0.015,GSE189357:-0.600	GSE148071:22,GSE189357:9	
pair	2	GSE148071+GSE205335	pct	44	-0.23630901982013466	0.28571043977399424	48.300920679650815	-1.4795478498519712	0.13899395263005654	12.0	10.0	22.0	-0.35	0.17646171380243192	-0.21305128548809116	False	tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE148071:-0.015,GSE205335:-0.435	GSE148071:22,GSE205335:22	
pair	2	GSE189357+GSE205335	pct	31	-0.4783764213621875	0.00920396129366116	0.0	-2.602186713900326	0.009263140509539572	8.0	8.0	16.0	-0.75	0.010411810411810413	-0.46968822827203727	False	marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 2 cohort Spearmans; n=sum of patients	GSE189357:-0.600,GSE205335:-0.435	GSE189357:9,GSE205335:22	
triple	3	GSE123902+GSE127465+GSE131907	mean	41	-0.4314689928093102	0.019902148483039554	15.040547123274239	-2.6074182900939955	0.009122784082541434	12.0	10.0	22.0	-0.5166666666666666	0.04431379228316605	-0.2722259318030419	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE127465:0.107,GSE131907:-0.396	GSE123902:13,GSE127465:7,GSE131907:21	
triple	3	GSE123902+GSE127465+GSE148071	mean	42	-0.21246545883843015	0.4865632898112543	61.80865426961102	-0.9875537127519457	0.3233712648796917	11.0	11.0	22.0	-0.2892561983471075	0.26429152373398135	-0.1876168263409571	False	marker_malig+tisch_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE127465:0.107,GSE148071:0.080	GSE123902:13,GSE127465:7,GSE148071:22	
triple	3	GSE123902+GSE127465+GSE189357	mean	29	-0.48297620178129314	0.028851210718647033	11.852882949446968	-2.3918756453385916	0.016762520740393385	9.0	7.0	16.0	-0.6190476190476191	0.04178321678321679	-0.2805472291874779	False	marker_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE127465:0.107,GSE189357:-0.517	GSE123902:13,GSE127465:7,GSE189357:9	
triple	3	GSE123902+GSE127465+GSE205335	mean	42	-0.33254052881741036	0.13843313639603272	35.69715462022779	-1.9334889714140986	0.05317599038222603	11.0	11.0	22.0	-0.5206611570247934	0.04178899680298453	-0.2332142735653298	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE127465:0.107,GSE205335:-0.200	GSE123902:13,GSE127465:7,GSE205335:22	
triple	3	GSE123902+GSE127465+GSE207422	mean	32	-0.31188596202056923	0.24201390221075092	39.4934705421962	-1.6787879407447022	0.09319337968168236	8.0	8.0	16.0	-0.46875	0.13038073038073036	-0.23696355236504874	False	marker_malig+tisch_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE127465:0.107,GSE207422:-0.091	GSE123902:13,GSE127465:7,GSE207422:12	
triple	3	GSE123902+GSE131907+GSE148071	mean	56	-0.3274390566317394	0.16099986673159006	62.38641752434195	-1.994248828884381	0.04612486835795736	14.0	14.0	28.0	-0.37755102040816324	0.09352482094264832	-0.215002943614235	False	marker_malig+author_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE131907:-0.396,GSE148071:0.080	GSE123902:13,GSE131907:21,GSE148071:22	
triple	3	GSE123902+GSE131907+GSE189357	mean	43	-0.5025655934074454	0.001268739670789717	0.0	-3.206270673969155	0.001344674378537487	13.0	10.0	23.0	-0.6615384615384615	0.008395449977314264	-0.2747976069527426	False	marker_malig+author_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE131907:-0.396,GSE189357:-0.517	GSE123902:13,GSE131907:21,GSE189357:9	
triple	3	GSE123902+GSE131907+GSE205335	mean	56	-0.3913038036189557	0.0071140576297025315	8.995780243536583	-2.7868769103276927	0.005321868932714198	14.0	14.0	28.0	-0.5714285714285714	0.010769318472118442	-0.23780166722642135	False	marker_malig+author_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE131907:-0.396,GSE205335:-0.200	GSE123902:13,GSE131907:21,GSE205335:22	
triple	3	GSE123902+GSE131907+GSE207422	mean	46	-0.4112890327849129	0.013434434078487186	11.988216337317288	-2.63860392964488	0.008324817867020157	13.0	11.0	24.0	-0.5804195804195804	0.017530018461674984	-0.2836294416243655	False	marker_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE131907:-0.396,GSE207422:-0.091	GSE123902:13,GSE131907:21,GSE207422:12	
triple	3	GSE123902+GSE148071+GSE189357	mean	44	-0.3618290399918176	0.20345088123305466	63.57061431731738	-1.6258889923100615	0.10397327220901846	11.0	11.0	22.0	-0.4545454545454546	0.07623611561456439	-0.2512992866780008	False	marker_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE148071:0.080,GSE189357:-0.517	GSE123902:13,GSE148071:22,GSE189357:9	
triple	3	GSE123902+GSE148071+GSE205335	mean	57	-0.25335123565508877	0.2598377974105158	58.91501460755364	-1.4475823114448485	0.14773390106534742	15.0	13.0	28.0	-0.40512820512820513	0.07240734006074492	-0.2513027620236301	False	marker_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE148071:0.080,GSE205335:-0.200	GSE123902:13,GSE148071:22,GSE205335:22	
triple	3	GSE123902+GSE148071+GSE207422	mean	47	-0.23409943060217817	0.36730018149552246	59.79957204390578	-1.1312153997744734	0.257964441784019	12.0	12.0	24.0	-0.36111111111111116	0.14095521914437145	-0.2570729510396911	False	marker_malig+tisch_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE148071:0.080,GSE207422:-0.091	GSE123902:13,GSE148071:22,GSE207422:12	
triple	3	GSE123902+GSE189357+GSE205335	mean	44	-0.4200941097025956	0.016617831206136337	14.411337655023319	-2.5443999915154953	0.010946565303047868	11.0	11.0	22.0	-0.6528925619834711	0.010439075899985918	-0.2395803428052232	False	marker_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE189357:-0.517,GSE205335:-0.200	GSE123902:13,GSE189357:9,GSE205335:22	
triple	3	GSE123902+GSE189357+GSE207422	mean	34	-0.44784514586787594	0.02593961907382988	13.907076204274993	-2.3994017908851357	0.016421884314632516	10.0	8.0	18.0	-0.8	0.0030622971799442386	-0.30177411540825927	False	marker_malig+marker_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE189357:-0.517,GSE207422:-0.091	GSE123902:13,GSE189357:9,GSE207422:12	
triple	3	GSE123902+GSE205335+GSE207422	mean	47	-0.3280577333619408	0.08623394291574589	30.11290743966173	-2.012724063912981	0.04414366636200303	12.0	12.0	24.0	-0.5694444444444444	0.01937331933159289	-0.24216923487415215	False	marker_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE123902:-0.654,GSE205335:-0.200,GSE207422:-0.091	GSE123902:13,GSE205335:22,GSE207422:12	
triple	3	GSE127465+GSE131907+GSE148071	mean	50	-0.13031474225879563	0.47723046999197016	21.98973525807891	-0.8666221511003543	0.38614907253151964	13.0	13.0	26.0	-0.21893491124260356	0.3559671197337311	-0.1501297195848973	False	tisch_malig+author_malig+tisch_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE131907:-0.396,GSE148071:0.080	GSE127465:7,GSE131907:21,GSE148071:22	
triple	3	GSE127465+GSE131907+GSE189357	mean	37	-0.3596894092285943	0.046326663988107517	0.0	-1.9980748303653633	0.045708548031346705	11.0	9.0	20.0	-0.3939393939393939	0.14887949369946918	-0.19719395918556187	False	tisch_malig+author_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE131907:-0.396,GSE189357:-0.517	GSE127465:7,GSE131907:21,GSE189357:9	
triple	3	GSE127465+GSE131907+GSE205335	mean	50	-0.26142166523169375	0.08658527883719333	0.0	-1.7152679295449866	0.08629611556519085	13.0	13.0	26.0	-0.4556213017751479	0.05132911710792309	-0.132041231126597	False	tisch_malig+author_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE131907:-0.396,GSE205335:-0.200	GSE127465:7,GSE131907:21,GSE205335:22	
triple	3	GSE127465+GSE131907+GSE207422	mean	40	-0.2504467378508702	0.1542347369879058	0.0	-1.423768812987892	0.15451340641378947	10.0	10.0	20.0	-0.36	0.18587673236587576	-0.16434533464153064	False	tisch_malig+author_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE131907:-0.396,GSE207422:-0.091	GSE127465:7,GSE131907:21,GSE207422:12	
triple	3	GSE127465+GSE148071+GSE189357	mean	38	-0.05482258504578794	0.7730848188281703	2.573521034679127	-0.2778182642263686	0.781151870072518	10.0	10.0	20.0	-0.18000000000000005	0.5205228832757727	-0.11109417775264974	False	tisch_malig+tisch_malig+marker_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE148071:0.080,GSE189357:-0.517	GSE127465:7,GSE148071:22,GSE189357:9	
triple	3	GSE127465+GSE148071+GSE205335	mean	51	-0.04555710654664622	0.7676514381107462	0.0	-0.2941565906242014	0.7686382495761905	14.0	12.0	26.0	-0.27380952380952384	0.2471599732119072	-0.1290668409122508	False	tisch_malig+tisch_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE148071:0.080,GSE205335:-0.200	GSE127465:7,GSE148071:22,GSE205335:22	
triple	3	GSE127465+GSE148071+GSE207422	mean	41	0.03516327324859206	0.842266221529308	0.0	0.20320689843440237	0.8389733211525786	11.0	10.0	21.0	-0.18181818181818177	0.5035147104262714	-0.14372121089069484	False	tisch_malig+tisch_malig+author_DRMref	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE148071:0.080,GSE207422:-0.091	GSE127465:7,GSE148071:22,GSE207422:12	
triple	3	GSE127465+GSE189357+GSE205335	mean	38	-0.23227939692617683	0.20262208963221096	0.0	-1.28688382629695	0.19813478341888413	10.0	10.0	20.0	-0.43999999999999995	0.10410988966022681	-0.13707767365759746	False	tisch_malig+marker_malig+author_malig	mixed	this_pr		Fisher-z RE of 3 cohort Spearmans; n=sum of patients	GSE127465:0.107,GSE189357:-0.517,GSE205335:-0.200	GSE127465:7,GSE189357:9,GSE205335:22	
