nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
50	31	31	0	1.0	0.0	0.13772164285182953		T lymphocytes	1	31			False		
51	31	0	31	0.0	1.0	1.7746803760528564	1.7746803760528564	Epithelial cells	1	31			False		
52	31	0	31	0.0	1.0	1.1528470516204834	1.1528470516204834	Epithelial cells	1	31			False		
53	31	0	31	0.0	1.0	2.321220636367798	2.321220636367798	Epithelial cells	1	31			False		
54	31	0	0	0.0	0.0	0.004475163295865059		B lymphocytes	4	31			False		
55	31	0	31	0.0	1.0	2.0521798133850098	2.0521798133850098	Epithelial cells	2	31			False		
56	31	0	0	0.0	0.0	0.08675026148557663		B lymphocytes	1	31			False		
57	31	0	31	0.0	1.0	2.1694812774658203	2.1694812774658203	Epithelial cells	1	31			False		
58	31	0	31	0.0	1.0	2.013640880584717	2.013640880584717	Epithelial cells	1	31			False		
59	31	0	31	0.0	1.0	1.7773157358169556	1.7773157358169556	Epithelial cells	2	31			False		
60	31	0	31	0.0	1.0	1.6245312690734863	1.6245312690734863	Epithelial cells	1	31			False		
61	31	31	0	1.0	0.0	0.11728338897228241		T lymphocytes	1	31			False		
62	31	0	31	0.0	1.0	0.41485849022865295	0.41485849022865295	Epithelial cells	1	31			False		
63	31	0	31	0.0	1.0	1.9809701442718506	1.9809701442718506	Epithelial cells	3	31			False		
64	31	31	0	1.0	0.0	0.13039247691631317		T lymphocytes	1	31			False		
65	31	0	0	0.0	0.0	0.07960351556539536		Myeloid cells	1	31			False		
66	31	0	0	0.0	0.0	0.027473045513033867		Myeloid cells	1	31			False		
67	31	0	31	0.0	1.0	1.1797555685043335	1.1797555685043335	Epithelial cells	2	31			False		
68	31	0	31	0.0	1.0	1.663791298866272	1.663791298866272	Epithelial cells	3	31			False		
69	31	31	0	1.0	0.0	0.06728850305080414		T lymphocytes	1	31			False		
70	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
71	31	0	0	0.0	0.0	0.10234253108501434		Myeloid cells	1	31			False		
72	31	0	0	0.0	0.0	0.19491992890834808		Myeloid cells	1	31			False		
73	31	0	0	0.0	0.0	0.2278999537229538		Myeloid cells	1	31			False		
74	31	0	0	0.0	0.0	0.34750640392303467		B lymphocytes	1	31			False		
75	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
76	31	0	31	0.0	1.0	2.2853894233703613	2.2853894233703613	Epithelial cells	1	31			False		
77	31	0	31	0.0	1.0	1.3882672786712646	1.3882672786712646	Epithelial cells	2	31			False		
78	31	0	0	0.0	0.0	0.4471738934516907		Myeloid cells	1	31			False		
79	31	31	0	1.0	0.0	0.03371261805295944		T lymphocytes	1	31			False		
80	31	31	0	1.0	0.0	0.12531845271587372		T lymphocytes	1	31			False		
81	31	0	0	0.0	0.0	0.047410789877176285		Myeloid cells	1	31			False		
82	31	0	31	0.0	1.0	1.8817837238311768	1.8817837238311768	Epithelial cells	1	31			False		
83	31	0	31	0.0	1.0	1.8398454189300537	1.8398454189300537	Epithelial cells	3	31			False		
84	31	1	0	0.03225806451612903	0.0	0.07631992548704147		B lymphocytes	1	31			False		
85	31	0	31	0.0	1.0	2.0880417823791504	2.0880417823791504	Epithelial cells	1	31			False		
86	31	0	31	0.0	1.0	1.9803005456924438	1.9803005456924438	Epithelial cells	3	31			False		
87	31	0	31	0.0	1.0	1.9264849424362183	1.9264849424362183	Epithelial cells	1	31			False		
88	31	0	30	0.0	0.967741935483871	1.0716826915740967	1.0092450380325317	Epithelial cells	2	31			False		
89	31	0	31	0.0	1.0	1.2025651931762695	1.2025651931762695	Epithelial cells	1	31			False		
90	31	0	31	0.0	1.0	1.9439252614974976	1.9439252614974976	Epithelial cells	1	31			False		
91	31	0	31	0.0	1.0	1.1590945720672607	1.1590945720672607	Epithelial cells	1	31			False		
92	31	0	0	0.0	0.0	0.01772479899227619		Myeloid cells	3	31			False		
93	31	31	0	1.0	0.0	0.1403362900018692		T lymphocytes	1	31			False		
94	31	0	31	0.0	1.0	1.7884272336959839	1.7884272336959839	Epithelial cells	1	31			False		
95	31	0	31	0.0	1.0	1.6269265413284302	1.6269265413284302	Epithelial cells	1	31			False		
96	31	0	0	0.0	0.0	0.5377647280693054		Myeloid cells	1	31			False		
97	31	0	31	0.0	1.0	1.626731514930725	1.626731514930725	Epithelial cells	1	31			False		
98	31	0	31	0.0	1.0	2.025693655014038	2.025693655014038	Epithelial cells	2	31			False		
99	31	0	31	0.0	1.0	2.2388830184936523	2.2388830184936523	Epithelial cells	2	31			False		
100	31	0	31	0.0	1.0	1.924979567527771	1.924979567527771	Epithelial cells	2	31			False		
101	31	0	31	0.0	1.0	2.159086227416992	2.159086227416992	Epithelial cells	3	31			False		
102	31	0	0	0.0	0.0	0.056794654577970505		Myeloid cells	1	31			False		
103	31	0	0	0.0	0.0	0.08652059733867645		Myeloid cells	3	31			False		
104	31	0	0	0.0	0.0	0.10065499693155289		Myeloid cells	4	31			False		
105	31	31	0	1.0	0.0	0.0473177433013916		T lymphocytes	1	31			False		
106	31	0	0	0.0	0.0	0.14545176923274994		Myeloid cells	1	31			False		
107	31	0	31	0.0	1.0	1.5275453329086304	1.5275453329086304	Epithelial cells	2	31			False		
108	31	0	0	0.0	0.0	0.113380067050457		Myeloid cells	1	31			False		
109	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
110	31	0	31	0.0	1.0	1.3588511943817139	1.3588511943817139	Epithelial cells	1	31			False		
111	31	0	31	0.0	1.0	2.216559648513794	2.216559648513794	Epithelial cells	2	31			False		
112	31	31	0	1.0	0.0	0.16294223070144653		T lymphocytes	1	31			False		
113	31	0	31	0.0	1.0	0.8677699565887451	0.8677699565887451	Epithelial cells	3	31			False		
114	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
115	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
116	31	0	31	0.0	1.0	1.6149619817733765	1.6149619817733765	Epithelial cells	1	31			False		
117	31	0	0	0.0	0.0	0.02930568903684616		Myeloid cells	2	31			False		
118	31	0	0	0.0	0.0	0.3934631943702698		Myeloid cells	1	31			False		
119	31	0	31	0.0	1.0	1.5253808498382568	1.5253808498382568	Epithelial cells	2	31			False		
120	31	0	31	0.0	1.0	1.6312814950942993	1.6312814950942993	Epithelial cells	1	31			False		
121	31	0	31	0.0	1.0	2.069600820541382	2.069600820541382	Epithelial cells	2	31			False		
122	31	0	30	0.0	0.967741935483871	1.2148319482803345	1.2553263902664185	Epithelial cells	1	31			False		
123	31	0	31	0.0	1.0	1.8818365335464478	1.8818365335464478	Epithelial cells	1	31			False		
124	31	0	31	0.0	1.0	0.9890978336334229	0.9890978336334229	Epithelial cells	1	31			False		
125	31	0	0	0.0	0.0	0.07037827372550964		Myeloid cells	2	31			False		
126	31	0	0	0.0	0.0	0.009666013531386852		Myeloid cells	2	31			False		
127	31	0	31	0.0	1.0	1.984474539756775	1.984474539756775	Epithelial cells	2	31			False		
128	31	0	31	0.0	1.0	1.3644057512283325	1.3644057512283325	Epithelial cells	1	31			False		
129	31	0	0	0.0	0.0	0.12735117971897125		B lymphocytes	1	31			False		
130	31	0	31	0.0	1.0	1.723727822303772	1.723727822303772	Epithelial cells	1	31			False		
131	31	0	31	0.0	1.0	0.9985337257385254	0.9985337257385254	Epithelial cells	1	31			False		
132	31	0	31	0.0	1.0	2.0007495880126953	2.0007495880126953	Epithelial cells	1	31			False		
133	31	0	31	0.0	1.0	1.7186830043792725	1.7186830043792725	Epithelial cells	1	31			False		
134	31	0	31	0.0	1.0	2.437054395675659	2.437054395675659	Epithelial cells	1	31			False		
135	31	0	31	0.0	1.0	1.3938016891479492	1.3938016891479492	Epithelial cells	1	31			False		
136	31	0	31	0.0	1.0	1.1030185222625732	1.1030185222625732	Epithelial cells	1	31			False		
137	31	0	31	0.0	1.0	1.350694179534912	1.350694179534912	Epithelial cells	1	31			False		
138	31	1	30	0.03225806451612903	0.967741935483871	1.1251499652862549	1.162654995918274	Epithelial cells	7	31	-0.14285714285714288	0.7599453002180927	True	0.9456292858669998	0.928253005017017
139	31	0	31	0.0	1.0	1.684714436531067	1.684714436531067	Epithelial cells	1	31			False		
140	31	0	31	0.0	1.0	1.6180516481399536	1.6180516481399536	Epithelial cells	2	31			False		
141	31	0	0	0.0	0.0	0.15433458983898163		Myeloid cells	1	31			False		
142	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
143	31	0	0	0.0	0.0	0.017645051702857018		Myeloid cells	2	31			False		
144	31	0	31	0.0	1.0	0.9436624050140381	0.9436624050140381	Epithelial cells	1	31			False		
145	31	0	0	0.0	0.0	0.08898677676916122		Myeloid cells	2	31			False		
146	31	31	0	1.0	0.0	0.11873356252908707		T lymphocytes	1	31			False		
147	31	0	31	0.0	1.0	1.8357290029525757	1.8357290029525757	Epithelial cells	1	31			False		
148	31	0	31	0.0	1.0	2.3328146934509277	2.3328146934509277	Epithelial cells	1	31			False		
149	31	0	31	0.0	1.0	1.9412612915039062	1.9412612915039062	Epithelial cells	2	31			False		
150	31	0	31	0.0	1.0	1.375264286994934	1.375264286994934	Epithelial cells	1	31			False		
151	31	0	31	0.0	1.0	1.2349549531936646	1.2349549531936646	Epithelial cells	1	31			False		
152	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
153	31	0	31	0.0	1.0	2.0163018703460693	2.0163018703460693	Epithelial cells	1	31			False		
154	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
155	31	0	1	0.0	0.03225806451612903	0.10407894104719162	2.036881923675537	Myeloid cells	6	31	-0.942857142857143	0.004804664723032055	True	0.06246064139941672	0.06086482743163854
156	31	0	31	0.0	1.0	1.3587076663970947	1.3587076663970947	Epithelial cells	1	31			False		
157	31	0	31	0.0	1.0	1.3813629150390625	1.3813629150390625	Epithelial cells	1	31			False		
158	31	0	31	0.0	1.0	1.7559154033660889	1.7559154033660889	Epithelial cells	1	31			False		
159	31	0	31	0.0	1.0	1.968723177909851	1.968723177909851	Epithelial cells	3	31			False		
160	31	0	31	0.0	1.0	2.2268078327178955	2.2268078327178955	Epithelial cells	1	31			False		
161	31	31	0	1.0	0.0	0.28042423725128174		T lymphocytes	1	31			False		
162	31	31	0	1.0	0.0	0.11528170853853226		T lymphocytes	1	31			False		
163	31	0	0	0.0	0.0	0.10123060643672943		Myeloid cells	1	31			False		
164	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
165	31	0	31	0.0	1.0	0.6384666562080383	0.6384666562080383	Epithelial cells	1	31			False		
166	31	31	0	1.0	0.0	0.06360957771539688		T lymphocytes	1	31			False		
167	31	0	31	0.0	1.0	2.3510873317718506	2.3510873317718506	Epithelial cells	1	31			False		
168	31	0	31	0.0	1.0	1.8294191360473633	1.8294191360473633	Epithelial cells	1	31			False		
169	31	0	31	0.0	1.0	2.1894898414611816	2.1894898414611816	Epithelial cells	1	31			False		
170	31	0	31	0.0	1.0	1.6934159994125366	1.6934159994125366	Epithelial cells	1	31			False		
171	31	0	0	0.0	0.0	0.045423731207847595		MAST cells	1	31			False		
172	31	0	0	0.0	0.0	0.05481704697012901		Myeloid cells	1	31			False		
173	31	0	31	0.0	1.0	1.3744137287139893	1.3744137287139893	Epithelial cells	1	31			False		
174	31	0	31	0.0	1.0	2.4910778999328613	2.4910778999328613	Epithelial cells	2	31			False		
175	31	0	31	0.0	1.0	1.4773601293563843	1.4773601293563843	Epithelial cells	1	31			False		
176	31	31	0	1.0	0.0	0.13470274209976196		T lymphocytes	1	31			False		
177	31	0	31	0.0	1.0	1.7688685655593872	1.7688685655593872	Epithelial cells	2	31			False		
178	31	0	31	0.0	1.0	1.7144376039505005	1.7144376039505005	Epithelial cells	1	31			False		
179	31	0	31	0.0	1.0	1.794859528541565	1.794859528541565	Epithelial cells	1	31			False		
180	31	0	31	0.0	1.0	2.154200792312622	2.154200792312622	Epithelial cells	1	31			False		
181	31	0	30	0.0	0.967741935483871	1.5510188341140747	1.6027195453643799	Epithelial cells	1	31			False		
182	31	0	0	0.0	0.0	0.171880841255188		Myeloid cells	1	31			False		
183	31	0	0	0.0	0.0	0.09222866594791412		Myeloid cells	3	31			False		
184	31	0	0	0.0	0.0	0.050577033311128616		B lymphocytes	1	31			False		
185	31	0	31	0.0	1.0	0.51633220911026	0.51633220911026	Epithelial cells	3	31			False		
186	31	0	31	0.0	1.0	1.457271933555603	1.457271933555603	Epithelial cells	2	31			False		
187	31	0	31	0.0	1.0	1.6699687242507935	1.6699687242507935	Epithelial cells	1	31			False		
188	31	0	0	0.0	0.0	0.05123352259397507		Myeloid cells	1	31			False		
189	31	0	0	0.0	0.0	0.41903191804885864		Myeloid cells	1	31			False		
190	31	0	31	0.0	1.0	1.3925471305847168	1.3925471305847168	Epithelial cells	1	31			False		
191	31	0	31	0.0	1.0	1.6889175176620483	1.6889175176620483	Epithelial cells	1	31			False		
192	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
193	31	0	31	0.0	1.0	1.1940832138061523	1.1940832138061523	Epithelial cells	1	31			False		
194	31	0	0	0.0	0.0	0.07190775126218796		Myeloid cells	4	31			False		
195	31	0	0	0.0	0.0	0.06886369735002518		Myeloid cells	1	31			False		
196	31	0	31	0.0	1.0	2.111811399459839	2.111811399459839	Epithelial cells	1	31			False		
197	31	0	31	0.0	1.0	1.2694826126098633	1.2694826126098633	Epithelial cells	1	31			False		
198	31	31	0	1.0	0.0	0.3256053328514099		T lymphocytes	1	31			False		
199	31	0	31	0.0	1.0	1.5998858213424683	1.5998858213424683	Epithelial cells	1	31			False		
200	31	0	31	0.0	1.0	1.380968451499939	1.380968451499939	Epithelial cells	2	31			False		
201	31	0	31	0.0	1.0	1.632763385772705	1.632763385772705	Epithelial cells	1	31			False		
202	31	0	31	0.0	1.0	1.3356225490570068	1.3356225490570068	Epithelial cells	2	31			False		
203	31	0	31	0.0	1.0	1.4959614276885986	1.4959614276885986	Epithelial cells	1	31			False		
204	31	0	31	0.0	1.0	1.7371271848678589	1.7371271848678589	Epithelial cells	3	31			False		
205	31	0	31	0.0	1.0	1.9332358837127686	1.9332358837127686	Epithelial cells	1	31			False		
206	31	0	0	0.0	0.0	0.5563437938690186		Myeloid cells	1	31			False		
207	31	0	31	0.0	1.0	1.2736140489578247	1.2736140489578247	Epithelial cells	1	31			False		
208	31	31	0	1.0	0.0	0.17993077635765076		T lymphocytes	1	31			False		
209	31	0	31	0.0	1.0	2.1616058349609375	2.1616058349609375	Epithelial cells	1	31			False		
210	31	31	0	1.0	0.0	0.0499279722571373		T lymphocytes	1	31			False		
211	31	0	31	0.0	1.0	2.097264289855957	2.097264289855957	Epithelial cells	2	31			False		
212	31	0	31	0.0	1.0	2.439610242843628	2.439610242843628	Epithelial cells	1	31			False		
213	31	0	31	0.0	1.0	1.808996558189392	1.808996558189392	Epithelial cells	2	31			False		
214	31	0	0	0.0	0.0	0.051478009670972824		MAST cells	1	31			False		
215	31	0	28	0.0	0.9032258064516129	0.4063437283039093	0.44988057017326355	Epithelial cells	2	31			False		
216	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
217	31	1	0	0.03225806451612903	0.0	0.11022864282131195		B lymphocytes	1	31			False		
218	31	0	31	0.0	1.0	1.3746116161346436	1.3746116161346436	Epithelial cells	1	31			False		
219	31	0	31	0.0	1.0	1.3364472389221191	1.3364472389221191	Epithelial cells	1	31			False		
220	31	0	31	0.0	1.0	1.6460965871810913	1.6460965871810913	Epithelial cells	1	31			False		
221	31	0	29	0.0	0.9354838709677419	0.8505231738090515	0.9091799259185791	Epithelial cells	1	31			False		
222	31	0	31	0.0	1.0	1.0851640701293945	1.0851640701293945	Epithelial cells	1	31			False		
223	31	0	31	0.0	1.0	1.1699965000152588	1.1699965000152588	Epithelial cells	1	31			False		
224	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
225	31	0	31	0.0	1.0	1.2477688789367676	1.2477688789367676	Epithelial cells	1	31			False		
226	31	0	0	0.0	0.0	0.5873085260391235		B lymphocytes	1	31			False		
227	31	0	0	0.0	0.0	0.6818028688430786		Myeloid cells	1	31			False		
228	31	0	31	0.0	1.0	1.9695407152175903	1.9695407152175903	Epithelial cells	3	31			False		
229	31	0	31	0.0	1.0	2.1381137371063232	2.1381137371063232	Epithelial cells	2	31			False		
230	31	0	31	0.0	1.0	1.339302897453308	1.339302897453308	Epithelial cells	1	31			False		
231	31	0	18	0.0	0.5806451612903226	0.9317010045051575	1.6045961380004883	Epithelial cells	6	31	0.3142857142857143	0.5440932944606415	True	0.8841516034985424	0.858853502863322
232	31	0	0	0.0	0.0	0.14967475831508636		Myeloid cells	1	31			False		
233	31	0	31	0.0	1.0	2.0957870483398438	2.0957870483398438	Epithelial cells	1	31			False		
234	31	0	31	0.0	1.0	1.185697317123413	1.185697317123413	Epithelial cells	2	31			False		
235	31	0	31	0.0	1.0	1.2004276514053345	1.2004276514053345	Epithelial cells	1	31			False		
236	31	0	31	0.0	1.0	2.262181282043457	2.262181282043457	Epithelial cells	2	31			False		
237	31	0	29	0.0	0.9354838709677419	1.0151879787445068	0.9830116629600525	Epithelial cells	1	31			False		
238	31	1	30	0.03225806451612903	0.967741935483871	0.8088834881782532	0.7888889908790588	Epithelial cells	2	31			False		
239	31	0	31	0.0	1.0	1.9415373802185059	1.9415373802185059	Epithelial cells	3	31			False		
240	31	31	0	1.0	0.0	0.39628756046295166		T lymphocytes	1	31			False		
241	31	0	31	0.0	1.0	1.393763542175293	1.393763542175293	Epithelial cells	1	31			False		
242	31	0	31	0.0	1.0	1.5399249792099	1.5399249792099	Epithelial cells	3	31			False		
243	31	0	31	0.0	1.0	1.805801510810852	1.805801510810852	Epithelial cells	1	31			False		
244	31	31	0	1.0	0.0	0.17771801352500916		T lymphocytes	1	31			False		
245	31	0	31	0.0	1.0	2.011117935180664	2.011117935180664	Epithelial cells	2	31			False		
246	31	0	0	0.0	0.0	0.10219927132129669		Myeloid cells	1	31			False		
247	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
248	31	0	31	0.0	1.0	1.3026703596115112	1.3026703596115112	Epithelial cells	3	31			False		
249	31	0	31	0.0	1.0	2.1388981342315674	2.1388981342315674	Epithelial cells	1	31			False		
250	31	0	31	0.0	1.0	1.7941765785217285	1.7941765785217285	Epithelial cells	3	31			False		
251	31	0	31	0.0	1.0	2.203538417816162	2.203538417816162	Epithelial cells	1	31			False		
252	31	0	31	0.0	1.0	2.0925047397613525	2.0925047397613525	Epithelial cells	3	31			False		
253	31	0	31	0.0	1.0	2.4672341346740723	2.4672341346740723	Epithelial cells	3	31			False		
254	31	0	31	0.0	1.0	2.102463960647583	2.102463960647583	Epithelial cells	1	31			False		
255	31	0	31	0.0	1.0	1.6426838636398315	1.6426838636398315	Epithelial cells	1	31			False		
256	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
257	31	0	31	0.0	1.0	0.8508935570716858	0.8508935570716858	Epithelial cells	1	31			False		
258	31	31	0	1.0	0.0	0.06199854239821434		T lymphocytes	1	31			False		
259	31	0	25	0.0	0.8064516129032258	0.5287219285964966	0.6556151509284973	Epithelial cells	2	31			False		
260	31	0	31	0.0	1.0	2.2649998664855957	2.2649998664855957	Epithelial cells	2	31			False		
261	31	0	0	0.0	0.0	0.03323427960276604		MAST cells	2	31			False		
262	31	0	31	0.0	1.0	1.4661718606948853	1.4661718606948853	Epithelial cells	1	31			False		
263	31	31	0	1.0	0.0	0.0		NK cells	3	31			False		
264	31	0	0	0.0	0.0	0.04034271463751793		Myeloid cells	1	31			False		
265	31	0	31	0.0	1.0	2.0309367179870605	2.0309367179870605	Epithelial cells	2	31			False		
266	31	0	31	0.0	1.0	1.499330759048462	1.499330759048462	Epithelial cells	2	31			False		
267	31	1	0	0.03225806451612903	0.0	0.050288211554288864		B lymphocytes	1	31			False		
268	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
269	31	0	31	0.0	1.0	1.066343069076538	1.066343069076538	Epithelial cells	1	31			False		
270	31	0	31	0.0	1.0	0.42612001299858093	0.42612001299858093	Epithelial cells	3	31			False		
271	31	0	31	0.0	1.0	1.3534661531448364	1.3534661531448364	Epithelial cells	1	31			False		
272	31	0	31	0.0	1.0	1.8551892042160034	1.8551892042160034	Epithelial cells	2	31			False		
273	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
274	31	0	0	0.0	0.0	0.1965128630399704		MAST cells	1	31			False		
275	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
276	31	0	0	0.0	0.0	0.04091997817158699		Myeloid cells	1	31			False		
277	31	0	31	0.0	1.0	1.9537431001663208	1.9537431001663208	Epithelial cells	1	31			False		
278	31	0	31	0.0	1.0	1.848616123199463	1.848616123199463	Epithelial cells	1	31			False		
279	31	0	0	0.0	0.0	0.12280653417110443		Myeloid cells	1	31			False		
280	31	0	31	0.0	1.0	1.2845500707626343	1.2845500707626343	Epithelial cells	1	31			False		
281	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
282	31	0	31	0.0	1.0	1.3092737197875977	1.3092737197875977	Epithelial cells	1	31			False		
283	31	31	0	1.0	0.0	0.02881653606891632		T lymphocytes	2	31			False		
284	31	0	31	0.0	1.0	1.565040111541748	1.565040111541748	Epithelial cells	2	31			False		
285	31	0	0	0.0	0.0	0.41806477308273315		Myeloid cells	1	31			False		
286	31	0	31	0.0	1.0	1.5131330490112305	1.5131330490112305	Epithelial cells	1	31			False		
287	31	31	0	1.0	0.0	0.13772164285182953		T lymphocytes	1	31			False		
288	31	0	31	0.0	1.0	1.899607539176941	1.899607539176941	Epithelial cells	1	31			False		
289	31	0	0	0.0	0.0	0.019169650971889496		Myeloid cells	2	31			False		
290	31	31	0	1.0	0.0	0.17027994990348816		T lymphocytes	1	31			False		
291	31	0	31	0.0	1.0	1.9860812425613403	1.9860812425613403	Epithelial cells	1	31			False		
292	31	0	31	0.0	1.0	1.9140743017196655	1.9140743017196655	Epithelial cells	1	31			False		
293	31	0	31	0.0	1.0	2.214773178100586	2.214773178100586	Epithelial cells	2	31			False		
294	31	0	31	0.0	1.0	1.8781135082244873	1.8781135082244873	Epithelial cells	1	31			False		
295	31	0	31	0.0	1.0	2.150271415710449	2.150271415710449	Epithelial cells	1	31			False		
296	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
297	31	0	31	0.0	1.0	2.124732732772827	2.124732732772827	Epithelial cells	3	31			False		
298	31	0	31	0.0	1.0	1.1742444038391113	1.1742444038391113	Epithelial cells	1	31			False		
299	31	0	0	0.0	0.0	0.045423731207847595		MAST cells	1	31			False		
300	31	0	31	0.0	1.0	1.4334157705307007	1.4334157705307007	Epithelial cells	1	31			False		
301	31	0	0	0.0	0.0	0.04676719754934311		Myeloid cells	2	31			False		
