nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
607	31	0	0	0.0	0.0	0.0192379392683506		Myeloid cells	4	31			False		
608	31	0	31	0.0	1.0	2.42989182472229	2.42989182472229	Epithelial cells	1	31			False		
609	31	0	0	0.0	0.0	0.33069881796836853		Myeloid cells	1	31			False		
610	31	0	31	0.0	1.0	1.7097159624099731	1.7097159624099731	Epithelial cells	1	31			False		
611	31	0	31	0.0	1.0	2.168401002883911	2.168401002883911	Epithelial cells	2	31			False		
612	31	0	0	0.0	0.0	0.20336587727069855		B lymphocytes	1	31			False		
613	31	0	0	0.0	0.0	0.06045863404870033		Myeloid cells	1	31			False		
614	31	0	31	0.0	1.0	2.284287929534912	2.284287929534912	Epithelial cells	3	31			False		
615	31	0	31	0.0	1.0	2.131897449493408	2.131897449493408	Epithelial cells	2	31			False		
616	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
617	31	0	31	0.0	1.0	1.1761763095855713	1.1761763095855713	Epithelial cells	2	31			False		
618	31	0	0	0.0	0.0	0.09817615896463394		Myeloid cells	2	31			False		
619	31	0	0	0.0	0.0	0.12273044139146805		Myeloid cells	1	31			False		
620	31	0	31	0.0	1.0	2.160130023956299	2.160130023956299	Epithelial cells	1	31			False		
621	31	0	0	0.0	0.0	0.022461680695414543		Myeloid cells	1	31			False		
622	31	0	0	0.0	0.0	0.13580594956874847		Myeloid cells	1	31			False		
623	31	0	0	0.0	0.0	0.14639662206172943		Myeloid cells	1	31			False		
624	31	0	0	0.0	0.0	0.4764484167098999		Myeloid cells	1	31			False		
625	31	0	30	0.0	0.967741935483871	1.961942434310913	2.0273406505584717	Epithelial cells	3	31			False		
626	31	0	31	0.0	1.0	1.9934242963790894	1.9934242963790894	Epithelial cells	2	31			False		
627	31	0	31	0.0	1.0	1.8962541818618774	1.8962541818618774	Epithelial cells	1	31			False		
628	31	0	31	0.0	1.0	2.005095958709717	2.005095958709717	Epithelial cells	1	31			False		
629	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
630	31	0	31	0.0	1.0	1.3295414447784424	1.3295414447784424	Epithelial cells	1	31			False		
631	31	0	31	0.0	1.0	2.066129446029663	2.066129446029663	Epithelial cells	3	31			False		
632	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
633	31	0	31	0.0	1.0	1.8395696878433228	1.8395696878433228	Epithelial cells	2	31			False		
634	31	0	31	0.0	1.0	1.8850864171981812	1.8850864171981812	Epithelial cells	3	31			False		
635	31	0	0	0.0	0.0	0.2659546136856079		B lymphocytes	1	31			False		
636	31	1	0	0.03225806451612903	0.0	0.08825278282165527		Myeloid cells	3	31			False		
637	31	0	31	0.0	1.0	1.5055142641067505	1.5055142641067505	Epithelial cells	2	31			False		
638	31	0	31	0.0	1.0	1.8936108350753784	1.8936108350753784	Epithelial cells	2	31			False		
639	31	0	31	0.0	1.0	1.0261924266815186	1.0261924266815186	Epithelial cells	1	31			False		
640	31	0	31	0.0	1.0	2.4887824058532715	2.4887824058532715	Epithelial cells	1	31			False		
641	31	0	0	0.0	0.0	0.10910892486572266		Myeloid cells	1	31			False		
642	31	0	31	0.0	1.0	1.720022439956665	1.720022439956665	Epithelial cells	1	31			False		
643	31	0	31	0.0	1.0	1.592218279838562	1.592218279838562	Epithelial cells	2	31			False		
644	31	31	0	1.0	0.0	0.0		NK cells	2	31			False		
645	31	0	0	0.0	0.0	0.2662496864795685		Myeloid cells	2	31			False		
646	31	0	31	0.0	1.0	1.7054275274276733	1.7054275274276733	Epithelial cells	1	31			False		
647	31	0	31	0.0	1.0	2.046726942062378	2.046726942062378	Epithelial cells	3	31			False		
648	31	31	0	1.0	0.0	0.0526096373796463		NK cells	1	31			False		
649	31	0	31	0.0	1.0	1.8233227729797363	1.8233227729797363	Epithelial cells	1	31			False		
650	31	0	31	0.0	1.0	2.1804912090301514	2.1804912090301514	Epithelial cells	2	31			False		
651	31	0	0	0.0	0.0	0.036858655512332916		Myeloid cells	2	31			False		
652	31	31	0	1.0	0.0	0.49239227175712585		T lymphocytes	1	31			False		
653	31	0	31	0.0	1.0	2.138465166091919	2.138465166091919	Epithelial cells	1	31			False		
654	31	0	31	0.0	1.0	0.862276017665863	0.862276017665863	Epithelial cells	2	31			False		
655	31	0	29	0.0	0.9354838709677419	1.4473553895950317	1.5471729040145874	Epithelial cells	7	31	0.14285714285714288	0.7599453002180927	True	0.9456292858669998	0.928253005017017
656	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
657	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
658	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
659	31	0	31	0.0	1.0	1.7167794704437256	1.7167794704437256	Epithelial cells	1	31			False		
660	31	0	0	0.0	0.0	0.07301943004131317		Myeloid cells	2	31			False		
661	31	0	0	0.0	0.0	0.008469696156680584		Myeloid cells	2	31			False		
662	31	0	31	0.0	1.0	2.3250651359558105	2.3250651359558105	Epithelial cells	1	31			False		
663	31	31	0	1.0	0.0	0.0		NK cells	2	31			False		
664	31	0	11	0.0	0.3548387096774194	0.48429369926452637	1.3648276329040527	Myeloid cells	3	31			False		
665	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
666	31	31	0	1.0	0.0	0.6022483110427856		T lymphocytes	1	31			False		
667	31	0	31	0.0	1.0	1.7748537063598633	1.7748537063598633	Epithelial cells	2	31			False		
668	31	0	31	0.0	1.0	1.9417880773544312	1.9417880773544312	Epithelial cells	2	31			False		
669	31	0	31	0.0	1.0	1.8476263284683228	1.8476263284683228	Epithelial cells	2	31			False		
670	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
671	31	0	31	0.0	1.0	1.4644889831542969	1.4644889831542969	Epithelial cells	1	31			False		
672	31	0	31	0.0	1.0	1.1592155694961548	1.1592155694961548	Epithelial cells	1	31			False		
673	31	0	31	0.0	1.0	1.9217580556869507	1.9217580556869507	Epithelial cells	1	31			False		
674	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
675	31	0	31	0.0	1.0	1.6214861869812012	1.6214861869812012	Epithelial cells	1	31			False		
676	31	31	0	1.0	0.0	0.03371261805295944		T lymphocytes	2	31			False		
677	31	31	0	1.0	0.0	0.5646126866340637		T lymphocytes	1	31			False		
678	31	0	0	0.0	0.0	0.10673994570970535		Myeloid cells	1	31			False		
679	31	0	30	0.0	0.967741935483871	0.6174193024635315	0.6379998326301575	Epithelial cells	1	31			False		
680	31	0	31	0.0	1.0	1.834222435951233	1.834222435951233	Epithelial cells	2	31			False		
681	31	0	31	0.0	1.0	1.9523123502731323	1.9523123502731323	Epithelial cells	1	31			False		
682	31	31	0	1.0	0.0	0.48114052414894104		T lymphocytes	1	31			False		
683	31	0	0	0.0	0.0	0.04383494704961777		Myeloid cells	3	31			False		
684	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
685	31	0	31	0.0	1.0	0.8708847165107727	0.8708847165107727	Epithelial cells	1	31			False		
686	31	31	0	1.0	0.0	0.13146255910396576		T lymphocytes	1	31			False		
687	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
688	31	0	31	0.0	1.0	1.7688415050506592	1.7688415050506592	Epithelial cells	1	31			False		
689	31	0	31	0.0	1.0	1.021830677986145	1.021830677986145	Epithelial cells	1	31			False		
690	31	0	27	0.0	0.8709677419354839	0.38388291001319885	0.3578907251358032	Epithelial cells	4	31			False		
691	31	0	0	0.0	0.0	0.04321441426873207		MAST cells	1	31			False		
692	31	0	0	0.0	0.0	0.010003121569752693		Myeloid cells	2	31			False		
693	31	0	31	0.0	1.0	1.6863092184066772	1.6863092184066772	Epithelial cells	1	31			False		
694	31	0	31	0.0	1.0	1.5267221927642822	1.5267221927642822	Epithelial cells	1	31			False		
695	31	0	0	0.0	0.0	0.010003121569752693		Myeloid cells	2	31			False		
696	31	0	31	0.0	1.0	1.2318514585494995	1.2318514585494995	Epithelial cells	4	31			False		
697	31	0	31	0.0	1.0	1.4062764644622803	1.4062764644622803	Epithelial cells	1	31			False		
698	31	31	0	1.0	0.0	0.17061761021614075		T lymphocytes	1	31			False		
699	31	31	0	1.0	0.0	0.0712013691663742		T lymphocytes	1	31			False		
700	31	31	0	1.0	0.0	0.1319420486688614		T lymphocytes	1	31			False		
701	31	0	0	0.0	0.0	0.4628171920776367		Myeloid cells	1	31			False		
702	31	31	0	1.0	0.0	0.1298450231552124		T lymphocytes	1	31			False		
703	31	1	29	0.03225806451612903	0.9354838709677419	0.6562514901161194	0.7015101909637451	Epithelial cells	1	31			False		
704	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
705	31	0	31	0.0	1.0	1.068769097328186	1.068769097328186	Epithelial cells	3	31			False		
706	31	0	0	0.0	0.0	0.045840200036764145		Myeloid cells	2	31			False		
707	31	0	31	0.0	1.0	1.4907866716384888	1.4907866716384888	Epithelial cells	1	31			False		
708	31	0	31	0.0	1.0	2.24592924118042	2.24592924118042	Epithelial cells	1	31			False		
709	31	0	31	0.0	1.0	2.161301851272583	2.161301851272583	Epithelial cells	3	31			False		
710	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
711	31	0	0	0.0	0.0	0.06715097278356552		Myeloid cells	1	31			False		
712	31	0	0	0.0	0.0	0.09897350519895554		Myeloid cells	3	31			False		
713	31	0	31	0.0	1.0	1.577213168144226	1.577213168144226	Epithelial cells	1	31			False		
714	31	0	0	0.0	0.0	0.09108056128025055		Myeloid cells	3	31			False		
715	31	0	31	0.0	1.0	1.5953043699264526	1.5953043699264526	Epithelial cells	1	31			False		
716	31	0	0	0.0	0.0	0.08855237811803818		Myeloid cells	2	31			False		
717	31	0	0	0.0	0.0	0.14899137616157532		Myeloid cells	3	31			False		
718	31	0	31	0.0	1.0	2.0919551849365234	2.0919551849365234	Epithelial cells	1	31			False		
719	31	0	31	0.0	1.0	0.8884032964706421	0.8884032964706421	Epithelial cells	1	31			False		
720	31	0	0	0.0	0.0	0.020332610234618187		Myeloid cells	1	31			False		
721	31	0	0	0.0	0.0	0.11095645278692245		B lymphocytes	1	31			False		
722	31	0	31	0.0	1.0	2.2847912311553955	2.2847912311553955	Epithelial cells	1	31			False		
723	31	0	0	0.0	0.0	0.14632634818553925		Myeloid cells	1	31			False		
724	31	0	31	0.0	1.0	1.979236125946045	1.979236125946045	Epithelial cells	1	31			False		
725	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
726	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
727	31	0	0	0.0	0.0	0.052334263920784		MAST cells	1	31			False		
728	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
729	31	0	0	0.0	0.0	0.03577341511845589		Myeloid cells	1	31			False		
730	31	0	0	0.0	0.0	0.022461680695414543		Myeloid cells	1	31			False		
731	31	0	31	0.0	1.0	2.2481486797332764	2.2481486797332764	Epithelial cells	1	31			False		
732	31	0	0	0.0	0.0	0.044383399188518524		Myeloid cells	3	31			False		
733	31	0	31	0.0	1.0	0.7581763863563538	0.7581763863563538	Epithelial cells	3	31			False		
734	31	0	31	0.0	1.0	1.7911969423294067	1.7911969423294067	Epithelial cells	1	31			False		
735	31	0	29	0.0	0.9354838709677419	1.0178170204162598	1.0880112648010254	Epithelial cells	1	31			False		
736	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
737	31	0	31	0.0	1.0	2.0762455463409424	2.0762455463409424	Epithelial cells	2	31			False		
738	31	0	31	0.0	1.0	1.2294107675552368	1.2294107675552368	Epithelial cells	1	31			False		
739	31	0	31	0.0	1.0	1.2656587362289429	1.2656587362289429	Epithelial cells	1	31			False		
740	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
741	31	0	0	0.0	0.0	0.0997319296002388		B lymphocytes	1	31			False		
742	31	0	0	0.0	0.0	0.1614554524421692		B lymphocytes	1	31			False		
743	31	0	31	0.0	1.0	1.9737739562988281	1.9737739562988281	Epithelial cells	2	31			False		
744	31	0	2	0.0	0.06451612903225806	0.15482784807682037	1.9766011238098145	B lymphocytes	6	31	-1.0	0.002777777777777778	True	0.06246064139941672	0.06086482743163854
745	31	31	0	1.0	0.0	0.062322042882442474		T lymphocytes	1	31			False		
746	31	0	31	0.0	1.0	2.14670729637146	2.14670729637146	Epithelial cells	1	31			False		
747	31	31	0	1.0	0.0	0.06288214772939682		T lymphocytes	1	31			False		
748	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
749	31	0	31	0.0	1.0	1.7064090967178345	1.7064090967178345	Epithelial cells	1	31			False		
750	31	0	31	0.0	1.0	1.8211822509765625	1.8211822509765625	Epithelial cells	1	31			False		
751	31	0	0	0.0	0.0	0.054052598774433136		Myeloid cells	3	31			False		
752	31	0	31	0.0	1.0	1.2655000686645508	1.2655000686645508	Epithelial cells	1	31			False		
753	31	0	31	0.0	1.0	2.227170944213867	2.227170944213867	Epithelial cells	1	31			False		
754	31	0	0	0.0	0.0	0.24749359488487244		Myeloid cells	1	31			False		
755	31	0	1	0.0	0.03225806451612903	0.060959916561841965	0.847526490688324	Myeloid cells	2	31			False		
756	31	0	31	0.0	1.0	2.1061835289001465	2.1061835289001465	Epithelial cells	3	31			False		
757	31	0	31	0.0	1.0	1.6023911237716675	1.6023911237716675	Epithelial cells	1	31			False		
758	31	0	0	0.0	0.0	0.07654668390750885		Myeloid cells	3	31			False		
759	31	0	0	0.0	0.0	0.016153724864125252		Myeloid cells	1	31			False		
760	31	0	31	0.0	1.0	2.224928855895996	2.224928855895996	Epithelial cells	1	31			False		
761	31	0	31	0.0	1.0	1.4914566278457642	1.4914566278457642	Epithelial cells	2	31			False		
762	31	0	31	0.0	1.0	1.5564782619476318	1.5564782619476318	Epithelial cells	1	31			False		
763	31	0	31	0.0	1.0	2.582975387573242	2.582975387573242	Epithelial cells	1	31			False		
764	31	0	31	0.0	1.0	1.9593366384506226	1.9593366384506226	Epithelial cells	1	31			False		
765	31	0	31	0.0	1.0	1.4112452268600464	1.4112452268600464	Epithelial cells	2	31			False		
766	31	0	0	0.0	0.0	0.04375219717621803		Myeloid cells	1	31			False		
767	31	0	31	0.0	1.0	2.2512588500976562	2.2512588500976562	Epithelial cells	1	31			False		
768	31	0	0	0.0	0.0	0.05911089479923248		Myeloid cells	1	31			False		
769	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
770	31	0	31	0.0	1.0	2.0343737602233887	2.0343737602233887	Epithelial cells	3	31			False		
771	31	0	31	0.0	1.0	1.9850609302520752	1.9850609302520752	Epithelial cells	1	31			False		
772	31	0	31	0.0	1.0	2.7007317543029785	2.7007317543029785	Epithelial cells	1	31			False		
773	31	0	31	0.0	1.0	1.8307325839996338	1.8307325839996338	Epithelial cells	1	31			False		
774	31	0	31	0.0	1.0	1.5997782945632935	1.5997782945632935	Epithelial cells	1	31			False		
775	31	0	0	0.0	0.0	0.019169650971889496		Myeloid cells	2	31			False		
776	31	0	2	0.0	0.06451612903225806	0.2870110869407654	1.968178629875183	Myeloid cells	4	31			False		
777	31	31	0	1.0	0.0	0.06321778148412704		T lymphocytes	1	31			False		
778	31	0	0	0.0	0.0	0.09866824746131897		Myeloid cells	1	31			False		
779	31	0	30	0.0	0.967741935483871	1.5604569911956787	1.4982949495315552	Epithelial cells	1	31			False		
780	31	31	0	1.0	0.0	0.6115023493766785		T lymphocytes	1	31			False		
781	31	0	31	0.0	1.0	2.080120801925659	2.080120801925659	Epithelial cells	3	31			False		
782	31	31	0	1.0	0.0	0.34785979986190796		T lymphocytes	1	31			False		
783	31	0	0	0.0	0.0	0.4354099929332733		Myeloid cells	1	31			False		
784	31	0	31	0.0	1.0	2.208465337753296	2.208465337753296	Epithelial cells	2	31			False		
785	31	0	31	0.0	1.0	2.2599940299987793	2.2599940299987793	Epithelial cells	2	31			False		
786	31	0	31	0.0	1.0	2.0868661403656006	2.0868661403656006	Epithelial cells	1	31			False		
787	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
788	31	0	31	0.0	1.0	1.1231824159622192	1.1231824159622192	Epithelial cells	1	31			False		
789	31	0	0	0.0	0.0	0.2926807105541229		Myeloid cells	1	31			False		
790	31	0	31	0.0	1.0	1.8612090349197388	1.8612090349197388	Epithelial cells	1	31			False		
791	31	0	0	0.0	0.0	0.1280101090669632		Myeloid cells	5	31	0.7999999999999999	0.10408803866182788	True	0.4916363636363636	0.4758521052619837
792	31	0	31	0.0	1.0	1.1875722408294678	1.1875722408294678	Epithelial cells	1	31			False		
793	31	0	31	0.0	1.0	1.5795170068740845	1.5795170068740845	Epithelial cells	1	31			False		
794	31	0	31	0.0	1.0	2.000924825668335	2.000924825668335	Epithelial cells	1	31			False		
795	31	31	0	1.0	0.0	0.4581352472305298		T lymphocytes	1	31			False		
796	31	0	31	0.0	1.0	1.5891087055206299	1.5891087055206299	Epithelial cells	1	31			False		
797	31	0	31	0.0	1.0	1.9870936870574951	1.9870936870574951	Epithelial cells	3	31			False		
798	31	0	31	0.0	1.0	1.593255639076233	1.593255639076233	Epithelial cells	5	31	0.0	1.0	True	1.0	1.0
799	31	0	31	0.0	1.0	1.4750217199325562	1.4750217199325562	Epithelial cells	1	31			False		
800	31	0	31	0.0	1.0	1.4985054731369019	1.4985054731369019	Epithelial cells	1	31			False		
801	31	0	31	0.0	1.0	2.2408018112182617	2.2408018112182617	Epithelial cells	1	31			False		
802	31	31	0	1.0	0.0	0.02881653606891632		T lymphocytes	2	31			False		
803	31	0	31	0.0	1.0	1.6441693305969238	1.6441693305969238	Epithelial cells	1	31			False		
804	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
805	31	0	0	0.0	0.0	0.10118813812732697		Myeloid cells	3	31			False		
806	31	0	31	0.0	1.0	1.9368892908096313	1.9368892908096313	Epithelial cells	1	31			False		
807	31	0	31	0.0	1.0	1.2589714527130127	1.2589714527130127	Epithelial cells	1	31			False		
808	31	0	31	0.0	1.0	2.177290916442871	2.177290916442871	Epithelial cells	3	31			False		
809	31	0	31	0.0	1.0	2.027329683303833	2.027329683303833	Epithelial cells	1	31			False		
810	31	0	31	0.0	1.0	2.1244945526123047	2.1244945526123047	Epithelial cells	2	31			False		
811	31	0	31	0.0	1.0	2.1710550785064697	2.1710550785064697	Epithelial cells	3	31			False		
812	31	0	0	0.0	0.0	0.22108621895313263		B lymphocytes	1	31			False		
813	31	1	30	0.03225806451612903	0.967741935483871	1.8395148515701294	1.900831937789917	Epithelial cells	4	31			False		
814	31	0	31	0.0	1.0	1.617559552192688	1.617559552192688	Epithelial cells	1	31			False		
815	31	0	0	0.0	0.0	0.2574525773525238		Myeloid cells	1	31			False		
816	31	0	31	0.0	1.0	1.9849557876586914	1.9849557876586914	Epithelial cells	2	31			False		
817	31	0	31	0.0	1.0	1.1828371286392212	1.1828371286392212	Epithelial cells	1	31			False		
818	31	0	0	0.0	0.0	0.10507418215274811		B lymphocytes	1	31			False		
819	31	0	31	0.0	1.0	1.571132779121399	1.571132779121399	Epithelial cells	3	31			False		
820	31	0	31	0.0	1.0	2.1539995670318604	2.1539995670318604	Epithelial cells	3	31			False		
821	31	0	31	0.0	1.0	1.2941266298294067	1.2941266298294067	Epithelial cells	1	31			False		
822	31	0	2	0.0	0.06451612903225806	0.07534632831811905	0.0	Myeloid cells	3	31			False		
823	31	0	31	0.0	1.0	0.9927297234535217	0.9927297234535217	Epithelial cells	4	31			False		
824	31	0	31	0.0	1.0	1.627326488494873	1.627326488494873	Epithelial cells	3	31			False		
825	31	0	31	0.0	1.0	2.1900031566619873	2.1900031566619873	Epithelial cells	2	31			False		
826	31	0	31	0.0	1.0	1.5292747020721436	1.5292747020721436	Epithelial cells	1	31			False		
827	31	31	0	1.0	0.0	0.05284539982676506		T lymphocytes	1	31			False		
828	31	0	0	0.0	0.0	0.07233285903930664		MAST cells	1	31			False		
829	31	0	31	0.0	1.0	1.7249268293380737	1.7249268293380737	Epithelial cells	1	31			False		
830	31	0	0	0.0	0.0	0.042464807629585266		Myeloid cells	1	31			False		
831	31	0	0	0.0	0.0	0.6293979287147522		Myeloid cells	1	31			False		
832	31	0	31	0.0	1.0	1.6869350671768188	1.6869350671768188	Epithelial cells	1	31			False		
833	31	0	31	0.0	1.0	2.2234835624694824	2.2234835624694824	Epithelial cells	2	31			False		
834	31	0	0	0.0	0.0	0.11955522745847702		Myeloid cells	1	31			False		
835	31	0	31	0.0	1.0	1.5751307010650635	1.5751307010650635	Epithelial cells	1	31			False		
836	31	0	31	0.0	1.0	1.0081027746200562	1.0081027746200562	Epithelial cells	1	31			False		
837	31	31	0	1.0	0.0	0.13270369172096252		T lymphocytes	1	31			False		
838	31	31	0	1.0	0.0	0.4566340148448944		T lymphocytes	1	31			False		
839	31	0	31	0.0	1.0	1.7131507396697998	1.7131507396697998	Epithelial cells	1	31			False		
840	31	31	0	1.0	0.0	0.606181263923645		T lymphocytes	1	31			False		
841	31	0	31	0.0	1.0	1.6741993427276611	1.6741993427276611	Epithelial cells	1	31			False		
842	31	0	0	0.0	0.0	0.05299391970038414		Myeloid cells	2	31			False		
843	31	0	31	0.0	1.0	1.0119584798812866	1.0119584798812866	Epithelial cells	1	31			False		
844	31	0	0	0.0	0.0	0.14484098553657532		Myeloid cells	1	31			False		
845	31	0	31	0.0	1.0	1.9875200986862183	1.9875200986862183	Epithelial cells	2	31			False		
846	31	0	0	0.0	0.0	0.13132978975772858		Myeloid cells	1	31			False		
847	31	0	31	0.0	1.0	1.4888074398040771	1.4888074398040771	Epithelial cells	1	31			False		
848	31	0	0	0.0	0.0	0.14659613370895386		Myeloid cells	1	31			False		
849	31	0	31	0.0	1.0	1.387580156326294	1.387580156326294	Epithelial cells	1	31			False		
850	31	0	31	0.0	1.0	2.046910524368286	2.046910524368286	Epithelial cells	1	31			False		
851	31	0	0	0.0	0.0	0.07304825633764267		Myeloid cells	1	31			False		
852	31	0	31	0.0	1.0	2.1204710006713867	2.1204710006713867	Epithelial cells	2	31			False		
853	31	0	31	0.0	1.0	1.3566454648971558	1.3566454648971558	Epithelial cells	4	31			False		
854	31	31	0	1.0	0.0	0.11368751525878906		T lymphocytes	1	31			False		
855	31	0	0	0.0	0.0	0.49053290486335754		Myeloid cells	1	31			False		
856	31	0	31	0.0	1.0	2.179135322570801	2.179135322570801	Epithelial cells	1	31			False		
857	31	0	31	0.0	1.0	2.0297324657440186	2.0297324657440186	Epithelial cells	1	31			False		
858	31	0	0	0.0	0.0	0.1591864675283432		Myeloid cells	1	31			False		
859	31	0	31	0.0	1.0	1.9263499975204468	1.9263499975204468	Epithelial cells	2	31			False		
860	31	0	31	0.0	1.0	2.0603742599487305	2.0603742599487305	Epithelial cells	3	31			False		
861	31	27	3	0.8709677419354839	0.0967741935483871	0.19887542724609375	2.0550460815429688	T lymphocytes	6	31	-0.6	0.208	True	0.4916363636363636	0.4758521052619837
862	31	0	31	0.0	1.0	1.488936185836792	1.488936185836792	Epithelial cells	1	31			False		
863	31	0	31	0.0	1.0	1.4290951490402222	1.4290951490402222	Epithelial cells	1	31			False		
864	31	10	0	0.3225806451612903	0.0	0.0		B lymphocytes	1	31			False		
865	31	0	31	0.0	1.0	1.9203882217407227	1.9203882217407227	Epithelial cells	1	31			False		
866	31	0	31	0.0	1.0	1.7758735418319702	1.7758735418319702	Epithelial cells	3	31			False		
867	31	0	31	0.0	1.0	1.3257569074630737	1.3257569074630737	Epithelial cells	1	31			False		
868	31	0	31	0.0	1.0	1.528956651687622	1.528956651687622	Epithelial cells	1	31			False		
869	31	0	0	0.0	0.0	0.018385274335741997		Myeloid cells	2	31			False		
870	31	31	0	1.0	0.0	0.07432125508785248		T lymphocytes	1	31			False		
871	31	0	0	0.0	0.0	0.0674045979976654		Myeloid cells	1	31			False		
872	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
873	31	0	31	0.0	1.0	1.580705165863037	1.580705165863037	Epithelial cells	2	31			False		
874	31	0	31	0.0	1.0	1.0755752325057983	1.0755752325057983	Epithelial cells	1	31			False		
875	31	0	31	0.0	1.0	1.2885600328445435	1.2885600328445435	Epithelial cells	1	31			False		
876	31	0	0	0.0	0.0	0.03726675733923912		Myeloid cells	1	31			False		
877	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
878	31	0	0	0.0	0.0	0.09762877970933914		Myeloid cells	1	31			False		
879	31	0	31	0.0	1.0	2.373821496963501	2.373821496963501	Epithelial cells	3	31			False		
880	31	0	0	0.0	0.0	0.37965285778045654		Myeloid cells	1	31			False		
881	31	0	31	0.0	1.0	1.4306185245513916	1.4306185245513916	Epithelial cells	3	31			False		
882	31	0	31	0.0	1.0	1.8868672847747803	1.8868672847747803	Epithelial cells	3	31			False		
883	31	0	31	0.0	1.0	2.0038821697235107	2.0038821697235107	Epithelial cells	1	31			False		
884	31	0	31	0.0	1.0	0.9802402257919312	0.9802402257919312	Epithelial cells	2	31			False		
885	31	0	31	0.0	1.0	1.7450108528137207	1.7450108528137207	Epithelial cells	2	31			False		
886	31	0	0	0.0	0.0	0.43300360441207886		Myeloid cells	1	31			False		
887	31	0	0	0.0	0.0	0.29915034770965576		Myeloid cells	1	31			False		
888	31	0	31	0.0	1.0	1.4908082485198975	1.4908082485198975	Epithelial cells	1	31			False		
889	31	0	4	0.0	0.12903225806451613	0.16882924735546112	1.3084266185760498	Myeloid cells	3	31			False		
890	31	0	31	0.0	1.0	1.281598448753357	1.281598448753357	Epithelial cells	1	31			False		
891	31	0	0	0.0	0.0	0.03671814873814583		Myeloid cells	1	31			False		
892	31	0	31	0.0	1.0	1.7500391006469727	1.7500391006469727	Epithelial cells	3	31			False		
893	31	0	31	0.0	1.0	1.7711557149887085	1.7711557149887085	Epithelial cells	3	31			False		
894	31	0	31	0.0	1.0	2.2400524616241455	2.2400524616241455	Epithelial cells	2	31			False		
895	31	0	0	0.0	0.0	0.045423731207847595		MAST cells	1	31			False		
896	31	0	0	0.0	0.0	0.09143564850091934		MAST cells	1	31			False		
897	31	0	0	0.0	0.0	0.05852830782532692		Myeloid cells	2	31			False		
898	31	0	31	0.0	1.0	1.8999214172363281	1.8999214172363281	Epithelial cells	1	31			False		
899	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
900	31	0	0	0.0	0.0	0.02411380037665367		Myeloid cells	4	31			False		
901	31	0	31	0.0	1.0	1.7635003328323364	1.7635003328323364	Epithelial cells	1	31			False		
902	31	0	31	0.0	1.0	2.3823137283325195	2.3823137283325195	Epithelial cells	2	31			False		
903	31	31	0	1.0	0.0	0.0		NK cells	1	31			False		
904	31	0	30	0.0	0.967741935483871	1.1873369216918945	1.226914882659912	Epithelial cells	1	31			False		
905	31	0	31	0.0	1.0	0.8610274791717529	0.8610274791717529	Epithelial cells	1	31			False		
906	31	0	31	0.0	1.0	1.4899085760116577	1.4899085760116577	Epithelial cells	1	31			False		
907	31	0	0	0.0	0.0	0.04034678637981415		Myeloid cells	2	31			False		
908	31	0	0	0.0	0.0	0.12203533202409744		Myeloid cells	1	31			False		
909	31	31	0	1.0	0.0	0.24547964334487915		T lymphocytes	1	31			False		
910	31	31	0	1.0	0.0	0.06728850305080414		T lymphocytes	1	31			False		
911	31	31	0	1.0	0.0	0.07377166301012039		NK cells	1	31			False		
912	31	0	31	0.0	1.0	1.0064396858215332	1.0064396858215332	Epithelial cells	1	31			False		
913	31	0	31	0.0	1.0	1.990424394607544	1.990424394607544	Epithelial cells	2	31			False		
914	31	0	31	0.0	1.0	2.1352322101593018	2.1352322101593018	Epithelial cells	1	31			False		
