method	contrast	term	thesis	direction	thesis_sign_match	test	effect	mean_log2FC	pvalue	n_set_in_test	lfc_floor	family	note	gsea_lead	de_fit	fdr_within_family	fdr_global
edgeR_QL	T47D	NHEJ_CORE	down	up	False	mean_stat_perm	3.535	0.0438479	0.599401	6	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.880495	0.827744
edgeR_QL	T47D	NHEJ_CORE	down	up	False	wilcoxon_log2FC	0.0438479	0.0438479	0.5625	6	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.860382	0.795732
edgeR_QL	T47D	NHEJ_CORE	down	up	False	wilcoxon_thesis_sided	0.0438479	0.0438479	0.78125	6	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.956823
edgeR_QL	T47D	STING_AXIS	up	up	True	gsea	1.22181	0.179998	0.103896	4	0	primary	two-sided gene-set permutation	CGAS	QLF_common_disp_0.001336	0.318681	0.457207
edgeR_QL	T47D	STING_AXIS	up	up	True	mean_stat_perm	5.50085	0.179998	0.456543	4	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.836996	0.708821
edgeR_QL	T47D	STING_AXIS	up	up	True	wilcoxon_log2FC	0.179998	0.179998	0.375	4	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.6875	0.65625
edgeR_QL	T47D	STING_AXIS	up	up	True	wilcoxon_thesis_sided	0.179998	0.179998	0.1875	4	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.520897
edgeR_QL	T47D	IFN	up	down	False	gsea	-1.30574	-0.347528	0.0969031	48	0	primary	two-sided gene-set permutation	IRF9,USP18,IRF1,IFI27,JAK2,LY6E,IFI35,OAS3,IFI44,BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.318681	0.44455
edgeR_QL	T47D	IFN	up	down	False	mean_stat_perm	-15.5684	-0.347528	0.105894	48	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.450549	0.457207
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_log2FC	-0.347528	-0.347528	0.118442	48	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.260573	0.457207
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-0.347528	-0.347528	0.941995	48	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	1
edgeR_QL	T47D	APM	up	down	False	gsea	-0.989083	-0.123738	0.304695	20	0	primary	two-sided gene-set permutation	TAP2,PSMB10,TAP1,PSME1,ERAP1,TAPBP,CALR,HLA-C,PSME2,HLA-E	QLF_common_disp_0.001336	0.372405	0.609391
edgeR_QL	T47D	APM	up	down	False	mean_stat_perm	-7.67733	-0.123738	0.350649	20	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.771429	0.65625
edgeR_QL	T47D	APM	up	down	False	wilcoxon_log2FC	-0.123738	-0.123738	0.00943565	20	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.0345974	0.191544
edgeR_QL	T47D	APM	up	down	False	wilcoxon_thesis_sided	-0.123738	-0.123738	0.995846	20	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	1
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea	-0.637067	-0.0244313	0.667333	47	0	primary	two-sided gene-set permutation	H4C15,XRCC6,BRCA1,H2BC14,POLL,PAXIP1	QLF_common_disp_0.001336	0.667333	0.875093
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm	-0.864079	-0.0244313	0.885115	47	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.953047	1
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.0244313	-0.0244313	0.945682	47	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.945682	1
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.0244313	-0.0244313	0.53133	47	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.775971
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea	1.01882	-0.0510869	0.177822	14	0	primary	two-sided gene-set permutation	PRKDC,CGAS,DTX4,XRCC5	QLF_common_disp_0.001336	0.372405	0.520897
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm	2.90558	-0.0510869	0.64036	14	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.880495	0.85804
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.0510869	-0.0510869	0.625732	14	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.860382	0.844011
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.0510869	-0.0510869	0.708496	14	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.904558
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.23524	-0.280233	0.115884	54	0	primary	two-sided gene-set permutation	IRF9,IRF5,USP18,IRF1,IFI27,ISG20,IFI35,HLA-C,HLA-E,OAS3,BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.318681	0.457207
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-12.7997	-0.280233	0.122877	54	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.450549	0.457207
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-0.280233	-0.280233	0.0425902	54	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.117123	0.335395
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-0.280233	-0.280233	0.978705	54	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	1
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	gsea	0.75808	0.0123987	0.244755	69	0	primary	two-sided gene-set permutation	IFI30,SUMO1,HLA-F,IRF6,GBP5,HLA-DQA1,TRIM22,TRIM2,OAS1,HLA-A,CAMK2B,MT2A,PTPN1,PTPN2	QLF_common_disp_0.001336	0.372405	0.573
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	mean_stat_perm	0.704647	0.0123987	0.917083	69	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.953047	1
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_log2FC	0.0123987	0.0123987	0.878822	69	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.945682	1
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_thesis_sided	0.0123987	0.0123987	0.560589	69	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.795732
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea	-0.625492	0.0165539	0.598402	26	0	primary	two-sided gene-set permutation	SEC14L2,ERAP1,TAPBP,CALR,SEC24C,HLA-C,HLA-E	QLF_common_disp_0.001336	0.658242	0.827744
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm	0.419393	0.0165539	0.953047	26	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.953047	1
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.0165539	0.0165539	0.822184	26	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.945682	0.986135
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.0165539	0.0165539	0.5986	26	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	0.827744
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.29303	-0.321498	0.0899101	84	0	primary	two-sided gene-set permutation	SLC25A28,USP18,IRF1,IFI27,PSME1,LY6E,CMTR1,HELZ2,PARP14,OGFR,SAMD9,TRIM25,IL4R,TMEM140,ISG20,IFI35,HLA-C,PSME2,PARP9,NUB1,IFI44,LGALS3BP,BST2,ISG15,TXNIP	QLF_common_disp_0.001336	0.318681	0.440762
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-13.7251	-0.321498	0.0919081	84	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.450549	0.440762
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.321498	-0.321498	0.000677936	84	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.00372865	0.0492917
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.321498	-0.321498	0.999661	84	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	1
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-1.04541	-0.208964	0.301698	153	0	primary	two-sided gene-set permutation	NOD1,IRF9,VAMP8,IRF5,SSPN,SLC25A28,USP18,IRF1,IFI27,PSME1,JAK2,LY6E,CMTR1,HELZ2,PARP14,OGFR,ARID5B,TAPBP,CASP4,TRIM25,CASP7,BANK1,IL4R,ISG20,NFKBIA	QLF_common_disp_0.001336	0.372405	0.606616
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-7.27635	-0.208964	0.204795	153	0	primary	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.563187	0.539915
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.208964	-0.208964	0.000551347	153	0	primary	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.00372865	0.0492917
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.208964	-0.208964	0.999724	153	0	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.999724	1
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	gsea				0	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	mean_stat_perm				0	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	IFN	up	down	False	gsea	-1.09761	-1.27761	0.255744	13	0.5	sensitivity	two-sided gene-set permutation	BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.335664	0.573658
edgeR_QL	T47D	IFN	up	down	False	mean_stat_perm	-54.14	-1.27761	0.172827	13	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.457542	0.520897
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_log2FC	-1.27761	-1.27761	0.0214844	13	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.0322266	0.231768
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-1.27761	-1.27761	0.991455	13	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	1
edgeR_QL	T47D	APM	up	up	True	gsea		1.41897		1	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	mean_stat_perm		1.41897		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	wilcoxon_log2FC	1.41897	1.41897		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	wilcoxon_thesis_sided	1.41897	1.41897		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	gsea		-0.914344		1	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	mean_stat_perm		-0.914344		1	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_log2FC	-0.914344	-0.914344		1	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	down	True	wilcoxon_thesis_sided	-0.914344	-0.914344		1	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	gsea	0.817786	-0.204629	0.264735	3	0.5	sensitivity	two-sided gene-set permutation	DTX4	QLF_common_disp_0.001336	0.335664	0.582561
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	mean_stat_perm	3.00574	-0.204629	0.92008	3	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.92008	1
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_log2FC	-0.204629	-0.204629	0.75	3	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.75	0.932619
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	down	False	wilcoxon_thesis_sided	-0.204629	-0.204629	0.75	3	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	0.932619
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.1455	-1.16774	0.216783	12	0.5	sensitivity	two-sided gene-set permutation	BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.335664	0.553547
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-55.9216	-1.16774	0.17982	12	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.457542	0.520897
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-1.16774	-1.16774	0.0209961	12	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.0322266	0.231768
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-1.16774	-1.16774	0.991943	12	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	1
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	gsea	0.810098	0.174452	0.242757	11	0.5	sensitivity	two-sided gene-set permutation	IFI30,HLA-F,GBP5	QLF_common_disp_0.001336	0.335664	0.573
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	mean_stat_perm	4.40183	0.174452	0.908092	11	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.92008	1
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_log2FC	0.174452	0.174452	0.365234	11	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.438281	0.65625
edgeR_QL	T47D	REACTOME_INTERFERON_GAMMA_SIGNALING	up	up	True	wilcoxon_thesis_sided	0.174452	0.174452	0.182617	11	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	0.520897
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	gsea		0.451406		2	0.5	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	mean_stat_perm		0.451406		2	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_log2FC	0.451406	0.451406		2	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_CLASS_I_MHC_PEPTIDE_LOADING	up	up	True	wilcoxon_thesis_sided	0.451406	0.451406		2	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	gsea	-1.0822	-0.900466	0.27972	26	0.5	sensitivity	two-sided gene-set permutation	PARP9,NUB1,IFI44,LGALS3BP,BST2,ISG15,TXNIP	QLF_common_disp_0.001336	0.335664	0.596792
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	mean_stat_perm	-38.4283	-0.900466	0.228771	26	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.457542	0.569823
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.900466	-0.900466	0.00104439	26	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.00313318	0.0492917
edgeR_QL	T47D	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.900466	-0.900466	0.999533	26	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	1
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	gsea	-0.927335	-0.746886	0.41958	37	0.5	sensitivity	two-sided gene-set permutation	IFI44,SRI,ARL4A,LGALS3BP,BST2,ISG15,TXNIP,NAMPT	QLF_common_disp_0.001336	0.41958	0.695305
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	mean_stat_perm	-26.9688	-0.746886	0.370629	37	0.5	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.555944	0.65625
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_log2FC	-0.746886	-0.746886	0.000405511	37	0.5	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.00243307	0.0492917
edgeR_QL	T47D	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	down	False	wilcoxon_thesis_sided	-0.746886	-0.746886	0.99981	37	0.5	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	0.99981	1
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	NHEJ_CORE	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	STING_AXIS	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	IFN	up	down	False	gsea	-1.10534	-1.67912	0.254745	9	1	sensitivity	two-sided gene-set permutation	BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.28971	0.573
edgeR_QL	T47D	IFN	up	down	False	mean_stat_perm	-80.439	-1.67912	0.307692	9	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.394605	0.610871
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_log2FC	-1.67912	-1.67912	0.0195312	9	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.0260417	0.231768
edgeR_QL	T47D	IFN	up	down	False	wilcoxon_thesis_sided	-1.67912	-1.67912	0.994141	9	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	1	1
edgeR_QL	T47D	APM	up	up	True	gsea		1.41897		1	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	mean_stat_perm		1.41897		1	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	wilcoxon_log2FC	1.41897	1.41897		1	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	APM	up	up	True	wilcoxon_thesis_sided	1.41897	1.41897		1	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_NONHOMOLOGOUS_END_JOINING	down	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	gsea				0	1	sensitivity	two-sided gene-set permutation		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	mean_stat_perm				0	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_log2FC				0	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_STING_MEDIATED_INDUCTION	up	zero	False	wilcoxon_thesis_sided				0	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336		
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	gsea	-1.16324	-1.8553	0.183816	6	1	sensitivity	two-sided gene-set permutation	BST2,IFI6,ISG15	QLF_common_disp_0.001336	0.28971	0.520897
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	mean_stat_perm	-108.592	-1.8553	0.247752	6	1	sensitivity	two-sided gene-label permutation of mean statistic		QLF_common_disp_0.001336	0.394605	0.573
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_log2FC	-1.8553	-1.8553	0.09375	6	1	sensitivity	two-sided Wilcoxon of gene log2FC vs 0		QLF_common_disp_0.001336	0.09375	0.440762
edgeR_QL	T47D	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	down	False	wilcoxon_thesis_sided	-1.8553	-1.8553	0.96875	6	1	sensitivity	one-sided Wilcoxon in the thesis direction		QLF_common_disp_0.001336	1	1
