contrast	feature	exclude_outlier	n_a	n_b	mean_a	mean_b	delta_b_minus_a	welch_t	welch_p	mwu_u	mwu_p	note
treated Setdb1_KO (R) vs WT (NR)	tnk_mean	False	6	7	3.968004526755465	4.447516855240987	0.4795123284855216	1.1126621968144756	0.2907738665593958	30.0	0.23426573426573427	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	ifn_meanz	False	6	7	0.656122522338162	0.330136325892787	-0.325986196445375	-0.913353249225323	0.3806594801761251	17.0	0.6282051282051282	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	mhc_meanz	False	6	7	0.31718765179519176	0.7501823215808672	0.4329946697856754	0.9420058334424761	0.3688891224492656	28.0	0.36596736596736595	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	tismo_tnk_infil	False	6	7	0.0011370658732296434	0.924858554186388	0.9237214883131584	1.6041284371226996	0.14670521601579165	28.0	0.36596736596736595	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Cd8a	False	6	7	4.157513455553549	4.494472889590161	0.3369594340366113	0.5937105401549541	0.5651545838001532	26.0	0.5337995337995338	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Ifng	False	6	7	3.5688714863804254	3.3310886274052516	-0.23778285897517382	-0.400504860707059	0.6969087459157236	20.0	0.9452214452214451	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Cd274	False	6	7	5.297658026607035	5.809273392267527	0.511615365660492	1.2605934384024173	0.23366678385013392	29.0	0.2948717948717949	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Actb	False	6	7	11.03772157938507	11.299111316630315	0.2613897372452456	0.8743734014982572	0.4006121485488759	31.0	0.18065268065268064	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
WT ICB vs baseline	Cldn4	True	10	6	0.12803456322983156	0.20872810220200655	0.08069353897217499	1.4527466190435436	0.16853991833822501	43.0	0.1738866597606088	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	Cldn4_tpm	True	10	6	0.09726928380281692	0.1574034061032863	0.06013412230046937	1.3597014508143712	0.19571619746113342	43.0	0.1738866597606088	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	tnk_mean	True	10	6	2.422025805889572	3.968004526755465	1.545978720865893	4.077270090457033	0.0011993987310119799	55.0	0.004745254745254745	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	ifn_meanz	True	10	6	-0.6513867653078664	0.656122522338162	1.3075092876460284	3.9553212509176263	0.00172156411812885	56.0	0.002997002997002997	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	mhc_meanz	True	10	6	-0.8704068997154677	0.31718765179519176	1.1875945515106594	2.5947071610468737	0.02586867782132647	53.0	0.010989010989010988	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	tismo_tnk_infil	True	10	6	-0.42748201963076937	0.0011370658732296434	0.428619085503999	1.769803642216319	0.12620954195865172	46.0	0.09340659340659341	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	Cd8a	True	10	6	1.8261982070068967	4.157513455553549	2.3313152485466526	5.098578990307959	0.00026169015470647243	57.0	0.0017482517482517483	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	Ifng	True	10	6	1.6594552784180032	3.5688714863804254	1.9094162079624222	3.941758193858019	0.0017187743841643975	53.0	0.010989010989010988	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	Cd274	True	10	6	3.7483264764621302	5.297658026607035	1.5493315501449048	4.441874985935442	0.0008481422575646547	58.0	0.000999000999000999	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
WT ICB vs baseline	Actb	True	10	6	11.6827265821663	11.03772157938507	-0.6450050027812306	-2.2856944058175745	0.04043821818581881	7.0	0.014522829486654653	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Cldn4	True	10	6	0.26720103590172417	0.16317913515113025	-0.10402190075059392	-1.0921872972087405	0.29490322367004995	23.0	0.49225774225774227	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Cldn4_tpm	True	10	6	0.22371196056338016	0.12235130281690132	-0.10136065774647884	-1.1574068585850321	0.2697673942283189	23.0	0.49225774225774227	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	tnk_mean	True	10	6	3.1959538356745085	4.382746791974305	1.1867929562997963	2.529396066982727	0.034144269977820135	49.0	0.04195804195804197	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	ifn_meanz	True	10	6	0.026617823780017057	0.5212794166473546	0.4946615928673375	1.8953923305629485	0.09083166340984554	48.0	0.05594405594405595	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	mhc_meanz	True	10	6	0.15496668353174683	0.7033531410907615	0.5483864575590147	1.47266139190661	0.1785388583167851	46.0	0.09340659340659341	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	tismo_tnk_infil	True	10	6	-0.22060120782363954	0.8057850262190621	1.0263862340427017	1.6528589461706023	0.15477695775158584	41.0	0.26348651348651353	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Cd8a	True	10	6	3.0296209764523017	4.384032884140532	1.3544119076882302	2.3637990646840237	0.04954912800287545	50.0	0.031218781218781223	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Ifng	True	10	6	2.5748073076983182	3.676975296516917	1.1021679888185987	2.2098680604727874	0.051151402292496206	47.0	0.07267732267732269	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Cd274	True	10	6	4.556908218917682	6.005947873711556	1.4490396547938742	4.890093323423362	0.0027100306927400576	59.0	0.0004995004995004995	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
Setdb1_KO ICB vs baseline	Actb	True	10	6	11.589724504142492	11.296053447849234	-0.29367105629325785	-0.9001385646635202	0.3880063309234431	14.0	0.09248188444957404	Setdb1_KO ICB = Responders; WT ICB = Non-responders (genotype-confounded)
treated Setdb1_KO (R) vs WT (NR)	Cldn4	True	6	6	0.20872810220200655	0.16317913515113025	-0.0455489670508763	-0.8122172227725435	0.43637779917307346	11.0	0.30952380952380953	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Cldn4_tpm	True	6	6	0.1574034061032863	0.12235130281690132	-0.03505210328638497	-0.7809278696648366	0.45361734373970464	11.0	0.30952380952380953	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	tnk_mean	True	6	6	3.968004526755465	4.382746791974305	0.4147422652188397	0.8670795701462295	0.41014752324641135	25.0	0.30952380952380953	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	ifn_meanz	True	6	6	0.656122522338162	0.5212794166473546	-0.13484310569080749	-0.4164664376138291	0.6859046128483786	17.0	0.9372294372294373	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	mhc_meanz	True	6	6	0.31718765179519176	0.7033531410907615	0.38616548929556976	0.7892372819892717	0.44851194383144327	23.0	0.48484848484848486	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	tismo_tnk_infil	True	6	6	0.0011370658732296434	0.8057850262190621	0.8046479603458325	1.2368391713126383	0.25961146168211796	22.0	0.5887445887445888	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Cd8a	True	6	6	4.157513455553549	4.384032884140532	0.22651942858698249	0.3637940565585766	0.7248000959692753	21.0	0.6991341991341992	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Ifng	True	6	6	3.5688714863804254	3.676975296516917	0.10810381013649151	0.20460811908978296	0.8420873500850493	20.0	0.8181818181818182	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Cd274	True	6	6	5.297658026607035	6.005947873711556	0.7082898471045214	1.8359643862450128	0.09638764458689132	28.0	0.13203463203463203	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
treated Setdb1_KO (R) vs WT (NR)	Actb	True	6	6	11.03772157938507	11.296053447849234	0.25833186846416467	0.784467033535814	0.45190395208073203	26.0	0.24025974025974026	NOT a within-genotype R vs NR. Response label is the Setdb1 genotype.
