direction	ligand	receptor	pathway	n_patients	median_delta	mean_delta	mean_score_high	mean_score_low	frac_pass_high	frac_pass_low	pval	padj
TNK_to_malignant_CLDN4	UBASH3B	PPARA	other	7	0.014207165688276291	0.02131562094603266	0.11157606169581413	0.09026044074978147	1.0	0.5714285714285714	0.015625	0.033380681818181816
TNK_to_malignant_CLDN4	CD96	NECTIN1	other	17	0.02395616564899683	0.035608066403416586	0.37969784663223166	0.3440897802288151	1.0	0.4117647058823529	3.0517578125e-05	0.00035858154296875
TNK_to_malignant_CLDN4	TNFSF10	TNFRSF10A	other	11	0.026015253737568855	0.01939107901522551	0.193119934506037	0.17372885549081152	0.9090909090909091	0.45454545454545453	0.0830078125	0.12585055443548387
TNK_to_malignant_CLDN4	PRNP	ADGRG6	other	13	0.02603970468044281	0.024032182561663482	0.2568135095330385	0.23278132697137502	0.9230769230769231	0.6153846153846154	0.001220703125	0.0038248697916666665
TNK_to_malignant_CLDN4	VEGFB	NRP1	other	7	0.03238886222243309	0.04398160747119358	0.2516936276640211	0.2077120201928275	1.0	0.42857142857142855	0.015625	0.033380681818181816
TNK_to_malignant_CLDN4	LRPAP1	SORT1	other	21	0.03552199527621269	0.04423120322947701	0.25550003314302083	0.21126882991354382	1.0	0.42857142857142855	9.5367431640625e-06	0.00022411346435546875
TNK_to_malignant_CLDN4	APP	SORL1	other	8	0.03899194672703743	0.010826904326677322	0.2306243283674121	0.21979742404073477	0.875	0.75	0.3828125	0.4997829861111111
TNK_to_malignant_CLDN4	CD40LG	CD40	other	8	0.03975935000926256	0.032998522743582726	0.18871059967204928	0.15571207692846656	1.0	0.5	0.109375	0.16064453125
TNK_to_malignant_CLDN4	TGFB1	ITGAV+ITGB6	other	14	0.04206176567822695	0.0631680108074631	0.6056445984702025	0.5424765876627394	1.0	0.6428571428571429	0.0001220703125	0.0009562174479166667
TNK_to_malignant_CLDN4	LIPA	RORC	other	9	0.04213028401136398	0.04021810036566523	0.1684479924539725	0.12822989208830726	1.0	0.5555555555555556	0.00390625	0.009662828947368422
TNK_to_malignant_CLDN4	SEMA4D	PLXNB1	other	16	0.04652149975299835	0.06823662971146405	0.3510830239392817	0.28284639422781765	1.0	0.5	0.000152587890625	0.0010245186941964287
TNK_to_malignant_CLDN4	FASLG	TNFRSF6B	other	6	0.04952932894229889	0.059467971635361515	0.2949842397744457	0.2355162681390842	0.8333333333333334	0.6666666666666666	0.21875	0.3023897058823529
TNK_to_malignant_CLDN4	TNFSF10	TNFRSF10B	other	13	0.05104202218353748	0.0661278348057889	0.26080834664977515	0.19468051184398624	1.0	0.6923076923076923	0.001220703125	0.0038248697916666665
TNK_to_malignant_CLDN4	APP	CD74	other	7	0.06081700325012207	0.027556302292006358	1.1860175931027956	1.1584612908107894	1.0	1.0	0.578125	0.6627286585365854
TNK_to_malignant_CLDN4	LTA	TNFRSF14	other	7	0.0660337284207344	0.04826476478150913	0.24487896582909993	0.1966142010475908	1.0	1.0	0.046875	0.08159722222222221
TNK_to_malignant_CLDN4	TNFSF14	TNFRSF14	other	5	0.0788043662905693	0.07236535772681237	0.26856920719146726	0.1962038494646549	1.0	1.0	0.0625	0.10129310344827586
TNK_to_malignant_CLDN4	PPIA	BSG	other	21	0.0876222550868988	0.10771635210230238	1.489721295379457	1.3820049432771546	1.0	1.0	5.245208740234375e-05	0.0004930496215820312
TNK_to_malignant_CLDN4	TNFSF14	LTBR	other	5	0.08847275376319885	0.07856201231479645	0.3923283591866493	0.3137663468718529	1.0	1.0	0.0625	0.10129310344827586
TNK_to_malignant_CLDN4	LTB	LTBR	other	19	0.09026366472244263	0.09690717122468509	0.8317978170357252	0.7348906458110401	1.0	0.7894736842105263	3.814697265625e-06	0.000179290771484375
TNK_to_malignant_CLDN4	AREG	EGFR	other	14	0.09213705733418465	0.12279567095850195	0.3764297307601997	0.25363405980169773	1.0	0.7857142857142857	0.0003662109375	0.00172119140625
TNK_to_malignant_CLDN4	TNF	TNFRSF1A	other	10	0.1169448085129261	0.11051410064101219	0.4409172035753727	0.3304031029343605	1.0	0.9	0.001953125	0.0057373046875
TNK_to_malignant_CLDN4	LTA	TNFRSF1A	other	7	0.13365153968334198	0.12265452423266002	0.3295887495790209	0.20693422534636088	1.0	1.0	0.015625	0.033380681818181816
TNK_to_malignant_CLDN4	TNFSF12	TNFRSF12A	other	12	0.13407538086175919	0.16271089029032737	0.49618814916660386	0.3334772588762765	1.0	0.75	0.00048828125	0.0017653245192307692
TNK_to_malignant_CLDN4	LGALS9	P4HB	other	13	0.1405118703842163	0.11552599989450894	0.7627966435482869	0.647270643653778	1.0	1.0	0.00341796875	0.009449678308823529
TNK_to_malignant_CLDN4	SEMA4D	PLXNB2	other	17	0.14594390988349915	0.16258439421653748	0.5171057893072858	0.35452139509074826	1.0	0.9411764705882353	1.52587890625e-05	0.00023905436197916668
TNK_to_malignant_CLDN4	APP	TNFRSF21	other	7	0.16767944768071175	0.13648466243674712	0.2964847353952272	0.16000007295848004	1.0	0.7142857142857143	0.03125	0.056490384615384616
TNK_to_malignant_CLDN4	CD226	NECTIN2	other	12	0.17475189827382565	0.18210727240269384	0.3731004890675346	0.1909932166648408	1.0	0.8333333333333334	0.00048828125	0.0017653245192307692
