kl_libraries	is_observed	abs_t_tj_epcam	loo_maxt_abs_t	loo_maxt_delta	loo_maxt_dropped	loo_maxt_t	loo_maxd_delta	loo_maxd_abs_t	loo_maxd_dropped	loo_maxd_t
B6AL10-1-RNA,B6AL10-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.9159723651092638	1.0238477763027252	1.4241524187379575	Cldn6	1.0238477763027252	1.6658091546183007	0.8689373736222461	Ocln	0.8689373736222461
B6AL10-1-RNA,B6AL10-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.9205202690476393	1.1286381389213667	1.5507043835203858	Cldn6	1.1286381389213667	1.5958121874459863	0.8292115533714834	Ocln	0.8292115533714834
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA	False	2.4147206516420208	2.4986364757863644	-2.770149757983491	Cldn6	-2.4986364757863644	-2.770149757983491	2.4986364757863644	Cldn6	-2.4986364757863644
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA	False	2.3367550118802485	2.4083947183448386	-2.712602116851318	Cldn6	-2.4083947183448386	-2.712602116851318	2.4083947183448386	Cldn6	-2.4083947183448386
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA	False	2.3282333746443395	2.3648111335913273	-3.1579273089603004	Cldn3	-2.3648111335913273	-2.586050152068891	2.2237447416183347	Cldn6	-2.2237447416183347
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLD-RNA	False	2.0983137586256553	2.1350226835300883	-3.4174551621365197	Ocln	-2.1350226835300883	-2.422404127944075	2.0083424421014935	Cldn6	-2.0083424421014935
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLE-RNA	False	2.2856229330598157	2.325652043910792	-3.1268333801675388	Cldn3	-2.325652043910792	-2.575471955446587	2.2090814335584628	Cldn6	-2.2090814335584628
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.875679201393762	1.0810150285454208	-1.4937712323015049	Cldn6	-1.0810150285454208	-1.2694281858416385	0.8038771280784837	Cldn4	-0.8038771280784837
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.871193091023473	0.9779101854545122	-1.3672192675190775	Cldn6	-0.9779101854545122	-1.3245117513097977	0.841779277571505	Cldn4	-0.841779277571505
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.7447881619028994	0.8495101422624757	-1.2035732433942625	Cldn6	-0.8495101422624757	-1.1280892190077783	0.7083818898986582	Cldn4	-0.7083818898986582
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.8485520631152625	0.9694513408856259	-1.3566410708967744	Cldn6	-0.9694513408856259	-1.2740509115493754	0.8070423764014478	Cldn4	-0.8070423764014478
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.8313238993205615	0.9321687124264869	-1.3096716263869057	Cldn6	-0.9321687124264869	-1.3061920831378275	0.8291282884802093	Cldn4	-0.8291282884802093
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.706270066142247	0.8055075057538738	-1.1460256022620898	Cldn6	-0.8055075057538738	-1.109769550835809	0.6961750465238504	Cldn4	-0.6961750465238504
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.8089418141947289	0.9238327474736572	-1.2990934297646026	Cldn6	-0.9238327474736572	-1.2557312433774044	0.7945149673264376	Cldn4	-0.7945149673264376
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLC-RNA,KLD-RNA	False	0.7019874900277855	0.7329921046951423	-1.1648531163039673	Cldn4	-0.7329921046951423	-1.0194736374796625	0.710570465383692	Cldn6	-0.710570465383692
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLC-RNA,KLE-RNA	False	0.8045414797013938	0.8323162548628067	-1.3108148088455644	Cldn4	-0.8323162548628067	-1.1725414649821753	0.8257136322570977	Cldn6	-0.8257136322570977
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-4-RNA,KLD-RNA,KLE-RNA	False	0.6803556274470678	0.7076535237998924	-1.376757932396825	Ocln	-0.7076535237998924	-1.0088954408573603	0.7027398181917055	Cldn6	-0.7027398181917055
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.8907534497348184	1.0816407270891923	-1.494525554187522	Cldn6	-1.0816407270891923	-1.3179174546507841	0.8372201453278716	Cldn4	-0.8372201453278716
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.8862469420002926	0.9785142725126585	-1.3679735894050928	Cldn6	-0.9785142725126585	-1.3679735894050928	0.9785142725126585	Cldn6	-0.9785142725126585
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.7593134222899379	0.8500906381274054	-1.2043275652802778	Cldn6	-0.8500906381274054	-1.1765784878169248	0.7408739207576452	Cldn4	-0.7408739207576452
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.8635046992659992	0.9700537615863644	-1.3573953927827906	Cldn6	-0.9700537615863644	-1.322540180358522	0.8404155520637743	Cldn4	-0.8404155520637743
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.8462014441820589	0.9327639786391999	-1.310425948272921	Cldn6	-0.9327639786391999	-1.310425948272921	0.9327639786391999	Cldn6	-0.9327639786391999
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.7206517113958422	0.8060807434735051	-1.146779924148107	Cldn6	-0.8060807434735051	-1.1252630231892908	0.6640445150366162	Cldn3	-0.6640445150366162
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.8237242754066509	0.9244264561867495	-1.2998477516506197	Cldn6	-0.9244264561867495	-1.2895852453571273	0.767674096109368	Cldn3	-0.767674096109368
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA	False	0.7163536642090887	0.7656926122328513	-1.2133423851131147	Cldn4	-0.7656926122328513	-1.0202279593656787	0.7111294476706989	Cldn6	-0.7111294476706989
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLC-RNA,KLE-RNA	False	0.8193055746772279	0.865934782997096	-1.359304077654711	Cldn4	-0.865934782997096	-1.1732957868681915	0.8262901512508397	Cldn6	-0.8262901512508397
B6AL10-1-RNA,B6AL10-3-RNA,B6AL10-5-RNA,KLD-RNA,KLE-RNA	False	0.694645165943823	0.7408146496065513	-1.4372190291956937	Ocln	-0.7408146496065513	-1.0096497627433756	0.7032977093025269	Cldn6	-0.7032977093025269
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.15450391446358525	0.257121689089845	0.44571705242726356	Cldn3	0.257121689089845	0.44571705242726356	0.257121689089845	Cldn3	0.257121689089845
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.2678229875094108	0.3714964939773951	0.6411332033878603	Cldn3	0.3714964939773951	0.6411332033878603	0.3714964939773951	Cldn3	0.3714964939773951
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.1744340338917618	0.2752231573492784	0.47681098122002386	Cldn3	0.2752231573492784	0.47681098122002386	0.2752231573492784	Cldn3	0.2752231573492784
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.2717897373872777	0.3726090128892701	0.643020497665244	Cldn3	0.3726090128892701	0.643020497665244	0.3726090128892701	Cldn3	0.3726090128892701
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.1783701044911285	0.2763229113601911	0.47869827549740585	Cldn3	0.2763229113601911	0.47869827549740585	0.2763229113601911	Cldn3	0.2763229113601911
B6AL10-1-RNA,B6AL10-3-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.2919152916554344	0.39096308651772704	0.6741144264580026	Cldn3	0.39096308651772704	0.6741144264580026	0.39096308651772704	Cldn3	0.39096308651772704
B6AL10-1-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.30734842615008656	0.41115179863655327	0.7082216170772639	Cldn3	0.41115179863655327	0.7082216170772639	0.41115179863655327	Cldn3	0.41115179863655327
B6AL10-1-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.21362944638806433	0.31439633238085957	0.5438993949094275	Cldn3	0.31439633238085957	0.5438993949094275	0.31439633238085957	Cldn3	0.31439633238085957
B6AL10-1-RNA,B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.3275537464839084	0.42961060858866146	0.7393155458700242	Cldn3	0.42961060858866146	0.7393155458700242	0.42961060858866146	Cldn3	0.42961060858866146
B6AL10-1-RNA,B6AL10-3-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.3315469181567318	0.4307327014827121	0.7412028401474062	Cldn3	0.4307327014827121	0.7412028401474062	0.4307327014827121	Cldn3	0.4307327014827121
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA	False	0.3654748732167859	0.47744763391344547	-0.8194687721829119	Cldn3	-0.47744763391344547	-0.4572935848886788	0.310989555310007	Cldn6	-0.310989555310007
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA	False	0.3614643247509717	0.47631681716774926	-0.8175814779055299	Cldn3	-0.47631681716774926	-0.33074162010624963	0.2242803413337193	Cldn6	-0.2242803413337193
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA	False	0.2471297949880473	0.36032466377787703	-0.6221653269449332	Cldn3	-0.36032466377787703	-0.16709559598143553	0.11304539468123828	Cldn6	-0.11304539468123828
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLE-RNA	False	0.3411742041991796	0.4577176934683649	-0.7864875491127687	Cldn3	-0.4577176934683649	-0.32016342348394833	0.21706417431196232	Cldn6	-0.21706417431196232
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.32567980775679906	0.43738240163508285	-0.7523803584935083	Cldn3	-0.43738240163508285	-0.2731939789740787	0.18507174402645463	Cldn6	-0.18507174402645463
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.21177676952217908	0.32204507641183233	-0.5569642075329115	Cldn3	-0.32204507641183233	-0.1095479548492646	0.074078887625709	Cldn6	-0.074078887625709
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.3054789201907584	0.41890128886153244	-0.7212864297007489	Cldn3	-0.41890128886153244	-0.2626157823517765	0.17787676583960316	Cldn6	-0.17787676583960316
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA	False	0.20783121161950174	0.32093973998534636	-0.5550769132555295	Cldn3	-0.32093973998534636	0.017004009933163644	0.011494662155103993	Cldn6	0.011494662155103993
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLE-RNA	False	0.30149792939112335	0.41778125955469153	-0.719399135423366	Cldn3	-0.41778125955469153	-0.13606381756934827	0.09202666425012686	Cldn6	-0.09202666425012686
B6AL10-1-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLD-RNA,KLE-RNA	False	0.18785604129471264	0.30274938679053937	-0.5239829844627693	Cldn3	-0.30274938679053937	0.027582206555466726	0.01864574403096805	Cldn6	0.01864574403096805
