kl_libraries	is_observed	abs_t_tj_epcam	loo_maxt_abs_t	loo_maxt_delta	loo_maxt_dropped	loo_maxt_t	loo_maxd_delta	loo_maxd_abs_t	loo_maxd_dropped	loo_maxd_t
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLE-RNA	False	0.8484427179513219	0.8807871641837218	-1.3805734923077448	Cldn4	-0.8807871641837218	-1.2294746162010552	0.8694997554541283	Cldn6	-0.8694997554541283
B6AL10-3-RNA,B6AL10-4-RNA,B6AL10-5-RNA,KLD-RNA,KLE-RNA	False	0.7228174261790675	0.7538392822295739	-1.4608251476133516	Ocln	-0.7538392822295739	-1.0658285920762403	0.745069742929135	Cldn6	-0.745069742929135
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.12869417802339825	0.21022899243796006	0.4204529628304927	Ocln	0.21022899243796006	0.4204529628304927	0.21022899243796006	Ocln	0.21022899243796006
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.24179631818078737	0.3165333167611455	0.5475507594097859	Cldn3	0.3165333167611455	0.600873556811834	0.3013091673921725	Ocln	0.3013091673921725
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.14859515218158204	0.22251869967016974	0.4448850422937083	Ocln	0.22251869967016974	0.4448850422937083	0.22251869967016974	Ocln	0.22251869967016974
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.24575321815816448	0.3176380774672213	0.5494380536871688	Cldn3	0.3176380774672213	0.5494380536871688	0.3176380774672213	Cldn3	0.3176380774672213
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.15252501284592088	0.22193025522779222	0.3851158315193324	Cldn3	0.22193025522779222	0.3851158315193324	0.22193025522779222	Cldn3	0.22193025522779222
B6AL10-3-RNA,B6AL10-4-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.26582643931782735	0.33586051306942794	0.5805319824799291	Cldn3	0.33586051306942794	0.5805319824799291	0.33586051306942794	Cldn3	0.33586051306942794
B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.2812167695955606	0.35589648028864473	0.6146391730991896	Cldn3	0.35589648028864473	0.6146391730991896	0.35589648028864473	Cldn3	0.35589648028864473
B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.1877220417248029	0.2597975140678335	0.45031695093135315	Cldn3	0.2597975140678335	0.45031695093135315	0.2597975140678335	Cldn3	0.2597975140678335
B6AL10-3-RNA,B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.30136253671729346	0.3742083319932846	0.6457331018919499	Cldn3	0.3742083319932846	0.6457331018919499	0.3742083319932846	Cldn3	0.3742083319932846
B6AL10-3-RNA,B6AL10-4-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.3053434668730131	0.3764066409884711	0.6523519792193433	Cldn7	0.3764066409884711	0.6523519792193433	0.3764066409884711	Cldn7	0.3764066409884711
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.11554685751722574	0.20609374517671689	0.3577853972704297	Cldn3	0.20609374517671689	0.35999186603162325	0.17986551562028114	Ocln	0.17986551562028114
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.22854948499661495	0.31984153397698034	0.5532015482310273	Cldn3	0.31984153397698034	0.5532015482310273	0.31984153397698034	Cldn3	0.31984153397698034
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.13543489988825494	0.22411258987738772	0.38887932606319087	Cldn3	0.22411258987738772	0.38887932606319087	0.22411258987738772	Cldn3	0.22411258987738772
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.23250175798237788	0.3209467261647366	0.5550888425084093	Cldn3	0.3209467261647366	0.5550888425084093	0.3209467261647366	Cldn3	0.3209467261647366
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.13936197611072926	0.225207123265815	0.39076662034057463	Cldn3	0.225207123265815	0.39076662034057463	0.225207123265815	Cldn3	0.225207123265815
B6AL10-3-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.25255030972350107	0.3391764975567218	0.5861827713011714	Cldn3	0.3391764975567218	0.5861827713011714	0.3391764975567218	Cldn3	0.3391764975567218
B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.26792036996621466	0.35922100747691166	0.620289961920431	Cldn3	0.35922100747691166	0.620289961920431	0.35922100747691166	Cldn3	0.35922100747691166
B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.17453066970259531	0.26308560440440387	0.4559677397525945	Cldn3	0.26308560440440387	0.4559677397525945	0.26308560440440387	Cldn3	0.26308560440440387
B6AL10-3-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.2880378225569829	0.37754110465353025	0.6513838907131912	Cldn3	0.37754110465353025	0.6513838907131912	0.37754110465353025	Cldn3	0.37754110465353025
B6AL10-3-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.2920129183014831	0.3786545535356447	0.6532711849905732	Cldn3	0.3786545535356447	0.6532711849905732	0.3786545535356447	Cldn3	0.3786545535356447
B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	1.3682445866940824	1.5676879884229113	2.3866861884975816	Cldn3	1.5676879884229113	2.5566776102894435	1.4281272251032127	Ocln	1.4281272251032127
B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	1.2445780120722143	1.4308243452005298	2.2223639663297448	Cldn3	1.4308243452005298	2.400689095771318	1.321217894683499	Ocln	1.321217894683499
B6AL10-3-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	1.3955823650878805	1.5945483682418493	2.4177801172903415	Cldn3	1.5945483682418493	2.58110968975266	1.445317041812942	Ocln	1.445317041812942
B6AL10-3-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	1.4010145720138747	1.596189257669683	2.419667411567725	Cldn3	1.596189257669683	2.5111127225803447	1.396401236306632	Ocln	1.396401236306632
B6AL10-3-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	1.4501746077157287	1.6536462253171726	2.484868530979745	Cldn3	1.6536462253171726	2.5812410233130505	1.4454097881243042	Ocln	1.4454097881243042
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA	False	0.616766425007069	0.6776365142650426	1.3215953879929918	Ocln	0.6776365142650426	1.3215953879929918	0.6776365142650426	Ocln	0.6776365142650426
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA	False	0.7389603576113315	0.8034174529686827	1.268756507918603	Cldn4	0.8034174529686827	1.502015981974333	0.7766744383580176	Ocln	0.7766744383580176
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLE-RNA	False	0.6380773585873645	0.7048502958858419	1.1227948153770066	Cldn4	0.7048502958858419	1.3460274674562083	0.6909041572576757	Ocln	0.6909041572576757
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA	False	0.7432834228141654	0.8305776945953618	1.1789017432640962	Cldn6	0.8305776945953618	1.4320190148020187	0.7379514924838758	Ocln	0.7379514924838758
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLE-RNA	False	0.6422951039364917	0.7152861435633755	1.0258339157615834	Cldn6	0.7152861435633755	1.2760305002838939	0.6530047592074043	Ocln	0.6530047592074043
B6AL10-4-RNA,B6AL10-5-RNA,KL155mix-control-2-RNA,KLD-RNA,KLE-RNA	False	0.7652653228704569	0.8386825071090971	1.1894799398863984	Cldn6	0.8386825071090971	1.4564510942652342	0.7514225443241421	Ocln	0.7514225443241421
B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	0.7821772774775682	0.8749029051855003	1.236449384396268	Cldn6	0.8749029051855003	1.5021473155347254	0.7767474707750255	Ocln	0.7767474707750255
B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	0.6802107925880857	0.7582142999582435	1.0833815568937553	Cldn6	0.7582142999582435	1.3461588010165997	0.6909755926521484	Ocln	0.6909755926521484
B6AL10-4-RNA,B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	0.8043918858087431	0.8831142600168288	1.2470275810185694	Cldn6	0.8831142600168288	1.526579394997941	0.7903590656015506	Ocln	0.7903590656015506
B6AL10-4-RNA,B6AL10-5-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	0.8087920360462701	0.9830074711365178	1.3735795458009976	Cldn6	0.9830074711365178	1.4565824278256265	0.7514950859180168	Ocln	0.7514950859180168
B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	2.16436086788558	2.2364953944928985	3.518281132250812	Ocln	2.2364953944928985	3.518281132250812	2.2364953944928985	Ocln	2.2364953944928985
B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	1.9877886376563498	2.0816553329173346	3.362292617732687	Ocln	2.0816553329173346	3.362292617732687	2.0816553329173346	Ocln	2.0816553329173346
B6AL10-4-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	2.204357780729766	2.287823613945142	2.920157617178681	Cldn4	2.287823613945142	3.5427132117140285	2.2619028706147493	Ocln	2.2619028706147493
B6AL10-4-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.212348975634278	2.232614874017841	2.592410430350812	Cldn6	2.232614874017841	3.472716244541714	2.189982739462256	Ocln	2.189982739462256
B6AL10-4-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.2853400420892798	2.336338027714535	3.1493397854877774	Cldn7	2.336338027714535	3.54284454527442	2.2620403530807094	Ocln	2.2620403530807094
B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA	False	2.1383589546129658	2.1750147552295	3.4578200354519435	Ocln	2.1750147552295	3.4578200354519435	2.1750147552295	Ocln	2.1750147552295
B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLE-RNA	False	1.9639910322703873	2.0247718396424985	3.3018315209338174	Ocln	2.0247718396424985	3.3018315209338174	2.0247718396424985	Ocln	2.0247718396424985
B6AL10-5-RNA,KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLD-RNA,KLE-RNA	False	2.1778212211090913	2.2259795616570073	2.8716683483695347	Cldn4	2.2259795616570073	3.482252114915159	2.199625287576137	Ocln	2.199625287576137
B6AL10-5-RNA,KL155mix-control-2-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.1857039950289097	2.23156076325828	2.591656108464795	Cldn6	2.23156076325828	3.4122551477428447	2.1299295885659664	Ocln	2.1299295885659664
B6AL10-5-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	False	2.2576797588853346	2.3255935003265535	3.140706411240904	Cldn7	2.3255935003265535	3.4823834484755505	2.1997584244461232	Ocln	2.1997584244461232
KL155mix-control-2-RNA,KL47-1-untreated-1-RNA,KLC-RNA,KLD-RNA,KLE-RNA	True	10.409423509244212	13.959897682018385	4.825214362034517	Cldn3	13.959897682018385	5.498517265191639	11.159114436319342	Ocln	11.159114436319342
