stem	line	gse_id	cancer_group	is_llc	mean_baseline	mean_icb	max_arm	delta_mean	icb_only	perturbed
CT26_ERP114266_day14_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal	False	0.08374363448948113	0.43952350563367426	0.43952350563367426	0.3557798711441931	True	False
CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26	ERP114266	Colorectal	False	0.8635409095247837	0.7287512934632199	0.8635409095247837	-0.1347896160615638	True	False
CT26_GSE139475_antiPD1	CT26	GSE139475	Colorectal	False	1.074877193479072	0.7196925791129607	1.074877193479072	-0.35518461436611126	True	False
CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1	CT26	GSE153239	Colorectal	False	0.4301268946357755	0.9795424785165496	0.9795424785165496	0.5494155838807742	False	False
CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1	CT26	GSE153239	Colorectal	False	0.46691004130120745	0.8992465962764014	0.8992465962764014	0.4323365549751939	False	False
CT26_GSE153239_FcS_antiPD1	CT26	GSE153239	Colorectal	False	0.2936265918777111	0.47664327082002866	0.47664327082002866	0.18301667894231755	True	False
CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26	GSE153239	Colorectal	False	0.40726674503123766	0.6708006399438483	0.6708006399438483	0.26353389491261064	False	False
D3UV2_GSE159344_antiPD1	D3UV2	GSE159344	Melanoma	False	0.10005597973651033	0.5758237067181168	0.5758237067181168	0.47576772698160646	True	False
D4M.3A.3_GSE159344_antiPD1	D4M.3A.3	GSE159344	Melanoma	False	0.09632113449793633	0.0	0.09632113449793633	-0.09632113449793633	True	False
E0771_GSE174053_high.fat.diet_antiPD1	E0771	GSE174053	Mammary	False	0.8743712081873632	0.8382443371357469	0.8743712081873632	-0.03612687105161638	False	False
EMT6_GSE107801_antiPDL1	EMT6	GSE107801	Mammary	False	0.21473811868799192	0.45843769101455356	0.45843769101455356	0.24369957232656164	True	False
EMT6_GSE107801_antiTGFb_trap_antiPDL1	EMT6	GSE107801	Mammary	False	0.23495080701674637	0.97220228367741	0.97220228367741	0.7372514766606637	False	False
KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	4.99337729084064	5.239179754576163	5.239179754576163	0.24580246373552317	True	True
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	3.7428033598192023	3.5385546534677754	3.7428033598192023	-0.2042487063514269	True	True
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	6.758494650473035	5.6035902436552005	6.758494650473035	-1.1549044068178347	True	True
KPB25L_GSE124821_day3_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	6.488255875465209	5.035062679020874	6.488255875465209	-1.4531931964443352	True	False
KPB25L_GSE124821_day7_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	6.60477798042025	6.220481558311325	6.60477798042025	-0.38429642210892556	True	False
KPB25L_GSE124821_end_antiCTLA4&antiPD1	KPB25L	GSE124821	Mammary	False	7.042788403929737	6.677427960786482	7.042788403929737	-0.36536044314325444	True	False
LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1	LLC	GSE155972	Lung	True	0.26720103590172417	0.6008010386252158	0.6008010386252158	0.33360000272349166	True	True
LLC_GSE155972_antiCTLA4&antiPD1	LLC	GSE155972	Lung	True	0.12803456322983156	0.20872810220200658	0.20872810220200658	0.08069353897217502	True	False
MC38_GSE172162_antiPD1	MC38	GSE172162	Colorectal	False	0.00729893102448615	0.0	0.00729893102448615	-0.00729893102448615	True	False
MC38_GSE172162_exercise_antiPD1	MC38	GSE172162	Colorectal	False	0.01227009468723	0.008352666095568225	0.01227009468723	-0.003917428591661776	False	False
MC38_GSE93017_antiPDL1	MC38	GSE93017	Colorectal	False	0.08786849771900233	0.0806197927224359	0.08786849771900233	-0.007248704996566435	True	False
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.43886252111421586	0.5133300696725511	0.5133300696725511	0.07446754855833526	True	True
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.0687192597445351	0.21920802218765834	0.21920802218765834	0.15048876244312323	True	True
T11_GSE124821_Apobec_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.21360330766742103	0.6973077323139635	0.6973077323139635	0.48370442464654245	True	True
T11_GSE124821_UV_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.1460028748812642	0.3650869964384477	0.3650869964384477	0.21908412155718351	True	True
T11_GSE124821_UV_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.48075480872890597	0.7730771214372439	0.7730771214372439	0.292322312708338	True	True
T11_GSE124821_UV_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.553389462325364	0.408287305294665	0.553389462325364	-0.145102157030699	True	True
T11_GSE124821_day3_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.38341037208189027	0.10824127226688232	0.38341037208189027	-0.2751690998150079	True	False
T11_GSE124821_day7_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.29420518717486	0.7654152631990858	0.7654152631990858	0.4712100760242258	True	False
T11_GSE124821_end_antiCTLA4&antiPD1	T11	GSE124821	Mammary	False	0.2905390590170265	0.20306492981144392	0.2905390590170265	-0.08747412920558256	True	False
YTN16_GSE146027_anti_IL17_day10_antiPD1	YTN16	GSE146027	Gastric	False	0.9864255019440428	1.2754117868132029	1.2754117868132029	0.2889862848691601	False	False
YTN16_GSE146027_day10_antiPD1	YTN16	GSE146027	Gastric	False	1.5323433375286375	1.0878747763168306	1.5323433375286375	-0.4444685612118069	True	False
YTN16_GSE146027_day14_antiCTLA4	YTN16	GSE146027	Gastric	False	2.1198041382353887	3.9712919617959033	3.9712919617959033	1.8514878235605146	True	False
YTN16_GSE146027_day21_antiCTLA4	YTN16	GSE146027	Gastric	False	5.807305537664896	4.344375541065988	5.807305537664896	-1.4629299965989082	True	False
YTN16_GSE146027_day7_antiCTLA4	YTN16	GSE146027	Gastric	False	1.6592985325519836	3.7022047505238502	3.7022047505238502	2.0429062179718667	True	False
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	YUMM1.7	GSE103725	Melanoma	False	0.07508670675454167	0.0536043475666061	0.07508670675454167	-0.02148235918793557	False	False
p53-2225L_GSE124821_day3_antiCTLA4&antiPD1	p53-2225L	GSE124821	Mammary	False	6.989574430276287	7.509093416883822	7.509093416883822	0.5195189866075349	True	False
p53-2225L_GSE124821_end_antiCTLA4&antiPD1	p53-2225L	GSE124821	Mammary	False	7.1924304029985	7.094858643919037	7.1924304029985	-0.09757175907946358	True	False
p53-2336R_GSE124821_day3_antiCTLA4&antiPD1	p53-2336R	GSE124821	Mammary	False	1.3966837133176833	1.7834035121096161	1.7834035121096161	0.38671979879193286	True	False
p53-2336R_GSE124821_end_antiCTLA4&antiPD1	p53-2336R	GSE124821	Mammary	False	2.3698386213059734	4.89586858502922	4.89586858502922	2.5260299637232464	True	False
