dataset	readout	left_out	acme_full	acme_loo	rho_tacstd2_loo	rho_partial_loo	delta_acme
GSE123902	mean_log1p_umi	LX675	-0.10873920409544105	-0.11445571214266026	-0.2377622377622378	-0.08263681882590747	-0.00571650804721921
GSE123902	mean_log1p_umi	LX676	-0.10873920409544105	-0.10970910506557366	-0.31468531468531474	-0.16998448699974694	-0.0009699009701326089
GSE123902	mean_log1p_umi	LX679	-0.10873920409544105	-0.11391226130407109	-0.18881118881118883	-0.01844950584458348	-0.005173057208630039
GSE123902	mean_log1p_umi	LX680	-0.10873920409544105	-0.439839373126514	-0.30069930069930073	0.23080393800522445	-0.331100169031073
GSE123902	mean_log1p_umi	LX681	-0.10873920409544105	-0.07750569104782092	0.0	0.13918112642804992	0.031233513047620134
GSE123902	mean_log1p_umi	LX682	-0.10873920409544105	-0.0963381356923358	-0.22377622377622378	-0.07815024296137847	0.012401068403105245
GSE123902	mean_log1p_umi	LX684	-0.10873920409544105	-0.1066904276681817	-0.18881118881118883	-0.018512497701663848	0.002048776427259355
GSE123902	mean_log1p_umi	LX699	-0.10873920409544105	-0.06904498254210784	-0.11188811188811189	0.051296263642552895	0.039694221553333214
GSE123902	mean_log1p_umi	LX701	-0.10873920409544105	-0.09225178636290238	-0.21678321678321683	-0.058152544827423575	0.016487417732538673
GSE189357	pct_pos	TD1	-0.9884264850689587	-0.9367597564118169	-0.7619047619047621	-0.1407407407407408	0.051666728657141836
GSE189357	pct_pos	TD2	-0.9884264850689587	-1.0384749374180822	-0.523809523809524	0.09694048255837838	-0.05004845234912347
GSE189357	pct_pos	TD3	-0.9884264850689587	-0.9893630027147832	-0.4285714285714286	0.07869286231209531	-0.000936517645824475
GSE189357	pct_pos	TD4	-0.9884264850689587	-5.643215251159599	-0.523809523809524	0.09694048255837838	-4.654788766090641
GSE189357	pct_pos	TD5	-0.9884264850689587	-0.9884420866417435	-0.5476190476190477	-0.02650227349566395	-1.5601572784795792e-05
GSE189357	pct_pos	TD6	-0.9884264850689587	-1.000581444435556	-0.261904761904762	0.1338877362790406	-0.012154959366597384
GSE189357	pct_pos	TD7	-0.9884264850689587	-0.7912498594690603	-0.5476190476190477	-0.02650227349566395	0.19717662559989835
GSE189357	pct_pos	TD8	-0.9884264850689587	-0.8688328547831996	-0.4285714285714286	0.07869286231209531	0.11959363028575909
GSE189357	pct_pos	TD9	-0.9884264850689587	-0.7544868577965819	-0.261904761904762	0.1338877362790406	0.23393962727237683
GSE189357	mean_log1p_umi	TD1	-0.9164639529259448	-1.2131567930511955	-0.6428571428571429	0.036184210526316284	-0.29669284012525066
GSE189357	mean_log1p_umi	TD2	-0.9164639529259448	-0.924574880501568	-0.4047619047619048	0.2545139051903111	-0.00811092757562315
GSE189357	mean_log1p_umi	TD3	-0.9164639529259448	-0.9430209091318794	-0.3333333333333334	0.10102499847268916	-0.026556956205934568
GSE189357	mean_log1p_umi	TD4	-0.9164639529259448	-1.0554774345093614	-0.5000000000000001	0.08443610548778123	-0.13901348158341653
GSE189357	mean_log1p_umi	TD5	-0.9164639529259448	-0.8975568682669829	-0.4523809523809524	0.05937500000000028	0.01890708465896196
GSE189357	mean_log1p_umi	TD6	-0.9164639529259448	-1.0450334399691565	-0.1666666666666667	0.1736405487850927	-0.1285694870432117
GSE189357	mean_log1p_umi	TD7	-0.9164639529259448	-0.7904769795816142	-0.4523809523809524	0.062487002483829594	0.12598697334433062
GSE189357	mean_log1p_umi	TD8	-0.9164639529259448	-0.8739334555591007	-0.4047619047619048	0.035421554369847	0.04253049736684411
GSE189357	mean_log1p_umi	TD9	-0.9164639529259448	-0.11686156757887121	-0.1666666666666667	0.1736405487850927	0.7996023853470736
