gene_set	human_symbol	mouse_symbol	in_claim6	note
MHC_APM	HLA-A	H2-K1	True	Prespecified classical MHC-I and APM panel
MHC_APM	HLA-B	H2-D1	False	Prespecified classical MHC-I and APM panel
MHC_APM	HLA-C		False	Prespecified classical MHC-I and APM panel
MHC_APM	NLRC5	Nlrc5	False	Prespecified classical MHC-I and APM panel
MHC_APM	PDIA3	Pdia3	False	Prespecified classical MHC-I and APM panel
MHC_APM	PSMB10	Psmb10	False	Prespecified classical MHC-I and APM panel
MHC_APM	PSMB8	Psmb8	False	Prespecified classical MHC-I and APM panel
MHC_APM	PSMB9	Psmb9	False	Prespecified classical MHC-I and APM panel
MHC_APM	PSME1	Psme1	False	Prespecified classical MHC-I and APM panel
MHC_APM	PSME2	Psme2	False	Prespecified classical MHC-I and APM panel
MHC_APM	TAP1	Tap1	False	Prespecified classical MHC-I and APM panel
MHC_APM	TAP2	Tap2	False	Prespecified classical MHC-I and APM panel
MHC_APM	TAPBP	Tapbp	False	Prespecified classical MHC-I and APM panel
IFN_AND_APM	ADAR	Adar	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	B2M	B2m	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	BST2	Bst2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CALR	Calr	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CANX	Canx	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CMPK2	Cmpk2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CXCL10	Cxcl10	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CXCL11	Cxcl11	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	CXCL9	Cxcl9	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	DDX58	Ddx58	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	DHX58	Dhx58	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	EIF2AK2	Eif2ak2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	ERAP1	Erap1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	ERAP2		False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	HLA-A	H2-K1	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	HLA-B	H2-D1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	HLA-C		False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFI27	Ifi27l2a	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFI35	Ifi35	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFI44	Ifi44	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFI44L		False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFI6		False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFIH1	Ifih1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFIT1	Ifit1	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFIT2	Ifit2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFIT3	Ifit3	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFITM1	Ifitm1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFITM2	Ifitm2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IFITM3	Ifitm3	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IRF7	Irf7	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	IRF9	Irf9	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	ISG15	Isg15	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	ISG20	Isg20	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	LY6E	Ly6e	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	MX1	Mx1	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	MX2	Mx2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	NLRC5	Nlrc5	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	OAS1	Oas1a	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	OAS2	Oas2	True	Union of IFN_ISG and MHC_APM
IFN_AND_APM	OAS3	Oas3	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	OASL	Oasl1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PDIA3	Pdia3	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PSMB10	Psmb10	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PSMB8	Psmb8	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PSMB9	Psmb9	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PSME1	Psme1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	PSME2	Psme2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	RSAD2	Rsad2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	STAT1	Stat1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	STAT2	Stat2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	TAP1	Tap1	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	TAP2	Tap2	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	TAPBP	Tapbp	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	TRIM21	Trim21	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	TRIM22		False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	USP18	Usp18	False	Union of IFN_ISG and MHC_APM
IFN_AND_APM	XAF1	Xaf1	False	Union of IFN_ISG and MHC_APM
HALLMARK_IFNA	ADAR	Adar	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	B2M	B2m	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	BATF2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	BST2	Bst2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	C1S		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CASP1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CASP8		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CCRL2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CD47		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CD74		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CMPK2	Cmpk2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CMTR1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CNP		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CSF1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CXCL10	Cxcl10	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	CXCL11	Cxcl11	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	DDX60		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	DHX58	Dhx58	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	EIF2AK2	Eif2ak2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	ELF1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	EPSTI1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	GBP2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	GBP4		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	GMPR		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	HELZ2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	HERC6		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	HLA-C		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFI27	Ifi27l2a	True	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFI30		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFI35	Ifi35	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFI44	Ifi44	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFI44L		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFIH1	Ifih1	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFIT2	Ifit2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFIT3	Ifit3	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFITM1	Ifitm1	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFITM2	Ifitm2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IFITM3	Ifitm3	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IL15		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IL4R		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IL7		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IRF1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IRF2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IRF7	Irf7	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	IRF9	Irf9	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	ISG15	Isg15	True	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	ISG20	Isg20	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	LAMP3		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	LAP3		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	LGALS3BP		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	LPAR6		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	LY6E	Ly6e	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	MOV10		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	MVB12A		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	MX1	Mx1	True	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	NCOA7		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	NMI		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	NUB1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	OAS1	Oas1a	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	OASL	Oasl1	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	OGFR		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PARP12		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PARP14		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PARP9		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PLSCR1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PNPT1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PROCR		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PSMA3		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PSMB8	Psmb8	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PSMB9	Psmb9	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PSME1	Psme1	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	PSME2	Psme2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	RIPK2		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	RNF31		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	RSAD2	Rsad2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	RTP4		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	SAMD9		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	SAMD9L		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	SELL		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	SLC25A28		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	SP110		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	STAT2	Stat2	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TAP1	Tap1	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TDRD7		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TENT5A		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TMEM140		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRAFD1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRIM14		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRIM21	Trim21	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRIM25		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRIM26		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TRIM5		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	TXNIP		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	UBA7		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	UBE2L6		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	USP18	Usp18	False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNA	WARS1		False	MSigDB Hallmark interferon-alpha response v2023.2.Hs
HALLMARK_IFNG	ADAR	Adar	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	APOL6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ARID5B		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ARL4A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	AUTS2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	B2M	B2m	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	BANK1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	BATF2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	BPGM		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	BST2	Bst2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	BTG1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	C1R		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	C1S		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CASP1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CASP3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CASP4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CASP7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CASP8		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CCL2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CCL5		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CCL7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD274		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD38		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD40		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD69		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD74		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CD86		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CDKN1A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CFB		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CFH		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CIITA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CMKLR1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CMPK2	Cmpk2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CMTR1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CSF2RB		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CXCL10	Cxcl10	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CXCL11	Cxcl11	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	CXCL9	Cxcl9	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	DDX60		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	DHX58	Dhx58	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	EIF2AK2	Eif2ak2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	EIF4E3		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	EPSTI1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	FAS		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	FCGR1A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	FGL2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	FPR1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	GBP4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	GBP6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	GCH1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	GPR18		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	GZMA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HELZ2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HERC6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HIF1A		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-A	H2-K1	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-B	H2-D1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-DMA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-DQA1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-DRB1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	HLA-G		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ICAM1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IDO1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFI27	Ifi27l2a	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFI30		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFI35	Ifi35	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFI44	Ifi44	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFI44L		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFIH1	Ifih1	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFIT1	Ifit1	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFIT2	Ifit2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFIT3	Ifit3	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFITM2	Ifitm2	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFITM3	Ifitm3	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IFNAR2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL10RA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL15		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL15RA		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL18BP		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL2RB		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL4R		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL6		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IL7		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF1		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF2		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF4		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF5		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF7	Irf7	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF8		False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	IRF9	Irf9	False	MSigDB Hallmark interferon-gamma response v2023.2.Hs
HALLMARK_IFNG	ISG15	Isg15	True	MSigDB Hallmark interferon-gamma response v2023.2.Hs
