sample,patient,n_spots,n_tj_high,n_tcell_high,n_epi_high,n_tj_tcell_both,um_per_px,spearman_rho,spearman_p_naive,spearman_rho_epi_tcell,rho_tj_vs_epithelial,rho_tcell_vs_ptprc,graph_spacing_um,n_edges,tj_nn_obs_um,tj_nn_null_mean_um,tj_nn_ratio,tj_nn_z,tj_nn_p_farther,tj_cross_edges_obs,tj_cross_edges_exp,tj_enrich_z,tj_enrich_p,epi_nn_obs_um,epi_nn_null_mean_um,epi_nn_ratio,epi_nn_z,epi_nn_p_farther,epi_cross_edges_obs,epi_cross_edges_exp,epi_enrich_z,epi_enrich_p,enrich_z_tj_minus_epi
P16_T1,P16,2228,446,446,446,48,0.3736791525128764,-0.2120001663838077,4.6752507240990884e-24,-0.29345750211926097,0.41008052876946943,0.2053005377159096,84.45148846791007,6298,146.51368209169428,84.86001152947993,1.72653384616612,4603.065631324804,0.000999000999000999,280,402.564,-7.191747891107782,0.000999000999000999,146.7017903882909,84.85845011009076,1.728782345163834,4172.605495059815,0.000999000999000999,251,422.729,-9.420004086340574,0.000999000999000999,2.2282561952327926
P16_T2,P16,2150,430,430,430,55,0.37389059480647674,-0.18680944335098054,2.4592457800931773e-18,-0.29103224501840697,0.4036492211521221,0.2288929302439514,84.49927442626374,5966,146.59658526886372,84.89360369151986,1.726827215411371,2553.3178601714967,0.000999000999000999,245,362.872,-7.051518640034689,0.000999000999000999,146.73288638570517,84.86765662659714,1.728961211116082,1746.3181358691234,0.000999000999000999,246,417.343,-9.888478898650138,0.000999000999000999,2.8369602586154494
P17_T1,P17,2649,530,530,530,40,0.373806029199174,-0.34027473511942646,8.424979121502521e-73,-0.3210512342010193,0.3383905671287293,0.3283447736491984,84.48098959945483,7507,147.2800498768441,84.7749462598087,1.7373063195519676,1606.1249458904092,0.000999000999000999,238,513.799,-14.46899980222993,0.000999000999000999,146.69969872112935,84.77145694230813,1.7305317616632088,1699.2996465070685,0.000999000999000999,314,515.308,-10.24533589317599,0.000999000999000999,-4.22366390905394
P17_T2,P17,2946,590,590,590,48,0.3741387629726903,-0.2842977898950712,6.823289940652496e-56,-0.24924615397231667,0.310006063540095,0.25524607003707883,84.55618816840257,8265,147.0377238505063,84.78529716586795,1.734236108919358,3960.928137466295,0.000999000999000999,273,558.975,-14.418932789077385,0.000999000999000999,146.69388807948448,84.7918645630047,1.7300467307271374,3427.307175880834,0.000999000999000999,319,523.161,-10.523127026586877,0.000999000999000999,-3.8958057624905074
P19_T1,P19,2490,498,498,498,46,0.3737078995488846,-0.24340763732632262,6.582820585793044e-35,-0.2571129746484841,0.33783023056547895,0.24294259241191143,84.45798529804792,7051,146.84818507747585,84.8554221164666,1.730569260216776,3178.3105165141833,0.000999000999000999,227,464.78,-12.625774455985976,0.000999000999000999,146.6611878652079,84.86235963214173,1.7282242504326943,3633.2439705577517,0.000999000999000999,232,438.824,-11.393324058139243,0.000999000999000999,-1.2324503978467334
P19_T2,P19,2351,471,471,471,49,0.37394224982036334,-0.18205957299562375,5.72199553120653e-19,-0.17565525792639844,0.26555131056286874,0.12566358335127642,84.51094845940212,6478,146.80507912087103,84.88805310298045,1.7293962313257087,1719.7613230683935,0.000999000999000999,230,417.611,-11.101684443402833,0.000999000999000999,146.61683838234924,84.89674621970127,1.7270018570903147,2074.520611816535,0.000999000999000999,259,395.464,-7.593769599852585,0.000999000999000999,-3.507914843550248
P24_T1,P24,3249,650,650,650,61,0.3850557022242032,-0.3654071090061675,3.4009718194610913e-103,-0.42830150931535965,0.5485707032484185,0.3875581070245318,84.67899314882723,9054,146.81735139544278,84.82234784688987,1.7308805417701727,854.4040521956053,0.000999000999000999,376,594.044,-10.339753906603892,0.000999000999000999,146.81735139544278,84.8421762191333,1.7304760195711844,1045.9698421003175,0.000999000999000999,334,570.904,-11.683595443096287,0.000999000999000999,1.3438415364923948
P24_T2,P24,3151,631,631,631,75,0.385074452087608,-0.3316660461948672,8.785321592841276e-82,-0.4056976688068668,0.5139844447783994,0.36987665688167765,84.54116442276832,8573,146.82450050469689,84.8492288501409,1.730416439777143,1093.3525512162942,0.000999000999000999,312,534.131,-11.255498612693824,0.000999000999000999,146.82450050469689,84.82348628709887,1.7309415933193963,842.3619290385615,0.000999000999000999,368,563.251,-9.73082314497645,0.000999000999000999,-1.5246754677173744
P25_T1,P25,1185,237,237,237,33,0.3850627679367685,-0.20883826753176335,3.824276169933757e-13,-0.3667011955202545,0.30635356817102716,0.3065557770608219,84.68054699525115,3279,146.680613278015,84.82517660187354,1.729210821056814,875.912925668627,0.000999000999000999,124,194.89,-5.967962575082077,0.000999000999000999,169.0429936917453,84.77643920470594,1.9939855374624147,1096.743048135221,0.000999000999000999,89,236.855,-11.292518782396321,0.000999000999000999,5.324556207314244
P25_T2,P25,1312,263,263,263,29,0.3853395758541215,-0.20830531075064945,2.5035100302143898e-14,-0.36951416507000673,0.34072017406488186,0.23330800970209886,84.39024687818792,3665,146.59221020454655,84.79715047370422,1.7287398147890018,1141.2386073225216,0.000999000999000999,142,232.764,-7.044136469513821,0.000999000999000999,169.16407379995934,84.77736477715901,1.9953919804491973,3154.9878102124426,0.000999000999000999,100,264.597,-11.904469399162085,0.000999000999000999,4.860332929648265
