malignant_def	gene	metric	response_axis	timepoint	response	n_patients	n_patients_with_metric	patients	n_malignant_cells	mean	median	empty
cnv_or_program	CLDN4	mal_cldn4_pct_pos	MPR	post	MPR	4	4	P03,P06,P11,P14	1363	90.19266457945992	91.46779993461915	0
cnv_or_program	CLDN4	mal_cldn4_pct_pos	MPR	post	NMPR	8	8	P02,P04,P07,P09,P10,P12,P13,P15	6328	82.8646622153054	87.12539951118632	0
cnv_or_program	CLDN4	mal_cldn4_pct_pos	RECIST	pre	PR	1	1	P05	1463	61.17566643882434	61.17566643882434	0
cnv_or_program	CLDN4	mal_cldn4_pct_pos	RECIST	pre	SD	2	2	P01,P08	695	85.2361779587807	85.2361779587807	0
cnv_or_program	CLDN4	mal_cldn4_pct_pos	RECIST	post	PR	8	8	P02,P03,P04,P06,P09,P10,P13,P14	1624	85.31373162792349	87.06234184495054	0
cnv_or_program	CLDN4	mal_cldn4_pct_pos	RECIST	post	SD	4	4	P07,P11,P12,P15	6067	85.29452575422374	91.50528187493964	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	MPR	pre	MPR	0	0		0			1
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	MPR	pre	NMPR	1	1	P05	1463	1.8629719707437675	1.8629719707437675	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	MPR	post	MPR	1	1	P03	782	0.7725452704573997	0.7725452704573997	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	MPR	post	NMPR	6	6	P04,P07,P09,P10,P12,P15	6263	1.848868373743383	1.9548695719237124	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	RECIST	pre	PR	1	1	P05	1463	1.8629719707437675	1.8629719707437675	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	RECIST	pre	SD	1	1	P01	584	1.7634415236091485	1.7634415236091485	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	RECIST	post	PR	4	4	P03,P04,P09,P10	1360	1.5506700048795437	1.6665709978843082	0
epi_minus_normal	TACSTD2	malb_tacstd2_mean_log1p_cp10k	RECIST	post	SD	3	3	P07,P12,P15	5685	1.8876918311331743	2.2793181024996043	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	MPR	pre	MPR	0	0		0			1
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	MPR	pre	NMPR	1	1	P05	1463	0.8901589315097462	0.8901589315097462	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	MPR	post	MPR	1	1	P03	782	1.056998229559981	1.056998229559981	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	MPR	post	NMPR	6	6	P04,P07,P09,P10,P12,P15	6263	1.4098439253229655	1.5260534141973632	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	RECIST	pre	PR	1	1	P05	1463	0.8901589315097462	0.8901589315097462	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	RECIST	pre	SD	1	1	P01	584	2.0447867610169066	2.0447867610169066	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	RECIST	post	PR	4	4	P03,P04,P09,P10	1360	1.2865934304196749	1.1996281646051634	0
epi_minus_normal	CLDN4	malb_cldn4_mean_log1p_cp10k	RECIST	post	SD	3	3	P07,P12,P15	5685	1.4565626866063583	1.7098487287443802	0
