contrast_id	gene	n_treat	n_ctrl	mean_treat	mean_ctrl	log2fc	mw_p	welch_p	series	kind	species	note
GSE233820_SBC5_PARPi_0Gy	TXNIP	3	3	3.46015	0	3.46015	0.4	0.184346	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	UBA7	3	3	3.47402	1.77398	1.70005	0.7	0.455918	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	UBE2L6	3	3	7.50392	8.05243	-0.548507	0.7	0.463187	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	UPP1	3	3	6.3496	3.83636	2.51324	0.2	0.126423	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	VAMP5	3	3	3.37857	3.70219	-0.323618	1	0.775004	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	VAMP8	3	3	7.65358	8.50716	-0.85358	0.7	0.315755	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	VCAM1	3	3	5.48958	2.49728	2.99229	0.1	0.0798851	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	WARS1	3	3	8.23578	8.69088	-0.455103	0.7	0.459708	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	XAF1	3	3	9.72508	9.01585	0.70923	0.1	0.095186	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	XCL1	3	3	2.83704	0.666667	2.17037	0.4	0.270678	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ZBP1	3	3	6.4487	4.43252	2.01618	0.7	0.242174	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ZNFX1	3	3	9.74872	10.2685	-0.519776	0.7	0.436735	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ABCC8	3	3	7.88887	6.81638	1.07249	0.4	0.277392	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTB	3	3	13.2764	14.114	-0.837593	0.7	0.33234	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTG1	3	3	13.9048	14.6992	-0.794459	0.7	0.324085	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTN1	3	3	9.53441	9.91501	-0.380602	0.7	0.52571	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTN4	3	3	9.53047	10.2054	-0.674975	0.7	0.344122	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTR2	3	3	12.6799	13.3216	-0.641714	0.7	0.293796	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTR3	3	3	12.1087	12.6498	-0.54109	0.7	0.403112	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTR3B	3	3	8.24627	8.07194	0.174328	0.4	0.319584	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ACTR3C	3	3	7.39736	5.84769	1.54967	0.1	0.0176884	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	AFDN	3	3	11.7298	12.3661	-0.636345	0.7	0.359805	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	AMOT	3	3	9.41074	10.2539	-0.843115	0.4	0.282306	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	AMOTL1	3	3	9.61819	10.1341	-0.515907	0.7	0.392937	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	AMOTL2	3	3	6.83511	6.30043	0.534684	0.2	0.178185	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	APC	3	3	10.264	10.8636	-0.599659	0.7	0.365983	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARHGAP17	3	3	9.17693	9.48242	-0.305492	0.7	0.417449	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARHGEF18	3	3	7.43192	7.46522	-0.033298	1	0.943136	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARHGEF2	3	3	9.45261	9.72747	-0.274862	0.7	0.614419	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARL2	3	3	7.18818	7.71302	-0.524834	0.7	0.455834	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC1A	3	3	9.69791	10.6181	-0.920198	0.7	0.277294	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC1B	3	3	9.15329	9.68961	-0.536326	0.7	0.418206	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC2	3	3	10.2347	10.8207	-0.585967	0.7	0.361679	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC3	3	3	10.699	11.4173	-0.718309	0.7	0.331449	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC4	3	3	6.80903	7.12983	-0.320801	0.7	0.524635	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC5	3	3	10.3827	10.7335	-0.350753	0.7	0.473597	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	ARPC5L	3	3	7.2355	7.19772	0.0377718	1	0.953091	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CACNA1D	3	3	7.42036	6.72199	0.698366	0.7	0.520742	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CCND1	3	3	8.87585	9.17579	-0.299938	0.7	0.460062	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CD1A	3	3	3.23808	0.861654	2.37643	0.4	0.284502	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CD1B	3	3	3.60991	0	3.60991	0.4	0.184637	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CD1C	3	3	3.99988	0	3.99988	0.4	0.183509	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CD1D	3	3	5.19574	1.41722	3.77852	0.2	0.151968	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CD1E	3	3	4.42615	0	4.42615	0.1	0.0677724	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CDC42	3	3	10.8694	11.321	-0.451527	0.7	0.376153	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CDH5	3	3	5.54813	2.95105	2.59709	0.4	0.250007	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CDK4	3	3	7.43111	8.17982	-0.748716	0.7	0.377732	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CFTR	3	3	6.88489	4.78144	2.10345	0.1	0.0818012	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
GSE233820_SBC5_PARPi_0Gy	CLDN10	3	3	7.53636	7.88085	-0.344486	0.4	0.391853	GSE233820	acute PARPi	human	SBC5 small-cell lung cancer, olaparib 1 uM, 3 days, n=3. integer fraction 0.693; treated as already-scaled abundances, log2(x+1), no CPM. Not LUAD and not KL. GEO series title says chemokine translation is depressed; PubMed 40038278 title says chemokine mRNA is stabilized.
